
[00:00:00.000 --> 00:00:11.000]  此錄音或錄影的版權是屬基督教宣導會法國堂所有
[00:00:11.000 --> 00:00:14.000]  我們的屬靈傳統之一是以真理教導為本
[00:00:14.000 --> 00:00:18.000]  歡迎你將此錄音或錄影的連結傳給親友
[00:00:18.000 --> 00:00:22.000]  懇請注意未經授權請勿轉錄
[00:00:22.000 --> 00:00:25.000]  或剪輯本錄音或錄影
[00:00:25.000 --> 00:00:30.000]  十月好似次度行轉二十章三十二節中所講
[00:00:30.000 --> 00:00:31.000]  這道能建立你們
[00:00:31.000 --> 00:00:35.000]  叫你們和一切成聖的人同得基業
[00:00:35.000 --> 00:00:41.000]  必須更加留心所曾聽過的
[00:00:41.000 --> 00:00:44.000]  不要不記得一些最重要的真理
[00:00:44.000 --> 00:00:48.000]  更何況這些真理是神職由他的兒子所講出的
[00:00:48.000 --> 00:00:52.000]  他的兒子的位份是極崇高
[00:00:52.000 --> 00:00:55.000]  希伯來書第一章上星期我們看過的篇章
[00:00:55.000 --> 00:00:59.000]  其中的五到十四節就已經是確立了
[00:00:59.000 --> 00:01:02.000]  神的兒子那種崇高的權威
[00:01:02.000 --> 00:01:08.000]  說明了神的兒子比天使有更高的權柄
[00:01:08.000 --> 00:01:10.000]  在第四第五節重溫一下
[00:01:10.000 --> 00:01:12.000]  那裡講到他是神的兒子
[00:01:12.000 --> 00:01:15.000]  第六節說他被眾天使去敬拜
[00:01:15.000 --> 00:01:18.000]  第七節講到他是天使的主人
[00:01:18.000 --> 00:01:21.000]  第八到第九節講到他有永遠的寶座
[00:01:21.000 --> 00:01:26.000]  第十到十二節說他是從創世直到將來永遠不變
[00:01:26.000 --> 00:01:31.000]  第十三節提到這位兒子坐在神的右邊
[00:01:31.000 --> 00:01:35.000]  每一項的形容詞都是最高級別的
[00:01:35.000 --> 00:01:40.000]  說明了宇宙萬物甚至天使都是藉由這位兒子所做
[00:01:40.000 --> 00:01:45.000]  這位兒子是與神同尊同榮同等
[00:01:45.000 --> 00:01:49.000]  其中有兩節我們可以重溫一下第七第八節
[00:01:49.000 --> 00:01:51.000]  當時仍然是作出一個比較
[00:01:51.000 --> 00:01:56.000]  講神去講到天使並且神去怎樣講到這位兒子
[00:01:56.000 --> 00:01:58.000]  當神說天使的事情
[00:01:58.000 --> 00:02:01.000]  他說以自己的天使為封
[00:02:01.000 --> 00:02:03.000]  以自己的僕人為火焰
[00:02:03.000 --> 00:02:06.000]  第八節講到這個兒子
[00:02:06.000 --> 00:02:09.000]  神就說神啊
[00:02:09.000 --> 00:02:13.000]  你的寶座是永永遠遠的
[00:02:13.000 --> 00:02:16.000]  神向聖子說話
[00:02:16.000 --> 00:02:19.000]  他說神啊
[00:02:19.000 --> 00:02:22.000]  神稱這位兒子為神
[00:02:22.000 --> 00:02:25.000]  表明神的兒子就是神
[00:02:25.000 --> 00:02:29.000]  其實很多新約篇一二三講出這個真理
[00:02:29.000 --> 00:02:33.000]  如果今天有人告訴你耶穌不是神
[00:02:33.000 --> 00:02:36.000]  或者告訴你耶穌只是比神低一點點
[00:02:36.000 --> 00:02:37.000]  次等的
[00:02:37.000 --> 00:02:39.000]  這些通通都是異端
[00:02:39.000 --> 00:02:41.000]  通通都是歪理
[00:02:41.000 --> 00:02:42.000]  神自己的說話
[00:02:42.000 --> 00:02:47.000]  神啊 去稱兒子是神
[00:02:47.000 --> 00:02:50.000]  神的兒子就是神
[00:02:50.000 --> 00:02:53.000]  帶著這個極崇高的位份進入第二章
[00:02:53.000 --> 00:02:56.000]  今天的經文我們先看第二節
[00:02:56.000 --> 00:02:57.000]  我請你一起讀
[00:02:57.000 --> 00:02:58.000]  預備起
[00:02:58.000 --> 00:03:02.000]  那藉著天使所宣講的信息
[00:03:02.000 --> 00:03:04.000]  既然是確實的
[00:03:04.000 --> 00:03:07.000]  所有違抗和不聽從的人
[00:03:07.000 --> 00:03:10.000]  已經受到應得的報應
[00:03:10.000 --> 00:03:12.000]  這裡承接著第一章
[00:03:12.000 --> 00:03:14.000]  作者繼續論證神的兒子
[00:03:14.000 --> 00:03:17.000]  比天使是更崇高的
[00:03:17.000 --> 00:03:21.000]  但是作者沒有說天使沒有用
[00:03:21.000 --> 00:03:24.000]  這幫天使都是神用來宣佈信息的渠道
[00:03:24.000 --> 00:03:28.000]  特別在舊約大大小小的篇章已經說明了
[00:03:28.000 --> 00:03:30.000]  而且天使所講神的說話
[00:03:30.000 --> 00:03:32.000]  所預告的事情
[00:03:32.000 --> 00:03:33.000]  所傳達的信息
[00:03:33.000 --> 00:03:35.000]  是何來一一應驗
[00:03:35.000 --> 00:03:37.000]  並且這些事情
[00:03:37.000 --> 00:03:40.000]  有時候是在說有些事情要遵守
[00:03:40.000 --> 00:03:41.000]  不然會怎樣
[00:03:41.000 --> 00:03:43.000]  遵守了又有什麼福
[00:03:43.000 --> 00:03:46.000]  同樣都一一實現
[00:03:46.000 --> 00:03:47.000]  而到了新約
[00:03:47.000 --> 00:03:49.000]  我們知道在福音書裡面
[00:03:49.000 --> 00:03:50.000]  甚至《仕途行轉》
[00:03:50.000 --> 00:03:53.000]  都有提到天使報信的情況
[00:03:53.000 --> 00:03:56.000]  跟慕楊仁、瑪利亞、約瑟
[00:03:56.000 --> 00:03:59.000]  和思想學家的父親撒加利亞等等
[00:03:59.000 --> 00:04:01.000]  而天使所講的事情
[00:04:01.000 --> 00:04:06.000]  也都一一確實、一一實現
[00:04:06.000 --> 00:04:08.000]  猶太人傳統就這樣認為
[00:04:08.000 --> 00:04:10.000]  舊約的律法
[00:04:10.000 --> 00:04:11.000]  摩西的律法
[00:04:11.000 --> 00:04:15.000]  是經由天使頒佈給摩西的
[00:04:15.000 --> 00:04:17.000]  當然我們在《粗埃及記》裡面的記載
[00:04:17.000 --> 00:04:18.000]  我們只看到
[00:04:18.000 --> 00:04:20.000]  上帝叫了摩西上山
[00:04:20.000 --> 00:04:22.000]  在西內山上面
[00:04:22.000 --> 00:04:23.000]  將這個法版
[00:04:23.000 --> 00:04:26.000]  將一些律例、典章
[00:04:26.000 --> 00:04:28.000]  告訴摩西
[00:04:28.000 --> 00:04:29.000]  而在後來
[00:04:29.000 --> 00:04:31.000]  有一些舊約的經文
[00:04:31.000 --> 00:04:33.000]  一路猶太的觀念都是這樣認定
[00:04:33.000 --> 00:04:35.000]  上帝就藉著他的使者
[00:04:35.000 --> 00:04:39.000]  傳遞這個律法給摩西
[00:04:39.000 --> 00:04:40.000]  很可能這個法版就是
[00:04:40.000 --> 00:04:42.000]  上帝就吩咐一個天使
[00:04:42.000 --> 00:04:44.000]  你就飛去拿給他
[00:04:44.000 --> 00:04:46.000]  遞給他
[00:04:46.000 --> 00:04:47.000]  而《士路行傳》的七章
[00:04:47.000 --> 00:04:48.000]  五十三節
[00:04:48.000 --> 00:04:52.000]  司提反當他跟一班猶太公會
[00:04:52.000 --> 00:04:54.000]  或者去審訊他的人去講的時候
[00:04:54.000 --> 00:04:56.000]  他這樣形容
[00:04:56.000 --> 00:04:59.000]  你們領受了天使所傳達的律法
[00:04:59.000 --> 00:05:00.000]  這裡是在講舊約
[00:05:00.000 --> 00:05:04.000]  摩西五經裡面所提到的律例典章
[00:05:04.000 --> 00:05:09.000]  這班收了天使所傳達律法的人
[00:05:09.000 --> 00:05:10.000]  在今天我們的經文裡面講到
[00:05:10.000 --> 00:05:13.000]  他們違抗、不聽從
[00:05:13.000 --> 00:05:15.000]  在舊約的記載
[00:05:15.000 --> 00:05:18.000]  每一件事都有嚴重的後果
[00:05:18.000 --> 00:05:20.000]  也都按照神所宣告的
[00:05:20.000 --> 00:05:24.000]  照樣去作出刑罰
[00:05:24.000 --> 00:05:26.000]  舉個生活一點的例子
[00:05:26.000 --> 00:05:27.000]  在十幾年前
[00:05:27.000 --> 00:05:30.000]  我們家裡一定有一種家用品
[00:05:30.000 --> 00:05:32.000]  鬧鐘
[00:05:32.000 --> 00:05:34.000]  臨睡之前拿起鬧鐘
[00:05:34.000 --> 00:05:36.000]  決定明天幾點起床
[00:05:36.000 --> 00:05:38.000]  六點、七點、八點
[00:05:38.000 --> 00:05:39.000]  你已經調好了
[00:05:39.000 --> 00:05:41.000]  第二天按時就會響
[00:05:41.000 --> 00:05:44.000]  並且提醒你要起床
[00:05:44.000 --> 00:05:46.000]  開始新的一天
[00:05:46.000 --> 00:05:48.000]  現在你有沒有鬧鐘?
[00:05:48.000 --> 00:05:50.000]  應該說實體鬧鐘都沒有
[00:05:50.000 --> 00:05:52.000]  幾個有或者不用
[00:05:52.000 --> 00:05:54.000]  你轉用手機
[00:05:54.000 --> 00:05:55.000]  有鬧鐘的功能
[00:05:55.000 --> 00:05:57.000]  但都是用來提醒你
[00:05:57.000 --> 00:06:00.000]  給你訊號你要起床
[00:06:00.000 --> 00:06:02.000]  有沒有試過
[00:06:02.000 --> 00:06:04.000]  不理會鬧鐘給你的訊號
[00:06:04.000 --> 00:06:06.000]  而有後果?
[00:06:06.000 --> 00:06:08.000]  有,很多人都點頭
[00:06:08.000 --> 00:06:09.000]  不記得起床
[00:06:09.000 --> 00:06:10.000]  或者遲到
[00:06:10.000 --> 00:06:11.000]  關掉鬧鐘
[00:06:11.000 --> 00:06:13.000]  一睡醒已經是九點、十點
[00:06:13.000 --> 00:06:15.000]  糟糕了,遲到了
[00:06:15.000 --> 00:06:17.000]  上班可能要扣錢
[00:06:17.000 --> 00:06:20.000]  約了重要的人失約了
[00:06:20.000 --> 00:06:22.000]  每一樣忽略訊息
[00:06:22.000 --> 00:06:23.000]  而有後果
[00:06:23.000 --> 00:06:26.000]  鬧鐘這個我們都很明白
[00:06:26.000 --> 00:06:28.000]  這些情況
[00:06:28.000 --> 00:06:30.000]  可能只是一天的不便
[00:06:30.000 --> 00:06:32.000]  或者一時的不好
[00:06:32.000 --> 00:06:35.000]  但有些訊息如果不聽
[00:06:35.000 --> 00:06:37.000]  可以危及生命
[00:06:37.000 --> 00:06:38.000]  譬如剛剛這個星期
[00:06:38.000 --> 00:06:40.000]  我們知道佐敦發生了慘劇
[00:06:40.000 --> 00:06:42.000]  有火災
[00:06:42.000 --> 00:06:43.000]  火警鐘響
[00:06:43.000 --> 00:06:45.000]  如果不理會
[00:06:45.000 --> 00:06:48.000]  就可能被困在濃煙底下
[00:06:48.000 --> 00:06:49.000]  當然這件事
[00:06:49.000 --> 00:06:51.000]  都有很多其他的狀況
[00:06:51.000 --> 00:06:54.000]  有一個很高級的警報
[00:06:54.000 --> 00:06:57.000]  給你全部的人聽
[00:06:57.000 --> 00:06:59.000]  要聽啊
[00:06:59.000 --> 00:07:00.000]  又譬如現在我們的手機
[00:07:00.000 --> 00:07:02.000]  其實有一個功能
[00:07:02.000 --> 00:07:04.000]  是能夠去接收當地的當局
[00:07:04.000 --> 00:07:07.000]  一些發出的全體的預警
[00:07:07.000 --> 00:07:08.000]  或者預報
[00:07:08.000 --> 00:07:09.000]  我們試過的
[00:07:09.000 --> 00:07:11.000]  二零二年三月的時候
[00:07:11.000 --> 00:07:13.000]  有一天大約四五點
[00:07:13.000 --> 00:07:16.000]  我們全香港的人的手機都響
[00:07:16.000 --> 00:07:17.000]  因為政府就透過
[00:07:17.000 --> 00:07:20.000]  這個手機預警的訊號
[00:07:20.000 --> 00:07:21.000]  就傳給全香港人說
[00:07:21.000 --> 00:07:23.000]  有一間醫院
[00:07:23.000 --> 00:07:25.000]  現在就被指定作為
[00:07:25.000 --> 00:07:27.000]  新冠肺炎患者治療的醫院
[00:07:27.000 --> 00:07:29.000]  其他人就不要隨便去
[00:07:29.000 --> 00:07:31.000]  你看病就去其他
[00:07:31.000 --> 00:07:33.000]  當時是疫情最高峰
[00:07:33.000 --> 00:07:35.000]  將一個我們都很擔心
[00:07:35.000 --> 00:07:36.000]  也都很重要
[00:07:36.000 --> 00:07:37.000]  要知道的健康
[00:07:37.000 --> 00:07:38.000]  安危的資訊
[00:07:38.000 --> 00:07:40.000]  給到所有人
[00:07:40.000 --> 00:07:41.000]  提示所有人
[00:07:41.000 --> 00:07:42.000]  很重要
[00:07:42.000 --> 00:07:43.000]  要聽
[00:07:43.000 --> 00:07:45.000]  剛剛上個星期也都發生了
[00:07:45.000 --> 00:07:47.000]  上個星期四月三號
[00:07:47.000 --> 00:07:51.000]  在台灣也都發生了花蓮地震
[00:07:51.000 --> 00:07:55.000]  七點五級很厲害的地震
[00:07:55.000 --> 00:07:57.000]  在這個地震裏面
[00:07:57.000 --> 00:07:59.000]  全台灣的人都收到
[00:07:59.000 --> 00:08:02.000]  手機這個警報訊號
[00:08:02.000 --> 00:08:04.000]  如果他沒有轉到飛行模式
[00:08:04.000 --> 00:08:05.000]  如果他沒有
[00:08:05.000 --> 00:08:07.000]  特意去關掉這個警報的話
[00:08:07.000 --> 00:08:10.000]  基本上他的手機都能夠收到
[00:08:10.000 --> 00:08:12.000]  一個很刺耳的警報聲
[00:08:12.000 --> 00:08:13.000]  也都傳遞了一個
[00:08:13.000 --> 00:08:16.000]  短訊提示警告使用者
[00:08:16.000 --> 00:08:17.000]  現在有地震
[00:08:17.000 --> 00:08:19.000]  慎防強烈搖晃
[00:08:19.000 --> 00:08:20.000]  這個是最高級別的警報
[00:08:20.000 --> 00:08:21.000]  全部人都要知道
[00:08:21.000 --> 00:08:22.000]  因為危險
[00:08:22.000 --> 00:08:23.000]  極度危險
[00:08:23.000 --> 00:08:25.000]  生命的事情
[00:08:25.000 --> 00:08:28.000]  原來在台灣九二一地震
[00:08:28.000 --> 00:08:29.000]  是二十五年前
[00:08:29.000 --> 00:08:31.000]  當時的警報訊號
[00:08:31.000 --> 00:08:33.000]  大約是地震之後
[00:08:33.000 --> 00:08:35.000]  已經是一百二十秒之後
[00:08:35.000 --> 00:08:38.000]  就可以傳遞到一個警號
[00:08:38.000 --> 00:08:39.000]  給其他人都知道
[00:08:39.000 --> 00:08:41.000]  因為除了地震那一點之外
[00:08:41.000 --> 00:08:42.000]  都會慢慢震出去
[00:08:42.000 --> 00:08:45.000]  或者有餘震
[00:08:45.000 --> 00:08:47.000]  科技發展進步到今天
[00:08:47.000 --> 00:08:49.000]  在這一次的地震裏面
[00:08:49.000 --> 00:08:51.000]  那個警報訊號是
[00:08:51.000 --> 00:08:56.000]  一地震十秒就會響了
[00:08:56.000 --> 00:08:59.000]  那個預報或者報告
[00:08:59.000 --> 00:09:00.000]  你不要小看那幾秒
[00:09:00.000 --> 00:09:01.000]  很重要的
[00:09:01.000 --> 00:09:03.000]  幾秒就可以決定你
[00:09:03.000 --> 00:09:04.000]  會不會有安全
[00:09:04.000 --> 00:09:06.000]  或者能不能逃得出
[00:09:06.000 --> 00:09:08.000]  或者會不會受傷
[00:09:08.000 --> 00:09:11.000]  特別是一些操作機器
[00:09:11.000 --> 00:09:13.000]  操作精密的工作的人
[00:09:13.000 --> 00:09:15.000]  譬如在工廠工作的人
[00:09:15.000 --> 00:09:18.000]  或者好像在醫院手術室
[00:09:18.000 --> 00:09:19.000]  做手術的人
[00:09:19.000 --> 00:09:21.000]  在他在做手術的時候
[00:09:21.000 --> 00:09:22.000]  突然間震
[00:09:22.000 --> 00:09:24.000]  哇 割了幾刀
[00:09:24.000 --> 00:09:25.000]  真的不行
[00:09:25.000 --> 00:09:26.000]  一響警報
[00:09:26.000 --> 00:09:28.000]  那個作業就停下了
[00:09:28.000 --> 00:09:32.000]  讓各人的安全得到保障
[00:09:32.000 --> 00:09:33.000]  有認識的朋友
[00:09:33.000 --> 00:09:34.000]  剛剛就在
[00:09:34.000 --> 00:09:37.000]  當時在台灣旅行
[00:09:37.000 --> 00:09:39.000]  那時候是早上七點多
[00:09:39.000 --> 00:09:42.000]  他收到手機的那個訊號
[00:09:42.000 --> 00:09:44.000]  然後就去叫
[00:09:44.000 --> 00:09:46.000]  還在贖稅的家人
[00:09:46.000 --> 00:09:47.000]  快點避一避
[00:09:47.000 --> 00:09:48.000]  看看有沒有附近
[00:09:48.000 --> 00:09:49.000]  架上面有些東西跌下來
[00:09:49.000 --> 00:09:50.000]  撞到自己
[00:09:50.000 --> 00:09:55.000]  盡量保持一個安全的位置
[00:09:55.000 --> 00:09:57.000]  警報要聽
[00:09:57.000 --> 00:10:01.000]  訊號最高級別的要留意
[00:10:01.000 --> 00:10:02.000]  在這裡
[00:10:02.000 --> 00:10:03.000]  《菲律賓羅書》的作者
[00:10:03.000 --> 00:10:04.000]  也是這樣提醒我們
[00:10:04.000 --> 00:10:06.000]  我們一起讀回第一節
[00:10:06.000 --> 00:10:07.000]  預備起
[00:10:07.000 --> 00:10:10.000]  因此我們必須更加留心
[00:10:10.000 --> 00:10:12.000]  所曾聽見的
[00:10:12.000 --> 00:10:16.000]  免得我們隨流飄走
[00:10:16.000 --> 00:10:18.000]  既然這個經由天使頒布的律法
[00:10:18.000 --> 00:10:20.000]  都已經確確實實實踐了
[00:10:20.000 --> 00:10:23.000]  而且有後果的都發生了後果
[00:10:23.000 --> 00:10:25.000]  這個由神自己發出
[00:10:25.000 --> 00:10:27.000]  最高級別的說話
[00:10:27.000 --> 00:10:28.000]  信息
[00:10:28.000 --> 00:10:29.000]  真理
[00:10:29.000 --> 00:10:31.000]  怎麼可以不理
[00:10:31.000 --> 00:10:34.000]  原文是非常強調這樣說的
[00:10:34.000 --> 00:10:35.000]  我們
[00:10:35.000 --> 00:10:36.000]  他不是對外人說
[00:10:36.000 --> 00:10:39.000]  他對我們每一個信主
[00:10:39.000 --> 00:10:40.000]  跟隨福音
[00:10:40.000 --> 00:10:42.000]  跟隨耶穌的人說的
[00:10:42.000 --> 00:10:43.000]  我們這幫人
[00:10:43.000 --> 00:10:48.000]  要必須比以往更充分地去留心
[00:10:48.000 --> 00:10:49.000]  去留心
[00:10:49.000 --> 00:10:51.000]  你曾經聽過的
[00:10:51.000 --> 00:10:52.000]  不是新事物
[00:10:52.000 --> 00:10:53.000]  是神藉著祂義子
[00:10:53.000 --> 00:10:55.000]  一直帶給你的救恩
[00:10:55.000 --> 00:10:57.000]  那個福音真理
[00:10:57.000 --> 00:10:59.000]  你已經聽過的了
[00:10:59.000 --> 00:11:01.000]  但是不要聽完就算了
[00:11:01.000 --> 00:11:02.000]  或者
[00:11:02.000 --> 00:11:03.000]  慢慢覺得
[00:11:03.000 --> 00:11:04.000]  知道了
[00:11:04.000 --> 00:11:05.000]  就放輕
[00:11:05.000 --> 00:11:06.000]  甚至不理
[00:11:06.000 --> 00:11:08.000]  不覺得重要
[00:11:08.000 --> 00:11:09.000]  頂住
[00:11:09.000 --> 00:11:10.000]  有時候你可能都覺得
[00:11:10.000 --> 00:11:12.000]  教會都頗沉氣的
[00:11:12.000 --> 00:11:13.000]  有人跟你說
[00:11:13.000 --> 00:11:14.000]  耶穌釘十字架
[00:11:14.000 --> 00:11:15.000]  耶穌給我們的救恩
[00:11:15.000 --> 00:11:16.000]  耶穌給我們的幫助
[00:11:16.000 --> 00:11:17.000]  那些福音
[00:11:17.000 --> 00:11:19.000]  很簡單的道理
[00:11:19.000 --> 00:11:21.000]  因為聖經提醒我們
[00:11:21.000 --> 00:11:22.000]  簡單
[00:11:22.000 --> 00:11:23.000]  但是重要
[00:11:23.000 --> 00:11:24.000]  我們的信仰
[00:11:24.000 --> 00:11:25.000]  我們的福音
[00:11:25.000 --> 00:11:26.000]  如果沒有了
[00:11:26.000 --> 00:11:28.000]  耶穌基督所做的這一切
[00:11:28.000 --> 00:11:31.000]  其實是沒有意思的
[00:11:31.000 --> 00:11:32.000]  很多聖經的道理
[00:11:32.000 --> 00:11:34.000]  如果沒有了耶穌基督的話
[00:11:34.000 --> 00:11:37.000]  可以是沒有用的
[00:11:37.000 --> 00:11:38.000]  就等於當時
[00:11:38.000 --> 00:11:40.000]  希伯來的信徒
[00:11:40.000 --> 00:11:43.000]  他們面對著一些外來的壓迫
[00:11:43.000 --> 00:11:44.000]  他們有一個選項
[00:11:44.000 --> 00:11:47.000]  好像可以放下耶穌
[00:11:47.000 --> 00:11:49.000]  我們回到比較近的猶太教
[00:11:49.000 --> 00:11:51.000]  都有憲制
[00:11:51.000 --> 00:11:53.000]  都有跟神建立關係
[00:11:53.000 --> 00:11:54.000]  都有
[00:11:54.000 --> 00:11:56.000]  即是我自己有自結
[00:11:56.000 --> 00:11:58.000]  都差不多了
[00:11:58.000 --> 00:11:59.000]  不是差不多
[00:11:59.000 --> 00:12:00.000]  差很遠
[00:12:00.000 --> 00:12:02.000]  就差了那個核心
[00:12:02.000 --> 00:12:04.000]  沒有了耶穌
[00:12:04.000 --> 00:12:05.000]  所以這件事
[00:12:05.000 --> 00:12:06.000]  我們是必須比以往
[00:12:06.000 --> 00:12:09.000]  更加充分去留心
[00:12:09.000 --> 00:12:13.000]  耶穌基督帶給我們的福音和救恩
[00:12:13.000 --> 00:12:14.000]  作者說
[00:12:14.000 --> 00:12:17.000]  免得我們隨流飄走
[00:12:17.000 --> 00:12:18.000]  就好像一艘船
[00:12:18.000 --> 00:12:20.000]  它原本應該向著目的地
[00:12:20.000 --> 00:12:22.000]  一路航行一路航行一路航行的
[00:12:22.000 --> 00:12:23.000]  但是不知什麼時候
[00:12:23.000 --> 00:12:25.000]  它就停在航道上面
[00:12:25.000 --> 00:12:27.000]  慢慢被水流沖沖沖
[00:12:27.000 --> 00:12:28.000]  就飄開了
[00:12:28.000 --> 00:12:29.000]  飄走了飄遠了
[00:12:29.000 --> 00:12:31.000]  甚至偏離了很遠的航道
[00:12:31.000 --> 00:12:32.000]  不知道去了哪裡
[00:12:32.000 --> 00:12:34.000]  我們說它飄走了
[00:12:34.000 --> 00:12:35.000]  那就開回引擎
[00:12:35.000 --> 00:12:38.000]  走回去
[00:12:38.000 --> 00:12:41.000]  我在說隨流飄走這個字詞
[00:12:41.000 --> 00:12:43.000]  在新約的希臘文
[00:12:43.000 --> 00:12:45.000]  或者古代的希臘文的應用
[00:12:45.000 --> 00:12:48.000]  還有別的例子用過這個字
[00:12:48.000 --> 00:12:51.000]  譬如說天下雪
[00:12:51.000 --> 00:12:54.000]  雪剛剛飄了去一些士兵
[00:12:54.000 --> 00:12:57.000]  站崗的士兵的盔甲上面
[00:12:57.000 --> 00:13:01.000]  你知道雪是由水造成的
[00:13:01.000 --> 00:13:04.000]  那個盔甲又是金屬表面
[00:13:04.000 --> 00:13:05.000]  那會怎樣呢
[00:13:05.000 --> 00:13:07.000]  很滑很滑
[00:13:07.000 --> 00:13:10.000]  一下子那個雪就飄走了
[00:13:10.000 --> 00:13:12.000]  掉到地上了
[00:13:12.000 --> 00:13:14.000]  不會走得回來了
[00:13:14.000 --> 00:13:16.000]  還有一些例子應用
[00:13:16.000 --> 00:13:18.000]  就是有些人的戒指
[00:13:18.000 --> 00:13:21.000]  從他手上甩了出來
[00:13:21.000 --> 00:13:23.000]  可能他瘦了
[00:13:23.000 --> 00:13:24.000]  甩了出來
