
[00:00:00.000 --> 00:00:04.000]  首先讀讀我今天想跟大家分享的經文
[00:00:04.000 --> 00:00:10.000]  在詩篇119篇一節至到第八節
[00:00:10.000 --> 00:00:14.000]  請聽我讀出
[00:00:14.000 --> 00:00:20.000]  行為正直 遵行耶和華律法的 者人有福了
[00:00:20.000 --> 00:00:26.000]  遵守他的法道 一心尋求他的 者人有福了
[00:00:26.000 --> 00:00:30.000]  他們不做不義的事,但遵行他的道
[00:00:30.000 --> 00:00:37.000]  耶和華,你曾將你的訓辭吩咐我們,為要我們切實遵守
[00:00:37.000 --> 00:00:41.000]  但願我行事堅定,得以遵守你的律例
[00:00:41.000 --> 00:00:45.000]  我看重你的一切命令,就不致羞愧
[00:00:45.000 --> 00:00:50.000]  我學習你公義的演章,要以正直的心稱謝你
[00:00:50.000 --> 00:00:55.000]  我必遵守你的律例,求你不要把我傳言棄絕
[00:00:55.000 --> 00:01:05.000]  今天這篇經文對我們的生活、生命都有很直接的關係
[00:01:05.000 --> 00:01:08.000]  有一本書叫做「即場解決」
[00:01:08.000 --> 00:01:12.000]  即場就是做工的地方
[00:01:12.000 --> 00:01:16.000]  因為信徒面對很多的衝擊、掙扎等等
[00:01:16.000 --> 00:01:20.000]  所以需要找出路,所以叫做「即場解決」
[00:01:20.000 --> 00:01:23.000]  這本書提到一個人物叫做Luke
[00:01:23.000 --> 00:01:27.000]  他在薩斯的期間,2003年
[00:01:27.000 --> 00:01:33.000]  他本來在香港做生意,但業務越來越差
[00:01:33.000 --> 00:01:40.000]  反而看到國內很多生意或買賣樓宇的人越來越多
[00:01:40.000 --> 00:01:47.000]  所以他決定上去發展,然後停了香港的業務
[00:01:47.000 --> 00:01:56.000]  在國內做一些房產、園林裝飾品的出產
[00:01:56.000 --> 00:02:00.000]  還有室內設計,又或者做工程
[00:02:00.000 --> 00:02:03.000]  就是一個這樣的工作
[00:02:03.000 --> 00:02:07.000]  一開始的時候,他都用很多時間建立一些團隊
[00:02:07.000 --> 00:02:13.000]  還有去拓廣顧客的網絡
[00:02:13.000 --> 00:02:18.000]  一開始的時候,他都可以在周日回到香港
[00:02:18.000 --> 00:02:20.000]  有教會聚會生活
[00:02:20.000 --> 00:02:22.000]  但慢慢越來越忙的時候
[00:02:22.000 --> 00:02:28.000]  他很難再回到香港,又或者對神的關係越來越疏離
[00:02:28.000 --> 00:02:35.000]  慢慢他的工作成為了他人生的中心
[00:02:35.000 --> 00:02:38.000]  慢慢他要拓展他的業務的時候
[00:02:38.000 --> 00:02:42.000]  他面對很多當地做生意的文化衝擊
[00:02:42.000 --> 00:02:53.000]  譬如當地人收回佣金、給黑錢、偷工減料
[00:02:53.000 --> 00:02:56.000]  這些都成為了他很大的掙扎
[00:02:56.000 --> 00:02:59.000]  如果你是阿Look,你會怎樣做呢?
[00:02:59.000 --> 00:03:02.000]  其實我們很多時候都面對這個選擇
[00:03:02.000 --> 00:03:03.000]  我們可能要取捨
[00:03:03.000 --> 00:03:07.000]  如果我們跟世界文化走的時候
[00:03:07.000 --> 00:03:09.000]  可能我們又得罪了神
[00:03:09.000 --> 00:03:12.000]  或者在人際網絡也是
[00:03:12.000 --> 00:03:15.000]  如果我們的關係,有些人傷害了我們
[00:03:15.000 --> 00:03:16.000]  你也有一個選擇
[00:03:16.000 --> 00:03:22.000]  要麼你就會像一般人一樣憎恨仇恨
[00:03:22.000 --> 00:03:26.000]  你也可以被神的話語去提醒你
[00:03:26.000 --> 00:03:29.000]  用愛,更多的愛,更多的寬恕
[00:03:29.000 --> 00:03:32.000]  在我們複雜的社會裡
[00:03:32.000 --> 00:03:34.000]  你可能像一般人一樣
[00:03:34.000 --> 00:03:36.000]  很自私、詭詐等等
[00:03:36.000 --> 00:03:38.000]  希望保住自己的利益
[00:03:38.000 --> 00:03:41.000]  也可以遵守神的話語
[00:03:41.000 --> 00:03:44.000]  注重人愛公義這些事情
[00:03:44.000 --> 00:03:47.000]  其實要看你怎樣去把持
[00:03:47.000 --> 00:03:49.000]  有人說人在江湖,身不由己
[00:03:49.000 --> 00:03:53.000]  基督徒是不是沒有選擇呢?
[00:03:53.000 --> 00:03:56.000]  我相信最重要的是價值觀
[00:03:56.000 --> 00:04:02.000]  如果你是看重現有世界的一些福祿
[00:04:02.000 --> 00:04:05.000]  可能你就會跟世界那一套
[00:04:05.000 --> 00:04:08.000]  又或者你覺得跟神的話語的時候
[00:04:08.000 --> 00:04:09.000]  可能會虧損
[00:04:09.000 --> 00:04:13.000]  但你覺得在當中得著神更多的祝福
[00:04:13.000 --> 00:04:14.000]  你願意這樣選擇
[00:04:14.000 --> 00:04:16.000]  誰有福呢?
[00:04:16.000 --> 00:04:19.000]  其實這個可能成為我們很實際的取捨
[00:04:19.000 --> 00:04:21.000]  聖經當然告訴我們
[00:04:21.000 --> 00:04:25.000]  遵行神的話語是有福的
[00:04:25.000 --> 00:04:26.000]  怎樣有福?
[00:04:26.000 --> 00:04:28.000]  為什麼有福?
[00:04:28.000 --> 00:04:31.000]  實踐神的話語是什麼一回事呢?
[00:04:31.000 --> 00:04:35.000]  就是我們今天在這段經文
[00:04:35.000 --> 00:04:37.000]  詩篇119篇第一節至第八節
[00:04:37.000 --> 00:04:39.000]  我們一起去探討
[00:04:39.000 --> 00:04:41.000]  也是神告訴我們
[00:04:41.000 --> 00:04:44.000]  首先我講講詩篇119篇
[00:04:44.000 --> 00:04:48.000]  其實在詩篇裡面最長的這一篇詩篇
[00:04:48.000 --> 00:04:50.000]  有176節這麼多
[00:04:50.000 --> 00:04:53.000]  作者有些聖經學者說可能是大衛
[00:04:53.000 --> 00:04:56.000]  但就不是很確定
[00:04:56.000 --> 00:05:00.000]  內容主題就是神的話語
[00:05:00.000 --> 00:05:04.000]  講到這位詩人很珍惜神的話語
[00:05:04.000 --> 00:05:06.000]  祈求神幫他明白
[00:05:06.000 --> 00:05:09.000]  並且實踐神的話語
[00:05:09.000 --> 00:05:12.000]  縱使在艱難的情況
[00:05:12.000 --> 00:05:13.000]  危險的情況
[00:05:13.000 --> 00:05:16.000]  被敵人指罵攻擊的時候
[00:05:16.000 --> 00:05:19.000]  他仍然要堅守神的話語
[00:05:19.000 --> 00:05:22.000]  當然他也經歷到神的話語給他的喜樂
[00:05:22.000 --> 00:05:25.000]  所以神的話語真的很豐富
[00:05:25.000 --> 00:05:28.000]  也在當中看到神的應許
[00:05:28.000 --> 00:05:30.000]  得到神的幫助和帶領
[00:05:30.000 --> 00:05:32.000]  所以是一篇很豐富的詩篇
[00:05:32.000 --> 00:05:40.000]  整本詩篇119篇在形式方面也很有文采
[00:05:40.000 --> 00:05:44.000]  他用了一種詩體
[00:05:44.000 --> 00:05:50.000]  我們剛才提到有176節的聖經
[00:05:50.000 --> 00:05:52.000]  分開22組
[00:05:52.000 --> 00:05:54.000]  每一組有8節經文
[00:05:54.000 --> 00:05:56.000]  一路排到22組
[00:05:56.000 --> 00:05:59.000]  當然22組能夠將神的話語
[00:05:59.000 --> 00:06:02.000]  完全講得淋漓盡致的描寫
[00:06:02.000 --> 00:06:04.000]  但也有一個設計
[00:06:04.000 --> 00:06:07.000]  每一組都有一個希伯來文的聖經
[00:06:07.000 --> 00:06:14.000]  作為那組首句的第一個字母
[00:06:14.000 --> 00:06:16.000]  譬如第一組我們今天看的
[00:06:16.000 --> 00:06:17.000]  一節到第八節
[00:06:17.000 --> 00:06:20.000]  就以希伯來文第一個字母
[00:06:20.000 --> 00:06:21.000]  Olive
[00:06:21.000 --> 00:06:25.000]  第二組九節到其他的
[00:06:25.000 --> 00:06:28.000]  第八節就以第二個字母
[00:06:28.000 --> 00:06:29.000]  Bay
[00:06:29.000 --> 00:06:31.000]  一路如此類推
[00:06:31.000 --> 00:06:33.000]  到最後第22個字母
[00:06:33.000 --> 00:06:34.000]  Tar
[00:06:34.000 --> 00:06:35.000]  最後一個字就是Tar
[00:06:35.000 --> 00:06:37.000]  你覺得希伯來文好聽嗎?
[00:06:37.000 --> 00:06:39.000]  那些叫阿拉伯文
[00:06:39.000 --> 00:06:40.000]  挺好聽的
[00:06:40.000 --> 00:06:43.000]  當你這樣編排的時候
[00:06:43.000 --> 00:06:45.000]  一方面容易記得
[00:06:45.000 --> 00:06:51.000]  當然詩篇也不會流於堆砌
[00:06:51.000 --> 00:06:53.000]  而欠缺了實七
[00:06:53.000 --> 00:06:56.000]  其實每一段都有它獨特的意思
[00:06:56.000 --> 00:06:57.000]  很有意思的
[00:06:57.000 --> 00:06:59.000]  特別我們看這一段的經文
[00:06:59.000 --> 00:07:02.000]  在詩篇119篇
[00:07:02.000 --> 00:07:04.000]  它用了大概十個字
[00:07:04.000 --> 00:07:08.000]  跟神的話語是做一個同義詞的
[00:07:08.000 --> 00:07:10.000]  譬如禮典箱等等這些
[00:07:10.000 --> 00:07:12.000]  而有六個這些字
[00:07:12.000 --> 00:07:15.000]  在一節到第八節出現
[00:07:15.000 --> 00:07:18.000]  這樣看來這一段的經文
[00:07:18.000 --> 00:07:22.000]  就是整篇119篇的詩篇的一個序言
[00:07:22.000 --> 00:07:24.000]  或者一個引言
[00:07:24.000 --> 00:07:25.000]  所以很有意思
[00:07:25.000 --> 00:07:26.000]  而這個引言
[00:07:26.000 --> 00:07:27.000]  首先第一件事就是告訴你
[00:07:27.000 --> 00:07:30.000]  遵行神話語的人是有福的
[00:07:30.000 --> 00:07:32.000]  所以是很重要的一段經文
[00:07:32.000 --> 00:07:34.000]  或者我們首先看看這段經文
[00:07:34.000 --> 00:07:36.000]  是確定了
[00:07:36.000 --> 00:07:38.000]  詩人確定了
[00:07:38.000 --> 00:07:40.000]  遵行神話語的人是有福的
[00:07:40.000 --> 00:07:42.000]  我們一起讀第一節到第三節
[00:07:42.000 --> 00:07:44.000]  好嗎?我們一起讀
[00:07:44.000 --> 00:07:45.000]  行為正直
[00:07:45.000 --> 00:07:47.000]  遵行耶和華律法的
[00:07:47.000 --> 00:07:49.000]  這人有福了
[00:07:49.000 --> 00:07:51.000]  遵守他的法道
[00:07:51.000 --> 00:07:53.000]  真心尋求他的
[00:07:53.000 --> 00:07:54.000]  這人有福了
[00:07:54.000 --> 00:07:56.000]  他們不做不義的事
[00:07:56.000 --> 00:07:58.000]  但遵行他的道
[00:07:58.000 --> 00:08:03.000]  首先我們讀到一節到第三節
[00:08:03.000 --> 00:08:05.000]  這裡你會發覺
[00:08:05.000 --> 00:08:07.000]  這人有福了
[00:08:07.000 --> 00:08:08.000]  重複了兩次
[00:08:08.000 --> 00:08:10.000]  第一節和第二節都有
[00:08:10.000 --> 00:08:11.000]  其實在說什麼呢?
[00:08:11.000 --> 00:08:13.000]  就是在說遵行神話語的人
[00:08:13.000 --> 00:08:15.000]  首先第一節就說
[00:08:15.000 --> 00:08:16.000]  遵行
[00:08:16.000 --> 00:08:18.000]  遵行就是走在那裡
[00:08:18.000 --> 00:08:21.000]  就是將神的律法
[00:08:21.000 --> 00:08:25.000]  成為了他的行為的準則
[00:08:25.000 --> 00:08:26.000]  神怎麼說
[00:08:26.000 --> 00:08:27.000]  他就怎麼走
[00:08:27.000 --> 00:08:29.000]  這裡提到律法
[00:08:29.000 --> 00:08:31.000]  律法就是神話語的
[00:08:31.000 --> 00:08:38.000]  一個最重要的詞語
[00:08:38.000 --> 00:08:40.000]  凡之所有其他
[00:08:40.000 --> 00:08:42.000]  包含在裡面
[00:08:42.000 --> 00:08:45.000]  這個律法其實最基本的要義
[00:08:45.000 --> 00:08:47.000]  最基本的意思是教導
[00:08:47.000 --> 00:08:49.000]  《正言書》三章一節就說到
[00:08:49.000 --> 00:08:52.000]  所羅門王作為一個慈父
[00:08:52.000 --> 00:08:54.000]  去教導他的兒子
[00:08:54.000 --> 00:08:55.000]  行事為人
[00:08:55.000 --> 00:08:58.000]  就是用這個訓誨這個字
[00:08:58.000 --> 00:08:59.000]  主要是教導
[00:08:59.000 --> 00:09:01.000]  神一樣是這樣
[00:09:01.000 --> 00:09:02.000]  祂愛我們
[00:09:02.000 --> 00:09:05.000]  祂將祂的話語去教導我們
[00:09:05.000 --> 00:09:06.000]  以至我們得著益處
[00:09:06.000 --> 00:09:08.000]  就好像在聖經裡面
[00:09:08.000 --> 00:09:11.000]  在詩篇二十五篇
[00:09:11.000 --> 00:09:12.000]  我讀一讀給大家聽
[00:09:12.000 --> 00:09:15.000]  二十五篇第八節這裡說
[00:09:15.000 --> 00:09:18.000]  是良善正直的
[00:09:18.000 --> 00:09:22.000]  因此祂必教導罪人走正路
[00:09:22.000 --> 00:09:23.000]  祂在教導我們
[00:09:23.000 --> 00:09:24.000]  祂愛我們
[00:09:24.000 --> 00:09:27.000]  以至祂幫助我們過生活
[00:09:27.000 --> 00:09:29.000]  所以這個詩人
[00:09:29.000 --> 00:09:32.000]  怎麼講到有福的人
[00:09:32.000 --> 00:09:33.000]  怎麼進行
[00:09:33.000 --> 00:09:35.000]  這裡說行為正直
[00:09:35.000 --> 00:09:37.000]  正直原本的意思就是完全
[00:09:37.000 --> 00:09:39.000]  就是一些瑕疵
[00:09:39.000 --> 00:09:40.000]  一些雜質
[00:09:40.000 --> 00:09:42.000]  玷污到沒有
[00:09:42.000 --> 00:09:43.000]  很厲害
[00:09:43.000 --> 00:09:44.000]  行為一個人
[00:09:44.000 --> 00:09:45.000]  如果你說一個人做事
[00:09:45.000 --> 00:09:46.000]  行為好
[00:09:46.000 --> 00:09:47.000]  都已經很好了
[00:09:47.000 --> 00:09:49.000]  現在講到行為完全
[00:09:49.000 --> 00:09:51.000]  一個非常難的
[00:09:51.000 --> 00:09:53.000]  一個很高的標準
[00:09:53.000 --> 00:09:54.000]  當然這個意思
[00:09:54.000 --> 00:09:56.000]  不是代表沒有罪
[00:09:56.000 --> 00:09:57.000]  我們知道
[00:09:57.000 --> 00:09:59.000]  沒有一個人是沒有罪的
[00:09:59.000 --> 00:10:00.000]  但是這個意思就是說
[00:10:00.000 --> 00:10:02.000]  他整個人的心思意念
[00:10:02.000 --> 00:10:05.000]  他願意跟從神的話語
