
[00:00:00.000 --> 00:00:07.000]  今天我們還是繼續地看昇天一百一十九篇。
[00:00:07.000 --> 00:00:22.000]  我們今天要看的是從二十五節開始到四十節,是一百一十九篇裏頭的兩段升經。
[00:00:22.000 --> 00:00:27.000]  我們現在讀第二十五節到三十二節。
[00:00:28.000 --> 00:00:33.000]  先讀八節升經,二十五節到三十二節。
[00:00:58.000 --> 00:01:05.000]  我的心因愁苦而消化,求禰照禰的話使我修理。
[00:01:05.000 --> 00:01:12.000]  求禰使我離開奸詐的道,開恩將禰的律法賜給我。
[00:01:12.000 --> 00:01:19.000]  我堅決地忠信的道,將禰的匾張擺在我面前。
[00:01:20.000 --> 00:01:32.000]  我持守禰的法度,耶和華,求禰不要教我修慧。禰開廣我心的時候,我就望禰命令的道上使恩。
[00:01:32.000 --> 00:01:36.000]  我們就先讀八節升經。
[00:01:36.000 --> 00:01:49.000]  這一段升經主要講到詩人盼望能夠從屬地的事物被釋放出來。
[00:01:50.000 --> 00:01:56.000]  當時他的光景就從第二十五節裏頭說了。
[00:01:56.000 --> 00:02:03.000]  我的心命即物歸於塵土,求禰照禰的話將我救國。
[00:02:03.000 --> 00:02:12.000]  他因爲被地上這些事物所束縛,所以他的內心就痛苦。
[00:02:13.000 --> 00:02:29.000]  他想來順服神,來清靜神,聽神的話,但是卻是因爲地上這些人事物的話把他給纏累住,所以他的裏面就有徵戰,他裏面就有痛苦。
[00:02:29.000 --> 00:02:40.000]  他說他的魂,他的生命幾乎就是缺到塵土了,覺得很沉重,覺得裏面很痛苦,也講不出來。
[00:02:41.000 --> 00:02:50.000]  他說只有神的話才能夠將他釋放,這個是基督徒這個屬靈的光景。
[00:02:50.000 --> 00:03:06.000]  當你被一些不屬於神的東西被你纏住,被你影響你的時候,你正是外面看不出來,可是你知道內心卻是很痛苦,想要脫開卻脫不開。
[00:03:07.000 --> 00:03:15.000]  師尊告訴我們這個方法就來到神的面前,只有神的話能夠把我們釋放出來。
[00:03:16.000 --> 00:03:40.000]  八戒聖經可以分成幾部分,25節到29節是一個認罪的禱告,他就向神禱告認罪,到第30節他就做出一個智慧的選擇,他說我選擇你中性的道,他有選擇。
[00:03:41.000 --> 00:03:51.000]  到31節32節他就有一個更新的決心,因着神的話給他重新起來,他有一個更新的決心。
[00:03:51.000 --> 00:04:08.000]  在25節一開始他就說我的性命幾乎歸於塵土,歸於塵土不是說他將要滅亡了,將要死亡了。
[00:04:09.000 --> 00:04:17.000]  有些神的僕人說這個地方歸於塵土就想到他快要離開世界了。
[00:04:18.000 --> 00:04:40.000]  照這一段前後所說的,應該是指他被地上一些人事物所束縛了,叫他靈裏很不釋放,很不得自由,這說到他靈裏的光景是要歸於塵土。
[00:04:41.000 --> 00:04:58.000]  當一個屬神的人被地上的東西所纏累住的話,他是非常痛苦,他想擺脫卻是也擺脫不了,他這個時候能看出來,可他的內心卻是十分的痛苦。
[00:04:59.000 --> 00:05:19.000]  爲什麼說歸於塵土呢?我們就要回想到《創世紀》裏頭的創世紀記載,當蛇引誘瞎蛙犯罪以後,他就受到神的咒詛。
[00:05:20.000 --> 00:05:36.000]  神在《創世紀》裏頭受主蛇說,你要終生赤土,但是女人的後裔,就是屬神的人,要傷你的頭,這個就是塵土。
[00:05:36.000 --> 00:05:45.000]  所以這些不好的人地上的東西,叫能敗壞的東西,就是屬於塵土。
[00:05:46.000 --> 00:06:11.000]  神知道蛇引誘了瞎蛙,雖然瞎蛙跟亞當失敗了,犯了罪了,但是最後女人的後裔要打破蛇的頭,最後女人的後裔要得勝,要勝過撒旦。
[00:06:12.000 --> 00:06:28.000]  龜玉這兩個字是一個很特別的字,龜玉就是被粘住了,被勝過的意思。
[00:06:29.000 --> 00:06:47.000]  所以他被地上的這些東西所粘住了,他不得自由,所以蛇能求神把他救活。
[00:06:48.000 --> 00:07:07.000]  救活在英文叫quicken,就是說活過來,他是有生命的,但是在一時受到試探失敗的時候,好像死掉一樣,靈裏頭像死掉一樣。
[00:07:08.000 --> 00:07:31.000]  這個叫神活過來,能夠得到生命,所以他現在最重要的就是要神的話,救活,你把我救活,救活有兩個意思,一個就是得到生命。
[00:07:32.000 --> 00:07:53.000]  所以在《閱博記》裏頭閱博就說了,神的靈照我,我全能者的氣使我得生,他說是神照了他,神給他氣,神的氣使他得生,就是能活過來。
[00:07:54.000 --> 00:08:06.000]  那麼另外一個意思是活着,一個是得生,另外一個意思就是活着的東西,活着。
[00:08:07.000 --> 00:08:24.000]  所以創世紀挪亞神父把他活物領到荒醜裏頭,要他帶活物進去,活物就是活着的生物,這些就是活着。
[00:08:25.000 --> 00:08:48.000]  這個字救活,就叫他能夠重新得到生命,從死亡的狀態出來,成爲有生命的,有活動的,能像的神,活絡就是他裏面的靈,勝過魂的一切的失敗。
[00:08:49.000 --> 00:08:58.000]  所以他現在所需要的是什麼呢?需要神的話,所以他求神照你的話,用你的話把我救活。
[00:08:58.000 --> 00:09:15.000]  所以當他被地上的人事物所纏累住的話,唯一的方法他就是求神用他的話,這就是把他給救活,這就是我們每個基督徒的經歷。
[00:09:16.000 --> 00:09:36.000]  當你被地上這些人事物所纏累的時候,你覺得不對,但是你卻沒有辦法擺脫的時候,那麼你唯一的一個方法就是來到神面前,求神用他的話來救活我們。
[00:09:37.000 --> 00:10:01.000]  所以他二十六節就謙卑下來了,他說我述說我所行的,述說他所行的就是承認他現在的光景,現在的光景是不對的,靈裏頭有病了,被屬地的事物所抓住了,靈裏頭很軟弱。
[00:10:02.000 --> 00:10:21.000]  他非常的需要有生命的力量,他需要神的話,這個時候他向神禱告的不是求神給他能力了,求神給他話,他需要神的話使他活過來,這就是他我述說我所行的。
[00:10:22.000 --> 00:10:45.000]  他感謝神,師生說你應允了我,求你將你的律例教訓我,當他謙卑下來以後,他承認他的罪,那麼神就開始在他裏面做了工作了。
[00:10:46.000 --> 00:11:03.000]  所以到下面第二十八節,他說我的心因愁苦而消化,求你照你的話使我堅力,有什麼出路呢?
[00:11:04.000 --> 00:11:22.000]  出路就是神叫我們離開奸詐的道,奸詐的道就是這些質疑、說謊、不順服、各方面不正常的錯誤的事情離開。
[00:11:23.000 --> 00:11:52.000]  而且下面呢,開恩將你的律法使給我,把你的話深深地給我,使我裏面能夠有堅固,當你心裏有了神的話,你就有力量了,神的話不是隻是寫在紙上,神的話要寫在我們的心上,當神的話來到我們心裏面,我們靈裏面就有力量了。
[00:11:53.000 --> 00:12:21.000]  第三個節呢,斯登就開始醒悟過來,他向神表示一個心願,他說我揀選了忠信的道,他說他要離開謊言,離開這些錯誤的,要揀選神的忠信的道,就是神所啓示的真理,神所啓示的他的兒子耶穌基督。
[00:12:22.000 --> 00:12:40.000]  所以神啓示他,他就揀選了,他就要,這是很重要的,因爲向着神呢,我們不是碰機會,我們的心願呢也不是碰機會,而是要出於揀選。
[00:12:41.000 --> 00:12:59.000]  所以說,屬神的東西跟屬肉體的東西擺在一起的話,我們要揀選的什麼呢?我們要揀選屬神的東西。所以說,揀選以後呢,不管是苦也好,樂也好,他都是甘心的願意。
[00:13:01.000 --> 00:13:28.000]  當人能夠走在忠信的道,就是說,這個真正是合乎神的話,正確的忠信,所以對這一端呢,就要把他拒絕了,對這個聖潔的事情,屬於神的事情呢,我們就要堅持,不要放棄。
[00:13:29.000 --> 00:13:38.000]  我們要託去救人,要串上新人,要靠主呢,我們理念得到堅固,我們也不動搖。
[00:13:41.000 --> 00:14:09.000]  所以裏面也說到怎麼揀選呢?以下就說了,三字節下面說,我將你的典章擺在我面前,典章就是神的話。在這個時候,他來到神的話的面前,他要神的話來教導他,來給他力量,叫他能夠離開這些地上的吸引,這些錯誤的行爲的影響。
[00:14:11.000 --> 00:14:39.000]  所以這個就是要把這個神的話放在前面,這典章呢,是神的話,神的話裏頭一部分呢,就是把對的正確的跟錯誤分開,把它分開的時候,這就是這屬於這個典章,典章就是把良善的跟邪惡的分開,把這個正確的跟錯誤的分開。
[00:14:40.000 --> 00:15:08.000]  這些神的話呢,在聖經裏頭呢,就把它歸在典章這個字,judgment,把它有分開,判決。審判的意思呢,就是把好的跟壞的分開,那麼這樣的話呢,把它分開,讓神的話告訴他什麼是錯的,那麼就要照典章,神所判決的把它除去。
[00:15:09.000 --> 00:15:26.000]  神說這個是不對的,那我們就要離開,神說這個是不好的,我們就要放棄,這就是神的話在我們裏面,他會給我們力量,叫我們能夠離開錯誤,我們回到正確上面。
[00:15:27.000 --> 00:15:56.000]  所以這樣的話呢,他就願意說,我解決了中性的道,把你的典章擺在我面前,他就願意來按照真理來行,所以基督徒呢,不是說他不會錯,不會犯罪,但是他犯了罪以後呢,他裏面那麼痛苦,他願意回來的話,神給他力量。
[00:15:57.000 --> 00:16:12.000]  他願意按照真理來行,所以神給我們的真理呢,不單單是叫我們怎麼做,有一些真理呢,是說到我們的心裏頭,這根本說到我們的心裏頭。
[00:16:13.000 --> 00:16:38.000]  那有一些真理呢,表現在神的話語上,在聖經上,他告訴我們,那還有一些呢,在真理呢,神的真理呢,表現在我們的行爲上。所以不管是在我們心裏頭,或者是在神的話語上面,或者在我們的行爲上面,我們都要可以讓神的真理能夠實行出來。
[00:16:39.000 --> 00:16:54.000]  這個是我們要揀選的,神把好的壞的擺在我們面前,那我們要揀選好的,揀選神的,我們要拒絕出於肉體,出於撒旦的這些的話。
[00:16:55.000 --> 00:17:20.000]  所以到三十一節,三十二節呢,就是有了一個新的開頭了,有一個新的氣象了。三十一節說,我持守你的法柱,這個時候呢,他說我要持守了,持守意思就是抓住,緊緊的握住。
[00:17:21.000 --> 00:17:30.000]  那麼跟這個第二十五節說,幾乎歸於塵土,那個歸於是同樣的意思。
[00:17:31.000 --> 00:18:00.000]  雖然這個時候,詩人,寫詩的人,他被這個死亡好像被粘住了,他不能夠動彈了,這個時候呢,他就要抓住神的話,這就是星星的表現了。
[00:18:01.000 --> 00:18:18.000]  星星的表現不是在做些什麼事情,星星的表現就是抓住神的話,神的話有了,這個話來到我們心裏頭了,我們就有力量了。
