
[00:00:00.000 --> 00:00:02.700]  兄姊妹早晨
[00:00:02.700 --> 00:00:06.700]  今日我們開始翻開《史》和《行傳》
[00:00:06.700 --> 00:00:12.300]  我們讀到耶穌基督離世升天後的事情
[00:00:12.300 --> 00:00:16.600]  耶穌基督祂要做一件新的事
[00:00:16.600 --> 00:00:20.200]  祂不單止上帝在舊約裏面
[00:00:20.200 --> 00:00:24.400]  在聖經裏面 個別呼召門徒跟隨祂
[00:00:24.400 --> 00:00:26.500]  祂更加在祂離世之前
[00:00:26.500 --> 00:00:29.900]  祂祝福門徒要聚集一起
[00:00:29.900 --> 00:00:31.700]  領受聖靈
[00:00:31.700 --> 00:00:35.900]  以致祂們組成我們今天的教會群體
[00:00:35.900 --> 00:00:40.400]  是整個群體一齊去領受使命
[00:00:40.400 --> 00:00:42.200]  領受差遣
[00:00:42.200 --> 00:00:46.800]  我不知道領受差遣對你來說是甚麼
[00:00:46.800 --> 00:00:49.800]  會不會其實都聽很多 都明白的
[00:00:49.800 --> 00:00:52.000]  但跟我們日常生活
[00:00:52.000 --> 00:00:55.200]  跟我們整個群體有甚麼關係呢
[00:00:55.200 --> 00:00:59.000]  我想我們要回到聖經那裏來看看
[00:00:59.000 --> 00:01:03.800]  我們今天的經文在《使徒行傳》一章1至11節
[00:01:03.800 --> 00:01:08.900]  剛才主席已經幫我們讀了裏面最重要的部分
[00:01:08.900 --> 00:01:14.100]  我們先從第1至3節開始看
[00:01:14.100 --> 00:01:16.100]  路加寫了路加福音
[00:01:16.100 --> 00:01:19.900]  然後他繼續寫他的《使徒行傳》
[00:01:19.900 --> 00:01:23.000]  上星期牧師已經很詳細地
[00:01:23.000 --> 00:01:27.700]  解釋過這三節經文的背景等等
[00:01:27.700 --> 00:01:32.800]  這裏特別講到耶穌基督在他復活之後
[00:01:32.800 --> 00:01:37.300]  他有40天向他的門徒顯現
[00:01:37.300 --> 00:01:39.800]  講出他是一個又真又活
[00:01:39.800 --> 00:01:41.900]  已經復活了的耶穌
[00:01:41.900 --> 00:01:46.700]  然後第二件事就是向他們講神國的事
[00:01:46.700 --> 00:01:49.400]  去見證耶穌基督已經復活
[00:01:49.400 --> 00:01:53.500]  以及繼續宣講神國的事
[00:01:53.500 --> 00:01:58.600]  都是當時門徒會接觸耶穌基督去做的工作
[00:01:58.600 --> 00:02:00.200]  亦都是時至今日
[00:02:00.200 --> 00:02:04.300]  我們教會群體在很不同的環境
[00:02:04.300 --> 00:02:06.500]  在很不同的時空裏面
[00:02:06.500 --> 00:02:09.900]  繼續要去實踐的使命
[00:02:09.900 --> 00:02:12.200]  見證耶穌基督今日活著
[00:02:12.200 --> 00:02:14.700]  其實在我們的生命當中
[00:02:14.700 --> 00:02:16.400]  神在我們的生命裏面
[00:02:16.400 --> 00:02:20.400]  我們就見證著祂真正的活著
[00:02:20.400 --> 00:02:22.100]  還有就是第二件事
[00:02:22.100 --> 00:02:23.400]  天國的事
[00:02:23.400 --> 00:02:24.900]  神國的事
[00:02:24.900 --> 00:02:26.000]  考考你
[00:02:26.000 --> 00:02:27.200]  不知道你記不記得
[00:02:27.200 --> 00:02:30.200]  上個星期楊牧師告訴你
[00:02:30.200 --> 00:02:31.400]  甚麼都不記得
[00:02:31.400 --> 00:02:37.000]  要記得神國那三件重點是甚麼
[00:02:37.000 --> 00:02:38.400]  那三件事是甚麼
[00:02:38.400 --> 00:02:40.500]  記不記得
[00:02:40.500 --> 00:02:42.100]  第一件事是
[00:02:42.100 --> 00:02:45.800]  救贖是從耶穌而來
[00:02:45.800 --> 00:02:47.400]  有人記得
[00:02:47.400 --> 00:02:48.900]  應該記得的
[00:02:48.900 --> 00:02:50.800]  第二件事
[00:02:50.800 --> 00:02:54.100]  救恩
[00:02:54.100 --> 00:02:58.900]  救恩是給萬國萬民的
[00:02:58.900 --> 00:03:02.200]  第三件事
[00:03:02.200 --> 00:03:05.200]  教會是被呼召
[00:03:05.200 --> 00:03:09.700]  靠著聖靈作見證
[00:03:09.700 --> 00:03:12.300]  這個神國的事是
[00:03:12.300 --> 00:03:14.600]  耶穌基督祂離世之前
[00:03:14.600 --> 00:03:16.400]  託付給教會群體
[00:03:16.400 --> 00:03:19.000]  我們繼續去宣講
[00:03:19.000 --> 00:03:20.800]  我們明白了
[00:03:20.800 --> 00:03:22.100]  我們給我們設計
[00:03:22.100 --> 00:03:23.300]  你會怎樣做呢
[00:03:23.300 --> 00:03:25.300]  立即去做
[00:03:25.300 --> 00:03:27.800]  但是在第四節開始
[00:03:27.800 --> 00:03:31.700]  耶穌繼續吩咐門徒怎樣做
[00:03:31.700 --> 00:03:33.400]  耶穌和他們召集的時候
[00:03:33.400 --> 00:03:35.000]  祝福他們
[00:03:35.000 --> 00:03:37.100]  不要離開耶路撒冷
[00:03:37.100 --> 00:03:39.700]  要等候父所應許的
[00:03:39.700 --> 00:03:42.800]  就是你們聽見我所說過的
[00:03:42.800 --> 00:03:45.200]  約翰是用水施浸
[00:03:45.200 --> 00:03:49.600]  但過了幾天你們要受聖靈的浸
[00:03:49.600 --> 00:03:52.900]  首先耶穌不是叫他們立即去做
[00:03:52.900 --> 00:03:54.700]  是要叫他們等
[00:03:54.700 --> 00:03:57.500]  叫他們候命
[00:03:57.500 --> 00:04:00.800]  因為我們不是靠自己的能力
[00:04:00.800 --> 00:04:03.000]  能夠做到這些事
[00:04:03.000 --> 00:04:06.900]  耶穌祂祝福門徒等候
[00:04:06.900 --> 00:04:08.300]  隨時候命
[00:04:08.300 --> 00:04:11.800]  以前有一套劇是用這個來命名的
[00:04:11.800 --> 00:04:14.200]  是講那些飛行服務隊
[00:04:14.200 --> 00:04:17.400]  要等事情要發生的時候
