
[00:00:00.000 --> 00:00:01.720]  有人曾經這樣形容過
[00:00:01.720 --> 00:00:02.880]  有人曾經這樣說過
[00:00:02.880 --> 00:00:06.800]  他說我們處身在一個充滿各種荒謬的社會裏面
[00:00:06.800 --> 00:00:09.960]  他說我們處身在一個充滿荒謬的社會裏面
[00:00:09.960 --> 00:00:11.400]  因為我們有很多荒謬的人
[00:00:11.400 --> 00:00:13.080]  因為我們有很多荒謬的人
[00:00:13.080 --> 00:00:14.240]  每個人做了很多荒謬的事
[00:00:14.240 --> 00:00:15.600]  每個人做了很多荒謬的事
[00:00:15.600 --> 00:00:16.720]  我不知道大家同不同意
[00:00:16.720 --> 00:00:17.920]  我不知道大家同不同意
[00:00:17.920 --> 00:00:20.160]  話說有一位年輕有為的醫生
[00:00:20.160 --> 00:00:22.080]  說一個年輕有為的醫生
[00:00:22.080 --> 00:00:25.080]  最近剛剛新婚現已
[00:00:25.080 --> 00:00:26.680]  最近剛剛新婚
[00:00:26.680 --> 00:00:31.320]  有一晚難得和太太可以享受燭光晚餐二人世界
[00:00:31.320 --> 00:00:35.440]  有一晚難得和太太一起享受燭光晚餐二人世界
[00:00:35.440 --> 00:00:37.840]  突然間家裏的電話響起上來
[00:00:37.840 --> 00:00:39.560]  突然間家裏的電話響起上來
[00:00:39.560 --> 00:00:40.760]  「叮叮叮」的響
[00:00:40.760 --> 00:00:42.000]  電話響起上來
[00:00:42.000 --> 00:00:43.120]  醫生就去聽
[00:00:43.120 --> 00:00:44.000]  醫生去聽
[00:00:44.000 --> 00:00:46.480]  一邊聽一邊面有藍色的回答
[00:00:46.480 --> 00:00:49.720]  一邊聽一邊面有藍色的回答
[00:00:49.720 --> 00:00:50.840]  有困難
[00:00:50.840 --> 00:00:51.640]  有困難
[00:00:51.640 --> 00:00:52.560]  我盡量想辦法
[00:00:52.560 --> 00:00:53.880]  我盡量想辦法
[00:00:53.880 --> 00:00:55.000]  談完電話之後
[00:00:55.000 --> 00:00:55.840]  談完電話之後
[00:00:55.840 --> 00:00:57.840]  原本很溫馨的晚餐
[00:00:57.840 --> 00:00:59.200]  原本很溫馨的晚餐
[00:00:59.200 --> 00:01:00.760]  突然間變成壓軸模式
[00:01:00.760 --> 00:01:02.680]  突然間變成壓軸無聲
[00:01:02.680 --> 00:01:05.120]  知夫莫若妻
[00:01:05.120 --> 00:01:06.840]  知夫莫若妻
[00:01:06.840 --> 00:01:09.040]  太太就問先生
[00:01:09.040 --> 00:01:10.080]  太太就問他丈夫
[00:01:10.080 --> 00:01:11.480]  「Honey是誰打電話來」
[00:01:11.480 --> 00:01:12.800]  「Honey是誰打電話來」
[00:01:12.800 --> 00:01:14.840]  「沒有 醫生的同事打來」
[00:01:14.840 --> 00:01:16.400]  「沒有 醫生的同事打來」
[00:01:16.400 --> 00:01:17.520]  「是不是有些很重要的事情」
[00:01:17.520 --> 00:01:19.480]  「是不是有些很重要的事情」
[00:01:19.480 --> 00:01:21.240]  「是呀 醫院出了一些狀況」
[00:01:21.240 --> 00:01:23.240]  「是呀 醫院出了一些狀況」
[00:01:23.240 --> 00:01:25.560]  「現在已經有幾個顧問醫生待命」
[00:01:25.560 --> 00:01:28.360]  「現在已經有幾個顧問醫生待命」
[00:01:28.360 --> 00:01:30.960]  「所有的器材都已經預備好了」
[00:01:30.960 --> 00:01:33.200]  「所有的器材都已經預備好了」
[00:01:33.200 --> 00:01:34.560]  「他們希望我盡快趕到現場」
[00:01:34.560 --> 00:01:36.080]  「他們希望我盡快趕到現場」
[00:01:36.080 --> 00:01:37.240]  「他們希望我盡快趕到現場」
[00:01:37.240 --> 00:01:38.200]  「才可以開始」
[00:01:38.200 --> 00:01:39.720]  「太太就心花怒放」
[00:01:39.720 --> 00:01:41.520]  「太太就心花怒放」
[00:01:41.520 --> 00:01:42.840]  「先生那麼有前途」
[00:01:42.840 --> 00:01:44.080]  「先生那麼有前途」
[00:01:44.080 --> 00:01:45.920]  「那麼多醫生器重他」
[00:01:45.920 --> 00:01:47.040]  「那麼多醫生器重他」
[00:01:47.040 --> 00:01:48.040]  「那就安慰他」
[00:01:48.040 --> 00:01:48.920]  「那就安慰他」
[00:01:48.920 --> 00:01:50.040]  「作為醫生」
[00:01:50.040 --> 00:01:51.160]  「作為醫生」
[00:01:51.160 --> 00:01:52.840]  「救急扶危是醫生的天職」
[00:01:52.840 --> 00:01:55.760]  「救急扶危是醫生的天職」
[00:01:55.760 --> 00:01:58.320]  「不要因為兒女私情而耽誤你的工作」
[00:01:58.320 --> 00:02:01.480]  「不要因為兒女私情而耽誤你的工作」
[00:02:01.480 --> 00:02:02.440]  「不要擔心」
[00:02:02.440 --> 00:02:03.360]  「不用擔心」
[00:02:03.360 --> 00:02:04.280]  「你小心開車」
[00:02:04.280 --> 00:02:05.160]  「你小心開車」
[00:02:05.160 --> 00:02:06.000]  「早去早回」
[00:02:06.000 --> 00:02:07.200]  「早去早回」
[00:02:07.200 --> 00:02:10.040]  「醫生最快的速度趕到現場」
[00:02:10.040 --> 00:02:12.280]  「醫生最快的速度趕到現場」
[00:02:12.280 --> 00:02:13.160]  「一踏入門口」
[00:02:13.160 --> 00:02:14.000]  「一踏入門口」
[00:02:14.000 --> 00:02:16.480]  「幾個顧問醫生非常憤怒」
[00:02:16.480 --> 00:02:18.280]  「幾個顧問醫生非常憤怒」
[00:02:18.280 --> 00:02:19.040]  「你有沒有搞錯」
[00:02:19.040 --> 00:02:19.760]  「那麼遲才來」
[00:02:19.760 --> 00:02:20.760]  「那麼遲才來」
[00:02:20.760 --> 00:02:23.560]  「你知不知道會搞出人命」
[00:02:23.560 --> 00:02:24.320]  「不要說那麼多了」
[00:02:24.320 --> 00:02:24.880]  「埋位了」
[00:02:24.880 --> 00:02:25.800]  「不要說那麼多了」
[00:02:25.800 --> 00:02:26.960]  「快點坐下來」
[00:02:26.960 --> 00:02:27.920]  「大家知道發生什麼事嗎」
[00:02:27.920 --> 00:02:29.520]  「大家知道發生什麼事嗎」
[00:02:29.520 --> 00:02:30.080]  「埋位」
[00:02:30.080 --> 00:02:32.600]  「知不知道這幾位醫生在做什麼」
[00:02:32.600 --> 00:02:34.960]  「知不知道這幾位醫生在做什麼」
[00:02:34.960 --> 00:02:36.920]  「進行一場緊急的手術」
[00:02:36.920 --> 00:02:38.640]  「進行一場緊急的手術」
[00:02:38.640 --> 00:02:42.080]  「幫梁家樓醫生拉布」
[00:02:42.080 --> 00:02:42.960]  「幫那個醫生拉」
[00:02:42.960 --> 00:02:44.280]  「不是為那個醫生拉布」
[00:02:44.280 --> 00:02:45.280]  「結果不是」
[00:02:45.280 --> 00:02:46.080]  「結果不是」
[00:02:46.080 --> 00:02:47.320]  「結果是三缺一」
[00:02:47.320 --> 00:02:48.720]  「不夠腳打麻將」
[00:02:48.720 --> 00:02:51.360]  「三缺一」「不夠腳打麻將」
[00:02:51.360 --> 00:02:53.160]  「你留意整個過程」
[00:02:53.160 --> 00:02:54.840]  「你留意整個過程」
[00:02:54.840 --> 00:02:57.360]  「這個年輕的醫生一句大話都沒有說」
[00:02:57.360 --> 00:03:00.640]  「這個年輕的醫生一句謊話都沒有說」
[00:03:00.640 --> 00:03:03.520]  「只不過跟我們某位領導人有共同的嗜好」
[00:03:03.520 --> 00:03:06.280]  「只不過跟我們某位領導人有共同的嗜好」
[00:03:06.280 --> 00:03:07.800]  「喜歡玩語言藝術」
[00:03:07.800 --> 00:03:09.520]  「喜歡玩語言藝術」
[00:03:09.520 --> 00:03:14.160]  「他有意無意引導他太太朝向他要去的方向」
[00:03:14.160 --> 00:03:16.840]  「他有意無意引導他太太朝向他要去的方向」
[00:03:16.840 --> 00:03:18.000]  「雖然這樣說」
[00:03:18.000 --> 00:03:18.760]  「雖然這樣說」
[00:03:18.760 --> 00:03:20.840]  「他說如果我們想做一件事」
[00:03:20.840 --> 00:03:22.840]  「我們想做一件事」
[00:03:22.840 --> 00:03:24.400]  「就有千百個理由」
[00:03:24.400 --> 00:03:25.960]  「就會有一千百個理由」
[00:03:25.960 --> 00:03:27.240]  「不想做一件事」
[00:03:27.240 --> 00:03:28.480]  「如果不想做一件事」
[00:03:28.480 --> 00:03:29.960]  「也都有千萬個藉口」
[00:03:29.960 --> 00:03:31.440]  「都有千萬個藉口」
[00:03:31.440 --> 00:03:32.880]  「如果大家有印象的話」
[00:03:32.880 --> 00:03:33.880]  「如果大家有印象的話」
[00:03:33.880 --> 00:03:36.720]  「幾個禮拜前何牧師就講了保羅的恩照」
[00:03:36.720 --> 00:03:40.400]  「幾個禮拜前何牧師講了保羅的」
[00:03:40.400 --> 00:03:41.240]  「恩照」
[00:03:41.240 --> 00:03:41.840]  「恩照」
[00:03:41.840 --> 00:03:43.560]  「他就用史唐選第九章」
[00:03:43.560 --> 00:03:45.240]  「他用史圖形狀第九章」
[00:03:45.240 --> 00:03:48.000]  「今天我就去講到保羅的結尾」
[00:03:48.000 --> 00:03:49.240]  「今天我講到保羅的結尾」
[00:03:49.240 --> 00:03:50.920]  「剛才我們讀的二十六章」
[00:03:50.920 --> 00:03:52.120]  「我們剛才讀了二十六章」
[00:03:52.120 --> 00:03:54.920]  「其實是講保羅上述去到羅馬」
[00:03:54.920 --> 00:03:57.440]  「是講保羅上述到了羅馬」
[00:03:57.440 --> 00:04:00.360]  「結果就在當時的阿基帕王面前」
[00:04:00.360 --> 00:04:02.160]  「就有一種自我的辯駁」
[00:04:02.160 --> 00:04:05.800]  「在當時的阿基帕王前面呢」
[00:04:05.800 --> 00:04:07.120]  「有一個自我的辯駁」
[00:04:07.120 --> 00:04:09.400]  「他就重提他自己歸主的過程」
[00:04:09.400 --> 00:04:11.520]  「他重提他自己歸主的過程」
[00:04:11.520 --> 00:04:13.520]  「全章的內容呢」
[00:04:13.520 --> 00:04:14.520]  「整章的內容」
[00:04:14.520 --> 00:04:16.920]  「大概可以用十九節做一個總結」
[00:04:16.920 --> 00:04:19.120]  「大概可以用十九節做一個總結」
[00:04:19.120 --> 00:04:20.400]  「大概可以用十九節做一個總結」
[00:04:20.400 --> 00:04:24.000]  「我固此沒有違背從天上而來的遺像」
[00:04:24.000 --> 00:04:27.360]  「保羅說我固此沒有違背那從天而來的遺像」
[00:04:27.360 --> 00:04:28.960]  「保羅說我固此沒有違背那從天而來的遺像」
[00:04:28.960 --> 00:04:32.360]  「在第九章大馬式路上的遺像」
[00:04:32.360 --> 00:04:36.200]  「保羅說在第九章大馬式路上的遺像」
[00:04:36.200 --> 00:04:38.280]  「然後阿基帕王在二十八節」
[00:04:38.280 --> 00:04:39.880]  「聽完保羅的申訴之後這樣說」
[00:04:39.880 --> 00:04:42.720]  「然後阿基帕王在二十八節聽到保羅的申訴之後這樣說」
[00:04:42.720 --> 00:04:47.720]  「然後阿基帕王在二十八節聽到保羅的申訴之後這樣說」
[00:04:47.720 --> 00:04:50.800]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:04:50.800 --> 00:04:53.080]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:04:53.080 --> 00:04:54.520]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:04:54.520 --> 00:04:58.320]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:04:58.320 --> 00:05:02.160]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:02.160 --> 00:05:04.640]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:04.640 --> 00:05:06.240]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:06.240 --> 00:05:08.080]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:08.080 --> 00:05:14.720]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:14.720 --> 00:05:17.760]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:17.760 --> 00:05:20.240]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:20.240 --> 00:05:23.280]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:23.280 --> 00:05:25.880]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:25.880 --> 00:05:29.360]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:29.360 --> 00:05:32.280]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:32.280 --> 00:05:34.280]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:34.280 --> 00:05:36.080]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:36.080 --> 00:05:38.680]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:38.680 --> 00:05:40.960]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:40.960 --> 00:05:42.760]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:42.760 --> 00:05:46.400]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:46.400 --> 00:05:49.680]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:49.680 --> 00:05:53.760]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:53.760 --> 00:05:55.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:55.480 --> 00:05:57.920]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:05:57.920 --> 00:06:01.240]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:01.240 --> 00:06:06.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:06.480 --> 00:06:09.200]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:09.200 --> 00:06:11.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:11.480 --> 00:06:13.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:13.480 --> 00:06:15.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:15.480 --> 00:06:17.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:17.480 --> 00:06:19.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:19.480 --> 00:06:21.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:21.480 --> 00:06:23.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:23.480 --> 00:06:31.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:31.480 --> 00:06:33.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:33.480 --> 00:06:35.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:35.480 --> 00:06:37.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:37.480 --> 00:06:39.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:39.480 --> 00:06:41.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:41.480 --> 00:06:43.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:43.480 --> 00:06:45.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:45.480 --> 00:06:47.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:47.480 --> 00:06:53.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:53.480 --> 00:06:55.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:55.480 --> 00:06:57.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:57.480 --> 00:06:59.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:06:59.480 --> 00:07:01.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:01.480 --> 00:07:03.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:03.480 --> 00:07:05.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:05.480 --> 00:07:07.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:07.480 --> 00:07:09.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:09.480 --> 00:07:17.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:17.480 --> 00:07:19.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:19.480 --> 00:07:21.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:21.480 --> 00:07:23.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:23.480 --> 00:07:25.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:25.480 --> 00:07:27.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:27.480 --> 00:07:29.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:29.480 --> 00:07:31.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:31.480 --> 00:07:33.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:33.480 --> 00:07:39.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:39.480 --> 00:07:41.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:41.480 --> 00:07:43.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:43.480 --> 00:07:45.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:45.480 --> 00:07:47.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:47.480 --> 00:07:49.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:49.480 --> 00:07:51.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:51.480 --> 00:07:53.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:53.480 --> 00:07:55.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:07:55.480 --> 00:08:03.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:08:03.480 --> 00:08:05.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:08:05.480 --> 00:08:07.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
[00:08:07.480 --> 00:08:09.480]  「保羅說你這樣說幾乎叫我做了基督徒了」
