
[00:00:00.000 --> 00:00:04.020]  我們有如昔日在八福山上聆聽主的話
[00:00:04.020 --> 00:00:08.320]  我們做一次思想主對我們的訓言
[00:00:08.320 --> 00:00:11.520]  何等寶貴的祝福
[00:00:11.520 --> 00:00:13.760]  叫我們能夠成為有福的人
[00:00:13.760 --> 00:00:17.240]  我們來到今天第六個福
[00:00:17.240 --> 00:00:20.360]  上個禮拜第五個是說什麼?
[00:00:20.360 --> 00:00:22.140]  記不記得?第五福是什麼?
[00:00:22.140 --> 00:00:29.620]  「連率人的人有福了,因為他們必蒙連率」
[00:00:30.020 --> 00:00:32.000]  我們能夠得著神的連率
[00:00:32.000 --> 00:00:34.860]  更加是因著我們連率人
[00:00:34.860 --> 00:00:37.680]  我們有時也真是體會到
[00:00:37.680 --> 00:00:40.080]  我們也接受人的連率
[00:00:40.080 --> 00:00:44.460]  我們再說頭四個福
[00:00:44.460 --> 00:00:51.500]  就比較和上帝建立一個正確的關係
[00:00:51.500 --> 00:00:54.800]  然後從第五到第八
[00:00:54.800 --> 00:00:58.760]  就比較牽涉到人際
[00:00:58.760 --> 00:01:00.240]  在人群之中
[00:01:00.240 --> 00:01:02.280]  或者我們怎樣與人相處
[00:01:02.280 --> 00:01:06.220]  不過到第六個就有些特別
[00:01:06.220 --> 00:01:10.160]  因為可以說在與人相處當中
[00:01:10.160 --> 00:01:12.620]  是一個很重要的心態
[00:01:12.620 --> 00:01:16.880]  所以馬提科第五章第八節
[00:01:16.880 --> 00:01:22.080]  我們一齊讀讀這節第六個福氣
[00:01:22.080 --> 00:01:24.200]  我們同聲請讀
[00:01:24.200 --> 00:01:26.660]  「稱心的人有福了,
[00:01:26.660 --> 00:01:30.180]  因為他們必得見上帝」
[00:01:30.180 --> 00:01:31.140]  再讀一次
[00:01:31.140 --> 00:01:33.360]  「稱心的人有福了,
[00:01:33.360 --> 00:01:37.320]  因為他們必得見上帝」
[00:01:37.320 --> 00:01:40.980]  我們知道這是我們所渴望的
[00:01:40.980 --> 00:01:43.780]  基督徒我不知道是否都是你渴望的
[00:01:43.780 --> 00:01:45.340]  就是有一天我們能夠
[00:01:45.340 --> 00:01:48.040]  當主回來的時候我們進入永恆
[00:01:48.040 --> 00:01:52.060]  我們能夠見到耶穌基督的真諦
[00:01:52.060 --> 00:01:55.300]  我們很多時候現在信耶穌都是一個信念
[00:01:55.300 --> 00:01:57.480]  最多的就是圖畫或者一些想像力
[00:01:57.480 --> 00:02:00.360]  但是我們未能夠見到耶穌的真諦
[00:02:00.360 --> 00:02:02.800]  你渴望見到耶穌的真諦嗎?
[00:02:02.800 --> 00:02:07.600]  沒什麼反應的,你渴望嗎?
[00:02:07.600 --> 00:02:09.620]  信了耶穌這麼久
[00:02:09.620 --> 00:02:12.700]  很想見到我們所信所愛的恩主
[00:02:12.700 --> 00:02:14.000]  是不是?
[00:02:14.000 --> 00:02:15.620]  所以我們感謝神
[00:02:15.620 --> 00:02:16.900]  這是神給我們的應許
[00:02:16.900 --> 00:02:20.000]  就是有一天我們會在主回來
[00:02:20.000 --> 00:02:23.100]  或者主接我們到永恆的時候
[00:02:23.100 --> 00:02:26.180]  我們能夠得見主的真諦
[00:02:26.180 --> 00:02:28.740]  當我們到永恆的時候
[00:02:28.740 --> 00:02:31.300]  我們能夠見到眼不可以見到的神
[00:02:31.300 --> 00:02:36.480]  因為我們在身體的改變
[00:02:36.480 --> 00:02:37.880]  在靈界的裏面
[00:02:37.880 --> 00:02:41.080]  我們能夠得見上帝的真諦
[00:02:41.080 --> 00:02:44.440]  但是你說不用等到那一天
[00:02:44.440 --> 00:02:47.200]  當然我們不是能見到祂的真諦
[00:02:47.200 --> 00:02:50.760]  但是我們可以在心靈裏面見到上帝
[00:02:50.760 --> 00:02:51.780]  你有沒有試過?
[00:02:51.780 --> 00:02:54.880]  在心靈裏面真的感受到上帝的同在
[00:02:54.880 --> 00:02:57.200]  好像如同見到祂一樣
[00:02:57.200 --> 00:03:01.620]  見到上帝在我們心裏面顯現
[00:03:01.620 --> 00:03:06.020]  告訴我們祂與我們同在
[00:03:06.020 --> 00:03:11.600]  如何能夠時常在心靈裏面見到上帝呢?
[00:03:11.600 --> 00:03:14.360]  這實在是一個極大的福份
[00:03:14.360 --> 00:03:19.840]  因為當我們人生當中可以時常見到上帝
[00:03:19.840 --> 00:03:25.540]  即是說見到神是我們人生最寶貴的東西
[00:03:25.540 --> 00:03:28.600]  見到神是我們人生的指引
[00:03:28.600 --> 00:03:31.700]  帶領我們有一個終極的目標
[00:03:31.700 --> 00:03:33.120]  當我們見到神的時候
[00:03:33.120 --> 00:03:36.460]  我們能夠有一個正確的人生的方向
[00:03:36.460 --> 00:03:37.700]  當我們不見神的時候
[00:03:37.700 --> 00:03:39.940]  或者我們知道我們可能離開了祂
[00:03:39.940 --> 00:03:41.520]  當我們不見到神的時候
[00:03:41.520 --> 00:03:43.940]  發覺好像失去了祂的同在
[00:03:43.940 --> 00:03:45.380]  但是當我們見到神
[00:03:45.380 --> 00:03:47.740]  在心靈裏面知道上帝
[00:03:47.740 --> 00:03:49.660]  我們來朝見神的時候
[00:03:49.660 --> 00:03:50.820]  我們藉著祈禱
[00:03:50.820 --> 00:03:55.460]  特別是藉著在祂面前仰望祂的時候
[00:03:55.460 --> 00:03:58.300]  感受到祂在我們當中
[00:03:58.300 --> 00:03:59.220]  在我的面前
[00:03:59.220 --> 00:04:01.660]  在我們人生當中與我同在
[00:04:01.660 --> 00:04:02.860]  帶領著我們
[00:04:02.860 --> 00:04:05.900]  這樣實在是一個有福的人生
[00:04:05.900 --> 00:04:09.520]  因為我們知道我們有正確的人生的方向
[00:04:09.520 --> 00:04:12.200]  目標不至於失落了
[00:04:12.200 --> 00:04:13.660]  不至於迷失了
[00:04:13.660 --> 00:04:20.580]  不至於失去人生的動機 生存的動機
[00:04:20.580 --> 00:04:24.580]  所以我們發覺在這個人際當中
[00:04:24.580 --> 00:04:26.540]  在很多人群裏面
[00:04:26.540 --> 00:04:29.500]  我們時常都需要回到神面前
[00:04:29.500 --> 00:04:33.300]  來看到以神的心
[00:04:33.300 --> 00:04:35.020]  來面對這個世界
[00:04:35.020 --> 00:04:37.060]  面對周圍的人
[00:04:37.060 --> 00:04:39.320]  所以當說到與人相處
[00:04:39.320 --> 00:04:43.260]  或者甚至在上一次說到連續人的時候
[00:04:43.260 --> 00:04:45.480]  其實連續人需要有正確的動機
[00:04:45.480 --> 00:04:46.420]  有真正的愛
[00:04:46.420 --> 00:04:48.660]  這個內心有之於內
[00:04:48.660 --> 00:04:50.100]  那又如何?
[00:04:50.100 --> 00:04:51.900]  凝之於愛
[00:04:51.900 --> 00:04:55.060]  如果只是有外表一些的行動
[00:04:55.060 --> 00:04:57.100]  正如保留所說的失去了愛
[00:04:57.100 --> 00:05:00.460]  我們所做的這些都算不得什麼
[00:05:00.460 --> 00:05:02.660]  所以原來當我們連續人的時候
[00:05:02.660 --> 00:05:03.900]  需要有一個正確的動機
[00:05:03.900 --> 00:05:05.340]  是因著神的愛
[00:05:05.340 --> 00:05:07.140]  因為神自己
[00:05:07.140 --> 00:05:09.300]  所以我們能夠學校主
[00:05:09.300 --> 00:05:11.340]  由認識到主才連續我們
[00:05:11.340 --> 00:05:14.060]  我們能夠去連續其他的人
[00:05:14.060 --> 00:05:19.220]  對於神是有一個很清楚的指引
[00:05:19.220 --> 00:05:22.060]  接著下一次我們說到與人和睦
[00:05:22.060 --> 00:05:23.020]  洗人和睦
[00:05:23.020 --> 00:05:27.540]  或者甚至在人生的壓力逼迫的當中
[00:05:27.540 --> 00:05:29.580]  叫我們不灰心
[00:05:29.580 --> 00:05:31.100]  不會失落
[00:05:31.100 --> 00:05:36.620]  是因為我們清楚有神在我們面前帶領我們
[00:05:36.620 --> 00:05:38.540]  所以這些一切與人的相處
[00:05:38.540 --> 00:05:40.260]  不只是人際技巧
[00:05:40.260 --> 00:05:42.940]  或者出於人的一些方法
[00:05:42.940 --> 00:05:47.220]  而是因為上帝在我們生命當中的清晰
[00:05:47.220 --> 00:05:50.340]  以致我們能夠有正確的動機
[00:05:50.340 --> 00:05:56.060]  有真正的內心屬神的意念
[00:05:56.060 --> 00:05:59.220]  來到我們周圍的人群當中
[00:05:59.220 --> 00:06:01.020]  在我們面對人生的壓力
[00:06:01.020 --> 00:06:02.300]  甚至逼迫
[00:06:02.300 --> 00:06:03.940]  被人誣告
[00:06:03.940 --> 00:06:05.060]  迫害的時候
[00:06:05.060 --> 00:06:08.540]  我們仍然有一種很清楚清晰的方向
[00:06:08.540 --> 00:06:11.620]  因為我們見到上帝
[00:06:11.620 --> 00:06:14.420]  所以我們見到這個實在很重要
[00:06:14.420 --> 00:06:18.340]  讓我們能夠得見必得見上帝
[00:06:18.340 --> 00:06:21.460]  那什麼人才能夠得見上帝
[00:06:21.460 --> 00:06:23.700]  才能夠有這麼大的福份
[00:06:23.700 --> 00:06:26.580]  你想不想做一個這麼有福的人
[00:06:26.580 --> 00:06:31.180]  就是能夠見到上帝
[00:06:31.180 --> 00:06:33.020]  成為一個有福的人
[00:06:33.020 --> 00:06:39.620]  耶穌在第六個福份裡說什麼就是最寶貴的福氣
[00:06:39.620 --> 00:06:41.620]  就是清心的人
[00:06:41.620 --> 00:06:42.900]  所以我們再說
[00:06:42.900 --> 00:06:46.380]  這個就是「清心蒙福」
[00:06:46.380 --> 00:06:52.580]  「清心」在原文的字是兩個字
[00:06:52.580 --> 00:06:54.140]  「清」和「心」
[00:06:54.140 --> 00:06:57.540]  所以指的是內心的狀態
[00:06:57.540 --> 00:06:59.140]  究竟我們的心是怎樣的呢
[00:06:59.140 --> 00:07:02.700]  心要清
[00:07:02.700 --> 00:07:03.820]  心要清
[00:07:03.820 --> 00:07:05.580]  一個心靈的狀態
[00:07:05.580 --> 00:07:06.700]  當我們的心清
[00:07:06.700 --> 00:07:08.260]  我們當然明白到
[00:07:08.260 --> 00:07:10.940]  清就能夠見到前面
[00:07:10.940 --> 00:07:12.940]  見到我們的影像
[00:07:12.940 --> 00:07:13.940]  這裡就是說
[00:07:13.940 --> 00:07:16.860]  我們能夠潮見見到上帝
[00:07:16.860 --> 00:07:19.860]  所以什麼叫心裡面清
[00:07:19.860 --> 00:07:21.780]  「清心」是什麼意思呢
[00:07:21.780 --> 00:07:23.100]  原來這個「清」字
[00:07:23.100 --> 00:07:26.140]  可以在原文裡有幾個翻譯
[00:07:26.140 --> 00:07:29.060]  第一個是清潔的心
[00:07:29.060 --> 00:07:30.860]  英文是什麼
[00:07:30.860 --> 00:07:33.500]  clean heart 很容易明白
[00:07:33.500 --> 00:07:35.420]  一個清潔的心
[00:07:35.420 --> 00:07:37.340]  所以在新譯本
[00:07:37.340 --> 00:07:40.180]  它譯這個第六福的時候
[00:07:40.180 --> 00:07:41.140]  它是譯成這樣
[00:07:41.140 --> 00:07:42.340]  它說「內心」
[00:07:42.340 --> 00:07:43.380]  這是第一個字
[00:07:43.380 --> 00:07:44.980]  第二個字是清潔
[00:07:44.980 --> 00:07:47.860]  「內心清潔的人有福了」
[00:07:47.860 --> 00:07:50.060]  內心清潔
[00:07:50.060 --> 00:07:51.220]  所以「清潔」
[00:07:51.220 --> 00:07:53.180]  就是說一個很潔淨的
[00:07:53.180 --> 00:07:59.140]  一個clean heart
[00:07:59.140 --> 00:08:00.420]  當然我們明白到
[00:08:00.420 --> 00:08:01.700]  什麼是不清潔呢
[00:08:01.700 --> 00:08:04.020]  就是可能是罪
[00:08:04.020 --> 00:08:08.340]  罪就難了我們去見到上帝
[00:08:08.340 --> 00:08:11.420]  所以當我們內心清潔潔淨的時候
[00:08:11.420 --> 00:08:14.740]  我們就能夠見到神
[00:08:14.740 --> 00:08:16.540]  在主耶穌這個登山寶訓
[00:08:16.540 --> 00:08:18.380]  馬太福音第六至第八章
[00:08:18.380 --> 00:08:19.300]  它在事上
[00:08:19.300 --> 00:08:20.260]  如果大家回去看看
[00:08:20.260 --> 00:08:21.860]  除了這個八福之外
[00:08:21.860 --> 00:08:23.340]  一路講到八福的引言
[00:08:23.340 --> 00:08:25.380]  其實在這幾節講到裡邊
[00:08:25.380 --> 00:08:27.580]  我時常都引用馬太福音
[00:08:27.580 --> 00:08:30.500]  也是講到第六至第八章裡邊
[00:08:30.500 --> 00:08:31.540]  有很多的教導
[00:08:31.540 --> 00:08:33.180]  我一會兒也會講
[00:08:33.180 --> 00:08:34.900]  就是其實這個不斷
[00:08:34.900 --> 00:08:35.980]  耶穌也是這樣說
[00:08:35.980 --> 00:08:40.340]  「著重內心勝於外表」
[00:08:40.340 --> 00:08:42.700]  因為當時的一些宗教領袖
[00:08:42.700 --> 00:08:43.660]  法利塞人
[00:08:43.660 --> 00:08:44.900]  他們的問題就是
[00:08:44.900 --> 00:08:46.620]  他們著重什麼
[00:08:46.620 --> 00:08:48.060]  著重外表
[00:08:48.060 --> 00:08:49.380]  外面的虔誠
[00:08:49.380 --> 00:08:51.540]  但是著重外表不是不對的
[00:08:51.540 --> 00:08:54.100]  但是他沒有著重內心
[00:08:54.100 --> 00:08:56.660]  沒有著重內心的真實的一個敬虔
[00:08:56.660 --> 00:09:01.780]  和真正的在神面前的潔淨
[00:09:01.780 --> 00:09:03.260]  所以你發現到
[00:09:03.260 --> 00:09:06.140]  當時他挑戰耶穌和他的門徒
[00:09:06.140 --> 00:09:07.460]  就是他們挑戰他
[00:09:07.460 --> 00:09:08.820]  說你們這些門徒
[00:09:08.820 --> 00:09:12.060]  耶穌都不屬於律法上的要求
[00:09:12.060 --> 00:09:13.020]  耶穌就告訴他們
[00:09:13.020 --> 00:09:14.540]  你們著重律法上的要求
[00:09:14.540 --> 00:09:17.020]  你們著重外表的潔淨
[00:09:17.020 --> 00:09:18.180]  那些杯啊
[00:09:18.180 --> 00:09:20.580]  那些盤啊
[00:09:20.580 --> 00:09:23.100]  他們著重這些外表的潔淨之禮
[00:09:23.100 --> 00:09:24.460]  這是有根據的
[00:09:24.460 --> 00:09:25.380]  是舊約
[00:09:25.380 --> 00:09:27.260]  尼米記吩咐我們做的
[00:09:27.260 --> 00:09:29.020]  他們這些宗教領袖
[00:09:29.020 --> 00:09:32.900]  祭司他們根據這些外面的潔淨的禮儀
[00:09:32.900 --> 00:09:33.740]  他們說
[00:09:33.740 --> 00:09:36.300]  你們有這些外面的潔淨的禮儀
[00:09:36.300 --> 00:09:37.740]  外面這些碗啊
[00:09:37.740 --> 00:09:38.700]  杯啊
[00:09:38.700 --> 00:09:40.540]  這些盤啊
[00:09:40.540 --> 00:09:41.260]  很多潔淨
[00:09:41.260 --> 00:09:46.540]  但是他們內心卻充滿著各樣的不義和污穢
[00:09:46.540 --> 00:09:47.220]  所以他們說
[00:09:47.220 --> 00:09:52.180]  這種裡面的污穢
[00:09:52.180 --> 00:09:58.860]  就是會使你裡外都蒙污點
[00:09:58.860 --> 00:10:00.660]  所以只是外表的潔淨
[00:10:00.660 --> 00:10:02.580]  卻沒有裡面的
[00:10:02.580 --> 00:10:04.460]  真正的將這些污穢
[00:10:04.460 --> 00:10:06.500]  這些罪惡除去的話
[00:10:06.500 --> 00:10:08.220]  外面的潔淨是等於沒用的
[00:10:08.220 --> 00:10:09.660]  耶穌用一個比喻說
[00:10:09.660 --> 00:10:14.460]  你們好像粉色的墳墓
[00:10:14.460 --> 00:10:16.980]  墳墓外面很漂亮的
[00:10:16.980 --> 00:10:18.180]  弄得很漂亮很漂亮
[00:10:18.180 --> 00:10:20.260]  大家有沒有見過一些墳墓真的很漂亮
[00:10:20.260 --> 00:10:25.420]  像酒店一樣
[00:10:25.420 --> 00:10:26.860]  這麼大
[00:10:26.860 --> 00:10:30.420]  很漂亮的一個裝飾
[00:10:30.420 --> 00:10:31.420]  耶穌說
[00:10:31.420 --> 00:10:33.060]  當然這個舊有背景
[00:10:33.060 --> 00:10:34.420]  他們不可以摸那些墳墓
[00:10:34.420 --> 00:10:36.460]  因為這是不潔淨的
[00:10:36.460 --> 00:10:42.140]  但是外面有很多這些粉色了的墳墓
[00:10:42.140 --> 00:10:42.780]  但是他們說
[00:10:42.780 --> 00:10:47.300]  你們裡面卻充滿著各樣的不潔
[00:10:47.300 --> 00:10:48.900]  就是死人的骨頭
[00:10:48.900 --> 00:10:50.220]  所以為什麼不可以摸那些墳墓
[00:10:50.220 --> 00:10:54.220]  因為裡面是代表著一種
[00:10:54.220 --> 00:10:56.180]  律法裡面的不潔淨
[00:10:56.180 --> 00:10:57.540]  其實意思就是死人
[00:10:57.540 --> 00:10:59.980]  死人的骨頭等等
[00:10:59.980 --> 00:11:01.620]  但是他們只是
[00:11:01.620 --> 00:11:03.780]  像這些粉色的墳墓一樣
[00:11:03.780 --> 00:11:05.540]  外面潔淨
[00:11:05.540 --> 00:11:09.540]  裡面是充滿著這些污穢
[00:11:09.540 --> 00:11:12.900]  所以主耶穌當然沒有廢掉律法
[00:11:12.900 --> 00:11:14.900]  耶穌來成全祿法
[00:11:14.900 --> 00:11:16.580]  沒有廢掉律法
[00:11:16.580 --> 00:11:19.900]  律法告訴他們這些在舊約時代
[00:11:19.900 --> 00:11:20.980]  或者兩約之間
[00:11:20.980 --> 00:11:23.660]  他們仍然有聖殿
[00:11:23.660 --> 00:11:26.620]  有會幕這些設施的時候
[00:11:26.620 --> 00:11:29.220]  他們的確要根據神的吩咐
[00:11:29.220 --> 00:11:30.420]  行潔淨之禮
[00:11:30.420 --> 00:11:34.300]  才能夠親近神和侍奉神
[00:11:34.300 --> 00:11:36.660]  但是耶穌來是成全律法
[00:11:36.660 --> 00:11:40.380]  就是說不只是律法外表的意思
[00:11:40.380 --> 00:11:41.500]  成全律法就是說
[00:11:41.500 --> 00:11:44.060]  律法所代表的含義
[00:11:44.060 --> 00:11:45.460]  它的精義所在
[00:11:45.460 --> 00:11:46.500]  如果沒有了精義
[00:11:46.500 --> 00:11:48.580]  外表的一切都是沒有用的
[00:11:48.580 --> 00:11:51.700]  甚至是令神來厭惡
[00:11:51.700 --> 00:11:54.620]  因為它裡面卻污穢外面潔淨
[00:11:54.620 --> 00:11:57.260]  這是一個虛假
[00:11:57.260 --> 00:11:59.980]  所以馬丁路德
[00:11:59.980 --> 00:12:03.500]  當時他們的教會
[00:12:03.500 --> 00:12:05.140]  他們的社區裡面
[00:12:05.140 --> 00:12:07.380]  充滿著很多平民百姓
[00:12:07.380 --> 00:12:13.580]  有很多做低下層的工作
[00:12:13.580 --> 00:12:17.380]  比如做鞋匠
[00:12:17.380 --> 00:12:20.860]  做打金師傅
[00:12:20.860 --> 00:12:27.020]  或者做倒垃圾、掃街
[00:12:27.020 --> 00:12:29.860]  這些都是在工作上
[00:12:29.860 --> 00:12:33.740]  會令他們很容易污穢的
[00:12:33.740 --> 00:12:35.140]  但是路德很多時候
[00:12:35.140 --> 00:12:37.740]  他的教訓針對當時會眾的需要
[00:12:37.740 --> 00:12:39.580]  他特別強調什麼呢
[00:12:39.580 --> 00:12:43.020]  就是說外面這些的污穢
