
[00:00:00.000 --> 00:00:01.480]  我想問一問
[00:00:01.480 --> 00:00:05.880]  過去一年有幾多人感覺到
[00:00:05.880 --> 00:00:07.800]  生活逼人
[00:00:07.800 --> 00:00:10.060]  物價越來越高的
[00:00:10.060 --> 00:00:11.360]  可不可以舉手
[00:00:11.360 --> 00:00:14.640]  有感覺
[00:00:14.640 --> 00:00:18.700]  我前天去看美術
[00:00:18.700 --> 00:00:22.840]  去按摩腳,全身都要按摩
[00:00:22.840 --> 00:00:26.800]  那個物理治療師
[00:00:26.800 --> 00:00:28.880]  叫我爲他討告
[00:00:30.000 --> 00:00:32.920]  平時是他幫我按摩身體
[00:00:32.920 --> 00:00:35.040]  我就開口幫他講呼音
[00:00:35.040 --> 00:00:38.020]  有兩個幫我醫治過的人
[00:00:38.020 --> 00:00:40.820]  其實都信得住,來了我們教會
[00:00:40.820 --> 00:00:44.080]  這一個其實他都已經
[00:00:44.080 --> 00:00:47.520]  在大概四個月前跟我說
[00:00:47.520 --> 00:00:50.400]  牧師,我很想找一天請你喝茶
[00:00:50.400 --> 00:00:54.640]  然後正正式式你帶我決志
[00:00:54.640 --> 00:00:57.480]  我說你用不着等那麼久
[00:00:57.480 --> 00:01:00.600]  不用喝茶決志,現在吧
[00:01:00.600 --> 00:01:01.600]  你幫我
[00:01:01.600 --> 00:01:04.100]  講一句
[00:01:04.100 --> 00:01:06.800]  這樣就行了,我幫你做決
[00:01:06.800 --> 00:01:10.380]  他說不行的,我要真的嚴肅點
[00:01:10.380 --> 00:01:14.220]  正經點,另一方面他說還有一個牧師
[00:01:14.220 --> 00:01:17.440]  都是跟我講過呼音,我又不想
[00:01:17.440 --> 00:01:20.540]  就只是你和我做
[00:01:20.540 --> 00:01:22.520]  但他又沒有在場
[00:01:22.520 --> 00:01:25.440]  我都想他分享一下這份喜樂
[00:01:25.440 --> 00:01:28.200]  心裏面很開心,其實他心裏已經有了
[00:01:28.200 --> 00:01:30.680]  不過是一個儀式,然後呢
[00:01:30.680 --> 00:01:33.680]  就有的時候開始約,約到現在
[00:01:33.680 --> 00:01:36.360]  都沒有一個時間是我和那個牧師
[00:01:36.360 --> 00:01:38.060]  都可以match(配合)到
[00:01:38.060 --> 00:01:41.080]  因爲那個是播神的院長
[00:01:41.080 --> 00:01:44.400]  剛剛回來兩個多月,然後呢
[00:01:44.400 --> 00:01:46.360]  就馬不停蹄
[00:01:46.360 --> 00:01:49.620]  弟兄姐妹,他和我分享的時候他就說
[00:01:49.620 --> 00:01:51.760]  我希望你爲我討告的一件事
[00:01:51.760 --> 00:01:54.320]  就是他現在用的地方
[00:01:54.320 --> 00:01:56.000]  是賣了出去
[00:01:56.000 --> 00:01:59.160]  但是賣了出去之後,新的業主
[00:01:59.160 --> 00:02:01.260]  不知道肯不肯繼續租給他
[00:02:01.260 --> 00:02:04.680]  因爲他花了那麼多錢,幾十萬來裝修
[00:02:04.680 --> 00:02:08.180]  如果是這樣,要搬到另一個地方,又要裝修過
[00:02:08.180 --> 00:02:10.500]  他就怕很辛苦
[00:02:10.500 --> 00:02:12.840]  最後我就爲他祈禱
[00:02:12.840 --> 00:02:14.220]  馬上
[00:02:14.220 --> 00:02:17.100]  就在我祈禱的時候,他叫他太太
[00:02:17.100 --> 00:02:19.380]  就和那個新業主,舊業主來談
[00:02:19.380 --> 00:02:21.100]  談完之後
[00:02:21.100 --> 00:02:24.200]  他臨走前,他跟我說
[00:02:24.340 --> 00:02:25.880]  都談好了
[00:02:25.880 --> 00:02:28.820]  他肯繼續租給我
[00:02:28.820 --> 00:02:31.960]  不過租金就貴了一倍
[00:02:31.960 --> 00:02:34.800]  我聽完之後
[00:02:34.800 --> 00:02:37.340]  我就問他,實際是多少錢
[00:02:37.340 --> 00:02:39.220]  我聽完之後,我就說
[00:02:39.220 --> 00:02:42.380]  都比市價差不多
[00:02:42.380 --> 00:02:44.920]  所以也不是特別離譜
[00:02:44.920 --> 00:02:47.720]  我和他說,我們東九那邊
[00:02:47.720 --> 00:02:51.760]  是13塊錢一呎,加到30塊錢一呎
[00:02:51.760 --> 00:02:57.280]  他那邊,本來那邊是四百多五百呎的地方
[00:02:57.280 --> 00:03:00.220]  本來是七千多塊,很便宜
[00:03:00.220 --> 00:03:03.220]  我叫他租,現在加到一萬三千多
[00:03:03.220 --> 00:03:07.020]  其實現在一般都是要那麼貴
[00:03:07.020 --> 00:03:10.420]  我就說,都爲你祈禱,生意多一點
[00:03:10.420 --> 00:03:13.940]  以至你不用憂心慼慼
[00:03:13.940 --> 00:03:17.640]  我都爲這位物理治療師感恩
[00:03:17.640 --> 00:03:20.520]  因爲他也想繼續
[00:03:20.520 --> 00:03:27.520]  他也知道,過去業主是收少了他的租金
[00:03:27.520 --> 00:03:29.160]  他也有一個感恩的心
[00:03:29.160 --> 00:03:33.440]  苦難、逆境
[00:03:33.440 --> 00:03:37.700]  是將會繼續不斷出現
[00:03:37.700 --> 00:03:38.780]  同不同意嗎?
[00:03:38.780 --> 00:03:40.960]  我想問一問大家
