
[00:00:00.000 --> 00:00:03.360]  我們一起來讀 以賽亞書第四十章第三節到第五節
[00:00:03.360 --> 00:00:07.280]  這裡說 有人深喊著說
[00:00:07.280 --> 00:00:08.720]  在曠野預備耶華的路
[00:00:08.720 --> 00:00:11.200]  在沙漠地修平我們神的道
[00:00:11.200 --> 00:00:13.040]  第四節 一切山窪都要填滿
[00:00:13.040 --> 00:00:14.640]  大小山崗都要削平
[00:00:14.640 --> 00:00:16.240]  高高低低要改為平坦
[00:00:16.240 --> 00:00:18.160]  崎嶇崎嶇必成為平原
[00:00:18.160 --> 00:00:18.880]  第五節
[00:00:18.880 --> 00:00:20.560]  耶華的榮耀必然顯現
[00:00:20.560 --> 00:00:22.640]  凡有血氣的必一同看見
[00:00:22.640 --> 00:00:24.880]  因為這是耶華親口說的
[00:00:24.880 --> 00:00:26.560]  各位你們感謝神
[00:00:26.560 --> 00:00:29.760]  今天可以說是一個歷史性的時刻
[00:00:29.760 --> 00:00:30.260]  Amen
[00:00:30.260 --> 00:00:33.200]  因為我們席卡納戈爾的工地已經圍起來
[00:00:33.200 --> 00:00:34.080]  換句話說
[00:00:34.080 --> 00:00:36.240]  我要準備要開工了
[00:00:36.240 --> 00:00:36.740]  Amen
[00:00:36.740 --> 00:00:43.680]  雖然在交通上會有一點不方便
[00:00:43.680 --> 00:00:46.480]  但當我們想到日後的榮耀
[00:00:46.480 --> 00:00:49.440]  那麼這一點的方便就算不得什麼了
[00:00:49.440 --> 00:00:49.940]  Amen
[00:00:49.940 --> 00:00:52.160]  在剛才所讀的經文裡面說
[00:00:52.160 --> 00:00:55.440]  我們要為耶和華預備道路
[00:00:55.440 --> 00:00:58.320]  預備一條什麼樣的道路呢
[00:00:58.800 --> 00:01:00.080]  第五節就講到
[00:01:00.080 --> 00:01:03.040]  耶和華的榮耀必然顯現
[00:01:03.040 --> 00:01:05.520]  凡有血氣的必一同看見
[00:01:05.520 --> 00:01:06.640]  換句話說
[00:01:06.640 --> 00:01:09.120]  我們要為神預備一條道路
[00:01:09.120 --> 00:01:12.560]  好叫神的榮耀能夠彰顯出來
[00:01:12.560 --> 00:01:16.000]  好叫世人能夠看見歸榮耀給神
[00:01:16.000 --> 00:01:17.360]  我就想到
[00:01:17.360 --> 00:01:19.280]  這不就是神要我們建造
[00:01:19.280 --> 00:01:21.440]  席卡納戈爾的墓地嗎
[00:01:21.440 --> 00:01:24.640]  席卡納戈爾是希伯來字
[00:01:24.640 --> 00:01:28.480]  原文的意思就是神在地上的居所
[00:01:29.200 --> 00:01:32.160]  神要我們透過這個聖殿的建造
[00:01:32.160 --> 00:01:36.640]  能夠讓神榮耀的同在能夠彰顯出來
[00:01:36.640 --> 00:01:40.320]  我們看見神今天就是藉著這一段經文
[00:01:40.320 --> 00:01:41.520]  也要向我們說
[00:01:41.520 --> 00:01:42.960]  嘿要起來
[00:01:42.960 --> 00:01:45.600]  為神的榮耀來預備道路
[00:01:45.600 --> 00:01:46.100]  Amen
[00:01:46.100 --> 00:01:47.760]  那怎麼來預備呢
[00:01:47.760 --> 00:01:49.600]  今天早上從三方面來思想
[00:01:49.600 --> 00:01:50.400]  第一個
[00:01:50.400 --> 00:01:51.760]  要起來感恩讚美
[00:01:51.760 --> 00:01:53.120]  跟你們說起來感恩讚美
[00:01:53.120 --> 00:01:57.200]  詩篇六十八篇第四節這裡怎麼說呢
[00:01:57.200 --> 00:02:00.240]  我們從來念來你們當向神唱詩
[00:02:00.240 --> 00:02:01.520]  歌頌他的名
[00:02:01.520 --> 00:02:04.880]  為他坐車行過曠野的修平大路
[00:02:04.880 --> 00:02:06.560]  他的名是耶和華
[00:02:06.560 --> 00:02:09.200]  要在他面前歡樂
[00:02:09.200 --> 00:02:10.480]  這裡很清楚的講到
[00:02:10.480 --> 00:02:13.280]  怎麼樣在我們生命的曠野當中
[00:02:13.280 --> 00:02:14.880]  能夠為神預備道路
[00:02:14.880 --> 00:02:16.080]  第一個很重要
[00:02:16.080 --> 00:02:17.440]  就是要來感謝
[00:02:17.440 --> 00:02:18.480]  就是來讚美
[00:02:18.480 --> 00:02:19.520]  向他來歌唱
[00:02:19.520 --> 00:02:22.720]  特別是當我們在施工期間的時候
[00:02:22.720 --> 00:02:25.360]  讓我們眼目不是看現在的環境
[00:02:25.360 --> 00:02:29.360]  乃是要為神已經在我們中間成就的大事
[00:02:29.360 --> 00:02:31.040]  我們來感謝來讚美吧
[00:02:31.040 --> 00:02:31.540]  Amen
[00:02:31.540 --> 00:02:33.440]  你知道當我們回頭看
[00:02:33.440 --> 00:02:36.720]  我們整個Shakina Glory的建電的計畫
[00:02:36.720 --> 00:02:38.720]  我告訴你從一開始
[00:02:38.720 --> 00:02:42.000]  我們真的就經歷到神供應的恩典
[00:02:42.000 --> 00:02:44.400]  也經歷到神引導的祝福
[00:02:44.400 --> 00:02:47.520]  我們在這樣一個開工的時刻
[00:02:47.520 --> 00:02:50.640]  我們就要向神來獻上感謝跟讚美
[00:02:50.640 --> 00:02:53.600]  首先我們真的要為神在財務上的供應
[00:02:53.600 --> 00:02:55.040]  我們獻上感謝讚美
[00:02:55.680 --> 00:02:57.920]  你知道自從前年五月份
[00:02:57.920 --> 00:02:59.920]  我們從神那裡
[00:02:59.920 --> 00:03:03.200]  你說Shakina Glory這樣一個意象之後
[00:03:03.200 --> 00:03:05.840]  短短的還不到兩年的時間
[00:03:05.840 --> 00:03:10.720]  我們很快速的籌到超過750萬的基金
[00:03:10.720 --> 00:03:14.880]  這是連銀行都覺得非常稀奇的事情
[00:03:14.880 --> 00:03:17.680]  這為什麼貸款如此順利的一個原因
[00:03:17.680 --> 00:03:20.240]  當然一方面我們的感謝神
[00:03:20.240 --> 00:03:23.760]  但另一方面我們真的要感謝每一位弟兄姊妹
[00:03:23.760 --> 00:03:24.960]  你們的慷慨奉獻
[00:03:24.960 --> 00:03:26.480]  你們為你們來鼓掌吧
[00:03:26.480 --> 00:03:32.560]  另外在整個貸款過程當中
[00:03:32.560 --> 00:03:35.920]  我告訴你我們也經歷神特別奇妙的恩典
[00:03:35.920 --> 00:03:37.840]  也許這個你還不知道的一件事情
[00:03:37.840 --> 00:03:43.040]  本來我們教會一直是向BOA美國銀行來貸款
[00:03:43.040 --> 00:03:46.000]  過去美國銀行跟我們的關係都非常的好
[00:03:46.000 --> 00:03:48.240]  這一次也不例外
[00:03:48.240 --> 00:03:51.840]  從一開始他們就給我們非常好的條件
[00:03:51.840 --> 00:03:54.480]  也願意為我們來貸款
[00:03:55.200 --> 00:03:58.400]  可是後來Bank of the West西方銀行
[00:03:58.400 --> 00:04:00.480]  聽說我們正在擴建
[00:04:00.480 --> 00:04:04.560]  他們就主動來想要承接我們的貸款
[00:04:04.560 --> 00:04:07.520]  後來我們才知道西方銀行
[00:04:07.520 --> 00:04:10.400]  它裡面有一個教會貸款部的
[00:04:10.400 --> 00:04:11.520]  很有意思
[00:04:11.520 --> 00:04:13.920]  很少銀行有教會貸款部
[00:04:13.920 --> 00:04:16.560]  所以有一段時間
[00:04:16.560 --> 00:04:20.720]  這兩家銀行就一直在競爭要做我們的貸款
[00:04:20.720 --> 00:04:22.640]  很少有這種現象
[00:04:24.480 --> 00:04:26.320]  而且條件越來越好
[00:04:26.320 --> 00:04:27.520]  越來越好
[00:04:27.520 --> 00:04:30.960]  利息一直降到沒有人聽過的利率
[00:04:30.960 --> 00:04:33.280]  所以有一陣子
[00:04:33.280 --> 00:04:35.760]  我知道我們建行委員會是兩難之間
[00:04:35.760 --> 00:04:37.520]  不知道選誰你知道嗎
[00:04:37.520 --> 00:04:40.400]  可是後來我們發現
[00:04:40.400 --> 00:04:42.800]  當我們整個工程費用
[00:04:42.800 --> 00:04:46.560]  你還記得我們從1500萬升到1900萬
[00:04:46.560 --> 00:04:51.200]  我們整個貸款就需要從原來的1200萬
[00:04:51.200 --> 00:04:53.600]  升到1500萬之後
[00:04:54.640 --> 00:04:56.480]  西方銀行一口答應
[00:04:56.480 --> 00:04:59.600]  繼續用最好的利率來貸款
[00:04:59.600 --> 00:05:02.000]  反而是美國銀行
[00:05:02.000 --> 00:05:03.440]  他們的代表對我們說
[00:05:03.440 --> 00:05:05.760]  他們公司最近政策改變
[00:05:05.760 --> 00:05:08.960]  他們不能夠再繼續貸款給我們
[00:05:08.960 --> 00:05:13.280]  現在反而是西方銀行成為我們貸款的銀行
[00:05:13.280 --> 00:05:15.440]  回想起這件事情
[00:05:15.440 --> 00:05:16.000]  我告訴你
[00:05:16.000 --> 00:05:18.320]  我不得不來感謝讚美神
[00:05:18.320 --> 00:05:21.280]  我們看見神預先知道
[00:05:21.280 --> 00:05:23.440]  他也預先預備
[00:05:24.160 --> 00:05:26.240]  從一開始有誰知道
[00:05:26.240 --> 00:05:29.840]  自從美國銀行不能夠貸款給我們
[00:05:29.840 --> 00:05:30.720]  我們不知道
[00:05:30.720 --> 00:05:34.320]  甚至美國銀行自己也不知道不能夠貸款給我們
[00:05:34.320 --> 00:05:35.280]  只有神知道
[00:05:35.280 --> 00:05:39.200]  所以他才預備了西方銀行
[00:05:39.200 --> 00:05:39.840]  他主動
[00:05:39.840 --> 00:05:41.360]  我們還不知道為什麼他們這麼主動
[00:05:41.360 --> 00:05:42.640]  我們相信不是他主動
[00:05:42.640 --> 00:05:44.320]  那是上帝差遣他們來的
[00:05:44.320 --> 00:05:44.960]  Hallelujah
[00:05:44.960 --> 00:05:47.120]  而且這兩家銀行
[00:05:47.120 --> 00:05:47.760]  Hallelujah
[00:05:47.760 --> 00:05:53.520]  而且透過這兩家銀行良性的競爭
[00:05:53.520 --> 00:05:56.160]  神也為我們預備了最好的貸款條件
[00:05:56.160 --> 00:06:00.320]  至終神其實從一開始的心意
[00:06:00.320 --> 00:06:03.680]  就是要藉著西方銀行供應我們一切的需要
[00:06:03.680 --> 00:06:05.280]  這是何等奇妙的帶領
[00:06:05.280 --> 00:06:07.280]  再次將榮耀歸給我們神
