
[00:00:00.000 --> 00:00:01.600]  各位靈姐妹
[00:00:01.600 --> 00:00:06.560]  以色列人在摩西帶領出埃及入迦南
[00:00:06.560 --> 00:00:08.560]  現在來到一個新的篇章
[00:00:08.560 --> 00:00:11.600]  就是他們出了來埃及
[00:00:11.600 --> 00:00:13.680]  都走了一段路
[00:00:13.680 --> 00:00:16.720]  快要來到一件很大轉折
[00:00:16.720 --> 00:00:18.400]  很大件事了
[00:00:18.400 --> 00:00:22.960]  新穎樹宣告網絡跟大家一起看聖經的人與故事
[00:00:22.960 --> 00:00:25.040]  看背後上帝大能的手
[00:00:25.040 --> 00:00:28.800]  今次的題目是神領百姓妖道
[00:00:28.800 --> 00:00:31.120]  為了繞路
[00:00:31.120 --> 00:00:32.640]  妖道
[00:00:32.640 --> 00:00:34.480]  為什麼神很多時候
[00:00:34.480 --> 00:00:37.280]  我們都不帶祂直行直直
[00:00:37.280 --> 00:00:39.920]  一條直路就到了
[00:00:39.920 --> 00:00:41.840]  如果我們認識這件事
[00:00:41.840 --> 00:00:46.080]  你會發覺以色列人在曠野漂流了40年
[00:00:46.080 --> 00:00:47.760]  這條路這麼遠嗎
[00:00:47.760 --> 00:00:50.800]  真的整個地球都走了40年
[00:00:50.800 --> 00:00:52.880]  但是祂在一個很小的地方
[00:00:52.880 --> 00:00:56.240]  神為什麼要祂妖道不直行呢
[00:00:56.240 --> 00:01:02.320]  這裡有解釋了神領百姓妖道的故事
[00:01:02.320 --> 00:01:06.800]  以色列人出埃及入迦南的路線圖
[00:01:06.800 --> 00:01:09.200]  這個尼羅河
[00:01:09.200 --> 00:01:13.040]  去到近海的地方變成一個三角洲
[00:01:13.040 --> 00:01:13.840]  自然的
[00:01:13.840 --> 00:01:16.160]  水流得比較寬
[00:01:16.160 --> 00:01:19.680]  這塊地很肥沃的尼羅河三角洲
[00:01:19.680 --> 00:01:23.120]  在當日叫做戈山
[00:01:23.120 --> 00:01:25.040]  就是戈山地
[00:01:25.040 --> 00:01:26.960]  是塊土地
[00:01:26.960 --> 00:01:31.680]  當時以色列人住在戈山
[00:01:31.680 --> 00:01:32.880]  這麼好
[00:01:32.880 --> 00:01:35.440]  因為當時約瑟在做宰相
[00:01:35.440 --> 00:01:37.200]  法老皇上
[00:01:37.200 --> 00:01:39.520]  我的家人來了
[00:01:39.520 --> 00:01:43.760]  他們牧羊找塊地居住
[00:01:43.760 --> 00:01:45.040]  可不可以讓他們住
[00:01:45.040 --> 00:01:46.640]  沒問題
[00:01:46.640 --> 00:01:48.720]  你選最好的地住
[00:01:48.720 --> 00:01:50.400]  在哪裡住
[00:01:50.400 --> 00:01:51.840]  我說可以
[00:01:51.840 --> 00:01:53.360]  其實你說已經夠了
