
[00:00:00.000 --> 00:00:02.500]  等姐妹平安
[00:00:02.500 --> 00:00:07.800]  我昨天上了港九培靈研經會的臉書
[00:00:07.800 --> 00:00:15.000]  讀到一個禱告事項
[00:00:15.000 --> 00:00:17.200]  看到一個祈禱的事項
[00:00:17.200 --> 00:00:24.800]  就是大會有四位特約的書記員
[00:00:24.800 --> 00:00:33.400]  她們的名字叫 Nicholas 譚姐妹 彭姐妹 王姐妹
[00:00:33.400 --> 00:00:38.800]  事項是說她們工作很辛勞
[00:00:38.800 --> 00:00:40.600]  其中有一位這樣寫
[00:00:40.600 --> 00:00:43.400]  每一天我們散會後
[00:00:43.400 --> 00:00:48.600]  她要用14個小時把講員的講稿抄騰出來
[00:00:48.600 --> 00:00:55.600]  一年十天 每天14個小時
[00:00:55.600 --> 00:00:59.800]  單單寫早上聽過的 晚上聽過的講稿
[00:00:59.800 --> 00:01:05.000]  每天用14個小時把上午所聽的 晚上所聽的寫出來
[00:01:05.000 --> 00:01:07.800]  所以回去上臉書看看
[00:01:07.800 --> 00:01:09.800]  再回去看看Facebook
[00:01:09.800 --> 00:01:24.000]  這幾位弟兄姐妹已經成功地把每一個講員的四篇整篇稿都寫上去了
[00:01:24.000 --> 00:01:34.400]  非常感人的付出
[00:01:34.400 --> 00:01:44.000]  請為她們禱告 也求主親自報答她們的愛心
[00:01:44.000 --> 00:02:00.800]  在1989年7月 我和我的太太陳師母到非洲尼日利亞短訓
[00:02:00.800 --> 00:02:07.800]  我們選了一個小鎮叫做George
[00:02:07.800 --> 00:02:16.800]  這個小鎮在2014年5月的時候
[00:02:16.800 --> 00:02:20.400]  發生了恐怖襲擊
[00:02:20.400 --> 00:02:25.200]  有118人被炸死
[00:02:25.200 --> 00:02:34.800]  到2015年7月 同一天發生兩次的爆炸
[00:02:34.800 --> 00:02:38.800]  有44人被炸死
[00:02:38.800 --> 00:02:44.600]  所以是當今的一個恐怖城市
[00:02:44.600 --> 00:02:49.600]  感謝主在1989年 我們夫婦就在這個小鎮住下來
[00:02:49.600 --> 00:03:00.800]  我們主要是在一個宣教學院訓練10位宣教士
[00:03:00.800 --> 00:03:08.400]  全部都是大學生 全部都是非洲人
[00:03:08.400 --> 00:03:17.800]  我們夫婦還沒有到George這個城市之前
[00:03:17.800 --> 00:03:21.400]  你看下去都是黑種人
[00:03:21.400 --> 00:03:25.600]  但是有幾位是白種人
[00:03:25.600 --> 00:03:32.400]  所以當時的非洲是黑白電視的時代
[00:03:32.400 --> 00:03:40.200]  我和我太太介入的時候 多了黃種人
[00:03:40.200 --> 00:03:45.200]  所以整個非洲變成彩色電視的時代
