
[00:00:00.000 --> 00:00:02.340]  我們聽到之前一起禱告,好嗎?
[00:00:02.340 --> 00:00:03.300]  天父,我們感謝祢
[00:00:03.300 --> 00:00:05.800]  也讓我們能夠在聖誕月角裡
[00:00:05.800 --> 00:00:08.840]  一起聚集、敬拜、讚美祢
[00:00:08.840 --> 00:00:11.000]  再願祢的愛在我們當中
[00:00:11.000 --> 00:00:12.960]  也讓聖靈親自成為導師
[00:00:12.960 --> 00:00:14.040]  跟我們說話
[00:00:14.040 --> 00:00:14.800]  我們這樣禱告
[00:00:14.800 --> 00:00:16.540]  奉靠主人蘇基督的名
[00:00:16.540 --> 00:00:18.200]  阿們
[00:00:18.200 --> 00:00:20.300]  很開心我們已經
[00:00:20.300 --> 00:00:22.500]  踏盡了聖誕節的氣氛
[00:00:22.500 --> 00:00:24.840]  相信這個月
[00:00:24.840 --> 00:00:26.800]  繼幸福小組之後
[00:00:26.800 --> 00:00:29.960]  大家已經開派對
[00:00:29.960 --> 00:00:32.660]  已經是非常高興的時間,好嗎?
[00:00:32.660 --> 00:00:35.360]  跟旁邊的大兄姐妹說一聲聖誕節快樂
[00:00:35.360 --> 00:00:37.760]  我們也期望2023年
[00:00:37.760 --> 00:00:40.100]  整個香港的狀態
[00:00:40.100 --> 00:00:42.600]  都能夠開心和快樂
[00:00:42.600 --> 00:00:45.300]  到了我們12月3日最後的時候
[00:00:45.300 --> 00:00:48.440]  我們也回歸到我們講題裡面
[00:00:48.440 --> 00:00:53.160]  上個星期大家聽了謝霆博士的講道
[00:00:53.160 --> 00:00:55.360]  有沒有很多反省?
[00:00:55.360 --> 00:00:56.940]  我自己也有很多反省
[00:00:56.940 --> 00:00:58.160]  第一個反省
[00:00:58.160 --> 00:00:59.700]  就是關於你的貴題
[00:00:59.700 --> 00:01:01.500]  我們的貴題是什麼?
[00:01:01.500 --> 00:01:03.440]  擴展神國
[00:01:03.440 --> 00:01:05.500]  突然間你覺不覺得
[00:01:05.500 --> 00:01:08.800]  我們有一點大言不慚?
[00:01:08.800 --> 00:01:09.840]  是不是?
[00:01:09.840 --> 00:01:12.500]  當我們以上帝為中心想想
[00:01:12.500 --> 00:01:17.340]  我們憑什麼去擴展上帝的國呢?
[00:01:17.340 --> 00:01:19.400]  這個真的是有點幽默的
[00:01:19.400 --> 00:01:20.260]  我們也有在討論
[00:01:20.260 --> 00:01:22.760]  是否在字眼上我們要想一想呢?
[00:01:22.760 --> 00:01:24.440]  所以在總結的時候
[00:01:24.440 --> 00:01:25.660]  我反而會說一件事
[00:01:25.660 --> 00:01:29.000]  就是我們希望上帝先去擴展我們
[00:01:29.000 --> 00:01:31.560]  讓我們的心胸、眼界
[00:01:31.560 --> 00:01:35.060]  各方面都能夠被上帝去觸動的時候
[00:01:35.060 --> 00:01:36.940]  讓我們在上帝的角度當中
[00:01:36.940 --> 00:01:39.600]  真的去經歷到祂的榮美
[00:01:39.600 --> 00:01:41.540]  我記得在貴題開始的時候
[00:01:41.540 --> 00:01:44.040]  我們也定義了一些定義
[00:01:44.040 --> 00:01:47.960]  因為大家的詞語是很類近的
[00:01:47.960 --> 00:01:50.060]  我們在說什麼叫做上帝的國度
[00:01:50.060 --> 00:01:50.900]  記得嗎?
[00:01:50.900 --> 00:01:52.560]  我們曾經很清楚地讓大家知道
[00:01:52.560 --> 00:01:54.600]  我們在說上帝的國度
[00:01:54.600 --> 00:01:57.500]  是在說上帝掌權的地方
[00:01:57.500 --> 00:01:59.560]  如果當這樣去想的時候
[00:01:59.560 --> 00:02:02.900]  上帝在你的生命當中掌權
[00:02:02.900 --> 00:02:05.900]  你裡面就已經是上帝的國
[00:02:05.900 --> 00:02:10.100]  如果你的家庭真的不只是一個牌匾
[00:02:10.100 --> 00:02:12.160]  寫著「基督是我家之主」
[00:02:12.160 --> 00:02:16.360]  你真的讓上帝在你整個家庭當中掌權的時候
[00:02:16.360 --> 00:02:20.200]  上帝的國度都要臨到在你的家庭當中
[00:02:20.200 --> 00:02:21.400]  當然教會
[00:02:21.400 --> 00:02:24.300]  無論你的尺寸多大多小
[00:02:24.300 --> 00:02:25.900]  但是如果教會裡面
[00:02:25.900 --> 00:02:28.460]  真的願意讓上帝掌權的時候
[00:02:28.460 --> 00:02:31.840]  我們相信上帝的國都在教會當中
[00:02:31.840 --> 00:02:32.600]  丁姐妹
[00:02:32.600 --> 00:02:35.140]  你會不會盼望我們的香港
[00:02:35.140 --> 00:02:38.500]  都是在上帝的掌權裡面?
[00:02:38.500 --> 00:02:39.300]  是嗎?
[00:02:39.300 --> 00:02:41.140]  所以我們真的要好好地禱告
[00:02:41.140 --> 00:02:43.000]  讓上帝的權柄
[00:02:43.000 --> 00:02:46.560]  祂的旨意都能夠真的行在地上
[00:02:46.560 --> 00:02:48.800]  好像行在天上一樣
[00:02:48.800 --> 00:02:50.160]  當我們信了一段時間
[00:02:50.160 --> 00:02:52.960]  我們對於耶穌基督的救恩
[00:02:52.960 --> 00:02:53.760]  祂的降生
[00:02:53.760 --> 00:02:54.460]  祂的復活
[00:02:54.460 --> 00:02:55.540]  祂的再來
[00:02:55.540 --> 00:02:56.960]  我們都是很熟悉
[00:02:56.960 --> 00:03:01.600]  很多時候我們心裡面可能就會有一些困惑
[00:03:01.600 --> 00:03:03.740]  就是我們好像信了耶穌
[00:03:03.740 --> 00:03:05.400]  呼召的時候就說
[00:03:05.400 --> 00:03:06.440]  有平安有喜樂
[00:03:06.440 --> 00:03:08.400]  你就來信主吧
[00:03:08.400 --> 00:03:09.400]  但是做了基督徒之後
[00:03:09.400 --> 00:03:12.340]  我們發現好像那個實際的狀況
[00:03:12.340 --> 00:03:14.240]  好像真的不是那麼容易
[00:03:14.240 --> 00:03:16.360]  特別當我們這幾年開始做合福小組
[00:03:16.360 --> 00:03:17.840]  我們去到最前線
[00:03:17.840 --> 00:03:20.100]  跟一些微信主的朋友相遇的時候
[00:03:20.100 --> 00:03:21.100]  你就知道
[00:03:21.100 --> 00:03:22.540]  帶領祂決志
[00:03:22.540 --> 00:03:23.740]  其實是很容易的
[00:03:23.740 --> 00:03:24.240]  你問我
[00:03:24.240 --> 00:03:25.540]  相比之下
[00:03:25.540 --> 00:03:30.300]  但是要祂真的能夠可以去認識神
[00:03:30.300 --> 00:03:32.040]  成為上帝的門徒
[00:03:32.040 --> 00:03:35.840]  而且還要讓上帝的國降臨在祂的生命當中
[00:03:35.840 --> 00:03:37.600]  是一件很困難的事
[00:03:37.600 --> 00:03:39.060]  很多基督徒就會這樣想
[00:03:39.060 --> 00:03:41.700]  我們現在在地上都是挨打的
[00:03:41.700 --> 00:03:43.900]  耶穌基督第二次降臨的時候
[00:03:43.900 --> 00:03:46.140]  才是上帝的國度降臨
[00:03:46.140 --> 00:03:48.640]  所以很多時候一切的想法都是
[00:03:48.640 --> 00:03:49.940]  等祂死了以後再算吧
[00:03:49.940 --> 00:03:51.800]  死了以後就好了
[00:03:51.800 --> 00:03:53.000]  在香港
[00:03:53.000 --> 00:03:54.140]  在這個地上
[00:03:54.140 --> 00:03:55.140]  都沒有下土的
[00:03:55.140 --> 00:03:56.740]  所以我們很灰的
[00:03:56.740 --> 00:03:58.840]  整個基督徒的感覺
[00:03:58.840 --> 00:04:00.900]  但是我今天在當初想拿一個平衡
[00:04:00.900 --> 00:04:01.640]  頂子妹
[00:04:01.640 --> 00:04:03.740]  是不是真的耶穌基督第二次降臨
[00:04:03.740 --> 00:04:06.440]  才是祂德國降臨的時候呢
[00:04:06.440 --> 00:04:10.840]  有沒有記得在十字架旁邊的強度
[00:04:10.840 --> 00:04:11.540]  祂也是這樣想的
[00:04:11.540 --> 00:04:13.340]  你德國降臨的時候
[00:04:13.340 --> 00:04:15.240]  希望你紀念我
[00:04:15.240 --> 00:04:16.540]  但是耶穌說什麼
[00:04:16.540 --> 00:04:17.640]  耶穌說不是
[00:04:17.640 --> 00:04:21.540]  祂說今晚你就要和我在樂園裡面
[00:04:21.540 --> 00:04:24.440]  希望我們心裡面真的有這份確信
[00:04:24.440 --> 00:04:26.940]  當耶穌基督復活的時候
[00:04:26.940 --> 00:04:29.240]  上帝的國就已經降臨
[00:04:29.240 --> 00:04:31.740]  當然我們犯了罪之後
[00:04:31.740 --> 00:04:33.540]  我們在一個罪的世界
[00:04:33.540 --> 00:04:36.740]  也是在黑暗掌權控制之下
[00:04:36.740 --> 00:04:40.240]  但是當我們口稱耶穌基督為我們的主那一刻
[00:04:40.240 --> 00:04:42.140]  我們已經立刻耳朵聞的了
[00:04:42.140 --> 00:04:45.240]  你已經從這個冷惡者的國度
[00:04:45.240 --> 00:04:48.140]  進入了上帝榮耀的國度當中
[00:04:48.140 --> 00:04:50.940]  我們是靠著上帝的救恩
[00:04:50.940 --> 00:04:53.140]  來活在地上
[00:04:53.140 --> 00:04:58.140]  我們的身份已經是恢復在天上面的身份一樣
[00:04:58.140 --> 00:05:03.040]  當然我們在這個未完全脫去犯罪的肉體
[00:05:03.040 --> 00:05:06.440]  這個階段我們是有很多很多的掙扎
[00:05:06.440 --> 00:05:08.340]  但是我希望你和自己說
[00:05:08.340 --> 00:05:11.040]  更加很認真和你隔壁弟兄姊妹說
[00:05:11.040 --> 00:05:14.540]  你其實已經是得勝的
[00:05:14.540 --> 00:05:16.540]  你一定要記住這個
[00:05:16.540 --> 00:05:19.540]  一定要記住這個很重要的英訣
[00:05:19.540 --> 00:05:22.840]  我們已經在主的國度裡是有份
[00:05:22.840 --> 00:05:24.840]  所以在神學上我們經常都會形容
[00:05:24.840 --> 00:05:27.540]  這個字叫做 "Already but not yet"
[00:05:27.540 --> 00:05:28.740]  已經完成了
[00:05:28.740 --> 00:05:32.540]  但是又好像未真的完成的階段
[00:05:32.540 --> 00:05:34.640]  當中牽涉的是什麼呢
[00:05:34.640 --> 00:05:36.340]  牽涉是一個選擇
[00:05:36.340 --> 00:05:37.140]  弟姊妹
[00:05:37.140 --> 00:05:39.040]  當你決定信耶穌的時候
[00:05:39.040 --> 00:05:41.240]  你的決志禱告應該有包括
[00:05:41.240 --> 00:05:43.740]  我們邀請聖靈進入我們的心裡面
[00:05:43.740 --> 00:05:46.740]  求主是去帶領我們的一生的
[00:05:46.740 --> 00:05:48.340]  如果沒有的話不清楚的話
[00:05:48.340 --> 00:05:50.140]  回去再決過
[00:05:50.140 --> 00:05:52.540]  因為這個才是決志
[00:05:52.540 --> 00:05:53.840]  決什麼志
[00:05:53.840 --> 00:05:55.240]  那個志向是
[00:05:55.240 --> 00:05:57.240]  我們真的要讓耶穌基督
[00:05:57.240 --> 00:05:59.340]  不單止成為我們的救主
[00:05:59.340 --> 00:06:01.040]  那個是一半的福音
[00:06:01.040 --> 00:06:03.740]  耶穌基督要成為你生命的主
[00:06:03.740 --> 00:06:05.640]  以至到你由決志之後
[00:06:05.640 --> 00:06:07.540]  所過的每一個日子
[00:06:07.540 --> 00:06:11.240]  你已經是在上帝的掌權裡面
[00:06:11.240 --> 00:06:12.540]  在上帝的掌權裡面
[00:06:12.540 --> 00:06:13.740]  不是上帝很威風
[00:06:13.740 --> 00:06:15.440]  上帝很高壓
[00:06:15.440 --> 00:06:16.940]  控制了你的事情
[00:06:16.940 --> 00:06:19.140]  而是你在上帝的掌權裡面
[00:06:19.140 --> 00:06:21.740]  你就在上帝的保護裡面
[00:06:21.740 --> 00:06:22.940]  你是軟弱的
[00:06:22.940 --> 00:06:24.140]  我是軟弱的
[00:06:24.140 --> 00:06:26.840]  但是我們的上帝卻是剛強的
[00:06:26.840 --> 00:06:30.240]  所以盼望當我們有這樣的思維的時候
[00:06:30.240 --> 00:06:31.540]  我們要去認定
[00:06:31.540 --> 00:06:33.340]  當我們說要抗止上帝的角度
[00:06:33.340 --> 00:06:35.340]  當然是在說傳福音
[00:06:35.340 --> 00:06:38.040]  因為希望整個屋邨
[00:06:38.040 --> 00:06:39.240]  整個地區
[00:06:39.240 --> 00:06:41.140]  整個國家都是歸向耶穌
[00:06:41.140 --> 00:06:42.340]  但是我都很坦白
[00:06:42.340 --> 00:06:43.640]  在歷史裡面去看
[00:06:43.640 --> 00:06:45.440]  很多地方都曾經是
[00:06:45.440 --> 00:06:47.640]  被稱為基督教的國家
[00:06:47.640 --> 00:06:48.740]  但是也都很坦白
[00:06:48.740 --> 00:06:49.940]  邪惡的軸心
[00:06:49.940 --> 00:06:51.140]  很多破壞聖經
[00:06:51.140 --> 00:06:52.440]  規矩的理論
