
[00:00:00.000 --> 00:00:04.480]  上一次我和大家開始了介紹《士司記》
[00:00:04.480 --> 00:00:08.340]  今天要講《士司記》的第一章和第二章
[00:00:08.340 --> 00:00:11.060]  介紹的時候我都和大家講過
[00:00:11.060 --> 00:00:15.460]  《士司記》不單止是講到《士司記》所發生的事
[00:00:15.460 --> 00:00:18.320]  亦都有前期和後期
[00:00:18.320 --> 00:00:20.460]  今天所講的一至二章
[00:00:20.460 --> 00:00:23.280]  就是前期所發生的事
[00:00:23.280 --> 00:00:28.140]  後期就是在《士司記》的十七至二十一章
[00:00:28.140 --> 00:00:30.400]  一共有五章的經文
[00:00:30.400 --> 00:00:34.920]  我今天要講的是以色列的黑暗期
[00:00:34.920 --> 00:00:37.720]  在失敗中的希望
[00:00:37.720 --> 00:00:41.840]  究竟我們在以色列人這麼黑暗的一個時代
[00:00:41.840 --> 00:00:43.840]  能夠學到些什麼
[00:00:43.840 --> 00:00:46.760]  又有些什麼希望能夠給我們
[00:00:46.760 --> 00:00:51.920]  我們等會結束的時候會回來看這一點
[00:00:51.920 --> 00:00:57.400]  在講介紹《士司記》的時候我都講過
[00:00:57.400 --> 00:01:01.580]  其實猶太人手上的聖經有一個好處
[00:01:01.580 --> 00:01:04.080]  就是他們的編排
[00:01:04.080 --> 00:01:07.800]  能夠將《律法書》和《前線之書》
[00:01:07.800 --> 00:01:11.280]  有一個非常鮮明的對比
[00:01:11.280 --> 00:01:14.200]  就是讓我們看到在《律法書》裏面
[00:01:14.200 --> 00:01:16.520]  充滿了神的應許
[00:01:16.520 --> 00:01:18.760]  充滿了神的恩典
[00:01:18.760 --> 00:01:22.080]  讓他們有地的應許 後裔的應許
[00:01:22.080 --> 00:01:24.680]  這一切都不是他們所配接受
[00:01:24.680 --> 00:01:27.000]  這一切都是神的恩典
[00:01:27.000 --> 00:01:30.080]  但是在《前線之書》開始
[00:01:30.080 --> 00:01:34.960]  尤其是在《士司記》我們看到猶太人開始失敗
[00:01:34.960 --> 00:01:38.840]  他們被敵人征服成為奴僕
[00:01:38.840 --> 00:01:41.680]  究竟出現了什麼問題
[00:01:41.680 --> 00:01:44.840]  在《士司記》的二章七節
[00:01:44.840 --> 00:01:48.000]  和《約書亞記》的二十四章三十一節
[00:01:48.000 --> 00:01:50.600]  都有很相似的經文
[00:01:50.600 --> 00:01:54.480]  說「約書亞在世」和「約書亞死後」
[00:01:54.480 --> 00:01:59.640]  那些知道耶和華為以色列人所行諸事的長老
[00:01:59.640 --> 00:02:04.360]  還在的時候 以色列人侍奉耶和華
[00:02:04.360 --> 00:02:08.080]  但是很可惜 很快就有新的一代興起
[00:02:08.080 --> 00:02:10.600]  他們是不認識約書亞
[00:02:10.600 --> 00:02:13.320]  也不認識約書亞的神
[00:02:13.320 --> 00:02:16.640]  所以他們沒有辦法享受從神而來
[00:02:16.640 --> 00:02:21.360]  在《律法書》裏面給他們的恩典 給他們的應許
[00:02:21.360 --> 00:02:25.600]  他們各人編行紀錄 任意而為
[00:02:25.600 --> 00:02:29.800]  這段可以說是以色列人的歷史當中
[00:02:29.800 --> 00:02:32.000]  最黑暗的時期
[00:02:32.000 --> 00:02:33.920]  另外有一件事
[00:02:33.920 --> 00:02:36.040]  就是在約書亞的時候
[00:02:36.040 --> 00:02:39.520]  我們看到約書亞是全國的領袖
[00:02:39.520 --> 00:02:43.720]  全部十二支派他們都合作 服從神
[00:02:43.720 --> 00:02:45.960]  走在神的旨意裏面
[00:02:45.960 --> 00:02:47.480]  但是在《士司記》裏面
[00:02:47.480 --> 00:02:51.160]  我們看到他們沒有一個全國的領袖
[00:02:51.160 --> 00:02:53.040]  當神興起領袖的時候
[00:02:53.040 --> 00:02:56.160]  在其中一個支派興起一個領袖
[00:02:56.160 --> 00:02:59.280]  是地區城 而不是全國城
[00:02:59.280 --> 00:03:03.480]  這是一個很大的分別
[00:03:03.480 --> 00:03:06.440]  《士司記》開始的時候
[00:03:06.440 --> 00:03:09.200]  雖然約書亞是死了
[00:03:09.200 --> 00:03:13.440]  但是以色列人曾經經歷一連串的成功
[00:03:13.440 --> 00:03:16.400]  他們最初是很有智慧
[00:03:16.400 --> 00:03:18.640]  他們尋求神的旨意
[00:03:18.640 --> 00:03:22.480]  在《士司記》的一章一節 他們求問耶和華
[00:03:22.480 --> 00:03:27.200]  「我們中間誰當首先上去攻打加南人
[00:03:27.200 --> 00:03:28.640]  與他們爭戰?」
[00:03:28.640 --> 00:03:31.360]  他們是求問神的旨意
[00:03:31.360 --> 00:03:36.320]  於是神就差派猶大支派來帶領他們
[00:03:36.320 --> 00:03:38.200]  為什麼是猶大支派?
[00:03:38.200 --> 00:03:41.840]  我相信因為猶大支派是黃的支派
[00:03:41.840 --> 00:03:44.080]  我們知道大衛 耶穌 基督
[00:03:44.080 --> 00:03:46.080]  都是出於猶大支派
[00:03:46.080 --> 00:03:50.480]  在《創世紀》的四十九章八至九節
[00:03:50.480 --> 00:03:56.080]  猶大支派與西面支派合作
[00:03:56.080 --> 00:04:00.680]  猶大支派與西面支派的始祖是誰?
[00:04:00.680 --> 00:04:02.600]  猶大和西面
[00:04:02.600 --> 00:04:04.560]  兩個是兩兄弟
[00:04:04.560 --> 00:04:07.640]  兩個都是利亞所生的
[00:04:07.640 --> 00:04:11.040]  我們知道雅閣有很多兒子
[00:04:11.040 --> 00:04:16.160]  第一個太太利亞就是生了由西面和猶大
[00:04:16.160 --> 00:04:19.480]  所以這兩個支派是非常親近
[00:04:19.480 --> 00:04:21.440]  如果我們記得
[00:04:21.440 --> 00:04:24.680]  最初約書亞封地的時候
[00:04:24.680 --> 00:04:29.760]  西面支派的封地就在猶大支派的裡面
[00:04:29.760 --> 00:04:33.640]  所以這兩個支派是非常親密
[00:04:33.640 --> 00:04:35.800]  當他們走在神的旨意
[00:04:35.800 --> 00:04:39.720]  神就帶領他們戰勝比利洗人
[00:04:39.720 --> 00:04:42.520]  加南人其中一族比利洗
[00:04:42.520 --> 00:04:46.000]  他們是戰勝了比息王
[00:04:46.000 --> 00:04:48.200]  將比息王擒拿
[00:04:48.200 --> 00:04:53.000]  還將比息王的手指和腳趾砍下來
[00:04:53.000 --> 00:04:54.840]  使得他不能逃跑
[00:04:54.840 --> 00:04:58.160]  也不能再使用武器
[00:04:58.160 --> 00:05:01.480]  這個比息王就說真的報應了
[00:05:01.480 --> 00:05:05.000]  原來他之前打贏了七十個王
[00:05:05.000 --> 00:05:07.640]  他同樣這樣對待他們
[00:05:07.640 --> 00:05:11.240]  就是砍了他們的手指和腳趾
[00:05:11.240 --> 00:05:14.120]  戰勝了比息王之後
[00:05:14.120 --> 00:05:17.360]  第二個目標就是耶路撒冷
[00:05:17.360 --> 00:05:20.800]  經文說他們雖然征服了耶路撒冷
[00:05:20.800 --> 00:05:23.400]  但是不能夠完全佔領
[00:05:23.400 --> 00:05:26.520]  不能夠趕出耶布斯人
[00:05:26.520 --> 00:05:31.800]  耶路撒冷其實在猶大和別亞敏支派當中
[00:05:31.800 --> 00:05:33.120]  在約書亞的時候
[00:05:33.120 --> 00:05:36.360]  這兩個支派就是猶大支派和別亞敏
[00:05:36.360 --> 00:05:38.520]  已經攻打耶布斯人
[00:05:38.520 --> 00:05:43.160]  但是他們都不能夠將耶布斯人完全趕出去
[00:05:43.160 --> 00:05:45.680]  這個要到了大衛的時候
[00:05:45.680 --> 00:05:49.760]  才能夠將耶布斯人徹底趕出去
[00:05:49.760 --> 00:05:51.560]  征服耶路撒冷
[00:05:51.560 --> 00:05:54.600]  使耶路撒冷成為大衛之城
[00:05:54.600 --> 00:05:57.840]  使耶路撒冷成為以色列人的首都
[00:05:57.840 --> 00:06:01.760]  這個是大衛時候會發生的事
[00:06:01.760 --> 00:06:05.520]  其實這個問題今時今日仍然存在
[00:06:05.520 --> 00:06:08.800]  猶大人透過六日的戰爭
[00:06:08.800 --> 00:06:12.080]  1967年征服了耶路撒冷
[00:06:12.080 --> 00:06:15.440]  但是他們不能夠將全部的敵人趕出去
[00:06:15.440 --> 00:06:19.160]  到今時今日仍然存在這個問題
[00:06:19.160 --> 00:06:21.760]  世人仍然在質疑
[00:06:21.760 --> 00:06:26.480]  究竟所謂的巴勒斯坦是否屬於以色列人
[00:06:26.480 --> 00:06:30.760]  以色列人究竟有沒有權柄來控制耶路撒冷
[00:06:30.760 --> 00:06:34.480]  今時今日仍然這個問題都存在
[00:06:34.480 --> 00:06:38.160]  這個我相信是要到耶穌基督再次回來
[00:06:38.160 --> 00:06:41.960]  帶領以色列人得到全面的勝利
[00:06:41.960 --> 00:06:45.120]  完全征服耶路撒冷
[00:06:45.120 --> 00:06:47.720]  有一樣東西是很有趣的
[00:06:47.720 --> 00:06:52.920]  猶太人看預言和我們看預言是很不同的
[00:06:52.920 --> 00:06:55.440]  我們看預言是怎樣看的
[00:06:55.440 --> 00:06:56.960]  有沒有應驗
[00:06:56.960 --> 00:06:59.680]  是否靈驗這個預言
[00:06:59.680 --> 00:07:01.680]  猶太人看預言
[00:07:01.680 --> 00:07:05.680]  是一個重複發生的模式
[00:07:05.680 --> 00:07:08.480]  這個就是猶太人看預言
[00:07:08.480 --> 00:07:12.040]  是一個重複發生的模式
[00:07:12.040 --> 00:07:16.160]  這件事讓我們看到其實這裡有一個預言
[00:07:16.160 --> 00:07:19.480]  耶路撒冷昔日在耶布斯人的手上
[00:07:19.480 --> 00:07:22.040]  以色列人不能夠將他們趕出去
[00:07:22.040 --> 00:07:25.680]  今時今日耶路撒冷仍然有敵人存在
[00:07:25.680 --> 00:07:29.040]  以色列人不能夠將他們完全趕出去
[00:07:29.040 --> 00:07:32.000]  要到耶穌基督再次來臨
[00:07:32.000 --> 00:07:35.200]  問題是他們是否願意接受耶穌基督
[00:07:35.200 --> 00:07:37.200]  預言已經存在
[00:07:37.200 --> 00:07:40.120]  重複的模式已經存在
[00:07:40.120 --> 00:07:42.200]  只差他們是否知道
[00:07:42.200 --> 00:07:46.680]  他們要到最後七年的大災難之後
[00:07:46.680 --> 00:07:49.120]  他們才會接受耶穌基督
[00:07:49.120 --> 00:07:52.320]  才會看見原來這個模式
[00:07:52.320 --> 00:07:54.640]  一直在他們的歷史當中
[00:07:54.640 --> 00:08:01.480]  這個預言很清楚正是向著他們說話
[00:08:01.480 --> 00:08:04.080]  攻打完耶路撒冷
[00:08:04.080 --> 00:08:09.200]  他們就向耶路撒冷的西南面進攻
[00:08:09.200 --> 00:08:12.680]  這個地方是包括了希伯倫
[00:08:12.680 --> 00:08:14.680]  其實在約書亞的時候
[00:08:14.680 --> 00:08:18.840]  已經將希伯倫賜給了加納
[00:08:18.840 --> 00:08:22.080]  因為他在樹加底斯巴尼亞
[00:08:22.080 --> 00:08:25.440]  未入加南地的時候對神忠心
[00:08:25.440 --> 00:08:30.120]  只有他和約書亞兩個認為應該進入加南地
[00:08:30.120 --> 00:08:34.000]  其餘十個探子都不願意進入
[00:08:34.000 --> 00:08:35.840]  為何不願意進入?
[00:08:35.840 --> 00:08:38.400]  因為加南地是有巨人
[00:08:38.400 --> 00:08:42.560]  而希伯倫這個地方就是充滿巨人
[00:08:42.560 --> 00:08:43.920]  有什麼人呢?
[00:08:43.920 --> 00:08:47.760]  有士西、亞希萬和達米
[00:08:47.760 --> 00:08:50.080]  這些都是巨人族
[00:08:50.080 --> 00:08:52.240]  都是屬於亞納族人
[00:08:52.240 --> 00:08:53.800]  是巨人來的
[00:08:53.800 --> 00:08:56.880]  所以最初以色列人是不敢進入
[00:08:56.880 --> 00:08:59.120]  只有約書亞和加納
[00:08:59.120 --> 00:09:02.560]  是希望進入來征服這個地
