
[00:00:00.000 --> 00:00:03.000]  領導就是打造一個健康的生態
[00:00:03.000 --> 00:00:06.000]  剛纔那段經文裏面告訴我們
[00:00:06.000 --> 00:00:10.000]  主耶穌很重視我們會不會結果子
[00:00:10.000 --> 00:00:15.000]  主耶穌很重視我們會不會結果子
[00:00:15.000 --> 00:00:19.000]  我四十年前信耶穌
[00:00:19.000 --> 00:00:24.000]  當時全港的基督徒人口人數大概百分之三
[00:00:26.000 --> 00:00:31.000]  四十年後,今天全港基督徒人數基本上沒有增長
[00:00:31.000 --> 00:00:38.000]  如果耶穌來到的話,他會找到果子嗎?
[00:00:38.000 --> 00:00:41.000]  教會已經四十年了
[00:00:41.000 --> 00:00:46.000]  四十年來有多少果子在這裏呢?
[00:00:46.000 --> 00:00:51.000]  是不是我們所有的基督徒和教會都要反省呢?
[00:00:53.000 --> 00:00:56.000]  在剛纔我們所讀耶穌的比喻裏面講到
[00:00:56.000 --> 00:01:00.000]  在葡萄園裏面有一棵的無花果
[00:01:00.000 --> 00:01:05.000]  不是有很多無花果和它相差資源,只有一棵
[00:01:05.000 --> 00:01:08.000]  但竟然沒有果子
[00:01:08.000 --> 00:01:12.000]  於是原主就說,三年來無花果樹都沒有果子
[00:01:12.000 --> 00:01:16.000]  不如把它砍掉吧
[00:01:16.000 --> 00:01:20.000]  道理在哪裏呢?何必白佔地圖呢?
[00:01:22.000 --> 00:01:26.000]  接着主就說,今年請留下吧
[00:01:26.000 --> 00:01:29.000]  或許泥土不要,讓我去除去泥土
[00:01:29.000 --> 00:01:34.000]  然後再加上縫,很明顯是有機種植的
[00:01:34.000 --> 00:01:40.000]  如果仍然沒有果子的話,就把它砍掉吧
[00:01:40.000 --> 00:01:49.000]  在這裏,很明顯耶穌不是在教我們原藝
[00:01:50.000 --> 00:01:53.000]  對不對?不是在教我們種樹
[00:01:53.000 --> 00:01:57.000]  而是在教我們做人的道理
[00:01:57.000 --> 00:02:00.000]  《讓夫音》十五章二帖這樣說
[00:02:00.000 --> 00:02:04.000]  我是真葡萄樹,我父是栽種的人
[00:02:04.000 --> 00:02:10.000]  凡是不結果子的枝子,就把它砍掉
[00:02:10.000 --> 00:02:14.000]  凡結果子,我就收你乾淨
[00:02:15.000 --> 00:02:20.000]  是枝子結更多果子,不結果子的就把它砍掉
[00:02:20.000 --> 00:02:23.000]  就算結果子也要收你
[00:02:23.000 --> 00:02:27.000]  目的是什麼呢?結更多的果子
[00:02:27.000 --> 00:02:32.000]  上一回跟大家講到教會只做三件事
[00:02:32.000 --> 00:02:34.000]  其他事我們不做了
[00:02:34.000 --> 00:02:37.000]  第一件事就是愛神
[00:02:37.000 --> 00:02:40.000]  第二件事就是愛人
[00:02:40.000 --> 00:02:42.000]  第三件事就是服侍
[00:02:43.000 --> 00:02:45.000]  用心盡,性盡,義盡力,愛主你的神
[00:02:45.000 --> 00:02:47.000]  其次就是愛人如己
[00:02:47.000 --> 00:02:51.000]  愛是一個動詞,而不是正面的感受
[00:02:51.000 --> 00:02:57.000]  只可惜,教會誤會了這個字
[00:02:57.000 --> 00:03:01.000]  以爲教會是講一種情緒
[00:03:01.000 --> 00:03:04.000]  講一種感覺,一種感受
[00:03:04.000 --> 00:03:08.000]  結果,教會濫情
[00:03:09.000 --> 00:03:14.000]  情感氾濫,以爲教會走上了一個不健康的生態
[00:03:14.000 --> 00:03:18.000]  當我做社工的時候,我去到一條戒毒村
[00:03:18.000 --> 00:03:25.000]  很早就去到,見到兄弟們正在田裏面淋水
[00:03:25.000 --> 00:03:29.000]  有些菜枯了葉子就撕了出去
[00:03:29.000 --> 00:03:33.000]  突然間那個村長就跟我說
[00:03:33.000 --> 00:03:36.000]  那個負責戒毒村的村長就跟我說
[00:03:37.000 --> 00:03:39.000]  當時我還是社工,就跟我說
[00:03:39.000 --> 00:03:42.000]  梁sir,你跟我們分享一下
[00:03:42.000 --> 00:03:45.000]  我就跟那羣戒毒的兄弟們說
[00:03:45.000 --> 00:03:49.000]  我想問問你們,你們知不知道爲什麼要撕掉枯葉
[00:03:49.000 --> 00:03:55.000]  他們回答我,撕掉枯葉,那些菜就更加健康
[00:03:55.000 --> 00:03:58.000]  那就不用浪費了一些營養
[00:03:58.000 --> 00:04:02.000]  我就跟他們說
[00:04:04.000 --> 00:04:07.000]  我們的父親要修理我們
[00:04:07.000 --> 00:04:10.000]  要我們撕掉那些白粉印
[00:04:10.000 --> 00:04:12.000]  要我們撕掉那些煙印
[00:04:12.000 --> 00:04:15.000]  要我們撕掉那些不好的,沉溺的行爲
[00:04:15.000 --> 00:04:18.000]  不是要加痛苦給我們
[00:04:18.000 --> 00:04:21.000]  是想我們結果子
[00:04:21.000 --> 00:04:25.000]  不要恨天父,不要恨父母
[00:04:25.000 --> 00:04:29.000]  不要恨愛我們的人,爲什麼送你們到這裏戒毒
[00:04:29.000 --> 00:04:33.000]  因爲你的人生應該是結果子的人生
[00:04:35.000 --> 00:04:39.000]  因爲教會不能成長,因爲有很多的人頭
[00:04:39.000 --> 00:04:44.000]  個人不能成長,因爲有很多的責稿
[00:04:44.000 --> 00:04:49.000]  除非我們將他們撕掉,這些不健康的事
[00:04:49.000 --> 00:04:53.000]  否則我們很難健康地成長
[00:04:53.000 --> 00:04:56.000]  教會經常講愛心
[00:04:56.000 --> 00:04:59.000]  那種愛只不過是一種heroes的愛
[00:04:59.000 --> 00:05:02.000]  一種情慾的愛,感受的愛
[00:05:03.000 --> 00:05:05.000]  是一種兄弟的愛,是一種親情的愛
[00:05:05.000 --> 00:05:10.000]  但耶穌天父所講的是阿加皮的愛
[00:05:10.000 --> 00:05:14.000]  阿加皮的愛有什麼不同
[00:05:14.000 --> 00:05:17.000]  不會濫情,不會繁情
[00:05:17.000 --> 00:05:23.000]  我們在討論前線第十三章的愛之章的時候
[00:05:23.000 --> 00:05:28.000]  那裏所講的愛,沒有一個字是講感受的
[00:05:30.000 --> 00:05:33.000]  愛不嫉妒,不自誇,不張狂,不做害羞的事
[00:05:33.000 --> 00:05:36.000]  不求自己的益處,不喜歡不義,只喜歡真理
[00:05:36.000 --> 00:05:39.000]  全部都是講行爲的
[00:05:39.000 --> 00:05:45.000]  教會要健康,不是情感的愛
[00:05:45.000 --> 00:05:48.000]  是上帝的愛
[00:05:48.000 --> 00:05:53.000]  而上帝的愛,容易明白的話,是父母的愛
[00:05:53.000 --> 00:05:58.000]  有哪一個做父母的,不管教自己的兒女
[00:05:59.000 --> 00:06:01.000]  只是愛他而不管教
[00:06:01.000 --> 00:06:05.000]  如果只是愛他而不管教的話,我們是害了兒女
[00:06:05.000 --> 00:06:08.000]  我們的兒女也不會改變
[00:06:08.000 --> 00:06:15.000]  事實上,除非那個父母對於兒女有很強烈的虧欠感
[00:06:15.000 --> 00:06:20.000]  纔要縱容他,否則健康的父母一定會教導他
[00:06:20.000 --> 00:06:23.000]  父母教導孩子的目的不是加痛苦給他
[00:06:23.000 --> 00:06:27.000]  而是想他人生精彩,結滿果子
[00:06:29.000 --> 00:06:31.000]  事實上教會里面有人
[00:06:31.000 --> 00:06:34.000]  因爲教會里面每個人濫情濫愛的時候
[00:06:34.000 --> 00:06:37.000]  於是他們百戰地土
[00:06:37.000 --> 00:06:40.000]  沒有好好做好他們要做的工作
[00:06:40.000 --> 00:06:44.000]  結果教會之間被淘得一空
[00:06:44.000 --> 00:06:48.000]  無論在家庭也好,無論在公司也好
[00:06:48.000 --> 00:06:51.000]  我們怎麼可以這樣呢?
[00:06:51.000 --> 00:06:53.000]  這樣對他有好處嗎?
[00:06:53.000 --> 00:06:56.000]  是幫了他,還是害了他呢?
[00:06:58.000 --> 00:07:02.000]  在我年少的時候,我讀的一所基督教中學
[00:07:02.000 --> 00:07:05.000]  方文仔一定要去參與早會
[00:07:05.000 --> 00:07:07.000]  早會一定是站着聽的,對不對?
[00:07:07.000 --> 00:07:10.000]  不知道有沒有這樣的經驗過
[00:07:10.000 --> 00:07:14.000]  我們早會是站着聽牧師講道的
[00:07:14.000 --> 00:07:18.000]  我們站得這麼辛苦,你們講好一點,對不對?
[00:07:18.000 --> 00:07:21.000]  我又這麼早起牀,你們又講道
[00:07:21.000 --> 00:07:23.000]  但那個牧師是這樣講的
[00:07:23.000 --> 00:07:26.000]  你們這麼早起牀上學,爲了什麼?
[00:07:27.000 --> 00:07:28.000]  爲了兩餐
[00:07:28.000 --> 00:07:30.000]  爲了兩餐?
[00:07:30.000 --> 00:07:33.000]  所以我很看不起基督教
[00:07:33.000 --> 00:07:36.000]  你記得上次我說過
[00:07:36.000 --> 00:07:39.000]  那些人反基督,不是反基督
[00:07:39.000 --> 00:07:45.000]  是反這些沒有基督味道的基督徒所講的福音
[00:07:45.000 --> 00:07:50.000]  我又見過一個牧師
[00:07:50.000 --> 00:07:54.000]  他講道的時候,崇拜開始了
[00:07:55.000 --> 00:07:57.000]  不見人
[00:07:57.000 --> 00:08:00.000]  講道的時候,才從辦事處走過來
[00:08:00.000 --> 00:08:02.000]  就講道
[00:08:02.000 --> 00:08:04.000]  講完道之後,你們繼續崇拜
[00:08:04.000 --> 00:08:06.000]  他就出去街上買菜
[00:08:06.000 --> 00:08:11.000]  教會的人說,這樣的牧師怎麼行?
[00:08:11.000 --> 00:08:14.000]  其他人就說,包容一下吧,包容一下吧
[00:08:14.000 --> 00:08:16.000]  包不包容?
[00:08:16.000 --> 00:08:21.000]  有人講道爲了兩餐
[00:08:22.000 --> 00:08:25.000]  有人講道只是純粹要求他走路
[00:08:25.000 --> 00:08:27.000]  我就講給你們聽
[00:08:27.000 --> 00:08:31.000]  很多時候
[00:08:31.000 --> 00:08:36.000]  教牧童工在講道這個位置上
[00:08:36.000 --> 00:08:38.000]  是要非常小心
[00:08:38.000 --> 00:08:43.000]  有一次我和教牧童工在一間餐廳喫飯
[00:08:43.000 --> 00:08:48.000]  有個教牧叫了排骨炒麪
[00:08:50.000 --> 00:08:53.000]  誰知道那排骨炒麪送了幾隻蟑螂腳
[00:08:53.000 --> 00:08:58.000]  於是他就投訴
[00:08:58.000 --> 00:09:01.000]  他的投訴對不對?
[00:09:01.000 --> 00:09:05.000]  對,你也頂不住了
[00:09:05.000 --> 00:09:07.000]  我明明爲豉油王炒麪
[00:09:07.000 --> 00:09:09.000]  你弄個蟑螂腳炒麪給我
[00:09:09.000 --> 00:09:11.000]  你也接受不了
[00:09:11.000 --> 00:09:13.000]  所以我和教牧童工說
[00:09:13.000 --> 00:09:15.000]  我們講道一樣
[00:09:15.000 --> 00:09:17.000]  怎麼可以喫蝦
[00:09:17.000 --> 00:09:19.000]  怎麼可以被蟑螂炒麪
[00:09:21.000 --> 00:09:25.000]  每一篇講章都要用心去做
[00:09:25.000 --> 00:09:29.000]  會衆才能得到牧羊
[00:09:29.000 --> 00:09:33.000]  有時候我覺得各位會衆也有責任
[00:09:33.000 --> 00:09:37.000]  耶穌基督是一個抗夜的講員
[00:09:37.000 --> 00:09:40.000]  對不對?
[00:09:40.000 --> 00:09:42.000]  祂沒有固定位置
[00:09:42.000 --> 00:09:43.000]  祂在山邊又講
[00:09:43.000 --> 00:09:44.000]  在海邊又講
[00:09:44.000 --> 00:09:45.000]  祂是一個抗夜的講員
[00:09:45.000 --> 00:09:47.000]  抗夜的講員有什麼特別呢?
[00:09:48.000 --> 00:09:50.000]  腦中清曉全部存在
[00:09:50.000 --> 00:09:52.000]  你要講得悶一點
[00:09:52.000 --> 00:09:53.000]  祂就會起身離開
[00:09:53.000 --> 00:09:56.000]  在這些講道里
[00:09:56.000 --> 00:09:57.000]  人們都會出聲說話
[00:09:57.000 --> 00:10:00.000]  他們以爲你講我講就是講道
[00:10:00.000 --> 00:10:04.000]  但是耶穌基督是一個抗夜的講員
[00:10:04.000 --> 00:10:06.000]  能夠吸引其他人
[00:10:06.000 --> 00:10:10.000]  但是在教會里面的會衆
[00:10:10.000 --> 00:10:11.000]  就很有禮貌
[00:10:11.000 --> 00:10:14.000]  就算講員講得多麼差
[00:10:14.000 --> 00:10:17.000]  都睜大眼睛好像很專心地聽
[00:10:18.000 --> 00:10:20.000]  所以培育了很多很不好的講員
[00:10:20.000 --> 00:10:25.000]  作爲一個主任牧師
[00:10:25.000 --> 00:10:27.000]  我第一優先要看的
[00:10:27.000 --> 00:10:30.000]  就是要看我們的教牧童工
[00:10:30.000 --> 00:10:33.000]  第二要看的就是看我們的辦事童工
[00:10:33.000 --> 00:10:36.000]  接着要看我們的領袖
[00:10:36.000 --> 00:10:38.000]  看我們的主學老師
[00:10:38.000 --> 00:10:39.000]  團契的導師
[00:10:39.000 --> 00:10:42.000]  爲什麼一定要看着他們呢?
[00:10:42.000 --> 00:10:44.000]  跟他們一起去談
[00:10:44.000 --> 00:10:45.000]  一起去想
[00:10:46.000 --> 00:10:50.000]  因爲他們是打造教會健康環境最重要的人
[00:10:50.000 --> 00:10:55.000]  有一個十五歲的廚神
[00:10:55.000 --> 00:10:57.000]  最近我聽心機聽到一個十五歲的廚神
[00:10:57.000 --> 00:11:01.000]  十五歲做廚神
[00:11:01.000 --> 00:11:03.000]  已經登上國際的飲食雜誌裏面
[00:11:03.000 --> 00:11:07.000]  而且世界各國的那些大的酒店都要請他
[00:11:07.000 --> 00:11:10.000]  爲什麼他會做廚神呢?
[00:11:10.000 --> 00:11:12.000]  因爲十歲的時候媽媽煮的東西太難喫
[00:11:12.000 --> 00:11:14.000]  所以他決定自己學煮菜
[00:11:15.000 --> 00:11:16.000]  他很用心去學
[00:11:16.000 --> 00:11:18.000]  十二歲他已經開了一間餐廳
[00:11:18.000 --> 00:11:22.000]  十五歲已經成爲了世界級的名廚
[00:11:22.000 --> 00:11:24.000]  問他爲什麼呢?
[00:11:24.000 --> 00:11:26.000]  因爲他用心去做
[00:11:26.000 --> 00:11:32.000]  打造一間健康教會的生態的環境
[00:11:32.000 --> 00:11:33.000]  其實不難
[00:11:33.000 --> 00:11:36.000]  只要用心去做
[00:11:36.000 --> 00:11:40.000]  用不用心
[00:11:40.000 --> 00:11:43.000]  弟兄姊妹看在眼裏
[00:11:43.000 --> 00:11:44.000]  人人明白
[00:11:46.000 --> 00:11:50.000]  究竟打造一個健康的生態
[00:11:50.000 --> 00:11:52.000]  一個生態真的那麼重要嗎?
[00:11:52.000 --> 00:11:55.000]  我們問問一個園藝專家
[00:11:55.000 --> 00:11:58.000]  園藝專家會告訴我們
[00:11:58.000 --> 00:12:00.000]  如果你想有一個美麗的花圃
[00:12:00.000 --> 00:12:01.000]  花會開花的話
[00:12:01.000 --> 00:12:02.000]  樹木會結果的話
[00:12:02.000 --> 00:12:04.000]  首先你要選擇一個地方
[00:12:04.000 --> 00:12:07.000]  那個地方太陽是曬得到的
[00:12:07.000 --> 00:12:11.000]  你在山洞裏就沒得說了
[00:12:11.000 --> 00:12:14.000]  太陽是曬得到的
[00:12:14.000 --> 00:12:16.000]  然後你做番土
[00:12:16.000 --> 00:12:17.000]  播種
[00:12:17.000 --> 00:12:19.000]  臨水
[00:12:19.000 --> 00:12:20.000]  施肥
[00:12:20.000 --> 00:12:21.000]  除蟲
[00:12:21.000 --> 00:12:22.000]  拔草
[00:12:22.000 --> 00:12:25.000]  每一樣東西都不可以馬馬虎虎
[00:12:25.000 --> 00:12:29.000]  然後它就會發芽
[00:12:29.000 --> 00:12:30.000]  生長
[00:12:30.000 --> 00:12:31.000]  開花
[00:12:31.000 --> 00:12:32.000]  結果
[00:12:32.000 --> 00:12:37.000]  如果你問一問一個護幼園
[00:12:37.000 --> 00:12:40.000]  打造一個健康的生態重要嗎?
[00:12:40.000 --> 00:12:43.000]  護幼園會告訴你
[00:12:45.000 --> 00:12:46.000]  助產時
[00:12:46.000 --> 00:12:48.000]  我先講助產時
[00:12:48.000 --> 00:12:50.000]  助產時會告訴你
[00:12:50.000 --> 00:12:53.000]  當嬰孩還在胎兒的時候
[00:12:53.000 --> 00:12:55.000]  在母腹的九個月裏
[00:12:55.000 --> 00:12:59.000]  子宮的健康環境是非常重要
[00:12:59.000 --> 00:13:01.000]  幾乎是要求完美的
[00:13:01.000 --> 00:13:03.000]  稍微出現問題
[00:13:03.000 --> 00:13:04.000]  就會流產
[00:13:04.000 --> 00:13:09.000]  如果硬生出來的話
[00:13:09.000 --> 00:13:11.000]  會有嚴重的後遺症
[00:13:11.000 --> 00:13:13.000]  如果問護幼園的話
[00:13:13.000 --> 00:13:15.000]  孩子出世之後會怎麼樣?
[00:13:15.000 --> 00:13:17.000]  護幼園會告訴你
[00:13:17.000 --> 00:13:21.000]  如果幼兒成長的地方不健康的話
[00:13:21.000 --> 00:13:24.000]  孩子長大就會不健康
[00:13:24.000 --> 00:13:26.000]  甚至會死
[00:13:26.000 --> 00:13:30.000]  羅馬尼亞獨裁者受西斯古
[00:13:30.000 --> 00:13:34.000]  他將孤兒全部放在一間房間裏
[00:13:34.000 --> 00:13:35.000]  由幾個人去照顧
[00:13:35.000 --> 00:13:36.000]  不會抱他們
[00:13:36.000 --> 00:13:38.000]  不會理會他們
[00:13:38.000 --> 00:13:40.000]  只是給他們食物就算了
[00:13:40.000 --> 00:13:43.000]  結果這羣孤兒怎麼樣呢?
[00:13:43.000 --> 00:13:45.000]  全部都不健康?
[00:13:45.000 --> 00:13:47.000]  不是
[00:13:47.000 --> 00:13:49.000]  全部都死了
[00:13:49.000 --> 00:13:55.000]  如果你問問外展社工
[00:13:55.000 --> 00:14:00.000]  打造一個健康的環境重要嗎?
[00:14:00.000 --> 00:14:02.000]  外展社工會告訴你
[00:14:02.000 --> 00:14:07.000]  所有少年犯或者出現問題的少年人
[00:14:07.000 --> 00:14:10.000]  幾乎百分之百來自問題家庭
[00:14:10.000 --> 00:14:13.000]  解決問題的青少年
[00:14:13.000 --> 00:14:16.000]  不是建多些監獄或者勞教署
[00:14:16.000 --> 00:14:19.000]  是打造健康的家庭
[00:14:19.000 --> 00:14:23.000]  如果你問一問醫生的話
[00:14:23.000 --> 00:14:25.000]  醫生會告訴你
[00:14:25.000 --> 00:14:27.000]  雖然現在醫學很進步
[00:14:27.000 --> 00:14:30.000]  如果你骨折的時候
[00:14:30.000 --> 00:14:33.000]  醫生沒辦法幫你的骨去生埋
[00:14:33.000 --> 00:14:35.000]  他只可以護理你
[00:14:35.000 --> 00:14:36.000]  幫助傷口複合
[00:14:36.000 --> 00:14:38.000]  最後把自己的骨埋在一起
[00:14:38.000 --> 00:14:39.000]  靠他自己
[00:14:39.000 --> 00:14:41.000]  只要有健康的心態
[00:14:41.000 --> 00:14:42.000]  他會復原
[00:14:42.000 --> 00:14:47.000]  如果你問一問心理的輔導員
[00:14:47.000 --> 00:14:49.000]  打造一個健康的心態重要嗎?
[00:14:49.000 --> 00:14:51.000]  輔導員會告訴你
[00:14:51.000 --> 00:14:55.000]  在我未曾幫助受助人的時候
[00:14:55.000 --> 00:14:59.000]  我纔要打造一個可信任的關係
[00:14:59.000 --> 00:15:02.000]  當建立了這個關係的時候
[00:15:02.000 --> 00:15:04.000]  我纔可以幫助受助人
[00:15:04.000 --> 00:15:07.000]  讓他從心理困擾裏復原過來
[00:15:07.000 --> 00:15:12.000]  或者你們還可以舉很多很多的例子
[00:15:12.000 --> 00:15:15.000]  打造一個健康的心態
[00:15:15.000 --> 00:15:17.000]  是多麼重要
[00:15:17.000 --> 00:15:21.000]  管員會這樣說
[00:15:21.000 --> 00:15:22.000]  主啊
[00:15:22.000 --> 00:15:25.000]  我知道這一棵樹三年來沒有結果子
[00:15:25.000 --> 00:15:26.000]  我知道你又想斬了它
[00:15:26.000 --> 00:15:27.000]  好不好
[00:15:27.000 --> 00:15:30.000]  今年留着它
[00:15:31.000 --> 00:15:34.000]  讓它周圍裏再將泥土搓松
[00:15:34.000 --> 00:15:35.000]  然後再施肥
[00:15:35.000 --> 00:15:37.000]  看它日後會不會結果子
[00:15:37.000 --> 00:15:39.000]  如果還不結果子
