
[00:00:00.000 --> 00:00:03.400]  今天讀《樂天之名》
[00:00:03.400 --> 00:00:07.760]  兩星期前是讀《謝主隆恩》
[00:00:07.760 --> 00:00:10.400]  說到我們年頭2016年1月
[00:00:10.400 --> 00:00:13.400]  大家有新年新願望新年納節
[00:00:13.400 --> 00:00:15.320]  兩星期前說在你納節之前
[00:00:15.320 --> 00:00:17.720]  其實應該將神放在第一位
[00:00:17.720 --> 00:00:19.040]  將神放在第一位
[00:00:19.040 --> 00:00:22.000]  亦都說了怎樣將神放在第一位
[00:00:22.000 --> 00:00:25.720]  我們可能紀念神為我們做過甚麼
[00:00:25.720 --> 00:00:27.480]  紀念神為我們做過甚麼
[00:00:27.480 --> 00:00:29.600]  我們去讚美神去歌頌神
[00:00:29.600 --> 00:00:31.720]  而當中我們去讚美的時候
[00:00:31.720 --> 00:00:33.160]  亦都涉及敬拜
[00:00:33.160 --> 00:00:34.920]  更加是去見證
[00:00:34.920 --> 00:00:36.800]  將我們經歷的事跟人說
[00:00:36.800 --> 00:00:39.080]  所以為甚麼上星期
[00:00:39.080 --> 00:00:42.200]  弟兄姊妹在墨西哥回來會有一段時間
[00:00:42.200 --> 00:00:45.040]  為甚麼要叫他們上來一個一個說見證呢
[00:00:45.040 --> 00:00:47.600]  其實就是用我們紀念神為我們做的事
[00:00:47.600 --> 00:00:49.000]  我們都是感恩
[00:00:49.000 --> 00:00:50.840]  將那件事跟人分享
[00:00:50.840 --> 00:00:54.400]  說完我們準備完了
[00:00:54.400 --> 00:00:55.960]  即是將神分手了
[00:00:55.960 --> 00:01:00.920]  戲肉就是下年應該做甚麼
[00:01:00.920 --> 00:01:04.600]  看看神教是否有些隱世絕技
[00:01:04.600 --> 00:01:08.600]  必定會成功的方法
[00:01:08.600 --> 00:01:13.240]  我們開始可以去定立目標
[00:01:13.240 --> 00:01:14.240]  向前走
[00:01:14.240 --> 00:01:16.680]  一說到目標大家一定有很多目標
[00:01:16.680 --> 00:01:19.160]  我好像不需要教大家去定立目標
[00:01:19.160 --> 00:01:21.680]  大家都總有一些心裏想要的東西
[00:01:21.680 --> 00:01:22.520]  每個人都有
[00:01:22.520 --> 00:01:24.040]  每個人都有自己的目標
[00:01:24.040 --> 00:01:29.360]  這裏只不過是隨便寫了一些出來
[00:01:29.360 --> 00:01:31.920]  有很多弟兄姊妹可能畢業了
[00:01:31.920 --> 00:01:32.840]  在找工作
[00:01:32.840 --> 00:01:36.600]  他的目標就是希望找到一份適合他的工作
[00:01:36.600 --> 00:01:38.480]  有繼續在讀書的
[00:01:38.480 --> 00:01:41.440]  希望當年「知非四點零無敵」這樣畢業
[00:01:41.440 --> 00:01:43.720]  亦都有很多人繼續的
[00:01:43.720 --> 00:01:44.600]  我想賺多點錢
[00:01:44.600 --> 00:01:45.120]  我不知道為甚麼
[00:01:45.120 --> 00:01:46.280]  我就是想賺多點錢
[00:01:46.280 --> 00:01:47.320]  我的目標就是錢
[00:01:47.320 --> 00:01:48.160]  錢錢
[00:01:48.160 --> 00:01:48.880]  不要緊
[00:01:48.880 --> 00:01:49.960]  你的目標是錢
[00:01:49.960 --> 00:01:52.920]  有單身的就希望快點找到另一半
[00:01:52.920 --> 00:01:54.120]  繼續的努力
[00:01:54.120 --> 00:01:55.960]  2014年、2015年都是目標
[00:01:55.960 --> 00:01:58.120]  今天去到2016年都繼續是目標
[00:01:58.120 --> 00:02:00.240]  希望找到一個男朋友或女朋友
[00:02:00.240 --> 00:02:01.720]  亦都有弟兄姊妹
[00:02:01.720 --> 00:02:05.720]  不知為何可能是我們中國人的文化
[00:02:05.720 --> 00:02:07.640]  我們很愛磚頭
[00:02:07.640 --> 00:02:09.800]  我們不知為何我就是要買樓
[00:02:09.800 --> 00:02:10.800]  我就是要買樓
[00:02:10.800 --> 00:02:12.320]  我不知為何就是要買樓
[00:02:12.320 --> 00:02:14.640]  我們大還是小都就是要買樓
[00:02:14.640 --> 00:02:15.680]  不知為何
[00:02:15.680 --> 00:02:16.720]  這是他的目標
[00:02:16.720 --> 00:02:19.240]  亦都有很真實的弟兄姊妹
[00:02:19.240 --> 00:02:20.280]  很想有一個身份
[00:02:20.280 --> 00:02:22.520]  可能想要H1B或者綠卡
[00:02:22.520 --> 00:02:23.160]  希望留下來
[00:02:23.160 --> 00:02:26.280]  用盡方法或者找不同的工作
[00:02:26.280 --> 00:02:27.360]  希望有人贊助他
[00:02:27.360 --> 00:02:29.200]  可以有這個身份
[00:02:29.200 --> 00:02:33.400]  我知道有個弟兄
[00:02:33.400 --> 00:02:34.600]  計劃租來
[00:02:34.600 --> 00:02:36.160]  想買車
[00:02:36.160 --> 00:02:37.160]  想買車
[00:02:37.160 --> 00:02:40.000]  繼續的努力去儲錢去買車
[00:02:40.000 --> 00:02:44.800]  亦都有可能想改善自己的形象
[00:02:44.800 --> 00:02:45.920]  希望在眾人面前
[00:02:45.920 --> 00:02:47.200]  我的明星可以怎樣
[00:02:47.200 --> 00:02:49.000]  不要那麼差
[00:02:49.000 --> 00:02:52.240]  亦都有努力的去運動
[00:02:52.240 --> 00:02:54.120]  希望有好一點的身形
[00:02:54.120 --> 00:02:54.880]  不是為了健康
[00:02:54.880 --> 00:02:56.560]  純粹是好身形
[00:02:56.560 --> 00:02:58.240]  當然繼續的
[00:02:58.240 --> 00:02:59.840]  可能出了工作很久
[00:02:59.840 --> 00:03:02.960]  就很希望在工作或者在不同層面裏
[00:03:02.960 --> 00:03:04.760]  得到更多的權力
[00:03:04.760 --> 00:03:06.640]  甚至更多的自由去做自己的人
[00:03:06.640 --> 00:03:07.840]  我們有很多目標
[00:03:07.840 --> 00:03:09.080]  在座每一個心裏面
[00:03:09.080 --> 00:03:11.360]  都有你自己的目標
[00:03:11.360 --> 00:03:13.320]  大家很希望想知道一樣東西
[00:03:13.320 --> 00:03:15.040]  看聖經或者求問神
[00:03:15.040 --> 00:03:16.800]  我怎樣可以去到目標
[00:03:16.800 --> 00:03:18.480]  可否教我一招絕技
[00:03:18.480 --> 00:03:19.600]  怎樣去到目標
[00:03:19.600 --> 00:03:22.400]  世界有很多的教導
[00:03:22.400 --> 00:03:25.680]  有一句說話很多人都會聽過
[00:03:25.680 --> 00:03:27.240]  忘記背後努力
[00:03:27.240 --> 00:03:29.680]  面前向著標竿直跑
[00:03:29.680 --> 00:03:31.600]  外面的人都會說這些
[00:03:31.600 --> 00:03:32.560]  有時寫卡
[00:03:32.560 --> 00:03:34.200]  有些人都說忘記背後努力
[00:03:34.200 --> 00:03:36.640]  面前
[00:03:36.640 --> 00:03:38.160]  世界的人都在用
[00:03:38.160 --> 00:03:40.000]  每個人都知道都在用
[00:03:40.000 --> 00:03:40.880]  甚至很簡單
[00:03:40.880 --> 00:03:41.600]  一看就明白
[00:03:41.600 --> 00:03:42.760]  即是扔下以前的東西
[00:03:42.760 --> 00:03:44.800]  努力向著你的目標跑
[00:03:44.800 --> 00:03:47.000]  不要理什麼都不要理
[00:03:47.000 --> 00:03:48.600]  大家知不知道這句說話
[00:03:48.600 --> 00:03:51.680]  究竟我希望大家會知道這句說話
[00:03:51.680 --> 00:03:54.120]  是真正的來源是什麼
[00:03:54.120 --> 00:03:57.040]  不是某某在紀念冊
[00:03:57.040 --> 00:03:58.400]  或者不知什麼卡那裏
[00:03:58.400 --> 00:04:00.680]  隨便寫一些好像很
[00:04:00.680 --> 00:04:02.600]  很發人深省
[00:04:02.600 --> 00:04:06.760]  很大文豪地寫了一些字詞
[00:04:06.760 --> 00:04:09.720]  這句說話其實是源自聖經
[00:04:09.720 --> 00:04:11.720]  我希望大家知道源自聖經
[00:04:11.720 --> 00:04:15.320]  源自哪一段經文呢
[00:04:15.320 --> 00:04:18.520]  我們知道這段經文是來自肥立彼書
[00:04:18.520 --> 00:04:22.960]  肥立彼不是人名
[00:04:22.960 --> 00:04:26.840]  肥立彼是一個歐洲的地方名
[00:04:26.840 --> 00:04:31.600]  肥立彼書是介紹一個城市的一本書
[00:04:31.600 --> 00:04:34.120]  你去旅行去東京買一本書
[00:04:34.120 --> 00:04:35.000]  東京的指南
[00:04:35.000 --> 00:04:39.080]  羅馬書應該是說羅馬的城市是怎樣去旅行
[00:04:39.080 --> 00:04:41.400]  肥立彼書不是一個人名
[00:04:41.400 --> 00:04:42.200]  是一個地方名
[00:04:42.200 --> 00:04:45.040]  也不是告訴你有什麼名勝古蹟
[00:04:45.040 --> 00:04:47.000]  是關於一個教會的
[00:04:47.000 --> 00:04:50.400]  寫這本書是什麼人寫的呢
[00:04:50.400 --> 00:04:50.920]  是保羅
[00:04:50.920 --> 00:04:52.960]  保羅寫這本書是一封書信來的
[00:04:52.960 --> 00:04:55.520]  他寄一封信去一個地方
[00:04:55.520 --> 00:04:57.080]  去肥立彼那裏的教會
[00:04:57.080 --> 00:04:58.320]  跟他們去通訊
[00:04:58.320 --> 00:04:59.880]  跟他們說一些事
