
[00:00:00.000 --> 00:00:06.300]  有一間美術學校舉行了一個公開的繪畫比賽
[00:00:06.300 --> 00:00:11.800]  由於每一個參賽的作品都是非常之高水平
[00:00:11.800 --> 00:00:18.700]  三個評判真的沒有辦法定出哪一幅畫能夠拿到冠軍
[00:00:18.700 --> 00:00:24.200]  於是他們就選了其中的十個最好的畫家
[00:00:24.200 --> 00:00:27.600]  就來公開參加一次的決賽
[00:00:27.600 --> 00:00:32.100]  他們就用一個禮堂擺了十張大的桌子
[00:00:32.100 --> 00:00:35.500]  就讓他們積極揮毫
[00:00:35.500 --> 00:00:39.500]  於是這十個人就帶著一個很期待的心
[00:00:39.500 --> 00:00:41.700]  來參加這個決賽
[00:00:41.700 --> 00:00:44.500]  但是他們心裡面更加想知道的
[00:00:44.500 --> 00:00:47.500]  到底要我們畫什麼呢
[00:00:47.500 --> 00:00:52.100]  因為原來畫畫的題目是臨場才宣佈的
[00:00:52.100 --> 00:00:57.000]  事後到了主持人拿著一張紙走上台
[00:00:57.000 --> 00:00:59.700]  很嚴肅的跟各位講
[00:00:59.700 --> 00:01:01.800]  他說各位參賽者
[00:01:01.800 --> 00:01:04.100]  今天請你們畫一幅畫
[00:01:04.100 --> 00:01:08.300]  這幅畫的主題叫做「平安」
[00:01:08.300 --> 00:01:12.400]  如果叫你畫一幅畫代表平安
[00:01:12.400 --> 00:01:15.300]  你會畫什麼呢
[00:01:15.300 --> 00:01:22.900]  其中一位畫家馬上想到一個夕陽西下的海面
[00:01:22.900 --> 00:01:25.200]  太陽剛剛下山
[00:01:25.200 --> 00:01:28.700]  整個海是金黃色的
[00:01:28.700 --> 00:01:33.400]  很平靜、很漂亮、很舒服
[00:01:33.400 --> 00:01:39.600]  然後他又畫了一隻帆船在海面上航行
[00:01:39.600 --> 00:01:47.300]  原來他心裡面說風平浪靜就是平安
[00:01:47.300 --> 00:01:53.600]  我不知道你同不同意風平浪靜就是平安
[00:01:53.600 --> 00:01:58.300]  在我們人生裡面有沒有時時都會風平浪靜
[00:01:58.300 --> 00:02:00.300]  如果不風平浪靜
[00:02:00.300 --> 00:02:03.800]  那是不是我們就沒有了平安呢
[00:02:03.800 --> 00:02:07.500]  第二個畫家他又想到一幅圖畫
[00:02:07.500 --> 00:02:12.500]  他又畫了一片很綠的青草地
[00:02:12.500 --> 00:02:17.400]  在這個草地種了很多很漂亮的花
[00:02:17.400 --> 00:02:20.200]  那些花真的長得非常漂亮
[00:02:20.200 --> 00:02:22.800]  又有些蝴蝶在上面飛舞
[00:02:22.800 --> 00:02:25.500]  然後他又畫了幾個小朋友
[00:02:25.500 --> 00:02:29.600]  很開心地在草地上面玩
[00:02:29.600 --> 00:02:33.900]  這幾個小朋友無憂無慮
[00:02:33.900 --> 00:02:36.700]  而且他們非常和諧
[00:02:36.700 --> 00:02:39.500]  玩得很開心
[00:02:39.500 --> 00:02:42.200]  原來這位畫家心裡面想
[00:02:42.200 --> 00:02:46.100]  如果無憂無慮
[00:02:46.100 --> 00:02:49.100]  那就平安了
[00:02:49.100 --> 00:02:51.800]  到底在我們人生裡面
[00:02:51.800 --> 00:02:55.400]  會不會真的沒有了一切的掛慮
[00:02:55.400 --> 00:02:57.600]  我們有平安
[00:02:57.600 --> 00:03:00.900]  到底什麼叫做平安呢
[00:03:00.900 --> 00:03:04.700]  於是最後評判選了一幅畫
[00:03:04.700 --> 00:03:05.800]  這幅畫很特別
[00:03:05.800 --> 00:03:08.600]  畫的是一個瀑布
[00:03:08.600 --> 00:03:10.600]  瀑布大家都知道那些水
[00:03:10.600 --> 00:03:14.000]  在高處一直沖下來
[00:03:14.000 --> 00:03:17.800]  很猛烈地濺起了水花
[00:03:17.800 --> 00:03:20.000]  但是這位畫家要畫的
[00:03:20.000 --> 00:03:23.900]  是在瀑布後面那幅岩石
[00:03:23.900 --> 00:03:27.800]  原來在岩石當中有一個縫隙
[00:03:27.800 --> 00:03:32.600]  在縫隙裡面有兩隻很小的小鳥
[00:03:32.600 --> 00:03:34.900]  牠們就躲在裡面
[00:03:34.900 --> 00:03:38.300]  那裡剛剛好可以收藏牠們
[00:03:38.300 --> 00:03:42.500]  雖然牠們的羽毛上面都沾了一些水珠
[00:03:42.500 --> 00:03:45.600]  但是這兩隻小鳥很開心
[00:03:45.600 --> 00:03:47.000]  很安詳的
[00:03:47.000 --> 00:03:51.700]  就在岩石縫隙那裡休息
[00:03:51.700 --> 00:03:55.000]  原來這幅畫就獲得冠軍
[00:03:55.000 --> 00:03:58.800]  因為我們的人生是會有很多衝擊的
[00:03:58.800 --> 00:04:01.300]  最近香港社會所發生的事
[00:04:01.300 --> 00:04:04.500]  可能我們人人都受到很多的困擾
[00:04:04.500 --> 00:04:07.200]  今早當我要來金鐘的時候
[00:04:07.200 --> 00:04:09.100]  我上了一輛的士
[00:04:09.100 --> 00:04:10.800]  我說麻煩去金鐘
[00:04:10.800 --> 00:04:14.400]  他說金鐘沒得下車的
[00:04:14.400 --> 00:04:19.100]  原來我們今天很多時候都被很多東西衝擊
[00:04:19.100 --> 00:04:21.300]  什麼是平安呢?
[00:04:21.300 --> 00:04:24.600]  在哪裡我們能夠找到平安?
[00:04:24.600 --> 00:04:27.400]  原來這幅畫所表達的
[00:04:27.400 --> 00:04:31.300]  在外面沒錯有各樣的困擾
[00:04:31.300 --> 00:04:33.700]  有各樣的難阻
[00:04:33.700 --> 00:04:35.800]  但是我們最重要的是
[00:04:35.800 --> 00:04:39.900]  心靈裡面的平安
[00:04:39.900 --> 00:04:43.300]  原來聖經所說的平安
[00:04:43.300 --> 00:04:46.800]  耶穌所給過我們的平安
[00:04:46.800 --> 00:04:50.700]  是一個在我們內心深處
[00:04:50.700 --> 00:04:54.100]  一種心靈的狀態
[00:04:54.100 --> 00:04:56.200]  這種心靈的狀態
[00:04:56.200 --> 00:05:01.300]  是你完全平靜、安穩
[00:05:01.300 --> 00:05:03.600]  就算你發生一些事
[00:05:03.600 --> 00:05:06.100]  就算你生了一些疾病
[00:05:06.100 --> 00:05:08.700]  就算你家人出了一些事
[00:05:08.700 --> 00:05:17.700]  你都在你裡頭、在你裡面找到這份平靜、安穩
[00:05:17.700 --> 00:05:22.700]  是耶穌在我們裡面給過我們的
[00:05:22.700 --> 00:05:25.200]  或者大家都知道
[00:05:25.200 --> 00:05:28.200]  舊約聖經所說的平安
[00:05:28.200 --> 00:05:30.700]  就叫做salum
[00:05:30.700 --> 00:05:34.700]  salum這個字有很豐富的意思
[00:05:34.700 --> 00:05:37.600]  可以代表豐盛
[00:05:37.600 --> 00:05:40.100]  也可以代表豐收
[00:05:40.100 --> 00:05:44.900]  特別猶太人他們是一個耕種的
[00:05:44.900 --> 00:05:48.100]  他們如果農作物收成
[00:05:48.100 --> 00:05:52.100]  他們就說神的平安臨到他們
[00:05:52.100 --> 00:05:54.800]  平安又代表和諧
[00:05:54.800 --> 00:05:57.700]  平安又代表沒有戰爭
[00:05:57.700 --> 00:06:00.900]  這個叫做salum
[00:06:00.900 --> 00:06:04.300]  所以今天我想介紹一個人物給大家
[00:06:04.300 --> 00:06:07.300]  這個人物就是撒該
[00:06:07.300 --> 00:06:11.400]  撒該他怎樣可以找到耶穌
[00:06:11.400 --> 00:06:14.300]  然後得到平安
[00:06:14.300 --> 00:06:19.400]  聖經介紹他說撒該是住在耶利哥城
[00:06:19.400 --> 00:06:22.900]  耶利哥是當時一個商業很發達
[00:06:22.900 --> 00:06:25.400]  一個很興旺的社會
[00:06:25.400 --> 00:06:27.300]  撒該做什麼的呢?
[00:06:27.300 --> 00:06:30.400]  撒該是一個稅吏長
[00:06:30.400 --> 00:06:34.600]  又是一個財主
[00:06:34.600 --> 00:06:39.500]  稅吏就是當時代表羅馬政府
[00:06:39.500 --> 00:06:46.000]  向猶太人收取稅項的一個職位
[00:06:46.000 --> 00:06:51.000]  原來羅馬政府採取一種叫做承包制
[00:06:51.000 --> 00:06:56.800]  某一個城他就規定這個城要收到多少稅款
[00:06:56.800 --> 00:07:00.500]  於是這個稅吏長就說我答應你
[00:07:00.500 --> 00:07:04.500]  我收足這樣的稅款到時候交給你
[00:07:04.500 --> 00:07:08.100]  但是他可以向下面的百姓
[00:07:08.100 --> 00:07:12.000]  用很多不同的名堂去收稅
[00:07:12.000 --> 00:07:14.900]  出城門一次又收一次稅
[00:07:14.900 --> 00:07:17.700]  入城門一次又收一次稅
[00:07:17.700 --> 00:07:22.700]  你多一個人口又有人口的人訂稅等等
[00:07:22.700 --> 00:07:28.300]  用很多不同的方法要壓榨那些猶太人
[00:07:28.300 --> 00:07:32.300]  所以猶太人非常憎恨這些稅吏
[00:07:32.300 --> 00:07:34.500]  認為他們就是財主
[00:07:34.500 --> 00:07:38.600]  認為他們就是一些罪人
[00:07:38.600 --> 00:07:45.400]  竟然用我們的百姓壓榨我們的血汗錢
[00:07:45.400 --> 00:07:49.500]  所以他們非常之討厭這些稅吏
[00:07:49.500 --> 00:07:55.500]  撒該不單是稅吏他更加是稅吏長
[00:07:55.500 --> 00:08:02.700]  很有地位很有身份更加非常之有錢
[00:08:02.700 --> 00:08:06.500]  但很可惜在撒該的內心裏面
[00:08:06.500 --> 00:08:09.700]  卻是非常之孤單
[00:08:09.700 --> 00:08:14.800]  聖經說他很想見耶穌
[00:08:14.800 --> 00:08:20.100]  你有沒有想過為何撒該這麼想見耶穌
[00:08:20.100 --> 00:08:24.500]  撒該可能聽過耶穌的事很多
[00:08:24.500 --> 00:08:29.100]  他知道在加利利那裏耶穌行很多的神蹟
[00:08:29.100 --> 00:08:32.700]  他知道耶穌醫病趕鬼
[00:08:32.700 --> 00:08:36.500]  他知道耶穌講的道很有能力
[00:08:36.500 --> 00:08:40.900]  他知道耶穌能夠愛人接觸人
[00:08:40.900 --> 00:08:43.700]  去改變人的生命
[00:08:43.700 --> 00:08:48.300]  我想撒該可能他內心裏面有很多東西他都想改變
[00:08:48.300 --> 00:08:52.100]  但他發覺他很難他沒有辦法幫自己
[00:08:52.100 --> 00:08:55.700]  因此他需要有一位救主
[00:08:55.700 --> 00:08:59.700]  有一位耶穌來幫助他
[00:08:59.700 --> 00:09:01.100]  於是他就想了
[00:09:01.100 --> 00:09:04.700]  當耶穌經過耶利哥的時候我一定要見他
[00:09:04.700 --> 00:09:06.700]  誰知當他出到街
[00:09:06.700 --> 00:09:08.700]  發覺通街都是人
[00:09:08.700 --> 00:09:11.700]  因為街的兩旁站滿了人
[00:09:11.700 --> 00:09:14.700]  大家在等耶穌經過
[00:09:14.700 --> 00:09:17.900]  他於是望見前面有一棵桑樹
[00:09:17.900 --> 00:09:20.700]  他就爬上那棵桑樹上面
[00:09:20.700 --> 00:09:22.900]  打算居高臨下
[00:09:22.900 --> 00:09:25.500]  他也顧不到自己的身份
[00:09:25.500 --> 00:09:28.100]  因為他太想見耶穌
[00:09:28.100 --> 00:09:30.500]  果然沒多久耶穌來了
[00:09:30.500 --> 00:09:33.500]  耶穌慢慢從那條路走過來
[00:09:33.500 --> 00:09:35.900]  誰知走到那棵樹下面
[00:09:35.900 --> 00:09:37.500]  耶穌停下來
[00:09:37.500 --> 00:09:39.700]  耶穌就望上去
[00:09:39.700 --> 00:09:44.500]  他說撒該啊你下來了
[00:09:44.500 --> 00:09:47.900]  我想撒該會覺得很詫異
[00:09:47.900 --> 00:09:50.900]  為何耶穌認識我?
[00:09:50.900 --> 00:09:53.900]  為何耶穌叫我的名字?
[00:09:53.900 --> 00:10:00.900]  特別是名字對猶太人來說是很重要
[00:10:00.900 --> 00:10:05.900]  因為名字代表你整個人
[00:10:05.900 --> 00:10:08.500]  代表你的人格
[00:10:08.500 --> 00:10:10.500]  代表你的品格
[00:10:10.500 --> 00:10:12.500]  代表你的過程
[00:10:12.500 --> 00:10:15.500]  撒該這個名字本來很好的
[00:10:15.500 --> 00:10:18.700]  就是正直的人
[00:10:18.700 --> 00:10:22.100]  猶太人每個名字都有意思
[00:10:22.100 --> 00:10:25.500]  正直的人你下來吧
[00:10:25.500 --> 00:10:28.900]  撒該很感動
[00:10:28.900 --> 00:10:32.500]  原來耶穌認識他
[00:10:32.500 --> 00:10:35.300]  原來耶穌呼喚他
[00:10:35.300 --> 00:10:39.100]  原來耶穌很想和他接觸
