
[00:00:00.000 --> 00:00:06.000]  我們每天都會面對不同的困難和挑戰
[00:00:06.000 --> 00:00:12.000]  我們的精力和思想都會常常集中在
[00:00:12.000 --> 00:00:17.000]  如何解決這些困難和挑戰上
[00:00:17.000 --> 00:00:21.000]  以致我們很容易忘記感恩
[00:00:21.000 --> 00:00:25.000]  我們忘記思考神的恩典
[00:00:25.000 --> 00:00:32.000]  以色列人用節日來提醒他們要學習感恩
[00:00:32.000 --> 00:00:36.000]  以色列人一年有三個重要的節日
[00:00:36.000 --> 00:00:44.000]  幫助他們來慰藉過去、慰藉現在、慰藉將來來感恩
[00:00:44.000 --> 00:00:49.000]  我們今天看聖經生美記第十六章一至十七節
[00:00:49.000 --> 00:00:52.000]  我們來思想
[00:00:52.000 --> 00:00:59.000]  以色列人在他們的正月十四日的時候
[00:00:59.000 --> 00:01:02.000]  就會守這個逾越節
[00:01:02.000 --> 00:01:07.000]  逾越節就是紀念他們出埃及的時候
[00:01:07.000 --> 00:01:12.000]  神怎樣來到向埃及施行第十個災
[00:01:12.000 --> 00:01:14.000]  要殺他們的長子
[00:01:14.000 --> 00:01:18.000]  誤殺以色列人的長子
[00:01:18.000 --> 00:01:21.000]  來跨越他們的門
[00:01:21.000 --> 00:01:26.000]  以致他們可以離開埃及
[00:01:26.000 --> 00:01:31.000]  從奴隸的狀態來被釋放
[00:01:31.000 --> 00:01:35.000]  來經驗上帝的拯救
[00:01:35.000 --> 00:01:41.000]  逾節是一個紀念從前上帝拯救的日子
[00:01:41.000 --> 00:01:48.000]  這個日子正是他們準備來收割的日子
[00:01:48.000 --> 00:01:52.000]  其實這三個節日是三大類的節日
[00:01:52.000 --> 00:01:55.000]  逾節也是一個初熟節的時候
[00:01:55.000 --> 00:02:00.000]  因為他們的大麥、小麥開始成熟可以收割
[00:02:00.000 --> 00:02:02.000]  主要是大麥
[00:02:02.000 --> 00:02:04.000]  但是在收割之前
[00:02:04.000 --> 00:02:08.000]  他們先來過逾節和無教節
[00:02:08.000 --> 00:02:13.000]  要有七天的時間去敬拜和獻祭
[00:02:13.000 --> 00:02:17.000]  這個意思就是當他們面對修成
[00:02:17.000 --> 00:02:20.000]  他們是很開心的
[00:02:20.000 --> 00:02:24.000]  他們因為一年的辛勞有成果
[00:02:24.000 --> 00:02:26.000]  但是他們卻要在這個時候
[00:02:26.000 --> 00:02:28.000]  放下眼前的事情
[00:02:28.000 --> 00:02:30.000]  想想從前的日子
[00:02:30.000 --> 00:02:33.000]  想想上帝怎樣拯救他們
[00:02:33.000 --> 00:02:36.000]  要他們在面對修成的時候
[00:02:36.000 --> 00:02:39.000]  不是急著走去收割
[00:02:39.000 --> 00:02:42.000]  而是想想今天他們有這些日子
[00:02:42.000 --> 00:02:46.000]  是因為神從前拯救他們脫離埃及
[00:02:46.000 --> 00:02:51.000]  來幫助他們建立一個民族、建立一個國家
[00:02:51.000 --> 00:02:53.000]  並且帶領他們進入迦南地
[00:02:53.000 --> 00:02:56.000]  他們才能夠有今天的日子
[00:02:56.000 --> 00:03:00.000]  可以自己耕種、可以準備收割
[00:03:00.000 --> 00:03:07.000]  我們也是很容易被我們眼前的事情吸引
[00:03:07.000 --> 00:03:10.000]  我們得到的事情我們就很開心
[00:03:10.000 --> 00:03:13.000]  我們很容易忘記過去的事情
[00:03:13.000 --> 00:03:16.000]  特別當一些事情快要得到的時候
[00:03:16.000 --> 00:03:21.000]  我們更加關心怎樣把事情放得穩妥
[00:03:21.000 --> 00:03:25.000]  就好像你發薪水不是銀行轉賬
[00:03:25.000 --> 00:03:27.000]  而是發支票給你的時候
[00:03:27.000 --> 00:03:30.000]  你就會很關心第一件事
[00:03:30.000 --> 00:03:33.000]  就是快點把支票放進去
[00:03:33.000 --> 00:03:36.000]  因為放錢實際很多
[00:03:36.000 --> 00:03:38.000]  你覺得放在口袋裡
[00:03:38.000 --> 00:03:41.000]  放支票始終是有些分別的
[00:03:41.000 --> 00:03:45.000]  今天我來港島我收的港元費是支票
[00:03:45.000 --> 00:03:48.000]  好像沒有錢那麼實在
[00:03:48.000 --> 00:03:50.000]  你當然要先兌現
[00:03:50.000 --> 00:03:52.000]  因為你不知道是不是空頭支票
[00:03:52.000 --> 00:03:55.000]  你不知道進了銀行是否拿到錢
[00:03:55.000 --> 00:03:58.000]  所以我們是關心眼前的事情
[00:03:58.000 --> 00:04:02.000]  我們是要把眼前的事情變得很穩妥
[00:04:02.000 --> 00:04:04.000]  我們才放心
[00:04:04.000 --> 00:04:10.000]  但是以色列人每年他們面對已經成熟的田
[00:04:10.000 --> 00:04:13.000]  成熟的禾場的時候
[00:04:13.000 --> 00:04:17.000]  他們首先來紀念他們離開埃及的日子
[00:04:17.000 --> 00:04:19.000]  他們要想一想
[00:04:19.000 --> 00:04:22.000]  因為如果不是他們就不記得了
[00:04:22.000 --> 00:04:26.000]  他們每天就在耕田在修成
[00:04:26.000 --> 00:04:29.000]  他們只是關心每一天的生活
[00:04:29.000 --> 00:04:33.000]  他們要想一想神在過去來拯救他們
[00:04:33.000 --> 00:04:36.000]  神在過去來幫助他們
[00:04:36.000 --> 00:04:39.000]  如果他們不是離開埃及一切都不用說
[00:04:39.000 --> 00:04:42.000]  他們仍然是一個奴隸的狀況
[00:04:42.000 --> 00:04:44.000]  所以對我們來說
[00:04:44.000 --> 00:04:46.000]  我們是要去回憶的
[00:04:46.000 --> 00:04:50.000]  我們不只是每一天去面對每一天的生活
[00:04:50.000 --> 00:04:52.000]  有些事情是在過去發生
[00:04:52.000 --> 00:04:56.000]  而這些事情是對我們今天有很大影響
[00:04:56.000 --> 00:04:59.000]  而我們不是很留意的
[00:04:59.000 --> 00:05:02.000]  那甚麼是我們生命裏面最重要呢
[00:05:02.000 --> 00:05:05.000]  就是我們得著救恩
[00:05:05.000 --> 00:05:07.000]  我們能夠認識神
[00:05:07.000 --> 00:05:10.000]  這個是我們生命裏最重要的東西
[00:05:10.000 --> 00:05:13.000]  因為當我們的生命結束的時候
[00:05:13.000 --> 00:05:16.000]  我們在這個世界做過的事
[00:05:16.000 --> 00:05:18.000]  很多事情其實已經不值得提了
[00:05:18.000 --> 00:05:20.000]  很多事情都沒有甚麼價值
[00:05:20.000 --> 00:05:22.000]  很多事情都不會影響將來
[00:05:22.000 --> 00:05:24.000]  甚麼會影響將來呢
[00:05:24.000 --> 00:05:27.000]  我們是否一個清楚得救的人
[00:05:27.000 --> 00:05:28.000]  很影響將來呢
[00:05:28.000 --> 00:05:30.000]  我認識一個傳道人
[00:05:30.000 --> 00:05:32.000]  他在教會負責長者的工作
[00:05:32.000 --> 00:05:34.000]  每一次有安息禮拜
[00:05:34.000 --> 00:05:36.000]  他要負責慰勉的時候
[00:05:36.000 --> 00:05:38.000]  他都一定會去講一下
[00:05:38.000 --> 00:05:42.000]  這個長者在甚麼時候受浸交入教會
[00:05:42.000 --> 00:05:44.000]  因為他一生裏面
[00:05:44.000 --> 00:05:45.000]  去到安息禮拜
[00:05:45.000 --> 00:05:48.000]  最重要的一件事就是他已經信了耶穌
[00:05:48.000 --> 00:05:52.000]  這樣他才能夠有永生的盼望
[00:05:52.000 --> 00:05:56.000]  他才能夠得著這個天堂的福樂
[00:05:56.000 --> 00:05:59.000]  所以我們去回顧我們一生的時候
[00:05:59.000 --> 00:06:02.000]  對我們來說最重要就是我們信了耶穌
[00:06:02.000 --> 00:06:05.000]  我們有沒有時間去想一想這件事呢
[00:06:05.000 --> 00:06:10.000]  我們有甚麼日子會去紀念我們得著救恩呢
[00:06:10.000 --> 00:06:15.000]  我們不知道我們會不會每年慶祝一下
[00:06:15.000 --> 00:06:18.000]  我們信主的日子呢
[00:06:18.000 --> 00:06:20.000]  我們決志的日子呢
[00:06:20.000 --> 00:06:23.000]  有些人就不太記得自己何時決志的
[00:06:23.000 --> 00:06:24.000]  有些人決志了很多次的
[00:06:24.000 --> 00:06:27.000]  特別是你在自己的教會長大的那些
