
[00:00:00.000 --> 00:00:04.260]  我在四月尾至五月初那個星期
[00:00:04.260 --> 00:00:06.860]  我去了巴拿馬參加
[00:00:06.860 --> 00:00:12.320]  一個有關中南美洲華人福音宣教的宣教會議
[00:00:12.320 --> 00:00:17.720]  那個期間行程很短 只不過是一個星期
[00:00:17.720 --> 00:00:22.620]  但是我自己覺得收穫很大
[00:00:22.620 --> 00:00:26.840]  我在那裏看到很多神的工作
[00:00:26.840 --> 00:00:31.640]  在那裏聽到很多很感人的故事
[00:00:31.640 --> 00:00:36.800]  很想和大家分享一下
[00:00:36.800 --> 00:00:47.200]  在分享之前 我先提醒大家一些說話
[00:00:47.200 --> 00:00:50.660]  我們可以去自己也反省一下
[00:00:50.660 --> 00:00:55.440]  我很相信我們每一個信徒在信主那個時候
[00:00:55.440 --> 00:00:58.380]  無論是信主前
[00:00:58.380 --> 00:01:02.840]  我們信主前有一些人生經歷
[00:01:02.840 --> 00:01:07.720]  或者在信主之後某一段時間有些特別的經歷
[00:01:07.720 --> 00:01:13.520]  這些經歷令到我們很受感動
[00:01:13.520 --> 00:01:14.960]  當我們聽到福音的時候
[00:01:14.960 --> 00:01:19.560]  或者在某個情況對神有很大的回應
[00:01:19.560 --> 00:01:25.720]  這些感動會令到我們很樂意去認識神
[00:01:25.720 --> 00:01:28.920]  相信神 依靠神 跟從神
[00:01:28.920 --> 00:01:33.440]  我們會願意有一個心
[00:01:33.440 --> 00:01:36.720]  特別是有一個火熱的心去跟從神
[00:01:36.720 --> 00:01:39.320]  很想為神做一些事
[00:01:39.320 --> 00:01:46.200]  甚至想為神做大事 為主而活
[00:01:46.200 --> 00:01:48.480]  我們的心會火熱
[00:01:48.480 --> 00:01:54.760]  所謂有一個火熱的心
[00:01:54.760 --> 00:01:58.160]  想為主做大事
[00:01:58.160 --> 00:02:01.760]  但是另一方面我們雖然有這個火熱的心
[00:02:01.760 --> 00:02:05.880]  但是有時候我們不知道想做什麼
[00:02:05.880 --> 00:02:10.240]  我們所謂沒有意象 沒有指引
[00:02:10.240 --> 00:02:11.480]  有一顆熱的心
[00:02:11.480 --> 00:02:15.600]  但是為神做什麼好呢?
[00:02:15.600 --> 00:02:21.360]  唯有等 忍耐等候
[00:02:21.360 --> 00:02:23.640]  但是等下等下
[00:02:23.640 --> 00:02:29.040]  我們很容易這個火熱的心會冷卻
[00:02:29.040 --> 00:02:36.520]  甚至會熄滅
[00:02:36.520 --> 00:02:39.080]  張伯斯
[00:02:39.080 --> 00:02:41.200]  他在這個題目上面
[00:02:41.200 --> 00:02:43.400]  我覺得他有很好的提醒
[00:02:43.400 --> 00:02:45.720]  他這樣說
[00:02:45.720 --> 00:02:50.520]  怎樣持守這個火熱的心是非常之重要
[00:02:50.520 --> 00:02:53.280]  這個正正就是我們人生
[00:02:53.280 --> 00:02:59.800]  在人生之中能夠經歷神的一個很重要的關鍵
[00:02:59.800 --> 00:03:05.440]  平淡無奇 日復一日的生活
[00:03:05.440 --> 00:03:10.600]  加上每一天的例行工作
[00:03:10.600 --> 00:03:12.880]  人事的往來
[00:03:12.880 --> 00:03:21.880]  會令到我們心中這一團的火熱會熄滅
[00:03:21.880 --> 00:03:25.480]  這樣不知道有沒有講中我們的心
[00:03:25.480 --> 00:03:26.320]  我們是不是這樣呢?
[00:03:26.320 --> 00:03:29.600]  或者我們曾經是不是這樣呢?
[00:03:29.600 --> 00:03:31.560]  他繼續說
[00:03:31.560 --> 00:03:36.400]  如果那個感動是神的靈驗點
[00:03:36.400 --> 00:03:39.560]  你要將這個感動放在你心中
[00:03:39.560 --> 00:03:43.800]  放在你心中一個重要的位置
[00:03:43.800 --> 00:03:47.520]  要盡量付諸實行
[00:03:47.520 --> 00:03:53.560]  不要管那個結果會怎樣
[00:03:53.560 --> 00:03:56.200]  如果神賜給你這個意象
[00:03:56.200 --> 00:04:00.240]  你就要照這個意象來去做
[00:04:00.240 --> 00:04:03.160]  要去實行
[00:04:03.160 --> 00:04:09.880]  也不要管那個代價要付多少
[00:04:09.880 --> 00:04:14.720]  我這次在巴拿馬的旅程裏面
[00:04:14.720 --> 00:04:19.600]  就是見到很多
[00:04:19.600 --> 00:04:23.160]  就是好像這個張伯斯所講的
[00:04:23.160 --> 00:04:30.760]  那些人就按著神給他的感動 意象 指引來去行的這些見證
[00:04:30.760 --> 00:04:34.840]  是非常之美好 令人感動的見證
[00:04:34.840 --> 00:04:39.880]  令人感動的故事
[00:04:39.880 --> 00:04:45.080]  首先我和大家讀一下今天所選讀的經文
[00:04:45.080 --> 00:04:51.600]  就是《針研二十四章三十二節》
[00:04:51.600 --> 00:04:53.760]  《針研二十四章三十二節》
[00:04:53.760 --> 00:05:02.080]  「我看見就留心思想,我看著就領了教訓」
[00:05:02.080 --> 00:05:06.360]  「留心思想」這個字的意思就是
[00:05:06.360 --> 00:05:07.960]  是上心
[00:05:07.960 --> 00:05:10.080]  將自己的心
[00:05:10.080 --> 00:05:11.520]  就是整個人
[00:05:11.520 --> 00:05:16.840]  放進去
[00:05:16.840 --> 00:05:19.360]  「領了教訓」
[00:05:19.360 --> 00:05:21.440]  這個字的意思就是
[00:05:21.440 --> 00:05:23.680]  就是上了一課
[00:05:23.680 --> 00:05:27.000]  得到指引的意思
[00:05:27.000 --> 00:05:29.320]  整句聖經的意思就是說
[00:05:29.320 --> 00:05:35.000]  如果我們將所見所聞的事情
[00:05:35.000 --> 00:05:38.720]  讓聖靈帶領我們深入去思考
[00:05:38.720 --> 00:05:40.880]  深入去領受
[00:05:40.880 --> 00:05:47.200]  那我們就會得到意象 就會得到指引
[00:05:47.200 --> 00:05:49.400]  現在我就和大家分享一下
[00:05:49.400 --> 00:05:54.680]  我在巴拿馬旅程裏面所見所聞的事
[00:05:54.680 --> 00:06:01.440]  所得的意象和指引
[00:06:01.440 --> 00:06:09.920]  我們請世賢幫我們放第一張slide出來
[00:06:09.920 --> 00:06:14.680]  巴拿馬究竟在哪裏呢
[00:06:14.680 --> 00:06:19.920]  它是在中美洲 大家知不知道中美洲在哪裏
[00:06:19.920 --> 00:06:22.600]  就是在北美洲和南美洲中間
[00:06:22.600 --> 00:06:24.920]  那些很小很窄的地方
[00:06:24.920 --> 00:06:29.000]  而巴拿馬就是在中美洲裏面
[00:06:29.000 --> 00:06:33.600]  最窄最幼的那一部份
[00:06:33.600 --> 00:06:39.720]  再南下就是南美
[00:06:39.720 --> 00:06:45.520]  巴拿馬有大約十萬個華人
[00:06:45.520 --> 00:06:51.320]  他們現在已經發展到大約有十八間華人教會
[00:06:51.320 --> 00:06:54.880]  還有一間聖經學院
[00:06:54.880 --> 00:06:59.440]  有好幾間教會是還沒有傳到人的
[00:06:59.440 --> 00:07:01.600]  而另外有好幾間教會
[00:07:01.600 --> 00:07:08.720]  只是靠美加下去的宣教士去牧養
[00:07:08.720 --> 00:07:15.240]  真正有規模的教會只有兩三間
[00:07:15.240 --> 00:07:17.600]  巴拿馬他們自己也看到
[00:07:17.600 --> 00:07:22.280]  他們自己極之需要發展他們本土的福音事工
[00:07:22.280 --> 00:07:28.880]  和栽培工人的工作
[00:07:28.880 --> 00:07:32.160]  我們看下一張slide
[00:07:32.160 --> 00:07:37.080]  在第二晚的晚上有西班牙話的報道會
[00:07:37.080 --> 00:07:42.040]  好難得邀請到台灣的大使他們夫婦一起來參加
[00:07:42.040 --> 00:07:47.960]  他和我們晚餐之後就參加整晚的報道會
[00:07:47.960 --> 00:07:52.800]  從他的言談他的講話裏面
[00:07:52.800 --> 00:07:58.040]  我覺得他們夫婦是基督徒
[00:07:58.040 --> 00:08:01.520]  整晚和我們一起也是好難得
[00:08:01.520 --> 00:08:04.240]  也可能因為他們關係的緣故
[00:08:04.240 --> 00:08:09.480]  我們這個大會特別在出外探訪那段時間
[00:08:09.480 --> 00:08:12.240]  得到特別的保安提供
[00:08:12.240 --> 00:08:19.240]  有所謂大使級的保安
[00:08:19.240 --> 00:08:23.760]  我們再看下一張slide
[00:08:23.760 --> 00:08:28.920]  每一天的例行會議、講座
[00:08:28.920 --> 00:08:31.160]  我不詳細講述了
[00:08:31.160 --> 00:08:35.880]  講一下我們一些參觀了的地方
[00:08:35.880 --> 00:08:44.600]  我們去參觀了當地的中南美洲聖經學院
[00:08:44.600 --> 00:08:53.560]  這個學院是在2000年的時候成立的
[00:08:53.560 --> 00:09:01.120]  但到了2004年才購買到這個地方搬進去
[00:09:01.120 --> 00:09:07.760]  做一個永久的校舍和發展之用
[00:09:07.760 --> 00:09:13.760]  現在它現時有一個綜合大樓
[00:09:13.760 --> 00:09:15.400]  下一張slide可以看到
[00:09:15.400 --> 00:09:24.000]  這是一個新建成的綜合大樓
[00:09:24.000 --> 00:09:31.400]  裏面有一個可以容納120人崇拜的禮堂
[00:09:31.400 --> 00:09:35.800]  有幾個課室、有圖書館、有飯堂
[00:09:35.800 --> 00:09:42.560]  還有幾個可以給老師用的宿舍房間
[00:09:42.560 --> 00:09:49.920]  如果學生要住舊的木屋、建築物
[00:09:49.920 --> 00:10:01.400]  老師都是自費由美加到巴拿馬來授課
[00:10:01.400 --> 00:10:08.720]  學院仍需要相當多的金錢上的資助來營運
[00:10:08.720 --> 00:10:14.480]  每年的營運經費和繼續發展、蓋建
[00:10:14.480 --> 00:10:19.360]  或者收集其他舊樓宇來作發展之用
[00:10:19.360 --> 00:10:27.280]  所以是極需金錢上的支持
[00:10:27.280 --> 00:10:30.400]  我覺得是非常值得支持
[00:10:30.400 --> 00:10:33.000]  因為它是產生一個很大的作用
[00:10:33.000 --> 00:10:43.000]  它是為中南美洲華人的教會來訓練工人、傳道人
[00:10:43.000 --> 00:10:51.640]  我聽到他們在購買現時學院的地址的時候
[00:10:51.640 --> 00:10:55.840]  他們是憑信心去簽買賣合約
[00:10:55.840 --> 00:10:59.520]  簽了合約之後才去周圍籌款
[00:10:59.520 --> 00:11:01.840]  在籌款的過程裏面
[00:11:01.840 --> 00:11:04.960]  真的處處看到神的恩典
[00:11:04.960 --> 00:11:12.400]  見證到這是神的旨意要他們去建立這個地方
[00:11:12.400 --> 00:11:14.120]  我聽見很感動很感恩
[00:11:14.120 --> 00:11:15.760]  但是不能夠詳細講
[00:11:15.760 --> 00:11:17.440]  下一張slide
[00:11:17.440 --> 00:11:25.360]  我們也參觀了當地的宣道會01凌風堂
[00:11:25.360 --> 00:11:30.360]  值得一提的就是那裏的主任牧師
[00:11:30.360 --> 00:11:32.880]  他現在應該不是主任牧師
[00:11:32.880 --> 00:11:34.960]  但是他是開荒的牧師
[00:11:34.960 --> 00:11:39.440]  是梁德仁牧師夫婦
[00:11:39.440 --> 00:11:46.520]  梁牧師他在美加75歲退休之後
[00:11:46.520 --> 00:11:50.520]  他們夫婦作孫教士去了巴拿馬開荒
[00:11:50.520 --> 00:11:53.760]  經過15年的耕耘
[00:11:53.760 --> 00:12:00.920]  就建立了在上面左邊那幅照片就是他們的教會
[00:12:00.920 --> 00:12:02.440]  建立了這間教會
[00:12:02.440 --> 00:12:04.520]  購買了這個地方
[00:12:04.520 --> 00:12:11.400]  可以看上來應該是由貨倉改裝的
[00:12:11.400 --> 00:12:17.440]  梁牧師他很有意象和遠見
[00:12:17.440 --> 00:12:19.680]  他在教會後面
[00:12:19.680 --> 00:12:25.880]  還擴建了一座宣教的綜合大樓
[00:12:25.880 --> 00:12:29.160]  裏面有宣教中心
[00:12:29.160 --> 00:12:31.000]  有課室
[00:12:31.000 --> 00:12:39.520]  有提供給孫教士和短孫隊去住宿的宿舍
[00:12:39.520 --> 00:12:44.200]  他還開設了幼兒園
[00:12:44.200 --> 00:12:50.520]  就是上面右邊那幅照片
[00:12:50.520 --> 00:12:56.920]  讓那些家長沒有空去照顧的小孩子
[00:12:56.920 --> 00:13:04.360]  可以放在幼兒中心來看管教養
[00:13:04.360 --> 00:13:05.600]  目的是什麼呢?
[00:13:05.600 --> 00:13:10.600]  因為他看到很多華人的家長
[00:13:10.600 --> 00:13:17.800]  他們沒有空照顧小孩 把小孩送回中國大陸來養
[00:13:17.800 --> 00:13:30.000]  這個其實是非常慘的一件事
[00:13:30.000 --> 00:13:33.120]  他看到這個需要 所以他建立了幼兒園
[00:13:33.120 --> 00:13:38.720]  遲些還會建設青年中心
[00:13:38.720 --> 00:13:42.560]  梁牧師他現在已經九十多歲
[00:13:42.560 --> 00:13:45.440]  我看到他的時候 我就想了一下
[00:13:45.440 --> 00:13:48.960]  這樣我可以做很久
[00:13:48.960 --> 00:13:53.400]  因為這也是很大的鼓勵
[00:13:53.400 --> 00:13:55.200]  我想起他的名字
[00:13:55.200 --> 00:13:56.920]  他的名字叫梁德仁
[00:13:56.920 --> 00:13:59.320]  很自然就想到聖經
[00:13:59.320 --> 00:14:02.160]  《馬太福音》四章十九節
[00:14:02.160 --> 00:14:07.640]  是彼得和安德烈說的
[00:14:07.640 --> 00:14:16.360]  「來跟從我 我要叫你得仁如得羽」
[00:14:16.360 --> 00:14:17.560]  我們每一個門徒
[00:14:17.560 --> 00:14:22.520]  其實主耶穌已經呼召我們要得仁如得羽
[00:14:22.520 --> 00:14:28.680]  要去傳福音 要去建立教會
[00:14:28.680 --> 00:14:32.920]  我們看下一張照片
[00:14:32.920 --> 00:14:36.920]  在這個宣教會議結束之後
[00:14:36.920 --> 00:14:38.640]  在那個週末裡面
[00:14:38.640 --> 00:14:40.760]  神為我很特別的安排
[00:14:40.760 --> 00:14:45.040]  他們臨時組織了一個退休會
[00:14:45.040 --> 00:14:51.080]  就是回到聖經學院上去做一個退休會
[00:14:51.080 --> 00:14:56.360]  我在那裡遇見了一個舊朋友
[00:14:56.360 --> 00:14:59.680]  洪彬弟兄
[00:14:59.680 --> 00:15:03.480]  在2007年我曾經去過哥斯大黎加短孫
[00:15:03.480 --> 00:15:07.880]  我在那次的短孫裡認識了洪彬弟兄
[00:15:07.880 --> 00:15:11.360]  還有那個三出團契
[00:15:11.360 --> 00:15:12.920]  三出團契是什麼呢?
[00:15:12.920 --> 00:15:17.240]  這個團契是幫助那些賭徒戒賭
[00:15:17.240 --> 00:15:21.160]  和去認識耶穌
[00:15:21.160 --> 00:15:26.960]  三出的意思就是出局 出路 和出息
[00:15:26.960 --> 00:15:28.480]  意思就是說
[00:15:28.480 --> 00:15:32.640]  你一定需要靠著神的恩典出賭局
[00:15:32.640 --> 00:15:34.400]  然後你才有出路
[00:15:34.400 --> 00:15:39.360]  然後你還可以活得出息
[00:15:39.360 --> 00:15:43.160]  這位洪彬弟兄他是一個知識分子
[00:15:43.160 --> 00:15:46.640]  他在大陸移民到哥斯大黎加
[00:15:46.640 --> 00:15:49.280]  他在國內的時候
[00:15:49.280 --> 00:15:51.600]  他是讀高等數學的
[00:15:51.600 --> 00:15:53.080]  他是讀機械工程的
[00:15:53.080 --> 00:15:54.400]  曾經拿過獎
[00:15:54.400 --> 00:15:56.640]  他是做精密機械設計的
[00:15:56.640 --> 00:15:58.040]  我以前也是做這一行的
[00:15:58.040 --> 00:16:04.760]  所以我們會有很多共同的話題
[00:16:04.760 --> 00:16:08.360]  他說他自己是很有自信
[00:16:08.360 --> 00:16:09.800]  是很有理智
[00:16:09.800 --> 00:16:12.960]  很懂得分析事情
[00:16:12.960 --> 00:16:20.120]  還深信自己會有很大的自制能力
[00:16:20.120 --> 00:16:22.080]  但是他一進賭場之後
[00:16:22.080 --> 00:16:26.840]  從此就成為賭徒
[00:16:26.840 --> 00:16:29.560]  後來他太太也成為賭徒
[00:16:29.560 --> 00:16:34.720]  傾家蕩產 苦不堪言
[00:16:34.720 --> 00:16:36.680]  後來信了耶穌 戒了賭
[00:16:36.680 --> 00:16:42.320]  成立了三出團契
[00:16:42.320 --> 00:16:45.440]  當時我聽到之後很受感動
[00:16:45.440 --> 00:16:51.880]  回來之後我就決心成立了狀元團契
[00:16:51.880 --> 00:16:56.720]  但是從這次他再分享的說話裡面
[00:16:56.720 --> 00:17:03.280]  我可以猜測到他後來再陷賭局
[00:17:03.280 --> 00:17:05.600]  這一次就慘了
[00:17:05.600 --> 00:17:07.640]  你再次慣低之後
[00:17:07.640 --> 00:17:13.360]  身邊的人對他搖頭嘆息
