
[00:00:00.000 --> 00:00:03.160]  各位,聖誕平安!
[00:00:03.160 --> 00:00:06.720]  這個主日我們會講聖誕的訊息
[00:00:06.720 --> 00:00:08.880]  我會選擇今天的經文
[00:00:08.880 --> 00:00:10.480]  我剛才所讀的
[00:00:10.480 --> 00:00:15.640]  我希望大家可以打開你們手上的秩序表
[00:00:15.640 --> 00:00:17.360]  那個經文
[00:00:17.360 --> 00:00:21.880]  開頭一至五節
[00:00:21.880 --> 00:00:24.680]  其實都很重要的是什麼呢?
[00:00:24.680 --> 00:00:27.320]  就是耶穌神聖的本質
[00:00:27.320 --> 00:00:29.920]  這是我們信仰基礎的部分
[00:00:29.920 --> 00:00:34.480]  我會花多一點時間跟大家去思考
[00:00:34.480 --> 00:00:37.480]  下面第九到十四節是講什麼呢?
[00:00:37.480 --> 00:00:41.080]  前面是聖,接著是誕
[00:00:41.080 --> 00:00:45.000]  這位超越的耶穌基督來到這個世界
[00:00:45.000 --> 00:00:47.200]  跟我們的關係是怎樣的呢?
[00:00:47.200 --> 00:00:51.520]  稍後我們都會在PowerPoint
[00:00:51.520 --> 00:00:53.720]  有的,不過我想大家都可以打開經文
[00:00:53.720 --> 00:00:55.480]  我們可以看一下
[00:00:55.480 --> 00:01:00.080]  在開始之前,我們有一個禱告
[00:01:00.080 --> 00:01:02.080]  天父上帝,我們感謝祢
[00:01:02.080 --> 00:01:03.880]  至下說話
[00:01:03.880 --> 00:01:08.160]  以至今日我們在地上仍然能夠看得到
[00:01:08.160 --> 00:01:09.480]  思考得到
[00:01:09.480 --> 00:01:10.880]  明白得到
[00:01:10.880 --> 00:01:12.880]  願以聖靈帶領我們
[00:01:12.880 --> 00:01:15.360]  用祢的眼光去看祢的說話
[00:01:15.360 --> 00:01:16.760]  開我們的心
[00:01:16.760 --> 00:01:18.560]  容得下祢的說話
[00:01:18.560 --> 00:01:21.080]  祈禱奉耶穌基督的聖名祈求
[00:01:21.080 --> 00:01:23.560]  阿門
[00:01:23.560 --> 00:01:31.360]  相信很多人都看過或讀過這首詩
[00:01:31.360 --> 00:01:32.880]  看過了吧?
[00:01:32.880 --> 00:01:37.000]  但未必認識詩的作者何智章
[00:01:37.000 --> 00:01:40.080]  何智章是什麼人呢?
[00:01:40.080 --> 00:01:43.200]  其實這位是唐代的才子
[00:01:43.200 --> 00:01:45.880]  年輕的時候已經中狀元
[00:01:45.880 --> 00:01:49.240]  鄉親父老當然以他為榮
[00:01:49.240 --> 00:01:51.680]  家鄉沒有人不認識他
[00:01:51.680 --> 00:01:53.880]  到八十多歲的時候
[00:01:53.880 --> 00:01:56.040]  因為病而辭官
[00:01:56.040 --> 00:01:58.840]  離開長安城的時候
[00:01:58.840 --> 00:02:03.440]  唐玄宗親自寫詩預賜給他
[00:02:03.440 --> 00:02:08.240]  太子也率領文武百官為他戰行
[00:02:08.240 --> 00:02:11.040]  一個來頭這麼不簡單的人
[00:02:11.040 --> 00:02:13.760]  光宗耀祖的何智章
[00:02:13.760 --> 00:02:15.760]  回到自己家鄉
[00:02:15.760 --> 00:02:19.320]  新一代竟然完全不認識他
[00:02:19.320 --> 00:02:21.440]  當他是外來人
[00:02:21.440 --> 00:02:24.280]  這種遭遇很不爽
[00:02:24.280 --> 00:02:27.560]  於是他寫了一首詩
[00:02:27.560 --> 00:02:30.960]  《少少離家老大會》
[00:02:30.960 --> 00:02:33.920]  鄉音無改 笨無趣
[00:02:33.920 --> 00:02:36.640]  兒童相見不相識
[00:02:36.640 --> 00:02:40.200]  少問客從何處來
[00:02:40.200 --> 00:02:41.880]  他自小離鄉別井
[00:02:41.880 --> 00:02:44.440]  年老的時候回到自己家鄉
[00:02:44.440 --> 00:02:46.720]  鄉音沒有改變
[00:02:46.720 --> 00:02:50.720]  但兩笨已經很稀疏
[00:02:50.720 --> 00:02:52.720]  兒童看到他
[00:02:52.720 --> 00:02:54.720]  不知道他是誰
[00:02:54.720 --> 00:02:56.720]  笑著問他
[00:02:56.720 --> 00:03:00.480]  阿伯 你是從何處來的?
[00:03:00.480 --> 00:03:03.240]  雖然兒童以為他是過客
[00:03:03.240 --> 00:03:07.040]  但他們的態度是怎樣的呢?
[00:03:07.040 --> 00:03:10.480]  友善 笑問
[00:03:10.480 --> 00:03:14.720]  鄉音可以說是一個人的身份證
[00:03:14.720 --> 00:03:17.200]  有些人來了香港幾十年
[00:03:17.200 --> 00:03:20.600]  一聽便知道他不是本地人
[00:03:20.600 --> 00:03:23.600]  真是很難改
[00:03:23.600 --> 00:03:28.400]  相信當何志彰一開口回答
[00:03:28.400 --> 00:03:30.400]  一聽他的口音
[00:03:30.400 --> 00:03:32.400]  原來是自己人
[00:03:32.400 --> 00:03:36.400]  陌生感就變成親切感
[00:03:36.400 --> 00:03:39.400]  說到回到自己家鄉
[00:03:39.400 --> 00:03:42.400]  其實創造天地的主
[00:03:42.400 --> 00:03:47.400]  都在二千多年前回到他創造的世界
[00:03:47.400 --> 00:03:50.400]  所以今天是聖誕節
[00:03:50.400 --> 00:03:53.400]  耶穌又有什麼遭遇呢?
[00:03:53.400 --> 00:03:57.400]  剛才我們讀到
[00:03:57.400 --> 00:04:01.400]  原來世界是他所造的
[00:04:01.400 --> 00:04:03.400]  但世界不認識他
[00:04:03.400 --> 00:04:05.400]  他回到自己的地方
[00:04:05.400 --> 00:04:08.400]  人們不接納他
[00:04:08.400 --> 00:04:11.400]  何志彰從小到現在
[00:04:11.400 --> 00:04:15.400]  新一代人不接納他很正常
[00:04:15.400 --> 00:04:17.400]  但耶穌呢?
[00:04:17.400 --> 00:04:21.400]  他來到自己創造的世界
[00:04:21.400 --> 00:04:23.400]  降生成為人
[00:04:23.400 --> 00:04:26.400]  跟足人的成長過程
[00:04:26.400 --> 00:04:28.400]  在人間長大
[00:04:28.400 --> 00:04:30.400]  和人一起生活
[00:04:30.400 --> 00:04:34.400]  成為大家所熟悉的百分之百的人
[00:04:34.400 --> 00:04:37.400]  但人竟然說什麼?
[00:04:37.400 --> 00:04:39.400]  不認識他
[00:04:39.400 --> 00:04:41.400]  更加不接納他
[00:04:41.400 --> 00:04:43.400]  發生什麼事?
[00:04:43.400 --> 00:04:46.400]  首先我們看看耶穌是誰?
[00:04:46.400 --> 00:04:50.400]  剛才讀到約翰福音一開始說什麼呢?
[00:04:50.400 --> 00:04:52.400]  太初有道
[00:04:52.400 --> 00:04:54.400]  道與神同在
[00:04:54.400 --> 00:04:56.400]  道就是神
[00:04:56.400 --> 00:04:59.400]  又說道成了肉身
[00:04:59.400 --> 00:05:01.400]  住在我們中間
[00:05:01.400 --> 00:05:03.400]  照這樣說
[00:05:03.400 --> 00:05:06.400]  大家認為這個道是指誰呢?
[00:05:06.400 --> 00:05:09.400]  是耶穌
[00:05:09.400 --> 00:05:14.400]  約翰寫福音的時候
[00:05:14.400 --> 00:05:17.400]  大概是公元九十至一百年
[00:05:17.400 --> 00:05:20.400]  年老的約翰對耶穌
[00:05:20.400 --> 00:05:23.400]  在那時候有更加深一層的認識
[00:05:23.400 --> 00:05:27.400]  羅馬皇帝多米田期間
[00:05:27.400 --> 00:05:31.400]  羅馬政府用血腥手段
[00:05:31.400 --> 00:05:34.400]  大規模的迫害信徒
[00:05:34.400 --> 00:05:36.400]  信徒會問
[00:05:36.400 --> 00:05:38.400]  主啊,你什麼時候回來?
[00:05:38.400 --> 00:05:40.400]  主啊,你在哪裡?
[00:05:40.400 --> 00:05:43.400]  約翰在這個時期
[00:05:43.400 --> 00:05:47.400]  被流放到埃及海的拔摩島
[00:05:47.400 --> 00:05:49.400]  在拔摩島期間
[00:05:49.400 --> 00:05:53.400]  神向他展示天上的景象
[00:05:53.400 --> 00:05:56.400]  和未來的異象
[00:05:56.400 --> 00:06:01.400]  雖然地上所見到的是大迫害
[00:06:01.400 --> 00:06:05.400]  但天上是另一個景象
[00:06:05.400 --> 00:06:09.400]  約翰就將他所見到的寫成啟示錄
[00:06:09.400 --> 00:06:11.400]  最震撼的是什麼呢?
[00:06:11.400 --> 00:06:16.400]  原來被殺的羔羊
[00:06:16.400 --> 00:06:20.400]  竟然坐在上帝的寶座上
[00:06:20.400 --> 00:06:25.400]  在啟示錄第五章
[00:06:25.400 --> 00:06:27.400]  我們只看紅色部分
[00:06:27.400 --> 00:06:30.400]  就說到被殺的羔羊
[00:06:30.400 --> 00:06:33.400]  其實很厲害,很震撼的場面
[00:06:33.400 --> 00:06:36.400]  在寶座周圍有很多天使
[00:06:36.400 --> 00:06:38.400]  大聲讚美說
[00:06:38.400 --> 00:06:47.400]  曾被殺的羔羊是配得榮耀、豐富、智慧、能力、尊貴、權柄的神
[00:06:47.400 --> 00:06:50.400]  然後不但天上出現了景象
[00:06:50.400 --> 00:06:55.400]  地上世間一切被造之物
[00:06:55.400 --> 00:06:58.400]  都一起頌讚神
[00:06:58.400 --> 00:07:02.400]  願頌讚尊貴、榮耀、權勢歸比
[00:07:02.400 --> 00:07:07.400]  坐在寶座的羔羊
[00:07:07.400 --> 00:07:11.400]  坐在寶座的就是上帝
[00:07:11.400 --> 00:07:14.400]  而羔羊是誰呢?
[00:07:14.400 --> 00:07:16.400]  根據《約翰福音》記載
[00:07:16.400 --> 00:07:19.400]  當施洗約翰見到耶穌來的時候
[00:07:19.400 --> 00:07:21.400]  他怎樣介紹耶穌呢?
[00:07:21.400 --> 00:07:23.400]  他說:「看吶!神的羔羊」
[00:07:23.400 --> 00:07:27.400]  這是除去世人罪孽的
[00:07:27.400 --> 00:07:31.400]  羔羊就是耶穌
[00:07:31.400 --> 00:07:38.400]  很清楚耶穌是釘死在十字架上的被殺羔羊
[00:07:38.400 --> 00:07:41.400]  就是約翰所說的「道」
[00:07:41.400 --> 00:07:48.400]  所以啟示錄第一幕是一個怎樣的情景呢?
[00:07:48.400 --> 00:07:55.400]  就是呈現了一幅道與神同在的具體景象
[00:07:55.400 --> 00:08:00.400]  因為被殺的羔羊耶穌在寶座上
[00:08:00.400 --> 00:08:03.400]  與坐在寶座上的上帝
[00:08:03.400 --> 00:08:08.400]  一同接受被造之物的敬拜讚美
[00:08:08.400 --> 00:08:11.400]  所以約翰很清楚
[00:08:11.400 --> 00:08:16.400]  這個羔羊就是「道就是神」
[00:08:16.400 --> 00:08:18.400]  祂就是神
[00:08:18.400 --> 00:08:24.400]  寶座只是一個單數詞
[00:08:24.400 --> 00:08:27.400]  與坐在寶座上的是同一位神
[00:08:27.400 --> 00:08:29.400]  根據早期教會的資料
[00:08:29.400 --> 00:08:36.400]  後來約翰在羅馬皇帝尼爾雅的年代被釋放
[00:08:36.400 --> 00:08:42.400]  約翰回到以弗所的教會
[00:08:42.400 --> 00:08:50.400]  《約翰福音》就是約翰在以弗所度過晚年時所寫的
[00:08:50.400 --> 00:08:54.400]  既然約翰已經見過天上的景象
[00:08:54.400 --> 00:08:58.400]  所以我們讀《約翰福音》會覺得很不同
[00:08:58.400 --> 00:09:02.400]  《約翰福音》落筆就非同凡響
[00:09:02.400 --> 00:09:06.400]  與其他福音書介紹耶穌的方法很不同
[00:09:06.400 --> 00:09:13.400]  一落筆就是「太初有道,道與神同在,道就是神」
[00:09:13.400 --> 00:09:15.400]  這個道太初與神同在
[00:09:15.400 --> 00:09:17.400]  萬物都是藉祂所造的
[00:09:17.400 --> 00:09:19.400]  沒有一樣不是藉祂所造的
[00:09:19.400 --> 00:09:21.400]  是泛被造的
[00:09:21.400 --> 00:09:25.400]  約翰在開頭兩節四次提到「道」
[00:09:25.400 --> 00:09:30.400]  「道」的希臘語文是Logos
[00:09:30.400 --> 00:09:32.400]  英文是Word
[00:09:32.400 --> 00:09:35.400]  是說話、說話、話語
[00:09:35.400 --> 00:09:40.400]  是強調表達、表明的意思
[00:09:40.400 --> 00:09:45.400]  我們知道上帝是怎樣創造世界的呢?
[00:09:45.400 --> 00:09:47.400]  如果大家想創造一個上世紀
[00:09:47.400 --> 00:09:49.400]  祂用了「說話」
[00:09:49.400 --> 00:09:51.400]  「神說要有光就有光」
[00:09:51.400 --> 00:09:53.400]  「神說要有一樣東西就有」
[00:09:53.400 --> 00:09:55.400]  「命令就立」
[00:09:55.400 --> 00:09:57.400]  所謂「說有就有」
[00:09:57.400 --> 00:09:59.400]  「命立就立」
[00:09:59.400 --> 00:10:01.400]  整個「說話」和「命令」
[00:10:01.400 --> 00:10:05.400]  就是上帝心意的表現出來
[00:10:05.400 --> 00:10:07.400]  就是Logos
[00:10:07.400 --> 00:10:08.400]  所以說什麼呢?
[00:10:08.400 --> 00:10:09.400]  第三節就是說
[00:10:09.400 --> 00:10:11.400]  萬物都是藉祂所造的
[00:10:11.400 --> 00:10:12.400]  就是這個「道」
[00:10:12.400 --> 00:10:14.400]  就是Logos
[00:10:14.400 --> 00:10:17.400]  沒有一樣東西不是藉著「道」所造的
[00:10:17.400 --> 00:10:20.400]  「道」是神的話
[00:10:20.400 --> 00:10:27.400]  而耶穌正正就是神向人表明自己的「道」
[00:10:27.400 --> 00:10:29.400]  Logos
[00:10:29.400 --> 00:10:35.400]  所以約翰福音一章第十八節下面這樣說
[00:10:35.400 --> 00:10:37.400]  從來沒有人見過神
[00:10:37.400 --> 00:10:39.400]  唯有在腐壞裡的獨一的意志
[00:10:39.400 --> 00:10:42.400]  將祂表明出來
[00:10:42.400 --> 00:10:44.400]  因為耶穌是「道」
[00:10:44.400 --> 00:10:47.400]  「道」是表達的意思
[00:10:47.400 --> 00:10:52.400]  但是希臘文的Logos其實很豐富
[00:10:52.400 --> 00:10:55.400]  如果只是翻譯成「道」、「說話」
[00:10:55.400 --> 00:10:58.400]  是翻譯不出來的意思
[00:10:58.400 --> 00:11:00.400]  還有深層的意思
[00:11:00.400 --> 00:11:03.400]  就是道理、法則的意思
[00:11:03.400 --> 00:11:06.400]  Logos是有這個意思的
[00:11:06.400 --> 00:11:07.400]  例如英文今天的suffix
[00:11:07.400 --> 00:11:09.400]  我們叫字尾詞
[00:11:09.400 --> 00:11:12.400]  有melody、melody那些
[00:11:12.400 --> 00:11:14.400]  就是從Logos這個字出來的
[00:11:14.400 --> 00:11:21.400]  例如社會學是研究社會的法則
[00:11:21.400 --> 00:11:27.400]  地質學就是研究地質的道理
[00:11:27.400 --> 00:11:29.400]  所以Logos是很豐富的
[00:11:29.400 --> 00:11:31.400]  有這個道理的意思
[00:11:31.400 --> 00:11:35.400]  而耶穌不單只是表明上帝的Logos
[00:11:35.400 --> 00:11:40.400]  祂本身就是真理
[00:11:40.400 --> 00:11:42.400]  自己就是真理
[00:11:42.400 --> 00:11:45.400]  中文將Logos譯成「道」
[00:11:45.400 --> 00:11:50.400]  我覺得是很精彩的
[00:11:50.400 --> 00:11:52.400]  好像很抽象
[00:11:52.400 --> 00:11:56.400]  其實意思是更加豐富、更加全面
[00:11:56.400 --> 00:11:58.400]  中文「道」這個字
[00:11:58.400 --> 00:12:01.400]  既包含了語言的表達
[00:12:01.400 --> 00:12:03.400]  Word這個意思
[00:12:03.400 --> 00:12:05.400]  例如我們說道別
[00:12:05.400 --> 00:12:06.400]  道別是什麼意思呢?
