
[00:00:00.000 --> 00:00:03.000]  在神面前一起祈禱
[00:00:03.000 --> 00:00:08.000]  天父上帝求祢安靜我們的心
[00:00:08.000 --> 00:00:14.000]  求祢不但讓我們懂得去愛祢
[00:00:14.000 --> 00:00:17.000]  讓我們懂得去敬畏祢
[00:00:17.000 --> 00:00:20.000]  因為祢提醒我們
[00:00:20.000 --> 00:00:25.000]  我們生與死都是在祢面前
[00:00:25.000 --> 00:00:27.000]  我們要活在祢面前
[00:00:27.000 --> 00:00:30.000]  走我們人生的路
[00:00:30.000 --> 00:00:33.000]  要小心,不要走錯路
[00:00:33.000 --> 00:00:36.000]  我們今天看若書也記
[00:00:36.000 --> 00:00:40.000]  繼續認識神怎樣帶領以色列人
[00:00:40.000 --> 00:00:42.000]  怎樣提醒他們
[00:00:42.000 --> 00:00:45.000]  求祢一樣提醒我們
[00:00:45.000 --> 00:00:48.000]  聽我們同心祈禱奉耶穌基督的聖名
[00:00:48.000 --> 00:00:55.000]  在人生裏面有很多生死的抉擇
[00:00:55.000 --> 00:00:59.000]  你有沒有試過有人提醒你
[00:00:59.000 --> 00:01:04.000]  有些預先的忠告要很小心
[00:01:04.000 --> 00:01:07.000]  不可以錯
[00:01:07.000 --> 00:01:10.000]  你有沒有試過有人提醒你
[00:01:10.000 --> 00:01:13.000]  人生有些事不可以錯,不可以漏
[00:01:13.000 --> 00:01:19.000]  不可以差不多,不可以的
[00:01:21.000 --> 00:01:26.000]  我們知道,我聽到前面有人咳嗽
[00:01:26.000 --> 00:01:33.000]  醫生通常叫你吃藥要準時
[00:01:33.000 --> 00:01:36.000]  還要吃完它
[00:01:36.000 --> 00:01:38.000]  媽媽也是這樣說
[00:01:38.000 --> 00:01:42.000]  通常我們有時病好就怎樣
[00:01:42.000 --> 00:01:45.000]  就自己教藥
[00:01:45.000 --> 00:01:47.000]  我爸爸也是這樣
[00:01:47.000 --> 00:01:52.000]  有些藥吃了不太舒服就教藥
[00:01:52.000 --> 00:01:54.000]  有些藥都可以的
[00:01:54.000 --> 00:01:59.000]  份量多了少了影響不大
[00:01:59.000 --> 00:02:02.000]  有些藥影響很大
[00:02:02.000 --> 00:02:05.000]  我初初失明的時候
[00:02:05.000 --> 00:02:08.000]  遇到一個失明的姐妹
[00:02:08.000 --> 00:02:11.000]  她親手帶大兩個小孩
[00:02:11.000 --> 00:02:13.000]  我問她先生看不看得到
[00:02:13.000 --> 00:02:16.000]  她說看不到,我們兩夫妻看不到
[00:02:16.000 --> 00:02:18.000]  我很好奇
[00:02:18.000 --> 00:02:23.000]  我問她,你怎知道你兒子不舒服
[00:02:23.000 --> 00:02:26.000]  她說他的聲音跟平時不同
[00:02:26.000 --> 00:02:28.000]  不舒服的,嬰兒時
[00:02:28.000 --> 00:02:30.000]  發燒我摸得到
[00:02:30.000 --> 00:02:34.000]  我問她帶他去看醫生
[00:02:34.000 --> 00:02:37.000]  醫生說吃兩格咳藥水
[00:02:37.000 --> 00:02:39.000]  你怎樣針
[00:02:39.000 --> 00:02:41.000]  你猜她怎樣針
[00:02:41.000 --> 00:02:43.000]  兩格咳藥水
[00:02:43.000 --> 00:02:47.000]  熱熱的掉了
[00:02:47.000 --> 00:02:50.000]  一個盲人拿著咳藥水
[00:02:50.000 --> 00:02:52.000]  餵一個嬰兒吃
[00:02:52.000 --> 00:02:55.000]  她說,你猜她的答案是什麼
[00:02:55.000 --> 00:02:58.000]  沒有的,斷股的
[00:02:58.000 --> 00:03:00.000]  我還想她用什麼科技
[00:03:00.000 --> 00:03:03.000]  用什麼儀器量度
[00:03:03.000 --> 00:03:07.000]  就是那兩格灌他喝
[00:03:07.000 --> 00:03:09.000]  那我說藥怎樣是藥
[00:03:09.000 --> 00:03:11.000]  是分開擺的
[00:03:11.000 --> 00:03:13.000]  有些姑娘會幫我分開
[00:03:13.000 --> 00:03:15.000]  這一包
[00:03:15.000 --> 00:03:17.000]  如果你閉上眼
[00:03:17.000 --> 00:03:19.000]  你前面有三四包藥
[00:03:19.000 --> 00:03:21.000]  這一包一天吃三次
[00:03:21.000 --> 00:03:23.000]  每次吃一粒,飯前
[00:03:23.000 --> 00:03:25.000]  這一包一天吃四次
[00:03:25.000 --> 00:03:27.000]  這一包,講完第三包
[00:03:27.000 --> 00:03:29.000]  第一包忘記了
[00:03:29.000 --> 00:03:31.000]  麻煩姑娘再講一次
[00:03:31.000 --> 00:03:33.000]  但有些藥
[00:03:33.000 --> 00:03:36.000]  現在不用記
[00:03:36.000 --> 00:03:38.000]  吃多少粒
[00:03:38.000 --> 00:03:39.000]  你都會記得的
[00:03:39.000 --> 00:03:41.000]  就是肺癆
[00:03:41.000 --> 00:03:44.000]  我有些朋友患了肺病
[00:03:44.000 --> 00:03:47.000]  因為肺病會感染
[00:03:47.000 --> 00:03:49.000]  他又不能和太太
[00:03:49.000 --> 00:03:51.000]  本來同一張床睡
[00:03:51.000 --> 00:03:53.000]  他要出廳睡
[00:03:53.000 --> 00:03:56.000]  要直到解除了
[00:03:56.000 --> 00:04:00.000]  傳染性的危機
[00:04:00.000 --> 00:04:02.000]  不單止這樣
[00:04:02.000 --> 00:04:04.000]  一個星期五天
[00:04:04.000 --> 00:04:05.000]  是不是五天
[00:04:05.000 --> 00:04:07.000]  要去健康院
[00:04:07.000 --> 00:04:09.000]  姑娘要看著你
[00:04:09.000 --> 00:04:11.000]  那十幾粒藥
[00:04:11.000 --> 00:04:13.000]  我認識的朋友每天吃十七八粒
[00:04:13.000 --> 00:04:15.000]  他試過用葡萄色
[00:04:15.000 --> 00:04:17.000]  試過用水
[00:04:17.000 --> 00:04:19.000]  試過用很多不同的飲品
