
[00:00:00.000 --> 00:00:01.680]  頂智慧平安
[00:00:01.680 --> 00:00:04.900]  讓我們領受神的話語之前
[00:00:04.900 --> 00:00:07.040]  我們一起同心圖告
[00:00:07.040 --> 00:00:15.240]  神下你愛人
[00:00:15.240 --> 00:00:19.400]  神愛世人甚至將他的獨生子賜給他們
[00:00:19.400 --> 00:00:22.140]  你就將耶穌差遣
[00:00:22.140 --> 00:00:24.220]  來到這個世界上
[00:00:24.220 --> 00:00:27.260]  讓我們可以認識
[00:00:27.260 --> 00:00:29.720]  神你究竟是一位怎樣的神
[00:00:30.900 --> 00:00:33.400]  是一位願意施憐憫
[00:00:33.400 --> 00:00:36.400]  願意去愛的神
[00:00:36.400 --> 00:00:39.980]  多謝耶穌來到我們當中
[00:00:39.980 --> 00:00:43.340]  帶給我們有救恩
[00:00:43.340 --> 00:00:46.180]  耶穌輪到我們
[00:00:46.180 --> 00:00:50.700]  願意我們來到去領受了
[00:00:50.700 --> 00:00:53.520]  你的恩典你的福氣的時候
[00:00:53.520 --> 00:00:56.280]  讓我們可以承接
[00:00:56.280 --> 00:00:58.680]  可以將你的福氣
[00:00:58.680 --> 00:01:01.980]  你的愛延伸開去
[00:01:01.980 --> 00:01:04.180]  讓未認識你的人
[00:01:04.180 --> 00:01:06.380]  來到去認識你
[00:01:06.380 --> 00:01:08.640]  主啊就求你
[00:01:08.640 --> 00:01:12.160]  祝福我們使用我們又差遣我們每一個
[00:01:12.160 --> 00:01:13.700]  多謝你
[00:01:13.700 --> 00:01:15.240]  聽我們的祈禱
[00:01:15.240 --> 00:01:16.640]  奉主耶穌名求
[00:01:16.640 --> 00:01:17.640]  阿們
[00:01:17.640 --> 00:01:22.920]  我呢是91年
[00:01:22.920 --> 00:01:24.920]  91年洗禮
[00:01:25.620 --> 00:01:28.720]  我記得洗禮班最後一堂的時候
[00:01:28.720 --> 00:01:30.140]  不是上堂的
[00:01:30.140 --> 00:01:32.500]  是一個實踐課
[00:01:32.500 --> 00:01:34.580]  即是practicum
[00:01:34.580 --> 00:01:37.580]  牧師就帶著我們
[00:01:37.580 --> 00:01:41.700]  洗禮的預備去洗禮的代表姐妹出去報道
[00:01:41.700 --> 00:01:44.880]  跟一些陌生人去分享福音
[00:01:44.880 --> 00:01:46.300]  有什麼報道技巧
[00:01:46.300 --> 00:01:49.280]  其實那時候根本什麼都沒有學過
[00:01:49.280 --> 00:01:51.620]  那說什麼
[00:01:51.620 --> 00:01:55.260]  不就是說我怎樣信耶穌
[00:01:55.260 --> 00:01:56.460]  我怎樣信耶穌
[00:01:56.460 --> 00:01:57.800]  我為什麼信耶穌
[00:01:57.800 --> 00:01:59.300]  我的得救見證
[00:01:59.300 --> 00:02:01.300]  就是傳福音了
[00:02:01.300 --> 00:02:03.900]  其實一洗禮
[00:02:03.900 --> 00:02:05.160]  甚至乎
[00:02:05.160 --> 00:02:07.560]  我說一信耶穌
[00:02:07.560 --> 00:02:08.840]  其實你就可以
