
[00:00:00.000 --> 00:00:01.680]  弟兄姊妹 大家好
[00:00:01.680 --> 00:00:05.760]  今天也是很冷
[00:00:05.760 --> 00:00:09.040]  大家真的要穿夠衣服
[00:00:09.040 --> 00:00:16.320]  因為現在的感染數字還是很高
[00:00:16.320 --> 00:00:18.760]  天氣又冷 大家保重
[00:00:18.760 --> 00:00:22.000]  我們希望過一個愉快的聖誕
[00:00:22.000 --> 00:00:26.800]  多謝主席鄭華跟我們說了今天的題目
[00:00:26.800 --> 00:00:29.520]  是「尊主為大」
[00:00:29.520 --> 00:00:32.720]  讓我們一起有個祈禱
[00:00:32.720 --> 00:00:33.760]  主耶穌 主耶穌
[00:00:33.760 --> 00:00:36.280]  就讓我們能夠來到祢面前的時候
[00:00:36.280 --> 00:00:38.000]  我們的心 我們的靈
[00:00:38.000 --> 00:00:40.000]  都能夠尊祢為大
[00:00:40.000 --> 00:00:42.520]  主啊 我們又知道
[00:00:42.520 --> 00:00:45.600]  其實這是一個需要學習的功課
[00:00:45.600 --> 00:00:48.480]  因為我們有我們的老我
[00:00:48.480 --> 00:00:51.320]  我們有我們的自我
[00:00:51.320 --> 00:00:54.280]  主啊 讓我們能夠放下我們的老我
[00:00:54.280 --> 00:00:55.920]  放下我們的自我
[00:00:55.920 --> 00:00:59.040]  讓我們來到祢私恩寶座前的時候
[00:00:59.040 --> 00:01:02.600]  我們就能夠去尊崇祢 去仰望祢
[00:01:02.600 --> 00:01:04.720]  又讓我們能夠在祢面前
[00:01:04.720 --> 00:01:06.040]  我們安靜
[00:01:06.040 --> 00:01:08.680]  我們要聽的是神的話
[00:01:08.680 --> 00:01:10.320]  主 因為祢的話
[00:01:10.320 --> 00:01:12.680]  是大有能力的 主
[00:01:12.680 --> 00:01:14.600]  讓我們能夠將祢的話
[00:01:14.600 --> 00:01:17.040]  放在我們眾人的心裡面
[00:01:17.040 --> 00:01:18.280]  親愛的聖靈啊
[00:01:18.280 --> 00:01:21.000]  我們仰望祢 求祢親自作功
[00:01:21.000 --> 00:01:23.800]  將神的話 是新鮮的高油
[00:01:23.800 --> 00:01:26.040]  給過我們每一個的弟兄姊妹
[00:01:26.040 --> 00:01:29.120]  讓我們能夠得著祢的話
[00:01:29.120 --> 00:01:33.120]  就在現在 就在這個崇拜的當中
[00:01:33.120 --> 00:01:34.000]  親愛的聖靈
[00:01:34.000 --> 00:01:35.400]  祢是真理的聖靈
[00:01:35.400 --> 00:01:36.440]  我們仰望祢
[00:01:36.440 --> 00:01:37.640]  我們等候祢
[00:01:37.640 --> 00:01:39.520]  在祢面前 我們的呼求祈禱
[00:01:39.520 --> 00:01:41.880]  亦都是靠耶穌基督的聖名祈求
[00:01:41.880 --> 00:01:43.200]  阿們
[00:01:43.200 --> 00:01:45.640]  好 弟兄姊妹 我們
[00:01:45.640 --> 00:01:47.000]  看一看今天的經文
[00:01:47.000 --> 00:01:52.120]  亦都是看我們剛才所讀的經文
[00:01:52.120 --> 00:01:55.280]  講到一個蒙大恩的女子
[00:01:55.280 --> 00:01:56.800]  這裡在二十六節提到
[00:01:56.800 --> 00:01:58.320]  到了第六個月
[00:01:58.320 --> 00:02:00.000]  天使加百列
[00:02:00.000 --> 00:02:02.640]  就奉了神的差遣
[00:02:02.640 --> 00:02:05.360]  王加里尼的一座城去
[00:02:05.360 --> 00:02:09.240]  這座城名叫拿薩勒
[00:02:09.240 --> 00:02:12.160]  在這裡講到第六個月
[00:02:12.160 --> 00:02:13.040]  是什麼意思呢
[00:02:13.040 --> 00:02:17.440]  那我暫時不再在這裡去解釋了
[00:02:17.440 --> 00:02:19.200]  但是講的就是
[00:02:19.200 --> 00:02:20.920]  有一位天使
[00:02:20.920 --> 00:02:23.000]  他是奉神的差遣
[00:02:23.000 --> 00:02:24.600]  奉神的差遣
[00:02:24.600 --> 00:02:26.960]  去到加里尼的地方
[00:02:26.960 --> 00:02:28.560]  不是耶路撒冷
[00:02:28.560 --> 00:02:30.240]  是加里尼
[00:02:30.240 --> 00:02:31.920]  那麼
[00:02:31.920 --> 00:02:34.400]  這座城叫做拿薩勒
[00:02:34.400 --> 00:02:37.040]  一個鄉村的地方
[00:02:37.040 --> 00:02:39.320]  那麼這個天使叫加百列
[00:02:39.320 --> 00:02:41.400]  是有名的
[00:02:41.400 --> 00:02:42.600]  在聖經裡面
[00:02:42.600 --> 00:02:45.000]  能夠有名的天使
[00:02:45.000 --> 00:02:46.320]  其實不是很多
[00:02:46.320 --> 00:02:49.280]  那麼加百列是哪位呢
[00:02:49.280 --> 00:02:53.000]  究竟他有什麼特別呢
[00:02:53.000 --> 00:02:56.520]  那麼原來在聖經裡面提到
[00:02:56.520 --> 00:02:58.680]  再早一點的經文講到
[00:02:58.680 --> 00:03:02.520]  他原來就是站在神面前的天使
[00:03:02.520 --> 00:03:03.760]  就是說
[00:03:03.760 --> 00:03:08.200]  在神身邊的左邊右邊
[00:03:08.200 --> 00:03:11.360]  保護那個站立
[00:03:11.360 --> 00:03:12.760]  聽候差遣
[00:03:12.760 --> 00:03:16.800]  就像我們看那些皇帝的影片
[00:03:16.800 --> 00:03:19.360]  那些重要的就站在他身邊左右
[00:03:19.360 --> 00:03:20.320]  就是左右手
[00:03:20.320 --> 00:03:22.600]  上帝的左右手
[00:03:22.600 --> 00:03:23.680]  上帝的左右手
[00:03:23.680 --> 00:03:25.680]  這個加百列天使
[00:03:25.680 --> 00:03:26.640]  還有呢
[00:03:26.640 --> 00:03:27.680]  如果我們看舊約
[00:03:27.680 --> 00:03:30.080]  通常神是透過什麼人
[00:03:30.080 --> 00:03:33.920]  去跟百姓說話的
[00:03:33.920 --> 00:03:36.120]  是先知
[00:03:36.120 --> 00:03:38.880]  是透過先知去跟人說話的
[00:03:38.880 --> 00:03:41.240]  但是這次不是
[00:03:41.240 --> 00:03:44.640]  這次是透過他身邊的一位天使長
[00:03:44.640 --> 00:03:47.280]  一個天使叫加百列
[00:03:47.280 --> 00:03:51.040]  來跟人說話
[00:03:51.040 --> 00:03:53.120]  那麼他去了什麼地方呢
[00:03:53.120 --> 00:03:54.040]  剛才提到
[00:03:54.040 --> 00:03:55.520]  不是耶路撒冷
[00:03:55.520 --> 00:03:56.720]  是加利利
[00:03:56.720 --> 00:03:59.720]  耶路撒冷跟加利利有什麼分別呢
[00:03:59.720 --> 00:04:04.320]  耶路撒冷是宗教的中心
[00:04:04.320 --> 00:04:08.800]  耶路撒冷是猶太人的政治的中心
[00:04:08.800 --> 00:04:12.520]  最重要可以說是一個首都
[00:04:12.520 --> 00:04:15.280]  就是那裡
[00:04:15.280 --> 00:04:16.560]  但是加利利呢
[00:04:16.560 --> 00:04:19.400]  加利利是一個什麼地方
[00:04:19.400 --> 00:04:22.200]  加利利其實是一個普通的漁村
[00:04:22.200 --> 00:04:23.800]  農村
