
[00:00:00.000 --> 00:00:02.000]  我們一起禱告
[00:00:02.000 --> 00:00:04.000]  慈悲的天父
[00:00:04.000 --> 00:00:07.000]  我們感謝啟福堂
[00:00:07.000 --> 00:00:10.000]  在開展了三年的時候
[00:00:10.000 --> 00:00:13.000]  你一直去施予恩典
[00:00:13.000 --> 00:00:15.000]  很多的事公一一展開
[00:00:15.000 --> 00:00:17.000]  大英之母的生命被建立
[00:00:17.000 --> 00:00:19.000]  我們今天一同學習的時候
[00:00:19.000 --> 00:00:22.000]  也求尊你開我們的耳朵
[00:00:22.000 --> 00:00:24.000]  願以我們彼此一同的勉勵
[00:00:24.000 --> 00:00:26.000]  在你的話語上高
[00:00:26.000 --> 00:00:28.000]  祈禱奉主耶穌基督的名
[00:00:28.000 --> 00:00:31.000]  教會是很寶貴的
[00:00:31.000 --> 00:00:35.000]  有人說教會是一個很複雜的地方
[00:00:35.000 --> 00:00:38.000]  有些人在當中未必有這麼好的經歷
[00:00:38.000 --> 00:00:42.000]  但我覺得主耶穌說過一句話
[00:00:42.000 --> 00:00:46.000]  他說教會建立在盤石上
[00:00:46.000 --> 00:00:50.000]  是陰間的權柄不能勝過他
[00:00:50.000 --> 00:00:53.000]  是一個屹立不倒的神的地方
[00:00:53.000 --> 00:00:59.000]  有些人覺得教會好像商場一樣
[00:00:59.000 --> 00:01:05.000]  有一位叫Alfred Boris的美國基督徒
[00:01:05.000 --> 00:01:12.000]  說現在人們把教會當成購物商場
[00:01:12.000 --> 00:01:15.000]  看有什麼東西可以買回家
[00:01:15.000 --> 00:01:17.000]  哪個適合就要
[00:01:17.000 --> 00:01:21.000]  所以說在教會裡面的崇拜
[00:01:21.000 --> 00:01:27.000]  是否一個令我耳目一新的啟發
[00:01:27.000 --> 00:01:29.000]  詩歌又很活潑
[00:01:29.000 --> 00:01:31.000]  講到很生動
[00:01:31.000 --> 00:01:33.000]  所以我也有很大壓力
[00:01:33.000 --> 00:01:38.000]  究竟講到會不會很得到幫助
[00:01:38.000 --> 00:01:39.000]  很多很多
[00:01:39.000 --> 00:01:41.000]  兒童節目好不好
[00:01:41.000 --> 00:01:44.000]  等等各樣的配套
[00:01:44.000 --> 00:01:47.000]  好像做生意一樣
[00:01:47.000 --> 00:01:50.000]  很多人都在這個時代
[00:01:50.000 --> 00:01:54.000]  會有一個購物者的心
[00:01:54.000 --> 00:01:56.000]  或者一個消費者的心
[00:01:56.000 --> 00:01:58.000]  有些人對教會
[00:01:58.000 --> 00:02:01.000]  我回來了也好
[00:02:01.000 --> 00:02:03.000]  有一個統計
[00:02:03.000 --> 00:02:07.000]  在美國基督教的週報
[00:02:07.000 --> 00:02:09.000]  Christianity Today
[00:02:09.000 --> 00:02:10.000]  有一個紀錄
[00:02:10.000 --> 00:02:12.000]  看人們回教會的情況
[00:02:12.000 --> 00:02:17.000]  原來有48%的基督徒
[00:02:17.000 --> 00:02:19.000]  一個月只回一次教會
[00:02:19.000 --> 00:02:23.000]  我不知道祈福堂應該不會這樣
[00:02:23.000 --> 00:02:26.000]  好像輪流回來
[00:02:26.000 --> 00:02:28.000]  很多時候
[00:02:28.000 --> 00:02:30.000]  我特別聽到現在的世代
[00:02:30.000 --> 00:02:33.000]  不太喜歡在一間教會聚會
[00:02:33.000 --> 00:02:35.000]  上網
[00:02:35.000 --> 00:02:36.000]  為什麼呢
[00:02:36.000 --> 00:02:38.000]  原因是我不要那麼狹窄
[00:02:38.000 --> 00:02:40.000]  我的教會觀是更加擴闊
[00:02:40.000 --> 00:02:42.000]  所以什麼教會都有
[00:02:42.000 --> 00:02:44.000]  這裡去那裡去
[00:02:44.000 --> 00:02:45.000]  然後又上網
[00:02:45.000 --> 00:02:46.000]  我不知道大家覺得怎樣
[00:02:46.000 --> 00:02:47.000]  是不是這個世代是這樣
[00:02:47.000 --> 00:02:49.000]  所以我們不要那麼執著
[00:02:49.000 --> 00:02:51.000]  接受了它
[00:02:51.000 --> 00:02:52.000]  是不是這樣
[00:02:52.000 --> 00:02:54.000]  大家都轉過頭來
[00:02:54.000 --> 00:02:55.000]  那就感恩
[00:02:55.000 --> 00:02:56.000]  不要這樣
[00:02:56.000 --> 00:02:58.000]  所以今天我和大家一起去學的時候
[00:02:58.000 --> 00:03:01.000]  其實教會是一個很寶貴的地方
[00:03:01.000 --> 00:03:03.000]  特別是我們今天看到這段經文
[00:03:03.000 --> 00:03:05.000]  是說到
[00:03:05.000 --> 00:03:07.000]  是主在來的時候
[00:03:07.000 --> 00:03:08.000]  近的
[00:03:08.000 --> 00:03:10.000]  其實我們教會是一個很重要的群體
[00:03:10.000 --> 00:03:12.000]  應該彼此去珍惜
[00:03:12.000 --> 00:03:13.000]  我聽到一個姐妹說
[00:03:13.000 --> 00:03:14.000]  早期回教會
[00:03:14.000 --> 00:03:16.000]  後來因為某些緣故
[00:03:16.000 --> 00:03:18.000]  就離開了教會的生活
[00:03:18.000 --> 00:03:20.000]  後來神改變她
[00:03:20.000 --> 00:03:22.000]  她又回來教會
[00:03:22.000 --> 00:03:24.000]  於是她就很努力地學習
[00:03:24.000 --> 00:03:26.000]  一有機會學聖經就學聖經
[00:03:26.000 --> 00:03:28.000]  一有機會侍奉就侍奉
[00:03:28.000 --> 00:03:30.000]  這位姐妹我怎樣知道
[00:03:30.000 --> 00:03:31.000]  她原來有這樣的經歷呢
[00:03:31.000 --> 00:03:33.000]  就是我覺得很欣賞她
[00:03:33.000 --> 00:03:35.000]  她侍奉這麼熱心
[00:03:35.000 --> 00:03:37.000]  然後她才告訴我
[00:03:37.000 --> 00:03:39.000]  其實大家今天在教會裡坐著
[00:03:39.000 --> 00:03:42.000]  其實這個真是很有福分
[00:03:42.000 --> 00:03:43.000]  不過可能
[00:03:43.000 --> 00:03:46.000]  你還沒有很能夠享受裡面的福分
[00:03:46.000 --> 00:03:47.000]  或者這段經文
[00:03:47.000 --> 00:03:49.000]  讓我們提醒我們
[00:03:49.000 --> 00:03:50.000]  讓我們更加投入
[00:03:50.000 --> 00:03:53.000]  看到教會的重要性
[00:03:53.000 --> 00:03:54.000]  如果我們看今天的經文
[00:03:54.000 --> 00:03:56.000]  是四章
