
[00:00:00.000 --> 00:00:02.000]  各位姐妹平安
[00:00:02.000 --> 00:00:06.000]  那今天我們繼續我們的福音書的
[00:00:06.000 --> 00:00:09.000]  關於有耶穌的比喻的一些講論
[00:00:09.000 --> 00:00:13.000]  那今天講的是關於三個僕人的比喻
[00:00:13.000 --> 00:00:21.000]  那大家也許會聽過一個著名的佈道家叫慕迪
[00:00:21.000 --> 00:00:25.000]  因爲在芝加哥也有一個神學院叫做慕迪神學院
[00:00:25.000 --> 00:00:29.000]  是用來祭煉慕迪這位著名的佈道家
[00:00:29.000 --> 00:00:32.000]  他一開始的時候是在一個公禮會里面服侍
[00:00:32.000 --> 00:00:35.000]  積極參與傳福音的工作
[00:00:35.000 --> 00:00:38.000]  開始的時候他自告奮勇地說
[00:00:38.000 --> 00:00:42.000]  要爲主義學來邀請一些學生去參加
[00:00:42.000 --> 00:00:45.000]  但那些主義學是小朋友的主義學
[00:00:45.000 --> 00:00:50.000]  一開始的時候只有18位比較貧窮的小朋友參加
[00:00:50.000 --> 00:00:56.000]  在聚會當中可以想象小朋友很吵
[00:00:56.000 --> 00:00:58.000]  又很多聲音這樣子
[00:00:58.000 --> 00:01:02.000]  但是他們慢慢地被那慕迪的同情心
[00:01:02.000 --> 00:01:05.000]  跟他的幽默感所迷住了
[00:01:05.000 --> 00:01:10.000]  所以就慢慢地人數馬上從18人漲到600人
[00:01:10.000 --> 00:01:14.000]  所以慢慢他就越來越在服侍上面得力
[00:01:14.000 --> 00:01:18.000]  那後來他甚至擔任一個雙教士的職份
[00:01:18.000 --> 00:01:21.000]  很特別的一個事情就是
[00:01:21.000 --> 00:01:25.000]  他每個主日的時候都騎着馬出去街頭
[00:01:25.000 --> 00:01:28.000]  邀請那些孩子來參加主義學
[00:01:28.000 --> 00:01:32.000]  很快的時候這個兒童主義學或者主義學
[00:01:32.000 --> 00:01:34.000]  人數就超過1000
[00:01:34.000 --> 00:01:37.000]  那人們稱他爲瘋狂的慕迪
[00:01:37.000 --> 00:01:41.000]  所以有不同的人稱呼對他有個總結
[00:01:41.000 --> 00:01:45.000]  比如說他有很好的弟兄就這樣形容他
[00:01:45.000 --> 00:01:49.000]  說他是一個完全奉獻給神的人
[00:01:49.000 --> 00:01:52.000]  他身上的每一磅身體上的肉
[00:01:52.000 --> 00:01:55.000]  所有的部分都是屬於神的
[00:01:55.000 --> 00:01:58.000]  那他也是一個非常注重禱告的人
[00:01:58.000 --> 00:02:01.000]  也在神的話裏面非常用功
[00:02:01.000 --> 00:02:03.000]  特別他也是一個謙卑的人
[00:02:03.000 --> 00:02:09.000]  那他對財富完全沒有貪念的情況
[00:02:09.000 --> 00:02:13.000]  特別他傳福音方面非常的注重
[00:02:13.000 --> 00:02:16.000]  重要的一點是他被聖靈充滿
[00:02:16.000 --> 00:02:19.000]  所以看到他這麼多的一個特點
[00:02:19.000 --> 00:02:22.000]  但是他又是一個怎麼樣的人呢
[00:02:22.000 --> 00:02:25.000]  那慕迪他自己也非常清楚
[00:02:25.000 --> 00:02:27.000]  他是基督的一個僕人
[00:02:27.000 --> 00:02:29.000]  所以有一個僕人的心智
[00:02:29.000 --> 00:02:30.000]  舉個例子
[00:02:30.000 --> 00:02:34.000]  有一次他在一個自己美國就麻州帶領一個聚會
[00:02:34.000 --> 00:02:38.000]  那有一羣歐洲的牧師來到那邊去聚會
[00:02:38.000 --> 00:02:41.000]  那歐洲都有個習慣
[00:02:41.000 --> 00:02:47.000]  就是他們習慣把鞋子就放在各自的房間的門口
[00:02:47.000 --> 00:02:50.000]  那因爲歐洲那邊有這樣的聚會的時候
[00:02:50.000 --> 00:02:53.000]  大廳的僕人都會夜間的時候
[00:02:53.000 --> 00:02:56.000]  幫這些的牧者們把鞋拿去洗
[00:02:56.000 --> 00:02:59.000]  但是在美國就沒有像歐洲一樣
[00:02:59.000 --> 00:03:01.000]  所以沒有人幫他們洗鞋
[00:03:01.000 --> 00:03:03.000]  那慕迪看到這樣的情況
[00:03:03.000 --> 00:03:05.000]  他做什麼事情呢
[00:03:05.000 --> 00:03:08.000]  他就把所有的這些鞋收集起來
[00:03:08.000 --> 00:03:10.000]  放在自己的房間裏面
[00:03:10.000 --> 00:03:12.000]  然後這位著名的一個佈道家
[00:03:12.000 --> 00:03:14.000]  就開始在自己房間裏面
[00:03:14.000 --> 00:03:20.000]  爲他的這些在歐洲的這些弟兄們就洗鞋子
[00:03:20.000 --> 00:03:26.000]  那所以慕迪是一個有僕人心智的一個的神的僕人
[00:03:26.000 --> 00:03:28.000]  所以神大大的使用他
[00:03:28.000 --> 00:03:30.000]  那聖經裏面很多地方告訴我們
[00:03:30.000 --> 00:03:33.000]  其實耶穌基督是盧浦的君王
[00:03:33.000 --> 00:03:36.000]  他爲我們樹立了一個非常好的一個僕人領袖的
[00:03:36.000 --> 00:03:38.000]  一個很好的一個榜樣
[00:03:38.000 --> 00:03:40.000]  但是在現實的生活當中
[00:03:40.000 --> 00:03:46.000]  其實做僕人並不是很得人的歡迎
[00:03:46.000 --> 00:03:49.000]  反而做領袖十分得人心
[00:03:49.000 --> 00:03:52.000]  那有位牧者曾經在一個聖經學院裏面
[00:03:52.000 --> 00:03:56.000]  圖書館裏面做了一個簡單的統計
[00:03:56.000 --> 00:03:57.000]  他打開電腦
[00:03:57.000 --> 00:04:03.000]  然後收集一下里面圖書目錄裏面的一個單詞的查詢
[00:04:03.000 --> 00:04:05.000]  他找了兩個單詞
[00:04:05.000 --> 00:04:07.000]  一個是做領袖
[00:04:07.000 --> 00:04:09.000]  那另外一個是做僕人
[00:04:09.000 --> 00:04:13.000]  那做領袖結果有兩百多次的點擊率
[00:04:13.000 --> 00:04:16.000]  但是做僕人僅僅有兩次
[00:04:16.000 --> 00:04:18.000]  另外他還做了一個統計
[00:04:18.000 --> 00:04:20.000]  就是說他找一下圖書館裏面的書
[00:04:20.000 --> 00:04:22.000]  哪些書是講做僕人的
[00:04:22.000 --> 00:04:25.000]  哪些書是講做領袖的
[00:04:25.000 --> 00:04:28.000]  結果他發現講做領袖的書
[00:04:28.000 --> 00:04:30.000]  比起做僕人的書
[00:04:30.000 --> 00:04:36.000]  比起來是120比1
[00:04:36.000 --> 00:04:38.000]  雖然這次不是一個非常嚴謹的統計
[00:04:38.000 --> 00:04:40.000]  它只是侷限在一個圖書館裏面
[00:04:40.000 --> 00:04:42.000]  但是卻反映了一個現實
[00:04:42.000 --> 00:04:47.000]  就是人們對於關於有關怎麼寫做領袖的書
[00:04:47.000 --> 00:04:52.000]  遠遠就是寫多過一些做僕人的書
[00:04:52.000 --> 00:04:55.000]  那答案可以說是不言而喻
[00:04:55.000 --> 00:04:57.000]  從人的本性來說
[00:04:57.000 --> 00:04:59.000]  不是很多人希望自己做僕人
[00:04:59.000 --> 00:05:02.000]  做領袖卻非常有吸引力
[00:05:02.000 --> 00:05:05.000]  但是基督的心意是什麼樣呢
[00:05:05.000 --> 00:05:08.000]  基督的心意是讓我們成爲僕人
[00:05:08.000 --> 00:05:11.000]  作爲基督的門徒我們需要有僕人的心智
[00:05:11.000 --> 00:05:15.000]  所以今天我們從三個僕人的這個比喻當中
[00:05:15.000 --> 00:05:17.000]  學習耶穌基督
[00:05:17.000 --> 00:05:20.000]  讓我們在這個比喻裏面所要學習的一些功課
[00:05:20.000 --> 00:05:23.000]  那很快的我把上次的一些
[00:05:23.000 --> 00:05:26.000]  講到一些的背景再重新簡單的說一下
[00:05:26.000 --> 00:05:29.000]  上次我們看了十個統領的比喻裏面的經文講到
[00:05:29.000 --> 00:05:34.000]  其實馬太福音24章跟25章是一個整體的段落
[00:05:34.000 --> 00:05:37.000]  那由耶穌要回答一個問題開始
[00:05:37.000 --> 00:05:42.000]  那個問題是馬太福音24章三節
[00:05:42.000 --> 00:05:48.000]  他們問你的降臨和現世世代的終結有什麼徵兆呢
[00:05:48.000 --> 00:05:50.000]  那門徒將問耶穌
[00:05:50.000 --> 00:05:54.000]  那耶穌就問就回答說他有些什麼的預兆
[00:05:54.000 --> 00:05:56.000]  那總結來說有幾方面的
[00:05:56.000 --> 00:06:00.000]  比如說這個世代終結裏面的預兆
[00:06:00.000 --> 00:06:04.000]  有很多的人冒充基督的名來迷惑人
[00:06:04.000 --> 00:06:07.000]  那另外就民與民國與國之間有徵戰
[00:06:07.000 --> 00:06:11.000]  那接着有世界性的一個災況跟地震
[00:06:11.000 --> 00:06:13.000]  接着就出現一個大災難
[00:06:13.000 --> 00:06:15.000]  大災難會出現
[00:06:15.000 --> 00:06:19.000]  接着人子必下雲降臨
[00:06:19.000 --> 00:06:21.000]  帶着極大的能力跟勇要來降臨
[00:06:21.000 --> 00:06:24.000]  然後焦距他的閃明
[00:06:24.000 --> 00:06:27.000]  他在教導這個些的內容的時候
[00:06:27.000 --> 00:06:28.000]  有一個非常重要的一點
[00:06:28.000 --> 00:06:31.000]  就是說關於他再來的日子跟時間
[00:06:31.000 --> 00:06:33.000]  是沒有人知道的
[00:06:33.000 --> 00:06:35.000]  他舉了一個比較
[00:06:35.000 --> 00:06:37.000]  就是說好像洛亞時代的時候
[00:06:37.000 --> 00:06:40.000]  基督的到來就好像洪水到來一樣
[00:06:40.000 --> 00:06:42.000]  非常的突然
[00:06:42.000 --> 00:06:44.000]  洛亞的時期是
[00:06:44.000 --> 00:06:47.000]  當人們就是照常喫喝嫁娶的時候
[00:06:47.000 --> 00:06:49.000]  完全沒有意識的時候
[00:06:49.000 --> 00:06:50.000]  洪水就到了
[00:06:50.000 --> 00:06:51.000]  基督的到來
[00:06:51.000 --> 00:06:54.000]  基督的再來的時候也是這樣
[00:06:54.000 --> 00:06:58.000]  所以我們作爲揪圖的時候
[00:06:58.000 --> 00:07:00.000]  兩章的經文告訴我們
[00:07:00.000 --> 00:07:01.000]  有兩個很重要的命令
[00:07:01.000 --> 00:07:04.000]  就是我們在等待耶穌基督再來的時候
[00:07:04.000 --> 00:07:08.000]  我們需要與世人不一樣的態度跟生命表現
[00:07:08.000 --> 00:07:12.000]  所以他重點突出了兩方面的命令
[00:07:12.000 --> 00:07:13.000]  一個是警醒預備
[00:07:13.000 --> 00:07:15.000]  另外一個是做忠心的補人
[00:07:15.000 --> 00:07:20.000]  他分別用了一些不同的內容來比較
[00:07:20.000 --> 00:07:23.000]  24章講到了兩個的命令
[00:07:23.000 --> 00:07:26.000]  25章又用兩個的比喻來重新
[00:07:26.000 --> 00:07:28.000]  這兩個的命令
[00:07:28.000 --> 00:07:31.000]  比如我們今天講到的財乾的比喻
[00:07:31.000 --> 00:07:33.000]  或者用三個補人的比喻
[00:07:33.000 --> 00:07:37.000]  再次重新我們要做一個忠心的補人
[00:07:37.000 --> 00:07:39.000]  回到我們今天的經文
[00:07:39.000 --> 00:07:40.000]  一開始的時候
[00:07:40.000 --> 00:07:44.000]  主人比喻裏面講到主人要遠行
[00:07:44.000 --> 00:07:46.000]  接着要分配工作
[00:07:46.000 --> 00:07:49.000]  我們重新來讀這幾節經文好不好
[00:07:49.000 --> 00:07:55.000]  一二三行 天國又向一個人要出去遠行
[00:07:55.000 --> 00:08:00.000]  就叫自己的補人來把產業交給他們
[00:08:00.000 --> 00:08:02.000]  他們按照個人的財幹
[00:08:02.000 --> 00:08:05.000]  一個給三萬銀幣
[00:08:05.000 --> 00:08:08.000]  一個給一萬二千銀幣
[00:08:08.000 --> 00:08:10.000]  一個給六千銀幣
[00:08:10.000 --> 00:08:13.000]  然後就遠行去了
[00:08:13.000 --> 00:08:17.000]  好 就到這裏
[00:08:17.000 --> 00:08:22.000]  我們非常清楚這是講述一個主人跟僕人的一個比喻
[00:08:22.000 --> 00:08:24.000]  僕人有三個僕人
[00:08:24.000 --> 00:08:25.000]  那僕人跟主人的事
