
[00:00:00.000 --> 00:00:02.000]  我們講道之前有一個祈禱
[00:00:02.000 --> 00:00:05.720]  親愛的主,我們每一次打開聖經的時候
[00:00:05.720 --> 00:00:17.160]  我們都求你幫助我們明白你自己的話語
[00:00:17.160 --> 00:00:19.160]  你的心意、你的教導
[00:00:19.160 --> 00:00:24.200]  更加求主次因給力量我們去作出回應
[00:00:24.720 --> 00:00:32.720]  因為你的話語裏面藏著很多的祝福、很多的恩典
[00:00:32.720 --> 00:00:37.080]  是讓我們走向更加美好、更加成熟的道路
[00:00:37.080 --> 00:00:42.160]  我們今天的宣講、完講、聽的都同得幫助
[00:00:42.160 --> 00:00:45.720]  祈禱奉耶穌基督的名,誠心所願
[00:00:45.720 --> 00:00:52.920]  原本給了一個題目幹事叫做奉獻的三重奏
[00:00:53.680 --> 00:00:56.680]  後來我又再想,我對題目都很執著
[00:00:56.680 --> 00:01:01.040]  我就改了今天的題目叫做奉獻的點綫面
[00:01:01.040 --> 00:01:04.640]  其實三重奏都通的,我講完之後你再想一想
[00:01:04.640 --> 00:01:15.280]  不過我覺得點綫面更加貼切我今天要講的講章那種情境
[00:01:15.280 --> 00:01:19.520]  一個幾行,有一點,開始一條線
[00:01:19.760 --> 00:01:24.040]  然後畫一個二維的平面,有很多圖畫就可以畫出來了
[00:01:24.040 --> 00:01:26.720]  先有一個點開始
[00:01:26.720 --> 00:01:31.560]  讀的經文大家應該都是不陌生的
[00:01:31.560 --> 00:01:37.080]  耶穌有一次在聖殿裏面對著銀庫看人怎樣去奉獻
[00:01:37.080 --> 00:01:42.240]  有很多有錢人來,擺了很多錢,然後有個窮寡婦來
[00:01:42.240 --> 00:01:45.200]  等了兩個小時,等了一個大錢
[00:01:45.520 --> 00:01:53.200]  耶穌就叫門徒來看,哇,告訴你,你看看,這個人,他投的比其他的人都多
[00:01:53.200 --> 00:01:56.320]  這個我們都聽過了,這個情境
[00:01:56.320 --> 00:02:02.480]  這段經文其實是記載了一件很特別的事情
[00:02:02.480 --> 00:02:08.080]  就是耶穌竟然在一個聖殿裏面對著銀庫,即是奉獻的那個地方
[00:02:08.080 --> 00:02:10.400]  是看人怎樣奉獻
[00:02:10.400 --> 00:02:13.520]  我們想像耶穌很稱高的
[00:02:14.160 --> 00:02:16.880]  你知道會議上是怎樣祈禱的
[00:02:16.880 --> 00:02:22.000]  祂竟然走去聖殿的銀庫裏面看人怎樣奉獻
[00:02:22.000 --> 00:02:25.360]  是不是有點厲害呢
[00:02:25.360 --> 00:02:29.440]  有一點奇怪,新教聖經裏面是記載了一次這樣的情況
[00:02:29.440 --> 00:02:34.400]  耶穌是不是有間中做這個事件呢?我不知道,但是很清楚
[00:02:34.400 --> 00:02:42.560]  福音書就記載了這段出來,就是耶穌在一個銀庫裏面去看人怎樣奉獻
[00:02:43.280 --> 00:02:45.840]  是非常清晰鮮明的
[00:02:45.840 --> 00:02:50.080]  是一件很特別很特別的事,我們真的要值得去想一想
[00:02:50.080 --> 00:02:56.080]  耶穌想表達甚麼呢?想我們明白甚麼呢?
[00:02:56.080 --> 00:03:04.720]  其實耶穌對當時的聖殿的運作,包括祂管理的團隊
[00:03:04.720 --> 00:03:08.640]  其實不是太欣賞
[00:03:09.920 --> 00:03:13.360]  祂曾經拿過筆去趕那些人出來
[00:03:13.360 --> 00:03:20.880]  祂對聖殿我們看福音書熟悉的時候,讚賞的言詞真的不多
[00:03:20.880 --> 00:03:26.080]  當然祂沒有叫人不要回去,這個地方不好的,祂從來都沒有這樣說
[00:03:26.080 --> 00:03:31.360]  但是你想一想,祂肯定的讚賞是很少的
[00:03:31.360 --> 00:03:36.320]  其實當時聖殿的運作也是相當多的問題
[00:03:36.320 --> 00:03:44.480]  是一個很奢華很大的聖殿,但是裏面裝載了那種屬靈的成份似乎也不是這麼多
[00:03:44.480 --> 00:03:46.720]  這個我們看福音書裏面也會知道的
[00:03:46.720 --> 00:03:50.480]  但是耶穌並沒有排斥聖殿
[00:03:50.480 --> 00:03:54.880]  祂即使有很多意見,也沒有排斥聖殿
[00:03:54.880 --> 00:03:56.880]  祂沒有否定祂
[00:03:56.880 --> 00:03:58.880]  甚至祂也沒有疏離祂
[00:03:58.880 --> 00:04:00.880]  這個也是很重要的
[00:04:00.880 --> 00:04:09.840]  耶穌當時處身的處境,聖殿的狀況其實並不理想
[00:04:09.840 --> 00:04:14.640]  但是耶穌並沒有排斥,並沒有疏離,並沒有否定
[00:04:14.640 --> 00:04:21.600]  甚至祂是很努力地希望恢復促進聖殿那種屬靈的功能
[00:04:21.600 --> 00:04:26.080]  祂做這件事,我們看問題要這樣看,耶穌是做這件事
[00:04:26.080 --> 00:04:34.560]  祂對支持聖殿運作的發展的奉獻,祂同樣也沒有加以否定
[00:04:34.560 --> 00:04:38.960]  祂沒有說這個地方不值得支持
[00:04:38.960 --> 00:04:43.680]  看看這個經文,這些人去奉獻,耶穌肯定
[00:04:43.680 --> 00:04:48.320]  包括這個窮寡婦放兩個小錢進去,同樣是加以肯定
[00:04:48.320 --> 00:04:55.760]  這個情境是值得我們去注意的,去思考
[00:04:55.760 --> 00:05:02.080]  什麼是信仰的具體行為呢?
[00:05:02.080 --> 00:05:11.360]  我想最少有三樣東西,就是祈禱、奉獻和行善
[00:05:11.360 --> 00:05:18.160]  什麼是信仰的具體行為呢?
[00:05:18.160 --> 00:05:21.920]  祈禱、奉獻和行善
[00:05:21.920 --> 00:05:31.360]  今天我們的題目叫奉獻的點善變,我們先說奉獻的點
[00:05:31.360 --> 00:05:35.920]  可以說所有的信仰群體或者宗教團體
[00:05:35.920 --> 00:05:40.800]  要維持的條件都是透過奉獻
[00:05:40.800 --> 00:05:44.880]  透過信眾的奉獻去維持的
[00:05:44.880 --> 00:05:48.400]  聖殿的運作、教會的運作都是一樣
[00:05:48.400 --> 00:05:52.960]  而且這個也是信徒履行的責任
