
[00:00:00.000 --> 00:00:03.000]  今天是1月7日
[00:00:03.000 --> 00:00:05.000]  已經過了6天
[00:00:05.000 --> 00:00:07.000]  快要過第7天
[00:00:07.000 --> 00:00:10.000]  不知道今年的開始對大家來說是怎樣的一年呢
[00:00:10.000 --> 00:00:12.000]  過去這6天當中
[00:00:12.000 --> 00:00:14.000]  不知道大家經歷的是
[00:00:14.000 --> 00:00:17.000]  開心的時間多些還是不開心的時間多些呢
[00:00:17.000 --> 00:00:19.000]  如果你上過應用程序的話
[00:00:19.000 --> 00:00:21.000]  你看到我在代土事項之前
[00:00:21.000 --> 00:00:24.000]  我分享了一段感受
[00:00:24.000 --> 00:00:26.000]  因爲其實2018年
[00:00:26.000 --> 00:00:28.000]  從1號開始
[00:00:28.000 --> 00:00:30.000]  我收到的很多都是negative的
[00:00:30.000 --> 00:00:32.000]  一定是bad news
[00:00:32.000 --> 00:00:34.000]  不是negative只是bad news
[00:00:34.000 --> 00:00:39.000]  所以我剛纔鼓勵大家要祈禱呢
[00:00:39.000 --> 00:00:42.000]  我們每個人都希望
[00:00:42.000 --> 00:00:44.000]  Happy New Year
[00:00:44.000 --> 00:00:46.000]  但過了6天
[00:00:46.000 --> 00:00:48.000]  有多開心呢
[00:00:48.000 --> 00:00:50.000]  一年有365天
[00:00:50.000 --> 00:00:52.000]  還有299天
[00:00:52.000 --> 00:00:54.000]  在這段時間當中
[00:00:54.000 --> 00:00:56.000]  你想不想裏面
[00:00:56.000 --> 00:00:58.000]  絕大部分的時間
[00:00:58.000 --> 00:01:00.000]  都會happy的呢
[00:01:00.000 --> 00:01:01.000]  如果你想happy的話
[00:01:01.000 --> 00:01:03.000]  我相信每個人都想happy的
[00:01:03.000 --> 00:01:05.000]  我今天跟大家說一個很簡單的祕訣
[00:01:05.000 --> 00:01:07.000]  這個祕訣很簡單
[00:01:07.000 --> 00:01:10.000]  你就是在這一年當中
[00:01:10.000 --> 00:01:11.000]  勤勤力力
[00:01:11.000 --> 00:01:13.000]  經常每個星期
[00:01:13.000 --> 00:01:15.000]  來參加敬拜
[00:01:15.000 --> 00:01:18.000]  讓天父上帝開心快樂
[00:01:18.000 --> 00:01:20.000]  那我們就會開心快樂
[00:01:20.000 --> 00:01:21.000]  爲什麼呢
[00:01:21.000 --> 00:01:23.000]  你能夠讓天父上帝快樂的時候
[00:01:23.000 --> 00:01:25.000]  我們就會快樂呢
[00:01:25.000 --> 00:01:26.000]  在每一個家庭裏面
[00:01:26.000 --> 00:01:29.000]  如果我們當這個是我們屬靈的家的話
[00:01:29.000 --> 00:01:31.000]  都是一個家主人的
[00:01:31.000 --> 00:01:34.000]  家主人開心快樂呢
[00:01:34.000 --> 00:01:36.000]  家裏人就開心快樂
[00:01:36.000 --> 00:01:39.000]  家主人不開心快樂的時候
[00:01:39.000 --> 00:01:42.000]  家裏人都不會好過的
[00:01:42.000 --> 00:01:45.000]  我不知道每個人家裏都有一個家
[00:01:45.000 --> 00:01:46.000]  起碼自己有一個家
[00:01:46.000 --> 00:01:48.000]  除了屬靈的家之外
[00:01:48.000 --> 00:01:51.000]  你家裏面誰是家主人
[00:01:51.000 --> 00:01:52.000]  可能是爹地
[00:01:52.000 --> 00:01:53.000]  可能是媽咪
[00:01:53.000 --> 00:01:55.000]  可能是你都未定
[00:01:55.000 --> 00:01:56.000]  你想想
[00:01:56.000 --> 00:01:59.000]  如果你是家主人的話
[00:01:59.000 --> 00:02:00.000]  你回到家的時候
[00:02:00.000 --> 00:02:02.000]  你很開心快樂的時候
[00:02:02.000 --> 00:02:04.000]  是不是每個人都會好過一點呢
[00:02:04.000 --> 00:02:06.000]  但如果你回到家裏面的時候
[00:02:06.000 --> 00:02:08.000]  你會發覺你不被人尊重
[00:02:08.000 --> 00:02:10.000]  你說話沒人聽
[00:02:10.000 --> 00:02:14.000]  你爲家裏面付出很多精力
[00:02:14.000 --> 00:02:17.000]  甚至你覺得是犧牲
[00:02:17.000 --> 00:02:18.000]  但沒人去欣賞
[00:02:18.000 --> 00:02:19.000]  你回到家的時候
[00:02:19.000 --> 00:02:24.000]  就好像回到一個女店的飯堂
[00:02:24.000 --> 00:02:26.000]  我相信你回到一個這樣的家
[00:02:26.000 --> 00:02:29.000]  你作爲一個家主人的時候
[00:02:29.000 --> 00:02:31.000]  你一定會覺得很不舒服
[00:02:31.000 --> 00:02:32.000]  很不快樂
[00:02:32.000 --> 00:02:34.000]  甚至你寧願離開那個家
[00:02:34.000 --> 00:02:35.000]  只是久一點
[00:02:35.000 --> 00:02:38.000]  晚上纔回來
[00:02:38.000 --> 00:02:42.000]  但如果我們回到家裏面的時候
