
[00:00:00.000 --> 00:00:01.800]  很多人都說
[00:00:01.800 --> 00:00:05.020]  基督徒經常有三個字掛在嘴邊
[00:00:05.020 --> 00:00:07.040]  是哪三個字呢?大家猜猜
[00:00:07.040 --> 00:00:09.560]  大家真聰明
[00:00:09.560 --> 00:00:11.240]  「感謝主」
[00:00:11.240 --> 00:00:12.720]  剛才都唱了二十幾次
[00:00:12.720 --> 00:00:13.920]  都有貼士
[00:00:13.920 --> 00:00:16.020]  基督徒 我想
[00:00:16.020 --> 00:00:20.060]  人家說基督徒經常都說「感謝神」
[00:00:20.060 --> 00:00:24.920]  我相信基督徒應該是比較懂得感恩的人
[00:00:24.920 --> 00:00:27.400]  因為主耶穌是這樣教導我們
[00:00:27.400 --> 00:00:31.800]  我們的神是教導我們要成為一個感恩的人
[00:00:31.800 --> 00:00:33.400]  要我們成為感恩的人
[00:00:33.400 --> 00:00:36.720]  不單止我們要懂得感恩
[00:00:36.720 --> 00:00:38.660]  神更加要我們
[00:00:38.660 --> 00:00:40.520]  事事感恩 常常感恩
[00:00:40.520 --> 00:00:42.760]  不是感恩 經常都感恩
[00:00:42.760 --> 00:00:45.520]  要我們經常都有感恩的心
[00:00:45.520 --> 00:00:47.880]  我們一齊讀《貝拉比書》
[00:00:47.880 --> 00:00:51.240]  四章六至七節我們一齊讀
[00:00:51.240 --> 00:00:53.400]  應當一無掛慮
[00:00:53.400 --> 00:00:57.800]  只要凡事積著 禱告 祈求 和感謝
[00:00:57.800 --> 00:01:00.720]  將你們所要的告訴神
[00:01:00.720 --> 00:01:03.760]  神所賜出人意外的平安
[00:01:03.760 --> 00:01:05.920]  必在基督耶穌裡
[00:01:05.920 --> 00:01:08.920]  保守你們的心懷意念
[00:01:08.920 --> 00:01:12.600]  這一段經文提醒我們
[00:01:12.600 --> 00:01:15.800]  鼓勵我們做人不要有掛慮
[00:01:15.800 --> 00:01:17.720]  有兩件事可以做
[00:01:17.720 --> 00:01:19.280]  就是
[00:01:19.280 --> 00:01:21.280]  要祈禱
[00:01:21.280 --> 00:01:24.680]  和感謝凡事 祈禱 感謝
[00:01:24.680 --> 00:01:28.880]  然後我們就能夠進入神的平安
[00:01:28.880 --> 00:01:31.680]  得到平安 是一個出人意外的平安
[00:01:31.680 --> 00:01:33.040]  我們透過禱告 感謝
[00:01:33.040 --> 00:01:36.600]  將我們的需要與神傾訴的時候
[00:01:36.600 --> 00:01:38.880]  就能得到平安
[00:01:38.880 --> 00:01:39.600]  結果
[00:01:39.600 --> 00:01:41.040]  第二段
[00:01:41.040 --> 00:01:43.880]  貼薩諾彌加前書五章十六至十八節
[00:01:43.880 --> 00:01:45.640]  我們一齊讀
[00:01:45.640 --> 00:01:47.280]  要常常喜樂
[00:01:47.280 --> 00:01:48.720]  不住的禱告
[00:01:48.720 --> 00:01:50.160]  凡事謝恩
[00:01:50.160 --> 00:01:53.400]  因為這是神在基督耶穌裡
[00:01:53.400 --> 00:01:55.840]  向你們所定的旨意
[00:01:55.840 --> 00:01:58.080]  這句經文很相似
[00:01:58.080 --> 00:01:59.880]  其實我們讀過很多次
[00:01:59.880 --> 00:02:01.080]  早幾個星期
[00:02:01.080 --> 00:02:03.880]  何牧師也跟我們讀過這一節的經文
[00:02:03.880 --> 00:02:05.480]  這裡提醒我們
[00:02:05.480 --> 00:02:08.560]  我們要常常喜樂
[00:02:08.560 --> 00:02:09.600]  有兩件事要做
[00:02:09.600 --> 00:02:10.480]  就是
[00:02:10.480 --> 00:02:12.480]  不住的禱告
[00:02:12.480 --> 00:02:14.280]  凡事謝恩
[00:02:14.280 --> 00:02:16.040]  又是在說這兩件事
[00:02:16.040 --> 00:02:17.440]  這是旨意
[00:02:17.440 --> 00:02:18.520]  要我們喜樂
[00:02:18.520 --> 00:02:20.760]  凡事禱告
[00:02:20.760 --> 00:02:21.800]  凡事謝恩
[00:02:21.800 --> 00:02:23.440]  都是上帝要我們做
[00:02:23.440 --> 00:02:24.720]  是祂的旨意
[00:02:24.720 --> 00:02:26.160]  其實我不知道大家
[00:02:26.160 --> 00:02:27.400]  讀這些經文
[00:02:27.400 --> 00:02:28.880]  學習這些經文的時候
[00:02:28.880 --> 00:02:29.880]  有什麼反應
[00:02:29.880 --> 00:02:31.400]  我記得我自己最初
[00:02:31.400 --> 00:02:33.800]  讀這兩段經文的時候
[00:02:33.800 --> 00:02:35.600]  我很被它吸引
[00:02:35.600 --> 00:02:36.800]  但我也覺得
[00:02:36.800 --> 00:02:39.080]  這兩段經文很奇怪
[00:02:39.080 --> 00:02:40.640]  為什麼會覺得它吸引呢
[00:02:40.640 --> 00:02:41.600]  就是因為
[00:02:41.600 --> 00:02:42.880]  它叫我
[00:02:42.880 --> 00:02:44.400]  一毛掛淚
[00:02:44.400 --> 00:02:45.080]  又叫我
[00:02:45.080 --> 00:02:46.720]  常常喜樂
[00:02:46.720 --> 00:02:48.280]  對於我經常覺得
[00:02:48.280 --> 00:02:49.640]  嘩
[00:02:49.640 --> 00:02:51.480]  這個世界充滿著憂慮
[00:02:51.480 --> 00:02:53.720]  很多事情要擔心
[00:02:53.720 --> 00:02:55.240]  而且覺得
[00:02:55.240 --> 00:02:57.040]  人好像經常都滿滿不樂
[00:02:57.040 --> 00:02:59.160]  好像很難喜樂
[00:02:59.160 --> 00:03:00.400]  所以我覺得很吸引
[00:03:00.400 --> 00:03:01.760]  因為我很想知道
[00:03:01.760 --> 00:03:03.840]  怎樣能夠
[00:03:03.840 --> 00:03:04.840]  一毛掛淚
[00:03:04.840 --> 00:03:05.520]  以及
[00:03:05.520 --> 00:03:07.040]  常常喜樂
[00:03:07.040 --> 00:03:07.800]  但是
[00:03:07.800 --> 00:03:09.760]  我自己心裡想清楚
[00:03:09.760 --> 00:03:10.800]  我又想
[00:03:10.800 --> 00:03:11.560]  其實
[00:03:11.560 --> 00:03:13.920]  是否真的可以呢
[00:03:13.920 --> 00:03:14.680]  人
[00:03:14.680 --> 00:03:16.160]  是否真的可以
[00:03:16.160 --> 00:03:17.720]  一毛掛淚
[00:03:17.720 --> 00:03:20.280]  常常喜樂
[00:03:20.280 --> 00:03:23.360]  大家覺得可以嗎
[00:03:23.360 --> 00:03:26.600]  沒有什麼反應
[00:03:26.600 --> 00:03:27.000]  是的
[00:03:27.000 --> 00:03:30.240]  我們各自心裡有個答案的
[00:03:30.240 --> 00:03:31.320]  那其實
[00:03:31.320 --> 00:03:33.480]  什麼叫做常常喜樂呢
[00:03:33.480 --> 00:03:35.040]  常常喜樂的意思就是
[00:03:35.040 --> 00:03:36.440]  All time
[00:03:36.440 --> 00:03:37.680]  就是時常都這麼喜樂
[00:03:37.680 --> 00:03:39.640]  就是說無論你是
[00:03:39.640 --> 00:03:40.320]  什麼場合
[00:03:40.320 --> 00:03:41.360]  什麼時候
[00:03:41.360 --> 00:03:43.560]  你是順境逆境
[00:03:43.560 --> 00:03:44.520]  甚至乎
[00:03:44.520 --> 00:03:45.880]  患難當中
[00:03:45.880 --> 00:03:46.960]  都有喜樂
[00:03:46.960 --> 00:03:50.640]  這就是所謂的常常喜樂
[00:03:50.640 --> 00:03:51.640]  那
[00:03:51.640 --> 00:03:53.040]  我就心裡想
[00:03:53.040 --> 00:03:54.920]  啊
[00:03:54.920 --> 00:03:56.200]  怎樣做啊
[00:03:56.200 --> 00:03:57.840]  我自己
[00:03:57.840 --> 00:03:59.600]  去讀這段經文的初期
[00:03:59.600 --> 00:04:01.040]  我是覺得
[00:04:01.040 --> 00:04:02.000]  我未必能做到
[00:04:02.000 --> 00:04:02.760]  因為
[00:04:02.760 --> 00:04:03.560]  我未試過
[00:04:03.560 --> 00:04:04.280]  在很困難
[00:04:04.280 --> 00:04:05.480]  很患難的當中
[00:04:05.480 --> 00:04:07.640]  我是可以很喜樂的
[00:04:07.640 --> 00:04:08.480]  我覺得
[00:04:08.480 --> 00:04:09.360]  是不可能
[00:04:09.360 --> 00:04:10.640]  做不到的
[00:04:10.640 --> 00:04:12.600]  那就
[00:04:12.600 --> 00:04:14.880]  要一毛掛淚
[00:04:14.880 --> 00:04:18.440]  就是更加
[00:04:18.440 --> 00:04:19.240]  真的很困難
[00:04:19.240 --> 00:04:20.880]  怎樣一毛掛淚
