
[00:00:00.000 --> 00:00:05.240]  早晨,兄弟姊妹們,早晨
[00:00:05.240 --> 00:00:15.080]  很高興能夠第三次回到大家的當中
[00:00:15.080 --> 00:00:23.280]  和所有家庭一起崇拜
[00:00:23.280 --> 00:00:29.840]  當我看到教會的教授在跳上跳下,我非常生氣
[00:00:30.000 --> 00:00:34.680]  我有些妒忌,但是可以跳上跳下
[00:00:34.680 --> 00:00:37.200]  因為我也想跳上跳下和跳舞
[00:00:37.200 --> 00:00:54.200]  不過十一月的時候,我去遠足,跌倒了,還骨折了三個地方
[00:01:00.680 --> 00:01:06.600]  所以在我的膝蓋和腳的位置,有鐵板和鐵釘
[00:01:06.600 --> 00:01:15.280]  如果我跳,我就像裝彈簧一樣跳
[00:01:15.280 --> 00:01:29.400]  我很開心可以看到小朋友,大一點的小朋友,或者大一點大一點的小朋友
[00:01:30.000 --> 00:01:43.880]  我們有兒童,我們有年輕人,我們有父母,有祖父母
[00:01:43.880 --> 00:01:46.880]  可以一起去敬拜我們的神
[00:01:46.880 --> 00:01:50.880]  讓我們祈禱
[00:01:58.720 --> 00:02:01.720]  神啊,天父神,祢是坐著,寶座上
[00:02:01.720 --> 00:02:06.400]  祢是值得我們去稱讚祢
[00:02:06.400 --> 00:02:20.080]  是祢叫我們把裡面所有讚美祢的,都完全去唱出來,跳給祢
[00:02:25.680 --> 00:02:28.800]  神啊,祢給我們的應許是何其的多呢
[00:02:28.800 --> 00:02:37.960]  祢還給了主耶穌基督,祢為我們的救贖主
[00:02:37.960 --> 00:02:53.200]  我們要求祢的同在在我們當中,所以我們讚美的對象,真是讚美敬拜祢
[00:02:55.680 --> 00:02:59.280]  打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵,打開我們的耳朵
[00:02:59.280 --> 00:03:17.280]  我們奉主耶穌基督的名去祈禱
[00:03:25.680 --> 00:03:28.880]  今天的講題叫做一言為定
[00:03:28.880 --> 00:03:35.280]  我很喜歡講故事的,那我又想跟大家分享一個故事
[00:03:35.280 --> 00:03:43.680]  這個故事不只是給小朋友,這個故事是大小都適合的
[00:03:43.680 --> 00:03:46.880]  我們一起來看看這個故事是怎樣的
[00:03:51.680 --> 00:03:56.080]  這個故事是關於一個蟲子怎樣去孵蛋
[00:03:56.080 --> 00:04:06.080]  有一天有一隻很懶的小鳥,牠叫做Macy
[00:04:06.080 --> 00:04:19.280]  牠要孵蛋,但牠等了很久,牠又沒什麼耐性,又很悶
[00:04:22.080 --> 00:04:34.480]  牠想說牠很想去迪士尼、佛羅里達州好棒,想去放假
[00:04:34.480 --> 00:04:43.280]  突然之間有一隻大笨象走過
[00:04:43.280 --> 00:04:47.680]  這隻大笨象的名字叫做Horton
[00:04:50.880 --> 00:04:52.880]  或者你會想起Team Horton的咖啡
[00:04:52.880 --> 00:05:07.280]  Horton走過,Macy一看到牠就很開心
[00:05:18.480 --> 00:05:22.080]  這隻孵蛋很好玩的,你想不想來試試
[00:05:22.080 --> 00:05:25.280]  你坐過來的時候,我走開一會兒
[00:05:25.280 --> 00:05:29.280]  或者很少時間,很快回來
[00:05:29.280 --> 00:05:44.480]  Horton就說,你看到我這麼大隻,我又沒有毛,又沒有翅膀
[00:05:44.480 --> 00:05:48.480]  還要我坐在這麼小的雞蛋上,一定會坐壞
[00:05:48.480 --> 00:06:02.080]  Macy就說,求求你,你很溫柔的,你可以的,你試試
[00:06:09.680 --> 00:06:18.480]  Horton就說,好,我試試,你去渡假的時候,我答應你,我會坐在這隻蛋上
[00:06:18.480 --> 00:06:28.080]  我告訴你,一言為定,我言出必行,言之必真
[00:06:34.080 --> 00:06:47.280]  Macy就很開心地飛走了,Horton就坐在雞蛋上說,哇,我這麼大,我應該放一些樹框來支撐這隻蛋
[00:06:47.280 --> 00:07:02.480]  我答應了,我一定要照顧得很好
[00:07:04.480 --> 00:07:14.480]  Macy就慢慢地坐在樹枝上,慢慢地坐在鳥巢上,慢慢地開始孵蛋了
[00:07:14.480 --> 00:07:22.480]  我答應了,就是這樣,我一定要做得到
[00:07:22.480 --> 00:07:32.480]  一天,兩天,三天,一個星期,兩個星期,一個月,兩個月,就慢慢過去了
[00:07:34.480 --> 00:07:48.480]  但是當中又下雨,又大風,又走路閃電,Horton也很害怕
[00:07:48.480 --> 00:07:58.480]  但是Horton說不行,我答應了就是這樣,我不可以離開這隻蛋,我一定要照顧它
[00:08:00.480 --> 00:08:04.480]  接著冬天就來了
[00:08:04.480 --> 00:08:17.680]  很大雪,好像我們兩個星期前那樣,大家用鏟鏟雪,可能讓它長臂鏟
[00:08:17.680 --> 00:08:24.480]  但是它的大象,都有那些冰已經在那裏
[00:08:29.680 --> 00:08:33.680]  它又冷,又肚子餓,又害怕
[00:08:33.680 --> 00:08:40.880]  它說不行,我答應了就是這樣,我一定要留在這裏
[00:08:40.880 --> 00:08:46.880]  接著春天就來了
[00:08:46.880 --> 00:08:52.080]  春天回來了,一定會很好
[00:08:52.080 --> 00:08:58.080]  原來春天也有春天的問題
[00:09:00.080 --> 00:09:04.080]  因為它們的朋友全部都好像冬眠完之後,春天就回來了
[00:09:04.080 --> 00:09:16.080]  它們的朋友在那裏看,Horton你幹什麼?在那裏孵蛋,不是嗎?
[00:09:16.080 --> 00:09:26.080]  這隻大象,學不到
[00:09:28.080 --> 00:09:32.080]  它們的朋友在那裏看,Horton你幹什麼?
[00:09:32.080 --> 00:09:40.080]  在那裏笑它,想法它
[00:09:40.080 --> 00:09:46.080]  Horton心裏面真的不是很好受
[00:09:46.080 --> 00:09:56.080]  它們說你都不和我們玩了,我們去玩了,拜拜
[00:09:58.080 --> 00:10:02.080]  Horton其實很想和他們玩,很寂寞
[00:10:02.080 --> 00:10:10.080]  但是它說我答應了就是這樣,我一定會留在這裏
[00:10:10.080 --> 00:10:22.080]  有一天,突然出現了三個獵人
[00:10:22.080 --> 00:10:26.080]  拿著三支長槍,站在Horton旁邊
[00:10:28.080 --> 00:10:32.080]  它們就指著Horton
[00:10:32.080 --> 00:10:44.080]  對,我很害怕,Horton說我很害怕
[00:10:44.080 --> 00:10:48.080]  但是我都不可以離開我這個,我一定要答應了就是這樣留在這裏
[00:10:56.080 --> 00:11:00.080]  那三個獵人想了一想,不應該殺了它們
[00:11:00.080 --> 00:11:04.080]  這麼可愛的大象孵蛋,我前所未見
[00:11:04.080 --> 00:11:08.080]  我們應該拿它們去馬戲團給它們看看
[00:11:08.080 --> 00:11:22.080]  那三個獵人就將大象連那支長槍
[00:11:22.080 --> 00:11:26.080]  連那些樹枝一起拿上船
[00:11:26.080 --> 00:11:30.080]  接著又要坐車,這樣一路就去了
[00:11:30.080 --> 00:11:34.080]  是很艱難,上高山下水
[00:11:34.080 --> 00:11:42.080]  但是縱使這個旅程是很辛苦
[00:11:42.080 --> 00:11:46.080]  Horton都沒有離開牠的蛋
[00:11:50.080 --> 00:11:54.080]  走的時候,馬戲團就拉著牠到處去
[00:11:54.080 --> 00:11:58.080]  給人看這隻大象孵蛋
[00:11:58.080 --> 00:12:04.080]  突然有一天,那隻蛋竟然開了
[00:12:04.080 --> 00:12:14.080]  那些人就說,那隻蛋開了
[00:12:14.080 --> 00:12:18.080]  那隻小鳥應該就出來了
[00:12:20.080 --> 00:12:24.080]  這麼多個月之後,那隻小鳥終於出來了
[00:12:24.080 --> 00:12:32.080]  不是吧,竟然是出了一隻大笨象出來
[00:12:32.080 --> 00:12:36.080]  一個小笨象出來
[00:12:36.080 --> 00:12:40.080]  但是這隻小笨象竟然有翼
[00:12:40.080 --> 00:12:46.080]  它是一隻小笨象小鳥
[00:12:50.080 --> 00:12:54.080]  這隻小笨象是Horton的愛人
[00:12:54.080 --> 00:13:06.080]  你看,這隻蛋孵出來的就是
[00:13:06.080 --> 00:13:10.080]  Horton的所有時間,所有的愛
[00:13:10.080 --> 00:13:14.080]  竟然孵出來,就像Horton一樣
[00:13:14.080 --> 00:13:18.080]  變成一隻小笨象,是不是很可愛
[00:13:20.080 --> 00:13:24.080]  那些獵人就說,我們應該把牠們帶回森林
[00:13:24.080 --> 00:13:28.080]  讓牠們享受家庭的快樂
[00:13:28.080 --> 00:13:40.080]  你可能會覺得這故事很有趣
[00:13:40.080 --> 00:13:48.080]  但是很有意思
[00:13:50.080 --> 00:13:54.080]  我沒有對別人作出過一個承諾
[00:13:54.080 --> 00:14:00.080]  你沒有跟別人說過,一言為定就這樣
[00:14:00.080 --> 00:14:10.080]  這個一言為定這四個字
[00:14:10.080 --> 00:14:14.080]  讓我想起一個聖經故事
[00:14:14.080 --> 00:14:18.080]  是關於約書亞的故事
[00:14:20.080 --> 00:14:24.080]  讓我跟大家分享
[00:14:24.080 --> 00:14:28.080]  約書亞是誰
[00:14:28.080 --> 00:14:36.080]  約書亞在埃及出生,也是在埃及長大
[00:14:36.080 --> 00:14:40.080]  但是他是一位以色列人
[00:14:40.080 --> 00:14:48.080]  當摩西帶領
[00:14:48.080 --> 00:14:52.080]  以色列人出埃及的時候
[00:14:52.080 --> 00:14:56.080]  約書亞就是其中一位
[00:14:56.080 --> 00:15:00.080]  他慢慢就學習成為摩西的助手
[00:15:14.080 --> 00:15:18.080]  約書亞出埃及後,以色列人第一場戰爭
[00:15:18.080 --> 00:15:22.080]  就是對付亞馬力人
[00:15:22.080 --> 00:15:26.080]  約書亞就是帶領他們的兵去對付亞馬力人
[00:15:26.080 --> 00:15:38.080]  還有,記不記得
[00:15:38.080 --> 00:15:42.080]  以色列人派了12個探子進入加拿大
[00:15:42.080 --> 00:15:46.080]  約書亞就是其中一位探子
[00:15:46.080 --> 00:15:56.080]  但是有10個探子回來,不行
[00:15:56.080 --> 00:16:00.080]  全部是巨人,很難打
[00:16:10.080 --> 00:16:14.080]  但是約書亞和他的朋友
[00:16:14.080 --> 00:16:18.080]  說不行,這是神鷹去我們的地方
[00:16:18.080 --> 00:16:22.080]  留乃與物之地,我們可以進去
[00:16:22.080 --> 00:16:34.080]  不過少數服從多數了
[00:16:34.080 --> 00:16:38.080]  所以他們就沒有進去
[00:16:38.080 --> 00:16:42.080]  最後他們走到約旦河
[00:16:42.080 --> 00:16:50.080]  耶和華就跟約書亞說
[00:16:50.080 --> 00:16:54.080]  你帶領以色列人過去
[00:16:54.080 --> 00:16:58.080]  過去這條河
[00:16:58.080 --> 00:17:02.080]  讓我告訴大家
[00:17:02.080 --> 00:17:06.080]  你想想什麼事情發生
[00:17:08.080 --> 00:17:12.080]  其實當時正在潮漲
[00:17:12.080 --> 00:17:16.080]  水是漲得很高
[00:17:16.080 --> 00:17:24.080]  任何人下水
[00:17:24.080 --> 00:17:28.080]  都已經一落就落高過頭
[00:17:28.080 --> 00:17:32.080]  不僅如此
[00:17:32.080 --> 00:17:36.080]  約書亞1:2
[00:17:36.080 --> 00:17:40.080]  當耶和華叫約書亞
[00:17:40.080 --> 00:17:44.080]  他們過的時候
[00:17:44.080 --> 00:17:48.080]  約書亞記第一章二節這樣說
[00:17:48.080 --> 00:17:52.080]  約書亞一直跟著摩西
[00:17:52.080 --> 00:17:56.080]  摩西就像他的爸爸
[00:17:56.080 --> 00:18:00.080]  大哥哥,或是他的師父
[00:18:00.080 --> 00:18:04.080]  跟著摩西
[00:18:04.080 --> 00:18:08.080]  但是耶和華好像要再跟他說
[00:18:08.080 --> 00:18:12.080]  摩西已經死了
[00:18:12.080 --> 00:18:16.080]  現在是你帶領以色列人
[00:18:16.080 --> 00:18:20.080]  進入這條河
[00:18:20.080 --> 00:18:24.080]  約書亞好像很想說
