
[00:00:00.000 --> 00:00:03.200]  這一節聖經在真言第十章二十二節
[00:00:03.200 --> 00:00:05.580]  我們一同來唸只有一節的聖經
[00:00:05.580 --> 00:00:08.120]  來耶和華所賜的福
[00:00:08.120 --> 00:00:11.680]  使人富足並不加上憂慮
[00:00:11.680 --> 00:00:14.200]  再念一遍來耶和華所賜的福
[00:00:14.200 --> 00:00:17.800]  使人富足並不加上憂慮
[00:00:17.800 --> 00:00:20.360]  這裏面馬上要進入農曆新年了
[00:00:20.360 --> 00:00:23.400]  在這裏預先恭賀大家新春快樂
[00:00:23.400 --> 00:00:24.480]  日日蒙福
[00:00:24.480 --> 00:00:25.480]  Amen
[00:00:25.480 --> 00:00:26.760]  阿里路亞
[00:00:26.760 --> 00:00:29.800]  你知道我們中國人一向是非常看重祝福的
[00:00:29.800 --> 00:00:33.200]  在新年的時候你看家家戶戶掛上春聯
[00:00:33.200 --> 00:00:36.200]  爲什麼因爲像祝福臨到我們家
[00:00:36.200 --> 00:00:39.760]  所以家裏面我們也喜歡到處貼滿了祝福的話
[00:00:39.760 --> 00:00:40.920]  這個福
[00:00:40.920 --> 00:00:45.800]  而且道的掛希望祝福到我們的家裏面來
[00:00:45.800 --> 00:00:49.000]  拜年的時候我們都希望說一些吉祥的話
[00:00:49.000 --> 00:00:51.520]  恭喜發財年年有餘
[00:00:51.520 --> 00:00:56.560]  農年的時候更是農藤虎藥農馬精神都來了
[00:00:56.560 --> 00:00:59.680]  不但我們口裏說吉祥的話
[00:00:59.680 --> 00:01:05.200]  我們在飲食上常常有點吉祥的意思在其中不是嗎
[00:01:05.200 --> 00:01:07.400]  所以廣東人新年一定要喫什麼
[00:01:07.400 --> 00:01:10.280]  法菜發財
[00:01:10.280 --> 00:01:14.880]  北方人也一樣怎麼樣要餃子爲什麼元寶
[00:01:14.880 --> 00:01:19.200]  反正我們希望很多祝福臨到就是了
[00:01:19.200 --> 00:01:23.240]  但什麼是真正的祝福呢
[00:01:23.240 --> 00:01:27.600]  我們看見人的祝福常常是短暫的
[00:01:27.600 --> 00:01:31.400]  是表面的而且不能夠長久
[00:01:31.400 --> 00:01:37.920]  在我們一生當中只有神的祝福纔是我們一生的質寶
[00:01:37.920 --> 00:01:40.560]  真言第十章二十二節剛纔我們所讀的經文講
[00:01:40.560 --> 00:01:45.600]  耶和華所賜的福使人富足並且不加上憂慮
[00:01:45.600 --> 00:01:48.600]  那是個多麼美好的福分
[00:01:48.600 --> 00:01:53.440]  能夠使我們富足而且不加上憂慮
[00:01:53.440 --> 00:01:57.080]  那你說我們怎麼樣能夠領受神這樣美好的祝福
[00:01:57.080 --> 00:02:01.560]  在一生當中走上一個蒙福的道路呢
[00:02:01.560 --> 00:02:06.840]  聖經裏面很清楚讓我們看見三個很重要的原則
[00:02:06.840 --> 00:02:09.600]  第一個你一定要確信神的同在
[00:02:09.600 --> 00:02:13.720]  跟你們要確信神的同在
[00:02:13.720 --> 00:02:19.960]  可能你會覺得很奇怪神的同在跟神的祝福有什麼關係
[00:02:19.960 --> 00:02:22.080]  其實是大有關係的
[00:02:22.080 --> 00:02:24.400]  在創世紀第三十九章第二節裏面
[00:02:24.400 --> 00:02:27.040]  我們看見約瑟就是最好的例子
[00:02:27.040 --> 00:02:29.800]  這時候約瑟住在他主人埃及人的家中
[00:02:29.800 --> 00:02:32.640]  耶和華與他同在他就什麼
[00:02:32.640 --> 00:02:34.800]  百事順利
[00:02:34.800 --> 00:02:36.840]  創世紀三十九章二十三節再一次
[00:02:36.840 --> 00:02:40.600]  這時候凡在約瑟手下的是私慾一概不查
[00:02:40.600 --> 00:02:42.920]  因爲耶和華與約瑟同在
[00:02:42.920 --> 00:02:44.800]  耶和華使他所做的什麼樣
[00:02:44.800 --> 00:02:46.920]  盡都順利
[00:02:46.920 --> 00:02:51.000]  想想看一個人手中所做的盡都順利是不是有福的人
[00:02:51.000 --> 00:02:52.560]  當然是有福的人
[00:02:52.560 --> 00:02:56.280]  我們看見在聖經當中約瑟的確是個蒙福的人
[00:02:56.280 --> 00:02:57.840]  神真的是祝福他
[00:02:57.840 --> 00:03:01.200]  而且不但是使他手中所做的盡都順利
[00:03:01.200 --> 00:03:06.920]  連外邦人都看出在約瑟身上有神的祝福
[00:03:06.920 --> 00:03:11.360]  當然這意思不是說約瑟就沒有經過很多苦難跟挫折
[00:03:11.360 --> 00:03:15.240]  的確如果你看約瑟的一生都不是很平順的
[00:03:15.240 --> 00:03:18.360]  你看見他被賣的做奴隸
[00:03:18.360 --> 00:03:21.440]  而且被誣告進入監獄裏面
[00:03:21.440 --> 00:03:25.120]  但無論如何在怎麼樣的環境裏面
[00:03:25.120 --> 00:03:30.840]  我們看見神總是使他手中所做的事情盡都順利
[00:03:30.840 --> 00:03:33.320]  那個祕訣在哪裏
[00:03:33.320 --> 00:03:36.440]  在這兩節聖經當中都看見同一件事情
[00:03:36.440 --> 00:03:38.240]  同一件事一直在提
[00:03:38.240 --> 00:03:41.120]  爲什麼神使他手中所做的盡都順利
[00:03:41.120 --> 00:03:45.400]  因爲神與他同在
[00:03:45.400 --> 00:03:48.360]  所以今天我們要領受神的祝福
[00:03:48.360 --> 00:03:50.600]  確實知道神的同在
[00:03:50.600 --> 00:03:53.960]  確信神的同在是非常重要
[00:03:53.960 --> 00:03:59.000]  這就好像保羅在個人的後書第四章第七節所說的
[00:03:59.000 --> 00:04:02.280]  保羅在這說我們有這寶貝放在瓦器裏
[00:04:02.280 --> 00:04:07.160]  要顯明這莫大的能力是出於神不是出於我們
[00:04:07.160 --> 00:04:09.880]  保羅就在這講得很清楚
[00:04:09.880 --> 00:04:13.160]  保羅說我們有這寶貝放在瓦器裏
[00:04:13.160 --> 00:04:17.200]  保羅形容我們人像瓦器一樣
[00:04:17.200 --> 00:04:18.800]  瓦器是什麼
[00:04:18.800 --> 00:04:22.800]  瓦器是非常平凡而且很脆弱的器皿不是嗎
[00:04:22.800 --> 00:04:28.200]  瓦器是你一碰就裂一摔就碎很脆弱
[00:04:28.200 --> 00:04:30.440]  而我們今天人不就是這樣嗎
[00:04:30.440 --> 00:04:34.960]  我們不但是身體很脆弱心靈也很脆弱
[00:04:34.960 --> 00:04:37.240]  只要經過一點點的打擊困境
[00:04:37.240 --> 00:04:41.960]  常常就叫我們灰心失望落入谷底
[00:04:41.960 --> 00:04:44.320]  但感謝神作爲一個基督徒
[00:04:44.320 --> 00:04:48.800]  我們一點不需要因此害怕
[00:04:48.800 --> 00:04:54.200]  因爲我們是有個寶貝放在瓦器裏面的
[00:04:54.200 --> 00:04:56.800]  一方面我們看我們是個瓦器
[00:04:56.800 --> 00:04:59.360]  聖經裏面從來沒有說我們做了基督徒之後
[00:04:59.360 --> 00:05:02.840]  立刻變成一個什麼Superman沒有
[00:05:02.840 --> 00:05:04.760]  我們還是個瓦器
[00:05:04.760 --> 00:05:08.520]  我們的外表我們的環境一點沒有改變
[00:05:08.520 --> 00:05:10.560]  但是裏面不同了
[00:05:10.560 --> 00:05:16.200]  現在是在我們瓦器的裏面有一個寶貝了
[00:05:16.200 --> 00:05:18.280]  這個寶貝是什麼
[00:05:18.280 --> 00:05:21.080]  在哥倫多後書第四章第七節裏面講說
[00:05:21.080 --> 00:05:24.920]  這個寶貝是一種出於神的能力
[00:05:24.920 --> 00:05:26.680]  什麼能力
[00:05:26.680 --> 00:05:30.920]  如果你仔細看整卷哥倫多前書第四章
[00:05:30.920 --> 00:05:32.320]  後書第四章
[00:05:32.320 --> 00:05:35.040]  你就會發現這個能力是指的
[00:05:35.040 --> 00:05:38.600]  主耶穌從死裏復活的大能
[00:05:38.600 --> 00:05:41.000]  或者說今天當我們成爲基督徒的時候
[00:05:41.000 --> 00:05:44.560]  有一件奇妙的事情發生了弟兄姐妹
[00:05:44.560 --> 00:05:49.800]  那就當我們接受耶穌進入我們生命中做我們的救主的時候
[00:05:49.800 --> 00:05:55.040]  不但是這位從死裏復活的救主耶穌住在我們裏面
[00:05:55.040 --> 00:05:58.040]  更是這位死裏復活的救主
[00:05:58.040 --> 00:06:01.520]  帶着死裏復活的大能住在我們的裏面
[00:06:01.520 --> 00:06:03.240]  你們
[00:06:03.240 --> 00:06:05.800]  而更重要的你要明白
[00:06:05.800 --> 00:06:10.240]  這個能力不是一種禁止的能力
[00:06:10.240 --> 00:06:12.880]  好像領受能力在我們裏面
[00:06:12.880 --> 00:06:16.840]  好像這個能力不會做些什麼事情一樣
[00:06:16.840 --> 00:06:19.640]  這個能力不是禁止的能力
[00:06:19.640 --> 00:06:22.480]  哥倫多後書第四章十二節怎麼說
[00:06:22.480 --> 00:06:25.320]  他說這樣看來死在我們身上發動
[00:06:25.320 --> 00:06:28.720]  生卻在你們身上發動
[00:06:28.720 --> 00:06:32.240]  我很喜歡這個發動這個兩個字
[00:06:32.240 --> 00:06:33.840]  發動這兩個字
[00:06:33.840 --> 00:06:38.240]  好像在我們生命當中神放了個馬達一樣在那裏
[00:06:38.240 --> 00:06:42.720]  讓主耶穌基督的生從死裏復活的大能
[00:06:42.720 --> 00:06:46.280]  當我們接受耶穌基督之後進入我們生命做救主之後
[00:06:46.280 --> 00:06:50.360]  這個死裏復活的大能就能被啓動
[00:06:50.360 --> 00:06:54.440]  不但將我們心靈能夠重新的復甦過來
[00:06:54.440 --> 00:06:58.760]  而且將每天的生活當中能夠經歷神翻轉的大能
[00:06:58.760 --> 00:07:00.000]  你們
[00:07:00.000 --> 00:07:03.880]  所以保羅纔在哥倫多後書第四章第八節到第九節
[00:07:03.880 --> 00:07:05.400]  保羅在這裏說
[00:07:05.400 --> 00:07:08.320]  我們四面受敵卻不被困住
[00:07:08.320 --> 00:07:10.680]  心裏作難卻不自失望
[00:07:10.680 --> 00:07:12.920]  遭逼迫卻不被丟棄
[00:07:12.920 --> 00:07:15.800]  打倒了卻不自死亡
[00:07:15.800 --> 00:07:18.920]  我很喜歡這裏用這個"卻"這個字
[00:07:18.920 --> 00:07:23.840]  或者說今天基督徒是會面對四面受敵的環境
[00:07:23.840 --> 00:07:26.160]  但卻可以不被困住
[00:07:26.160 --> 00:07:29.000]  做基督還是心裏有時候很作難
[00:07:29.000 --> 00:07:31.640]  但可以卻不自失望
[00:07:31.640 --> 00:07:35.000]  今天基督我們也是因爲會遭到逼迫一樣
[00:07:35.000 --> 00:07:37.200]  但卻不被丟棄
[00:07:37.200 --> 00:07:39.520]  做基督還是會被打倒的
[00:07:39.520 --> 00:07:41.320]  但卻不自死亡
[00:07:41.320 --> 00:07:42.480]  你們
[00:07:42.480 --> 00:07:47.320]  換說今天無論你遇到怎麼樣一種環境
[00:07:47.320 --> 00:07:50.520]  是面對絕境覺得沒有出路
[00:07:50.520 --> 00:07:52.520]  是心中孤寂
[00:07:52.520 --> 00:07:54.320]  充滿了恐懼
[00:07:54.320 --> 00:07:56.720]  還是面對不可能的環境
[00:07:56.720 --> 00:07:59.400]  感覺徹底失敗
[00:07:59.400 --> 00:08:01.040]  但作爲一個基督徒
[00:08:01.040 --> 00:08:05.880]  你要重新確信神與你同在
[00:08:05.880 --> 00:08:07.680]  你要確信
[00:08:07.680 --> 00:08:11.320]  無論你覺得你這個瓦器是如何的平反
[00:08:11.320 --> 00:08:14.440]  是一個寶貝在你裏面的
[00:08:14.440 --> 00:08:18.640]  跟你們說有一個寶貝在你裏面的
[00:08:18.640 --> 00:08:22.800]  你要重新來宣告神的同在
[00:08:22.800 --> 00:08:28.440]  憑信心能夠啓動在你面前這個能力
[00:08:28.440 --> 00:08:31.040]  這個能力就要親自帶領你
[00:08:31.040 --> 00:08:36.280]  在生命每一個環境當中帶來翻轉的大能
[00:08:36.280 --> 00:08:40.040]  這個能力要在你面前親自的能夠幫助你
[00:08:40.040 --> 00:08:41.000]  給你力量
[00:08:41.000 --> 00:08:43.200]  神要親自率領你
[00:08:43.200 --> 00:08:47.720]  在人生每一個環境當中反敗爲勝的
[00:08:47.720 --> 00:08:48.680]  Amen
[00:08:48.680 --> 00:08:49.840]  Hallelujah
[00:08:49.840 --> 00:08:52.960]  我就特別想到我們49er的球隊
[00:08:52.960 --> 00:08:54.360]  今年要打Super Bowl
[00:08:54.360 --> 00:08:55.040]  Amen
[00:08:55.040 --> 00:08:57.360]  哇 非常興奮
[00:08:57.360 --> 00:08:58.760]  他們最新的Quarterback
[00:08:58.760 --> 00:09:02.280]  Brock Purdy的故事實在是太奇妙了
[00:09:02.280 --> 00:09:05.520]  他本來是IOR大學足球隊的隊員
[00:09:05.520 --> 00:09:08.880]  2022年大學畢業
[00:09:08.880 --> 00:09:12.480]  他就準備要進入職業足球隊
[00:09:12.480 --> 00:09:15.920]  在2022年選拔的過程當中
[00:09:15.920 --> 00:09:21.400]  各個球隊都搶那個最好的球員
[00:09:21.400 --> 00:09:23.240]  幾輪下來
[00:09:23.240 --> 00:09:26.920]  剩下來的人多半都是大家不想要
[00:09:26.920 --> 00:09:29.000]  剩下來都是不想要的
[00:09:29.000 --> 00:09:32.120]  廣東話叫裸呆蟬
[00:09:32.120 --> 00:09:36.680]  而Brock Purdy就是剩下來的人其中之一
[00:09:36.680 --> 00:09:42.880]  他是最後才被49er選拔成爲後補的後補
[00:09:42.880 --> 00:09:45.120]  事實上當時還有另外一個球隊
[00:09:45.120 --> 00:09:47.000]  本來要考慮他
[00:09:47.000 --> 00:09:50.880]  但自終他還是被那個球隊淘汰了
[00:09:50.880 --> 00:09:53.440]  當他最後被49er選上的時候
[00:09:53.440 --> 00:09:57.640]  他是第262號在足球界選拔過程當中
[00:09:57.640 --> 00:10:02.480]  他這種未知的人被稱爲是Mr. irrelevant
[00:10:02.480 --> 00:10:04.400]  就是無關緊要的人
[00:10:04.400 --> 00:10:06.800]  可有可無的人
[00:10:06.800 --> 00:10:09.440]  想想一個足球員
[00:10:09.440 --> 00:10:12.320]  被人家認爲是無關緊要
[00:10:12.320 --> 00:10:13.960]  可有可無
[00:10:13.960 --> 00:10:16.800]  那是多麼令人沮喪的事情不是嗎
[00:10:16.800 --> 00:10:18.880]  而且他還剛剛出道而已
[00:10:18.880 --> 00:10:21.800]  根本還沒有打過第一場賽都沒有
[00:10:21.800 --> 00:10:24.440]  就被人認爲無關緊要
[00:10:24.440 --> 00:10:27.560]  那還有什麼前途可言不是嗎
[00:10:27.560 --> 00:10:31.880]  但他卻是一位非常虔誠的基督徒
[00:10:31.880 --> 00:10:35.760]  他自己說無論是輸是贏
[00:10:35.760 --> 00:10:40.000]  我只想盡力來榮耀神
[00:10:40.000 --> 00:10:41.840]  沒想到在2022年
[00:10:41.840 --> 00:10:45.600]  他參加的第一個賽季當中
[00:10:45.600 --> 00:10:49.000]  49er的兩個quarterback
[00:10:49.000 --> 00:10:52.120]  連續受傷不能夠上場
[00:10:52.120 --> 00:10:53.840]  所以教練沒辦法
[00:10:53.840 --> 00:10:59.360]  只好把後補的後補推上來成爲quarterback
[00:10:59.360 --> 00:11:03.320]  沒想到他一上場就帶領49er反敗爲勝
[00:11:03.320 --> 00:11:08.320]  而且帶領整個球隊一直打到NFC的冠軍賽
[00:11:08.320 --> 00:11:11.800]  後來因爲他受傷才休息下來
[00:11:11.800 --> 00:11:13.800]  在今年的賽局
[00:11:13.800 --> 00:11:16.040]  他一開始就擔任quarterback
[00:11:16.040 --> 00:11:18.880]  帶領49er一路過關
