
[00:00:00.000 --> 00:00:03.800]  在蘇格蘭有個字典
[00:00:03.800 --> 00:00:06.960]  Colin 即是這個叫「霍林」
[00:00:06.960 --> 00:00:08.640]  如果我們翻譯成中文
[00:00:08.640 --> 00:00:10.880]  他出版了一個出品社
[00:00:10.880 --> 00:00:15.080]  有一個叫做「年度誌」
[00:00:15.080 --> 00:00:16.960]  即是怎樣代表那一年
[00:00:16.960 --> 00:00:19.200]  他們有個年度誌就是這樣
[00:00:19.200 --> 00:00:21.360]  叫「長期危機」
[00:00:21.360 --> 00:00:23.920]  長期危機是怎樣演繹呢
[00:00:23.920 --> 00:00:28.560]  歐洲裏面經歷過脫歐的危機
[00:00:28.560 --> 00:00:31.360]  然後跟著有疫症的危機
[00:00:31.360 --> 00:00:34.120]  然後跟著鵝屋的戰爭
[00:00:34.120 --> 00:00:36.840]  世局的動盪
[00:00:36.840 --> 00:00:42.840]  即是繼而起的就是那些能源的危機
[00:00:42.840 --> 00:00:46.760]  然後生活物價的指數又升高
[00:00:46.760 --> 00:00:49.320]  這個長期危機只是說
[00:00:49.320 --> 00:00:53.080]  那些人活在一個持續不斷的危機當中
[00:00:53.080 --> 00:00:55.320]  感覺到很不安的
[00:00:55.320 --> 00:00:56.040]  在這樣的情況
[00:00:56.040 --> 00:00:58.520]  我不知道大家的感受是怎樣
[00:00:58.520 --> 00:01:00.760]  香港亦都有這樣的統計
[00:01:00.760 --> 00:01:05.600]  那些人通常以甚麼去表達自己的心聲呢
[00:01:05.600 --> 00:01:10.160]  其中有一個叫「無力感」
[00:01:10.160 --> 00:01:13.800]  有一位中年的婦女就這樣說
[00:01:13.800 --> 00:01:17.600]  她說很多親友都移居海外
[00:01:17.600 --> 00:01:22.040]  很多都流散了
[00:01:22.040 --> 00:01:25.880]  亦都有些家人、親人離世
[00:01:25.880 --> 00:01:28.680]  她覺得沒有東西可以控制得到
[00:01:28.680 --> 00:01:30.920]  唯有自己做甚麼呢
[00:01:30.920 --> 00:01:32.760]  注意自己的健康
[00:01:32.760 --> 00:01:35.000]  我不知道能否做得到
[00:01:35.000 --> 00:01:39.280]  例如我家中的太太都染了疫
[00:01:39.280 --> 00:01:40.720]  我們都不知道怎樣去驗
[00:01:40.720 --> 00:01:46.840]  是否真的能夠掌握到健康呢
[00:01:46.840 --> 00:01:48.520]  見仁見智
[00:01:48.520 --> 00:01:51.520]  我不知道大家怎樣看我們的生活
[00:01:51.520 --> 00:01:54.400]  前面2023年你怎樣看呢
[00:01:54.400 --> 00:01:57.760]  是否一個滿有動力的生活
[00:01:57.760 --> 00:02:01.160]  還是我們好像在捱打一樣呢
[00:02:01.160 --> 00:02:02.120]  我覺得很重要
[00:02:02.120 --> 00:02:05.400]  我們怎樣找到一個基督徒的身份
[00:02:05.400 --> 00:02:07.800]  我們持守著這個定位
[00:02:07.800 --> 00:02:09.960]  唯有我們回到神那裏
[00:02:09.960 --> 00:02:13.320]  我們看看我們跟神的關係
[00:02:13.320 --> 00:02:15.400]  因為最認識我們的是神
[00:02:15.400 --> 00:02:18.160]  祂才能夠給予我們的定位
[00:02:18.160 --> 00:02:20.960]  這篇詩篇很寶貴
[00:02:20.960 --> 00:02:23.800]  即是139篇
[00:02:23.800 --> 00:02:29.320]  你看到大衛面對很不容易的人生的經歷
[00:02:29.320 --> 00:02:32.600]  但是這篇詩篇很長的篇幅
[00:02:32.600 --> 00:02:34.680]  它是在說祂跟神的關係
[00:02:34.680 --> 00:02:35.720]  這個很重要
[00:02:35.720 --> 00:02:36.760]  有了這個認識
[00:02:36.760 --> 00:02:39.880]  祂才能夠面對真正的生活
[00:02:39.880 --> 00:02:42.000]  或者我們從這樣的角度去看
[00:02:42.000 --> 00:02:44.520]  看看這篇詩篇
[00:02:44.520 --> 00:02:45.120]  逐一去看
[00:02:45.120 --> 00:02:48.320]  它首先說到神是很認識祂的
[00:02:48.320 --> 00:02:50.680]  我們看看這段經文
[00:02:50.680 --> 00:02:55.640]  它說第一節 這裡的詩是大衛的詩
[00:02:55.640 --> 00:02:59.240]  它說耶和華你已經鑑察我認識我
[00:02:59.240 --> 00:03:00.240]  第一句
[00:03:00.240 --> 00:03:02.960]  鑑察這個字即是審查
[00:03:02.960 --> 00:03:04.720]  去試驗
[00:03:04.720 --> 00:03:06.640]  去了解明白
[00:03:06.640 --> 00:03:09.800]  當然神是甚麼都知道的
[00:03:09.800 --> 00:03:12.440]  但是祂即是代表這樣形容
[00:03:12.440 --> 00:03:15.000]  祂要很審慎地去觀察
[00:03:15.000 --> 00:03:16.600]  去留意我們
[00:03:16.600 --> 00:03:19.280]  以致祂很明白認識我們
[00:03:19.280 --> 00:03:21.920]  認識這個字不是只是頭腦的
[00:03:21.920 --> 00:03:25.360]  而是一個親密的關係
[00:03:25.360 --> 00:03:29.360]  所以這個經文很看得到我們
[00:03:29.360 --> 00:03:31.600]  跟神奇有一個很關切的
[00:03:31.600 --> 00:03:34.160]  你想想有哪些人經常看著我們
[00:03:34.160 --> 00:03:36.880]  研究我們究竟我們是怎樣的
[00:03:36.880 --> 00:03:40.200]  我不知道丈夫對太太的研究有多少
[00:03:40.200 --> 00:03:44.240]  或者太太對丈夫有多少
[00:03:44.240 --> 00:03:49.360]  我記得有時我以前讀書的時候 大學的時候
[00:03:49.360 --> 00:03:51.800]  有一對很好的基督圖
[00:03:51.800 --> 00:03:54.240]  但是我有一個驚訝
[00:03:54.240 --> 00:03:55.720]  就是太太說
[00:03:55.720 --> 00:03:58.920]  我都不知道我丈夫想甚麼的
[00:03:58.920 --> 00:04:00.320]  即是你很難去
[00:04:00.320 --> 00:04:02.960]  即是親邊的人你都很不明白
[00:04:02.960 --> 00:04:05.000]  但是神就明白我們
[00:04:05.000 --> 00:04:07.520]  祂這樣去鑑察
[00:04:07.520 --> 00:04:08.640]  去到甚麼程度
[00:04:08.640 --> 00:04:11.680]  你看很多的對比 很多的形容
[00:04:11.680 --> 00:04:14.520]  就說我坐下起來
[00:04:14.520 --> 00:04:16.800]  你現在就坐在那裡
[00:04:16.800 --> 00:04:19.240]  然後離開的時候你就起床
[00:04:19.240 --> 00:04:21.280]  你在家裡工作
[00:04:21.280 --> 00:04:22.600]  你就坐下
[00:04:22.600 --> 00:04:24.280]  甚麼時候拿杯水、針
[00:04:24.280 --> 00:04:28.080]  這些都是意念驅使你坐下、起床
[00:04:28.080 --> 00:04:30.520]  每一個細節神都知道
[00:04:30.520 --> 00:04:32.720]  你的意念都知道
[00:04:32.720 --> 00:04:35.400]  從遠處就知道
[00:04:35.400 --> 00:04:37.080]  還有人的對比
[00:04:37.080 --> 00:04:38.840]  走路 即是出去外面
[00:04:38.840 --> 00:04:42.360]  或者是躺在晚上休息
[00:04:42.360 --> 00:04:43.760]  即是整天的時間
[00:04:43.760 --> 00:04:44.760]  你都細察
[00:04:44.760 --> 00:04:47.640]  用了很多不同的詞彙
[00:04:47.640 --> 00:04:51.200]  觀察、鑑察、細察這些字
[00:04:51.200 --> 00:04:56.400]  這些字講到是一個很深究的
[00:04:56.400 --> 00:04:58.360]  即是好像有一點量度
[00:04:58.360 --> 00:05:00.240]  細察這個字的意思
[00:05:00.240 --> 00:05:01.320]  很仔細的
[00:05:01.320 --> 00:05:05.400]  這樣形容絕不簡單的
[00:05:05.400 --> 00:05:09.080]  亦都深知大衛所做的一切事
[00:05:09.080 --> 00:05:09.960]  細到甚麼程度
[00:05:09.960 --> 00:05:12.160]  講說話都知道
[00:05:12.160 --> 00:05:13.640]  我不知道大家有沒有統計
[00:05:13.640 --> 00:05:16.560]  你一天講多少個說話
[00:05:16.560 --> 00:05:19.080]  即是疫症時間可能會少一點
[00:05:19.080 --> 00:05:20.280]  不知道是不是
[00:05:20.280 --> 00:05:21.280]  一般來說
[00:05:21.280 --> 00:05:22.720]  即是有人統計過
[00:05:22.720 --> 00:05:25.040]  不知道是男性還是女性
[00:05:25.040 --> 00:05:27.760]  就是一萬八千個字
[00:05:27.760 --> 00:05:31.120]  有沒有這麼多?
[00:05:31.120 --> 00:05:32.600]  我不知道有沒有這麼多
[00:05:32.600 --> 00:05:35.840]  不過這個就是有些人這樣的統計
[00:05:35.840 --> 00:05:37.880]  你發覺真是多到這樣
[00:05:37.880 --> 00:05:39.320]  當然我們講話
[00:05:39.320 --> 00:05:41.720]  亦都表達我們的內心
[00:05:41.720 --> 00:05:43.160]  內心的世界
[00:05:43.160 --> 00:05:45.040]  但是神都知道
[00:05:45.040 --> 00:05:47.160]  然後你前後環繞我
[00:05:47.160 --> 00:05:49.160]  這個「環繞」這個字
[00:05:49.160 --> 00:05:50.880]  不單止是知道
[00:05:50.880 --> 00:05:52.760]  還跟你很接近
[00:05:52.760 --> 00:05:53.640]  「環繞」這個字
