
[00:00:00.000 --> 00:00:03.460]  我們今天要講一個比較特別的題目
[00:00:03.460 --> 00:00:05.400]  其實是原續的
[00:00:05.400 --> 00:00:07.940]  就是《集體聆聽》裏面
[00:00:07.940 --> 00:00:11.240]  基督身體的管治的角色
[00:00:11.240 --> 00:00:13.240]  我想我們看一段聖經
[00:00:13.240 --> 00:00:14.740]  咦?這是什麼?
[00:00:14.740 --> 00:00:16.740]  原來是在上面走馬燈
[00:00:16.740 --> 00:00:17.780]  現在很厲害
[00:00:17.780 --> 00:00:35.620]  (中文字幕: 墨威)
[00:00:35.620 --> 00:00:46.100]  我們知道這段聖經是講耶穌基督將來在管治的世界裏面是超然物相的,對不對?
[00:00:46.100 --> 00:00:48.680]  萬有都是祂的腳下
[00:00:48.680 --> 00:00:50.680]  那我們是祂的什麼?
[00:00:50.680 --> 00:00:52.080]  我們是祂的身體
[00:00:52.080 --> 00:00:55.080]  那腳下是不是在我們下面?
[00:00:55.080 --> 00:00:56.080]  是不是?
[00:00:56.080 --> 00:00:58.580]  你們好像是第一次聽
[00:00:58.580 --> 00:01:00.580]  我上次已經講過了
[00:01:00.580 --> 00:01:03.580]  你們忘記得比青年區的人還快
[00:01:03.580 --> 00:01:05.080]  這也是正常的
[00:01:05.080 --> 00:01:07.080]  你們說現在聽到了,明白明白
[00:01:07.080 --> 00:01:10.580]  我也是超然物相的,對不對?
[00:01:10.580 --> 00:01:12.580]  你們是不是也是超然物相的?
[00:01:12.580 --> 00:01:14.580]  因爲你們是耶穌的腳,對不對?
[00:01:14.580 --> 00:01:16.580]  你們是耶穌的身體
[00:01:16.580 --> 00:01:18.580]  那萬有都是祂的什麼?
[00:01:18.580 --> 00:01:20.080]  是祂的腳下
[00:01:20.080 --> 00:01:23.580]  那你們和我是不是也是超然物相的?
[00:01:23.580 --> 00:01:24.580]  你跟旁邊的人說
[00:01:24.580 --> 00:01:28.580]  明白
[00:01:28.580 --> 00:01:32.080]  我裏面有一個什麼DNA在這裏?
[00:01:32.080 --> 00:01:34.580]  有一個超然物相的DNA,對不對?
[00:01:34.580 --> 00:01:36.580]  不用別人肯定我的
[00:01:36.580 --> 00:01:38.080]  就有了,對不對?
[00:01:38.080 --> 00:01:39.580]  清不清楚?
[00:01:39.580 --> 00:01:41.580]  不過還沒發生
[00:01:41.580 --> 00:01:44.580]  因爲將來的世界才歸我們管的,對不對?
[00:01:44.580 --> 00:01:47.580]  既然將來的世界才歸我們管
[00:01:47.580 --> 00:01:49.080]  那現在就不要講了,對不對?
[00:01:49.080 --> 00:01:50.580]  那爲什麼現在不要講?
[00:01:50.580 --> 00:01:52.080]  現在一定要講
[00:01:52.080 --> 00:01:52.580]  爲什麼你沒死
[00:01:52.580 --> 00:01:53.580]  爲什麼我沒死
[00:01:53.580 --> 00:01:55.080]  要知道這件事?
[00:01:55.080 --> 00:01:57.080]  因爲你要知道
[00:01:57.080 --> 00:01:59.580]  你現在活在地上
[00:01:59.580 --> 00:02:04.080]  你要圍着你潛藏的超然物相的角色
[00:02:04.080 --> 00:02:05.580]  做一個什麼?
[00:02:05.580 --> 00:02:08.580]  做一個訓練
[00:02:08.580 --> 00:02:11.580]  人生是我們的一個訓練場
[00:02:11.580 --> 00:02:13.580]  你同不同意嗎?
[00:02:13.580 --> 00:02:14.580]  訓練你什麼?
[00:02:14.580 --> 00:02:17.580]  訓練你到不到位
[00:02:17.580 --> 00:02:19.580]  到不到位
[00:02:19.580 --> 00:02:21.580]  主就預備了位置給你
[00:02:21.580 --> 00:02:24.080]  不過這個訓練的過程要訓練你
[00:02:24.080 --> 00:02:26.080]  看你最後到不到位
[00:02:26.080 --> 00:02:28.580]  那你說主不是知道的嗎?
[00:02:28.580 --> 00:02:30.580]  不用這樣測試我的,對不對?
[00:02:30.580 --> 00:02:33.080]  主當然知道的
[00:02:33.080 --> 00:02:35.080]  不過爲什麼要這樣做呢?
[00:02:35.080 --> 00:02:39.080]  因爲我們超然物相不是民選的
[00:02:39.080 --> 00:02:42.080]  你跟旁邊的人說不是民選
[00:02:42.080 --> 00:02:45.580]  是主在創世以前已經什麼?
[00:02:45.580 --> 00:02:47.080]  已經決定了
[00:02:47.080 --> 00:02:48.080]  可以嗎?
[00:02:48.080 --> 00:02:49.080]  已經決定了
[00:02:49.080 --> 00:02:53.580]  但是靈界會反對的,你知不知道?
[00:02:53.580 --> 00:02:56.580]  那坨東西是緊的
[00:02:56.580 --> 00:02:58.580]  不行的
[00:02:58.580 --> 00:03:00.580]  他又貪污,他又懶惰
[00:03:00.580 --> 00:03:04.080]  他又在家裏吵吵鬧鬧
[00:03:04.080 --> 00:03:07.580]  他自己去廁所又不沖廁所
[00:03:07.580 --> 00:03:09.580]  講得俗一點
[00:03:09.580 --> 00:03:11.080]  一堆東西
[00:03:11.080 --> 00:03:14.580]  他怎麼可以來管治將來的世界
[00:03:14.580 --> 00:03:15.580]  你明白嗎?
[00:03:15.580 --> 00:03:18.080]  就是說到有一天我們要到位的時候
[00:03:18.080 --> 00:03:22.080]  所有萬物被我們管理的
[00:03:22.080 --> 00:03:23.080]  被我們管治的
[00:03:23.080 --> 00:03:24.080]  包括靈界
[00:03:24.080 --> 00:03:26.080]  要向你到位
[00:03:26.080 --> 00:03:27.580]  說一個什麼?
[00:03:27.580 --> 00:03:30.080]  沒話說
[00:03:30.080 --> 00:03:32.080]  就是沒話說
[00:03:32.080 --> 00:03:33.580]  沒話說
[00:03:33.580 --> 00:03:38.580]  這個觀念我們是比較少聽的
[00:03:38.580 --> 00:03:42.080]  其實是2003年
[00:03:42.080 --> 00:03:45.080]  史福索牧師在機場
[00:03:45.080 --> 00:03:47.580]  他講了一節聖經
[00:03:47.580 --> 00:03:49.080]  就嚇醒了我
[00:03:49.080 --> 00:03:50.580]  那節聖經是說什麼?
[00:03:50.580 --> 00:03:55.080]  你不要爲了帶人信耶穌好什麼?
[00:03:55.080 --> 00:03:56.080]  很開心
[00:03:56.080 --> 00:03:59.080]  你要爲你的命被記錄在什麼?
[00:03:59.080 --> 00:04:01.580]  天上開心
[00:04:01.580 --> 00:04:05.580]  其實這節聖經是那天來祈禱的
[00:04:05.580 --> 00:04:07.580]  陳因明祈禱的
[00:04:07.580 --> 00:04:10.580]  誰知道史福索牧師忍不住
[00:04:10.580 --> 00:04:13.580]  拿着這節聖經說了一句話
[00:04:13.580 --> 00:04:16.580]  陳因明說
[00:04:16.580 --> 00:04:18.580]  所以你要在乎你和耶穌的關係
[00:04:18.580 --> 00:04:20.580]  他在祈禱裏面這樣說
[00:04:20.580 --> 00:04:21.580]  史福索牧師說
[00:04:21.580 --> 00:04:24.580]  這節聖經其實是說
[00:04:24.580 --> 00:04:27.580]  不是你的名字被記錄在生命冊上
[00:04:27.580 --> 00:04:30.080]  你和耶穌有一個很好的關係
[00:04:30.080 --> 00:04:31.580]  這節聖經是說
[00:04:31.580 --> 00:04:35.580]  你的名字在靈界被知曉
[00:04:35.580 --> 00:04:37.580]  嚇得我
[00:04:37.580 --> 00:04:39.580]  我聽了幾十年
[00:04:39.580 --> 00:04:41.580]  我又讀了多少次聖經
[00:04:41.580 --> 00:04:44.580]  我都覺得這句話好像簡而單之
[00:04:44.580 --> 00:04:46.580]  你的名被記錄在天上
[00:04:46.580 --> 00:04:50.580]  我們下意識都會是生命冊的
[00:04:50.580 --> 00:04:51.580]  很開心
[00:04:51.580 --> 00:04:53.580]  我在生命冊上有份
[00:04:53.580 --> 00:04:56.580]  不過事實上那裏真的沒有說生命冊
[00:04:56.580 --> 00:05:00.580]  在我讀聖經裏面
[00:05:00.580 --> 00:05:02.580]  我有個所謂的前設
[00:05:02.580 --> 00:05:04.580]  我就讀了進去
[00:05:04.580 --> 00:05:07.580]  我真的忍不住去察考這節聖經
[00:05:07.580 --> 00:05:08.580]  哇
[00:05:08.580 --> 00:05:10.580]  跟旁邊的人說
[00:05:10.580 --> 00:05:12.580]  原來你沒死
[00:05:12.580 --> 00:05:15.580]  是因爲靈界不可以弄死你
[00:05:15.580 --> 00:05:19.580]  你明不明白
[00:05:19.580 --> 00:05:21.580]  你在基督裏面沒死
[00:05:21.580 --> 00:05:24.580]  是因爲靈界不可以弄死你
[00:05:24.580 --> 00:05:26.580]  你瞭解嗎
[00:05:26.580 --> 00:05:28.580]  因爲你在過往
[00:05:28.580 --> 00:05:31.580]  你信耶穌去到某一個位置
[00:05:31.580 --> 00:05:33.580]  你被考驗
[00:05:33.580 --> 00:05:36.580]  以致他只可以
[00:05:36.580 --> 00:05:38.580]  令你生病
[00:05:38.580 --> 00:05:40.580]  不可以令你死
[00:05:40.580 --> 00:05:42.580]  你看不看到約伯
[00:05:42.580 --> 00:05:46.580]  約伯是神說
[00:05:46.580 --> 00:05:50.580]  你即管去搞他
[00:05:50.580 --> 00:05:52.580]  只要留下什麼
[00:05:52.580 --> 00:05:53.580]  對不對
[00:05:53.580 --> 00:05:59.580]  因爲神知道他已經會合格
[00:05:59.580 --> 00:06:00.580]  對不對
[00:06:00.580 --> 00:06:03.580]  所以我們其實是需要這樣的
[00:06:03.580 --> 00:06:04.580]  瞭解嗎
[00:06:04.580 --> 00:06:07.580]  不是神試探我們
[00:06:07.580 --> 00:06:10.580]  是在試驗的過程裏面
[00:06:10.580 --> 00:06:12.580]  就好像他和亞伯拉罕說
[00:06:12.580 --> 00:06:15.580]  你今天將你兒子毫無保留地給了我
[00:06:15.580 --> 00:06:16.580]  我知道
[00:06:16.580 --> 00:06:18.580]  做什麼
[00:06:18.580 --> 00:06:19.580]  你什麼
[00:06:19.580 --> 00:06:20.580]  搞定了
[00:06:20.580 --> 00:06:24.580]  因爲你心中的至愛已經獻上給我
[00:06:24.580 --> 00:06:26.580]  所以靈界沒話說
[00:06:26.580 --> 00:06:27.580]  你明不明白
[00:06:27.580 --> 00:06:29.580]  不是神妒忌我們
[00:06:29.580 --> 00:06:32.580]  其實神在創世以前已經預備給我們
[00:06:32.580 --> 00:06:34.580]  不過在這個考驗的過程裏
[00:06:34.580 --> 00:06:35.580]  譬如說我們來到現在
[00:06:35.580 --> 00:06:36.580]  我們用一個
[00:06:36.580 --> 00:06:38.580]  我們以前的宗主國
[00:06:38.580 --> 00:06:39.580]  英國
[00:06:39.580 --> 00:06:41.580]  說一個例子
[00:06:41.580 --> 00:06:43.580]  英女皇這麼長命
[00:06:43.580 --> 00:06:44.580]  對不對
[00:06:44.580 --> 00:06:46.580]  如果你是查理斯王子
[00:06:46.580 --> 00:06:48.580]  你怎麼想呢
[00:06:48.580 --> 00:06:54.580]  我都明明是首席繼承人
[00:06:54.580 --> 00:06:56.580]  不過他一直都在
[00:06:56.580 --> 00:06:58.580]  他又不升職
[00:06:58.580 --> 00:07:00.580]  所以我這個首席就不值
[00:07:00.580 --> 00:07:01.580]  對不對
[00:07:01.580 --> 00:07:03.580]  那威廉王子呢
[00:07:03.580 --> 00:07:04.580]  就更加不用想了
[00:07:04.580 --> 00:07:05.580]  對不對
[00:07:05.580 --> 00:07:06.580]  你阿嬤都沒死
[00:07:06.580 --> 00:07:08.580]  你阿爸又沒上位
[00:07:08.580 --> 00:07:10.580]  你什麼時候輪到誰來
[00:07:10.580 --> 00:07:13.580]  但是如果你問一下英國人
[00:07:13.580 --> 00:07:17.580]  你究竟想查理斯王子上位
[00:07:17.580 --> 00:07:19.580]  還是想這個威廉王子上位呢
[00:07:19.580 --> 00:07:21.580]  你猜他們會怎麼回答
[00:07:21.580 --> 00:07:23.580]  你是英國人嗎
[00:07:23.580 --> 00:07:26.580]  怪不得要去除殖民地
[00:07:26.580 --> 00:07:27.580]  對不對
[00:07:27.580 --> 00:07:28.580]  真的不對
[00:07:28.580 --> 00:07:29.580]  你不是英國人
[00:07:29.580 --> 00:07:30.580]  你不可以代他回答
[00:07:30.580 --> 00:07:33.580]  不過所有的英國人都告訴我
[00:07:33.580 --> 00:07:34.580]  是這樣
[00:07:34.580 --> 00:07:35.580]  爲什麼
[00:07:35.580 --> 00:07:38.580]  其實我們是零界的
[00:07:38.580 --> 00:07:40.580]  我們都可以向一些東西說什麼
[00:07:40.580 --> 00:07:41.580]  Yes
[00:07:41.580 --> 00:07:42.580]  向一些東西說什麼
[00:07:42.580 --> 00:07:43.580]  No
[00:07:43.580 --> 00:07:44.580]  你明白嗎
[00:07:44.580 --> 00:07:46.580]  你現在跟旁邊的人說得很清楚
[00:07:46.580 --> 00:07:48.580]  所以我的兒子我的女兒在學校裏
[00:07:48.580 --> 00:07:49.580]  被人Yes被人No
[00:07:49.580 --> 00:07:51.580]  可能跟我有關係
[00:07:51.580 --> 00:07:52.580]  你明白嗎
[00:07:52.580 --> 00:07:53.580]  清楚嗎
[00:07:53.580 --> 00:07:54.580]  清楚嗎
[00:07:54.580 --> 00:07:56.580]  這裏清楚了
[00:07:56.580 --> 00:07:58.580]  就是說這個過程
[00:07:58.580 --> 00:08:00.580]  這個過程呢
[00:08:00.580 --> 00:08:01.580]  你作爲一個教會羣體
[00:08:01.580 --> 00:08:04.580]  你活在持綱這個羣體裏
[00:08:04.580 --> 00:08:06.580]  是你的榮幸
[00:08:06.580 --> 00:08:08.580]  我覺得是我們的榮幸
[00:08:08.580 --> 00:08:10.580]  我們竟然擁有一個什麼
[00:08:10.580 --> 00:08:13.580]  就是從天降下來的集體聆聽
[00:08:13.580 --> 00:08:14.580]  對不對
[00:08:14.580 --> 00:08:17.580]  大家有沒有爲這件事很開心
[00:08:17.580 --> 00:08:18.580]  有沒有
[00:08:18.580 --> 00:08:19.580]  有
[00:08:19.580 --> 00:08:22.580]  所以韋成牧師給我一個offer
[00:08:22.580 --> 00:08:24.580]  我接了
[00:08:24.580 --> 00:08:26.580]  我寫我的論文
[00:08:26.580 --> 00:08:29.580]  那天站在民生那裏說兩句
[00:08:29.580 --> 00:08:31.580]  突然間
[00:08:31.580 --> 00:08:33.580]  陳光就說
[00:08:33.580 --> 00:08:37.580]  你有沒有想過將你的論文出書
[00:08:37.580 --> 00:08:39.580]  都有想的
[00:08:39.580 --> 00:08:41.580]  不過也有夠錢的
[00:08:41.580 --> 00:08:43.580]  哇 林韋成真是厲害
[00:08:43.580 --> 00:08:45.580]  馬上就說
[00:08:45.580 --> 00:08:47.580]  持綱堂出了
[00:08:47.580 --> 00:08:50.580]  他代理說了
[00:08:50.580 --> 00:08:52.580]  本來我想據爲己有
[00:08:52.580 --> 00:08:54.580]  現在唯有獻給你
[00:08:54.580 --> 00:08:56.580]  因爲你持綱堂出了
[00:08:56.580 --> 00:08:57.580]  持綱堂出了
[00:08:57.580 --> 00:08:58.580]  哇 真是感謝主
[00:08:58.580 --> 00:08:59.580]  那我就說
[00:08:59.580 --> 00:09:00.580]  哇 好啊 持綱堂出
[00:09:00.580 --> 00:09:03.580]  然後我們全香港的教會
[00:09:03.580 --> 00:09:04.580]  千幾間
[00:09:04.580 --> 00:09:06.580]  每個主任牧師都送他什麼
[00:09:06.580 --> 00:09:08.580]  一本好不好
[00:09:08.580 --> 00:09:10.580]  但以後買的呢
[00:09:10.580 --> 00:09:11.580]  就要給錢了
[00:09:11.580 --> 00:09:14.580]  吸引他 送他一半
[00:09:14.580 --> 00:09:16.580]  所以大家就知道
[00:09:16.580 --> 00:09:17.580]  這一份是什麼
[00:09:17.580 --> 00:09:19.580]  是屬於持綱堂的
[00:09:19.580 --> 00:09:21.580]  我拖了綱
[00:09:21.580 --> 00:09:24.580]  或者我盡責任將它寫好
[00:09:24.580 --> 00:09:28.580]  來貢獻給我們華人教會
[00:09:28.580 --> 00:09:30.580]  我相信不只是華人教會
[00:09:30.580 --> 00:09:32.580]  因爲美國有個長老就說
[00:09:32.580 --> 00:09:36.580]  我幫你翻譯成爲英文
[00:09:36.580 --> 00:09:37.580]  因爲他中英文都非常好
[00:09:37.580 --> 00:09:39.580]  他幫我翻譯成爲英文
[00:09:39.580 --> 00:09:41.580]  我覺得都挺好
[00:09:41.580 --> 00:09:43.580]  將翻譯的英文放在網上
[00:09:43.580 --> 00:09:45.580]  任人下載
[00:09:45.580 --> 00:09:47.580]  那就可以了
[00:09:47.580 --> 00:09:48.580]  去祝福一下人好不好
[00:09:48.580 --> 00:09:50.580]  好啊 我們都沒想過賺錢
[00:09:50.580 --> 00:09:52.580]  我們只是想賺錢
[00:09:52.580 --> 00:09:53.580]  對不對
[00:09:53.580 --> 00:09:55.580]  我們不想賺錢
[00:09:55.580 --> 00:09:57.580]  從神的角度可以賺
[00:09:57.580 --> 00:09:59.580]  真是很開心
[00:09:59.580 --> 00:10:02.580]  我們竟然擁有這個集體聆聽
[00:10:02.580 --> 00:10:06.580]  並且在東方這個領域
[00:10:06.580 --> 00:10:09.580]  在這個領域裏
[00:10:09.580 --> 00:10:11.580]  我們不停去分享
[00:10:11.580 --> 00:10:12.580]  不停去分享
[00:10:12.580 --> 00:10:13.580]  不停去分享
[00:10:13.580 --> 00:10:14.580]  不停去分享
[00:10:14.580 --> 00:10:16.580]  這是恩典
[00:10:16.580 --> 00:10:18.580]  因爲剛剛同一個時間
[00:10:18.580 --> 00:10:21.580]  95年在西方的溫哥華
[00:10:21.580 --> 00:10:24.580]  都有另外一間教會集體聆聽
[00:10:24.580 --> 00:10:25.580]  大家都知道
[00:10:25.580 --> 00:10:28.580]  他們領袖的那一份不是地方教會
[00:10:28.580 --> 00:10:29.580]  所以做到什麼
[00:10:29.580 --> 00:10:30.580]  尤其沒有訂頭
[00:10:30.580 --> 00:10:32.580]  現在都四周奔走
[00:10:32.580 --> 00:10:35.580]  還在走回家的旅程
[00:10:35.580 --> 00:10:36.580]  感謝主啊
[00:10:36.580 --> 00:10:37.580]  我們領袖的是什麼
[00:10:37.580 --> 00:10:39.580]  你說地方教會
[00:10:39.580 --> 00:10:41.580]  地方教會
[00:10:41.580 --> 00:10:42.580]  所以我們做到什麼
[00:10:42.580 --> 00:10:44.580]  尤其沒有訂頭
[00:10:44.580 --> 00:10:46.580]  就像一隻狗
[00:10:46.580 --> 00:10:48.580]  在地上走着走着
[00:10:48.580 --> 00:10:50.580]  你願不願意走
[00:10:50.580 --> 00:10:51.580]  如果主告訴我們
[00:10:51.580 --> 00:10:54.580]  你願不願意做
[00:10:54.580 --> 00:10:56.580]  除了我們說這個之外
[00:10:56.580 --> 00:10:57.580]  我們今天就說
[00:10:57.580 --> 00:10:59.580]  在集體聆聽裏面
[00:10:59.580 --> 00:11:01.580]  我們如何落實另外一件事
[00:11:01.580 --> 00:11:04.580]  就是我們潛藏的管治角色
[00:11:04.580 --> 00:11:05.580]  如何運用出來
[00:11:05.580 --> 00:11:08.580]  我們就要讀另外一節聖經
[00:11:08.580 --> 00:11:09.580]  我們一起讀
[00:11:09.580 --> 00:11:10.580]  四節聖經
[00:11:10.580 --> 00:11:11.580]  請
[00:11:35.580 --> 00:11:39.580]  因爲神爲你預備的是什麼
[00:11:39.580 --> 00:11:41.580]  是你眼未曾見過的
[00:11:41.580 --> 00:11:43.580]  耳未曾什麼
[00:11:43.580 --> 00:11:44.580]  聽過的
[00:11:44.580 --> 00:11:46.580]  心裏想都沒什麼
[00:11:46.580 --> 00:11:47.580]  想過的
[00:11:47.580 --> 00:11:49.580]  那些東西
[00:11:49.580 --> 00:11:50.580]  那些事
[00:11:50.580 --> 00:11:51.580]  就會什麼
[00:11:51.580 --> 00:11:52.580]  想到你
[00:11:52.580 --> 00:11:54.580]  那些事是什麼
[00:11:54.580 --> 00:11:55.580]  我們未知是什麼
[00:11:55.580 --> 00:11:57.580]  只是看第九句
[00:11:57.580 --> 00:11:58.580]  已經是什麼
[00:11:58.580 --> 00:11:59.580]  足夠潛入
[00:11:59.580 --> 00:12:00.580]  足夠去想象
