
[00:00:00.000 --> 00:00:01.520]  在講道之先
[00:00:01.520 --> 00:00:04.420]  我想大家思想一個問題
[00:00:04.420 --> 00:00:08.080]  這個問題是這樣的
[00:00:08.080 --> 00:00:13.180]  你是不是屬於這個家呢?
[00:00:13.180 --> 00:00:16.800]  你是不是屬於這個家?
[00:00:16.800 --> 00:00:21.760]  或者這個家是不是屬於你的呢?
[00:00:21.760 --> 00:00:26.000]  你用小小的眼睛去思想一下
[00:00:30.000 --> 00:00:35.760]  你的答案是什麼呢?
[00:00:35.760 --> 00:00:36.860]  是不是呢?
[00:00:36.860 --> 00:00:38.100]  很多人都說「是的」
[00:00:38.100 --> 00:00:39.380]  剛才一講就說「是的」
[00:00:39.380 --> 00:00:40.920]  這是一個好的答案
[00:00:40.920 --> 00:00:45.800]  但是你這種感受有多強烈呢?
[00:00:45.800 --> 00:00:46.600]  我是想問
[00:00:46.600 --> 00:00:49.960]  有多強烈的感受呢?
[00:00:49.960 --> 00:00:53.720]  在早期的教會裏面
[00:00:53.720 --> 00:00:57.200]  這些信徒都要去回答這個問題
[00:00:57.200 --> 00:01:00.960]  甚至本身的問題更加激進
[00:01:00.960 --> 00:01:03.360]  怎樣激進呢?
[00:01:03.360 --> 00:01:06.400]  就說你要麼就要屬於這個家
[00:01:06.400 --> 00:01:08.920]  要麼就不屬於這個家
[00:01:08.920 --> 00:01:12.400]  但是就沒有其他的一個家讓你可以選擇
[00:01:12.400 --> 00:01:14.080]  只此一家
[00:01:14.080 --> 00:01:19.280]  所以他們要用他們的集體行動
[00:01:19.280 --> 00:01:21.440]  來回應這個問題
[00:01:21.440 --> 00:01:24.240]  剛才楊受官執事同意
[00:01:24.240 --> 00:01:29.360]  到了《書行傳》第二章41到47節
[00:01:29.360 --> 00:01:34.480]  可以說是早期教會的開始
[00:01:34.480 --> 00:01:38.320]  你會看到他們的情況
[00:01:38.320 --> 00:01:41.280]  看到他們的心思、意念
[00:01:41.280 --> 00:01:44.560]  他們作為一個基督的門徒
[00:01:44.560 --> 00:01:46.560]  作為一個基督徒
[00:01:46.560 --> 00:01:48.960]  他們究竟在想些什麼呢?
[00:01:48.960 --> 00:01:53.920]  他們在想這個群體和他們的關係是怎樣呢?
[00:01:53.920 --> 00:01:55.920]  同樣地,我這樣問
[00:01:55.920 --> 00:01:58.800]  這個群體的家呢?
[00:01:58.800 --> 00:02:01.280]  但是他們會回答,沒錯
[00:02:01.280 --> 00:02:04.400]  但是他們的回答不是可以口頭上這樣回答
[00:02:04.400 --> 00:02:07.200]  要一種行動去表達出來
[00:02:07.200 --> 00:02:09.920]  其實早期基督徒的生命最顯著的
[00:02:09.920 --> 00:02:12.320]  就是他們很清楚
[00:02:12.320 --> 00:02:15.920]  感受到自己是神的子民
[00:02:15.920 --> 00:02:18.800]  他們甚至是要分別為聖
[00:02:18.800 --> 00:02:23.920]  在他們的思想裡面,他們覺得教會是神所建立的
[00:02:23.920 --> 00:02:26.960]  是神的組織,不是人的組織
[00:02:26.960 --> 00:02:28.880]  所以教會是由神建立
[00:02:28.880 --> 00:02:30.640]  也是由神帶領
[00:02:30.640 --> 00:02:35.920]  這個在支配他們早期基督徒的生活
[00:02:35.920 --> 00:02:39.840]  甚至是個人或者社會的關係裡面
[00:02:39.840 --> 00:02:41.040]  所以他們覺得
[00:02:41.040 --> 00:02:44.720]  他們和世上的人是分別出來的
[00:02:44.720 --> 00:02:47.280]  甚至是要分隔出來的
[00:02:47.280 --> 00:02:53.040]  所以這樣靠著他們維繫一個緊密的團契的生活
[00:02:53.040 --> 00:02:54.800]  一個教會的生活
[00:02:54.800 --> 00:02:56.240]  所以你看到這個經文
[00:02:56.240 --> 00:03:01.920]  你會看到他們認為自己公民的身份
[00:03:01.920 --> 00:03:04.400]  不是在地上的
[00:03:04.400 --> 00:03:06.720]  他們是天上的公民
[00:03:06.720 --> 00:03:09.520]  所以他們知道這個世界是暫時
[00:03:09.520 --> 00:03:12.400]  他們知道耶穌基督會回來
[00:03:12.400 --> 00:03:14.960]  甚至覺得耶穌基督很快會回來
[00:03:14.960 --> 00:03:18.480]  所以他們會一起變賣家產
[00:03:18.480 --> 00:03:22.000]  一起居住
[00:03:22.000 --> 00:03:25.120]  一起集中生活
[00:03:25.120 --> 00:03:26.560]  以致他們覺得
[00:03:26.560 --> 00:03:30.240]  他們的職業、他們的生活、他們的享樂
[00:03:30.240 --> 00:03:32.080]  都是一件小事而已
[00:03:32.080 --> 00:03:34.480]  最重要他們要常常一起
[00:03:34.480 --> 00:03:36.720]  常常有一個群體的生活
[00:03:36.720 --> 00:03:40.080]  等候主耶穌基督再回來
[00:03:40.080 --> 00:03:42.720]  所以他們那種概念是很強烈的
[00:03:42.720 --> 00:03:45.280]  一個家、一個群體
[00:03:45.280 --> 00:03:47.200]  一個這樣的生活在裡面
[00:03:47.200 --> 00:03:49.120]  所以他們更加知道
[00:03:49.120 --> 00:03:52.480]  因為耶穌基督現在在天上
[00:03:52.480 --> 00:03:57.120]  但是耶穌應許的聖靈已經降臨在他們的身上
[00:03:57.120 --> 00:04:00.880]  所以他們又知道他們是靠著聖靈來生活
[00:04:00.880 --> 00:04:03.600]  是結出聖靈的果子
[00:04:03.600 --> 00:04:05.520]  所以他們是同樣
[00:04:05.520 --> 00:04:07.920]  他們是願意每一天
[00:04:07.920 --> 00:04:11.120]  過著一個與眾不同的生活
[00:04:11.120 --> 00:04:14.240]  他們能夠將最好的分享出來
[00:04:14.240 --> 00:04:17.280]  他們能夠彼此的建立
[00:04:17.280 --> 00:04:18.800]  彼此的支持
[00:04:18.800 --> 00:04:20.560]  所以他們擁有的
[00:04:20.560 --> 00:04:24.240]  是比一般人所擁有的經歷不同
[00:04:24.240 --> 00:04:27.360]  這是當時早期教會
[00:04:27.360 --> 00:04:31.360]  這班信徒心裡面的想法
[00:04:31.360 --> 00:04:34.160]  他們對於教會、群體
[00:04:34.160 --> 00:04:37.360]  這個家的觀念是這樣
[00:04:37.360 --> 00:04:39.920]  所以當我剛才問第一個問題
[00:04:39.920 --> 00:04:41.520]  你是不是屬於這個家的時候
[00:04:41.520 --> 00:04:42.800]  當然我們是屬於
