
[00:00:00.000 --> 00:00:01.080]  祈禱我們平安
[00:00:01.080 --> 00:00:04.160]  邀請大家再一次低頭祈禱
[00:00:04.160 --> 00:00:08.080]  願真理的令
[00:00:08.080 --> 00:00:11.400]  讓我們能夠明白你懷疑中的奧秘
[00:00:11.400 --> 00:00:14.840]  有願講的和聽的都瞳望你的願
[00:00:14.840 --> 00:00:16.840]  祈禱福主耶穌基督的名求
[00:00:16.840 --> 00:00:17.720]  阿們
[00:00:17.720 --> 00:00:22.920]  今天為大家定出的題目是「重生」
[00:00:22.920 --> 00:00:27.880]  因為這段經文是講到「重生」這兩個字
[00:00:28.760 --> 00:00:32.640]  但在經文時你會發現一位很傑出的猶太人領袖
[00:00:32.640 --> 00:00:34.240]  尼哥底姆
[00:00:34.240 --> 00:00:36.520]  聖經說他是猶太人的官
[00:00:36.520 --> 00:00:39.200]  這位是一位很傑出的領袖
[00:00:39.200 --> 00:00:42.040]  他同時是法利塞人
[00:00:42.040 --> 00:00:43.720]  在某一個晚上
[00:00:43.720 --> 00:00:45.800]  來向耶穌請教
[00:00:45.800 --> 00:00:48.400]  可能你會覺得很奇怪
[00:00:48.400 --> 00:00:53.040]  為甚麼晚上才來向耶穌請教呢
[00:00:53.040 --> 00:00:56.640]  是因為當時如果你留意四福音的時候
[00:00:56.800 --> 00:01:00.680]  我當時也把法利塞人和耶穌放在一個對立面
[00:01:00.680 --> 00:01:03.040]  因為他們反對耶穌
[00:01:03.040 --> 00:01:05.880]  但同樣是一個法利塞人
[00:01:05.880 --> 00:01:07.400]  也是一個猶太人
[00:01:07.400 --> 00:01:09.520]  他為甚麼會晚上來呢
[00:01:09.520 --> 00:01:11.760]  不知道會不會是因為一些壓力
[00:01:11.760 --> 00:01:16.160]  令他不敢在光天白日下來向耶穌請教
[00:01:16.160 --> 00:01:20.040]  他第一句說話是和耶穌說
[00:01:20.040 --> 00:01:23.520]  他從耶穌所行的神蹟來看
[00:01:24.120 --> 00:01:28.920]  他相信耶穌是直接從上帝而來的一位使者
[00:01:28.920 --> 00:01:31.760]  因為照他的認知
[00:01:31.760 --> 00:01:34.280]  如果沒有上帝和他一起的話
[00:01:34.280 --> 00:01:36.280]  他不可能會走到這些神蹟
[00:01:36.280 --> 00:01:39.360]  但耶穌的回應很直接
[00:01:39.360 --> 00:01:41.240]  不是說到他的神蹟
[00:01:41.240 --> 00:01:43.920]  而是說人若不重生
[00:01:43.920 --> 00:01:47.400]  就不能進入或見上帝的國
[00:01:47.400 --> 00:01:51.920]  對尼哥底姆來說很驚訝
[00:01:53.920 --> 00:01:55.000]  為甚麼會驚訝呢
[00:01:55.000 --> 00:01:57.400]  大家如果看《根座來經文》
[00:01:57.400 --> 00:01:58.920]  耶穌就說你不要驚訝
[00:01:58.920 --> 00:02:00.920]  也就是說在當時的場景
[00:02:00.920 --> 00:02:02.320]  尼哥底姆很驚訝
[00:02:02.320 --> 00:02:03.720]  為甚麼他會這麼驚訝呢
[00:02:03.720 --> 00:02:07.680]  因為猶太人是上帝特選的子民
[00:02:07.680 --> 00:02:12.880]  他們應該早就已經知道自己
[00:02:12.880 --> 00:02:15.480]  是可以繼承上帝國
[00:02:15.480 --> 00:02:18.440]  他們出生就已經受了國禮
[00:02:18.440 --> 00:02:21.280]  我不是應該可以見到
[00:02:21.280 --> 00:02:22.480]  並且進入天國
[00:02:22.840 --> 00:02:24.920]  我是上帝國的繼承人
[00:02:24.920 --> 00:02:29.640]  現在耶穌說要重生
[00:02:29.640 --> 00:02:31.240]  如何重生呢
[00:02:31.240 --> 00:02:34.880]  於是尼哥底姆就從人的想法去想
[00:02:34.880 --> 00:02:37.880]  難道我們要捐入媽媽的肚子裡
[00:02:37.880 --> 00:02:38.960]  再出生一次
[00:02:38.960 --> 00:02:40.200]  重生呢
[00:02:40.200 --> 00:02:41.720]  是不可能的
[00:02:41.720 --> 00:02:44.120]  耶穌回答的時候
[00:02:44.120 --> 00:02:46.080]  在第五節他再一次強調
[00:02:46.080 --> 00:02:50.240]  人要從水和聖靈生
[00:02:50.240 --> 00:02:52.680]  才可以進入上帝國
[00:02:53.840 --> 00:02:54.840]  從沒有復生
[00:02:54.840 --> 00:02:57.560]  也就是從我們媽媽的肚子裡生出來的說話
[00:02:57.560 --> 00:02:59.840]  是讓我們有這個身體
[00:02:59.840 --> 00:03:02.000]  有這個軀體
[00:03:02.000 --> 00:03:04.160]  唯有從聖靈生
[00:03:04.160 --> 00:03:06.200]  我們才有靈性
[00:03:06.200 --> 00:03:10.040]  接著耶穌就說
[00:03:10.040 --> 00:03:11.040]  一件事就是
[00:03:11.040 --> 00:03:13.480]  正如你聽到風聲
[00:03:13.480 --> 00:03:15.360]  你聽到風聲就知道有風
[00:03:15.360 --> 00:03:18.080]  不過你見不到風
[00:03:18.080 --> 00:03:20.960]  也不知道它跟著的走向
[00:03:21.600 --> 00:03:22.920]  可能你即是說
[00:03:22.920 --> 00:03:24.240]  見到
[00:03:24.240 --> 00:03:26.640]  當颱風來到這個世界
[00:03:26.640 --> 00:03:28.040]  或者這個香港
[00:03:28.040 --> 00:03:29.240]  剛剛早上看新聞
[00:03:29.240 --> 00:03:32.000]  就說熱帶風暴又開始
[00:03:32.000 --> 00:03:32.880]  來形成
[00:03:32.880 --> 00:03:35.800]  不過這次這個風暴是不會影響香港的
[00:03:35.800 --> 00:03:38.040]  我們人造衛星那裡
[00:03:38.040 --> 00:03:41.240]  就能夠追蹤到一個風暴的形成
[00:03:41.240 --> 00:03:45.040]  亦都可以能夠預測它的走向
[00:03:45.040 --> 00:03:47.080]  不過問心一句
[00:03:47.080 --> 00:03:49.680]  我們真的控制不了
[00:03:50.280 --> 00:03:52.240]  年紀和我差不多
[00:03:52.240 --> 00:03:53.160]  可能你會記得
[00:03:53.160 --> 00:03:54.040]  以前我們
[00:03:54.040 --> 00:03:55.400]  見到風暴的時候
[00:03:55.400 --> 00:03:57.560]  真的很希望可以放假
[00:03:57.560 --> 00:04:00.040]  但是往往有歷史歷場
[00:04:00.040 --> 00:04:02.520]  5月4日
[00:04:02.520 --> 00:04:03.960]  當天不知道大家記不記得
[00:04:03.960 --> 00:04:05.040]  因為將軍澳
[00:04:05.040 --> 00:04:06.960]  水浸
[00:04:06.960 --> 00:04:11.000]  所以天文台在它的預告裡面就說
[00:04:11.000 --> 00:04:12.480]  預計兩個小時之後
[00:04:12.480 --> 00:04:14.560]  就來掛黑羽
[00:04:14.560 --> 00:04:17.920]  所以當天其實我們有一些戶外活動
[00:04:17.920 --> 00:04:19.200]  我們馬上要取消
[00:04:19.200 --> 00:04:20.320]  因為兩個小時之後
[00:04:20.320 --> 00:04:21.800]  掛黑羽很危險
[00:04:21.800 --> 00:04:24.320]  大家記不記得當天有沒有掛黑羽
[00:04:24.320 --> 00:04:26.280]  沒有
[00:04:26.280 --> 00:04:27.080]  是的
[00:04:27.080 --> 00:04:28.480]  竟然是天晴
[00:04:28.480 --> 00:04:30.320]  這件事告訴我們
[00:04:30.320 --> 00:04:31.440]  我們可以預測
[00:04:31.440 --> 00:04:33.320]  但是不代表
[00:04:33.320 --> 00:04:34.720]  我們所預測的
[00:04:34.720 --> 00:04:36.120]  一定是正確的
[00:04:36.120 --> 00:04:40.120]  而且也不能夠去左右天氣
[00:04:40.120 --> 00:04:42.360]  耶穌的意思就是說
[00:04:42.360 --> 00:04:45.360]  當重生一事發生在我們身上的時候
[00:04:45.360 --> 00:04:46.640]  我們會知道
[00:04:46.640 --> 00:04:47.880]  我們會意會
[00:04:47.880 --> 00:04:49.160]  當風吹過來的時候
[00:04:49.160 --> 00:04:50.080]  我們會知道
[00:04:50.080 --> 00:04:53.640]  但是我們控制不了什麼時候發生
[00:04:53.640 --> 00:04:55.720]  重生會什麼時候發生
[00:04:55.720 --> 00:04:56.720]  是如何發生
[00:04:56.720 --> 00:04:57.560]  怎樣發生
[00:04:57.560 --> 00:05:00.920]  因為聖靈會隨著自己的心意
[00:05:00.920 --> 00:05:02.840]  來做他想做的事
[00:05:02.840 --> 00:05:06.120]  你覺得沒有重生這件事
[00:05:06.120 --> 00:05:07.960]  你對於重生這件事
[00:05:07.960 --> 00:05:10.560]  覺得很難令人理解
[00:05:10.560 --> 00:05:13.560]  如果你留意聖經裡面
[00:05:13.560 --> 00:05:15.400]  耶穌的回應
[00:05:15.800 --> 00:05:18.680]  有一點訓斥的味道
[00:05:18.680 --> 00:05:20.760]  他說你是猶太人的領袖
[00:05:20.760 --> 00:05:24.720]  你竟然不知道這個這麼基本的道理
[00:05:24.720 --> 00:05:29.120]  因為其實遠在舊約也有提到聖靈的事
[00:05:29.120 --> 00:05:32.360]  他說我跟你說這麼基本的道理
[00:05:32.360 --> 00:05:34.440]  你都不明白和不相信
[00:05:34.440 --> 00:05:36.600]  那我怎麼跟你說
[00:05:36.600 --> 00:05:39.880]  更深奧關於天上的事呢
[00:05:39.880 --> 00:05:42.400]  你會更加難相信
[00:05:43.600 --> 00:05:46.000]  第十三節耶穌開始說
[00:05:46.000 --> 00:05:48.840]  自己是從天上降下來
[00:05:48.840 --> 00:05:51.120]  從天上降下來
[00:05:51.120 --> 00:05:53.720]  當然會知道天上的事
[00:05:53.720 --> 00:05:58.560]  耶穌轉移向尼哥底姆在十四節
[00:05:58.560 --> 00:06:02.160]  說了一件猶太人都很熟悉的往事
[00:06:02.160 --> 00:06:06.080]  昔日猶太的祖先在抗野
[00:06:06.080 --> 00:06:08.960]  他們出怨言去埋怨上帝
[00:06:08.960 --> 00:06:12.920]  而火蛇就在百姓當中來咬他們
[00:06:13.520 --> 00:06:14.760]  令到很多人死亡
[00:06:14.760 --> 00:06:19.200]  他們轉移向上帝求救去求寬恕
[00:06:19.200 --> 00:06:21.960]  上帝聽了他們的祈禱
[00:06:21.960 --> 00:06:26.920]  吩咐摩西做一條和火蛇一樣樣的銅蛇
[00:06:26.920 --> 00:06:30.160]  將這條銅蛇掛在一條棍上面
[00:06:30.160 --> 00:06:32.280]  去吩咐以色列人
[00:06:32.280 --> 00:06:35.440]  凡是望向這條蛇的
[00:06:35.440 --> 00:06:36.800]  就會康復
[00:06:36.800 --> 00:06:37.760]  不用死
[00:06:38.840 --> 00:06:43.560]  這條銅蛇如果大家有機會留意一下十字車
[00:06:43.560 --> 00:06:47.400]  這條銅蛇的標誌刻在一些救護車的上面
[00:06:47.400 --> 00:06:49.600]  來紀念這件事
[00:06:49.600 --> 00:06:52.160]  可能你會說
[00:06:52.160 --> 00:06:56.000]  如果你當時在抗野的這些百姓
[00:06:56.000 --> 00:06:58.400]  你可能會懷疑不是吧
[00:06:58.400 --> 00:06:59.640]  望一望就沒事
[00:06:59.640 --> 00:07:01.480]  找鬼信嗎
[00:07:01.480 --> 00:07:03.680]  不過事實上就是這樣
[00:07:03.680 --> 00:07:07.480]  今天耶穌也要怨自己
[00:07:08.000 --> 00:07:11.520]  人子將會被掛在十字架上面
[00:07:11.520 --> 00:07:14.800]  只要願意仰望和相信耶穌的
[00:07:14.800 --> 00:07:16.080]  就必得救
[00:07:16.080 --> 00:07:17.880]  永有永生
[00:07:17.880 --> 00:07:20.280]  這麼簡單
[00:07:20.280 --> 00:07:21.520]  是啊
[00:07:21.520 --> 00:07:23.400]  信就行了
[00:07:23.400 --> 00:07:24.600]  信
[00:07:24.600 --> 00:07:26.280]  就行了
[00:07:26.280 --> 00:07:27.680]  就是這麼簡單
[00:07:27.680 --> 00:07:31.080]  不過當你上深一層的時候
[00:07:31.080 --> 00:07:32.960]  你就知道不簡單
[00:07:32.960 --> 00:07:36.760]  信一個人代表什麼呢
[00:07:38.440 --> 00:07:42.000]  信代表你全聽他的
[00:07:42.000 --> 00:07:43.680]  你看這個醫生
[00:07:43.680 --> 00:07:44.600]  你相信這個醫生
[00:07:44.600 --> 00:07:46.080]  醫生叫你這樣做
[00:07:46.080 --> 00:07:48.560]  你當然要跟著他吃藥
[00:07:48.560 --> 00:07:51.160]  怎樣去安排你的生活
[00:07:51.160 --> 00:07:52.960]  這樣你才會康復
[00:07:52.960 --> 00:07:54.920]  如果你不相信這個醫生
[00:07:54.920 --> 00:07:56.160]  你不會聽他說
[00:07:56.160 --> 00:07:58.000]  你也不會看他
[00:07:58.000 --> 00:08:01.200]  同樣信耶穌
[00:08:01.200 --> 00:08:03.240]  要是耶穌叫你做什麼
[00:08:03.240 --> 00:08:04.760]  你就去做什麼
[00:08:05.640 --> 00:08:08.040]  不然怎麼叫信耶穌
[00:08:08.040 --> 00:08:12.360]  上帝看到整個世界烏煙瘴氣
[00:08:12.360 --> 00:08:14.720]  他派耶穌來到世間
[00:08:14.720 --> 00:08:18.280]  他不是想來看誰做錯事
[00:08:18.280 --> 00:08:20.240]  去定誰的罪
[00:08:20.240 --> 00:08:22.240]  而是想來救我們
[00:08:22.240 --> 00:08:26.200]  所以上帝將他唯一的兒子送給我們
[00:08:26.200 --> 00:08:30.800]  讓他為我們的罪釘死在十字架上面
[00:08:30.800 --> 00:08:33.400]  使每一個願意相信耶穌的人
[00:08:33.640 --> 00:08:36.600]  不至於去承受永死
[00:08:36.600 --> 00:08:39.160]  反而是得到永遠的生命
[00:08:39.160 --> 00:08:41.520]  可能你會問
[00:08:41.520 --> 00:08:43.480]  牧師你不是剛剛說重生嗎
[00:08:43.480 --> 00:08:47.000]  為什麼現在說到永生呢
[00:08:47.000 --> 00:08:50.560]  重生和永生有什麼關係呢
[00:08:50.560 --> 00:08:55.880]  這裡說到唯有藉著相信從上而來的耶穌
[00:08:55.880 --> 00:08:59.200]  藉著水禮領受聖靈
[00:08:59.200 --> 00:09:01.080]  我們就能夠重生
[00:09:01.920 --> 00:09:05.240]  可以進入上帝國去領受永遠的生命
[00:09:05.240 --> 00:09:08.000]  而那些不願意相信耶穌的人
[00:09:08.000 --> 00:09:09.240]  就必定會滅亡
[00:09:09.240 --> 00:09:11.880]  就好像一個作惡的人
[00:09:11.880 --> 00:09:15.240]  作惡的人喜不喜歡見到警察
[00:09:15.240 --> 00:09:18.760]  作惡的人喜不喜歡見到光
[00:09:18.760 --> 00:09:20.960]  當然不喜歡
