
[00:00:00.000 --> 00:00:04.940]  天就是美 聖誕節快到了
[00:00:04.940 --> 00:00:09.520]  聖誕節常常讓我們想到的就是聖誕老公公
[00:00:09.520 --> 00:00:12.720]  讓我們想到的是怎麼樣
[00:00:12.720 --> 00:00:15.260]  今天收到禮物了嗎
[00:00:15.260 --> 00:00:18.660]  有沒有收到禮物 都還沒有
[00:00:18.660 --> 00:00:25.660]  有人搖頭 大家特別注意一下
[00:00:25.660 --> 00:00:30.540]  但是保羅 我們今天要講到在
[00:00:30.540 --> 00:00:35.140]  《格羅西書》第一章的25節 29節
[00:00:35.140 --> 00:00:39.340]  這段聖經保羅講到他自己的身份
[00:00:39.340 --> 00:00:43.880]  講到他是一個福音的傳播者
[00:00:43.880 --> 00:00:46.960]  講到他的身份 講到他的使命
[00:00:46.960 --> 00:00:50.260]  這也是讓我們今天再次來思想聖誕節
[00:00:50.260 --> 00:00:52.360]  神給我們的身份是什麼
[00:00:52.360 --> 00:00:55.360]  神給我們的使命是什麼
[00:00:55.360 --> 00:01:00.260]  我們看一下這個圖
[00:01:00.260 --> 00:01:09.100]  下一張 剛才我們有讀聖經嗎
[00:01:09.100 --> 00:01:14.180]  有讀嗎 沒有讀我們就再讀一次
[00:01:14.180 --> 00:01:18.180]  我們看看這個圖 有沒有人看過這個圖
[00:01:18.180 --> 00:01:20.180]  我們當中有沒有學畫的
[00:01:20.180 --> 00:01:22.180]  這是很有名的一個圖
[00:01:22.180 --> 00:01:26.360]  這個圖是高根畫的 高根知道嗎
[00:01:26.360 --> 00:01:30.660]  高根是法國印象派的大師
[00:01:30.660 --> 00:01:32.660]  其實他的一生很坎坷
[00:01:32.660 --> 00:01:35.960]  我發現很多畫家一生都蠻坎坷的
[00:01:35.960 --> 00:01:43.240]  他其實這幅畫是在他這個死了以後才出名的
[00:01:43.240 --> 00:01:50.680]  這幅畫它的標題就是寫的這樣子
[00:01:50.680 --> 00:01:55.520]  我們從何處來 我們是誰
[00:01:55.520 --> 00:01:59.860]  我們向何處去
[00:01:59.860 --> 00:02:02.560]  其實高根講的這三句話
[00:02:02.560 --> 00:02:04.560]  是不是就是我們人生當中
[00:02:04.560 --> 00:02:08.500]  都應該知道的一件事情 是嗎
[00:02:08.500 --> 00:02:16.500]  所以你看這圖畫的最左邊
[00:02:16.500 --> 00:02:25.880]  你們的是 不是 我是右邊 你們是
[00:02:25.880 --> 00:02:29.460]  你們也是右邊嗎
[00:02:29.460 --> 00:02:32.820]  有看到一個小baby嗎
[00:02:32.820 --> 00:02:35.020]  有沒有看到一個小baby
[00:02:35.020 --> 00:02:36.220]  在右邊 是不是
[00:02:36.220 --> 00:02:38.760]  所以你看見他這個圖畫裡面
[00:02:38.760 --> 00:02:42.140]  在右邊有一個小baby
[00:02:42.140 --> 00:02:47.100]  那就代表什麼 我們從何處來
[00:02:47.100 --> 00:02:52.140]  你看看在左邊 左邊有一個老人有沒有
[00:02:52.140 --> 00:02:55.740]  有沒有一個老人 看不太清楚
[00:02:55.740 --> 00:03:03.080]  那個老人就代表著我們要往何處去
[00:03:03.080 --> 00:03:07.760]  然後中間的那一個人兩隻手舉起來有沒有看到
[00:03:07.760 --> 00:03:12.560]  他在做什麼 他在摘芒果
[00:03:12.560 --> 00:03:18.440]  所以他代表著人生的歡樂
[00:03:18.440 --> 00:03:20.980]  高根用這個圖畫來帶你
[00:03:20.980 --> 00:03:23.580]  來告訴我們一件事情
[00:03:23.580 --> 00:03:27.040]  就像這個嬰孩出生一樣
[00:03:27.040 --> 00:03:29.240]  人從哪裡來
[00:03:29.240 --> 00:03:36.120]  這是歷世歷代許多的哲學家在探討的問題
[00:03:36.120 --> 00:03:38.860]  我們要往何處去
[00:03:38.860 --> 00:03:42.260]  當你到了年紀大的時候
[00:03:42.260 --> 00:03:48.740]  髮蒼蒼 事茫茫 齒牙動貨
[00:03:48.740 --> 00:03:53.340]  該動的都動了 該換的也換了
[00:03:53.340 --> 00:03:59.440]  這時候你就感覺到人生要走向何方 是嗎
[00:03:59.440 --> 00:04:01.320]  所以這兩個問題
[00:04:01.320 --> 00:04:08.580]  其實都是關乎整個人生非常重要的問題
[00:04:08.580 --> 00:04:12.520]  而中間這個問題 我們是誰
[00:04:12.520 --> 00:04:17.300]  它更探出了一個就是我們的身份是什麼
[00:04:17.300 --> 00:04:21.100]  我們人生 我們活著的價值是什麼
[00:04:21.100 --> 00:04:24.060]  我們對自我的認知如何
[00:04:24.060 --> 00:04:27.200]  這是非常重要的一件事情
[00:04:27.200 --> 00:04:33.380]  今天我要從哥羅西書第一章二十五節到二十九節
[00:04:33.380 --> 00:04:35.580]  沒有解答這三個問題
[00:04:35.580 --> 00:04:38.280]  但是要談到其中兩個問題
[00:04:38.280 --> 00:04:44.020]  第一個問題就是我們是誰
[00:04:44.020 --> 00:04:48.500]  我們是誰 來 請問一下你是誰
[00:04:48.500 --> 00:04:49.820]  問一下你是誰
[00:04:49.820 --> 00:04:51.860]  別人在問你說你是誰的時候
[00:04:51.860 --> 00:04:57.380]  你怎麼介紹自己 你怎麼介紹自己
[00:04:57.380 --> 00:04:59.440]  你是誰
[00:04:59.440 --> 00:05:06.380]  你說我是某某某 是不是
[00:05:06.380 --> 00:05:08.480]  我的名字叫什麼
[00:05:08.480 --> 00:05:10.780]  然後呢 接下來說什麼
[00:05:10.780 --> 00:05:18.460]  如果有民兵的話 民兵就掏出來 是不是
[00:05:18.460 --> 00:05:22.200]  劉子維 你是誰
[00:05:22.200 --> 00:05:25.240]  很多時候我們對自我的認識
[00:05:25.240 --> 00:05:29.340]  對我們自己的這個身份的一個看法
[00:05:29.340 --> 00:05:37.980]  也往往在決定我們今天對人生對別人的一個態度
[00:05:37.980 --> 00:05:40.820]  很多人對自我的認同不清楚
[00:05:40.820 --> 00:05:42.660]  沒有自我的形象
[00:05:42.660 --> 00:05:46.360]  我們談過這個心理學講自我形象 是不是
[00:05:46.360 --> 00:05:51.100]  這個自我形象常常是使得一個人驕傲
[00:05:51.100 --> 00:05:56.260]  或者使一個人自卑的一個很重要的原因
[00:05:56.260 --> 00:05:58.560]  你到底怎麼看你自己
[00:05:58.560 --> 00:06:00.340]  別人怎麼看你
[00:06:00.340 --> 00:06:04.480]  從小父母親說你看你這麼沒出息的
[00:06:04.480 --> 00:06:05.780]  就算你很有出息
[00:06:05.780 --> 00:06:08.440]  天天跟你講沒有出息 你會有出息嗎
[00:06:08.440 --> 00:06:09.820]  你懂我意思嗎
[00:06:09.820 --> 00:06:13.080]  所以我們很多時候受到我們自己家庭背景的影響
[00:06:13.080 --> 00:06:14.580]  對著別人的看法影響
[00:06:14.580 --> 00:06:19.260]  甚至我們一生可能都活在別人的看法的中間
[00:06:19.260 --> 00:06:21.300]  親愛的劉子維
[00:06:21.300 --> 00:06:25.300]  身份到底是代表著什麼
[00:06:25.300 --> 00:06:26.800]  我們來看
[00:06:26.800 --> 00:06:32.160]  保羅他在這裡講到說他的身份是什麼
[00:06:32.160 --> 00:06:34.000]  在歌羅西書第一章第一節他說
[00:06:34.000 --> 00:06:38.040]  奉神旨意做基督耶穌使徒的什麼
[00:06:38.040 --> 00:06:38.740]  保羅
[00:06:38.740 --> 00:06:42.540]  請告訴我保羅在這個地方講到他的身份是什麼
[00:06:42.540 --> 00:06:44.140]  他的身份是什麼
[00:06:44.140 --> 00:06:45.420]  使徒
[00:06:45.420 --> 00:06:46.680]  他說我是使徒
[00:06:46.680 --> 00:06:47.620]  我是阿帕索
[00:06:47.620 --> 00:06:48.460]  什麼是使徒
[00:06:48.460 --> 00:06:52.360]  使徒就是奉差遣去傳福音的人
[00:06:52.360 --> 00:06:55.360]  保羅說我是使徒
[00:06:55.360 --> 00:06:59.100]  他清楚知道他的這個身份
[00:06:59.100 --> 00:07:03.760]  接著在歌羅西書第一章的二十五節
[00:07:03.760 --> 00:07:05.000]  保羅用了這一個詞
[00:07:05.000 --> 00:07:08.140]  他說我造神為你們所賜我的慈憤
[00:07:08.140 --> 00:07:12.980]  做了教會的慈祀
[00:07:12.980 --> 00:07:17.220]  當你看到慈祀的時候你想到什麼
[00:07:17.220 --> 00:07:19.220]  我們教會的慈祀
[00:07:19.220 --> 00:07:20.980]  Deacon是吧
[00:07:20.980 --> 00:07:24.220]  其實慈祀這個字
[00:07:24.220 --> 00:07:29.300]  它原文的意思是僕人
[00:07:29.300 --> 00:07:32.060]  服侍的人
[00:07:32.060 --> 00:07:33.300]  他是一個minister
[00:07:33.300 --> 00:07:34.360]  他是一個servant
[00:07:34.360 --> 00:07:37.260]  他是一個deacon
[00:07:37.260 --> 00:07:42.400]  這裡的這個詞當然用在教會裡面有教會的慈祀
[00:07:42.400 --> 00:07:43.800]  對不對
[00:07:43.800 --> 00:07:48.220]  可是其實這個字的意思是一個服侍的人
[00:07:48.220 --> 00:07:51.980]  換句話說做教會的職事是做什麼
[00:07:51.980 --> 00:07:53.020]  做服侍的人
[00:07:53.020 --> 00:07:55.080]  懂這意思嗎
[00:07:55.080 --> 00:07:57.620]  不要像有一些教會的觀念
[00:07:57.620 --> 00:08:00.420]  甚至有一些教會的不知不覺的
[00:08:00.420 --> 00:08:02.260]  把世界上的觀念拿出來
[00:08:02.260 --> 00:08:04.660]  做職事是做什麼
[00:08:04.660 --> 00:08:08.500]  做官
[00:08:08.500 --> 00:08:10.960]  才能說不是
[00:08:10.960 --> 00:08:13.940]  這裡告訴我們保羅說我是教會的慈祀
[00:08:13.940 --> 00:08:20.780]  他講的就是我是教會的僕人
[00:08:20.780 --> 00:08:24.180]  在格洛西書第一章二十三節
[00:08:24.180 --> 00:08:26.180]  保羅同樣用到慈祀
[00:08:26.180 --> 00:08:27.720]  但是他說他是什麼慈祀呢
[00:08:27.720 --> 00:08:31.760]  他說我是福音的慈祀
[00:08:31.760 --> 00:08:33.080]  看到沒有
[00:08:33.080 --> 00:08:35.120]  我是福音的慈祀
[00:08:35.120 --> 00:08:36.820]  保羅說他是福音的慈祀
[00:08:36.820 --> 00:08:38.560]  他為了這個福音
[00:08:38.560 --> 00:08:44.200]  他做了這一個服侍的人
[00:08:44.200 --> 00:08:45.900]  好了
[00:08:45.900 --> 00:08:47.400]  講到這個服侍的人
[00:08:47.400 --> 00:08:51.100]  講到這個僕人
[00:08:51.100 --> 00:08:53.440]  我們家裡邊有沒有請用人的
[00:08:53.440 --> 00:08:56.480]  有沒有請用人
[00:08:56.480 --> 00:08:57.680]  都沒有
[00:08:57.680 --> 00:09:01.380]  在美國其實我們雖然收入比很多國家高
[00:09:01.380 --> 00:09:04.260]  但是我們過的生活不見得比人家好
[00:09:04.260 --> 00:09:07.720]  我記得在各四大家學西班牙文的時候
[00:09:07.720 --> 00:09:11.260]  那時候我們因為夫妻都要忙著做
[00:09:11.260 --> 00:09:12.960]  要去學習西班牙文
[00:09:12.960 --> 00:09:14.400]  所以沒有時間
[00:09:14.400 --> 00:09:19.940]  所以我們就請了一個當地的一個年輕的女孩
[00:09:19.940 --> 00:09:21.840]  大概是高中生
[00:09:21.840 --> 00:09:23.840]  她來幫我們做
[00:09:23.840 --> 00:09:29.640]  洗衣服 燙衣服這個工作
[00:09:29.640 --> 00:09:32.220]  我們算是比較
[00:09:32.220 --> 00:09:35.660]  比較不是那麼樣子
[00:09:35.660 --> 00:09:36.220]  怎麼講
[00:09:36.220 --> 00:09:37.280]  不要講窮
[00:09:37.280 --> 00:09:39.660]  我們比較不是那麼
[00:09:39.660 --> 00:09:42.820]  每個月的收入比較高的宣教士
[00:09:42.820 --> 00:09:44.860]  美蘭紀信會的宣教士
[00:09:44.860 --> 00:09:46.620]  當時候我認識的
[00:09:46.620 --> 00:09:51.140]  他們的一個月的預算是四千塊美元
[00:09:51.140 --> 00:09:53.100]  我們是兩千塊美元
[00:09:53.100 --> 00:09:56.400]  所以他們可以請兩個
[00:09:56.400 --> 00:09:57.980]  兩個女兒
[00:09:57.980 --> 00:10:00.000]  兩個來幫她
[00:10:00.000 --> 00:10:01.380]  一個打掃衛生
[00:10:01.380 --> 00:10:03.640]  一個做這些家務事情
[00:10:03.640 --> 00:10:04.940]  另外幫她做飯
[00:10:04.940 --> 00:10:06.680]  還帶孩子
[00:10:06.680 --> 00:10:08.020]  所以你到那個地方
[00:10:08.020 --> 00:10:12.420]  過的生活簡直是像什麼
[00:10:12.420 --> 00:10:16.420]  像貴族一樣
[00:10:16.420 --> 00:10:17.720]  那現在就是
[00:10:17.720 --> 00:10:18.860]  所以呢
[00:10:18.860 --> 00:10:20.460]  僕人是什麼
[00:10:20.460 --> 00:10:23.060]  如果你回到當初羅馬時代
[00:10:23.060 --> 00:10:24.560]  那個僕人的概念
[00:10:24.560 --> 00:10:26.900]  僕人是一天24小時
[00:10:26.900 --> 00:10:27.840]  現在還有
[00:10:27.840 --> 00:10:29.640]  我知道在印尼有一些華僑
[00:10:29.640 --> 00:10:31.280]  他們的一個僕人就是
[00:10:31.280 --> 00:10:33.240]  我記得我到印尼去短宣的時候
[00:10:33.240 --> 00:10:34.640]  住在一個弟兄姐妹家
[00:10:34.640 --> 00:10:36.240]  他家裡面就有一個僕人
[00:10:36.240 --> 00:10:37.820]  就是住在家裡面
[00:10:37.820 --> 00:10:40.420]  而且是住在家裡面的外面
[00:10:40.420 --> 00:10:41.580]  外面有一個小的
[00:10:41.580 --> 00:10:43.020]  給他一個小的一個
[00:10:43.020 --> 00:10:44.420]  好像是一個
[00:10:44.420 --> 00:10:47.120]  我們這邊就是那個叫什麼
[00:10:47.120 --> 00:10:49.760]  Petio下面給他弄了一間這樣子
[00:10:49.760 --> 00:10:51.060]  他就是吃住生活
[00:10:51.060 --> 00:10:52.220]  通通在那邊
[00:10:52.220 --> 00:10:53.500]  然後要打掃的時候
[00:10:53.500 --> 00:10:54.900]  進來房子裡面打掃
[00:10:54.900 --> 00:10:56.500]  一天24小時
[00:10:56.500 --> 00:11:01.460]  時時刻刻他就在那個地方做僕人
[00:11:01.460 --> 00:11:03.200]  保羅講這個僕人的時候
[00:11:03.200 --> 00:11:04.840]  是這樣子的一個概念的僕人
[00:11:04.840 --> 00:11:06.540]  你了解嗎
[00:11:06.540 --> 00:11:08.080]  講得更白話一點
[00:11:08.080 --> 00:11:10.340]  是奴隸
[00:11:10.340 --> 00:11:12.380]  因為在羅馬帝國那個時代
[00:11:12.380 --> 00:11:13.480]  有很多的奴隸
[00:11:13.480 --> 00:11:16.680]  羅馬帝國強盛的時候
[00:11:16.680 --> 00:11:17.860]  東征西討
[00:11:17.860 --> 00:11:19.820]  帶了很多的人把他擄掠回來
[00:11:19.820 --> 00:11:21.420]  就做奴隸
[00:11:21.420 --> 00:11:22.520]  所以保羅講的說
[00:11:22.520 --> 00:11:24.860]  我是福音的奴隸
[00:11:24.860 --> 00:11:26.960]  我是福音的直士
[00:11:26.960 --> 00:11:29.000]  我是教會的直士
[00:11:29.000 --> 00:11:29.800]  親愛的兄弟們
[00:11:29.800 --> 00:11:33.100]  跟你旁邊說你是教會的僕人
[00:11:33.100 --> 00:11:42.200]  Amen
[00:11:42.200 --> 00:11:47.080]  所以以後我們教會出去
[00:11:47.080 --> 00:11:49.040]  直士也好長老也好
[00:11:49.040 --> 00:11:51.080]  牧師也好
[00:11:51.080 --> 00:11:52.280]  記得
[00:11:52.280 --> 00:11:54.280]  外面的抬頭可能你是長老
[00:11:54.280 --> 00:11:55.980]  外面抬頭你可能是直士
[00:11:55.980 --> 00:11:58.960]  外面抬頭你可能是小組長
[00:11:58.960 --> 00:12:01.400]  這你我都是什麼
[00:12:01.400 --> 00:12:05.600]  都是僕人
[00:12:05.600 --> 00:12:09.800]  保羅他清楚知道他自己的身份
[00:12:09.800 --> 00:12:11.900]  所以當時候在哥林多前書
[00:12:11.900 --> 00:12:13.940]  哥林多後書裡面
[00:12:13.940 --> 00:12:15.340]  你可以看見保羅為自己來
[00:12:15.340 --> 00:12:16.980]  自己分辨自述的時候
[00:12:16.980 --> 00:12:18.840]  因為當時候哥林多教會人
[00:12:18.840 --> 00:12:20.340]  就批評保羅說
[00:12:20.340 --> 00:12:22.520]  保羅你看你這個五短生長
[00:12:22.520 --> 00:12:25.660]  頭髮又沒有
[00:12:25.660 --> 00:12:27.080]  講得很難聽
[00:12:27.080 --> 00:12:28.360]  這些人攻擊保羅說
[00:12:28.360 --> 00:12:29.460]  你才不是使徒呢
[00:12:29.460 --> 00:12:30.760]  我們才是使徒呢
[00:12:30.760 --> 00:12:32.060]  所以當時候他影響到
[00:12:32.060 --> 00:12:33.700]  哥林多教會的這一批人
[00:12:33.700 --> 00:12:36.400]  保羅針對他們毫不
[00:12:36.400 --> 00:12:38.900]  一點都不驕傲也不自卑
[00:12:38.900 --> 00:12:40.040]  他就是說
[00:12:40.040 --> 00:12:41.800]  你們說你們是神的僕人
[00:12:41.800 --> 00:12:42.840]  我告訴你
[00:12:42.840 --> 00:12:45.000]  他說他就把他的自己為主受苦
[00:12:45.000 --> 00:12:48.080]  怎麼樣被鞭打四十劫一下
[00:12:48.080 --> 00:12:49.480]  受傳害受假提交
[00:12:49.480 --> 00:12:50.280]  講了這些說
[00:12:50.280 --> 00:12:51.340]  講完之後他說
[00:12:51.340 --> 00:12:55.380]  你們是神的僕人我更是
[00:12:55.380 --> 00:12:56.720]  看到沒有
[00:12:56.720 --> 00:12:59.280]  保羅講這句話一點不是驕傲
[00:12:59.280 --> 00:13:00.180]  保羅講了這些
[00:13:00.180 --> 00:13:01.420]  他沒有說你看
[00:13:01.420 --> 00:13:02.960]  我是某某公司的董事長
[00:13:02.960 --> 00:13:04.960]  你看我是某某公司的董事
[00:13:04.960 --> 00:13:06.660]  你看我是某某公司的顧問
[00:13:06.660 --> 00:13:07.900]  你看我是什麼什麼什麼
[00:13:07.900 --> 00:13:09.160]  他沒講這些title
[00:13:09.160 --> 00:13:11.340]  他講的是什麼
