
[00:00:00.000 --> 00:00:02.000]  我們聖經就讀到這裡
[00:00:02.000 --> 00:00:08.000]  我們要先看到這段經文的背景
[00:00:08.000 --> 00:00:12.000]  為什麼耶穌在第十四章就要講到
[00:00:12.000 --> 00:00:15.000]  你們心裡不要憂愁
[00:00:15.000 --> 00:00:18.000]  到底這門徒憂愁什麼
[00:00:18.000 --> 00:00:22.000]  這是耶穌講這話
[00:00:22.000 --> 00:00:24.000]  是耶穌被賣的那一夜
[00:00:24.000 --> 00:00:26.000]  就是最後的一個晚上
[00:00:26.000 --> 00:00:29.000]  到第二天他就要被釘十字架了
[00:00:31.000 --> 00:00:37.000]  在那個夜間耶穌說了這些很多的話
[00:00:37.000 --> 00:00:42.000]  當這個夜間在說話說到一半的時候呢
[00:00:42.000 --> 00:00:47.000]  這個猶大就出賣耶穌的猶大就出去了
[00:00:47.000 --> 00:00:55.000]  因為他要去找猶太的領袖要出賣耶穌
[00:00:56.000 --> 00:01:01.000]  耶穌就說他們當中是有人要出賣他
[00:01:01.000 --> 00:01:05.000]  那門徒都不知道是誰要出賣他
[00:01:05.000 --> 00:01:08.000]  都問來問去是不是我呢
[00:01:08.000 --> 00:01:13.000]  但是其中可能有兩個門徒他們是知道的
[00:01:13.000 --> 00:01:17.000]  只知道是猶大
[00:01:17.000 --> 00:01:20.000]  一個大概是約翰
[00:01:20.000 --> 00:01:26.000]  約翰是坐在耶穌最旁邊的
[00:01:26.000 --> 00:01:32.000]  彼得他也大概知道出賣耶穌的是猶大
[00:01:32.000 --> 00:01:35.000]  那其他的門徒也都不知道
[00:01:35.000 --> 00:01:40.000]  雖然有些暗示但是他們都不領會
[00:01:40.000 --> 00:01:45.000]  所以這樣的話他們心裡頭覺得很疑惑
[00:01:45.000 --> 00:01:47.000]  有人要出賣耶穌
[00:01:47.000 --> 00:01:49.000]  那麼耶穌也跟他們說了
[00:01:49.000 --> 00:01:53.000]  我現在去的地方你們不能去
[00:01:53.000 --> 00:01:57.000]  因為門徒說你去哪裡我們要跟著你去
[00:01:57.000 --> 00:02:01.000]  耶穌說我現在去的地方你們現在還不能去
[00:02:01.000 --> 00:02:08.000]  那麼又說到耶穌說他快要離開他們了
[00:02:08.000 --> 00:02:12.000]  那麼彼得也會三次不認他
[00:02:12.000 --> 00:02:16.000]  彼得是他們門徒中間最勇敢的
[00:02:16.000 --> 00:02:21.000]  可是到這個時候彼得也要軟弱了
[00:02:21.000 --> 00:02:25.000]  所以他們的心就很擔心
[00:02:25.000 --> 00:02:27.000]  三年半跟耶穌在一起
[00:02:27.000 --> 00:02:29.000]  現在耶穌又要離開他們
[00:02:29.000 --> 00:02:31.000]  又不知道他往哪裡去
[00:02:31.000 --> 00:02:33.000]  他們也不能跟著去
[00:02:33.000 --> 00:02:37.000]  他們覺得裡面就很一個憂愁
[00:02:37.000 --> 00:02:41.000]  那麼這個時候耶穌就安慰他們
[00:02:41.000 --> 00:02:47.000]  所以耶穌跟他們說你們心裡不要憂愁
[00:02:47.000 --> 00:02:51.000]  所以耶穌在最後這個晚上講的話
[00:02:51.000 --> 00:02:57.000]  就叫他們不要憂愁
[00:02:57.000 --> 00:03:06.000]  這個是主耶穌講這第十四章第一節的背景
[00:03:06.000 --> 00:03:12.000]  第十四章差不多就是耶穌安慰他們的話
[00:03:12.000 --> 00:03:15.000]  今天我們所讀的這部分
[00:03:15.000 --> 00:03:21.000]  交通的分享的部分是安慰話裡頭的一部分
[00:03:21.000 --> 00:03:27.000]  我們也看到這段經文也是包括兩方面
[00:03:27.000 --> 00:03:30.000]  耶穌在安慰他們的話裡頭
[00:03:30.000 --> 00:03:34.000]  講到他們應該對耶穌有信心
[00:03:34.000 --> 00:03:36.000]  你要相信耶穌
[00:03:36.000 --> 00:03:40.000]  而且還講到耶穌應許他們
[00:03:40.000 --> 00:03:42.000]  祂有應許給他們
[00:03:42.000 --> 00:03:44.000]  祂是給他們預備地方去
[00:03:44.000 --> 00:03:46.000]  預備好了以後
[00:03:46.000 --> 00:03:48.000]  預備了地方去
[00:03:48.000 --> 00:03:50.000]  還回來再接他們
[00:03:50.000 --> 00:03:52.000]  所以是耶穌有應許
[00:03:52.000 --> 00:03:54.000]  讓他們對應許有盼望
[00:03:54.000 --> 00:03:59.000]  讓他們對耶穌本人自己有信心
[00:03:59.000 --> 00:04:04.000]  所以從這兩方面來安慰他們
[00:04:04.000 --> 00:04:11.000]  這個是這段經文的背景
[00:04:11.000 --> 00:04:15.000]  我們要看到對耶穌的信心
[00:04:15.000 --> 00:04:19.000]  要安慰我們憂愁的心
[00:04:19.000 --> 00:04:21.000]  在我們憂愁的時候
[00:04:21.000 --> 00:04:23.000]  怎麼樣能夠得到安慰呢
[00:04:23.000 --> 00:04:26.000]  就是要對著耶穌有信心
[00:04:26.000 --> 00:04:28.000]  你信耶穌
[00:04:28.000 --> 00:04:30.000]  信祂是你的救主
[00:04:30.000 --> 00:04:31.000]  祂是你的主
[00:04:31.000 --> 00:04:33.000]  祂是你的一切
[00:04:33.000 --> 00:04:36.000]  這樣你對耶穌有信心
[00:04:36.000 --> 00:04:44.000]  這樣你就能得到安慰了
[00:04:44.000 --> 00:04:48.000]  信心的著重點不是在心
[00:04:48.000 --> 00:04:52.000]  我的心裡頭是怎麼樣
[00:04:52.000 --> 00:04:57.000]  信心重要的對象就是你信誰
[00:04:57.000 --> 00:05:00.000]  你信的對象是誰
[00:05:00.000 --> 00:05:03.000]  不是說你的心怎麼樣
[00:05:03.000 --> 00:05:06.000]  是說你的心的對象是誰
