
[00:00:00.000 --> 00:00:01.320]  (主席) 大家早晨
[00:00:01.320 --> 00:00:03.400]  我在神聆院教書
[00:00:03.400 --> 00:00:07.080]  所以平時有很多機會出去外面講道
[00:00:07.080 --> 00:00:09.720]  不過有機會回來自己教會
[00:00:09.720 --> 00:00:11.760]  跟自己的弟兄姊妹分享
[00:00:11.760 --> 00:00:13.800]  是一件很開心的事
[00:00:13.800 --> 00:00:17.600]  今天跟大家分享的故事
[00:00:17.600 --> 00:00:19.160]  其實大家很熟悉的
[00:00:19.160 --> 00:00:21.800]  我想大家聽的時候
[00:00:21.800 --> 00:00:25.880]  就用一個看神怎樣去用我們這個人
[00:00:25.880 --> 00:00:27.560]  這個角度來看
[00:00:27.560 --> 00:00:31.640]  我想我們每個人都有自己的才幹恩賜
[00:00:31.640 --> 00:00:34.720]  都會有一些挑戰在前面
[00:00:34.720 --> 00:00:36.600]  當挑戰來的時候
[00:00:36.600 --> 00:00:38.440]  你會不會像大衛那樣
[00:00:38.440 --> 00:00:42.240]  能夠迎上去接受這個挑戰
[00:00:42.240 --> 00:00:46.280]  為神去打一場很美麗的勝仗呢?
[00:00:46.280 --> 00:00:48.200]  今天施班其實唱了一首歌
[00:00:48.200 --> 00:00:49.560]  都有講到
[00:00:49.560 --> 00:00:52.960]  耶和華是在戰場上有能的耶和華
[00:00:52.960 --> 00:00:57.800]  在大衛和哥利亞的故事裡面
[00:00:57.800 --> 00:00:59.920]  其實大衛打勝仗
[00:00:59.920 --> 00:01:07.840]  他都很想將榮耀歸還給我們的神耶和華
[00:01:07.840 --> 00:01:12.120]  五塊光滑的石子
[00:01:12.120 --> 00:01:17.120]  大衛就靠這五粒石子打贏了哥利亞
[00:01:17.120 --> 00:01:20.320]  這個故事其實大家都很熟悉
[00:01:20.320 --> 00:01:26.480]  我想起應該四十多年前開始聽這個故事
[00:01:26.480 --> 00:01:29.760]  應該是在小學那些主一學的時候
[00:01:29.760 --> 00:01:33.560]  都會被這個故事吸引
[00:01:33.560 --> 00:01:35.640]  但是我想看故事
[00:01:35.640 --> 00:01:39.000]  其實都有一些挺特別的感受
[00:01:39.000 --> 00:01:43.200]  就是當我們小時候年輕的時候看
[00:01:43.200 --> 00:01:44.640]  到現在長大了一點
[00:01:44.640 --> 00:01:46.360]  隔了很多年之後
[00:01:46.360 --> 00:01:51.040]  原來這個故事裡面都有很多細節
[00:01:51.040 --> 00:01:52.800]  我們忽略了
[00:01:52.800 --> 00:01:54.720]  所以我都想大家抱一個
[00:01:54.720 --> 00:02:01.000]  發現一下經文裡面的一些豐富的地方
[00:02:01.000 --> 00:02:02.600]  給我們有機會可以
[00:02:02.600 --> 00:02:07.680]  有一些反省的機會
[00:02:07.680 --> 00:02:10.160]  這幅圖我們看到
[00:02:10.160 --> 00:02:12.920]  哥利亞高大威猛
[00:02:12.920 --> 00:02:15.720]  大衛一個小木桶
[00:02:15.720 --> 00:02:17.800]  就可以打贏了
[00:02:17.800 --> 00:02:21.560]  其實這個故事如果要分段的話
[00:02:21.560 --> 00:02:25.160]  大家有機會可以回去細細心
[00:02:25.160 --> 00:02:29.160]  看回《撒梅記》上第十七章
[00:02:29.160 --> 00:02:33.520]  其實由第一節到五十八節
[00:02:33.520 --> 00:02:36.520]  第一到第四十節
[00:02:36.520 --> 00:02:40.720]  其實可以說是戰前的預備
[00:02:40.720 --> 00:02:43.400]  大家應該都很熟悉
[00:02:43.400 --> 00:02:46.640]  就是當時
[00:02:46.640 --> 00:02:50.080]  菲律賓人和以色列人對戰
[00:02:50.080 --> 00:02:52.040]  各自在一個山嶺
[00:02:52.040 --> 00:02:55.000]  原來中間有個山谷
[00:02:55.000 --> 00:03:00.000]  哥利亞就罵戰
[00:03:00.000 --> 00:03:02.200]  罵戰的說法就是
[00:03:02.200 --> 00:03:05.560]  你派一個人來單打獨鬥
[00:03:05.560 --> 00:03:07.800]  看看誰贏了
[00:03:07.800 --> 00:03:12.040]  我們這邊就會投降還是怎麼樣
[00:03:12.040 --> 00:03:18.920]  當時大衛的三個哥哥都跟了蘇羅上戰場
[00:03:18.920 --> 00:03:23.880]  大衛就奉他爸爸的命令
[00:03:23.880 --> 00:03:28.360]  要送些餅和送一封信給他三個兄弟
[00:03:28.360 --> 00:03:34.400]  在過程中他見到哥利亞高大威猛
[00:03:34.400 --> 00:03:38.840]  以色列人見到哥利亞這麼威猛
[00:03:38.840 --> 00:03:43.840]  個個都不敢應戰
[00:03:43.840 --> 00:03:46.840]  連蘇羅也不敢
[00:03:46.840 --> 00:03:49.120]  在過程中
[00:03:49.120 --> 00:03:52.640]  大衛送餅的過程中聽到有人說
[00:03:52.640 --> 00:03:57.440]  原來打贏會有很多酬勞
[00:03:57.440 --> 00:03:59.520]  他就挺身而出
[00:03:59.520 --> 00:04:07.280]  當時也有描述裝束和軍備
[00:04:07.280 --> 00:04:10.440]  我們稍後可以細心去看
[00:04:10.440 --> 00:04:15.160]  然後七章的41到49節
[00:04:15.160 --> 00:04:19.920]  就是說真正戰事的過程是怎麼樣
[00:04:19.920 --> 00:04:23.920]  發覺正式打只有兩節
[00:04:23.920 --> 00:04:25.920]  48到49節只有兩節
[00:04:25.920 --> 00:04:31.040]  但是打之前有很多對罵的部分
[00:04:31.040 --> 00:04:33.240]  稍後我們也會提一提
[00:04:33.240 --> 00:04:39.760]  最後打完之後就說一下結論
[00:04:39.760 --> 00:04:45.200]  我想和大家看一看大衛應戰
[00:04:45.200 --> 00:04:51.400]  不知道大家有沒有細心去看過這段經文
[00:04:51.400 --> 00:04:53.400]  不如我們一起讀
[00:04:53.400 --> 00:04:55.200]  好像比較小一點
[00:04:55.200 --> 00:04:56.600]  看不看得到
[00:04:56.600 --> 00:04:57.280]  都看得到
[00:04:57.280 --> 00:05:01.680]  或者用你的手杖去看一下
[00:05:01.680 --> 00:05:05.360]  我們一起讀24到26節開始
[00:05:32.080 --> 00:05:34.240]  有人殺者非理士人
[00:05:34.240 --> 00:05:36.800]  除掉以色列人的恥辱
[00:05:36.800 --> 00:05:38.480]  怎樣待他呢
[00:05:38.480 --> 00:05:41.760]  這未受國禮的非理士人是誰呢
[00:05:41.760 --> 00:05:45.680]  竟敢向永生神的軍隊罵陣嗎
[00:05:45.680 --> 00:05:49.040]  百姓照先前的話回答他說
[00:05:49.040 --> 00:05:51.520]  有人能殺者非理士人
[00:05:51.520 --> 00:05:54.920]  必如此 如此待他
[00:05:54.920 --> 00:06:00.120]  其實大衛聽到有人說
[00:06:00.120 --> 00:06:06.920]  原來打贏這場仗也挺多報酬的
[00:06:06.920 --> 00:06:10.080]  包括有大財
[00:06:10.080 --> 00:06:12.440]  素羅的女兒許配他
[00:06:12.440 --> 00:06:15.240]  又不用交稅
[00:06:15.240 --> 00:06:17.640]  是不是很正呢
[00:06:17.640 --> 00:06:20.880]  其實如果你看聖經裡面
[00:06:20.880 --> 00:06:23.200]  他第一次就聽到有人這樣說
[00:06:23.200 --> 00:06:25.040]  接著他就問人
[00:06:25.040 --> 00:06:28.040]  問完人之後其實有個插曲
[00:06:28.040 --> 00:06:31.320]  他的兄弟就看到他這樣送餅來
[00:06:31.320 --> 00:06:34.000]  但又在問這問那
[00:06:34.000 --> 00:06:35.480]  就說他
[00:06:35.480 --> 00:06:38.320]  你在這裡搞事
[00:06:38.320 --> 00:06:40.280]  你懂什麼這麼小
[00:06:40.280 --> 00:06:41.920]  為什麼要來這裡
[00:06:41.920 --> 00:06:43.880]  趁熱罵
[00:06:43.880 --> 00:06:46.400]  但是大衛就不太理會這個人
[00:06:46.400 --> 00:06:49.680]  他繼續再問多一次
[00:06:49.680 --> 00:06:56.640]  所以你看到大衛在打上陣之前
[00:06:56.640 --> 00:07:02.600]  其實他也挺著緊報酬
[00:07:02.600 --> 00:07:07.360]  我想今天我們侍奉的人
[00:07:07.360 --> 00:07:14.320]  其實我們侍奉會不會有很多不同的動機呢
[00:07:14.320 --> 00:07:18.080]  但大衛其實也很會說話
[00:07:18.080 --> 00:07:20.240]  他其實是一個很好的領袖
[00:07:20.240 --> 00:07:23.840]  如果大家看第26節他怎麼說
[00:07:23.840 --> 00:07:25.640]  其實他說了三件事
[00:07:25.640 --> 00:07:28.800]  第一他說殺了菲律賓人
[00:07:28.800 --> 00:07:31.080]  除掉以色列人的恥辱
[00:07:31.080 --> 00:07:33.240]  怎樣待他
[00:07:33.240 --> 00:07:37.520]  其實除了個人得到什麼利益之外
[00:07:37.520 --> 00:07:43.760]  其實他也有一個民族各方面的意識
[00:07:43.760 --> 00:07:46.480]  除掉以色列人的恥辱
[00:07:46.480 --> 00:07:51.040]  他為國家挺身而出
[00:07:51.040 --> 00:07:53.760]  接著他還加多句
[00:07:53.760 --> 00:07:57.640]  竟敢向永生神的軍隊罵鎮媽
[00:07:57.640 --> 00:08:01.040]  其實他也帶著一個
[00:08:01.040 --> 00:08:04.720]  不忍心被人侮辱自己的神
[00:08:04.720 --> 00:08:06.280]  所以我們看到
[00:08:06.280 --> 00:08:08.680]  大衛在參戰的過程中
[00:08:08.680 --> 00:08:12.880]  其實他的動機也混雜
[00:08:12.880 --> 00:08:14.840]  其實我們侍奉神的人
[00:08:14.840 --> 00:08:16.520]  今天你可能要問問自己
[00:08:16.520 --> 00:08:21.160]  其實你抱著一個什麼動機去侍奉呢
[00:08:21.160 --> 00:08:24.360]  譬如問問施班
[00:08:24.360 --> 00:08:26.120]  喜歡音樂
[00:08:26.120 --> 00:08:29.040]  覺得自己想表演一下
[00:08:29.040 --> 00:08:33.240]  還是很想帶領會眾一起去敬拜神
[00:08:33.240 --> 00:08:36.960]  可能你同樣有不同的動機去配合
[00:08:36.960 --> 00:08:38.920]  人就是這麼複雜
[00:08:38.920 --> 00:08:42.840]  經常有這麼多東西在我們背後
[00:08:42.840 --> 00:08:46.080]  但是神也同樣會用我們
[00:08:46.080 --> 00:08:52.800]  雖然我們的心未必很清
[00:08:52.800 --> 00:08:54.280]  但是對於大衛來說
[00:08:54.280 --> 00:09:01.000]  他很想為神做些事的動機挺主要的
[00:09:01.000 --> 00:09:05.360]  所以我相信神也看到他這方面的好處
[00:09:05.360 --> 00:09:09.520]  但如果你問大衛想得到的東西
[00:09:09.520 --> 00:09:14.360]  最終他能否得到呢
[00:09:14.360 --> 00:09:17.200]  挺有趣的觀察
[00:09:17.200 --> 00:09:19.440]  能否儲到老婆呢
[00:09:19.440 --> 00:09:20.240]  儲到
[00:09:20.240 --> 00:09:21.080]  第一個儲不到
[00:09:21.080 --> 00:09:22.840]  第二個才儲到
[00:09:22.840 --> 00:09:25.680]  蘇羅經常都反悔
[00:09:25.680 --> 00:09:31.680]  但是他打贏這場仗
[00:09:31.680 --> 00:09:34.880]  其實做了皇帝的女婿一段很短時間之後
[00:09:34.880 --> 00:09:37.080]  就被蘇羅妒忌
[00:09:37.080 --> 00:09:39.520]  其實沒有什麼好日子過
[00:09:39.520 --> 00:09:41.760]  所以他要的東西似乎得到
[00:09:41.760 --> 00:09:43.600]  又好像失去了
[00:09:43.600 --> 00:09:47.680]  即是說他後面想得到的動機
[00:09:47.680 --> 00:09:53.360]  其實未必最終神會給他
[00:09:53.360 --> 00:09:56.320]  所以我想我們去侍奉神的時候
[00:09:56.320 --> 00:10:01.880]  其實我們也要知道自己裡面是怎麼想
[00:10:01.880 --> 00:10:06.720]  我們可能有些不太純正的動機也未定
[00:10:06.720 --> 00:10:09.880]  但是你說很想做皇帝的女婿
[00:10:09.880 --> 00:10:11.520]  也不是一件壞事
[00:10:11.520 --> 00:10:14.440]  也不是什麼特別的問題
[00:10:14.440 --> 00:10:17.000]  但是在過程裡面
[00:10:17.000 --> 00:10:19.520]  原來神最看重
[00:10:19.520 --> 00:10:23.440]  可能大衛的動機就是他那種清心
[00:10:23.440 --> 00:10:26.200]  清心就是很想為神做一些事情
[00:10:26.200 --> 00:10:28.720]  所以今天你去侍奉的時候
[00:10:28.720 --> 00:10:32.480]  你會不會都問清楚自己
[00:10:32.480 --> 00:10:37.520]  你是為了什麼去侍奉呢
[00:10:37.520 --> 00:10:42.640]  好了 如果說這場的戰事
[00:10:42.640 --> 00:10:45.960]  我們也要看看那些裝備
[00:10:45.960 --> 00:10:52.000]  大家對哥利亞的認識有多少呢
[00:10:52.000 --> 00:10:53.720]  其實在第五節之前
[00:10:53.720 --> 00:10:57.480]  小小也有介紹他有多高
[00:10:57.480 --> 00:11:01.520]  六爪一虎口等於多高呢
[00:11:01.520 --> 00:11:05.120]  大家知不知道
[00:11:05.120 --> 00:11:09.480]  九尺半 九尺半高不高
[00:11:09.480 --> 00:11:11.280]  也挺高的
[00:11:11.280 --> 00:11:13.560]  我大概有六尺
[00:11:13.560 --> 00:11:18.760]  我上面再多三尺
