
[00:00:00.000 --> 00:00:05.600]  如果問大家呢,你覺得香港最近最多人討論,最熱議的新聞是甚麼呢?
[00:00:05.600 --> 00:00:09.800]  個個都在笑,是甚麼呢?
[00:00:09.800 --> 00:00:14.700]  我相信離不開何先生和新何太這個新聞
[00:00:14.700 --> 00:00:20.100]  大家都應該聽過了,又有人覺得這是一個愛情故事
[00:00:20.100 --> 00:00:23.500]  亦都有人覺得這是一個騙局來的
[00:00:23.500 --> 00:00:29.600]  有人覺得何先生的兒女們做對事情
[00:00:30.200 --> 00:00:33.400]  有些人覺得這班小孩相當自私
[00:00:33.400 --> 00:00:38.400]  當然我並不是在這裡討論,或評論這個事項
[00:00:38.400 --> 00:00:40.800]  不過這個故事讓我看到
[00:00:40.800 --> 00:00:46.700]  原來人與人之間的關係,在這個世界裏面
[00:00:46.700 --> 00:00:49.800]  除了情與愛之外
[00:00:49.800 --> 00:00:58.000]  金錢都可以是一個關係的開始,或者結束的原因
[00:00:59.200 --> 00:01:01.600]  這個故事讓我其實有點氣餒
[00:01:01.600 --> 00:01:06.400]  因為這個故事讓我看到原來人與人之間的關係可以如此兒戲
[00:01:06.400 --> 00:01:09.400]  夫婦應該是一生之久的關係
[00:01:09.400 --> 00:01:13.000]  可以在短短兩三個星期之內就被建立
[00:01:13.000 --> 00:01:18.200]  同樣父子與兒女一生所建立的關係
[00:01:18.200 --> 00:01:21.000]  亦都可以在幾天之內可以結束
[00:01:21.000 --> 00:01:24.000]  原來人的關係可以如此兒戲
[00:01:24.000 --> 00:01:29.100]  如果我們不是從一個剝花生吃花生的角度來看這個故事的時候
[00:01:29.800 --> 00:01:32.400]  其實這個故事可以是很傷感的
[00:01:32.400 --> 00:01:34.600]  不過剛才我們在聖經裏面
[00:01:34.600 --> 00:01:39.000]  剛才讀那段的聖經記載了一個很不同的故事
[00:01:39.000 --> 00:01:43.600]  從人的角度來看,一個不應該存在的關係
[00:01:43.600 --> 00:01:46.000]  從剛才我們熟讀的經文裏面
[00:01:46.000 --> 00:01:53.200]  原來可以因為人與人之間的愛、仁慈、憐憫、寬恕、忠誠、正直等等
[00:01:53.200 --> 00:01:55.800]  可以被建立起來
[00:01:56.400 --> 00:02:01.000]  這個故事很反映了神的恩典與救恩
[00:02:01.000 --> 00:02:04.600]  它告訴我們人與人之間在這個世界裏面
[00:02:04.600 --> 00:02:09.400]  可以是有一個超物質的真愛
[00:02:09.400 --> 00:02:13.200]  我們通過這個故事來學習一下
[00:02:13.200 --> 00:02:21.400]  剛才我們所讀的故事裏面有兩個很重要的人物
[00:02:21.400 --> 00:02:25.200]  主角,第一個主角就是我們大家都認識的大衛
[00:02:25.600 --> 00:02:28.000]  另外一個就是掃羅的孫子
[00:02:28.000 --> 00:02:31.600]  這個很難讀,叫米菲波切
[00:02:31.600 --> 00:02:33.600]  聖經告訴我們
[00:02:33.600 --> 00:02:39.600]  當掃羅和他的兒子約拿丹戰死沙場的消息
[00:02:39.600 --> 00:02:42.800]  到了米菲波切
[00:02:42.800 --> 00:02:47.000]  當時米菲波切只有五歲大
[00:02:47.000 --> 00:02:49.400]  當然有五歲大的小孩
[00:02:49.400 --> 00:02:52.600]  完全不知道發生了什麼事,不懂得害怕
[00:02:53.000 --> 00:02:56.000]  不過,他的奶媽卻懂得害怕
[00:02:56.000 --> 00:03:01.600]  不過我們不知道他究竟是為了米菲波切而害怕
[00:03:01.600 --> 00:03:03.200]  還是為了他自己而害怕
[00:03:03.200 --> 00:03:08.800]  我們需要知道,一個皇帝被殺
[00:03:08.800 --> 00:03:17.400]  他皇系的後裔當然成為敵軍的下一個攻擊
[00:03:17.400 --> 00:03:18.800]  殲殺的對象,是不是?
[00:03:19.200 --> 00:03:24.000]  所以作為當時皇系的死正宗的奶媽
[00:03:24.000 --> 00:03:27.000]  如果你是這個奶媽,你會做些什麼?
[00:03:27.000 --> 00:03:30.600]  大部份都可能一走了之,是不是?
[00:03:30.600 --> 00:03:35.400]  當然,也有一些有愛心的不忍心,拋下這個孤兒
[00:03:35.400 --> 00:03:40.400]  而這個聖經裏面的奶媽就真的不捨得
[00:03:40.400 --> 00:03:47.000]  就決定和米菲波切一起逃跑
[00:03:47.600 --> 00:03:50.400]  雖然很有愛心,不過從聖經的記載
[00:03:50.400 --> 00:03:53.200]  似乎這個奶媽都相當的愚蠢
[00:03:53.200 --> 00:03:57.000]  竟然在匆忙之中,從高處將這個小孩跌落地
[00:03:57.000 --> 00:03:59.600]  就是這樣,這樣的失腳
[00:03:59.600 --> 00:04:04.800]  就讓這個米菲波切成為了殘疾人士
[00:04:04.800 --> 00:04:08.600]  兩隻腿都因為這樣而傷殘
[00:04:08.600 --> 00:04:13.000]  而這個失腳,無論是他的父親
[00:04:13.000 --> 00:04:16.400]  還是他爺爺的失腳,在戰場上的失腳
[00:04:16.600 --> 00:04:20.200]  又或者這個米菲波切在逃難的時候失腳
[00:04:20.200 --> 00:04:23.400]  這個失腳,讓這個年輕人
[00:04:23.400 --> 00:04:26.800]  本來是一個皇室的繼承者
[00:04:26.800 --> 00:04:29.200]  卻是因為這樣一跌一跌
[00:04:29.200 --> 00:04:33.600]  就成為了一個毫無價值的倖存者
[00:04:33.600 --> 00:04:38.600]  牧師未必一定是這麼慘的,是不是?
[00:04:38.600 --> 00:04:40.600]  未必一定這麼窮困,是不是?
[00:04:40.600 --> 00:04:42.800]  我們看看聖經怎麼說
[00:04:43.000 --> 00:04:50.600]  當大衛想找找蘇羅家有沒有一些剩下的人的時候
[00:04:50.600 --> 00:04:55.400]  他就召來這個蘇羅之前的一個僕人,叫做洗巴
[00:04:55.400 --> 00:04:57.400]  然後他就問這個洗巴
[00:04:57.400 --> 00:05:02.600]  究竟還有沒有蘇羅家的人在這裡呢?
[00:05:02.600 --> 00:05:04.400]  洗巴就跟大衛說
[00:05:04.400 --> 00:05:07.800]  還有約拿丹的一個兒子,不過是渠腿的
[00:05:07.800 --> 00:05:11.800]  他的名字叫做米菲波切
[00:05:12.000 --> 00:05:13.000]  那他住在哪裡呢?
[00:05:13.000 --> 00:05:15.800]  他是住在這個羅底巴這個地方
[00:05:15.800 --> 00:05:19.400]  我想大家留意一下這個羅底巴這個地方
[00:05:19.400 --> 00:05:23.000]  這個名字本身的意思就是解作
[00:05:23.000 --> 00:05:27.400]  荒蕪,寸草不生,沒有東西在那裡生長
[00:05:27.400 --> 00:05:29.200]  就好像曠野地一樣
[00:05:29.200 --> 00:05:31.600]  那就怪了,為什麼有個地方
[00:05:31.600 --> 00:05:34.800]  就是選一個名字,選一個這樣的名字
[00:05:34.800 --> 00:05:36.800]  為什麼會選一個這樣的名字?
[00:05:36.800 --> 00:05:39.200]  很簡單而已,那個地方就是這樣
[00:05:39.200 --> 00:05:40.800]  那個地方就是寸草不生
[00:05:41.000 --> 00:05:43.000]  那個地方就是荒蕪
[00:05:43.000 --> 00:05:45.000]  那我們就問
[00:05:45.000 --> 00:05:46.800]  會不會有人住在那些地方?
[00:05:46.800 --> 00:05:50.000]  誰會住在一個荒蕪的地方?
[00:05:50.000 --> 00:05:51.600]  很明顯就是一些什麼
[00:05:51.600 --> 00:05:55.600]  沒錢、沒權、沒勢,被社會所遺棄的人
[00:05:55.600 --> 00:05:59.200]  他們住在那裡的原因就是因為沒得選
[00:05:59.200 --> 00:06:04.800]  這個就是當時這個米菲波切的光景
[00:06:04.800 --> 00:06:09.600]  所以當大衛找到這個米菲波切的時候
[00:06:09.800 --> 00:06:11.800]  大衛就跟他說
[00:06:11.800 --> 00:06:15.800]  你不用怕,我必因你父親約拿丹的緣故
[00:06:15.800 --> 00:06:17.600]  私恩給你
[00:06:17.600 --> 00:06:21.800]  跟你祖父數羅的一切田地都還給你
[00:06:21.800 --> 00:06:25.400]  這個米菲波切聽到之後就說
[00:06:25.400 --> 00:06:28.600]  僕人算什麼,我不過是一條死狗
[00:06:28.600 --> 00:06:32.000]  竟然蒙黃這樣看顧
[00:06:32.000 --> 00:06:37.200]  大家留意,這個米菲波切形容自己是一條死狗
[00:06:37.400 --> 00:06:42.400]  大家都沒被人這樣說過,或者沒這樣說過別人
[00:06:42.400 --> 00:06:45.400]  今天很少聽到,很少有人這樣形容
[00:06:45.400 --> 00:06:47.200]  其他人是一條死狗
[00:06:47.200 --> 00:06:50.000]  特別是我們這個世代越來越多愛狗人士
[00:06:50.000 --> 00:06:51.600]  包括我自己也很愛狗
[00:06:51.600 --> 00:06:55.400]  我們都不會輕易地說人是一條死狗
[00:06:55.400 --> 00:06:59.200]  不過聖經裡面很多時候這個形容詞
[00:06:59.200 --> 00:07:01.000]  就是形容一些什麼?
[00:07:01.000 --> 00:07:04.800]  沒價值、羞辱、被人唾棄
[00:07:04.800 --> 00:07:06.800]  或者是沒任何威脅的人
[00:07:07.000 --> 00:07:08.600]  就是這樣來形容的
[00:07:08.600 --> 00:07:13.200]  所以如果大家要選一個惡毒罵人的形容詞
[00:07:13.200 --> 00:07:15.200]  這個也是幾個選擇
[00:07:15.200 --> 00:07:18.400]  不過在這裡的米菲波切
[00:07:18.400 --> 00:07:24.600]  他是用這樣的一個形容詞去形容自己
[00:07:24.600 --> 00:07:26.800]  大家知不知道在聖經裡面
[00:07:26.800 --> 00:07:30.200]  當一個人
[00:07:30.200 --> 00:07:32.400]  在聖經裡面有另外一個人
[00:07:32.400 --> 00:07:35.000]  用同樣的字來形容自己
[00:07:35.000 --> 00:07:36.200]  除了米菲波切
[00:07:36.400 --> 00:07:42.200]  大家記不記得是哪一個人說自己是一條死狗?
[00:07:42.200 --> 00:07:43.600]  大衛
[00:07:43.600 --> 00:07:44.600]  是大衛
[00:07:44.600 --> 00:07:47.600]  當扫羅去追殺大衛
[00:07:47.600 --> 00:07:51.200]  有幾次大衛可以下手來殺扫羅
[00:07:51.200 --> 00:07:53.400]  但是他沒有這樣做到
[00:07:53.400 --> 00:07:56.000]  所以當扫羅有機會的時候
[00:07:56.000 --> 00:08:03.400]  大衛就跟扫羅這樣說
[00:08:03.600 --> 00:08:08.600]  你看看 我有機會的時候可以下手殺你
[00:08:08.600 --> 00:08:10.800]  但是我都沒有殺你
[00:08:10.800 --> 00:08:12.400]  你究竟為什麼要追殺我
[00:08:12.400 --> 00:08:13.800]  你不需要追殺我
[00:08:13.800 --> 00:08:15.400]  然後他說以色列王
[00:08:15.400 --> 00:08:17.200]  你出來要找誰呢?
[00:08:17.200 --> 00:08:18.800]  你追趕誰呢?
[00:08:18.800 --> 00:08:21.800]  你不過是追趕一條死狗
[00:08:21.800 --> 00:08:24.800]  大衛也是形容自己是一條死狗
[00:08:24.800 --> 00:08:27.000]  我不知道米菲波切
[00:08:27.000 --> 00:08:30.400]  知不知道大衛這一番話
[00:08:30.400 --> 00:08:31.600]  如果他知道的時候
[00:08:31.800 --> 00:08:33.600]  這個米菲波切都相當聰明
[00:08:33.600 --> 00:08:34.200]  為什麼?
[00:08:34.200 --> 00:08:37.400]  因為他在用大衛當時的處境
[00:08:37.400 --> 00:08:39.800]  套用在他自己的處境上面
[00:08:39.800 --> 00:08:44.000]  讓大衛知道我是沒有威脅的
[00:08:44.000 --> 00:08:46.200]  很明顯
[00:08:46.200 --> 00:08:48.600]  當時的米菲波切
[00:08:48.600 --> 00:08:51.600]  是一心想著大衛當然要對付他
[00:08:51.600 --> 00:08:55.000]  當然要收拾扫羅家的
[00:08:55.000 --> 00:08:57.200]  要處理手尾
[00:08:57.200 --> 00:08:59.600]  所以他就跟大衛說
[00:08:59.800 --> 00:09:02.000]  我是對任何人都沒有威脅的
[00:09:02.000 --> 00:09:05.200]  更遑論你大衛王呢?
[00:09:05.200 --> 00:09:10.400]  我們都了解這個想法相當合理
[00:09:10.400 --> 00:09:11.800]  特別在古時候
[00:09:11.800 --> 00:09:16.000]  在遠古近東的文化
[00:09:16.000 --> 00:09:18.600]  包括我們中國都是這樣的
[00:09:18.600 --> 00:09:20.400]  一個新的政權
[00:09:20.400 --> 00:09:23.000]  取代了舊的政權之後會怎樣?
[00:09:23.000 --> 00:09:24.200]  新的政權
[00:09:24.200 --> 00:09:26.200]  當然會將舊的政權
[00:09:26.200 --> 00:09:27.800]  所有的勢力都怎樣?
[00:09:27.800 --> 00:09:29.000]  完全的清除
[00:09:29.200 --> 00:09:33.200]  這樣才可以坐擁江山
[00:09:33.200 --> 00:09:35.200]  所以米菲波切的恐懼
[00:09:35.200 --> 00:09:37.200]  我們相當的明白
[00:09:37.200 --> 00:09:39.200]  也都是因為這個緣故
[00:09:39.200 --> 00:09:40.400]  他就跟大衛說
[00:09:40.400 --> 00:09:42.600]  我不過是一條死狗
[00:09:42.600 --> 00:09:46.000]  我對你沒有任何的威脅的
[00:09:46.000 --> 00:09:46.600]  為什麼?
[00:09:46.600 --> 00:09:47.600]  因為我們可以想像
[00:09:47.600 --> 00:09:50.600]  如果米菲波切年輕力壯
[00:09:50.600 --> 00:09:52.600]  又健康的話
[00:09:52.600 --> 00:09:54.800]  他可以隨時有機會
[00:09:54.800 --> 00:09:59.000]  招兵買馬來對付大衛
