
[00:00:00.000 --> 00:00:05.520]  昨晚團契裏面是一個詩歌分享週
[00:00:05.520 --> 00:00:12.200]  先後有十二位弟兄姊妹分享他們心愛的詩歌
[00:00:12.200 --> 00:00:17.000]  就講出他們從詩歌裏面的領受、得著
[00:00:17.000 --> 00:00:22.140]  體會到神那份慈愛、豐盛的恩典
[00:00:22.140 --> 00:00:25.340]  為我們去犧牲祂的生命
[00:00:25.340 --> 00:00:28.720]  成為我們眾人的拯救
[00:00:28.720 --> 00:00:32.160]  讓我們切切地去學慕祂
[00:00:32.160 --> 00:00:34.560]  其實這個就是詩歌的名字
[00:00:34.560 --> 00:00:36.900]  切切地學慕祂
[00:00:36.900 --> 00:00:40.700]  讚美祂的大能、祂的同在
[00:00:40.700 --> 00:00:43.400]  祂豐富的供應
[00:00:43.400 --> 00:00:47.280]  人算甚麼呢?
[00:00:47.280 --> 00:00:51.060]  竟然被神去揀選
[00:00:51.060 --> 00:00:57.260]  認識主就是我們最好的福氣
[00:00:57.260 --> 00:01:01.980]  野地的花 神都讓它生長起來
[00:01:01.980 --> 00:01:04.900]  穿著美麗的衣裳
[00:01:04.900 --> 00:01:09.180]  空中的飛鳥都不需要為著它的生活
[00:01:09.180 --> 00:01:12.100]  來擔憂忙碌
[00:01:12.100 --> 00:01:16.880]  何況每一個願意去跟隨神的人
[00:01:16.880 --> 00:01:21.200]  豈不是得著神的看顧
[00:01:21.200 --> 00:01:24.720]  主為我們背負十字架
[00:01:24.720 --> 00:01:27.720]  我們可以成為神的兒女
[00:01:27.720 --> 00:01:32.900]  這真是我們的榮耀
[00:01:32.900 --> 00:01:38.000]  祂就是我們的藏身處
[00:01:38.000 --> 00:01:40.820]  頂姐妹一起相聚
[00:01:40.820 --> 00:01:42.820]  一起去歌頌神
[00:01:42.820 --> 00:01:45.360]  分享大家的體會
[00:01:45.360 --> 00:01:47.360]  引起共鳴
[00:01:47.360 --> 00:01:50.260]  發出很多正能量
[00:01:50.260 --> 00:01:53.700]  讓大家都很振奮、很喜樂
[00:01:53.700 --> 00:01:57.560]  很多謝神讓我們成為弟兄姊妹
[00:01:57.560 --> 00:02:00.060]  一起有相交的生活
[00:02:00.060 --> 00:02:02.820]  去分享主的美事
[00:02:02.820 --> 00:02:05.460]  也讓我們一起去學習
[00:02:05.460 --> 00:02:08.440]  學習主去背負十架
[00:02:08.440 --> 00:02:11.700]  跟隨祂的腳蹤
[00:02:11.700 --> 00:02:13.700]  這篇詩篇三十三篇
[00:02:13.700 --> 00:02:16.700]  是一篇讚美的詩篇
[00:02:16.700 --> 00:02:20.180]  作者在引言一至三節裏
[00:02:20.180 --> 00:02:24.180]  吩咐義人
[00:02:24.180 --> 00:02:26.180]  就是那些敬拜神的人
[00:02:26.180 --> 00:02:29.180]  去讚美耶和華
[00:02:29.180 --> 00:02:32.180]  耶和華是神的名字
[00:02:32.180 --> 00:02:36.180]  正如《倚創下書》四十二章第八節
[00:02:36.180 --> 00:02:38.180]  這樣說
[00:02:38.180 --> 00:02:42.180]  「我是耶和華,這是我的名字
[00:02:42.180 --> 00:02:46.180]  是自有永有的義士耶和華」
[00:02:46.180 --> 00:02:50.180]  耶和華是一個翻譯
[00:02:50.180 --> 00:02:52.180]  中文是耶和華
[00:02:52.180 --> 00:02:56.180]  就是神祂自己本身的存在
[00:02:56.180 --> 00:03:02.180]  是不依靠任何其他的存在而存在
[00:03:02.180 --> 00:03:06.180]  就是說祂自己本身是永遠存著
[00:03:06.180 --> 00:03:08.180]  不是被造
[00:03:08.180 --> 00:03:11.180]  祂就是一位創造主
[00:03:11.180 --> 00:03:13.180]  《春埃及記》三章裏
[00:03:13.180 --> 00:03:15.180]  十三至十五節
[00:03:15.180 --> 00:03:17.180]  當摩西問神
[00:03:17.180 --> 00:03:20.180]  祢的名字是甚麼呢?
[00:03:20.180 --> 00:03:22.180]  神對他說
[00:03:22.180 --> 00:03:26.180]  「我是自有永有的」
[00:03:26.180 --> 00:03:28.180]  祂就是阿伯拉罕的神
[00:03:28.180 --> 00:03:30.180]  以撒的神
[00:03:30.180 --> 00:03:32.180]  以及雅各的神
[00:03:32.180 --> 00:03:36.180]  靠著這位真神耶和華
[00:03:36.180 --> 00:03:39.180]  我們可以歡喜快樂
[00:03:39.180 --> 00:03:42.180]  義人和正直的人
[00:03:42.180 --> 00:03:44.180]  都是同一個意思
[00:03:44.180 --> 00:03:48.180]  愛者需要行事正直
[00:03:48.180 --> 00:03:50.180]  作事公義
[00:03:50.180 --> 00:03:53.180]  心裡說實話的人
[00:03:53.180 --> 00:04:00.180]  這樣的人就配得讚美耶和華神
[00:04:00.180 --> 00:04:05.180]  我們用彈琴去感謝我們的主
[00:04:05.180 --> 00:04:08.180]  用弦樂去歌頌祂
[00:04:08.180 --> 00:04:14.180]  也就是說用樂器伴奏去讚美神
[00:04:14.180 --> 00:04:17.180]  更加優美
[00:04:17.180 --> 00:04:20.180]  應當向祂唱新歌
[00:04:20.180 --> 00:04:24.180]  因為這位主在不同的時候
[00:04:24.180 --> 00:04:27.180]  賜給我們有新的恩典
[00:04:27.180 --> 00:04:33.180]  所以我們唱歌不是因秦去唱那首詩歌
[00:04:33.180 --> 00:04:35.180]  我們有新的體會
[00:04:35.180 --> 00:04:38.180]  有新的領受感恩
[00:04:38.180 --> 00:04:40.180]  去讚美我們的主
[00:04:40.180 --> 00:04:42.180]  正如耶利米埃哥
[00:04:42.180 --> 00:04:45.180]  在三章二十三節說到
[00:04:45.180 --> 00:04:48.180]  「每早晨都時信敵
[00:04:48.180 --> 00:04:52.180]  你的誠實極其廣大」
[00:04:52.180 --> 00:04:55.180]  主的愛、祂的誠
[00:04:55.180 --> 00:04:58.180]  祂的真誠都是很偉大
[00:04:58.180 --> 00:05:00.180]  讓我們用洪亮的歌聲
[00:05:00.180 --> 00:05:02.180]  去讚美這位主
[00:05:02.180 --> 00:05:06.180]  到底我們讚美神一些什麼呢?
[00:05:06.180 --> 00:05:10.180]  第一就是讚美耶和華的華語
[00:05:10.180 --> 00:05:13.180]  在第四第五節的經文
[00:05:13.180 --> 00:05:16.180]  是說到神的說話很真實
[00:05:16.180 --> 00:05:19.180]  祂的作為很可靠
[00:05:19.180 --> 00:05:23.180]  祂喜愛正義公平
[00:05:23.180 --> 00:05:25.180]  祂有不變的愛
[00:05:25.180 --> 00:05:29.180]  祂的愛遍滿全地
[00:05:29.180 --> 00:05:32.180]  這裡的讚美神
[00:05:32.180 --> 00:05:35.180]  是說到祂誠實可靠
[00:05:35.180 --> 00:05:39.180]  正直就是神自己的屬性
[00:05:39.180 --> 00:05:44.180]  在祂是沒有一些彎曲薄貌的事情
[00:05:44.180 --> 00:05:46.180]  正如《針研八章》提到
[00:05:46.180 --> 00:05:50.180]  祂說:我口中的言語都是公義
[00:05:50.180 --> 00:05:54.180]  並無彎曲怪癖
[00:05:54.180 --> 00:05:57.180]  主祂創造這個世界
[00:05:57.180 --> 00:05:59.180]  祂的說話
[00:05:59.180 --> 00:06:02.180]  正如在《創世紀》一章裡
[00:06:02.180 --> 00:06:06.180]  說到神創造天地萬物
[00:06:06.180 --> 00:06:10.180]  神說:要有光就有了光
[00:06:10.180 --> 00:06:12.180]  神看光是好的
[00:06:12.180 --> 00:06:16.180]  就把光暗分開了
[00:06:16.180 --> 00:06:21.180]  神說:天下的水要聚在一處
[00:06:21.180 --> 00:06:23.180]  使旱地露出來
[00:06:23.180 --> 00:06:26.180]  事就這樣成了
[00:06:26.180 --> 00:06:28.180]  神稱旱地為地
[00:06:28.180 --> 00:06:32.180]  稱水的聚處為海
[00:06:32.180 --> 00:06:37.180]  神所做的盡都是誠實
[00:06:37.180 --> 00:06:40.180]  誠實就是真實
[00:06:40.180 --> 00:06:43.180]  神所說、神的作為
[00:06:43.180 --> 00:06:49.180]  都是值得我們去接納、去尊重
[00:06:49.180 --> 00:06:54.180]  因為祂是誠實無畏的主
[00:06:54.180 --> 00:06:57.180]  耶和華的慈愛、誠實
[00:06:57.180 --> 00:07:00.180]  都是普及、傳遞
[00:07:00.180 --> 00:07:04.180]  正如《約翰方六章》提到
[00:07:04.180 --> 00:07:09.180]  祂說:神的話語就是靈、就是生命
[00:07:09.180 --> 00:07:14.180]  實在讚美神話語的力量
[00:07:14.180 --> 00:07:17.180]  我記得在三月十五日
[00:07:17.180 --> 00:07:18.180]  是星期日的晚上
[00:07:18.180 --> 00:07:21.180]  有一位姐妹打電話給我
[00:07:21.180 --> 00:07:25.180]  她說:慧冰,你知不知道
[00:07:25.180 --> 00:07:29.180]  你那個醫生的報告提到
[00:07:29.180 --> 00:07:33.180]  我請了一位醫生給你看一封信
[00:07:33.180 --> 00:07:35.180]  他說有可能是皮膚癌
[00:07:35.180 --> 00:07:38.180]  我說不是呀
[00:07:38.180 --> 00:07:42.180]  當晚收到這個消息的時候
[00:07:42.180 --> 00:07:45.180]  當然睡得不是很好
[00:07:45.180 --> 00:07:49.180]  也是想著這件事情
[00:07:49.180 --> 00:07:54.180]  其實在三月十六日
[00:07:54.180 --> 00:07:56.180]  即是接下來的晚上
[00:07:56.180 --> 00:07:58.180]  回清谷團契
[00:07:58.180 --> 00:08:04.180]  有姐妹帶領路加方五章一至十一節的經文
[00:08:04.180 --> 00:08:07.180]  默想這段經文
[00:08:07.180 --> 00:08:09.180]  經文裏面提到
[00:08:09.180 --> 00:08:16.180]  耶穌叫彼得將船開到水深之處
[00:08:16.180 --> 00:08:20.180]  祂說:你下網打魚
