
[00:00:00.000 --> 00:00:05.000]  多謝主席說一說聖經與聖地系列
[00:00:05.000 --> 00:00:09.000]  其實在聖地也有很多體會
[00:00:09.000 --> 00:00:14.000]  我們昨天號聲團契有一個分享
[00:00:14.000 --> 00:00:19.000]  兩個小時他們三個人就預備了很多
[00:00:19.000 --> 00:00:24.000]  我心裏一早就想到他們一定是分享不完
[00:00:24.000 --> 00:00:26.000]  結果還是不斷剪
[00:00:26.000 --> 00:00:27.000]  太豐富了
[00:00:27.000 --> 00:00:31.000]  所以有人問會不會講一下
[00:00:31.000 --> 00:00:33.000]  其實就算給兩三個小時
[00:00:33.000 --> 00:00:36.000]  也未必能夠講完當中的體會
[00:00:36.000 --> 00:00:39.000]  不是說去聖地很厲害
[00:00:39.000 --> 00:00:40.000]  懂得很多東西
[00:00:40.000 --> 00:00:43.000]  但是我自己十九年前
[00:00:43.000 --> 00:00:46.000]  我跟我太太、兒子、哥哥
[00:00:46.000 --> 00:00:49.000]  有一班教務都有去過聖地第一次
[00:00:49.000 --> 00:00:53.000]  今次有十幾天前面的旅程
[00:00:53.000 --> 00:00:56.000]  自己有十二天自駕遊
[00:00:56.000 --> 00:00:59.000]  就想著這輩子也不知道有沒有機會再去
[00:00:59.000 --> 00:01:00.000]  又不是經常去的
[00:01:00.000 --> 00:01:05.000]  所以就有更加多的準備去體會聖經
[00:01:05.000 --> 00:01:10.000]  所以接下來這個系列不知道到什麼時候
[00:01:10.000 --> 00:01:14.000]  希望可以透過聖經講解的時候
[00:01:14.000 --> 00:01:18.000]  有一些特別是在當中會有體會的
[00:01:18.000 --> 00:01:19.000]  跟大家分享多一些
[00:01:19.000 --> 00:01:24.000]  其實這一堂道當中一些拿撒勒這個地方的背景
[00:01:24.000 --> 00:01:26.000]  拿撒勒就是耶穌的家鄉
[00:01:26.000 --> 00:01:30.000]  我在那幾月前其實在五堂都講過
[00:01:30.000 --> 00:01:33.000]  那一堂道是關於拿撒勒的
[00:01:33.000 --> 00:01:35.000]  大家可以在popbeam找到
[00:01:35.000 --> 00:01:37.000]  youtube也找不到
[00:01:37.000 --> 00:01:39.000]  我們有popbeam你可以聽回來
[00:01:39.000 --> 00:01:40.000]  因為有很多資訊
[00:01:40.000 --> 00:01:42.000]  以及角度有些不同
[00:01:42.000 --> 00:01:44.000]  但是我在準備的時候不是說要翻炒
[00:01:44.000 --> 00:01:46.000]  而是說有一段經文
[00:01:46.000 --> 00:01:51.000]  繼續可以從耶穌的家鄉拿撒勒來思想
[00:01:51.000 --> 00:01:52.000]  就是今天的經文
[00:01:52.000 --> 00:01:56.000]  所以有些背景可能有些重複
[00:01:56.000 --> 00:01:57.000]  但我很快地講
[00:01:57.000 --> 00:02:01.000]  我們先去玩個遊戲
[00:02:01.000 --> 00:02:04.000]  大家知不知道
[00:02:04.000 --> 00:02:06.000]  大家看到尤其是天主教
[00:02:06.000 --> 00:02:09.000]  有時候會有些十字架
[00:02:09.000 --> 00:02:10.000]  這個就是其中一個
[00:02:10.000 --> 00:02:12.000]  這一張就不是拿撒勒拍的
[00:02:12.000 --> 00:02:18.000]  這個是在赫西瑪利云旁邊的萬國禱告堂那裡拍的
[00:02:18.000 --> 00:02:22.000]  但是有很多耶穌的十字架
[00:02:22.000 --> 00:02:27.000]  其中你會看到上面有一個牌
[00:02:27.000 --> 00:02:30.000]  就寫著拉丁文來的
[00:02:30.000 --> 00:02:32.000]  一個簡稱INRI
[00:02:32.000 --> 00:02:34.000]  大家知不知道是什麼意思呢
[00:02:34.000 --> 00:02:36.000]  給幾秒而已
[00:02:36.000 --> 00:02:37.000]  時間很短
[00:02:37.000 --> 00:02:39.000]  有沒有人知道的
[00:02:39.000 --> 00:02:41.000]  有沒有人我說過記得的
[00:02:41.000 --> 00:02:43.000]  有人記得
[00:02:43.000 --> 00:02:44.000]  感謝主
[00:02:44.000 --> 00:02:46.000]  只有一個舉手
[00:02:46.000 --> 00:02:48.000]  其實拉丁文是什麼呢
[00:02:48.000 --> 00:02:49.000]  INRI
[00:02:49.000 --> 00:02:50.000]  我不懂讀
[00:02:50.000 --> 00:02:52.000]  是拉丁文的短語
[00:02:52.000 --> 00:02:54.000]  就是拿撒勒
[00:02:54.000 --> 00:02:56.000]  就是耶穌拿撒勒
[00:02:56.000 --> 00:02:58.000]  放中文出來
[00:02:58.000 --> 00:02:59.000]  第一個字就是耶穌
[00:02:59.000 --> 00:03:01.000]  第二個字就是拿撒勒
[00:03:01.000 --> 00:03:02.000]  第三個字就是王
[00:03:02.000 --> 00:03:03.000]  第四個字就是猶太人
[00:03:03.000 --> 00:03:06.000]  所以翻譯為拿撒勒人
[00:03:06.000 --> 00:03:08.000]  耶穌猶太人的王
[00:03:08.000 --> 00:03:11.000]  是出自約翰福音第十九章十九節
[00:03:11.000 --> 00:03:14.000]  大家知道耶穌釘十字架的時候
[00:03:14.000 --> 00:03:16.000]  聖經記載
[00:03:16.000 --> 00:03:18.000]  他上面有一個罪狀
[00:03:18.000 --> 00:03:20.000]  這個罪狀你可以說很諷刺
[00:03:20.000 --> 00:03:21.000]  很搞笑
[00:03:21.000 --> 00:03:22.000]  不知道是什麼罪狀
[00:03:22.000 --> 00:03:23.000]  是什麼罪
[00:03:23.000 --> 00:03:25.000]  你看不看到罪狀是什麼罪
[00:03:25.000 --> 00:03:27.000]  就是他是拿撒勒人耶穌
[00:03:27.000 --> 00:03:29.000]  和猶太人的王
[00:03:29.000 --> 00:03:31.000]  當然要表達到
[00:03:31.000 --> 00:03:35.000]  拿撒勒人耶穌就是一個人
[00:03:35.000 --> 00:03:38.000]  他真的生活過在這個世上
[00:03:38.000 --> 00:03:39.000]  拿撒勒
[00:03:39.000 --> 00:03:41.000]  稍後我很快給大家看
[00:03:41.000 --> 00:03:44.000]  也講到上次五堂講的結論
[00:03:44.000 --> 00:03:49.000]  拿撒勒是一個很名不見經傳
[00:03:49.000 --> 00:03:51.000]  只有幾百人的村莊
[00:03:51.000 --> 00:03:53.000]  估計最多只有幾百人
[00:03:53.000 --> 00:03:55.000]  一個村莊沒有人認識的
[00:03:55.000 --> 00:03:57.000]  人家看低的
[00:03:57.000 --> 00:03:58.000]  拿撒勒人
[00:03:58.000 --> 00:04:01.000]  就等於我上次在那堂課裡說
[00:04:01.000 --> 00:04:04.000]  洪水橋大家可能認識
[00:04:04.000 --> 00:04:06.000]  有人提議我
[00:04:06.000 --> 00:04:08.000]  你不如說錫維國
[00:04:08.000 --> 00:04:09.000]  錫維國是什麼來的
[00:04:09.000 --> 00:04:10.000]  在哪裡大家知不知道
[00:04:10.000 --> 00:04:13.000]  如果香港背景全灣
[00:04:13.000 --> 00:04:14.000]  錫維國的
[00:04:14.000 --> 00:04:15.000]  我不是住錫維國
[00:04:15.000 --> 00:04:17.000]  錫維國的抗位置
[00:04:17.000 --> 00:04:18.000]  什麼來的
[00:04:18.000 --> 00:04:21.000]  錫維國出什麼人出來
[00:04:21.000 --> 00:04:25.000]  你說金鐘灣仔半山區山頂
[00:04:25.000 --> 00:04:26.000]  是不是
[00:04:26.000 --> 00:04:27.000]  拿撒勒人
[00:04:27.000 --> 00:04:30.000]  拿撒勒這個地點
[00:04:30.000 --> 00:04:31.000]  這個名
[00:04:31.000 --> 00:04:33.000]  根本如果不是因為耶穌
[00:04:33.000 --> 00:04:35.000]  在那個生活
[00:04:35.000 --> 00:04:37.000]  也有很多人後來
[00:04:37.000 --> 00:04:38.000]  稍後會講
[00:04:38.000 --> 00:04:40.000]  有建教堂很多人朝聖
[00:04:40.000 --> 00:04:42.000]  去體會這個地方
[00:04:42.000 --> 00:04:45.000]  根本是沒有人理會這個地方的
[00:04:45.000 --> 00:04:47.000]  所以拿撒勒人耶穌的罪狀
[00:04:47.000 --> 00:04:49.000]  就是祂是一個真正的人
[00:04:49.000 --> 00:04:51.000]  是很卑微的耶穌
[00:04:51.000 --> 00:04:53.000]  猶太人的王
[00:04:53.000 --> 00:04:54.000]  很卑微的耶穌
[00:04:54.000 --> 00:04:56.000]  但是一個很榮耀的
[00:04:56.000 --> 00:04:57.000]  猶太人的王
[00:04:57.000 --> 00:04:58.000]  我不解釋這麼多
[00:04:58.000 --> 00:04:59.000]  大家記住
[00:04:59.000 --> 00:05:02.000]  如果將來你見到這個INRI
[00:05:02.000 --> 00:05:03.000]  你明白為什麼
[00:05:03.000 --> 00:05:05.000]  也是給我一個提醒
[00:05:05.000 --> 00:05:06.000]  我們信的主
[00:05:06.000 --> 00:05:08.000]  是一位店的主
[00:05:08.000 --> 00:05:09.000]  好
[00:05:09.000 --> 00:05:11.000]  接著我們就看一看
[00:05:11.000 --> 00:05:12.000]  拿撒勒有什麼看呢
[00:05:12.000 --> 00:05:13.000]  就是這個
[00:05:13.000 --> 00:05:15.000]  有兩個最主要看的
[00:05:15.000 --> 00:05:16.000]  可以看多一點
[00:05:16.000 --> 00:05:17.000]  但是有兩個最主要的
[00:05:17.000 --> 00:05:18.000]  一個就叫
[00:05:18.000 --> 00:05:20.000]  Netherrack Neat Village
[00:05:20.000 --> 00:05:22.000]  中譯可以說是
[00:05:22.000 --> 00:05:24.000]  叫拿撒勒雜鼓村
[00:05:24.000 --> 00:05:25.000]  我詳細不講
[00:05:25.000 --> 00:05:26.000]  有什麼看
[00:05:26.000 --> 00:05:27.000]  看了
[00:05:27.000 --> 00:05:28.000]  大概是這樣
[00:05:28.000 --> 00:05:30.000]  為什麼是雜鼓村呢
[00:05:30.000 --> 00:05:32.000]  其實它是一些
[00:05:32.000 --> 00:05:34.000]  美國的西教士
[00:05:34.000 --> 00:05:36.000]  這樣去建立的一個村
[00:05:36.000 --> 00:05:38.000]  有很多製造出來
[00:05:38.000 --> 00:05:40.000]  就好像宋城那樣
[00:05:40.000 --> 00:05:42.000]  有些人就扮回宋朝
