
[00:00:00.000 --> 00:00:02.920]  今日想同大家思想呢個題目
[00:00:02.920 --> 00:00:04.720]  係咪好嚴肅呢?
[00:00:04.720 --> 00:00:06.000]  可以係好嚴肅嘅
[00:00:06.000 --> 00:00:07.720]  不過當你聽我分享呢
[00:00:07.720 --> 00:00:09.720]  我自己一啲經歷嘅時候呢
[00:00:09.720 --> 00:00:13.720]  你又覺得呢一個嘅青春無價呢一個呢
[00:00:13.720 --> 00:00:15.720]  係希望成為你今日一個祝福
[00:00:15.720 --> 00:00:16.720]  亦都成為你呢
[00:00:16.720 --> 00:00:19.600]  將來呢喺你一路成長裏面一個祝福
[00:00:19.600 --> 00:00:20.120]  好唔好?
[00:00:20.120 --> 00:00:21.920]  好我哋一齊我哋先低頭祈禱
[00:00:21.920 --> 00:00:23.320]  好唔好?我哋先低頭祈禱
[00:00:23.320 --> 00:00:26.920]  耶穌我哋當打開你自己嘅話語嘅時候
[00:00:26.920 --> 00:00:29.920]  我求聖靈呢喺我哋每一個人嘅心裏面
[00:00:29.920 --> 00:00:30.920]  嚟到作供
[00:00:30.920 --> 00:00:32.320]  幫助我哋
[00:00:32.320 --> 00:00:36.520]  有一個係尊敬神話語嘅心嘅時間
[00:00:36.520 --> 00:00:38.520]  因為我哋相信
[00:00:38.520 --> 00:00:41.720]  聖靈會透過你自己嘅說話
[00:00:41.720 --> 00:00:43.320]  對我哋嘅生命
[00:00:43.320 --> 00:00:45.120]  每一個人嘅生命嚟到說話
[00:00:45.120 --> 00:00:50.720]  我求聖靈喺我哋中間自由嘅運行
[00:00:50.720 --> 00:00:52.320]  幫助我哋
[00:00:52.320 --> 00:00:57.120]  能夠專心喺以下呢一個嘅短短嘅時間裏面
[00:00:57.120 --> 00:00:59.720]  我哋能夠一齊嘅嚟到聆聽
[00:00:59.720 --> 00:01:04.920]  神到底今日要對我哋講啲咩嘢
[00:01:04.920 --> 00:01:07.320]  我哋願聖靈喺我哋中間
[00:01:07.320 --> 00:01:09.320]  開啟我哋嘅心
[00:01:09.320 --> 00:01:11.320]  亦都讓我哋係同感一靈嘅
[00:01:11.320 --> 00:01:12.720]  叫講嘅講得清楚
[00:01:12.720 --> 00:01:13.920]  聽嘅聽得明白
[00:01:13.920 --> 00:01:14.920]  我哋有咩禱告
[00:01:14.920 --> 00:01:16.520]  係奉主耶穌命求
[00:01:16.520 --> 00:01:17.320]  阿門
[00:01:17.320 --> 00:01:17.920]  好
[00:01:17.920 --> 00:01:22.520]  喺之前不如就想大家睇一個短片兩分鐘嘅啫
[00:01:22.520 --> 00:01:25.320]  呢個短片裏面亦都係
[00:01:25.320 --> 00:01:26.920]  希望大家去留意下
[00:01:26.920 --> 00:01:28.920]  我一陣會問大家啲嘅問題好嗎
[00:01:28.920 --> 00:01:31.520]  我哋一齊嚟到睇一睇呢兩分鐘嘅短片
[00:01:31.520 --> 00:01:33.720]  呢個短片本來三十幾分鐘嘅
[00:01:33.720 --> 00:01:35.520]  不過即係cut咗兩分鐘畀大家
[00:01:35.520 --> 00:01:36.720]  係個開頭嚟嘅啫
[00:01:48.920 --> 00:01:51.920]  以色列人出埃及之後四百八十年
[00:01:51.920 --> 00:01:55.520]  大約喺公元前嘅九百七十年
[00:01:55.520 --> 00:01:59.120]  所羅門王開始建築聖殿
[00:01:59.120 --> 00:02:02.720]  用咗正正七年嘅時間先至落成
[00:02:02.720 --> 00:02:05.520]  呢個聖殿係一項既輝煌
[00:02:05.520 --> 00:02:08.520]  猶豪之龐大嘅工程
[00:02:08.520 --> 00:02:11.320]  聖殿嘅內部包括咗牆
[00:02:11.320 --> 00:02:13.320]  天花板同埋地板
[00:02:13.320 --> 00:02:18.120]  全部都係用精金包裹
[00:02:18.120 --> 00:02:22.120]  聖殿嘅擺設基本上同會幕差唔多
[00:02:22.120 --> 00:02:26.120]  但係卻係宏偉好多
[00:02:26.120 --> 00:02:30.120]  裏面嘅聖物比之前更大更多
[00:02:30.120 --> 00:02:34.120]  譬如以前會幕聖所裏面
[00:02:34.120 --> 00:02:36.120]  有一盞金燈台
[00:02:36.120 --> 00:02:39.120]  同埋一張陳設餅嘅桌子
[00:02:39.120 --> 00:02:44.120]  依家喺聖殿嘅裏面卻係有十盞金燈台
[00:02:44.120 --> 00:02:47.120]  同埋十張陳設嘅桌子
[00:02:47.120 --> 00:02:50.120]  所羅門又用咗十個銅盤座
[00:02:50.120 --> 00:02:52.120]  同埋旗上面嘅銅盤
[00:02:52.120 --> 00:02:55.120]  係用嚟洗祭物嘅
[00:02:55.120 --> 00:02:58.120]  而另外又做咗一個巨型嘅銅鎧
[00:02:58.120 --> 00:03:01.120]  比祭司嚟到去清潔用
[00:03:01.120 --> 00:03:05.120]  背住銅鎧嘅有十二隻銅鈕
[00:03:05.120 --> 00:03:09.120]  殿前又有兩金銅柱
[00:03:09.120 --> 00:03:14.120]  呢啲都係所羅門聖殿嘅標記
[00:03:14.120 --> 00:03:16.120]  聖殿嘅建成
[00:03:16.120 --> 00:03:21.120]  可以話係神喺以色列百姓身上面
[00:03:21.120 --> 00:03:23.120]  應許嘅一個實現
[00:03:23.120 --> 00:03:28.120]  亦都係將呢一個成為得著應許嘅標記
[00:03:28.120 --> 00:03:30.120]  好,即係兩分鐘,係喇
[00:03:30.120 --> 00:03:32.120]  你好,我問你一個問題
[00:03:32.120 --> 00:03:35.120]  好,即係兩分鐘,係喇
[00:03:35.120 --> 00:03:37.120]  你好,陳牧師你攪咩鬧
[00:03:37.120 --> 00:03:41.120]  放啲乜嘢所羅門嘅聖殿比我哋睇
[00:03:41.120 --> 00:03:46.120]  而家我哋都令我哋好怨
[00:03:46.120 --> 00:03:48.120]  你而家去歐洲
[00:03:48.120 --> 00:03:52.120]  如果去一啲特別係歐洲嘅國家裏面
[00:03:52.120 --> 00:03:55.120]  我哋睇嗰啲禮拜堂好宏偉
[00:03:55.120 --> 00:03:58.120]  但係同所羅門王呢個聖殿裏面
[00:03:58.120 --> 00:04:02.120]  我可以話畀大家聽,係冇得相比
[00:04:02.120 --> 00:04:05.120]  呢座聖殿仲存唔存在呀,大家知唔知道
[00:04:05.120 --> 00:04:09.120]  仲存唔存在㗎
[00:04:09.120 --> 00:04:12.120]  如果仲存在我哋睇真嘢啦,係咪呀
[00:04:12.120 --> 00:04:15.120]  原來喺公元前70年嘅時候
[00:04:15.120 --> 00:04:20.120]  呢一座嘅所羅門嘅聖殿已經係被夷為平地
[00:04:20.120 --> 00:04:25.120]  有所羅門嘅聖殿,我哋話叫第一聖殿,第二聖殿
[00:04:25.120 --> 00:04:27.120]  我今日其實唔係講聖殿
[00:04:27.120 --> 00:04:30.120]  不過呢,我哋以下讀呢段經文裏面呢
[00:04:30.120 --> 00:04:33.120]  就係同呢個聖殿係非常有關係嘅
[00:04:33.120 --> 00:04:38.120]  好,我哋不如讀一讀歷代至上29章1至5節,好唔好呀
[00:04:38.120 --> 00:04:42.120]  咁呢就,可能你讀完之後,嘩,好似唔係好明講
[00:04:42.120 --> 00:04:44.120]  咁讀一次先啦,好唔好呀
[00:04:44.120 --> 00:04:48.120]  我哋先將咁樣樣啦,就分男仔讀,女仔讀,得唔得呀
[00:04:48.120 --> 00:04:50.120]  先係女仔讀,我哋人多勢眾多啲,好唔好呀
[00:04:50.120 --> 00:04:54.120]  預備,我哋單節,單節雙節咁讀
[00:04:54.120 --> 00:04:57.120]  預備起,大衛王對回眾說
[00:04:57.120 --> 00:05:01.120]  我兒子所羅門是神特選的
[00:05:01.120 --> 00:05:05.120]  還年幼嬌聯,這功情甚大
[00:05:05.120 --> 00:05:12.120]  因這殿不是為人,乃是為耶和華神建造的
[00:05:12.120 --> 00:05:16.120]  弟兄,我為我神的殿已經盡力
[00:05:16.120 --> 00:05:21.120]  預備金紙作金器,銀紙作銀器
[00:05:21.120 --> 00:05:26.120]  銅作銅器,鐵作鐵器,木作木器
[00:05:26.120 --> 00:05:30.120]  還有紅馬路和雙磡的寶石
[00:05:30.120 --> 00:05:35.120]  彩石和一切的寶石,並許多漢白玉
[00:05:35.120 --> 00:05:40.120]  姐妹,且因我心中愛慕我神的殿
[00:05:40.120 --> 00:05:45.120]  就在預備建造聖殿的材料之外
[00:05:45.120 --> 00:05:49.120]  又將我自己積蓄的金銀獻上
[00:05:49.120 --> 00:05:52.120]  建造我神的殿
[00:05:52.120 --> 00:06:02.120]  就是精煉的銀紙,七千他年得,以貼殿牆
[00:06:02.120 --> 00:06:04.120]  第五節我們一起讀,預備起
[00:06:04.120 --> 00:06:08.120]  金紙作金器,銀紙作銀器
[00:06:08.120 --> 00:06:12.120]  並藉匠人的手製造一切
[00:06:12.120 --> 00:06:17.120]  今日有誰樂意將自己獻給耶和華呢?
[00:06:17.120 --> 00:06:20.120]  最後一句我們一起再讀一次,預備起
[00:06:20.120 --> 00:06:25.120]  今日有誰樂意將自己獻給耶和華呢?
[00:06:25.120 --> 00:06:29.120]  好,五節聖經裏面我想和大家分享
[00:06:29.120 --> 00:06:35.120]  首先第一節,我們不需要看這些經文
[00:06:35.120 --> 00:06:37.120]  我們先來看一看
[00:06:37.120 --> 00:06:43.120]  我們剛才放的那套片叫《所羅門的聖殿》
[00:06:43.120 --> 00:06:49.120]  我心裏經常在想,為何叫《所羅門的聖殿》
[00:06:49.120 --> 00:06:52.120]  大家知不知道呢?
[00:06:52.120 --> 00:06:54.120]  為何叫《所羅門的聖殿》呢?
[00:06:54.120 --> 00:06:56.120]  為甚麼呢?
[00:06:56.120 --> 00:06:58.120]  為何不是叫《大衛的聖殿》呢?
[00:06:58.120 --> 00:07:00.120]  我不知道你們有沒有想過呢?
[00:07:00.120 --> 00:07:02.120]  為何不是叫《大衛的聖殿》呢?
[00:07:02.120 --> 00:07:04.120]  因為我們讀這句經文裏
[00:07:04.120 --> 00:07:08.120]  是講到一切的預備都是
[00:07:08.120 --> 00:07:10.120]  那些材料是誰預備的呢?
[00:07:10.120 --> 00:07:13.120]  其實是大衛預備的
[00:07:13.120 --> 00:07:17.120]  但是呢,在第一節裏面就講了一件事
[00:07:17.120 --> 00:07:23.120]  其實大衛是知道自己是
[00:07:23.120 --> 00:07:27.120]  如果有話要說,就出來和我一起說好不好?
[00:07:27.120 --> 00:07:31.120]  我在說話的時候,我就不想有人在下面說話的
[00:07:31.120 --> 00:07:34.120]  行不行?OK?
[00:07:34.120 --> 00:07:38.120]  大衛他知道在第一節一開始的時候
[00:07:38.120 --> 00:07:42.120]  他就講到神是特地揀選了
[00:07:42.120 --> 00:07:44.120]  所羅門,他的兒子
[00:07:44.120 --> 00:07:47.120]  那時候還很小,還很小
[00:07:47.120 --> 00:07:52.120]  他揀選了所羅門來建這座聖殿
[00:07:52.120 --> 00:07:54.120]  我想問一件事
[00:07:54.120 --> 00:07:56.120]  為何不是大衛建的呢?
[00:07:56.120 --> 00:07:58.120]  大衛有這樣的心
[00:07:58.120 --> 00:08:00.120]  大衛又預備了這麼多材料
[00:08:00.120 --> 00:08:02.120]  為何不是大衛建的呢?
[00:08:02.120 --> 00:08:05.120]  有人知道嗎?
[00:08:05.120 --> 00:08:07.120]  有這樣的心
[00:08:07.120 --> 00:08:09.120]  又有這樣的材料
[00:08:09.120 --> 00:08:12.120]  為何不可以建呢?
[00:08:12.120 --> 00:08:15.120]  兒童部升上來的都應該聽過的
[00:08:15.120 --> 00:08:17.120]  不要兒童部了
[00:08:17.120 --> 00:08:19.120]  有沒有誰會回答?
[00:08:19.120 --> 00:08:22.120]  為何不是大衛建的呢?
[00:08:22.120 --> 00:08:26.120]  沒有人知道?真的沒有人知道?
[00:08:26.120 --> 00:08:30.120]  神告訴大衛
[00:08:30.120 --> 00:08:32.120]  他預立了這個心
[00:08:32.120 --> 00:08:34.120]  不過不是他建的
[00:08:34.120 --> 00:08:40.120]  是因為大衛經歷了很多戰爭
[00:08:40.120 --> 00:08:43.120]  在大衛的時期是打仗
[00:08:43.120 --> 00:08:46.120]  所以大衛流了很多人的血
[00:08:46.120 --> 00:08:51.120]  所以神說我要預立你的心
[00:08:51.120 --> 00:08:53.120]  不過建聖殿這件事
[00:08:53.120 --> 00:08:58.120]  你需要留給你的兒子
[00:08:58.120 --> 00:09:01.120]  我已經揀選了你的兒子所羅門來建
[00:09:01.120 --> 00:09:05.120]  所以在第一節裏我們很清楚看到
[00:09:05.120 --> 00:09:09.120]  我的兒子所羅門是神特選的
[00:09:09.120 --> 00:09:15.120]  我們看到其實這個所羅門的聖殿建的時候
[00:09:15.120 --> 00:09:17.120]  牽涉一個問題
[00:09:17.120 --> 00:09:19.120]  就是講到一個奉獻的問題
[00:09:19.120 --> 00:09:24.120]  我們知道預備很多材料很多東西
[00:09:24.120 --> 00:09:26.120]  奉獻的目的是為了甚麼呢?
[00:09:26.120 --> 00:09:29.120]  為何要預備這麼多東西呢?
[00:09:29.120 --> 00:09:32.120]  在第一節裏他說這個工程甚大
[00:09:32.120 --> 00:09:35.120]  因為這殿不是為了人
[00:09:35.120 --> 00:09:39.120]  乃是為了耶和華建造的
[00:09:39.120 --> 00:09:42.120]  是為耶和華所建造奉獻的目的
[00:09:42.120 --> 00:09:43.120]  在這裏很清楚
[00:09:43.120 --> 00:09:48.120]  是為了運著神的榮耀
[00:09:48.120 --> 00:09:50.120]  是為了神得著榮耀
[00:09:50.120 --> 00:09:58.120]  所以為何大衛要耗盡他所有的精力來預備
[00:09:58.120 --> 00:10:02.120]  他知道這座聖殿不是為了人建造
[00:10:02.120 --> 00:10:04.120]  是為了神自己的榮耀
[00:10:04.120 --> 00:10:06.120]  稍後我們會回答這個問題
[00:10:06.120 --> 00:10:15.120]  原來他知道這個奉獻是叫神要得榮耀
[00:10:15.120 --> 00:10:18.120]  在他的心裏
[00:10:18.120 --> 00:10:21.120]  他不知道怎樣去表達這件事
[00:10:21.120 --> 00:10:28.120]  不過他預備了所有的金銀財寶來作一個預備
[00:10:28.120 --> 00:10:38.120]  我們知道為何大衛會有這樣的意念呢?
[00:10:38.120 --> 00:10:40.120]  原來聖經告訴我們
[00:10:40.120 --> 00:10:41.120]  是來自一件事
[00:10:41.120 --> 00:10:44.120]  就是來自大衛自己住在宮裏
[00:10:44.120 --> 00:10:45.120]  很漂亮
[00:10:45.120 --> 00:10:47.120]  但他突然想到
[00:10:47.120 --> 00:10:52.120]  特別他在耶路撒冷作王的時候
[00:10:52.120 --> 00:10:57.120]  他就說我住在皇宮
[00:10:57.120 --> 00:11:04.120]  但是神的藥櫃住在哪裏呢?
[00:11:04.120 --> 00:11:06.120]  大家知不知道住在哪裏呢?
[00:11:06.120 --> 00:11:07.120]  住在哪裏呢?
[00:11:07.120 --> 00:11:09.120]  住在會幕
[00:11:09.120 --> 00:11:11.120]  剛才我們不是說到
[00:11:11.120 --> 00:11:16.120]  這個聖殿其實是仿照會幕的設計
[00:11:16.120 --> 00:11:18.120]  他說我住在皇宮
[00:11:18.120 --> 00:11:22.120]  為何神的藥櫃會住在會幕裏呢?
[00:11:22.120 --> 00:11:24.120]  所以他就立心
[00:11:24.120 --> 00:11:28.120]  他覺得神不應該住在會幕裏
[00:11:28.120 --> 00:11:34.120]  所以立心要建一個聖殿讓神在其中
[00:11:34.120 --> 00:11:36.120]  第二
[00:11:36.120 --> 00:11:38.120]  奉獻是甚麼呢?
[00:11:38.120 --> 00:11:40.120]  目的就是為了榮耀神
[00:11:40.120 --> 00:11:41.120]  第二節講甚麼呢?
[00:11:41.120 --> 00:11:45.120]  奉獻是必須怎樣呢?
[00:11:45.120 --> 00:11:47.120]  第二
[00:11:47.120 --> 00:11:51.120]  奉獻是需要盡力去預備的
[00:11:51.120 --> 00:11:54.120]  在這裏講第二節
[00:11:54.120 --> 00:11:58.120]  我為我的神已經盡力預備了
[00:11:58.120 --> 00:12:03.120]  金紙、銀紙、銅、鐵、木、寶石、白玉等
[00:12:03.120 --> 00:12:04.120]  這些是甚麼呢?
[00:12:04.120 --> 00:12:06.120]  當時是非常之名貴的
[00:12:06.120 --> 00:12:08.120]  是非常之名貴
[00:12:08.120 --> 00:12:10.120]  我告訴大家
[00:12:10.120 --> 00:12:12.120]  不是一刻間去預備
[00:12:12.120 --> 00:12:15.120]  當我們看回,如果你上youtube
[00:12:15.120 --> 00:12:18.120]  你打鎖羅門的聖殿的時候
[00:12:18.120 --> 00:12:21.120]  有三十多分鐘去介紹這個
[00:12:21.120 --> 00:12:23.120]  是照著歷代誌
[00:12:23.120 --> 00:12:28.120]  或者以獵王紀相記載的神
[00:12:28.120 --> 00:12:31.120]  怎樣吩咐來建造這個聖殿
[00:12:31.120 --> 00:12:34.120]  在當中裏面用的一切
[00:12:34.120 --> 00:12:36.120]  都是當時最好的材料
[00:12:36.120 --> 00:12:39.120]  你想想有金有銀有銅有木
[00:12:39.120 --> 00:12:41.120]  有寶石有白玉
[00:12:41.120 --> 00:12:46.120]  全部都在當時裏面是最名貴的
[00:12:46.120 --> 00:12:48.120]  足足預備了多少年呢?
[00:12:48.120 --> 00:12:50.120]  如果我們去推算
[00:12:50.120 --> 00:12:53.120]  整個預備這些材料裏面
[00:12:53.120 --> 00:12:54.120]  超過三十年
[00:12:54.120 --> 00:12:56.120]  為甚麼我們這樣想呢?
[00:12:56.120 --> 00:12:58.120]  因為大衛
[00:12:58.120 --> 00:13:06.120]  他在頭七年在希伯倫裏面做皇帝
[00:13:06.120 --> 00:13:09.120]  後來他就怎樣呢?
[00:13:09.120 --> 00:13:11.120]  他就移了去耶路撒冷
[00:13:11.120 --> 00:13:12.120]  做了三十三年
[00:13:12.120 --> 00:13:14.120]  所以總共四十年
[00:13:14.120 --> 00:13:16.120]  所以在晚年的時候
[00:13:16.120 --> 00:13:17.120]  他向鎖羅門
[00:13:17.120 --> 00:13:20.120]  或者在這裏講到歷代誌上
[00:13:20.120 --> 00:13:21.120]  這二十九章的時候
[00:13:21.120 --> 00:13:24.120]  他就講到這一所的聖殿裏面
[00:13:24.120 --> 00:13:26.120]  他是怎樣呢?
[00:13:26.120 --> 00:13:27.120]  他是怎樣講到呢?
[00:13:27.120 --> 00:13:28.120]  要預備了
[00:13:28.120 --> 00:13:29.120]  預備了這些
[00:13:29.120 --> 00:13:31.120]  講了給所有的文武百官聽
[00:13:31.120 --> 00:13:33.120]  招聚他們來
[00:13:33.120 --> 00:13:34.120]  就告訴他們
[00:13:34.120 --> 00:13:36.120]  我已經預備了這些了
[00:13:36.120 --> 00:13:38.120]  所以足足我們相信
[00:13:38.120 --> 00:13:39.120]  在計算的時候
[00:13:39.120 --> 00:13:42.120]  他足足在這個預備的過程裏面
[00:13:42.120 --> 00:13:44.120]  是一個很充足的預備
[00:13:44.120 --> 00:13:47.120]  有超過三十年的時間
[00:13:47.120 --> 00:13:49.120]  所以難怪
[00:13:49.120 --> 00:13:50.120]  我們看短片的時候
[00:13:50.120 --> 00:13:53.120]  所有的東西都是用金銀財寶
[00:13:53.120 --> 00:13:55.120]  並且你知道甚麼嗎?
[00:13:55.120 --> 00:13:58.120]  連天花板、地下、牆
[00:13:58.120 --> 00:14:02.120]  用了精金來貼上去
[00:14:02.120 --> 00:14:04.120]  很厲害
[00:14:04.120 --> 00:14:06.120]  我們說奉獻的目的
[00:14:06.120 --> 00:14:08.120]  是為了神的榮耀
[00:14:08.120 --> 00:14:09.120]  奉獻是必須
[00:14:09.120 --> 00:14:11.120]  我們需要盡力去預備
[00:14:11.120 --> 00:14:15.120]  因為大衛自己也作了一個以身作則
[00:14:15.120 --> 00:14:17.120]  就是盡力地在過去三十年裏面
[00:14:17.120 --> 00:14:18.120]  去預備好
[00:14:18.120 --> 00:14:20.120]  接著奉獻的動機是甚麼呢?
[00:14:20.120 --> 00:14:21.120]  第三節
[00:14:21.120 --> 00:14:25.120]  奉獻的動機就是出於一個愛神
[00:14:25.120 --> 00:14:28.120]  奉獻的動機是出於愛神的心
[00:14:28.120 --> 00:14:30.120]  或者出於愛神
[00:14:30.120 --> 00:14:31.120]  第三節說
[00:14:31.120 --> 00:14:35.120]  因為我心中愛慕我的神
[00:14:35.120 --> 00:14:37.120]  所以他帶來一個行動
[00:14:37.120 --> 00:14:39.120]  他才預備最好的給神
[00:14:39.120 --> 00:14:41.120]  除了材料之外
[00:14:41.120 --> 00:14:42.120]  你留意一件事
[00:14:42.120 --> 00:14:46.120]  又獻上自己積蓄的金銀
[00:14:46.120 --> 00:14:48.120]  以貼一個牆的墊
[00:14:48.120 --> 00:14:52.120]  第一節你要留意
[00:14:52.120 --> 00:14:57.120]  當大衛做王的時候
[00:14:57.120 --> 00:14:59.120]  他可以怎樣呢?
[00:14:59.120 --> 00:15:01.120]  運用了國家很多的
[00:15:01.120 --> 00:15:03.120]  譬如戰利品
[00:15:03.120 --> 00:15:06.120]  或者周圍人的進貢
[00:15:06.120 --> 00:15:09.120]  他可以拿了很多這些材料
[00:15:09.120 --> 00:15:12.120]  但是對於大衛本身來說
[00:15:12.120 --> 00:15:15.120]  他怎樣表達對神的愛慕呢?
[00:15:15.120 --> 00:15:17.120]  他不是覺得這些材料已經夠了
[00:15:17.120 --> 00:15:20.120]  你要知道除了材料之外
[00:15:20.120 --> 00:15:22.120]  他說他自己獻上了甚麼?
[00:15:22.120 --> 00:15:25.120]  自己的積蓄
[00:15:25.120 --> 00:15:30.120]  他不是假手於那些拿了回來的材料
[00:15:30.120 --> 00:15:33.120]  他說他獻上了自己的積蓄
[00:15:33.120 --> 00:15:35.120]  並且在第四節裏面
[00:15:35.120 --> 00:15:36.120]  我們讀的時候
[00:15:36.120 --> 00:15:38.120]  金有三千差連得
[00:15:38.120 --> 00:15:41.120]  銀有七千差連得
[00:15:41.120 --> 00:15:42.120]  是在說甚麼?
[00:15:42.120 --> 00:15:44.120]  其實是一個很龐大的數目
[00:15:44.120 --> 00:15:46.120]  如果以現在來計算
[00:15:46.120 --> 00:15:48.120]  是在說甚麼呢?
[00:15:48.120 --> 00:15:51.120]  金有九萬公斤
[00:15:51.120 --> 00:15:55.120]  銀有二十一萬公斤
[00:15:55.120 --> 00:15:57.120]  我們今天說的安史為之金
[00:15:57.120 --> 00:16:00.120]  一安史一兩
[00:16:00.120 --> 00:16:03.120]  原來當時裏面他為神預備的
[00:16:03.120 --> 00:16:04.120]  是在說甚麼呢?
[00:16:04.120 --> 00:16:05.120]  如果以今天來說
[00:16:05.120 --> 00:16:09.120]  是在說數以億計的金錢
[00:16:09.120 --> 00:16:11.120]  這些黃金、這些財寶
[00:16:11.120 --> 00:16:14.120]  在建造這個聖殿
[00:16:14.120 --> 00:16:16.120]  所以我們知道
[00:16:16.120 --> 00:16:18.120]  如果他不是出於愛神
[00:16:18.120 --> 00:16:23.120]  他不會因為單單有這些材料就算數
[00:16:23.120 --> 00:16:26.120]  並且他預備了自己的積蓄
[00:16:26.120 --> 00:16:28.120]  加在裏面
[00:16:28.120 --> 00:16:30.120]  第五節
[00:16:30.120 --> 00:16:32.120]  我剛剛讀的
[00:16:32.120 --> 00:16:35.120]  我們知道奉獻的目的是為了神的榮耀
[00:16:35.120 --> 00:16:37.120]  奉獻是需要盡力去預備
[00:16:37.120 --> 00:16:39.120]  奉獻的動機是出於愛神
[00:16:39.120 --> 00:16:41.120]  最後
[00:16:41.120 --> 00:16:44.120]  神喜悅的奉獻是怎樣的呢?
[00:16:44.120 --> 00:16:46.120]  在第五節裏面說給我們聽
[00:16:46.120 --> 00:16:47.120]  他說
[00:16:47.120 --> 00:16:49.120]  神喜悅的奉獻
[00:16:49.120 --> 00:16:52.120]  大衛說完之後
[00:16:52.120 --> 00:16:55.120]  他問了一個問題
[00:16:55.120 --> 00:16:57.120]  向所有人問
[00:16:57.120 --> 00:17:03.120]  今天有誰樂意將自己獻給耶和華呢?
[00:17:03.120 --> 00:17:14.120]  今天有誰樂意將自己獻給耶和華呢?
[00:17:14.120 --> 00:17:16.120]  在當中我們知道
[00:17:16.120 --> 00:17:20.120]  這個將自己獻上的原文是甚麼呢?
[00:17:20.120 --> 00:17:23.120]  就是分別為聖
[00:17:23.120 --> 00:17:25.120]  你要知道
[00:17:25.120 --> 00:17:27.120]  分別為聖是屬於神的
[00:17:27.120 --> 00:17:29.120]  分別為聖的意思是
[00:17:29.120 --> 00:17:31.120]  在一大堆的裏面
[00:17:31.120 --> 00:17:33.120]  你分開這些
[00:17:33.120 --> 00:17:35.120]  是特別給神自己
[00:17:35.120 --> 00:17:37.120]  例如亞倫
[00:17:37.120 --> 00:17:38.120]  亞倫作祭司
[00:17:38.120 --> 00:17:39.120]  亞倫的後裔
[00:17:39.120 --> 00:17:40.120]  全部
[00:17:40.120 --> 00:17:41.120]  神就說
[00:17:41.120 --> 00:17:42.120]  亞倫的後裔
[00:17:42.120 --> 00:17:43.120]  只有亞倫的後裔
[00:17:43.120 --> 00:17:44.120]  是分別為聖
[00:17:44.120 --> 00:17:45.120]  作為祭司
[00:17:45.120 --> 00:17:46.120]  即利美茲派
[00:17:46.120 --> 00:17:47.120]  所以
[00:17:47.120 --> 00:17:49.120]  知道利美茲派
