
[00:00:00.000 --> 00:00:02.000]  好,我們再請大家一起祈禱
[00:00:02.000 --> 00:00:07.000]  多謝我們的主在各樣的事上面看顧帶領我們
[00:00:07.000 --> 00:00:10.000]  在我們屬靈的生命上面
[00:00:10.000 --> 00:00:15.000]  更加是知道我們要依靠聖靈給我們的帶領
[00:00:15.000 --> 00:00:18.000]  今天我們在這裡一起敬拜
[00:00:18.000 --> 00:00:22.000]  以我們的心獻上,以我們的生命獻上
[00:00:22.000 --> 00:00:26.000]  以我們整個人獻上,來敬拜你
[00:00:26.000 --> 00:00:31.000]  我們更加要在你的話語來詛咒我們的生命
[00:00:31.000 --> 00:00:36.000]  以致我們和你同行更加的緊密
[00:00:36.000 --> 00:00:40.000]  祈求禱告奉耶穌的名,阿們
[00:00:40.000 --> 00:00:44.000]  今天和大家一起思想詩篇五十一篇
[00:00:44.000 --> 00:00:49.000]  這篇詩篇是在聖經的詩篇裡面
[00:00:49.000 --> 00:00:53.000]  稱為「悔罪詩」的其中一篇
[00:00:53.000 --> 00:00:58.000]  聖經其實在詩篇裡面有七篇的悔罪詩
[00:00:58.000 --> 00:01:02.000]  而五十一篇可以說是
[00:01:02.000 --> 00:01:09.000]  公認為最偉大的一篇的認罪詩或者悔罪詩
[00:01:09.000 --> 00:01:11.000]  通常在教會講到的時候
[00:01:11.000 --> 00:01:15.000]  有一些題目是不太受歡迎的
[00:01:15.000 --> 00:01:19.000]  其中一個題目就是講錢
[00:01:19.000 --> 00:01:22.000]  很多年前我曾經以前在教會那裡
[00:01:22.000 --> 00:01:25.000]  主要崇拜講關於錢的道
[00:01:25.000 --> 00:01:29.000]  講完之後有一個在其他教會
[00:01:29.000 --> 00:01:34.000]  其他省好像是來放假
[00:01:34.000 --> 00:01:37.000]  有一個弟兄來到我們的崇拜那裡
[00:01:37.000 --> 00:01:38.000]  聽完我講完道之後
[00:01:38.000 --> 00:01:41.000]  他說牧師你真是很大膽
[00:01:41.000 --> 00:01:45.000]  你竟然在崇拜那裡講錢
[00:01:45.000 --> 00:01:47.000]  我差點想問他
[00:01:47.000 --> 00:01:49.000]  耶穌也經常講錢的
[00:01:49.000 --> 00:01:52.000]  聖經時時講錢的
[00:01:52.000 --> 00:01:54.000]  聖經講的東西我們不講
[00:01:54.000 --> 00:01:56.000]  那就是很不對
[00:01:56.000 --> 00:01:59.000]  我們要學習
[00:01:59.000 --> 00:02:01.000]  當然另外還有一樣
[00:02:01.000 --> 00:02:04.000]  不太受歡迎的題目就是講罪
[00:02:04.000 --> 00:02:10.000]  雖然我們信了主時時都會認罪
[00:02:10.000 --> 00:02:12.000]  在崇拜剛才唱詩的時候認罪
[00:02:12.000 --> 00:02:16.000]  剛才祈禱的時候又認罪
[00:02:16.000 --> 00:02:19.000]  但是真的要講罪的時候
[00:02:19.000 --> 00:02:21.000]  又不是真的那麼受歡迎
[00:02:21.000 --> 00:02:24.000]  不是那麼喜歡聽的
[00:02:24.000 --> 00:02:27.000]  我們平時認罪是很籠統的
[00:02:27.000 --> 00:02:28.000]  我以前也講過
[00:02:28.000 --> 00:02:31.000]  不會很仔細的認罪
[00:02:31.000 --> 00:02:35.000]  在這篇詩篇教我們要仔細認罪
[00:02:35.000 --> 00:02:37.000]  是很不容易的事
[00:02:37.000 --> 00:02:40.000]  我想回我平時特別是
[00:02:40.000 --> 00:02:44.000]  以前做比較多的福音工作
[00:02:44.000 --> 00:02:48.000]  講道比較多是講福音性的道
[00:02:48.000 --> 00:02:54.000]  我會更加醒覺要認罪
[00:02:54.000 --> 00:02:59.000]  因為這些的侍奉特別是大挑戰
[00:02:59.000 --> 00:03:04.000]  要帶領人信主是特別難的一種侍奉
[00:03:04.000 --> 00:03:06.000]  所以特別要謙卑
[00:03:06.000 --> 00:03:08.000]  特別要多認罪
[00:03:08.000 --> 00:03:12.000]  甚至這些侍奉之前
[00:03:12.000 --> 00:03:14.000]  跪下在這裡祈禱
[00:03:14.000 --> 00:03:17.000]  平時的祈禱比較少跪下
[00:03:17.000 --> 00:03:21.000]  雖然我也挺享受跪下來祈禱
[00:03:21.000 --> 00:03:24.000]  但是平時都會少一點
[00:03:24.000 --> 00:03:30.000]  特別有這些侍奉的時候就會多一點
[00:03:30.000 --> 00:03:32.000]  讀到這篇詩篇的時候
[00:03:32.000 --> 00:03:37.000]  講道是大衛他知道自己犯了罪
[00:03:37.000 --> 00:03:40.000]  於是就這樣向神認罪
[00:03:40.000 --> 00:03:46.000]  其實大家都知道大衛犯的兩件大的罪
[00:03:46.000 --> 00:03:50.000]  除了平時犯的普通的罪
[00:03:50.000 --> 00:03:53.000]  兩件大一點的罪就是他犯姦淫
[00:03:53.000 --> 00:03:56.000]  然後犯謀殺罪
[00:03:56.000 --> 00:03:58.000]  但是我們就會想
[00:03:58.000 --> 00:04:00.000]  我又沒有殺過人
[00:04:00.000 --> 00:04:02.000]  我又沒有犯過姦淫
[00:04:02.000 --> 00:04:05.000]  這篇詩篇對於我來說
[00:04:05.000 --> 00:04:07.000]  好像沒有什麼大的作用
[00:04:07.000 --> 00:04:11.000]  所以我們平時很少讀這篇詩篇
[00:04:11.000 --> 00:04:13.000]  讀的時候又不太覺得
[00:04:13.000 --> 00:04:19.000]  我好像大衛要有這麼深的悔罪認罪的感受
[00:04:19.000 --> 00:04:22.000]  那就沒有什麼大問題了
[00:04:22.000 --> 00:04:25.000]  平時我們最多認一下什麼罪呢
[00:04:25.000 --> 00:04:29.000]  平時都是一些很普通的
[00:04:29.000 --> 00:04:32.000]  我們有時覺得是一些很小罪
[00:04:32.000 --> 00:04:35.000]  但是其實在天主教裡面
[00:04:35.000 --> 00:04:38.000]  它就有分小罪和大罪
[00:04:38.000 --> 00:04:42.000]  聖經就沒有教我們要分大罪和小罪
[00:04:42.000 --> 00:04:47.000]  但是有時我們都覺得那些小事
[00:04:47.000 --> 00:04:51.000]  我們覺得沒有什麼嚴重
[00:04:51.000 --> 00:04:56.000]  要想一下平時我們通常會犯什麼罪呢
[00:04:56.000 --> 00:04:59.000]  我不知道你通常會犯什麼罪
[00:04:59.000 --> 00:05:06.000]  有一次有一位牧者他是一個神學院的講師
[00:05:06.000 --> 00:05:10.000]  他就寫一本書關於基督教的倫理
[00:05:10.000 --> 00:05:12.000]  他裡面就寫
[00:05:12.000 --> 00:05:15.000]  如果我們去吃自助餐的時候
[00:05:15.000 --> 00:05:22.000]  就是最大的試探人有最容易會犯貪婪的罪
[00:05:22.000 --> 00:05:24.000]  你想想你自己
[00:05:24.000 --> 00:05:29.000]  他吃自助餐的時候其實想著自己都不知道是不是真的能吃完
[00:05:29.000 --> 00:05:30.000]  不過給了那麼多錢
[00:05:30.000 --> 00:05:33.000]  又沒有理由不吃回他舊盤的嘛
[00:05:33.000 --> 00:05:37.000]  於是就整個碟都砌得很滿很滿的
[00:05:37.000 --> 00:05:42.000]  而且通常起碼要去五六轉那麼多的
[00:05:42.000 --> 00:05:44.000]  那才是會划算嘛
[00:05:44.000 --> 00:05:46.000]  給了那麼多錢嘛
[00:05:46.000 --> 00:05:50.000]  以前尤其是有某一些的地方
[00:05:50.000 --> 00:05:55.000]  就是你出去拿那些東西只可以去一次而已
[00:05:55.000 --> 00:05:56.000]  不可以第二次的了
[00:05:56.000 --> 00:06:03.000]  所以只可以拿一次的時候就要堆到一個很漂亮的金字塔
[00:06:03.000 --> 00:06:07.000]  但是多數又知道自己未必能吃完的
[00:06:07.000 --> 00:06:10.000]  但是那種貪婪就很自然的出來了
[00:06:10.000 --> 00:06:12.000]  你覺得這些都是小事
[00:06:12.000 --> 00:06:14.000]  我給了錢沒有理由不吃回舊盤的嘛
[00:06:14.000 --> 00:06:16.000]  這樣都叫犯罪
[00:06:16.000 --> 00:06:23.000]  但是原來這位牧者他就看到我們人的深處
[00:06:23.000 --> 00:06:26.000]  就是有這種的貪婪
[00:06:26.000 --> 00:06:30.000]  所以下次吃自助餐的時候都要想一想
[00:06:30.000 --> 00:06:32.000]  應該要拿多少呢
[00:06:32.000 --> 00:06:38.000]  如果不是就好像培育了自己那種的貪婪
[00:06:38.000 --> 00:06:42.000]  在幾個禮拜前有朋友請我去吃飯
[00:06:42.000 --> 00:06:47.000]  吃飯的時候又跟他家人聊天
[00:06:47.000 --> 00:06:53.000]  我發覺原來他先生和我以前都是在香港
[00:06:53.000 --> 00:06:59.000]  同一個天主教的修會轄下的學校的學生
[00:06:59.000 --> 00:07:03.000]  很自然很熟絡
[00:07:03.000 --> 00:07:05.000]  他突然間問我一個問題
[00:07:05.000 --> 00:07:08.000]  他是我們這些男校來的嘛
[00:07:08.000 --> 00:07:12.000]  有哪一間男校的學生不講粗口的
[00:07:12.000 --> 00:07:13.000]  他還問我
[00:07:13.000 --> 00:07:19.000]  鄭牧師你以前有沒有講過粗口的
[00:07:19.000 --> 00:07:21.000]  都不怕告訴你
[00:07:21.000 --> 00:07:23.000]  以前讀中學的時候
[00:07:23.000 --> 00:07:27.000]  我都是好像已經是天主教徒
[00:07:27.000 --> 00:07:30.000]  但是你知道我們都是英文中學來的嘛
[00:07:30.000 --> 00:07:35.000]  我們講粗口是講英文的
[00:07:35.000 --> 00:07:38.000]  講D字 S字那些
[00:07:38.000 --> 00:07:41.000]  你懂就懂 不懂就不要去問了
[00:07:41.000 --> 00:07:44.000]  都有這些小事
[00:07:44.000 --> 00:07:45.000]  男校來的嘛
[00:07:45.000 --> 00:07:47.000]  不講這些講什麼
[00:07:47.000 --> 00:07:50.000]  所以不覺得自己有什麼犯罪
[00:07:50.000 --> 00:07:54.000]  就算以前我在天主教的時候
[00:07:54.000 --> 00:07:55.000]  我是很虔誠的
[00:07:55.000 --> 00:07:59.000]  我個個月很乖地要去領聖體
[00:07:59.000 --> 00:08:01.000]  我們現在是聖餐
[00:08:01.000 --> 00:08:05.000]  領聖體之前就按照聖經
[00:08:05.000 --> 00:08:08.000]  就要自己審查有沒有犯罪
[00:08:08.000 --> 00:08:11.000]  所以就要去那個亭那裡
[00:08:11.000 --> 00:08:13.000]  就找個神父來告解
[00:08:13.000 --> 00:08:15.000]  你講了壞事給他聽的嘛
[00:08:15.000 --> 00:08:18.000]  這樣來認罪的
[00:08:18.000 --> 00:08:21.000]  但是我從來當時都不覺得
[00:08:21.000 --> 00:08:24.000]  我說了粗口要認罪的
[00:08:24.000 --> 00:08:28.000]  小事個個都講 有什麼好認的
[00:08:28.000 --> 00:08:32.000]  所以不是很覺得自己的罪
[00:08:32.000 --> 00:08:35.000]  原來是很自然的一件事
[00:08:35.000 --> 00:08:38.000]  但是我們認真看回聖經的教導
[00:08:38.000 --> 00:08:42.000]  你發脾氣 你罵人 你發怒
[00:08:42.000 --> 00:08:43.000]  都是罪的
[00:08:43.000 --> 00:08:45.000]  你罵人蠢材
[00:08:45.000 --> 00:08:47.000]  甚至如果你那些是很惡的那種罵
[00:08:47.000 --> 00:08:51.000]  死蠢更加嚴重一點
[00:08:51.000 --> 00:08:55.000]  因為聖經說的
[00:08:55.000 --> 00:08:57.000]  你沒有真的殺了他
[00:08:57.000 --> 00:09:01.000]  但是你的心裏面你去仇恨他 憎他
[00:09:01.000 --> 00:09:03.000]  就等於殺了他一樣
[00:09:03.000 --> 00:09:06.000]  我們真的 我又沒有殺人放火
[00:09:06.000 --> 00:09:08.000]  不過我以前都講過給大家聽
[00:09:08.000 --> 00:09:13.000]  其實我是一個連環殺手
[00:09:13.000 --> 00:09:17.000]  一個星期裏面都不知道殺了多少人
[00:09:17.000 --> 00:09:19.000]  你想一下現在幾十歲人
[00:09:19.000 --> 00:09:21.000]  殺了多少人呢 你說
[00:09:21.000 --> 00:09:25.000]  就算一年殺一次都殺了幾十個
[00:09:25.000 --> 00:09:27.000]  你問一下你自己
[00:09:27.000 --> 00:09:33.000]  你一年只不止一次氣人 有仇恨
[00:09:33.000 --> 00:09:37.000]  所以你想一下你自己殺了多少人
[00:09:37.000 --> 00:09:41.000]  所以你認罪這件事又好像是
[00:09:41.000 --> 00:09:43.000]  很小事 沒有什麼好認的
[00:09:43.000 --> 00:09:46.000]  我們犯極這些都是小小事
[00:09:46.000 --> 00:09:49.000]  而且是時時都重複同一件事
[00:09:49.000 --> 00:09:52.000]  神都不想聽這麼多次
[00:09:52.000 --> 00:09:58.000]  所以有什麼好講這麼多犯罪 認罪
[00:09:58.000 --> 00:10:00.000]  但這個仍然都是一個問題
[00:10:00.000 --> 00:10:02.000]  就是我們時時都重複這樣
[00:10:02.000 --> 00:10:05.000]  去做這些不應該做的事
[00:10:05.000 --> 00:10:08.000]  聖經告訴我們這些是罪的事
[00:10:08.000 --> 00:10:10.000]  我們又重重複複這樣不做
[00:10:10.000 --> 00:10:13.000]  那些聖經叫我們要做的事
[00:10:13.000 --> 00:10:18.000]  這些原來都是犯罪
[00:10:18.000 --> 00:10:21.000]  所以在我們對罪這件事的了解
[00:10:21.000 --> 00:10:23.000]  以及行動的裏面
[00:10:23.000 --> 00:10:25.000]  我又再重複說
[00:10:25.000 --> 00:10:27.000]  我們要認罪的時候是怎樣
[00:10:27.000 --> 00:10:30.000]  那個過程是要有知罪
[00:10:30.000 --> 00:10:32.000]  然後你要認罪
[00:10:32.000 --> 00:10:34.000]  你知了原來這些是罪
[00:10:34.000 --> 00:10:36.000]  那你就要認的
[00:10:36.000 --> 00:10:38.000]  你要知罪你要認罪
[00:10:38.000 --> 00:10:40.000]  接著那個認是什麼呢
[00:10:40.000 --> 00:10:44.000]  你真的要悔罪這樣的認法
[00:10:44.000 --> 00:10:46.000]  不是口講了就算了
[00:10:46.000 --> 00:10:50.000]  不是說那個主席或者是傳道人
[00:10:50.000 --> 00:10:52.000]  帶領我們那個祈禱
[00:10:52.000 --> 00:10:54.000]  在崇拜的時候祈禱
[00:10:54.000 --> 00:10:58.000]  他就負責來代表我們認罪
[00:10:58.000 --> 00:11:00.000]  你問一下剛才Pastor David
[00:11:00.000 --> 00:11:03.000]  他就代表我們來認罪
[00:11:03.000 --> 00:11:05.000]  但你有沒有認罪呢
[00:11:05.000 --> 00:11:07.000]  我們不知道的
[00:11:07.000 --> 00:11:10.000]  甚至他在說那個祈禱的時候
[00:11:10.000 --> 00:11:13.000]  你可能是在遊魂中
[00:11:13.000 --> 00:11:15.000]  在睡著了
[00:11:15.000 --> 00:11:18.000]  有些人站起來都睡得著
[00:11:18.000 --> 00:11:20.000]  所以我們其實又好像有認罪
[00:11:20.000 --> 00:11:22.000]  但其實呢
[00:11:22.000 --> 00:11:24.000]  真正又沒有認罪
[00:11:24.000 --> 00:11:27.000]  所以我們要知罪要認罪要悔罪
[00:11:27.000 --> 00:11:29.000]  還有最難那一步
[00:11:29.000 --> 00:11:32.000]  就是要離開那些罪
[00:11:32.000 --> 00:11:35.000]  這四樣東西是整個過程來的
[00:11:35.000 --> 00:11:38.000]  是整個的配套來的
[00:11:38.000 --> 00:11:43.000]  我就好發覺我們真的要認真這樣想
[00:11:43.000 --> 00:11:45.000]  雖然我們也都提醒自己
[00:11:45.000 --> 00:11:47.000]  我們又不要過份這樣
[00:11:47.000 --> 00:11:51.000]  不斷地去自省自省自省
[00:11:51.000 --> 00:11:53.000]  看看我哪裡做錯
[00:11:53.000 --> 00:11:55.000]  不然就搞到自己
