
[00:00:00.000 --> 00:00:03.640]  今天我們來看看聖經如何看待這個城市
[00:00:03.640 --> 00:00:05.880]  所多瑪這個城市
[00:00:05.880 --> 00:00:07.160]  所多瑪的城市
[00:00:07.160 --> 00:00:08.320]  剛才我們所讀的時候
[00:00:08.320 --> 00:00:09.240]  我相信
[00:00:09.240 --> 00:00:10.760]  就算你不是第一次看
[00:00:10.760 --> 00:00:12.000]  你都會打冷顫
[00:00:12.000 --> 00:00:14.160]  因為這個城市的惡
[00:00:14.160 --> 00:00:16.200]  是變得如何的荒謬
[00:00:16.200 --> 00:00:18.120]  我們都很難想像
[00:00:18.120 --> 00:00:19.400]  簡單數出來
[00:00:19.400 --> 00:00:22.160]  十九章裡面記載了幾件事情
[00:00:22.160 --> 00:00:22.960]  第一
[00:00:22.960 --> 00:00:26.880]  耶和華兩個使者來到這個陌生的城市
[00:00:26.880 --> 00:00:30.560]  然後這個全城的男人都走出來
[00:00:30.560 --> 00:00:32.960]  要用同性戀的方式
[00:00:32.960 --> 00:00:34.560]  來強姦他們
[00:00:34.560 --> 00:00:36.800]  這是第一個恐怖的地方
[00:00:36.800 --> 00:00:37.480]  第二
[00:00:37.480 --> 00:00:40.280]  羅德想保護這兩個使者
[00:00:40.280 --> 00:00:42.080]  所以想出一個方法
[00:00:42.080 --> 00:00:44.080]  就說我兩個女兒還是處女
[00:00:44.080 --> 00:00:45.360]  任由你去輪姦
[00:00:45.360 --> 00:00:46.400]  不如代替他們
[00:00:46.400 --> 00:00:47.200]  也是啊
[00:00:47.200 --> 00:00:48.280]  想都想不到
[00:00:48.280 --> 00:00:50.080]  這樣的事情會發生
[00:00:50.080 --> 00:00:52.360]  還有剛才沒有讀到的
[00:00:52.360 --> 00:00:54.360]  十九章最後那裡
[00:00:54.360 --> 00:00:57.360]  說到羅德一家人
[00:00:57.360 --> 00:01:01.200]  逃離了索多瑪的毀滅
[00:01:01.200 --> 00:01:03.720]  然後住在索爾這個城
[00:01:03.720 --> 00:01:06.600]  後來就避上山上的山洞裡面
[00:01:06.600 --> 00:01:07.960]  就在那個晚上
[00:01:07.960 --> 00:01:09.600]  羅德的兩個女兒
[00:01:09.600 --> 00:01:12.000]  大女兒、小女兒輪流
[00:01:12.000 --> 00:01:13.640]  和他爸爸
[00:01:13.640 --> 00:01:16.800]  在醉酒底下亂倫
[00:01:16.800 --> 00:01:19.200]  生了小孩
[00:01:19.200 --> 00:01:22.640]  這些罪惡我相信不需要我再慢慢講
[00:01:22.640 --> 00:01:23.800]  我們聽起來
[00:01:23.800 --> 00:01:25.000]  都不可思議
[00:01:25.000 --> 00:01:27.080]  但是事實上就是這樣發生
[00:01:27.080 --> 00:01:29.080]  為什麼會搞成這樣
[00:01:29.080 --> 00:01:30.480]  我們說當然
[00:01:30.480 --> 00:01:32.880]  索多瑪這個城是一個異教的城
[00:01:32.880 --> 00:01:35.720]  它本來已經是非常罪惡
[00:01:35.720 --> 00:01:38.040]  但是如果我們真的再找找聖經
[00:01:38.040 --> 00:01:42.320]  回看剛才我們創世紀早一點的第十四章
[00:01:42.320 --> 00:01:45.720]  索多瑪也不是壞得那麼厲害
[00:01:45.720 --> 00:01:47.360]  就是說雖然是壞
[00:01:47.360 --> 00:01:50.200]  聖經也說索多瑪的罪大惡極
[00:01:50.200 --> 00:01:52.920]  但是你看到第十四章裡面
[00:01:52.920 --> 00:01:55.440]  聖經裡面記載有四個王和五個王
[00:01:55.440 --> 00:01:57.520]  當時他們是不同的部族
[00:01:57.520 --> 00:01:59.280]  去互相爭戰
[00:01:59.280 --> 00:02:00.640]  那五個王打輸仗
[00:02:00.640 --> 00:02:03.280]  其中就包括了索多瑪的王
[00:02:03.280 --> 00:02:05.560]  索多瑪的王被人追的時候
[00:02:05.560 --> 00:02:06.760]  就掉進坑裡
[00:02:06.760 --> 00:02:08.760]  和他同行的軍人
[00:02:08.760 --> 00:02:09.880]  和其他的人
[00:02:09.880 --> 00:02:12.000]  我相信羅德也在裡面
[00:02:12.000 --> 00:02:14.560]  於是就在很危險的當中
[00:02:14.560 --> 00:02:16.600]  被人搶奪他的財物
[00:02:16.600 --> 00:02:18.160]  搶奪他的人
[00:02:18.160 --> 00:02:19.320]  就在這個時間
[00:02:19.320 --> 00:02:21.400]  別人就告訴阿伯拉罕
[00:02:21.400 --> 00:02:23.440]  大家知道阿伯拉罕和羅德是親戚
[00:02:23.440 --> 00:02:27.200]  阿伯拉罕馬上帶著家丁去挽救
[00:02:27.200 --> 00:02:28.880]  最後就救了他們出來
[00:02:28.880 --> 00:02:30.360]  打敗了那四個王
[00:02:30.360 --> 00:02:31.080]  救了出來
[00:02:31.080 --> 00:02:34.720]  當然也包括了索多瑪這個皇帝
[00:02:34.720 --> 00:02:37.520]  因為當時羅德就住在索多瑪的地方
[00:02:37.520 --> 00:02:38.680]  救了羅德
[00:02:38.680 --> 00:02:40.240]  也救了索多瑪王
[00:02:40.240 --> 00:02:43.400]  聖經說索多瑪王很感謝阿伯拉罕
[00:02:43.400 --> 00:02:44.360]  就對阿伯拉罕說
[00:02:44.360 --> 00:02:45.600]  財物都給你了
[00:02:45.600 --> 00:02:46.600]  人歸我
[00:02:46.600 --> 00:02:47.320]  就夠了
[00:02:47.320 --> 00:02:49.120]  還有一點良心
[00:02:49.120 --> 00:02:50.080]  你明白嗎?
[00:02:50.080 --> 00:02:51.600]  雖然不是說好得多
[00:02:51.600 --> 00:02:54.760]  但起碼也有一種感激的心
[00:02:54.760 --> 00:02:57.440]  但是為什麼一個這樣的城市
[00:02:57.440 --> 00:03:00.200]  後來到了十九章墮落成這樣呢?
[00:03:00.200 --> 00:03:01.920]  我們說其實墮落
[00:03:01.920 --> 00:03:03.920]  就是有一條路的
[00:03:03.920 --> 00:03:06.760]  所以今天第一點我想跟大家分享的
[00:03:06.760 --> 00:03:08.840]  叫做墮落的階梯
[00:03:08.840 --> 00:03:10.240]  墮落是一條路的
[00:03:10.240 --> 00:03:12.200]  墮落不是說一朝一夕的
[00:03:12.200 --> 00:03:13.440]  一個人墮落
[00:03:13.440 --> 00:03:14.960]  有時候我們好像看到
[00:03:14.960 --> 00:03:16.840]  十幾二十年前
[00:03:16.840 --> 00:03:21.400]  在美國有一個電視裡面
[00:03:21.400 --> 00:03:23.200]  很受歡迎的傳道人
[00:03:23.200 --> 00:03:25.280]  他帶了很多人信耶穌
[00:03:25.280 --> 00:03:27.480]  突然間爆出黑幕
[00:03:27.480 --> 00:03:29.560]  原來這個人是召妓的
[00:03:29.560 --> 00:03:30.920]  然後那些錢
[00:03:30.920 --> 00:03:32.480]  一百多萬美金
[00:03:32.480 --> 00:03:33.760]  塞進去自己用的
[00:03:33.760 --> 00:03:35.520]  我們說哇!這樣也行?
[00:03:35.520 --> 00:03:36.680]  很醜
[00:03:36.680 --> 00:03:37.600]  但是我告訴你
[00:03:37.600 --> 00:03:38.760]  不是一晚的
[00:03:38.760 --> 00:03:39.800]  不是前一晚的
[00:03:39.800 --> 00:03:41.920]  突然情慾衝動走去召妓的
[00:03:41.920 --> 00:03:44.360]  一路墮落一條階梯
[00:03:44.360 --> 00:03:45.160]  到了那個地步
[00:03:45.160 --> 00:03:46.760]  不過爆出來讓人知道
[00:03:46.760 --> 00:03:48.760]  我想索多瑪也是這樣
[00:03:48.760 --> 00:03:54.680]  剛剛我們記載了索多瑪三樣的罪惡
[00:03:54.680 --> 00:03:56.440]  都是跟性慾有關
[00:03:56.440 --> 00:03:58.920]  當然性慾不是唯一的罪
[00:03:58.920 --> 00:04:01.240]  但是有時候我們中國人也很有智慧
[00:04:01.240 --> 00:04:03.960]  以前孟子和告子
[00:04:03.960 --> 00:04:04.880]  大家記得嗎?
[00:04:04.880 --> 00:04:07.080]  辯論人性的時候
[00:04:07.080 --> 00:04:08.720]  告子說人性是什麼呢?
[00:04:08.720 --> 00:04:10.640]  食色性也
[00:04:10.640 --> 00:04:11.720]  就是食慾
[00:04:11.720 --> 00:04:12.440]  性慾
[00:04:12.440 --> 00:04:14.520]  這就是人共通的地方
[00:04:14.520 --> 00:04:16.040]  孟子說不可以這麼看
[00:04:16.040 --> 00:04:16.840]  沒錯
[00:04:16.840 --> 00:04:17.960]  人人都要吃
[00:04:17.960 --> 00:04:19.880]  人人都需要性的滿足
[00:04:19.880 --> 00:04:22.200]  但是這只不過是動物
[00:04:22.200 --> 00:04:23.920]  人的動物性而已
