
[00:00:00.000 --> 00:00:04.680]  回到《路德記》
[00:00:04.680 --> 00:00:06.840]  我將圖畫開始改變
[00:00:06.840 --> 00:00:09.000]  我們要看的《路德記》最後
[00:00:09.000 --> 00:00:11.080]  一定是引我們去新約裏面
[00:00:11.080 --> 00:00:12.440]  天國的黎明
[00:00:12.440 --> 00:00:14.960]  而這個天國的君王是
[00:00:14.960 --> 00:00:17.560]  在十字架上的君王
[00:00:17.560 --> 00:00:22.800]  我仍然想帶你回到《路德記》本身去看
[00:00:22.800 --> 00:00:24.920]  《路德記》是一本很有趣的書
[00:00:24.920 --> 00:00:27.480]  它真的可以拍電影
[00:00:27.480 --> 00:00:31.360]  或者更好的說法 它應該是一個舞臺劇
[00:00:31.360 --> 00:00:33.160]  我一會兒再和你說一個舞臺劇
[00:00:33.160 --> 00:00:36.320]  但是你拍電影都要選擇角度
[00:00:36.320 --> 00:00:39.600]  同一個故事 五個導演用不同的角度
[00:00:39.600 --> 00:00:42.480]  結果這五部電影是會很不同的
[00:00:42.480 --> 00:00:44.080]  我現在給你五個選擇
[00:00:44.080 --> 00:00:47.360]  五個選擇拍《路德記》的角度
[00:00:47.360 --> 00:00:50.920]  第一個角度是從南俄米的角度出來講
[00:00:50.920 --> 00:00:55.080]  這個故事叫做《馬拉婆婆苦盡甘來》
[00:00:55.080 --> 00:00:57.280]  如果我拍這部電影的時候
[00:00:57.280 --> 00:01:00.320]  我第一個鏡頭應該是
[00:01:00.320 --> 00:01:02.000]  南俄米正在回耶路撒冷
[00:01:02.000 --> 00:01:03.720]  然後說你不要再叫我南俄米
[00:01:03.720 --> 00:01:05.520]  你叫我馬拉吧
[00:01:05.520 --> 00:01:08.200]  然後就回憶
[00:01:08.200 --> 00:01:10.080]  你明白嗎 重新開始
[00:01:10.080 --> 00:01:13.040]  這個就是粵語長片的角度
[00:01:13.040 --> 00:01:14.680]  《馬拉婆婆苦盡甘來》
[00:01:14.680 --> 00:01:18.040]  第二個角度可以的角度是《路德記》的角度
[00:01:18.040 --> 00:01:21.560]  叫做《摩壓女子賢德夫人》
[00:01:21.560 --> 00:01:24.400]  這個是現代女性電影
[00:01:24.400 --> 00:01:26.560]  就是拿了路德做主角
[00:01:26.560 --> 00:01:28.160]  第三個可能性是
[00:01:28.160 --> 00:01:30.280]  《路德》加《波瓦斯》
[00:01:30.280 --> 00:01:31.960]  《男才女貌》
[00:01:31.960 --> 00:01:33.760]  看不看得到"才"字
[00:01:33.760 --> 00:01:37.000]  很發的男才女貌
[00:01:37.000 --> 00:01:38.120]  異地情緣
[00:01:38.120 --> 00:01:40.800]  就變成了一個文藝愛情片
[00:01:40.800 --> 00:01:43.160]  還有一個可能性
[00:01:43.160 --> 00:01:45.240]  《饑荒絕望福杯滿日》
[00:01:45.240 --> 00:01:48.240]  就是一開始第一個鏡頭
[00:01:48.240 --> 00:01:49.200]  是講到饑荒
[00:01:49.200 --> 00:01:53.040]  很慘很慘很慘很飢的饑荒
[00:01:53.040 --> 00:01:56.800]  這個就是大時代的劇情片
[00:01:56.800 --> 00:01:59.920]  但是這四個角度
[00:01:59.920 --> 00:02:02.440]  我覺得都是不正確的
[00:02:02.440 --> 00:02:05.760]  最後我選擇了的角度
[00:02:05.760 --> 00:02:08.600]  我也相信是路德記真的想我們看的角度
[00:02:08.600 --> 00:02:11.280]  就是用最後的加普的角度
[00:02:11.280 --> 00:02:13.120]  大衛的角度
[00:02:13.120 --> 00:02:14.320]  就成爲
[00:02:14.320 --> 00:02:18.400]  "言君之祖帝王物語"
[00:02:18.400 --> 00:02:21.680]  爲什麼路德記會在聖經裏面
[00:02:21.680 --> 00:02:24.480]  爲什麼路德記當時有人要寫路德記
[00:02:24.480 --> 00:02:26.280]  不是因爲其他的原因
[00:02:26.280 --> 00:02:29.480]  是因爲大衛的原因
[00:02:29.480 --> 00:02:32.200]  因爲要講大衛的故事
[00:02:32.200 --> 00:02:36.240]  這個真的是一個福音電影
[00:02:36.240 --> 00:02:37.760]  爲什麼我這麼說呢
[00:02:37.760 --> 00:02:39.800]  這部電影裏面又沒有人生癌
[00:02:39.800 --> 00:02:40.880]  又沒有人破產
[00:02:40.880 --> 00:02:42.520]  那怎麼福音電影呢
[00:02:42.520 --> 00:02:45.680]  那些假福音電影我是想出來的
[00:02:45.680 --> 00:02:47.720]  什麼叫福音電影呢
[00:02:47.720 --> 00:02:48.600]  我給一個
[00:02:48.600 --> 00:02:50.960]  我通常不喜歡大家去背東西的
[00:02:50.960 --> 00:02:52.680]  不過這個東西很值得背的
[00:02:52.680 --> 00:02:55.000]  我經常這麼說
[00:02:55.000 --> 00:02:56.320]  什麼叫福音呢
[00:02:56.320 --> 00:03:00.080]  福音不是一個普通的好消息
[00:03:00.080 --> 00:03:04.560]  在古希臘羅馬文化的世界裏面
[00:03:04.560 --> 00:03:07.000]  福音是一個專有名詞
[00:03:07.000 --> 00:03:09.680]  當我們打開《新約聖經》裏面
[00:03:09.680 --> 00:03:12.640]  有四個福音作者寫福音書的時候
[00:03:12.640 --> 00:03:16.440]  他們其實是在根據一個專有名詞的定義
[00:03:16.440 --> 00:03:17.920]  定義是什麼呢
[00:03:17.920 --> 00:03:20.680]  福音就是一個君王
[00:03:20.680 --> 00:03:22.520]  誕生
[00:03:22.520 --> 00:03:24.000]  就位登基
[00:03:24.000 --> 00:03:25.360]  或者戰勝敵人
[00:03:25.360 --> 00:03:28.680]  海船而歸的公開公告
[00:03:28.680 --> 00:03:30.320]  所謂福音
[00:03:30.320 --> 00:03:31.640]  不是我們今天那些
[00:03:31.640 --> 00:03:33.720]  生癌得救的好消息
[00:03:33.720 --> 00:03:35.400]  不是那些很窮
[00:03:35.400 --> 00:03:37.000]  然後上帝中了彔彔彩也好
[00:03:37.000 --> 00:03:38.040]  什麼也好
[00:03:38.040 --> 00:03:39.280]  不是很病
[00:03:39.280 --> 00:03:41.880]  不是很艱難那些東西
[00:03:41.880 --> 00:03:43.320]  那些不是福音
[00:03:43.320 --> 00:03:44.840]  是我們作出來的
[00:03:44.840 --> 00:03:48.960]  福音在當時第一世紀明白的意思
[00:03:48.960 --> 00:03:51.920]  就是關於一個君王的公告
[00:03:51.920 --> 00:03:54.200]  尤其是關於一個君王的三件事
[00:03:54.200 --> 00:03:54.800]  第一
[00:03:54.800 --> 00:03:56.320]  他的誕生
[00:03:56.320 --> 00:03:57.080]  第二
[00:03:57.080 --> 00:03:59.080]  他登基
[00:03:59.080 --> 00:03:59.960]  第三
[00:03:59.960 --> 00:04:01.640]  他戰勝敵人海船而歸
[00:04:01.640 --> 00:04:03.160]  所以爲什麼我們今天
[00:04:03.160 --> 00:04:05.400]  我們基督教信仰的中心是什麼呢
[00:04:05.400 --> 00:04:07.440]  聖誕節
[00:04:07.440 --> 00:04:09.400]  壽福節
[00:04:09.400 --> 00:04:10.560]  還有復活節
[00:04:10.560 --> 00:04:11.440]  你看不看到
[00:04:11.440 --> 00:04:13.440]  這三樣東西就是這個福音
[00:04:13.440 --> 00:04:15.160]  這三樣東西加起來就是
[00:04:15.160 --> 00:04:16.920]  整全的福音了
[00:04:16.920 --> 00:04:18.080]  君王的誕生
[00:04:18.080 --> 00:04:19.160]  君王的登基
[00:04:19.160 --> 00:04:19.960]  耶穌在哪裏登基
[00:04:19.960 --> 00:04:21.120]  在十字架上登基
[00:04:21.120 --> 00:04:24.200]  所以壽誕節是耶穌的登基節
[00:04:24.200 --> 00:04:26.680]  最後他戰勝敵人海船而歸
[00:04:26.680 --> 00:04:28.840]  他的復活戰勝了死亡
[00:04:28.840 --> 00:04:31.800]  戰勝了罪
[00:04:31.800 --> 00:04:33.240]  這個叫做福音
[00:04:33.240 --> 00:04:35.960]  所以我想告訴你
[00:04:35.960 --> 00:04:37.880]  歷史學家告訴我們
[00:04:37.880 --> 00:04:40.440]  在耶穌基督未出世之前300年
[00:04:40.440 --> 00:04:41.560]  Alexander the Great
[00:04:41.560 --> 00:04:43.080]  Alexander大帝
[00:04:43.080 --> 00:04:45.960]  那時候已經有福音這個名詞了
[00:04:45.960 --> 00:04:48.960]  當Alexander佔據了一個新的領域的時候
[00:04:48.960 --> 00:04:51.400]  他會派他的先鋒走去這個領域
[00:04:51.400 --> 00:04:53.360]  在那裏大喊大喊什麼呢
[00:04:53.360 --> 00:04:54.560]  福音啊福音啊
