
[00:00:00.000 --> 00:00:02.360]  今日我想同大家睇舊約
[00:00:02.360 --> 00:00:05.840]  一位人物叫做加勒
[00:00:05.840 --> 00:00:10.400]  當然可能對我們好多電影姊妹嚟講
[00:00:10.400 --> 00:00:14.400]  加勒一諗起就會諗起埋若舒雅
[00:00:14.400 --> 00:00:18.400]  同樣若舒雅同加勒擺埋一齊嘅時候
[00:00:18.400 --> 00:00:23.800]  好多時我哋嘅焦點或者我哋嘅體重多少少
[00:00:23.800 --> 00:00:27.000]  好似都係擺喺若舒雅嘅身上
[00:00:27.000 --> 00:00:31.000]  今日我想同大家透過若舒雅記
[00:00:31.000 --> 00:00:33.000]  喺呢度有一段經文
[00:00:33.000 --> 00:00:38.000]  我哋嚟到多啲認識下同若舒雅好老友嘅加勒
[00:00:38.000 --> 00:00:41.400]  佢哋應該有少少係喺當時候
[00:00:41.400 --> 00:00:45.200]  特別係佢哋成為十二個探子當中兩個
[00:00:45.200 --> 00:00:49.200]  佢哋去完做呢個工作之後返嚟嘅匯報裏面
[00:00:49.200 --> 00:00:53.200]  佢哋一齊嚟到去面對另外十個探子
[00:00:53.200 --> 00:00:57.200]  唔同嘅一啲講嘅事情
[00:00:57.200 --> 00:01:00.800]  所以我諗呢個加勒係我哋都可以從佢身上
[00:01:00.800 --> 00:01:02.400]  嚟到有所學習
[00:01:02.400 --> 00:01:04.200]  從佢嘅生命裏面
[00:01:04.200 --> 00:01:07.000]  幫助我哋嚟到去反思神
[00:01:07.000 --> 00:01:09.000]  畀我哋嘅照明
[00:01:09.000 --> 00:01:15.000]  我選咗若舒雅記嘅第十四章六到十二節
[00:01:15.000 --> 00:01:17.800]  呢度講到係
[00:01:17.800 --> 00:01:20.800]  若舒雅進入迦南地之後
[00:01:20.800 --> 00:01:25.800]  開始佢哋差唔多去叫做穩住佢哋嘅陣腳
[00:01:25.800 --> 00:01:28.800]  因為大家都知道如果你返去睇若舒雅記
[00:01:28.800 --> 00:01:32.800]  你就會發現若舒雅以色列人都要打好多唔同大大小小嘅
[00:01:32.800 --> 00:01:34.800]  即係戰爭去打仗
[00:01:34.800 --> 00:01:37.800]  以至係可以逐漸嚟到去
[00:01:37.800 --> 00:01:40.800]  攞咗呢個迦南地呢個應許地
[00:01:40.800 --> 00:01:42.800]  咁喺嗰個階段嘅時候
[00:01:42.800 --> 00:01:49.800]  加勒就嚟到若舒雅面前同佢講返原來歷史四十五年前
[00:01:49.800 --> 00:01:52.800]  曾經神同摩西所講嘅說話
[00:01:52.800 --> 00:01:54.800]  神對迦勒所講嘅說話
[00:01:54.800 --> 00:01:57.800]  迦勒就嚟到若舒雅面前
[00:01:57.800 --> 00:02:00.800]  好想若舒雅嚟到去完成呢一個嘅
[00:02:00.800 --> 00:02:03.800]  或者係對應返呢一個嘅說話
[00:02:03.800 --> 00:02:06.800]  所以呢個時候呢就係迦勒嚟到若舒雅面前
[00:02:06.800 --> 00:02:08.800]  同迦勒所講嘅一番話
[00:02:08.800 --> 00:02:10.800]  我讀畀大家聽
[00:02:10.800 --> 00:02:13.800]  哪次猶大人嚟到吉甲見若舒雅
[00:02:13.800 --> 00:02:17.800]  有基尼洗人族嘅耶夫尼兒子迦勒對若舒雅說
[00:02:17.800 --> 00:02:23.800]  耶和華在迦底斯巴尼亞指著我與你對神人摩西所說嘅話
[00:02:23.800 --> 00:02:25.800]  你都知道了
[00:02:25.800 --> 00:02:30.800]  耶和華嘅僕人摩西從迦底斯巴尼亞打發我窺探者地
[00:02:30.800 --> 00:02:32.800]  那時我正四十歲
[00:02:32.800 --> 00:02:35.800]  我安著心意回報他
[00:02:35.800 --> 00:02:40.800]  然而同我上去嘅眾弟兄使百姓嘅心消化
[00:02:40.800 --> 00:02:44.800]  但我專心跟從耶和華我的神
[00:02:44.800 --> 00:02:47.800]  當日摩西起誓說你腳所踏之地
[00:02:47.800 --> 00:02:51.800]  定要歸你和你的子孫永遠為業
[00:02:51.800 --> 00:02:56.800]  因為你專心跟從耶和華我的神
[00:02:56.800 --> 00:02:59.800]  自從耶和華對摩西說者話嘅時候
[00:02:59.800 --> 00:03:04.800]  耶和華照佢所應許的使我存活者四十五年
[00:03:04.800 --> 00:03:08.800]  其間以色列人在曠野行走看那
[00:03:08.800 --> 00:03:11.800]  現今我八十五歲了
[00:03:11.800 --> 00:03:16.800]  我還是強壯像摩西打發我去的那天一樣
[00:03:16.800 --> 00:03:18.800]  無論是征戰是出入
[00:03:18.800 --> 00:03:21.800]  我的力量那時如何
[00:03:21.800 --> 00:03:24.800]  現在還是如何
[00:03:24.800 --> 00:03:29.800]  求你將耶和華那日應許我的者山地給我
[00:03:29.800 --> 00:03:33.800]  那裡有阿立族人定寬大堅固的城
[00:03:33.800 --> 00:03:35.800]  你也曾聽見了
[00:03:35.800 --> 00:03:39.800]  或者耶和華照他所應許的與我同在
[00:03:39.800 --> 00:03:43.800]  我就把他們趕出去
[00:03:43.800 --> 00:03:44.800]  如果大家有留意
[00:03:44.800 --> 00:03:46.800]  在剛才我讀的經文裏面
[00:03:46.800 --> 00:03:52.800]  第八節第九節都出現了專心跟從耶和華
[00:03:52.800 --> 00:03:57.800]  所以我就用了這個作為今天對迦勒的認識和學習
[00:03:57.800 --> 00:04:00.800]  我想和大家先提少少第十二節
[00:04:00.800 --> 00:04:03.800]  第十二節最後那兩三行
[00:04:03.800 --> 00:04:05.800]  告訴我們是迦勒說的
[00:04:05.800 --> 00:04:10.800]  或者耶和華照他所應許的與我同在
[00:04:10.800 --> 00:04:12.800]  我就把他們趕出去
[00:04:12.800 --> 00:04:14.800]  如果想讓大家知道
[00:04:14.800 --> 00:04:17.800]  這個「或者」其實不是迦勒
[00:04:17.800 --> 00:04:19.800]  有少少像信不過
[00:04:19.800 --> 00:04:21.800]  其實在翻譯裏面
[00:04:21.800 --> 00:04:24.800]  可能翻譯做「只要」
[00:04:24.800 --> 00:04:26.800]  不是用「或者」
[00:04:26.800 --> 00:04:28.800]  其實比較好的翻譯應該是
[00:04:28.800 --> 00:04:32.800]  只要耶和華照他所應許的與我同在
[00:04:32.800 --> 00:04:34.800]  我就把他們趕出去
[00:04:34.800 --> 00:04:36.800]  所以其實這個意思是甚麼呢?
[00:04:36.800 --> 00:04:37.800]  其實迦勒是說
[00:04:37.800 --> 00:04:41.800]  只要神幫我,我就可以了
[00:04:41.800 --> 00:04:43.800]  或者另外一個意思就是
[00:04:43.800 --> 00:04:46.800]  只要我跟著神就可以了
[00:04:46.800 --> 00:04:49.800]  大致上迦勒是想表達這個意思
[00:04:49.800 --> 00:04:51.800]  只要我是跟著神的
[00:04:51.800 --> 00:04:54.800]  我就可以佔領這個地方
[00:04:54.800 --> 00:04:57.800]  所以這個是迦勒想表達的意思
[00:04:57.800 --> 00:05:00.800]  不是說一個不肯定「或者」的意思
[00:05:00.800 --> 00:05:02.800]  其實是說只要我跟著神
[00:05:02.800 --> 00:05:04.800]  神和我同在,我跟著去
[00:05:04.800 --> 00:05:06.800]  我就可以得了
[00:05:06.800 --> 00:05:08.800]  我就可以得到這個地
[00:05:08.800 --> 00:05:13.800]  「專心跟從耶和華」是來形容迦勒的
[00:05:13.800 --> 00:05:16.800]  這個在《約瑟雅記》第十四章第八、第九節
[00:05:16.800 --> 00:05:17.800]  我們剛剛才有看到
[00:05:17.800 --> 00:05:19.800]  第十四節我們待會可以再看
[00:05:19.800 --> 00:05:24.800]  這三節經文都出現過去形容迦勒
[00:05:24.800 --> 00:05:28.800]  所以整個聖經裏面講到
[00:05:28.800 --> 00:05:31.800]  「專心跟從耶和華」總共用了八次
[00:05:31.800 --> 00:05:35.800]  其中有七次都是和迦勒有關的
[00:05:35.800 --> 00:05:38.800]  然後這個「專心跟從耶和華」
[00:05:38.800 --> 00:05:40.800]  我想和大家看另外一個聖經譯本
[00:05:40.800 --> 00:05:42.800]  叫《呂鎮忠譯本》
[00:05:42.800 --> 00:05:46.800]  它的翻譯都幾多不同
[00:05:46.800 --> 00:05:48.800]  其實最重要就是
[00:05:48.800 --> 00:05:51.800]  它將「專心」翻譯成什麼呢?
[00:05:51.800 --> 00:05:54.800]  叫做「滿心滿懷」
[00:05:54.800 --> 00:05:58.800]  它是「滿心滿懷,跟從永恆主」
[00:05:58.800 --> 00:06:00.800]  「永恆主」就是耶和華的意思
[00:06:00.800 --> 00:06:02.800]  但我想提醒大家
[00:06:02.800 --> 00:06:07.800]  「專心」原來是可以叫做「滿心滿懷」
[00:06:07.800 --> 00:06:09.800]  但這個「滿心滿懷」又是什麼意思呢?
[00:06:09.800 --> 00:06:11.800]  我想和大家看一個英文
[00:06:11.800 --> 00:06:15.800]  這個英文是說「Fill up after Jehovah」
[00:06:15.800 --> 00:06:18.800]  其實這個是比較上更加接近
[00:06:18.800 --> 00:06:21.800]  希伯來文的翻譯
[00:06:21.800 --> 00:06:27.800]  無論是「專心」還是「滿心滿懷」
[00:06:27.800 --> 00:06:32.800]  原來希伯來文的意思是說「Fill up」
[00:06:32.800 --> 00:06:34.800]  「Fill up」的意思是什麼呢?
[00:06:34.800 --> 00:06:36.800]  是一個「滿」
[00:06:36.800 --> 00:06:39.800]  跟「滿心滿懷」的「滿」字是對的
[00:06:39.800 --> 00:06:42.800]  但它沒有一個「心」或「懷」的意思
[00:06:42.800 --> 00:06:47.800]  但我想呂鎮忠譯本都很想表達那種「滿」的意思
[00:06:47.800 --> 00:06:49.800]  所以這個我用的翻譯
[00:06:49.800 --> 00:06:52.800]  我會說「專心跟從耶和華」的意思
