
[00:00:00.000 --> 00:00:02.000]  好,弟兄姊妹平安
[00:00:02.000 --> 00:00:07.500]  感謝主,我們有這樣的機會來到神的殿中敬拜他
[00:00:07.500 --> 00:00:10.500]  我們先低頭做一個禱告
[00:00:10.500 --> 00:00:13.000]  哈利路亞讚美主
[00:00:13.000 --> 00:00:18.500]  主啊,我們是滿懷欣喜快樂的心來到你的面前
[00:00:18.500 --> 00:00:21.500]  主啊,求你將你的聖言賜給我們
[00:00:21.500 --> 00:00:23.500]  主啊,你開我們的心竅
[00:00:23.500 --> 00:00:27.000]  使我們眼睛所讀的、耳道所聽見的
[00:00:27.000 --> 00:00:31.000]  主啊,我們都從你那裡領受
[00:00:31.000 --> 00:00:33.000]  主耶穌,你也保守孩子
[00:00:33.000 --> 00:00:37.000]  讓孩子所講的主啊,能夠分解得清楚
[00:00:37.000 --> 00:00:44.000]  主啊耶,祝福每一位來到你面前的弟兄姊妹和目道友
[00:00:44.000 --> 00:00:46.000]  主啊,你與我們同在
[00:00:46.000 --> 00:00:49.000]  聽我們的禱告,奉耶穌基督的名求
[00:00:49.000 --> 00:00:51.000]  Amen
[00:00:56.000 --> 00:01:02.000]  感謝主,今天我們去到了約翰一書的最後一章,第五章
[00:01:02.000 --> 00:01:07.000]  那麼在開始之前呢,我們回顧,簡單的一個回顧
[00:01:07.000 --> 00:01:12.000]  那在約翰一書裡面,他有幾個很重大的主題
[00:01:12.000 --> 00:01:17.000]  比如其中有一個,他就講到這個團契和相交
[00:01:17.000 --> 00:01:21.000]  講到神的命令,講到神的愛
[00:01:21.000 --> 00:01:27.000]  那我們來看,這是我自己經常在靈修的時候畫一些圖
[00:01:27.000 --> 00:01:34.000]  那你看見呢,他說,我們與父並他的兒子耶穌基督相交
[00:01:34.000 --> 00:01:36.000]  你們就與我相交
[00:01:36.000 --> 00:01:39.000]  然後他說,神就是愛
[00:01:39.000 --> 00:01:43.000]  我們行在光明中,如神在光明中
[00:01:43.000 --> 00:01:45.000]  我們就彼此相交
[00:01:45.000 --> 00:01:47.000]  所以他講的是什麼呢?
[00:01:47.000 --> 00:01:51.000]  他講的像第一個
[00:01:51.000 --> 00:01:57.000]  他講的是,你跟我在耶穌基督裡面
[00:01:57.000 --> 00:01:59.000]  神是光,神是愛
[00:01:59.000 --> 00:02:03.000]  所以你跟我與父神是相交的
[00:02:03.000 --> 00:02:07.000]  接著呢,你看他又講到這個
[00:02:07.000 --> 00:02:13.000]  你在神裡面,我也在神裡面
[00:02:13.000 --> 00:02:16.000]  你在神的愛裡面,我也在神的愛裡面
[00:02:16.000 --> 00:02:19.000]  那我們彼此是相交的
[00:02:19.000 --> 00:02:24.000]  這是在約翰一書開始的時候,他就講的
[00:02:24.000 --> 00:02:29.000]  那再看呢,約翰福音裡面有一個
[00:02:29.000 --> 00:02:32.000]  約翰一書裡面有一個清晰的表達
[00:02:32.000 --> 00:02:34.000]  就是團契和相交
[00:02:34.000 --> 00:02:39.000]  他說,今天在開篇第一篇,第一節的時候
[00:02:39.000 --> 00:02:44.000]  他就說,凡信耶穌基督的,都是從神生的
[00:02:44.000 --> 00:02:47.000]  我們看見一個身份的定義
[00:02:47.000 --> 00:02:49.000]  一個界線和劃分
[00:02:49.000 --> 00:02:54.000]  他說,凡在耶穌基督裡面的
[00:02:54.000 --> 00:02:56.000]  就是從神生的
[00:02:56.000 --> 00:02:59.000]  那同樣約翰在約翰福音裡面
[00:02:59.000 --> 00:03:01.000]  也在第一章他說
[00:03:01.000 --> 00:03:05.000]  凡接待他,就是信他名的人
[00:03:05.000 --> 00:03:09.000]  他就賜給他們權柄,做神的兒女
[00:03:09.000 --> 00:03:12.000]  這是我們回顧的第一個主題說
[00:03:12.000 --> 00:03:16.000]  團契和相交
[00:03:16.000 --> 00:03:19.000]  那再接著我們回顧第二個主題
[00:03:19.000 --> 00:03:22.000]  在約翰一書裡面,他反覆的說
[00:03:22.000 --> 00:03:26.000]  神的命令,神的吩咐
[00:03:26.000 --> 00:03:28.000]  在第三章的詩節,他說
[00:03:28.000 --> 00:03:31.000]  我們應當彼此相愛
[00:03:31.000 --> 00:03:35.000]  親愛的弟兄啊,我們應當彼此相愛
[00:03:35.000 --> 00:03:40.000]  那在路加福音裡面,主耶穌這樣說
[00:03:40.000 --> 00:03:45.000]  他說,你要盡心盡性盡力盡義
[00:03:45.000 --> 00:03:47.000]  愛主你的神
[00:03:47.000 --> 00:03:52.000]  後面還有一句,你要愛靈社如同自己
[00:03:52.000 --> 00:03:56.000]  那今天我們在同樣約翰
[00:03:56.000 --> 00:03:59.000]  在約翰福音十三章裡面,他說
[00:03:59.000 --> 00:04:02.000]  我賜給你們一個新的命令
[00:04:02.000 --> 00:04:05.000]  乃是叫你們彼此相愛
[00:04:05.000 --> 00:04:07.000]  我怎樣的愛你們
[00:04:07.000 --> 00:04:10.000]  你們也要怎樣的相愛
[00:04:10.000 --> 00:04:13.000]  他說,如果你們彼此相愛的話
[00:04:13.000 --> 00:04:17.000]  眾人就能看見你是我的門徒
[00:04:17.000 --> 00:04:20.000]  所以我們看到在整個的約翰
[00:04:20.000 --> 00:04:22.000]  耶穌的門徒約翰
[00:04:22.000 --> 00:04:26.000]  他在約翰福音裡面和約翰一書裡面
[00:04:26.000 --> 00:04:29.000]  他反覆的強調的一個主題
[00:04:29.000 --> 00:04:34.000]  神的命令,神的吩咐
[00:04:34.000 --> 00:04:41.000]  那這個人呢,我們都知道他是德蘭修律
[00:04:41.000 --> 00:04:46.000]  今天我們所講的德蘭修律是在1928年的時候
[00:04:46.000 --> 00:04:48.000]  他到印度傳道
[00:04:48.000 --> 00:04:55.000]  那他為加爾哥達的貧苦服侍那裡的平民
[00:04:55.000 --> 00:05:01.000]  他被那裡的民眾稱為加爾哥達的天使
