
[00:00:00.000 --> 00:00:03.740]  給大兄姊妹早晨
[00:00:03.740 --> 00:00:07.440]  願神大大的賜福給我們每一個
[00:00:07.440 --> 00:00:11.980]  或者願意我們在開始聽道之先
[00:00:11.980 --> 00:00:18.380]  我們一起同心的低頭祈禱
[00:00:18.380 --> 00:00:21.280]  神我們感謝祢
[00:00:21.280 --> 00:00:25.280]  感謝祢給我們有生命有氣息
[00:00:25.280 --> 00:00:27.440]  來到祢自己的面前
[00:00:27.440 --> 00:00:30.140]  來到去敬拜祢
[00:00:30.140 --> 00:00:33.740]  願祢今天藉著祢自己的說話
[00:00:33.740 --> 00:00:37.900]  真的大大地賜福給我們每一個
[00:00:37.900 --> 00:00:40.140]  好叫我們的生命
[00:00:40.140 --> 00:00:44.840]  就是我們這些被祢重新了的生命
[00:00:44.840 --> 00:00:49.200]  能夠成為更多人生命的祝福
[00:00:49.200 --> 00:00:50.900]  我們簡單的祈禱
[00:00:50.900 --> 00:00:55.880]  是奉我們主耶穌基督祂寶貴的名字祈求
[00:00:55.880 --> 00:01:01.000]  假如恩全要成為一個夢召去祝福的教會
[00:01:01.000 --> 00:01:04.040]  我們除了要學似主耶穌那樣去祈禱
[00:01:04.040 --> 00:01:07.140]  學似主耶穌那樣去用膳
[00:01:07.140 --> 00:01:09.940]  學似主耶穌那樣去服侍
[00:01:09.940 --> 00:01:14.740]  學似主耶穌那樣去聆聽之外
[00:01:14.740 --> 00:01:18.240]  我們更加需要學似的
[00:01:18.240 --> 00:01:25.300]  就是學似主耶穌那樣去和人分享自己的生命
[00:01:25.300 --> 00:01:28.340]  分享自己生命的故事
[00:01:28.340 --> 00:01:32.340]  以致帶出福音那種的迫切性
[00:01:32.340 --> 00:01:34.940]  那種的必需性
[00:01:34.940 --> 00:01:39.740]  給人有機會去自己做一個決定
[00:01:39.740 --> 00:01:46.800]  決定是否接受這份從神而來的愛和祝福
[00:01:46.800 --> 00:01:48.840]  我們試試想像一下
[00:01:48.840 --> 00:01:53.740]  如果我們真的已經能夠學似主耶穌那樣
[00:01:53.740 --> 00:01:59.940]  用頭四種祝福人的生活方式去生活
[00:01:59.940 --> 00:02:04.000]  即是每次我們都用祈禱來開始
[00:02:04.000 --> 00:02:08.540]  我們處處都用心的聆聽
[00:02:08.540 --> 00:02:14.640]  我們積極地去帶著使命和人餐聚
[00:02:14.640 --> 00:02:18.280]  也都很謙卑地去乖愛
[00:02:18.280 --> 00:02:21.080]  服侍我們身邊的人
[00:02:21.080 --> 00:02:27.940]  而且明明覺得聖靈其實已經開工在做事了
[00:02:27.940 --> 00:02:32.840]  例如覺得對方已經對信仰產生興趣
[00:02:32.840 --> 00:02:39.080]  開口說想要知道更多有關信仰的事情
[00:02:39.080 --> 00:02:44.240]  又或者甚至告訴你他很想尋求神的幫助
[00:02:44.240 --> 00:02:45.940]  雖然是這樣
[00:02:45.940 --> 00:02:50.440]  明明覺得時機其實已經成熟
[00:02:50.440 --> 00:02:52.080]  不過可惜
[00:02:52.080 --> 00:02:56.840]  可惜的是我們沒有好好地去預備好自己
[00:02:56.840 --> 00:03:00.980]  沒有把握那個已經成熟的時機
[00:03:00.980 --> 00:03:06.840]  沒有隨時隨地去和人分享信仰
[00:03:06.840 --> 00:03:14.580]  請問這樣我們還算不算得一個稱職的福音執事
[00:03:14.580 --> 00:03:18.840]  一個稱職的福音大使呢
[00:03:18.840 --> 00:03:24.280]  就讓我們透過今天約翰福音第三章的這段經文
[00:03:24.280 --> 00:03:26.520]  特別從主耶穌基督
[00:03:26.520 --> 00:03:29.540]  祂自己的身上一起學習
[00:03:29.540 --> 00:03:35.840]  怎樣去和人分享自己生命的故事
[00:03:35.840 --> 00:03:40.340]  尼哥底姆之所以在耶蘭人靜的時候
[00:03:40.340 --> 00:03:44.040]  很低調地來到見主耶穌
[00:03:44.040 --> 00:03:48.820]  明顯是因為他已經給主耶穌之前所做的一切
[00:03:48.820 --> 00:03:50.140]  所吸引
[00:03:50.140 --> 00:03:53.940]  藉著祂所行的每一件神蹟
[00:03:53.940 --> 00:03:57.040]  尼哥底姆很肯定
[00:03:57.040 --> 00:03:59.840]  耶穌的確是有神的同在
[00:03:59.840 --> 00:04:05.340]  也很肯定祂一定是從神而來
[00:04:05.340 --> 00:04:11.340]  結果主耶穌就因應著尼哥底姆心底裡最大的關注
[00:04:11.340 --> 00:04:14.740]  就是人怎樣才能夠見神的國
[00:04:14.740 --> 00:04:19.140]  來作出循循善誘的回應
[00:04:19.140 --> 00:04:22.640]  並且分享祂的生命故事
[00:04:22.640 --> 00:04:28.440]  祂作為人子從天而降的人子
[00:04:28.440 --> 00:04:33.140]  為什麼和怎樣要被高舉起來
[00:04:33.140 --> 00:04:38.040]  好叫人能夠透過祂所成就的救恩
[00:04:38.040 --> 00:04:40.040]  能夠得以被重生
[00:04:40.040 --> 00:04:43.040]  能夠得到一個屬靈的新生命
[00:04:43.040 --> 00:04:48.540]  以致我們人能夠享受這個從神
[00:04:48.540 --> 00:04:53.640]  從上頭而來這個永遠的生命
[00:04:53.640 --> 00:04:56.540]  不過我猜大家心裡都會有個疑問
[00:04:56.540 --> 00:04:57.940]  你可能會說
[00:04:57.940 --> 00:05:00.140]  我們又不是主耶穌
[00:05:00.140 --> 00:05:03.740]  我們都沒有行過什麼神蹟
[00:05:03.740 --> 00:05:07.640]  怎麼會好像主耶穌能夠吸引人
[00:05:07.640 --> 00:05:13.440]  來到我們面前尋問有關信仰的事情呢
[00:05:13.440 --> 00:05:18.540]  其實人之所以能夠得以被重生
[00:05:18.540 --> 00:05:20.040]  Being born again
[00:05:20.040 --> 00:05:21.940]  是被動的 being born
[00:05:21.940 --> 00:05:24.040]  是從上頭而生
[00:05:24.040 --> 00:05:25.440]  從上面而生
[00:05:25.440 --> 00:05:27.840]  Being born from above
[00:05:27.840 --> 00:05:32.040]  本身就已經是一件神蹟
[00:05:32.040 --> 00:05:37.540]  是一件相當吸引人注意的一個神蹟
[00:05:37.540 --> 00:05:41.040]  若果沒有了神祂自己的意願
[00:05:41.040 --> 00:05:44.040]  若果沒有了神祂自己的能力
[00:05:44.040 --> 00:05:47.340]  若果沒有了神祂自己的介入
[00:05:47.340 --> 00:05:50.140]  若果沒有了神的同在
[00:05:50.140 --> 00:05:52.240]  無人能行
[00:05:52.240 --> 00:05:57.940]  無人能夠得以被重生
[00:05:57.940 --> 00:06:02.140]  所以每一個被神重生的生命
[00:06:02.140 --> 00:06:04.340]  都是一個不斷被聖靈
[00:06:04.340 --> 00:06:07.540]  來跟身改變的生命
[00:06:07.540 --> 00:06:09.140]  意思是這個生命
[00:06:09.140 --> 00:06:13.140]  並不是靠人的能力或者努力
[00:06:13.140 --> 00:06:15.640]  而是全靠神的恩典
[00:06:15.640 --> 00:06:17.540]  神的憐憫
[00:06:17.540 --> 00:06:22.840]  神的同在
[00:06:22.840 --> 00:06:25.740]  以致才能夠得以被重生
[00:06:25.740 --> 00:06:32.240]  以致才能夠是被脫胎換骨這樣
[00:06:32.240 --> 00:06:37.740]  活出這個主耶穌基督不一樣的生命
[00:06:37.740 --> 00:06:39.540]  而這樣的生命
[00:06:39.540 --> 00:06:44.340]  是會有一種很自然的吸引力
[00:06:44.340 --> 00:06:45.940]  又或者你可以稱它為
[00:06:45.940 --> 00:06:51.240]  主耶穌基督那種人格魅力
[00:06:51.240 --> 00:06:54.940]  是會令其他人被受吸引
[00:06:54.940 --> 00:06:58.840]  會得到其他人的尊重、信任
[00:06:58.840 --> 00:07:01.240]  以致他們對信仰產生興趣
[00:07:01.240 --> 00:07:02.640]  會感到好奇
[00:07:02.640 --> 00:07:05.440]  甚至乎會問你和我
[00:07:05.440 --> 00:07:12.340]  我們心裏面那份盼望的緣由
[00:07:12.340 --> 00:07:14.140]  耶穌說過
[00:07:14.140 --> 00:07:18.440]  若果不是差我來的
[00:07:18.440 --> 00:07:20.640]  扶他自己親自的
[00:07:20.640 --> 00:07:22.140]  來吸引人
[00:07:22.140 --> 00:07:27.140]  就沒有人能夠來到我這裏
[00:07:27.140 --> 00:07:29.240]  因此我們需要明白的就是
[00:07:29.240 --> 00:07:32.940]  人之所以被受吸引
[00:07:32.940 --> 00:07:34.940]  不關你和我的事
[00:07:34.940 --> 00:07:40.140]  因為緣完全全是神祂自己的工作
[00:07:40.140 --> 00:07:42.340]  既然是神祂自己的工作
[00:07:42.340 --> 00:07:43.840]  那麼我們的生命
[00:07:43.840 --> 00:07:46.840]  就必須要繼續不斷地
[00:07:46.840 --> 00:07:49.440]  來給神做事
[00:07:49.440 --> 00:07:52.340]  給聖靈來循循善誘
[00:07:52.340 --> 00:07:54.840]  給聖靈來不斷地更新
[00:07:54.840 --> 00:07:56.540]  改變我們的生命
[00:07:56.540 --> 00:08:00.140]  以致我們能夠活出主耶穌基督的生命
[00:08:00.140 --> 00:08:01.140]  但另一方面
[00:08:01.140 --> 00:08:05.240]  我們也都必須要在和外人交往的時候
[00:08:05.240 --> 00:08:07.640]  特別地用心聆聽
[00:08:07.640 --> 00:08:09.440]  留意聖靈
[00:08:09.440 --> 00:08:11.440]  留意聖靈的工作
[00:08:11.440 --> 00:08:14.640]  怎樣在其他人的生命裏面
[00:08:14.640 --> 00:08:17.840]  在做循循善誘的工作
[00:08:17.840 --> 00:08:21.240]  以致我們能夠配合聖靈
[00:08:21.240 --> 00:08:24.940]  按照聖靈的引導和帶領
[00:08:24.940 --> 00:08:31.540]  來配合神祂自己所在做的工作
[00:08:31.540 --> 00:08:34.240]  我們今天所讀的這段經文
[00:08:34.240 --> 00:08:35.740]  有上文的
[00:08:35.740 --> 00:08:37.740]  根據上文第二章
[00:08:37.740 --> 00:08:41.240]  二十三節到二十五節的記載
[00:08:41.240 --> 00:08:45.040]  耶穌在耶路撒冷過余節的時候
[00:08:45.040 --> 00:08:48.040]  有很多人看到祂所行的神蹟
[00:08:48.040 --> 00:08:51.140]  我相信也都包括了彌哥底毛
[00:08:51.140 --> 00:08:53.040]  就相信了祂
[00:08:53.040 --> 00:08:56.740]  不過耶穌卻是不相信祂們
[00:08:56.740 --> 00:08:59.840]  因為祂認識所有的人
[00:08:59.840 --> 00:09:01.840]  不需要誰告訴祂
[00:09:01.840 --> 00:09:04.440]  證明給祂看人是怎樣
[00:09:04.440 --> 00:09:10.440]  因為祂自己認識人的內心
[00:09:10.440 --> 00:09:12.440]  這段經文強調
[00:09:12.440 --> 00:09:16.640]  主耶穌基督作為神的兒子
[00:09:16.640 --> 00:09:18.540]  祂真是無所不知
[00:09:18.540 --> 00:09:21.140]  能夠動悉人心
[00:09:21.140 --> 00:09:23.740]  因為祂透徹地認識
[00:09:23.740 --> 00:09:26.540]  祂所做的每一個人
[00:09:26.540 --> 00:09:30.140]  清楚地知道我們每一個人的內心
[00:09:30.140 --> 00:09:32.940]  真正的需要
[00:09:32.940 --> 00:09:34.840]  所以主耶穌清楚地知道
[00:09:34.840 --> 00:09:37.340]  彌哥底毛此時此刻
[00:09:37.340 --> 00:09:40.940]  心底裡面最大的關注
[00:09:40.940 --> 00:09:43.940]  彌哥底毛一方面非常渴望
[00:09:43.940 --> 00:09:45.440]  能夠見神的國
[00:09:45.440 --> 00:09:47.340]  但是另一方面卻是
[00:09:47.340 --> 00:09:49.340]  完全沒有任何的把握
[00:09:49.340 --> 00:09:52.240]  能夠進神的國
[00:09:52.240 --> 00:09:55.440]  我們由祂兩次對主耶穌的回答
[00:09:55.440 --> 00:09:58.240]  所做出來的反應可以見到
[00:09:58.240 --> 00:10:00.040]  祂的問題
[00:10:00.040 --> 00:10:03.340]  是把人的得救的焦點
[00:10:03.340 --> 00:10:06.540]  放錯了在人如何能
[00:10:06.540 --> 00:10:10.640]  以及怎樣能的焦點上面
[00:10:10.640 --> 00:10:15.540]  而彌哥底毛作為一個典型的法力菜人
[00:10:15.540 --> 00:10:19.840]  他知道自己說就是天下無敵
[00:10:19.840 --> 00:10:23.640]  不過做就是有心無力
[00:10:23.640 --> 00:10:24.840]  所以他內心裡面
[00:10:24.840 --> 00:10:28.940]  可能都會有保羅信主之前那種的掙扎
[00:10:28.940 --> 00:10:31.840]  因為他知道在他自己的裡頭
[00:10:31.840 --> 00:10:34.440]  就在他肉體的當中
[00:10:34.440 --> 00:10:38.040]  是沒有任何的良善
[00:10:38.040 --> 00:10:41.440]  所以自己所願意的善
[00:10:41.440 --> 00:10:44.640]  保羅說:我偏偏不去做
[00:10:44.640 --> 00:10:47.140]  而我自己所不願意的惡
[00:10:47.140 --> 00:10:51.940]  我就反而做了出來
[00:10:51.940 --> 00:10:54.540]  彌哥底毛可能同樣清楚
[00:10:54.540 --> 00:10:58.540]  知道自己的這種偽善
[00:10:58.540 --> 00:11:02.640]  知道自己雖然外表好像很風光
[00:11:02.640 --> 00:11:06.440]  不過內裡其實真的很滄桑
[00:11:06.440 --> 00:11:10.440]  所以他可能都會很擔心
[00:11:10.440 --> 00:11:13.640]  擔心究竟自己最終的結局
[00:11:13.640 --> 00:11:19.940]  自己最終的歸宿是會去哪裡
[00:11:19.940 --> 00:11:24.340]  他死了去哪裡
[00:11:24.340 --> 00:11:27.640]  他可能都會好像保羅一樣
[00:11:27.640 --> 00:11:31.940]  心裡面經常都有一種的慨嘆地說
[00:11:31.940 --> 00:11:34.140]  我真是苦
[00:11:34.140 --> 00:11:41.740]  誰能夠救我脫離這個取死的身體呢
[00:11:41.740 --> 00:11:46.740]  所以聖經指出耶穌在這裡要回答
[00:11:46.740 --> 00:11:53.840]  是要直接回應他心裡面這個最大的關注
[00:11:53.840 --> 00:11:58.640]  對祂說:人如果不重生
[00:11:58.640 --> 00:12:02.640]  就不能夠見神的國
[00:12:02.640 --> 00:12:06.440]  這個回答引至彌哥底毛要繼續的追問
[00:12:06.440 --> 00:12:09.140]  而主耶穌也都很有耐性地
[00:12:09.140 --> 00:12:14.240]  對祂的追問作出循循善誘的回應
[00:12:14.240 --> 00:12:16.040]  你看到耶穌回答
[00:12:16.040 --> 00:12:17.640]  耶穌回答
[00:12:17.640 --> 00:12:20.840]  耶穌回答
[00:12:20.840 --> 00:12:24.940]  其實主耶穌頭兩次的回答
[00:12:24.940 --> 00:12:30.540]  是借用了一個生命誕生的意象
[00:12:30.540 --> 00:12:33.040]  作為一個類比
[00:12:33.040 --> 00:12:34.540]  要強調的
[00:12:34.540 --> 00:12:38.540]  就是這個將要被誕生出來的生命
[00:12:38.540 --> 00:12:42.740]  其實完全是神祂自己的工作
[00:12:42.740 --> 00:12:46.040]  絕對不是人的工作
[00:12:46.040 --> 00:12:51.840]  因為對於那個將要被誕生出來的新生命
[00:12:51.840 --> 00:12:56.640]  祂除了信靠和信服之外
[00:12:56.640 --> 00:13:02.340]  在整個被生產、被重生的過程當中
[00:13:02.340 --> 00:13:05.540]  絕對不能夠做些什麼
[00:13:05.540 --> 00:13:12.040]  來促使這個屬靈生生命的誕生
[00:13:12.040 --> 00:13:15.840]  其實聖經作者在第一章
[00:13:15.840 --> 00:13:20.640]  第十二至十三節
[00:13:20.640 --> 00:13:27.840]  一早就已經帶出了這個這麼重要的神學主題
[00:13:27.840 --> 00:13:28.940]  那裡這麼說
[00:13:28.940 --> 00:13:33.240]  「凡接待祂的就是信祂的人」
[00:13:33.240 --> 00:13:37.040]  「信祂的人祂就賜給他們權柄」
[00:13:37.040 --> 00:13:39.440]  「做神的兒女」
[00:13:39.440 --> 00:13:42.140]  「神的兒女不是從血氣」
[00:13:42.140 --> 00:13:44.840]  「神的兒女不是從情慾」
[00:13:44.840 --> 00:13:49.040]  「神的兒女也不是從人的意願」
[00:13:49.040 --> 00:13:53.840]  「而是從神的意願而生」
[00:13:53.840 --> 00:13:56.940]  所以在這裡我們看到
[00:13:56.940 --> 00:14:01.840]  人之所以能夠成為神的兒女
[00:14:01.840 --> 00:14:07.240]  完完全全是神祂自己的工作
[00:14:07.240 --> 00:14:10.140]  當然當尼高帝沒有聽到這句話的時候
[00:14:10.140 --> 00:14:13.840]  他就進一步在質疑地說
[00:14:13.840 --> 00:14:16.540]  人都老了
[00:14:16.540 --> 00:14:19.140]  怎樣能夠重生呢?
[00:14:19.140 --> 00:14:22.840]  怎樣能夠再捐回去母腹那裡
[00:14:22.840 --> 00:14:26.240]  再生多一次出來呢?
[00:14:26.240 --> 00:14:28.840]  耶穌就這樣回答祂說
[00:14:28.840 --> 00:14:32.540]  「人如果不是從水和聖靈生」
[00:14:32.540 --> 00:14:35.640]  「就不能夠進神的國」
[00:14:35.640 --> 00:14:38.740]  「從肉生生的就是肉生」
[00:14:38.740 --> 00:14:45.940]  「從靈生的才是靈」
[00:14:45.940 --> 00:14:47.440]  主耶穌在這裡
[00:14:47.440 --> 00:14:50.740]  其實是引用了舊約
[00:14:50.740 --> 00:14:55.140]  有關水和聖靈的典故
[00:14:55.140 --> 00:14:56.840]  而這個典故是來自
[00:14:56.840 --> 00:14:58.840]  《二世結書》第三十六章
[00:14:58.840 --> 00:15:02.040]  二十四至二十七節
[00:15:02.040 --> 00:15:05.040]  或者我請大家讀出這段經文
[00:15:05.040 --> 00:15:06.940]  一 二 三
[00:15:26.840 --> 00:15:40.140]  「我必將我的靈」
[00:15:40.140 --> 00:15:41.840]  「放在你們裡面」
[00:15:41.840 --> 00:15:44.640]  「使你們順從我的律例」
[00:15:44.640 --> 00:15:48.140]  「謹守遵行我的典章」
[00:15:48.140 --> 00:15:51.840]  主耶穌引用這個典故的目的
[00:15:51.840 --> 00:15:54.640]  是要提醒尼高帝母
[00:15:54.640 --> 00:15:59.040]  人之所以能夠得以被救贖
[00:15:59.040 --> 00:16:03.440]  能夠得以被重生
[00:16:03.440 --> 00:16:08.340]  完全是出於神祂自己手裡的工作
[00:16:08.340 --> 00:16:09.540]  我們從經文可以留意到
[00:16:09.540 --> 00:16:12.040]  人做了什麼
[00:16:12.040 --> 00:16:14.640]  所有的動詞都是指向神
[00:16:14.640 --> 00:16:18.340]  神說「我要」「我必」
[00:16:18.340 --> 00:16:22.140]  「I will」「I will」「I will」
[00:16:22.140 --> 00:16:25.640]  似乎人唯一可以做的
[00:16:25.640 --> 00:16:29.940]  就是順靠和順服
[00:16:29.940 --> 00:16:30.840]  其實神的工作
[00:16:30.840 --> 00:16:35.040]  真的絕對不能夠靠人的血氣
[00:16:35.040 --> 00:16:41.540]  而是完全要靠神的靈方能成事
[00:16:41.540 --> 00:16:44.440]  所以主耶穌祂強調說
[00:16:44.440 --> 00:16:48.740]  從肉身就只可以生肉身
[00:16:48.740 --> 00:16:52.540]  從靈三才是靈
[00:16:52.540 --> 00:16:56.940]  才是一個真正屬靈的生命
[00:16:56.940 --> 00:17:01.440]  意思是從一個有聚性屬血氣的生命
[00:17:01.440 --> 00:17:07.140]  始終只能夠產生出一個屬血氣的生命
