
[00:00:00.000 --> 00:00:03.060]  聽說最近有一部電視劇
[00:00:03.060 --> 00:00:04.980]  引起很多話題
[00:00:04.980 --> 00:00:08.220]  這部電視劇叫做什麼呢?
[00:00:08.220 --> 00:00:10.960]  就是《親親我好嗎?》
[00:00:10.960 --> 00:00:12.200]  大家有看嗎?
[00:00:12.200 --> 00:00:13.320]  有吧?
[00:00:13.320 --> 00:00:14.120]  有些沒看有些看
[00:00:14.120 --> 00:00:14.840]  我也沒看
[00:00:14.840 --> 00:00:16.080]  我先講了
[00:00:16.080 --> 00:00:17.320]  引起話題
[00:00:17.320 --> 00:00:18.580]  我也很好奇
[00:00:18.580 --> 00:00:20.480]  講什麼內容呢?
[00:00:20.480 --> 00:00:23.280]  原來電視劇播出之後
[00:00:23.280 --> 00:00:25.160]  收視飆升
[00:00:25.160 --> 00:00:28.480]  引起很多人討論區的討論
[00:00:28.480 --> 00:00:31.400]  網民大讚這部劇情
[00:00:31.400 --> 00:00:32.520]  最重要是什麼呢?
[00:00:32.520 --> 00:00:34.040]  夠貼地
[00:00:34.040 --> 00:00:37.480]  你看劇情不要看得太虛幻
[00:00:37.480 --> 00:00:38.400]  虛幻也好
[00:00:38.400 --> 00:00:41.520]  不過有時候跟社會不太貼切
[00:00:41.520 --> 00:00:42.560]  這次的題目
[00:00:42.560 --> 00:00:45.120]  這部電視劇很貼地
[00:00:45.120 --> 00:00:47.680]  很引起很多市民
[00:00:47.680 --> 00:00:52.640]  或者很多看電視的家長
[00:00:52.640 --> 00:00:53.640]  或者他們
[00:00:53.640 --> 00:00:55.480]  是很有共鳴的
[00:00:55.480 --> 00:01:03.160]  更加反映出香港一些所謂的怪獸家長的心態
[00:01:03.160 --> 00:01:04.440]  所以
[00:01:04.440 --> 00:01:11.120]  他說完美演繹了演員是一個極品的怪獸
[00:01:11.120 --> 00:01:14.320]  我就上網看看
[00:01:14.320 --> 00:01:16.080]  我沒時間看劇集
[00:01:16.080 --> 00:01:18.520]  我就上網看看討論怎麼說
[00:01:18.520 --> 00:01:20.440]  原來他說到
[00:01:20.440 --> 00:01:22.360]  現在的家長
[00:01:22.360 --> 00:01:24.720]  為了兒女
[00:01:24.720 --> 00:01:29.400]  能夠幫助他們有好的前途
[00:01:29.400 --> 00:01:33.920]  同時間報讀兩間幼稚園
[00:01:33.920 --> 00:01:35.760]  原來這些消息
[00:01:35.760 --> 00:01:37.240]  也不是劇情
[00:01:37.240 --> 00:01:38.520]  真的有這樣的
[00:01:38.520 --> 00:01:41.120]  聽說某個名人也是這樣
[00:01:41.120 --> 00:01:42.200]  他說
[00:01:42.200 --> 00:01:44.240]  為什麼要報讀兩間幼稚園呢?
[00:01:44.240 --> 00:01:45.640]  因為
[00:01:45.640 --> 00:01:48.400]  怕女兒悶
[00:01:48.400 --> 00:01:51.000]  上午下午都悶了
[00:01:51.000 --> 00:01:52.800]  上午回到下午
[00:01:52.800 --> 00:01:54.920]  幼稚園很開心的,有很多東西可以學的
[00:01:54.920 --> 00:01:57.240]  所以跟他報讀兩間幼稚園
[00:01:57.240 --> 00:01:58.760]  打麥一起上學
[00:01:58.760 --> 00:02:00.320]  多開心呢
[00:02:00.320 --> 00:02:02.640]  如果有夜校可能也報讀夜校
[00:02:02.640 --> 00:02:03.720]  更開心
[00:02:03.720 --> 00:02:06.640]  然後劇情裡面說
[00:02:06.640 --> 00:02:09.480]  為了遷就校網
[00:02:09.480 --> 00:02:11.040]  住劏房也要去
[00:02:11.040 --> 00:02:14.480]  通宵排興趣班等等
[00:02:14.480 --> 00:02:18.200]  去到菲律賓拿領洗紙
[00:02:18.200 --> 00:02:21.280]  其實我也碰過這樣的情況
[00:02:21.280 --> 00:02:25.280]  偶爾有些人來到教會
[00:02:25.280 --> 00:02:27.240]  我想受浸
[00:02:27.240 --> 00:02:28.880]  我問他為什麼要受浸
[00:02:28.880 --> 00:02:30.080]  他很坦白的
[00:02:30.080 --> 00:02:33.240]  他說我還要希望幾時之前浸到
[00:02:33.240 --> 00:02:34.880]  然後拿一張
[00:02:34.880 --> 00:02:36.000]  他們可能說的那些
[00:02:36.000 --> 00:02:37.200]  就是手洗紙
[00:02:37.200 --> 00:02:40.000]  然後跟女兒報讀小學
[00:02:40.000 --> 00:02:41.480]  有分數的
[00:02:41.480 --> 00:02:43.000]  他很坦白的說
[00:02:43.000 --> 00:02:44.200]  我說
[00:02:44.200 --> 00:02:47.280]  這些受浸證明不是這樣用的
[00:02:47.280 --> 00:02:51.240]  你應該回教會認識耶穌基督
[00:02:51.240 --> 00:02:53.240]  偶爾也會遇到這樣的情況
[00:02:53.240 --> 00:02:55.360]  他覺得沒問題的
[00:02:55.360 --> 00:02:57.200]  你總之提供給我
[00:02:57.200 --> 00:02:59.560]  你要我奉獻也好
[00:02:59.560 --> 00:03:00.960]  你要我怎樣做也好
[00:03:00.960 --> 00:03:03.160]  總之我希望拿到一張
[00:03:03.160 --> 00:03:04.280]  然後幫到女兒
[00:03:04.280 --> 00:03:06.800]  幫到兒子報讀小學
[00:03:06.800 --> 00:03:09.080]  這些都不是新事
[00:03:09.080 --> 00:03:11.360]  我十幾年前已經遇到
[00:03:11.360 --> 00:03:14.920]  當然劇情裡面
[00:03:14.920 --> 00:03:19.040]  虎媽就要休息計時
[00:03:19.040 --> 00:03:20.480]  做了多久功課
[00:03:20.480 --> 00:03:22.320]  給你八分鐘休息時間
[00:03:22.320 --> 00:03:24.560]  但是肚子痛也好
[00:03:24.560 --> 00:03:26.280]  也不會補時了
[00:03:26.280 --> 00:03:32.000]  就看到今天香港的情況
[00:03:32.000 --> 00:03:35.160]  這齣劇也很反映到現在的情況
[00:03:35.160 --> 00:03:38.560]  究竟跟我剛才
[00:03:38.560 --> 00:03:41.080]  大家一起讀這段經文有什麼關係呢?
[00:03:41.080 --> 00:03:44.200]  耶穌基督在這段經文裡面
[00:03:44.200 --> 00:03:47.200]  當然也提及到一位家長
[00:03:47.200 --> 00:03:52.560]  一位女兒的媽媽
[00:03:52.560 --> 00:03:55.800]  因為女兒病了
[00:03:55.800 --> 00:03:57.200]  有鬼附
[00:03:57.200 --> 00:04:00.080]  於是就要請到耶穌幫助她
[00:04:00.080 --> 00:04:01.800]  醫治她趕鬼
[00:04:01.800 --> 00:04:05.200]  耶穌就說了很特別的話
[00:04:05.200 --> 00:04:08.360]  祂說:你要先讓你的孩子們
[00:04:08.360 --> 00:04:10.120]  小孩子們先吃飽
[00:04:10.120 --> 00:04:14.400]  不要給小孩子吃的麵包
[00:04:14.400 --> 00:04:17.360]  給小狗吃
[00:04:17.360 --> 00:04:19.360]  這是一個對答
[00:04:19.360 --> 00:04:21.960]  家長好像很領會
[00:04:21.960 --> 00:04:24.000]  有些看法是
[00:04:24.000 --> 00:04:27.360]  沒錯,我們也要給孩子吃飽
[00:04:27.360 --> 00:04:28.760]  給女兒吃飽
[00:04:28.760 --> 00:04:31.520]  但是小狗也要吃飽的
[00:04:31.520 --> 00:04:36.640]  也要拿到桌子下的碎渣來吃
[00:04:36.640 --> 00:04:41.840]  在一個耶穌的對答
[00:04:41.840 --> 00:04:45.520]  講求救恩,講求醫治
[00:04:45.520 --> 00:04:47.680]  一般來說我們就會知道
[00:04:47.680 --> 00:04:49.480]  這是在講耶穌基督
[00:04:49.480 --> 00:04:53.600]  在對答裡面用這個比喻說明
[00:04:53.600 --> 00:04:56.480]  猶太人和外邦人
[00:04:56.480 --> 00:05:00.120]  得救的先後次序的關係
[00:05:00.120 --> 00:05:07.160]  這次耶穌不知道為什麼會來到一個比較外邦人的地方
[00:05:07.160 --> 00:05:09.560]  一般來說耶穌很少去這些地方
[00:05:09.560 --> 00:05:12.520]  當然會遇到這些外邦人
