
[00:00:00.000 --> 00:00:04.640]  今天很想和大家分享一個經驗
[00:00:04.640 --> 00:00:09.080]  這個經驗不知道大家有沒有做運動的經歷
[00:00:09.080 --> 00:00:11.880]  又或者身體檢查的經歷
[00:00:11.880 --> 00:00:15.180]  因爲當你去做運動或者身體檢查的時候
[00:00:15.180 --> 00:00:16.960]  有一件事很重要的
[00:00:16.960 --> 00:00:20.280]  就是究竟你達不達到那個標準呢
[00:00:20.280 --> 00:00:25.420]  你做不做夠那個標準以至可以產生效果呢
[00:00:25.420 --> 00:00:30.460]  我想起我早年的時候
[00:00:30.460 --> 00:00:33.900]  你看我都是胖胖的
[00:00:33.900 --> 00:00:35.780]  從小到大都是胖的
[00:00:35.780 --> 00:00:38.780]  所以家裏都很關心我的體重
[00:00:38.780 --> 00:00:44.020]  他就鼓勵我你要去見營養師
[00:00:44.020 --> 00:00:48.140]  我當年有一間很出名的
[00:00:48.140 --> 00:00:50.440]  今天不賣廣告了
[00:00:50.440 --> 00:00:53.700]  當時就參加營養師的計劃
[00:00:53.700 --> 00:00:56.140]  營養師計劃其實是做什麼的呢
[00:00:56.140 --> 00:00:57.880]  其實就沒什麼做的
[00:00:57.880 --> 00:01:00.980]  其實主要就是將你每天喫過的東西
[00:01:00.980 --> 00:01:03.340]  寫在紙上
[00:01:03.340 --> 00:01:08.020]  然後見營養師的時候就量一下體重
[00:01:08.020 --> 00:01:09.460]  然後他就告訴你
[00:01:09.460 --> 00:01:13.540]  你現在體重超過標準多少磅
[00:01:13.540 --> 00:01:17.040]  以我來說就超過標準幾十磅
[00:01:17.040 --> 00:01:20.400]  你不要這樣
[00:01:20.400 --> 00:01:23.200]  其實我現在都超過標準的
[00:01:23.200 --> 00:01:27.660]  但是我當時是超過標準幾十磅
[00:01:27.660 --> 00:01:30.540]  好了,你現在就要減這麼多磅了
[00:01:30.540 --> 00:01:32.100]  現在有這麼多個星期
[00:01:32.100 --> 00:01:33.520]  你要減這麼多個磅
[00:01:33.520 --> 00:01:36.660]  你每個星期就要將你喫過的東西
[00:01:36.660 --> 00:01:38.140]  記錄給我看
[00:01:38.140 --> 00:01:39.660]  然後每個星期去磅
[00:01:39.660 --> 00:01:41.380]  你又要去做運動
[00:01:41.380 --> 00:01:45.660]  你又要可能透過一些藥物去幫助自己
[00:01:45.660 --> 00:01:48.380]  所以經過一段時間之後
[00:01:48.380 --> 00:01:50.820]  真的有那個用
[00:01:50.820 --> 00:01:52.600]  有那個用其實我就心想
[00:01:52.600 --> 00:01:54.260]  其實最有用的是什麼呢
[00:01:54.260 --> 00:01:58.260]  就是每次你喫了些什麼不對的食物
[00:01:58.260 --> 00:02:01.140]  你寫下去它就會圈住你
[00:02:01.140 --> 00:02:04.620]  這些食物喫了你不對了
[00:02:04.620 --> 00:02:08.140]  你就要減少喫它了
[00:02:08.140 --> 00:02:11.460]  我就經常想這些指標經常提醒我
[00:02:11.460 --> 00:02:15.780]  我怎麼能夠將由一個不達標
[00:02:15.780 --> 00:02:19.780]  一直慢慢去到達標的地步呢
[00:02:19.780 --> 00:02:23.100]  所以同樣在我們很多弟兄姊妹
[00:02:23.100 --> 00:02:25.140]  可能都有做過身體檢查
[00:02:25.140 --> 00:02:27.780]  身體檢查你都會看到
[00:02:27.780 --> 00:02:31.540]  比如說你的好的膽固醇
[00:02:31.540 --> 00:02:33.020]  壞的膽固醇
[00:02:33.020 --> 00:02:36.660]  或者你的三酸甘油脂有沒有超標
[00:02:36.660 --> 00:02:38.100]  然後醫生就告訴你
[00:02:38.100 --> 00:02:41.180]  你就要好好地控制自己的飲食
[00:02:41.180 --> 00:02:42.780]  要多做運動等等
[00:02:42.780 --> 00:02:45.620]  可能我們覺得很習以爲常
[00:02:45.620 --> 00:02:48.820]  我覺得這件事差不多已經是我們的常態
[00:02:48.820 --> 00:02:52.060]  但是其實不單止是說我們日常的生命
[00:02:52.060 --> 00:02:57.060]  當我們說到承傳神給我們的生命特質的時候
[00:02:57.060 --> 00:02:59.700]  我們同樣需要有一個指標
[00:02:59.700 --> 00:03:01.140]  去幫助我們知道
[00:03:01.140 --> 00:03:03.260]  究竟我們現在走的
[00:03:03.260 --> 00:03:06.820]  是不是真是神要我們走的目標呢
[00:03:06.820 --> 00:03:10.180]  我們這個指標究竟我們在侍奉
[00:03:10.180 --> 00:03:13.780]  在人生一起前進的過程裏面
[00:03:13.780 --> 00:03:16.700]  我們達不達到神的心意呢
[00:03:16.700 --> 00:03:21.140]  所以我很想借着今天保羅透過提摩鈦
[00:03:21.140 --> 00:03:24.660]  和保羅在菲勒比書裏面兩個地方
[00:03:24.660 --> 00:03:28.020]  讓我們看到究竟神在我們的指紋當中
[00:03:28.020 --> 00:03:30.020]  究竟祂有什麼心意
[00:03:30.020 --> 00:03:32.500]  有什麼指標定下來
[00:03:32.500 --> 00:03:36.140]  讓我們向着這個指標來進發
[00:03:36.140 --> 00:03:39.820]  所以今天很想和大家去思想的一件事
[00:03:39.820 --> 00:03:43.260]  就是承傳生命的指標
[00:03:43.260 --> 00:03:46.460]  究竟我們如何去承傳生命呢
[00:03:46.460 --> 00:03:49.220]  承傳生命第一個的指標
[00:03:49.220 --> 00:03:53.980]  我們看到是要操練敬虔的生命
[00:03:53.980 --> 00:03:58.300]  可能敬虔這個字對大家來說覺得很複雜
[00:03:58.300 --> 00:04:03.420]  其實敬虔這個字是包括我們和神的關係緊密
[00:04:03.420 --> 00:04:09.460]  敬虔這個字也包括我們有一個合神心意的聖潔生活
[00:04:09.460 --> 00:04:12.740]  不過當保羅用敬虔這個字的時候
[00:04:12.740 --> 00:04:14.820]  他叫我們操練敬虔的時候
[00:04:14.820 --> 00:04:17.500]  他是一個很特別的場景裏面
[00:04:17.500 --> 00:04:23.580]  特別要我們去關注我們的生命是否能夠達標
[00:04:23.580 --> 00:04:25.860]  原來我們在聖經裏面
[00:04:25.860 --> 00:04:31.860]  我們看到在提摩太前書第四章第六至九節
[00:04:31.860 --> 00:04:33.380]  在這段經文裏面
[00:04:33.380 --> 00:04:40.140]  特別將操練敬虔和操練身體作一個比對
[00:04:40.140 --> 00:04:44.020]  不如我們先在這段經文裏面去思想到
[00:04:44.020 --> 00:04:48.300]  第一個指標就是要我們操練敬虔的生命
[00:04:48.300 --> 00:04:51.740]  我們一起讀一讀提摩太前書這一段聖經
[00:04:51.740 --> 00:04:52.980]  預備起
[00:04:52.980 --> 00:04:56.180]  你若把這些事提醒弟兄們
[00:04:56.180 --> 00:04:59.180]  就是基督耶穌的好側事
[00:04:59.180 --> 00:05:04.420]  在信仰的話語和你向來所服從的正確教義上
[00:05:04.420 --> 00:05:06.140]  得到了栽培
[00:05:06.140 --> 00:05:11.660]  要棄絕那世俗的言語和老婦的無稽傳說
[00:05:11.660 --> 00:05:14.380]  要在敬虔上操練自己
[00:05:14.380 --> 00:05:17.220]  因操練身體有些益處
[00:05:17.220 --> 00:05:20.220]  但敬虔在各方面都有益
[00:05:20.220 --> 00:05:24.820]  它有現今和未來的生命
[00:05:24.820 --> 00:05:26.660]  是所信的
[00:05:26.660 --> 00:05:29.780]  這則完全接受
[00:05:29.780 --> 00:05:32.620]  在這段經文裏面我們再一次看到
[00:05:32.620 --> 00:05:36.220]  保羅再一次提醒我們如何去達標呢
[00:05:36.220 --> 00:05:41.300]  我們達標就要在這些事上彼此有一個提醒
[00:05:41.300 --> 00:05:42.460]  什麼事呢
[00:05:42.460 --> 00:05:46.420]  原來在提摩太前書第四章一開始的時候
[00:05:46.420 --> 00:05:49.100]  就是講到當時的信徒
[00:05:49.100 --> 00:05:54.180]  他們是得到一種錯誤的教導
[00:05:54.180 --> 00:05:59.620]  他們認爲要去主張守獨身
[00:05:59.620 --> 00:06:03.540]  他們認爲要去禁戒某些食物
[00:06:03.540 --> 00:06:07.260]  幫助他們更加接近神
[00:06:07.260 --> 00:06:10.460]  如果你看回提摩太前書第四章開頭的時候
[00:06:10.460 --> 00:06:13.740]  你就會看到這些是出於什麼呢
[00:06:13.740 --> 00:06:18.660]  正經說是出於誘惑人的邪靈和鬼魔的教訓
[00:06:18.660 --> 00:06:21.660]  是出於說方者的假冒
[00:06:21.660 --> 00:06:26.220]  你留意今天如果你看到有一些信仰
[00:06:26.220 --> 00:06:31.620]  它特別要求你要做這事做那事
[00:06:31.620 --> 00:06:33.100]  你要留心
[00:06:33.100 --> 00:06:36.460]  因爲這些信仰反而是吸引人的
[00:06:36.460 --> 00:06:39.420]  最簡單我們是信主
