
[00:00:00.000 --> 00:00:02.000]  今日跟大家選擇的
[00:00:02.000 --> 00:00:05.200]  講一種關係
[00:00:05.200 --> 00:00:07.700]  題目叫做牧養和被牧養
[00:00:07.700 --> 00:00:12.000]  因為牧養是在教會裏面一種最常見
[00:00:12.000 --> 00:00:14.200]  一種最主要的一種關係
[00:00:14.200 --> 00:00:15.900]  在教會層面的中間
[00:00:15.900 --> 00:00:18.200]  教會裏面就是有牧養的人
[00:00:18.200 --> 00:00:19.700]  有被牧養的人
[00:00:19.700 --> 00:00:22.700]  當然我不是只講傳道牧者
[00:00:22.700 --> 00:00:24.200]  那個就是牧養者
[00:00:24.200 --> 00:00:25.200]  被牧養的弟兄姊妹
[00:00:25.200 --> 00:00:27.700]  兩義分
[00:00:27.700 --> 00:00:31.200]  其實我們年紀稍為大一點
[00:00:31.200 --> 00:00:33.700]  或者你是信主的年日成熟一點
[00:00:33.700 --> 00:00:36.700]  往往你都會在某些角色裏面
[00:00:36.700 --> 00:00:39.700]  你都會成為那些較為年輕一點
[00:00:39.700 --> 00:00:43.200]  較為年紀小一點的弟兄姊妹的牧養
[00:00:43.200 --> 00:00:45.200]  你有這些角色在裏面
[00:00:45.200 --> 00:00:50.200]  所以牧養不單止是教育童工的本份
[00:00:50.200 --> 00:00:52.700]  其實也有很多在做組長
[00:00:52.700 --> 00:00:53.700]  在做核心
[00:00:53.700 --> 00:00:55.200]  在做導師
[00:00:55.200 --> 00:01:00.200]  你都有你在牧養的下一代
[00:01:00.200 --> 00:01:01.200]  反過來
[00:01:01.200 --> 00:01:03.700]  無論你的年紀是甚麼都好
[00:01:03.700 --> 00:01:08.200]  我們很多人都會有牧養我們的那一代在我們中間
[00:01:08.200 --> 00:01:10.200]  所以牧養這個觀念
[00:01:10.200 --> 00:01:12.200]  或者這種情況
[00:01:12.200 --> 00:01:16.200]  在群體裏面是很實在
[00:01:16.200 --> 00:01:19.200]  和很混合在一起的
[00:01:19.200 --> 00:01:20.200]  今天這個場景
[00:01:20.200 --> 00:01:22.200]  我覺得很代表這一點
[00:01:22.200 --> 00:01:25.200]  我相信由九十後至少
[00:01:25.200 --> 00:01:27.200]  到四十後
[00:01:27.200 --> 00:01:29.200]  我相信都有在我們中間
[00:01:29.200 --> 00:01:31.200]  這麼多年代的人走在一起
[00:01:31.200 --> 00:01:33.200]  返教會不同年代
[00:01:33.200 --> 00:01:35.200]  不同成熟程度的人
[00:01:35.200 --> 00:01:37.200]  其實是會有很多牧養的關係在中間
[00:01:37.200 --> 00:01:38.200]  所以我覺得
[00:01:38.200 --> 00:01:39.200]  如果我們講代與代之相連
[00:01:39.200 --> 00:01:41.200]  從這個牧養的角度來講
[00:01:41.200 --> 00:01:44.200]  其實有甚麼聖經的內容
[00:01:44.200 --> 00:01:47.200]  真的值得我們互相提醒
[00:01:47.200 --> 00:01:51.200]  我從這個角度去想今天的講題
[00:01:51.200 --> 00:01:53.200]  大家打開聖經好不好
[00:01:53.200 --> 00:01:57.200]  我選了彼得前書第五章
[00:01:57.200 --> 00:02:02.200]  這是新約裏面一段很清楚講牧養的一段經文
[00:02:02.200 --> 00:02:04.200]  彼得前書第五章一節
[00:02:04.200 --> 00:02:05.200]  我選了五節
[00:02:05.200 --> 00:02:09.200]  因為我覺得都相當足夠
[00:02:09.200 --> 00:02:11.200]  彼得前書五章一節
[00:02:11.200 --> 00:02:13.200]  我們一起讀一次好嗎
[00:02:13.200 --> 00:02:14.200]  請
[00:02:22.200 --> 00:02:33.200]  好 謝謝
[00:02:33.200 --> 00:02:35.200]  聖經裏面
[00:02:35.200 --> 00:02:37.200]  因為是出自以色列的文化
[00:02:37.200 --> 00:02:39.200]  中東的地方
[00:02:39.200 --> 00:02:41.200]  所以牧養是一個他們用的概念
[00:02:41.200 --> 00:02:43.200]  今天我們城市人其實不是很熟悉
[00:02:43.200 --> 00:02:46.200]  牧羊人面對一群羊
[00:02:46.200 --> 00:02:48.200]  他怎樣對待他們呢
[00:02:48.200 --> 00:02:50.200]  羊是需要照顧的
[00:02:50.200 --> 00:02:52.200]  羊是需要餵羊的
[00:02:52.200 --> 00:02:54.200]  羊是需要引導的
[00:02:54.200 --> 00:02:55.200]  羊是需要保護的
[00:02:55.200 --> 00:02:57.200]  羊是需要管理的
[00:02:57.200 --> 00:02:58.200]  所以牧羊人
[00:02:58.200 --> 00:03:03.200]  牧羊這個講法
[00:03:03.200 --> 00:03:06.200]  其實是一種很全面地講
[00:03:06.200 --> 00:03:08.200]  怎樣將一個生命
[00:03:08.200 --> 00:03:10.200]  或者將一群人的生命
[00:03:10.200 --> 00:03:12.200]  有導向地
[00:03:12.200 --> 00:03:14.200]  有目的地
[00:03:14.200 --> 00:03:17.200]  將他帶到一個應該去到的地方
[00:03:17.200 --> 00:03:19.200]  讓他可以在那裏吃得飽足
[00:03:19.200 --> 00:03:21.200]  又可以長大
[00:03:21.200 --> 00:03:23.200]  又可以生活得好
[00:03:23.200 --> 00:03:26.200]  在人裏面
[00:03:26.200 --> 00:03:27.200]  舊弱去到新弱
[00:03:27.200 --> 00:03:29.200]  都是常用這種觀念
[00:03:29.200 --> 00:03:32.200]  所以這段經文
[00:03:32.200 --> 00:03:34.200]  就是彼得和一群長老講話
[00:03:34.200 --> 00:03:37.200]  主要是和一群長老講話
[00:03:37.200 --> 00:03:40.200]  長老是什麼人呢
[00:03:40.200 --> 00:03:42.200]  聖經裏面
[00:03:42.200 --> 00:03:44.200]  長老是指一群年紀大一點的人
[00:03:44.200 --> 00:03:46.200]  你看我旁邊那個是不是
[00:03:46.200 --> 00:03:49.200]  他通常都不認
[00:03:49.200 --> 00:03:51.200]  你就尊榮他
[00:03:51.200 --> 00:03:53.200]  用另一個方法
[00:03:53.200 --> 00:03:56.200]  聖經裏面除了講年紀大之外
[00:03:56.200 --> 00:03:58.200]  長老這個字
[00:03:58.200 --> 00:04:00.200]  其實就是年長的意思
[00:04:00.200 --> 00:04:01.200]  基本上
[00:04:01.200 --> 00:04:03.200]  但當然他都是指一種職份
[00:04:03.200 --> 00:04:05.200]  一種角色
[00:04:05.200 --> 00:04:07.200]  聖經裏面有第二個字
[00:04:07.200 --> 00:04:09.200]  同樣指一群人
[00:04:09.200 --> 00:04:10.200]  叫監督
[00:04:10.200 --> 00:04:11.200]  提摩太前書裏
[00:04:11.200 --> 00:04:13.200]  用監督這個字和長老這個字
[00:04:13.200 --> 00:04:15.200]  是互相交換來用的
[00:04:15.200 --> 00:04:16.200]  同一個字
[00:04:16.200 --> 00:04:18.200]  監督或者是長老
[00:04:18.200 --> 00:04:20.200]  當用監督這個字的時候
[00:04:20.200 --> 00:04:22.200]  他強調的是一種守望
[00:04:22.200 --> 00:04:24.200]  看管
[00:04:24.200 --> 00:04:25.200]  一種看實
[00:04:25.200 --> 00:04:27.200]  監察的角色
[00:04:27.200 --> 00:04:29.200]  當用長老這個字的時候
[00:04:29.200 --> 00:04:31.200]  是同一群人
[00:04:31.200 --> 00:04:34.200]  他著重牧養 教導 引導
[00:04:34.200 --> 00:04:36.200]  這種角色
[00:04:36.200 --> 00:04:39.200]  到今天
[00:04:39.200 --> 00:04:40.200]  教會裏面
[00:04:40.200 --> 00:04:42.200]  所謂長老
[00:04:42.200 --> 00:04:45.200]  其實意思就是說一些牧養的
[00:04:45.200 --> 00:04:46.200]  無論是童工
[00:04:46.200 --> 00:04:48.200]  牧養的領袖
[00:04:48.200 --> 00:04:49.200]  我們剛才提及過的
[00:04:49.200 --> 00:04:52.200]  所有在我們前面引導我們的
[00:04:52.200 --> 00:04:54.200]  率領生命成熟一點的
[00:04:54.200 --> 00:04:56.200]  無論是組長 核心 導師
[00:04:56.200 --> 00:05:00.200]  他有份帶領我們的生命向前走
[00:05:00.200 --> 00:05:04.200]  那些人都可以說是我們的牧養者
[00:05:04.200 --> 00:05:06.200]  所以在我們中間
[00:05:06.200 --> 00:05:08.200]  可能你已經見到很多牧養你的人在座
[00:05:08.200 --> 00:05:11.200]  或者你見到很多被你牧養的人
[00:05:11.200 --> 00:05:13.200]  都坐在你的前前後後
[00:05:13.200 --> 00:05:14.200]  都不一定
[00:05:14.200 --> 00:05:17.200]  牧養就是混在整個教會群體的中間
[00:05:17.200 --> 00:05:18.200]  這段經文
[00:05:18.200 --> 00:05:21.200]  其實給我們有甚麼的體見
[00:05:21.200 --> 00:05:23.200]  關於牧養這件事呢
[00:05:23.200 --> 00:05:25.200]  我想說三件事
[00:05:25.200 --> 00:05:27.200]  想說三種精神
[00:05:27.200 --> 00:05:30.200]  第一種精神
[00:05:30.200 --> 00:05:33.200]  怎樣才能將牧養連起
[00:05:33.200 --> 00:05:35.200]  代與代之間的關係呢
[00:05:35.200 --> 00:05:36.200]  第一種精神
[00:05:36.200 --> 00:05:37.200]  是他強調的
