
[00:00:00.000 --> 00:00:05.000]  好,頂姐妹、各位朋友,聖誕平安!
[00:00:05.000 --> 00:00:10.000]  今天的經文只有一節,懂不懂背?
[00:00:10.000 --> 00:00:13.000]  剛才就讀了,不如試試背吧!
[00:00:13.000 --> 00:00:15.000]  好嗎?準備起!
[00:00:15.000 --> 00:00:23.000]  在至高之處,榮耀歸於神,在地上平安歸於他所喜悅的人。
[00:00:23.000 --> 00:00:31.000]  我很盼望,當崇拜一會兒訊息完了之後,我們能夠得著地上這份平安。
[00:00:31.000 --> 00:00:35.000]  同樣,當我們生命裏面經歷過這份平安的時候,
[00:00:35.000 --> 00:00:43.000]  我們裏面的生命可以彰顯神祂自己的榮耀,彰顯神的榮耀。
[00:00:43.000 --> 00:00:49.000]  我相信弟兄姊妹很期盼2023年明天會更好。
[00:00:49.000 --> 00:00:53.000]  我們彼此祝福的時候,我們都會跟身邊的弟兄姊妹說,
[00:00:53.000 --> 00:00:59.000]  「祝福你,心想事成,我們的夢想可以成真。」
[00:00:59.000 --> 00:01:05.000]  又可以祝福你,福杯滿日,福氣放在杯子上要怎樣?
[00:01:05.000 --> 00:01:07.000]  是要滿捨出來的。
[00:01:07.000 --> 00:01:10.000]  最重要是人人有功開,要吃飯的,對不對?
[00:01:10.000 --> 00:01:17.000]  事事順境就好了,在神的手裏,一切都盡到順利。
[00:01:17.000 --> 00:01:21.000]  接著我們又很期盼能夠喜樂迎迎。
[00:01:21.000 --> 00:01:25.000]  所以每到新年的時候,都會有一種食物我們會吃的。
[00:01:25.000 --> 00:01:27.000]  知不知道要吃甚麼呢?
[00:01:27.000 --> 00:01:31.000]  吃完會很開心,要剝殼的。
[00:01:31.000 --> 00:01:33.000]  一定是說了提示。
[00:01:33.000 --> 00:01:35.000]  是的,就是開心果了。
[00:01:35.000 --> 00:01:39.000]  特別在疫情期間的時候,大家要多多保重。
[00:01:39.000 --> 00:01:45.000]  祝福我們,祝福身邊的弟兄姊妹,身體、心靈都健康,
[00:01:45.000 --> 00:01:47.000]  出入要平安。
[00:01:47.000 --> 00:01:52.000]  如果每天都這麼平安,每天都這麼正,這麼好的話,
[00:01:52.000 --> 00:01:56.000]  那我們就真的不用安個平安鐘了。
[00:01:56.000 --> 00:02:00.000]  因為,我都這麼平安,為甚麼要安個平安鐘呢?
[00:02:00.000 --> 00:02:05.000]  但事實上,我們又知道在掌井門或者獨居的裏面,
[00:02:05.000 --> 00:02:07.000]  家裏總會有一個平安鐘的。
[00:02:07.000 --> 00:02:13.000]  這個鐘很重要的,一有甚麼事,按個鍵,對方就可以應記了,
[00:02:13.000 --> 00:02:15.000]  喂,你有沒有事啊?
[00:02:15.000 --> 00:02:17.000]  我馬上來到去救你了。
[00:02:17.000 --> 00:02:21.000]  弟兄姊妹,你又有沒有試過,一出街就踩招皮呢?
[00:02:21.000 --> 00:02:23.000]  有的揮揮手給我看看。
[00:02:23.000 --> 00:02:25.000]  我踩到其他東西了。
[00:02:25.000 --> 00:02:28.000]  沒有啊,有啊,好啊。
[00:02:28.000 --> 00:02:32.000]  跟著有沒有一些弟兄姊妹,當你一出街走走的時候,
[00:02:32.000 --> 00:02:34.000]  突然間見到一隻大蟑螂?
[00:02:34.000 --> 00:02:37.000]  跟著之後就立刻咬柴了。
[00:02:37.000 --> 00:02:39.000]  你有沒有經歷過?
[00:02:39.000 --> 00:02:42.000]  沒有啊,原來大家不怕蟑螂的。
[00:02:42.000 --> 00:02:45.000]  弟兄姊妹,你有沒有經歷過,
[00:02:45.000 --> 00:02:48.000]  當你一出街就趕著趕著上班,
[00:02:48.000 --> 00:02:52.000]  一見到蟑螂的時候,突然間上面有一堆東西,
[00:02:52.000 --> 00:02:55.000]  突然間天降金露,中頭獎。
[00:02:55.000 --> 00:02:58.000]  重重的,又暖暖的,又濕濕的。
[00:02:58.000 --> 00:03:00.000]  疊在你的衣服上呢?
[00:03:00.000 --> 00:03:03.000]  有沒有試過?
[00:03:03.000 --> 00:03:06.000]  你們為甚麼這麼傻呢?
[00:03:06.000 --> 00:03:09.000]  以上三樣東西,我全部都中過。
[00:03:09.000 --> 00:03:12.000]  但我還沒中過COVID-19。
[00:03:12.000 --> 00:03:16.000]  我們很想每一天都好,
[00:03:16.000 --> 00:03:19.000]  我們很想每一件事都好,
[00:03:19.000 --> 00:03:22.000]  每一天都可以很順利的。
[00:03:22.000 --> 00:03:24.000]  上班也好,回家也好,
[00:03:24.000 --> 00:03:26.000]  我們工作,我們服侍,
[00:03:26.000 --> 00:03:28.000]  開會再好不要開這麼長。
[00:03:28.000 --> 00:03:30.000]  或者做家務,照顧孩子。
[00:03:30.000 --> 00:03:33.000]  每一件事都順利,有多好呢?
[00:03:33.000 --> 00:03:36.000]  當每一件事都好的時候,
[00:03:36.000 --> 00:03:40.000]  我們心裏面就自然有平安,對不對?
[00:03:40.000 --> 00:03:43.000]  因為很安穩,我們無穿無爛,
[00:03:43.000 --> 00:03:46.000]  甚麼事故都沒有,安安定定的。
[00:03:46.000 --> 00:03:49.000]  原來我們心裏面的字典,
[00:03:49.000 --> 00:03:51.000]  這一份就是平安。
[00:03:51.000 --> 00:03:53.000]  無穿無爛,多好啊,
[00:03:53.000 --> 00:03:55.000]  每天都很開心,很快樂的。
[00:03:55.000 --> 00:03:57.000]  這就是平安。
[00:03:57.000 --> 00:03:59.000]  不過我們又真的知道,
[00:03:59.000 --> 00:04:01.000]  不會有天下太平的。
[00:04:01.000 --> 00:04:03.000]  我們又真的知道,
[00:04:03.000 --> 00:04:05.000]  不會風調雨順的。
[00:04:05.000 --> 00:04:08.000]  又未必能夠過太民安。
[00:04:08.000 --> 00:04:10.000]  我們實在又正在經歷,
[00:04:10.000 --> 00:04:14.000]  不平安,不安全,不健康,
[00:04:14.000 --> 00:04:17.000]  不穩定,不喜樂,不如意,
[00:04:17.000 --> 00:04:19.000]  還有不甚麼呢?
[00:04:19.000 --> 00:04:21.000]  我聽到不少人。
[00:04:21.000 --> 00:04:25.000]  因為聖經裏面都是這樣說的,
[00:04:25.000 --> 00:04:28.000]  希伯來書的一章十一至十二節,
[00:04:28.000 --> 00:04:30.000]  他是這樣來說的,
[00:04:30.000 --> 00:04:32.000]  不如我們一起讀吧,準備起。
[00:04:32.000 --> 00:04:34.000]  天地都要滅沒,
[00:04:34.000 --> 00:04:36.000]  你卻要長存,
[00:04:36.000 --> 00:04:39.000]  天地都要像衣服漸漸舊了,
[00:04:39.000 --> 00:04:43.000]  你要將天地捲起來,像一件外衣,
[00:04:43.000 --> 00:04:45.000]  天地就都改變了,
[00:04:45.000 --> 00:04:47.000]  唯有你永不改變,
[00:04:47.000 --> 00:04:50.000]  你的歲月沒有窮盡。
[00:04:50.000 --> 00:04:53.000]  這個天地原來是會扭壞的,
[00:04:53.000 --> 00:04:55.000]  原來這個天地是會有穿窿的一天,
[00:04:55.000 --> 00:04:59.000]  原來這個天地總會有一天是會廢去的,
[00:04:59.000 --> 00:05:02.000]  原來這個世界是會有扭爛的,
[00:05:02.000 --> 00:05:07.000]  但為甚麼天使會跟牧羊人說以下這番說話?
[00:05:07.000 --> 00:05:10.000]  路加福音二章十一至十四節,
[00:05:10.000 --> 00:05:13.000]  他說天使對他們說,
[00:05:13.000 --> 00:05:16.000]  不要懼怕,我報給你們大喜的信息,
[00:05:16.000 --> 00:05:18.000]  是關乎萬民的,
[00:05:18.000 --> 00:05:20.000]  因今日在大衛的城裏面,
[00:05:20.000 --> 00:05:22.000]  為你們生了舊主,
[00:05:22.000 --> 00:05:23.000]  就是誰?
[00:05:23.000 --> 00:05:24.000]  主基督,對不對?
[00:05:24.000 --> 00:05:27.000]  你們要看見一個嬰孩包住布,
[00:05:27.000 --> 00:05:30.000]  臥在馬槽裏,那就是記號了,
[00:05:30.000 --> 00:05:32.000]  忽然有一大隊天兵,
[00:05:32.000 --> 00:05:35.000]  跟那天使讚美神說一齊話,
[00:05:35.000 --> 00:05:39.000]  在至高之處,榮耀歸於神,
