
[00:00:00.000 --> 00:00:02.000]  主持人:梓中姐,你們平安
[00:00:02.000 --> 00:00:04.000]  梓中姐:你們先平安
[00:00:04.000 --> 00:00:11.000]  主持人:今天我講的講題是傳福音的secret sauce 秘密醬料
[00:00:11.000 --> 00:00:16.000]  梓中姐:今天我的講題是傳福音的secret sauce 秘密醬料
[00:00:16.000 --> 00:00:26.000]  主持人:我知道我們教會中間很多人煮東西都很厲害,煮得很好吃
[00:00:26.000 --> 00:00:30.000]  梓中姐:我知道我們教會中間很多人煮東西都很厲害,煮得很好吃
[00:00:30.000 --> 00:00:37.000]  梓中姐:好像我們喜樂團契有花姐經常煮東西給我們吃,我每次都吃得很開心
[00:00:37.000 --> 00:00:43.000]  梓中姐:就像我們喜樂團契中有花姐經常煮飯給大家吃,我每次都吃得很開心
[00:00:43.000 --> 00:00:49.000]  梓中姐:又或者我們美玲經常來教會煮東西給我們同宮吃
[00:00:49.000 --> 00:00:54.000]  梓中姐:又或者我們美玲經常來教會煮東西給我們同宮吃
[00:00:54.000 --> 00:01:00.000]  梓中姐:其實我小學六年級就學會煮東西了
[00:01:00.000 --> 00:01:05.000]  梓中姐:其實我小學六年級就學會煮東西吃了
[00:01:05.000 --> 00:01:11.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:11.000 --> 00:01:15.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:15.000 --> 00:01:21.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:21.000 --> 00:01:24.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:24.000 --> 00:01:27.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:27.000 --> 00:01:30.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:30.000 --> 00:01:33.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:33.000 --> 00:01:36.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:36.000 --> 00:01:39.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:39.000 --> 00:01:42.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:42.000 --> 00:01:51.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:51.000 --> 00:01:54.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:54.000 --> 00:01:57.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:01:57.000 --> 00:02:00.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:02:00.000 --> 00:02:03.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
[00:02:03.000 --> 00:02:06.000]  梓中姐:長大和結婚之後,我媽媽和我太太都把我寵壞了
