
[00:00:00.000 --> 00:00:03.000]  各位影子們聖誕平安
[00:00:03.000 --> 00:00:08.000]  來到這一刻我才覺得有些節日的氣氛
[00:00:08.000 --> 00:00:12.000]  大家穿得紅紅露露
[00:00:12.000 --> 00:00:14.000]  唱聖誕詩
[00:00:14.000 --> 00:00:16.000]  又有這麼多人在
[00:00:16.000 --> 00:00:20.000]  你只看商場的裝飾
[00:00:20.000 --> 00:00:23.000]  我覺得節日氣氛都未到
[00:00:23.000 --> 00:00:27.000]  今天的詩班又唱得非常之好
[00:00:27.000 --> 00:00:33.000]  將大概古典傳統聖詩的精華都唱完
[00:00:33.000 --> 00:00:36.000]  聖誕節我們講報佳音
[00:00:36.000 --> 00:00:40.000]  在聖經裏面有牧羊人向人報佳音
[00:00:40.000 --> 00:00:43.000]  有天使向人報佳音
[00:00:43.000 --> 00:00:45.000]  今天我們要講
[00:00:45.000 --> 00:00:50.000]  原來天上的星象都可以報佳音
[00:00:50.000 --> 00:00:53.000]  甚至在這個特別的時刻
[00:00:53.000 --> 00:00:56.000]  用天上奇特的星象
[00:00:56.000 --> 00:00:59.000]  向東方那幾個博士
[00:00:59.000 --> 00:01:03.000]  來報新生王出生的訊息
[00:01:03.000 --> 00:01:07.000]  所以我們今天在四卷福音裏面
[00:01:07.000 --> 00:01:11.000]  是唯一在《馬太福音》第二章
[00:01:11.000 --> 00:01:15.000]  講到西方的明星
[00:01:15.000 --> 00:01:17.000]  我們一般說東方明星
[00:01:17.000 --> 00:01:19.000]  其實應該是西方明星
[00:01:19.000 --> 00:01:23.000]  因為幾個博士是從東往西觀察
[00:01:23.000 --> 00:01:26.000]  所以是東方的博士
[00:01:26.000 --> 00:01:28.000]  西方的明星
[00:01:28.000 --> 00:01:30.000]  看到這個星象
[00:01:30.000 --> 00:01:33.000]  然後他獲得一個訊息
[00:01:33.000 --> 00:01:38.000]  要去到東方來朝拜新生王
[00:01:38.000 --> 00:01:41.000]  伯利恆的星一直以來
[00:01:41.000 --> 00:01:44.000]  不單止是聖誕節裏面
[00:01:44.000 --> 00:01:46.000]  一個很重要的象徵
[00:01:46.000 --> 00:01:49.000]  聖誕樹你都看到了
[00:01:49.000 --> 00:01:52.000]  聖誕樹的樹頂
[00:01:52.000 --> 00:01:54.000]  是擺一個天使
[00:01:54.000 --> 00:01:56.000]  還是擺一顆星
[00:01:56.000 --> 00:01:59.000]  是代表你的信仰有所不同
[00:01:59.000 --> 00:02:01.000]  你不知道知不知道
[00:02:01.000 --> 00:02:06.000]  有些教堂在上高亦都擺一顆星
[00:02:06.000 --> 00:02:09.000]  這顆星是象徵著
[00:02:09.000 --> 00:02:13.000]  指引人的信仰路程
[00:02:13.000 --> 00:02:15.000]  這顆星亦都代表著
[00:02:15.000 --> 00:02:19.000]  神要向人的一個啟示
[00:02:19.000 --> 00:02:21.000]  歷來有關這顆星
[00:02:21.000 --> 00:02:23.000]  有很多的解說
[00:02:23.000 --> 00:02:25.000]  有人說它能夠動
[00:02:25.000 --> 00:02:27.000]  當然是彗星
[00:02:27.000 --> 00:02:28.000]  它有特別光
[00:02:28.000 --> 00:02:30.000]  當然是九珠連環
[00:02:30.000 --> 00:02:32.000]  或者是Supernova
[00:02:32.000 --> 00:02:34.000]  新星的爆發
[00:02:34.000 --> 00:02:38.000]  其實有些天文學家告訴我們
[00:02:38.000 --> 00:02:40.000]  在人類歷史裏面
[00:02:40.000 --> 00:02:42.000]  大概只有一百七十顆
[00:02:42.000 --> 00:02:46.000]  Supernova新星爆發的現象
[00:02:46.000 --> 00:02:48.000]  爆發之後成為宇宙裏面
[00:02:48.000 --> 00:02:50.000]  一個很獨特的星雲
[00:02:50.000 --> 00:02:52.000]  一個銀河
[00:02:52.000 --> 00:02:56.000]  我在這裏不花唇舌
[00:02:56.000 --> 00:02:58.000]  假如你有興趣
[00:02:58.000 --> 00:03:00.000]  你去看一看
[00:03:00.000 --> 00:03:05.000]  一個英國天文學家David Hughes的一本書
[00:03:05.000 --> 00:03:08.000]  The Start of Bethlehem Mystery
[00:03:08.000 --> 00:03:14.000]  講到伯利恆神秘星象的解說
[00:03:14.000 --> 00:03:19.000]  你就很詳細能夠知道這個星的可能性
[00:03:19.000 --> 00:03:24.000]  假如你覺得看書太長
[00:03:24.000 --> 00:03:26.000]  只要一個小時
[00:03:26.000 --> 00:03:28.000]  你可以看這個DVD
[00:03:28.000 --> 00:03:30.000]  是一個紀錄片
[00:03:30.000 --> 00:03:37.000]  亦都講到伯利恆星在歷史裏面有多少種可能性
[00:03:37.000 --> 00:03:41.000]  甚至在這兩個材料裏面
[00:03:41.000 --> 00:03:43.000]  還有人寫專文
[00:03:43.000 --> 00:03:45.000]  都介紹到
[00:03:45.000 --> 00:03:47.000]  其實在中國漢代
[00:03:47.000 --> 00:03:49.000]  大概在耶穌時代
[00:03:49.000 --> 00:03:53.000]  都有記載這個奇特的星象
[00:03:53.000 --> 00:03:58.000]  在漢書的第六卷天文字裏面
[00:03:58.000 --> 00:04:04.000]  講到漢朝有一個這樣的星象
[00:04:04.000 --> 00:04:06.000]  所以一會兒我們會講到
[00:04:06.000 --> 00:04:10.000]  有一本書是一個學術的著作
[00:04:10.000 --> 00:04:13.000]  講到東方的幾個博士
[00:04:13.000 --> 00:04:16.000]  其中有一群是來自中國的
[00:04:16.000 --> 00:04:18.000]  很特別
[00:04:18.000 --> 00:04:20.000]  有些人甚至說
[00:04:20.000 --> 00:04:22.000]  漢朝有很出名的史官
[00:04:22.000 --> 00:04:24.000]  劉向、劉蔭
[00:04:24.000 --> 00:04:26.000]  是他們家族的人
[00:04:26.000 --> 00:04:28.000]  為甚麼呢?
[00:04:28.000 --> 00:04:30.000]  因為原來在中國古代
[00:04:30.000 --> 00:04:32.000]  或者東方的古代裏面
[00:04:32.000 --> 00:04:36.000]  凡是占星的只有皇室的人
[00:04:36.000 --> 00:04:38.000]  和親近皇帝的人
[00:04:38.000 --> 00:04:40.000]  才有這個權利
[00:04:40.000 --> 00:04:42.000]  和有這個知識
[00:04:42.000 --> 00:04:46.000]  比如說無論是司馬遷、班固
[00:04:46.000 --> 00:04:49.000]  他們寫史記和漢書的時候
[00:04:49.000 --> 00:04:51.000]  他真的上知遷文
[00:04:51.000 --> 00:04:53.000]  下知地理
[00:04:53.000 --> 00:04:55.000]  走遍所有山川河岸
[00:04:55.000 --> 00:04:57.000]  去訪問很多的東西
[00:04:57.000 --> 00:05:00.000]  然後才寫成這個史記
[00:05:00.000 --> 00:05:04.000]  即是說凡是幫皇帝記歷史的人
[00:05:04.000 --> 00:05:06.000]  他一定是學問很淵博
[00:05:06.000 --> 00:05:08.000]  能夠看星的
[00:05:08.000 --> 00:05:11.000]  所以這個知識只有皇帝才能夠掌握
[00:05:11.000 --> 00:05:15.000]  一般人不能隨意去說星象如何
[00:05:15.000 --> 00:05:17.000]  因為看到星象
[00:05:17.000 --> 00:05:19.000]  皇帝你的星象穩落
[00:05:19.000 --> 00:05:21.000]  即是就會死
[00:05:21.000 --> 00:05:23.000]  或者有顆新星出現
[00:05:23.000 --> 00:05:27.000]  即是說他權力將會被人掠奪
[00:05:27.000 --> 00:05:31.000]  所以雖然說這幾個博士
[00:05:31.000 --> 00:05:34.000]  未必好像我們King James Version
[00:05:34.000 --> 00:05:37.000]  和很多聖詩所說的Kings
[00:05:37.000 --> 00:05:42.000]  但他都是親近皇帝又學識的人
[00:05:42.000 --> 00:05:47.000]  這顆星我們不是研究當時
[00:05:47.000 --> 00:05:50.000]  究竟為何會有這個星象
[00:05:50.000 --> 00:05:52.000]  而是聖經記載下來
[00:05:52.000 --> 00:05:54.000]  是告訴我們
[00:05:54.000 --> 00:05:58.000]  原來在救主降生這麼特別的事情裏
[00:05:58.000 --> 00:06:00.000]  神都選擇
[00:06:00.000 --> 00:06:03.000]  以一般未認識福音的世界
[00:06:03.000 --> 00:06:05.000]  通過自然現象
[00:06:05.000 --> 00:06:09.000]  甚至在東方宗教占星術裏
[00:06:09.000 --> 00:06:11.000]  去告訴他們
[00:06:11.000 --> 00:06:13.000]  有一個奇特的事情
[00:06:13.000 --> 00:06:16.000]  和這個皇帝會出現
[00:06:16.000 --> 00:06:20.000]  我在舊書攤曾經買到一本書
[00:06:20.000 --> 00:06:24.000]  是19世紀一個法國的牧師寫
[00:06:24.000 --> 00:06:26.000]  然後翻譯成英文
[00:06:26.000 --> 00:06:28.000]  他很特別的地方
[00:06:28.000 --> 00:06:30.000]  他就是用聖經裏面的語言
[00:06:30.000 --> 00:06:32.000]  包括《耳撞書》、《哈蓋書》
[00:06:32.000 --> 00:06:34.000]  還有很多
[00:06:34.000 --> 00:06:36.000]  來講希臘神話
[00:06:36.000 --> 00:06:41.000]  和一般西方的星座
[00:06:41.000 --> 00:06:43.000]  十二個星座裏面
