
[00:00:00.000 --> 00:00:04.000]  在教會的堂慶中和大家分享神話的遺言
[00:00:04.000 --> 00:00:06.000]  很開心看到那些小朋友在這裡獻詩
[00:00:06.000 --> 00:00:08.000]  昨天我回教會的時候
[00:00:08.000 --> 00:00:10.000]  那些長者在那裡跳讚美操
[00:00:10.000 --> 00:00:12.000]  教會都是很有活力的
[00:00:12.000 --> 00:00:15.000]  我老婆說「你出去跳吧」
[00:00:15.000 --> 00:00:17.000]  我說「我不行了」
[00:00:17.000 --> 00:00:19.000]  我不是那個態度
[00:00:19.000 --> 00:00:21.000]  我都是安安靜靜那些人
[00:00:21.000 --> 00:00:23.000]  那我回教會的時候
[00:00:23.000 --> 00:00:25.000]  那些長者在那裡跳讚美操
[00:00:25.000 --> 00:00:27.000]  我老婆說「你出去跳吧」
[00:00:27.000 --> 00:00:30.000]  我說「我不行了」
[00:00:30.000 --> 00:00:32.000]  那我回教會的時候
[00:00:32.000 --> 00:00:34.000]  那些長者在那裡跳讚美操
[00:00:34.000 --> 00:00:36.000]  教會都是很有活力的
[00:00:36.000 --> 00:00:38.000]  我老婆說「你出去跳吧」
[00:00:38.000 --> 00:00:40.000]  我說「我不行了」
[00:00:40.000 --> 00:00:42.000]  我不是那個態度
[00:00:42.000 --> 00:00:44.000]  我都是安安靜靜那些人
[00:00:44.000 --> 00:00:46.000]  過去幾年有機會
[00:00:46.000 --> 00:00:48.000]  一直見證著全印堂的出生堂成長
[00:00:48.000 --> 00:00:50.000]  一直見證著全印堂的出生堂成長
[00:00:50.000 --> 00:00:52.000]  有機會見證到教會的發展是很大的恩典
[00:00:52.000 --> 00:00:54.000]  有機會見證到教會的發展是很大的恩典
[00:00:54.000 --> 00:00:57.000]  有機會見證到教會的發展是很大的恩典
[00:00:57.000 --> 00:00:59.000]  有機會見證到教會的發展是很大的恩典
[00:00:59.000 --> 00:01:01.000]  有機會見證到教會的發展是很大的恩典
[00:01:01.000 --> 00:01:03.000]  有機會見證到教會的發展是很大的恩典
[00:01:03.000 --> 00:01:05.000]  有機會見證到教會的發展是很大的恩典
[00:01:05.000 --> 00:01:07.000]  有機會見證到教會的發展是很大的恩典
[00:01:07.000 --> 00:01:09.000]  有機會見證到教會的發展是很大的恩典
[00:01:09.000 --> 00:01:11.000]  有機會見證到教會的發展是很大的恩典
[00:01:11.000 --> 00:01:13.000]  有機會見證到教會的發展是很大的恩典
[00:01:13.000 --> 00:01:15.000]  有機會見證到教會的發展是很大的恩典
[00:01:15.000 --> 00:01:17.000]  有機會見證到教會的發展是很大的恩典
[00:01:17.000 --> 00:01:24.000]  有機會見證到教會的發展是很大的恩典
[00:01:24.000 --> 00:01:26.000]  有機會見證到教會的發展是很大的恩典
[00:01:26.000 --> 00:01:28.000]  有機會見證到教會的發展是很大的恩典
[00:01:28.000 --> 00:01:30.000]  有機會見證到教會的發展是很大的恩典
[00:01:30.000 --> 00:01:32.000]  有機會見證到教會的發展是很大的恩典
[00:01:32.000 --> 00:01:34.000]  有機會見證到教會的發展是很大的恩典
[00:01:34.000 --> 00:01:36.000]  有機會見證到教會的發展是很大的恩典
[00:01:36.000 --> 00:01:38.000]  有機會見證到教會的發展是很大的恩典
[00:01:38.000 --> 00:01:40.000]  有機會見證到教會的發展是很大的恩典
[00:01:40.000 --> 00:01:42.000]  有機會見證到教會的發展是很大的恩典
[00:01:42.000 --> 00:01:44.000]  有機會見證到教會的發展是很大的恩典
[00:01:44.000 --> 00:01:47.000]  有機會見證到教會的發展是很大的恩典
[00:01:47.000 --> 00:01:49.000]  有機會見證到教會的發展是很大的恩典
[00:01:49.000 --> 00:01:51.000]  有機會見證到教會的發展是很大的恩典
[00:01:51.000 --> 00:01:53.000]  有機會見證到教會的發展是很大的恩典
[00:01:53.000 --> 00:01:55.000]  有機會見證到教會的發展是很大的恩典
[00:01:55.000 --> 00:01:57.000]  有機會見證到教會的發展是很大的恩典
[00:01:57.000 --> 00:01:59.000]  有機會見證到教會的發展是很大的恩典
[00:01:59.000 --> 00:02:01.000]  有機會見證到教會的發展是很大的恩典
[00:02:01.000 --> 00:02:03.000]  有機會見證到教會的發展是很大的恩典
[00:02:03.000 --> 00:02:05.000]  有機會見證到教會的發展是很大的恩典
[00:02:05.000 --> 00:02:07.000]  有機會見證到教會的發展是很大的恩典
[00:02:07.000 --> 00:02:14.000]  有機會見證到教會的發展是很大的恩典
[00:02:14.000 --> 00:02:16.000]  有機會見證到教會的發展是很大的恩典
[00:02:16.000 --> 00:02:18.000]  有機會見證到教會的發展是很大的恩典
[00:02:18.000 --> 00:02:20.000]  有機會見證到教會的發展是很大的恩典
[00:02:20.000 --> 00:02:22.000]  有機會見證到教會的發展是很大的恩典
[00:02:22.000 --> 00:02:24.000]  有機會見證到教會的發展是很大的恩典
[00:02:24.000 --> 00:02:26.000]  有機會見證到教會的發展是很大的恩典
[00:02:26.000 --> 00:02:28.000]  有機會見證到教會的發展是很大的恩典
[00:02:28.000 --> 00:02:30.000]  有機會見證到教會的發展是很大的恩典
[00:02:30.000 --> 00:02:32.000]  有機會見證到教會的發展是很大的恩典
[00:02:32.000 --> 00:02:34.000]  有機會見證到教會的發展是很大的恩典
[00:02:34.000 --> 00:02:37.000]  有機會見證到教會的發展是很大的恩典
[00:02:37.000 --> 00:02:39.000]  有機會見證到教會的發展是很大的恩典
[00:02:39.000 --> 00:02:41.000]  有機會見證到教會的發展是很大的恩典
[00:02:41.000 --> 00:02:43.000]  有機會見證到教會的發展是很大的恩典
[00:02:43.000 --> 00:02:45.000]  有機會見證到教會的發展是很大的恩典
[00:02:45.000 --> 00:02:47.000]  有機會見證到教會的發展是很大的恩典
[00:02:47.000 --> 00:02:49.000]  有機會見證到教會的發展是很大的恩典
[00:02:49.000 --> 00:02:51.000]  有機會見證到教會的發展是很大的恩典
[00:02:51.000 --> 00:02:53.000]  有機會見證到教會的發展是很大的恩典
[00:02:53.000 --> 00:02:55.000]  有機會見證到教會的發展是很大的恩典
[00:02:55.000 --> 00:02:57.000]  有機會見證到教會的發展是很大的恩典
[00:02:57.000 --> 00:03:04.000]  有機會見證到教會的發展是很大的恩典
[00:03:04.000 --> 00:03:06.000]  有機會見證到教會的發展是很大的恩典
[00:03:06.000 --> 00:03:08.000]  有機會見證到教會的發展是很大的恩典
[00:03:08.000 --> 00:03:10.000]  有機會見證到教會的發展是很大的恩典
[00:03:10.000 --> 00:03:12.000]  有機會見證到教會的發展是很大的恩典
[00:03:12.000 --> 00:03:14.000]  有機會見證到教會的發展是很大的恩典
[00:03:14.000 --> 00:03:16.000]  有機會見證到教會的發展是很大的恩典
[00:03:16.000 --> 00:03:18.000]  有機會見證到教會的發展是很大的恩典
[00:03:18.000 --> 00:03:20.000]  有機會見證到教會的發展是很大的恩典
[00:03:20.000 --> 00:03:22.000]  有機會見證到教會的發展是很大的恩典
[00:03:22.000 --> 00:03:24.000]  有機會見證到教會的發展是很大的恩典
[00:03:24.000 --> 00:03:27.000]  有機會見證到教會的發展是很大的恩典
[00:03:27.000 --> 00:03:29.000]  有機會見證到教會的發展是很大的恩典
[00:03:29.000 --> 00:03:31.000]  有機會見證到教會的發展是很大的恩典
[00:03:31.000 --> 00:03:33.000]  有機會見證到教會的發展是很大的恩典
[00:03:33.000 --> 00:03:35.000]  有機會見證到教會的發展是很大的恩典
[00:03:35.000 --> 00:03:37.000]  有機會見證到教會的發展是很大的恩典
[00:03:37.000 --> 00:03:39.000]  有機會見證到教會的發展是很大的恩典
[00:03:39.000 --> 00:03:41.000]  有機會見證到教會的發展是很大的恩典
[00:03:41.000 --> 00:03:43.000]  有機會見證到教會的發展是很大的恩典
[00:03:43.000 --> 00:03:45.000]  有機會見證到教會的發展是很大的恩典
[00:03:45.000 --> 00:03:47.000]  有機會見證到教會的發展是很大的恩典
[00:03:47.000 --> 00:03:54.000]  有機會見證到教會的發展是很大的恩典
[00:03:54.000 --> 00:03:56.000]  有機會見證到教會的發展是很大的恩典
[00:03:56.000 --> 00:03:58.000]  有機會見證到教會的發展是很大的恩典
[00:03:58.000 --> 00:04:00.000]  有機會見證到教會的發展是很大的恩典
[00:04:00.000 --> 00:04:02.000]  有機會見證到教會的發展是很大的恩典
[00:04:02.000 --> 00:04:04.000]  有機會見證到教會的發展是很大的恩典
[00:04:04.000 --> 00:04:06.000]  有機會見證到教會的發展是很大的恩典
[00:04:06.000 --> 00:04:08.000]  有機會見證到教會的發展是很大的恩典
[00:04:08.000 --> 00:04:10.000]  有機會見證到教會的發展是很大的恩典
[00:04:10.000 --> 00:04:12.000]  有機會見證到教會的發展是很大的恩典
[00:04:12.000 --> 00:04:14.000]  有機會見證到教會的發展是很大的恩典
[00:04:14.000 --> 00:04:17.000]  有機會見證到教會的發展是很大的恩典
[00:04:17.000 --> 00:04:19.000]  有機會見證到教會的發展是很大的恩典
[00:04:19.000 --> 00:04:21.000]  有機會見證到教會的發展是很大的恩典
[00:04:21.000 --> 00:04:23.000]  有機會見證到教會的發展是很大的恩典
[00:04:23.000 --> 00:04:25.000]  有機會見證到教會的發展是很大的恩典
[00:04:25.000 --> 00:04:27.000]  有機會見證到教會的發展是很大的恩典
[00:04:27.000 --> 00:04:29.000]  有機會見證到教會的發展是很大的恩典
[00:04:29.000 --> 00:04:31.000]  有機會見證到教會的發展是很大的恩典
[00:04:31.000 --> 00:04:33.000]  有機會見證到教會的發展是很大的恩典
[00:04:33.000 --> 00:04:35.000]  有機會見證到教會的發展是很大的恩典
