
[00:00:00.000 --> 00:00:02.460]  好 那我們不如先有個禱告
[00:00:02.460 --> 00:00:04.960]  天父我們多謝祢
[00:00:04.960 --> 00:00:06.860]  讓我們一起去敬拜
[00:00:06.860 --> 00:00:11.020]  看到疫情慢慢地減退
[00:00:11.020 --> 00:00:13.760]  求主祢保守我們康健
[00:00:13.760 --> 00:00:15.880]  特別我們今天學習祢的話語
[00:00:15.880 --> 00:00:16.960]  求主祢帶領
[00:00:16.960 --> 00:00:19.020]  祈禱奉主耶穌基督的名
[00:00:19.020 --> 00:00:19.780]  阿們
[00:00:19.780 --> 00:00:23.720]  今天的題目是很認重的
[00:00:23.720 --> 00:00:25.400]  我們把握今天
[00:00:25.400 --> 00:00:27.200]  諸事永恆
[00:00:27.480 --> 00:00:30.980]  我們這個說話我想我們基督徒每個人都會這樣想的
[00:00:30.980 --> 00:00:34.380]  但是今天這篇經文給了我們很大的挑戰
[00:00:34.380 --> 00:00:35.980]  你會發覺
[00:00:35.980 --> 00:00:38.980]  很少一些經文講到這麼多
[00:00:38.980 --> 00:00:42.360]  是關於死後的活動
[00:00:42.360 --> 00:00:44.760]  這段是比較長一點
[00:00:44.760 --> 00:00:45.980]  我們
[00:00:45.980 --> 00:00:48.200]  還有兩個人物
[00:00:48.200 --> 00:00:52.080]  一個是財主 一個是要剋食的拉撒路
[00:00:52.080 --> 00:00:54.840]  人就是有很多不同的際遇
[00:00:54.840 --> 00:00:56.260]  有窮 有富
[00:00:56.760 --> 00:01:00.240]  這個就令我想起一位朋友我認識的
[00:01:00.240 --> 00:01:02.360]  他就是
[00:01:02.360 --> 00:01:05.100]  以前是一個很成功的商人
[00:01:05.100 --> 00:01:06.920]  賺到很多錢
[00:01:06.920 --> 00:01:08.640]  都是很好的
[00:01:08.640 --> 00:01:12.900]  但是因為政府有些政策有些改變
[00:01:12.900 --> 00:01:17.220]  他也要去想想如何去籌算等等
[00:01:17.220 --> 00:01:18.880]  要做一些應變的事情
[00:01:18.880 --> 00:01:23.320]  就發覺那個問題可能很難預計的
[00:01:23.320 --> 00:01:24.520]  可能失了預算
[00:01:24.520 --> 00:01:26.920]  未必是對與錯的問題
[00:01:26.920 --> 00:01:31.400]  處境的後果結果就不理想了
[00:01:31.400 --> 00:01:35.840]  因為那些物價來源貨品的成本很高
[00:01:35.840 --> 00:01:39.760]  但是因為答應了客人的價錢是這麼多就這麼多
[00:01:39.760 --> 00:01:42.480]  所以就虧了很多很多的錢
[00:01:42.480 --> 00:01:44.720]  價格 賣出去的沒有變
[00:01:44.720 --> 00:01:48.320]  但是來貨增加了很多的費用
[00:01:48.320 --> 00:01:51.240]  結果是生意一落千丈
[00:01:51.240 --> 00:01:54.720]  慢慢慢慢他由一個成功的商人
[00:01:54.720 --> 00:02:00.440]  突然間變成一個身無居處的無家者
[00:02:00.440 --> 00:02:02.360]  他要去到一些地方
[00:02:02.360 --> 00:02:07.640]  去找一些無家者之家等等的宿舍去住宿
[00:02:07.640 --> 00:02:11.720]  連兩餐都很受煩
[00:02:11.720 --> 00:02:13.240]  都未能夠解決
[00:02:13.240 --> 00:02:15.960]  就是這個時候我認識這位朋友
[00:02:15.960 --> 00:02:20.520]  當時我就關心
[00:02:20.520 --> 00:02:23.800]  我能夠給到的支持
[00:02:23.800 --> 00:02:26.480]  就是一個同行和了解
[00:02:26.480 --> 00:02:30.920]  我記得我當時跟他分享一節的聖經
[00:02:30.920 --> 00:02:34.040]  就是《路加福音》提到
[00:02:34.040 --> 00:02:37.520]  「貧窮的人有福料 因為天國是他們的」
[00:02:37.520 --> 00:02:40.160]  我覺得我講這句話可能都很
[00:02:40.160 --> 00:02:41.240]  不知道能不能找到他
[00:02:41.240 --> 00:02:43.200]  不過我的意思就是說
[00:02:43.200 --> 00:02:47.440]  有時候人在一個有限制的時候
[00:02:47.440 --> 00:02:49.480]  或者在一個困難的時候
[00:02:49.480 --> 00:02:51.960]  很可能我們生命去想想
[00:02:51.960 --> 00:02:55.720]  這個世界原來還有一個依靠 有神
[00:02:55.720 --> 00:03:00.600]  結果這位朋友慢慢回來教會
[00:03:00.600 --> 00:03:03.520]  慢慢的認識福音
[00:03:03.520 --> 00:03:05.840]  後來他慢慢生活平穩下來
[00:03:05.840 --> 00:03:07.920]  做一些補習老師
[00:03:07.920 --> 00:03:09.000]  慢慢的平穩
[00:03:09.000 --> 00:03:11.960]  然後跟著他繼續在教會裡面認識神
[00:03:11.960 --> 00:03:15.560]  直到今天我仍然跟他有來往
[00:03:15.560 --> 00:03:17.400]  看到神在人的
[00:03:17.400 --> 00:03:20.160]  無論你是富貴或者貧窮
[00:03:20.160 --> 00:03:22.360]  其實這個似乎我們難以解釋
[00:03:22.360 --> 00:03:24.280]  就是人的際遇
[00:03:24.280 --> 00:03:26.160]  有時候我們看新聞
[00:03:26.160 --> 00:03:28.400]  我不知道大家有沒有留意到
[00:03:28.400 --> 00:03:30.360]  有些人的 即是警方
[00:03:30.360 --> 00:03:32.680]  我最記得有一次的印象就是說
[00:03:32.680 --> 00:03:34.600]  有一個人是猝死
[00:03:34.600 --> 00:03:35.480]  為什麼?
[00:03:35.480 --> 00:03:36.840]  因為他成幾份工
[00:03:36.840 --> 00:03:38.960]  不斷的努力去做工
[00:03:38.960 --> 00:03:41.000]  謀取他的生活
[00:03:41.000 --> 00:03:45.320]  拿到一些能夠可以維生
[00:03:45.320 --> 00:03:48.960]  於是乎就是過度的操勞
[00:03:48.960 --> 00:03:51.480]  我會問神 為什麼會這樣?
[00:03:51.480 --> 00:03:53.680]  為什麼有些人的境況會這樣呢?
[00:03:53.680 --> 00:03:56.480]  這位朋友離開了得不得救呢?
[00:03:56.480 --> 00:03:58.520]  這些都是我想的問題
[00:03:58.520 --> 00:03:59.880]  當然我沒有答案
[00:03:59.880 --> 00:04:02.080]  但這篇經文也不給我們一個答案
[00:04:02.080 --> 00:04:05.120]  就是貧富或者富有
[00:04:05.120 --> 00:04:08.360]  其實兩者 他們可能的生活很不同
[00:04:08.360 --> 00:04:11.120]  但是他們同一個命運
[00:04:11.120 --> 00:04:13.760]  他們都要面對死亡 面對永恆
[00:04:13.760 --> 00:04:14.880]  我想我們今天也是
[00:04:14.880 --> 00:04:19.200]  在窮 極窮與極富當中
[00:04:19.200 --> 00:04:21.760]  我想都是包括了我們這麼多位
[00:04:21.760 --> 00:04:23.920]  我們也要做一個取捨
[00:04:23.920 --> 00:04:25.920]  今天你怎樣生活呢?
[00:04:25.920 --> 00:04:28.360]  或者這段經文很提醒我們
[00:04:28.360 --> 00:04:31.200]  我們會看到這個拉薩路怎樣的生活
[00:04:31.200 --> 00:04:34.880]  這個有錢人又怎樣的生活的光景
[00:04:34.880 --> 00:04:39.160]  他們然後離開了這個世界之後
[00:04:39.160 --> 00:04:42.800]  他們去到一個我們叫做
[00:04:42.800 --> 00:04:45.600]  after life 我們如果用英文
[00:04:45.600 --> 00:04:50.240]  就是說我們身後是怎樣的存在
[00:04:50.240 --> 00:04:52.600]  怎樣去過這個永恆的生活
[00:04:52.600 --> 00:04:54.720]  這個真的很重要的課題
[00:04:54.720 --> 00:04:56.080]  或者我們看的時候
[00:04:56.080 --> 00:04:58.360]  我們有些東西我們都要求主
[00:04:58.360 --> 00:05:01.280]  給我們有智慧 不容易理解
[00:05:01.280 --> 00:05:03.080]  或者我們看看這段經文
[00:05:03.080 --> 00:05:06.720]  就是在《路加福音》很強調
[00:05:06.720 --> 00:05:09.680]  究竟人生的價值觀在哪裡
[00:05:09.680 --> 00:05:10.720]  有錢人是怎樣
[00:05:10.720 --> 00:05:12.680]  你發覺《路加》說很多的
[00:05:12.680 --> 00:05:15.720]  說很多錢 有錢人 窮人
[00:05:15.720 --> 00:05:18.360]  有錢人怎樣去自處
[00:05:18.360 --> 00:05:22.000]  特別在這一段說到一班法利塞人
[00:05:22.000 --> 00:05:27.880]  他們特別強調在前一章的篇幅
[00:05:27.880 --> 00:05:32.600]  就是我們看第16章之前
[00:05:32.600 --> 00:05:34.840]  就說到第14節
[00:05:34.840 --> 00:05:38.520]  他說法利塞人是貪愛錢財的
[00:05:38.520 --> 00:05:42.440]  他就不太喜歡聽主耶穌基督的道理
[00:05:42.440 --> 00:05:46.400]  他們聽見這一切話就嘲笑耶穌
[00:05:46.400 --> 00:05:49.240]  所以在這樣的情況下
[00:05:49.240 --> 00:05:52.400]  耶穌就說這個比喻
[00:05:52.400 --> 00:05:54.560]  拉撒路和財主的比喻
[00:05:54.560 --> 00:05:56.160]  這段經文我不知道你看的時候
[00:05:56.160 --> 00:05:57.560]  你會不會都問一下
[00:05:57.560 --> 00:06:00.200]  究竟是不是真的有拉撒路這個人物的呢
[00:06:00.200 --> 00:06:01.520]  是怎樣的呢
[00:06:01.520 --> 00:06:02.560]  這個是一個比喻
[00:06:02.560 --> 00:06:04.840]  還是真實的人物等等
[00:06:04.840 --> 00:06:06.560]  我們都要去
[00:06:06.560 --> 00:06:07.760]  當我預備這個經文
[00:06:07.760 --> 00:06:10.400]  我都是同樣問這個問題
[00:06:10.400 --> 00:06:13.800]  但是我看到一些色經書
[00:06:13.800 --> 00:06:16.040]  或者我自己去思考的時候
[00:06:16.040 --> 00:06:17.640]  我都同意這個
[00:06:17.640 --> 00:06:21.200]  也是絕大部分的色經學者所說
[00:06:21.200 --> 00:06:23.720]  這個應該是一個比喻
[00:06:23.720 --> 00:06:25.760]  這個比喻有些特色
[00:06:25.760 --> 00:06:28.560]  一般的比喻很少有人名的
[00:06:28.560 --> 00:06:30.600]  但是這裡有拉撒路
[00:06:30.600 --> 00:06:32.920]  有阿巴拉罕等等
[00:06:32.920 --> 00:06:35.120]  你說純粹是一個虛構的
