
[00:00:00.000 --> 00:00:01.540]  各位兄弟姐妹,早晨!
[00:00:01.540 --> 00:00:06.140]  今天我們看《歷代至夏》的經文
[00:00:06.140 --> 00:00:08.700]  在希伯來聖經裏面
[00:00:08.700 --> 00:00:11.780]  希伯來聖經即是猶太人的聖經
[00:00:11.780 --> 00:00:16.640]  《歷代至》是他們聖經的最後一卷書
[00:00:16.640 --> 00:00:22.520]  這個與我們聖經裏面的經卷的編排不一樣
[00:00:22.520 --> 00:00:25.600]  《歷代至》書寫的歷史
[00:00:25.860 --> 00:00:30.460]  很明顯是先於《伊斯拉記》、《尼希米記》
[00:00:30.460 --> 00:00:33.280]  但是在希伯來聖經裏面
[00:00:33.280 --> 00:00:38.920]  《歷代至》卻是排在《伊斯拉記》、《尼希米記》之後的
[00:00:38.920 --> 00:00:41.980]  我這樣講是讓大家明白
[00:00:41.980 --> 00:00:43.780]  經卷的編排
[00:00:43.780 --> 00:00:46.080]  不是按時序的
[00:00:46.080 --> 00:00:48.380]  而是按神學的
[00:00:48.380 --> 00:00:51.720]  希伯來聖經的編排的方式
[00:00:51.720 --> 00:00:54.020]  反映以色列人的神學
[00:00:54.540 --> 00:00:56.840]  我們聖經的編排方式
[00:00:56.840 --> 00:00:59.140]  反映我們的神學
[00:00:59.140 --> 00:01:04.020]  我們今天的港渡經文是《歷代至夏》
[00:01:04.020 --> 00:01:06.060]  結束的段落
[00:01:06.060 --> 00:01:11.940]  意思就是說我們今天講到的經文在希伯來聖經裏面
[00:01:11.940 --> 00:01:12.980]  就是他們
[00:01:12.980 --> 00:01:14.500]  壓尾的經文
[00:01:14.500 --> 00:01:17.060]  以色列人是用
[00:01:17.060 --> 00:01:18.860]  我今天講到的經文
[00:01:18.860 --> 00:01:20.640]  這段經文作為他們
[00:01:20.640 --> 00:01:23.720]  全本聖經的結束的經文
[00:01:24.500 --> 00:01:25.780]  一方面
[00:01:25.780 --> 00:01:27.580]  他們是以此作為
[00:01:27.580 --> 00:01:32.440]  以色列民族過去的歷史的一個概觀定論
[00:01:32.440 --> 00:01:33.980]  另一方面
[00:01:33.980 --> 00:01:38.060]  就是在他們的歷史的終結的地方
[00:01:38.060 --> 00:01:39.600]  他們在這裏廝殺
[00:01:39.600 --> 00:01:43.700]  如何可能有歷史的前景呢
[00:01:43.700 --> 00:01:47.540]  今天的港渡經文是《歷代至夏》
[00:01:47.540 --> 00:01:51.640]  第36章第5至到第23節
[00:01:52.160 --> 00:01:58.040]  可以翻開你們的所有任何形式的版本
[00:01:58.040 --> 00:01:58.820]  的聖經
[00:01:58.820 --> 00:02:02.400]  我們可以揭開我們程序表的
[00:02:02.400 --> 00:02:04.960]  最後的經文的段落
[00:02:04.960 --> 00:02:09.060]  這段經文是一個快鏡來的
[00:02:09.060 --> 00:02:13.160]  其實他們用這段經文迅速的交代
[00:02:13.160 --> 00:02:14.700]  猶太人亡
[00:02:14.700 --> 00:02:16.740]  猶太國的滅亡
[00:02:16.740 --> 00:02:21.340]  因為這段經文都頗長,我就不一次過讀了
[00:02:21.600 --> 00:02:25.180]  一段仔一段仔來看
[00:02:25.180 --> 00:02:30.560]  我們先看《歷代至夏》第36章第5至到第8節
[00:02:30.560 --> 00:02:32.860]  第5節至第8節
[00:02:32.860 --> 00:02:36.180]  《歷代至夏》第36章第5節
[00:02:36.180 --> 00:02:40.280]  約亞徑登基的時候年25歲
[00:02:40.280 --> 00:02:42.840]  在耶路撒冷作王十一年
[00:02:42.840 --> 00:02:44.640]  行耶和華
[00:02:44.640 --> 00:02:48.220]  他上帝眼中看為惡的事
[00:02:49.240 --> 00:02:52.820]  巴比倫王尼布甲利撒上來攻擊他
[00:02:52.820 --> 00:02:55.120]  用銅鏈鎖住他
[00:02:55.120 --> 00:02:57.680]  要將他帶到去巴比倫
[00:02:57.680 --> 00:03:02.540]  尼布甲利撒又將耶和華殿裡的器皿帶到巴比倫
[00:03:02.540 --> 00:03:05.100]  放在他神的殿裡
[00:03:05.100 --> 00:03:07.400]  約亞徑其餘的事
[00:03:07.400 --> 00:03:10.220]  和他所行的可憎的事
[00:03:10.220 --> 00:03:12.280]  並一切他的行為
[00:03:12.280 --> 00:03:17.140]  都寫在《以色列和尤大列王記》上
[00:03:17.660 --> 00:03:21.240]  他的兒子約亞根接續他作王
[00:03:21.240 --> 00:03:23.800]  幾句經文
[00:03:23.800 --> 00:03:27.380]  描繪了約亞徑王的過場
[00:03:27.380 --> 00:03:30.460]  在這段經文中交代了三件事
[00:03:30.460 --> 00:03:32.240]  第一件事就是
[00:03:32.240 --> 00:03:35.580]  約亞徑王行耶和華
[00:03:35.580 --> 00:03:38.640]  他上帝眼中看為惡的事
[00:03:38.640 --> 00:03:43.780]  就這樣解釋了他在歷史舞台上
[00:03:43.780 --> 00:03:46.080]  匆匆謝幕的理由
[00:03:47.100 --> 00:03:49.400]  不用再說其他的東西了
[00:03:49.400 --> 00:03:53.760]  就這件事已經足以致命
[00:03:53.760 --> 00:03:57.080]  第二件事
[00:03:57.080 --> 00:03:59.120]  這段經文說的就是
[00:03:59.120 --> 00:04:04.240]  緊接著約亞徑行惡的描述之後
[00:04:04.240 --> 00:04:06.800]  即刻接著的經文就是說
[00:04:06.800 --> 00:04:11.160]  巴比倫王尼布甲利撒上來攻擊他
[00:04:11.160 --> 00:04:13.460]  用銅鏈鎖住他
[00:04:13.460 --> 00:04:16.280]  將他帶到去巴比倫去
[00:04:16.540 --> 00:04:18.580]  這樣讀起來
[00:04:18.580 --> 00:04:19.360]  就是說
[00:04:19.360 --> 00:04:21.400]  約亞徑的行惡
[00:04:21.400 --> 00:04:24.980]  就即時招來了神的懲罰
[00:04:24.980 --> 00:04:28.320]  在這裡經文讓我們看到
[00:04:28.320 --> 00:04:31.640]  神可以使用的歷史的工具
[00:04:31.640 --> 00:04:33.180]  很多的
[00:04:33.180 --> 00:04:38.300]  可以是包括巴比倫王尼布甲利撒
[00:04:38.300 --> 00:04:43.940]  神的舞台不再只是局限在猶太民族
[00:04:44.200 --> 00:04:46.500]  以及巴勒斯坦地
[00:04:46.500 --> 00:04:51.120]  而是已經擴大到萬國萬民
[00:04:51.120 --> 00:04:54.440]  神召喚使用的人
[00:04:54.440 --> 00:04:57.260]  不單單只是神的子民
[00:04:57.260 --> 00:05:02.120]  同時可以是神的子民的對頭人
[00:05:02.120 --> 00:05:06.980]  約亞徑王秘魯去巴比倫
[00:05:06.980 --> 00:05:10.560]  用古時的事件來類比
[00:05:10.820 --> 00:05:14.660]  就是他們重返埃及遺牢
[00:05:14.660 --> 00:05:16.700]  曾經
[00:05:16.700 --> 00:05:18.760]  以色列人離開埃及
[00:05:18.760 --> 00:05:21.060]  經歷了神的解救
[00:05:21.060 --> 00:05:25.660]  要他們在神應許的土地上
[00:05:25.660 --> 00:05:29.500]  建立一個和平和公義的國度
[00:05:29.500 --> 00:05:31.560]  他們立了王
[00:05:31.560 --> 00:05:34.380]  建立了一個小小的王國
[00:05:34.380 --> 00:05:36.160]  但是歷史證明
[00:05:36.160 --> 00:05:39.740]  這個應該有神聖意味的國
[00:05:40.520 --> 00:05:44.860]  卻與世界上任何一個墮落的國
[00:05:44.860 --> 00:05:45.900]  沒有分別
[00:05:45.900 --> 00:05:48.960]  神的子民所做的
[00:05:48.960 --> 00:05:52.040]  是神眼中看為惡的事
[00:05:52.040 --> 00:05:54.340]  他們建立的王國
[00:05:54.340 --> 00:05:57.680]  實質上是欺壓人民的王國
[00:05:57.680 --> 00:05:59.980]  我們曾經都講過
[00:05:59.980 --> 00:06:02.540]  在所羅門王的統治底下
[00:06:02.540 --> 00:06:04.340]  竟然有奴隸
[00:06:04.340 --> 00:06:07.140]  與埃及沒有分別
[00:06:07.140 --> 00:06:10.220]  就生活的內容來說
[00:06:10.720 --> 00:06:13.040]  這班所謂神的子民
[00:06:13.040 --> 00:06:18.400]  表面上看起來好像已經離開了埃及
[00:06:18.400 --> 00:06:22.760]  但是實質上他們建造了另外一個埃及
[00:06:22.760 --> 00:06:25.820]  他們從來都沒有離開過埃及
[00:06:25.820 --> 00:06:29.160]  神就藉著尼布甲尼撒王的手
[00:06:29.160 --> 00:06:31.980]  帶他們重返埃及
[00:06:31.980 --> 00:06:37.100]  剛才讀的經文的第三樣東西我們看得到的就是
[00:06:37.100 --> 00:06:39.660]  經文刻意的描寫
[00:06:39.920 --> 00:06:41.200]  尼布甲尼撒
[00:06:41.200 --> 00:06:46.060]  將耶和華殿裡的器皿帶到巴比倫
[00:06:46.060 --> 00:06:48.620]  大家還記不記得
[00:06:48.620 --> 00:06:50.660]  我上一次的講道
[00:06:50.660 --> 00:06:53.480]  講到歷代誌特別
[00:06:53.480 --> 00:06:55.780]  體重聖殿
[00:06:55.780 --> 00:06:59.380]  因為聖殿是神的子民的生命
[00:06:59.380 --> 00:07:02.440]  和他們身份的核心
[00:07:02.440 --> 00:07:04.240]  神的子民
[00:07:04.240 --> 00:07:07.060]  在人間最重要的工作
[00:07:07.060 --> 00:07:09.360]  就是建造聖殿
[00:07:09.620 --> 00:07:11.400]  在當中敬拜
[00:07:11.400 --> 00:07:13.460]  當神的榮光
[00:07:13.460 --> 00:07:16.540]  臨在聖殿裡面的時候
[00:07:16.540 --> 00:07:21.140]  這個世界就會找到意義的根源
[00:07:21.140 --> 00:07:23.180]  但是神的子民
[00:07:23.180 --> 00:07:26.760]  忘記了去實踐神的正義
[00:07:26.760 --> 00:07:32.920]  忘記了將神的旨意行在地上如同行在天上
[00:07:32.920 --> 00:07:37.520]  他們忘記了建造聖殿的天命
[00:07:37.520 --> 00:07:38.800]  於是
[00:07:39.320 --> 00:07:40.600]  聖殿的器皿
[00:07:40.600 --> 00:07:42.140]  就被帶走了
[00:07:42.140 --> 00:07:46.480]  就好像一個燈台上面的燈
[00:07:46.480 --> 00:07:49.040]  當它不再發光的時候
[00:07:49.040 --> 00:07:51.100]  就被拿走一樣
[00:07:51.100 --> 00:07:55.440]  我們看我們今天講到經文的第二個段落
[00:07:55.440 --> 00:08:00.320]  歷代之下第36章第9節第10節
[00:08:00.320 --> 00:08:02.360]  第二個王
[00:08:02.360 --> 00:08:03.900]  約阿根
[00:08:03.900 --> 00:08:06.720]  登基的時候年八歲
[00:08:07.220 --> 00:08:10.800]  在耶路撒冷作王三個月零十日
[00:08:10.800 --> 00:08:14.900]  行耶和華眼中看為惡的事
[00:08:14.900 --> 00:08:16.440]  過了一年
[00:08:16.440 --> 00:08:18.220]  尼布甲尼撒
[00:08:18.220 --> 00:08:21.040]  差遣人將約阿根
[00:08:21.040 --> 00:08:25.900]  和耶和華殿裡各樣寶貴的器皿帶到巴比倫
[00:08:25.900 --> 00:08:27.180]  他就立
[00:08:27.180 --> 00:08:32.040]  尼布甲尼撒就立約阿根的叔叔
[00:08:32.040 --> 00:08:33.600]  西底加
[00:08:34.100 --> 00:08:37.420]  作由大和耶路撒冷的王
[00:08:37.420 --> 00:08:39.720]  經文更短
[00:08:39.720 --> 00:08:40.760]  兩節
[00:08:40.760 --> 00:08:44.840]  約阿根王的過場過得更快
[00:08:44.840 --> 00:08:47.660]  他沒有在神的面前
[00:08:47.660 --> 00:08:51.000]  去思考他爸爸的命運
[00:08:51.000 --> 00:08:55.080]  他重複了他爸爸的三樣的事情
[00:08:55.080 --> 00:08:55.860]  第一
[00:08:55.860 --> 00:08:59.960]  行耶和華眼中看為惡的事
[00:08:59.960 --> 00:09:00.980]  第二
[00:09:00.980 --> 00:09:03.020]  他被擄去巴比倫
[00:09:03.020 --> 00:09:04.040]  第三
[00:09:04.300 --> 00:09:05.600]  聖殿的器皿
[00:09:05.600 --> 00:09:07.120]  被拿走
