
[00:00:00.000 --> 00:00:01.520]  Dion姊妹早安
[00:00:01.520 --> 00:00:05.840]  非常的抱歉 我不會講廣東話
[00:00:05.840 --> 00:00:08.740]  所以在拆船的主日
[00:00:08.740 --> 00:00:10.780]  大家要跨文化
[00:00:10.780 --> 00:00:15.140]  用不同的不熟悉的語言來聆聽
[00:00:15.140 --> 00:00:19.580]  我想即便是全球的華人教會
[00:00:19.580 --> 00:00:22.140]  但是在不同的地方 文化也很不同
[00:00:22.140 --> 00:00:24.420]  我很
[00:00:24.420 --> 00:00:28.340]  我對於幫我翻譯的同工感到抱歉
[00:00:28.340 --> 00:00:30.840]  因為我的速度之後會非常快
[00:00:30.840 --> 00:00:35.040]  因為在台灣的教會文化講到是45分鐘起跳
[00:00:35.040 --> 00:00:39.660]  所以我習慣講45分鐘到50分鐘
[00:00:39.660 --> 00:00:43.040]  但是在香港據說是非常準時的
[00:00:43.040 --> 00:00:44.700]  35分鐘sharp
[00:00:44.700 --> 00:00:47.380]  所以我現在看著時鐘就在我的正前方
[00:00:47.380 --> 00:00:49.040]  這是一種文化差異
[00:00:49.040 --> 00:00:51.460]  另外一個文化差異是
[00:00:51.460 --> 00:00:54.520]  在台灣我常常遇到一些香港來的朋友
[00:00:54.520 --> 00:00:57.840]  他們跟我說來台灣的教會很好
[00:00:57.840 --> 00:01:00.280]  但是唯有一個文化差異就是
[00:01:00.280 --> 00:01:02.720]  歡迎新朋友太熱情了
[00:01:02.720 --> 00:01:04.980]  讓大家覺得很尷尬
[00:01:04.980 --> 00:01:07.280]  我想這些都是因為不同的文化
[00:01:07.280 --> 00:01:09.340]  我們表達歡迎的方式不同
[00:01:09.340 --> 00:01:12.000]  我們看重的東西不同所造成的
[00:01:12.000 --> 00:01:15.140]  但是如果在華人的群體當中
[00:01:15.140 --> 00:01:17.640]  我們尚且這麼有多元的文化
[00:01:17.640 --> 00:01:21.300]  更何況上帝所造的萬族萬民呢
[00:01:21.300 --> 00:01:23.540]  而教會存在的目的
[00:01:23.540 --> 00:01:26.200]  從來就不是只是為了自己
[00:01:26.200 --> 00:01:28.780]  找到一個舒適圈而存在
[00:01:28.780 --> 00:01:31.580]  而是為了萬國萬民而存在
[00:01:31.580 --> 00:01:33.760]  所以我們今天穿的衣服
[00:01:33.760 --> 00:01:36.200]  旁邊掛的國旗提醒我們
[00:01:36.200 --> 00:01:39.540]  上帝是萬國萬民的上帝
[00:01:39.540 --> 00:01:43.340]  而我們存在的目的也是為了萬國萬民
[00:01:43.340 --> 00:01:46.880]  世界華佛中心是在1974年
[00:01:46.880 --> 00:01:49.220]  第一屆洛桑福音大會的時候
[00:01:49.220 --> 00:01:52.060]  有70位華人教會的牧者
[00:01:52.060 --> 00:01:54.180]  領受了這樣的負擔感動
[00:01:54.180 --> 00:01:57.760]  就是華人教會天下一心 廣傳福音知道主靈
[00:01:57.760 --> 00:02:00.340]  1974年時期的華人教會
[00:02:00.340 --> 00:02:03.340]  其實在各地都還是很弱小的
[00:02:03.340 --> 00:02:06.800]  大家都自己要生存都不容易了
[00:02:06.800 --> 00:02:09.240]  但上帝感動了當時一批領袖
[00:02:09.240 --> 00:02:12.360]  其中很大一部分是香港教會的領袖
[00:02:12.360 --> 00:02:13.960]  包括藤敬輝牧師
[00:02:13.960 --> 00:02:16.460]  這些我們所敬重的前輩
[00:02:16.460 --> 00:02:18.920]  他們就開始了華服運動
[00:02:18.920 --> 00:02:22.500]  並且在1976年召開第一次的華服大會
[00:02:22.500 --> 00:02:24.400]  地點就在香港
[00:02:24.400 --> 00:02:27.360]  並且之後就設立了世界華服聯絡中心
[00:02:27.360 --> 00:02:29.360]  地點就在香港
[00:02:29.360 --> 00:02:32.240]  所以其實我的辦公室在香港
[00:02:32.240 --> 00:02:34.640]  但因為疫情的關係
[00:02:34.640 --> 00:02:37.260]  前天是我第一次踏入辦公室
[00:02:37.260 --> 00:02:39.620]  上任一年之後
[00:02:39.620 --> 00:02:42.000]  這世界發生極大的變化
[00:02:42.000 --> 00:02:43.360]  但是在這些變化當中
[00:02:43.360 --> 00:02:46.120]  也讓我們看到宣教的機會
[00:02:46.120 --> 00:02:50.060]  正如同過去可能每五年一次的世界華人福音大會
[00:02:50.060 --> 00:02:53.340]  才有機會全球的華人教會齊聚一堂
[00:02:53.340 --> 00:02:56.540]  去聆聽上帝在各地的作為
[00:02:56.540 --> 00:02:58.700]  但因著疫情
[00:02:58.700 --> 00:03:01.700]  我們被迫每一個人每一間堂會
[00:03:01.700 --> 00:03:04.180]  都需要學習上網
[00:03:04.180 --> 00:03:06.440]  所以我們就開始了一個Podcast
[00:03:06.440 --> 00:03:08.440]  叫做使命門徒Podcast
[00:03:08.440 --> 00:03:10.220]  專門針對基督徒的領袖
[00:03:10.220 --> 00:03:11.500]  各行各業的領袖
[00:03:11.500 --> 00:03:15.660]  包含教幕神學職場跟宣教
[00:03:15.660 --> 00:03:19.180]  每個禮拜我訪談一位華人教會的領袖
[00:03:19.180 --> 00:03:22.540]  去聆聽上帝在各地的作為
[00:03:22.540 --> 00:03:24.800]  開始的時候單純的只是因為
[00:03:24.800 --> 00:03:26.760]  我要接任華府總幹事
[00:03:26.760 --> 00:03:29.120]  但是我真的相對於過去的總幹事
[00:03:29.120 --> 00:03:31.740]  其實相對而言我就是個小朋友
[00:03:31.740 --> 00:03:34.820]  我對全球華人教會的了解非常有限
[00:03:34.820 --> 00:03:37.100]  所以我就用很多Zoom Conference
[00:03:37.100 --> 00:03:38.940]  一個一個去拜訪
[00:03:38.940 --> 00:03:42.060]  一個一個用Zoom去了解各地的狀況
[00:03:42.060 --> 00:03:42.940]  後來我就覺得說
[00:03:42.940 --> 00:03:45.260]  當我聽了之後很多時候很感動
[00:03:45.260 --> 00:03:46.540]  上帝在這裡的作為
[00:03:46.540 --> 00:03:47.980]  上帝在那裡的作為
[00:03:47.980 --> 00:03:50.460]  為什麼只有我可以聽到呢
[00:03:50.460 --> 00:03:53.660]  為什麼不是更多的人能夠聽到呢
[00:03:53.660 --> 00:03:56.180]  於是我們就開始了這個Podcast
[00:03:56.180 --> 00:03:57.500]  感謝主一直到現在
[00:03:57.500 --> 00:04:00.260]  每一集都幾千位的聽
[00:04:00.260 --> 00:04:01.540]  我真的覺得說很感動
[00:04:01.540 --> 00:04:04.300]  就是過去每五年我們聚集才聽一次
[00:04:04.300 --> 00:04:06.420]  現在每一週聽的人
[00:04:06.420 --> 00:04:09.780]  跟參加華府大會的人數是差不多的
[00:04:09.780 --> 00:04:13.180]  我想這就是上帝在開啟我們的眼界
[00:04:13.180 --> 00:04:17.180]  看到福音不單單是為了我們這個群體
[00:04:17.180 --> 00:04:19.860]  而是上帝呼召每一個基督徒群體
[00:04:19.860 --> 00:04:23.020]  把福音帶到萬主萬民當中
[00:04:23.020 --> 00:04:26.740]  今天是港福堂的宣教年會 拆傳年會
[00:04:26.740 --> 00:04:31.580]  宣教的最核心的精神是什麼呢
[00:04:31.580 --> 00:04:35.020]  不是我們要為主做什麼
[00:04:35.020 --> 00:04:38.500]  而是主你在做的是
[00:04:38.500 --> 00:04:42.660]  主呼召我們參與在他所做的事情
[00:04:42.660 --> 00:04:46.620]  所以宣教一方面是我們的行動
[00:04:46.620 --> 00:04:50.220]  但宣教更重要的是上帝的行動是什麼
[00:04:50.220 --> 00:04:54.100]  我們如何參與在上帝的行動當中
[00:04:54.100 --> 00:04:57.420]  而回顧過去這三百多年
[00:04:57.420 --> 00:04:59.260]  普世教會的宣教歷史
[00:04:59.260 --> 00:05:02.940]  我們看到上帝動共的一些軌跡
[00:05:02.940 --> 00:05:04.500]  18世紀的時候
[00:05:04.500 --> 00:05:07.820]  當時的普世宣教是要跨洋宣教的
[00:05:07.820 --> 00:05:10.900]  當時的基督教重心在歐洲
[00:05:10.900 --> 00:05:12.500]  當時的宣教可能要
[00:05:12.500 --> 00:05:14.700]  歐洲的宣教是從歐洲出發
[00:05:14.700 --> 00:05:17.060]  啟程去北美 中美 南美
[00:05:17.060 --> 00:05:20.220]  非洲 亞洲 大洋洲
[00:05:20.220 --> 00:05:23.900]  當時的宣教沒有短宣這個名詞
[00:05:23.900 --> 00:05:24.660]  為什麼
[00:05:24.660 --> 00:05:28.260]  短宣這個名詞是飛機普及之後才有的
[00:05:28.260 --> 00:05:32.340]  當時的宣教你光坐一趟船來到亞洲
[00:05:32.340 --> 00:05:34.540]  就是幾個月的時間
[00:05:34.540 --> 00:05:38.820]  所以當時的宣教很多是帶著棺材上船
[00:05:38.820 --> 00:05:42.740]  他們決心去了可能就沒有回來
[00:05:42.740 --> 00:05:45.580]  而到了19世紀 因著這些宣教
[00:05:45.580 --> 00:05:49.420]  是前仆後繼犧牲他們的生命
[00:05:49.420 --> 00:05:52.940]  他們看重上帝所看重的
[00:05:52.940 --> 00:05:57.060]  而在許多地方的沿海建立了教會
[00:05:57.060 --> 00:05:58.860]  有了信徒
[00:05:58.860 --> 00:06:03.100]  但是 但是 許多內陸的地方
[00:06:03.100 --> 00:06:04.940]  仍舊缺乏福音
[00:06:04.940 --> 00:06:10.060]  因此19世紀的宣教開始看重內陸宣教
[00:06:10.060 --> 00:06:12.980]  我們所熟悉的中國內地會的成立
[00:06:12.980 --> 00:06:14.620]  也是在這樣的脈絡下
[00:06:14.620 --> 00:06:16.220]  上帝感動了戴德生
[00:06:16.220 --> 00:06:17.740]  成立了中國內地會
[00:06:17.740 --> 00:06:19.380]  感動了非洲的宣教士
[00:06:19.380 --> 00:06:21.580]  成立了非洲內地會
[00:06:21.580 --> 00:06:27.300]  整個19世紀 福音從沿海進入到內陸
[00:06:27.300 --> 00:06:29.220]  而到了20世紀
[00:06:29.220 --> 00:06:31.900]  當時到了20世紀中葉
[00:06:31.900 --> 00:06:35.180]  全球的教會進入到一個宣教的危機當中
[00:06:35.180 --> 00:06:36.500]  什麼危機呢
[00:06:36.500 --> 00:06:40.300]  就是聖經上講要把福音帶給萬國萬民
[00:06:40.300 --> 00:06:43.580]  當時在1974年的時候
[00:06:43.580 --> 00:06:45.820]  全世界的每一個國家裡面
[00:06:45.820 --> 00:06:48.380]  都已經至少有一間教會
[00:06:48.380 --> 00:06:50.380]  那我們就要問一個問題囉
[00:06:50.380 --> 00:06:53.060]  是不是大使命已經完成了呢
[00:06:53.060 --> 00:06:55.460]  是不是教會的宣教工作
[00:06:55.460 --> 00:06:57.700]  已經可以放下了呢
[00:06:57.700 --> 00:06:59.740]  這是當時普世教會
[00:06:59.740 --> 00:07:04.380]  面對到了一個極大的危機跟疑問
[00:07:04.380 --> 00:07:07.620]  1974年洛桑福音大會召開
[00:07:07.620 --> 00:07:10.580]  John Stott、Billy Graham兩位領袖
[00:07:10.580 --> 00:07:14.300]  召聚了全球福音派教會的領袖齊聚一堂
[00:07:14.300 --> 00:07:16.580]  就是為了要探討這件事情
[00:07:16.580 --> 00:07:18.380]  而在那次的大會當中
[00:07:18.380 --> 00:07:20.500]  宣教學者Ralph Winters
[00:07:20.500 --> 00:07:23.980]  提出了UPG Unreached People Group
[00:07:23.980 --> 00:07:25.900]  未得知名的概念
[00:07:25.900 --> 00:07:29.260]  讓我們看到即便在同一個國家當中
[00:07:29.260 --> 00:07:32.940]  但是因著文化種族語言的分隔
[00:07:32.940 --> 00:07:34.780]  有許多的群體
[00:07:34.780 --> 00:07:38.180]  仍舊是福音沒有領導之地
[00:07:38.180 --> 00:07:43.140]  那成為1974年至今我們宣教的重點
[00:07:43.140 --> 00:07:46.660]  普世的教會也因著這個新的典範的轉移
[00:07:46.660 --> 00:07:48.260]  Paradigm Shift
[00:07:48.260 --> 00:07:51.860]  以至於燃起了新的一波宣教的動力
[00:07:51.860 --> 00:07:53.100]  而感謝上帝
[00:07:53.100 --> 00:07:55.780]  上帝使用許多當時的前輩
[00:07:55.780 --> 00:07:57.860]  也在華服運動當中
[00:07:57.860 --> 00:08:01.500]  努力的鼓勵連結眾華人教會
[00:08:01.500 --> 00:08:04.460]  不是只顧著我們的生存跟發展
[00:08:04.460 --> 00:08:08.740]  而是也在當中看到普世宣教的重要
