
[00:00:00.000 --> 00:00:06.000]  今天很開心,我們是最後一個主日,在2023年。
[00:00:06.000 --> 00:00:12.000]  回顧,我們2023年是一個很好的題目上載給我們的。
[00:00:12.000 --> 00:00:16.000]  一切從新開始,一切從深開始。
[00:00:16.000 --> 00:00:22.000]  走過四個季題,我盼望我們都已經重新認定自己選定了。
[00:00:22.000 --> 00:00:27.000]  頂智慧,你應該願意作主門徒,不是只想著做一個信徒。
[00:00:27.000 --> 00:00:30.000]  希望你的使命人生能夠穩定。
[00:00:30.000 --> 00:00:36.000]  亦都希望無論小組或教會,我們都能夠團結一致,擴展上帝的國度。
[00:00:36.000 --> 00:00:41.000]  所以去到2024年,主題就是「為主發光」。
[00:00:41.000 --> 00:00:45.000]  如果你上星期沒有拿電筒,那你現在散會之後再看看有沒有。
[00:00:45.000 --> 00:00:47.000]  好像我拍了很多。
[00:00:47.000 --> 00:00:51.000]  今天剛剛就在轉接的位置裡面。
[00:00:51.000 --> 00:00:57.000]  再前一個星期,大致上載了「擴展神國」。
[00:00:57.000 --> 00:01:01.000]  因為到最後,我們都覺得自己大言不慚。
[00:01:01.000 --> 00:01:07.000]  上帝要擴展我們的境界,幫助我們讓我們的生命能夠成為主的見證,
[00:01:07.000 --> 00:01:09.000]  這已經是很重要的。
[00:01:09.000 --> 00:01:13.000]  在這兩個星期,我們都渴求聖靈降臨。
[00:01:13.000 --> 00:01:15.000]  大家都很想做一次復興。
[00:01:15.000 --> 00:01:22.000]  但我們都記得,我們最重要的,其實都是求神的改變能力,真的在我們當中。
[00:01:22.000 --> 00:01:27.000]  讓我們的生命由這個自我中心,變為真的以上帝為中心。
[00:01:27.000 --> 00:01:30.000]  所以,突然間,這麼快又去講道理的時候,
[00:01:30.000 --> 00:01:33.000]  想想上帝,其實我們還有什麼可以分享的呢?
[00:01:33.000 --> 00:01:39.000]  一直在想,其實如果上帝再一次大大地去觸動整間教會,
[00:01:39.000 --> 00:01:41.000]  整動我們的生命的時候,
[00:01:41.000 --> 00:01:44.000]  我們除了需要上帝幫助我們去改變之外,
[00:01:44.000 --> 00:01:46.000]  我突然間就想到一件事,
[00:01:46.000 --> 00:01:51.000]  我們都很祈求上帝將一個分辨的能力給予我們。
[00:01:51.000 --> 00:01:54.000]  因為現在的世代真的很艱難。
[00:01:54.000 --> 00:01:59.000]  收到一些消息,都不知道要找誰去檢查才好。
[00:01:59.000 --> 00:02:02.000]  如果你很認真地去問清楚,
[00:02:02.000 --> 00:02:06.000]  給你的那個,其實他都不是很認真地知道那件事是什麼。
[00:02:06.000 --> 00:02:10.000]  變成在現在這個世代,雖然資訊很發達,
[00:02:10.000 --> 00:02:12.000]  很多東西你會知道,
[00:02:12.000 --> 00:02:14.000]  但是怎樣去分真假呢?
[00:02:14.000 --> 00:02:16.000]  那個困難是大的。
[00:02:16.000 --> 00:02:19.000]  所以,當我們說,我們每個人都渴求上帝降臨,
[00:02:19.000 --> 00:02:22.000]  渴求我們有一些叫做超自然的經歷,
[00:02:22.000 --> 00:02:23.000]  第一身的經歷。
[00:02:23.000 --> 00:02:25.000]  當大家這樣去渴求的時候,
[00:02:25.000 --> 00:02:28.000]  作為牧者的我,其實我有點擔心的。
[00:02:28.000 --> 00:02:30.000]  因為很坦白,魔鬼如天使,
[00:02:30.000 --> 00:02:32.000]  好像這幅圖一樣當然好,
[00:02:32.000 --> 00:02:34.000]  一眼就分到。
[00:02:34.000 --> 00:02:38.000]  你也知道分到哪個是天使,哪個是魔鬼。
[00:02:38.000 --> 00:02:40.000]  但是很小心的,
[00:02:40.000 --> 00:02:42.000]  聖經常常都有個概念提醒我們,
[00:02:42.000 --> 00:02:44.000]  所以讀靈界探索的意思是,
[00:02:44.000 --> 00:02:48.000]  原來魔鬼是會扮作光明的天使。
[00:02:48.000 --> 00:02:50.000]  簡單來說,如果你望過去,
[00:02:50.000 --> 00:02:53.000]  原來肥嘟嘟阿伯那一隻,
[00:02:53.000 --> 00:02:55.000]  原來他是魔鬼,
[00:02:55.000 --> 00:02:57.000]  不過他的樣子像天使而已。
[00:02:57.000 --> 00:02:59.000]  如果我們這樣去猜測,
[00:02:59.000 --> 00:03:02.000]  我們完全是會被蒙騙的。
[00:03:02.000 --> 00:03:04.000]  順帶一提,
[00:03:04.000 --> 00:03:07.000]  我們都知道我們進入了末世的世代。
[00:03:07.000 --> 00:03:11.000]  末世的世代裡面,當然我們說敵基督是可怕的,
[00:03:11.000 --> 00:03:14.000]  我們出來可能都是被人評頭品足,
[00:03:14.000 --> 00:03:16.000]  大家都不是很友善。
[00:03:16.000 --> 00:03:18.000]  但是你問我,
[00:03:18.000 --> 00:03:20.000]  敵基督可不可怕,
[00:03:20.000 --> 00:03:22.000]  都不夠假基督那麼可怕。
[00:03:22.000 --> 00:03:24.000]  因為明刀明槍,
[00:03:24.000 --> 00:03:26.000]  你都知道可以預防,
[00:03:26.000 --> 00:03:28.000]  你都懂得拒絕,
[00:03:28.000 --> 00:03:30.000]  或者你都懂得逃跑。
[00:03:30.000 --> 00:03:32.000]  但是最慘的是,
[00:03:32.000 --> 00:03:34.000]  當假基督出現的時候,
[00:03:34.000 --> 00:03:36.000]  聖經說連選民都會被迷惑,
[00:03:36.000 --> 00:03:38.000]  意思就是說,
[00:03:38.000 --> 00:03:40.000]  連基督徒,連信徒,
[00:03:40.000 --> 00:03:43.000]  其實自己都可能會受迷惑,
[00:03:43.000 --> 00:03:45.000]  而不知道。
[00:03:45.000 --> 00:03:47.000]  但是一直走過來,
[00:03:47.000 --> 00:03:50.000]  由所謂的很保守的「朕信會」,
[00:03:50.000 --> 00:03:53.000]  到我們對於聖靈開放的過程,
[00:03:53.000 --> 00:03:55.000]  其實真的不容易的。
[00:03:55.000 --> 00:03:58.000]  我很辛苦地選到這幅圖,
[00:03:58.000 --> 00:04:02.000]  因為在過往我們的經驗裡面,
[00:04:02.000 --> 00:04:04.000]  由我們開始Alpha Course,
[00:04:04.000 --> 00:04:07.000]  因為Alpha Course有個叫Alpha Camp,
[00:04:07.000 --> 00:04:09.000]  Alpha Camp教導聖靈,
[00:04:09.000 --> 00:04:12.000]  渴求我們去禱告經歷聖靈。
[00:04:12.000 --> 00:04:14.000]  但是最初去做的時候,
[00:04:14.000 --> 00:04:16.000]  真的不知道要做什麼,
[00:04:16.000 --> 00:04:18.000]  真的渴求,什麼叫渴求,
[00:04:18.000 --> 00:04:20.000]  是否閉上眼睛就渴求呢?
[00:04:20.000 --> 00:04:22.000]  很混亂的。
[00:04:22.000 --> 00:04:24.000]  到我們真的經歷到,
[00:04:24.000 --> 00:04:26.000]  頂姐妹在上帝裡面,
[00:04:26.000 --> 00:04:28.000]  一些超自然的經歷的時候,
[00:04:28.000 --> 00:04:31.000]  其實我們心裡面都是驚慌的。
[00:04:31.000 --> 00:04:34.000]  林牧師是最冤枉的,
[00:04:34.000 --> 00:04:36.000]  常常說我彈結他,
[00:04:36.000 --> 00:04:38.000]  我只是在唱歌,
[00:04:38.000 --> 00:04:40.000]  他們在溜地,
[00:04:40.000 --> 00:04:42.000]  或者在哭和笑,
[00:04:42.000 --> 00:04:44.000]  其實好像不關我的事,
[00:04:44.000 --> 00:04:46.000]  於是就經常被人說了。
[00:04:46.000 --> 00:04:48.000]  因此你看到後來,
[00:04:48.000 --> 00:04:50.000]  我們也有做福音祈禱會,
[00:04:50.000 --> 00:04:52.000]  因為我們看到,
[00:04:52.000 --> 00:04:54.000]  上帝在我們生命當中的改變,
[00:04:54.000 --> 00:04:56.000]  看到頂姐妹重新站起來的時候,
[00:04:56.000 --> 00:04:58.000]  他們生命的果子,
[00:04:58.000 --> 00:05:00.000]  是令我們相信,
[00:05:00.000 --> 00:05:02.000]  但是找回那些海報,
[00:05:02.000 --> 00:05:04.000]  我們知道當時我們很流行,
[00:05:04.000 --> 00:05:06.000]  在設計裡面,
[00:05:06.000 --> 00:05:08.000]  暗藏玄機,
[00:05:08.000 --> 00:05:10.000]  常常會加些什麼字,
[00:05:10.000 --> 00:05:12.000]  靈量與靈泉,
[00:05:12.000 --> 00:05:14.000]  聖言與聖靈,
[00:05:14.000 --> 00:05:16.000]  為什麼會這樣做呢?
[00:05:16.000 --> 00:05:18.000]  因為骨子裡面,
[00:05:18.000 --> 00:05:20.000]  我們都是傳統方派長大,
[00:05:20.000 --> 00:05:22.000]  對於上帝有主權,
[00:05:22.000 --> 00:05:24.000]  他可以很開放,
[00:05:24.000 --> 00:05:26.000]  做他喜歡做的事,
[00:05:26.000 --> 00:05:28.000]  理性上是明白的,
[00:05:28.000 --> 00:05:30.000]  亦都願意的,
[00:05:30.000 --> 00:05:32.000]  上帝你喜歡做的事,
[00:05:32.000 --> 00:05:34.000]  你就做吧,
[00:05:34.000 --> 00:05:36.000]  但是骨子裡面,
[00:05:36.000 --> 00:05:38.000]  都是死捏著聖經,
[00:05:38.000 --> 00:05:40.000]  這些事有沒有價,
[00:05:40.000 --> 00:05:42.000]  有沒有哭價,
[00:05:42.000 --> 00:05:44.000]  有沒有笑價,
[00:05:44.000 --> 00:05:46.000]  有沒有溜底價,
[00:05:46.000 --> 00:05:48.000]  有很多很多問題,
[00:05:48.000 --> 00:05:50.000]  但是我們感恩,
[00:05:50.000 --> 00:05:52.000]  在這樣的狀態裡面,
[00:05:52.000 --> 00:05:54.000]  我們也過了一段日子,
[00:05:54.000 --> 00:05:56.000]  也越來越成熟,
[00:05:56.000 --> 00:05:58.000]  真的好經歷到,
[00:05:58.000 --> 00:06:00.000]  和真的好認識到,
[00:06:00.000 --> 00:06:02.000]  什麼叫做三位一體的神,
[00:06:02.000 --> 00:06:04.000]  我們對於聖父,
[00:06:04.000 --> 00:06:06.000]  聖子,聖靈,
[00:06:06.000 --> 00:06:08.000]  這三個位格,
[00:06:08.000 --> 00:06:10.000]  對於教會來說,
[00:06:10.000 --> 00:06:12.000]  並不是一件陌生的事,
[00:06:12.000 --> 00:06:14.000]  不過當我們今次再去講,
[00:06:14.000 --> 00:06:16.000]  我們聽到很多呼聲,
[00:06:16.000 --> 00:06:18.000]  很渴求的時候,
[00:06:18.000 --> 00:06:20.000]  我們都知道在新的一浪,
[00:06:20.000 --> 00:06:22.000]  有新的弟兄姊妹進入,
[00:06:22.000 --> 00:06:24.000]  所以今天我選了一節經文,
[00:06:24.000 --> 00:06:26.000]  高來西教會這本書是特別寫的,
[00:06:26.000 --> 00:06:28.000]  當時有很多異端邪說,
[00:06:28.000 --> 00:06:30.000]  都在初學者教會裡面,
[00:06:30.000 --> 00:06:32.000]  保羅特別要提醒的,
[00:06:32.000 --> 00:06:34.000]  他說你們要謹慎,
[00:06:34.000 --> 00:06:36.000]  恐怕有人用他的理學,
[00:06:36.000 --> 00:06:38.000]  和虛空的妄言,
[00:06:38.000 --> 00:06:40.000]  不照著基督,
[00:06:40.000 --> 00:06:42.000]  乃照著人間的遺傳,
[00:06:42.000 --> 00:06:44.000]  和世上的小學,
[00:06:44.000 --> 00:06:46.000]  就把你們擄去,
[00:06:46.000 --> 00:06:48.000]  這是和合本聖經的翻譯,
[00:06:48.000 --> 00:06:50.000]  我們幾十年都是這樣讀的,
[00:06:50.000 --> 00:06:52.000]  你見周刊是有點不同的,
[00:06:52.000 --> 00:06:54.000]  昨天才叫大家改了這個,
[00:06:54.000 --> 00:06:56.000]  我們就用了給大家看看,
[00:06:56.000 --> 00:06:58.000]  就叫做環球聖經譯本,
[00:06:58.000 --> 00:07:00.000]  就是一本最新的中文譯本,
[00:07:00.000 --> 00:07:02.000]  白博士推介給我們的,
[00:07:02.000 --> 00:07:04.000]  這個是最好的,
[00:07:04.000 --> 00:07:06.000]  所以我們很多同工都買了,
[00:07:06.000 --> 00:07:08.000]  講到同一次的經文是這樣說的,
[00:07:08.000 --> 00:07:10.000]  他說你們要小心,
