
[00:00:00.000 --> 00:00:04.000]  好,在我們聽到之前
[00:00:04.000 --> 00:00:08.000]  我們一起有一個祈禱
[00:00:08.000 --> 00:00:12.000]  所謂的主,我們多謝你賜給我們的話語
[00:00:12.000 --> 00:00:14.000]  是我們生命的糧
[00:00:14.000 --> 00:00:17.000]  願你自己親自去餵養我們
[00:00:17.000 --> 00:00:20.000]  讓我們無論說的、聽的
[00:00:20.000 --> 00:00:24.000]  我們全謙卑的心去領受你的話
[00:00:24.000 --> 00:00:27.000]  願你的話進入我們的生命
[00:00:27.000 --> 00:00:30.000]  去教正我們的生命方向
[00:00:30.000 --> 00:00:33.000]  我們這樣祈禱,奉主命求,阿們
[00:00:33.000 --> 00:00:38.000]  好,前陣子我覺得眼睛瞇瞇
[00:00:38.000 --> 00:00:41.000]  有時候很乾
[00:00:41.000 --> 00:00:43.000]  跟朋友分享的時候
[00:00:43.000 --> 00:00:46.000]  聊天時,他們說,我最近也是
[00:00:46.000 --> 00:00:50.000]  聊著聊著,原來那段日子
[00:00:50.000 --> 00:00:53.000]  大家都想看奧運
[00:00:53.000 --> 00:00:58.000]  所以下班後,回家看多了電腦、手機
[00:00:58.000 --> 00:01:00.000]  追回那天的賽事
[00:01:00.000 --> 00:01:03.000]  有時候也追回花邊新聞
[00:01:03.000 --> 00:01:05.000]  不知不覺夜睡了
[00:01:05.000 --> 00:01:08.000]  看多了電腦,眼睛瞇瞇
[00:01:08.000 --> 00:01:12.000]  其實肉體眼睛如果有問題
[00:01:12.000 --> 00:01:14.000]  我們很容易察覺到
[00:01:14.000 --> 00:01:16.000]  因為眼瞇,看不清楚
[00:01:16.000 --> 00:01:20.000]  但有時候我們未必察覺到的
[00:01:20.000 --> 00:01:24.000]  就是我們的屬靈眼睛瞇瞇了
[00:01:24.000 --> 00:01:26.000]  其實屬靈眼睛瞇瞇了
[00:01:26.000 --> 00:01:29.000]  也一樣限制了我們的視力
[00:01:29.000 --> 00:01:33.000]  讓我們看不見上帝的角度
[00:01:33.000 --> 00:01:36.000]  也只是頭腦上知道有神
[00:01:36.000 --> 00:01:42.000]  但不能真實地經歷到主在我們的生命裡
[00:01:42.000 --> 00:01:44.000]  大家有沒有試過呢?
[00:01:44.000 --> 00:01:46.000]  如果在這樣的情況下
[00:01:46.000 --> 00:01:52.000]  我們只看到肉眼看到的困難和挑戰
[00:01:52.000 --> 00:01:55.000]  特別是一些突如其來的事情
[00:01:55.000 --> 00:01:57.000]  好像我們什麼也看不見
[00:01:57.000 --> 00:02:01.000]  只看到那件我們覺得很難搞的事
[00:02:01.000 --> 00:02:05.000]  甚至我們的情緒也被牽動
[00:02:05.000 --> 00:02:10.000]  憂慮、憤怒、驚慌都走出來
[00:02:10.000 --> 00:02:13.000]  沒有動力去面對
[00:02:13.000 --> 00:02:15.000]  今天我們看的這段經文
[00:02:15.000 --> 00:02:19.000]  就是講兩個眼睛模糊的人
[00:02:19.000 --> 00:02:23.000]  他們面對面看到復活了的耶穌
[00:02:23.000 --> 00:02:26.000]  但卻好像視而不見
[00:02:26.000 --> 00:02:28.000]  不過在這段經文裡
[00:02:28.000 --> 00:02:32.000]  我們知道耶穌主動去尋找他們
[00:02:32.000 --> 00:02:33.000]  幫助他們
[00:02:33.000 --> 00:02:38.000]  以致他們不但找回自己的屬靈視力
[00:02:38.000 --> 00:02:42.000]  也找回自己的角色和使命
[00:02:42.000 --> 00:02:45.000]  《路加福音》的二十四章
[00:02:45.000 --> 00:02:50.000]  記載了耶穌復活後向不同的人顯現
[00:02:50.000 --> 00:02:53.000]  上星期我們也聽過
[00:02:53.000 --> 00:02:57.000]  耶穌向一群婦女顯現
[00:02:57.000 --> 00:02:59.000]  而今天這段經文
[00:02:59.000 --> 00:03:02.000]  耶穌向兩個門徒顯現
[00:03:02.000 --> 00:03:07.000]  第十三節提到這兩個是耶穌的門徒
[00:03:07.000 --> 00:03:13.000]  不過他們不屬於耶穌很近身的十二個使徒
[00:03:13.000 --> 00:03:18.000]  你看到第十八節提到其中一位叫格劉巴
[00:03:18.000 --> 00:03:21.000]  另一位聖經沒有提到她的名字
[00:03:21.000 --> 00:03:26.000]  有人推測她會不會是格劉巴的妻子
[00:03:26.000 --> 00:03:29.000]  不過沒有肯定
[00:03:29.000 --> 00:03:33.000]  這段經文一開始的十三節提到
[00:03:33.000 --> 00:03:36.000]  事情發生在同一天
[00:03:36.000 --> 00:03:38.000]  同一天是哪一天呢
[00:03:38.000 --> 00:03:41.000]  就是提到耶穌復活那一天
[00:03:41.000 --> 00:03:46.000]  這兩個門徒正在離開耶路撒冷
[00:03:46.000 --> 00:03:50.000]  向著以馬五師進發
[00:03:50.000 --> 00:03:53.000]  以馬五師距離耶路撒冷
[00:03:53.000 --> 00:03:58.000]  一個大約十一公里的村莊
[00:03:58.000 --> 00:04:02.000]  他們一邊走一邊聊天
[00:04:02.000 --> 00:04:07.000]  聊著近日在耶路撒冷發生的一件大事
[00:04:07.000 --> 00:04:09.000]  就是耶穌被釘死
[00:04:09.000 --> 00:04:12.000]  在第十七節你會看到
[00:04:12.000 --> 00:04:15.000]  當時他們是面帶仇容的
[00:04:15.000 --> 00:04:18.000]  兩個人都為著耶穌的死
[00:04:18.000 --> 00:04:22.000]  而感到非常難過失落
[00:04:22.000 --> 00:04:24.000]  作為門徒
[00:04:24.000 --> 00:04:27.000]  自己的師父死了不在了
[00:04:27.000 --> 00:04:30.000]  突然間被人抓了
[00:04:30.000 --> 00:04:33.000]  以及立即判了死刑
[00:04:33.000 --> 00:04:35.000]  你可以想像對於他們來說
[00:04:35.000 --> 00:04:39.000]  是一份多大的震撼和打擊
[00:04:39.000 --> 00:04:41.000]  可能因為這樣
[00:04:41.000 --> 00:04:47.000]  這兩個門徒離開了這個傷心地
[00:04:47.000 --> 00:04:49.000]  去向以馬五師
[00:04:49.000 --> 00:04:53.000]  但是在路途上復活了的耶穌
[00:04:53.000 --> 00:04:56.000]  就出現在他們的眼前
[00:04:56.000 --> 00:04:59.000]  第十五十六節說
[00:04:59.000 --> 00:05:01.000]  耶穌親自走近他們
[00:05:01.000 --> 00:05:03.000]  和他們同行
[00:05:03.000 --> 00:05:06.000]  可視他們的眼睛模糊了
[00:05:06.000 --> 00:05:08.000]  沒認出他
[00:05:08.000 --> 00:05:12.000]  於是你見到耶穌出現了
[00:05:12.000 --> 00:05:14.000]  他們看不見
[00:05:14.000 --> 00:05:16.000]  耶穌接著就主動問他們
[00:05:16.000 --> 00:05:18.000]  發生了什麼事
[00:05:18.000 --> 00:05:21.000]  當時格留巴就以為
[00:05:21.000 --> 00:05:23.000]  耶穌是初到貴境
[00:05:23.000 --> 00:05:26.000]  剛剛來到耶路撒冷的旅客
[00:05:26.000 --> 00:05:29.000]  如果我們今天的對話
[00:05:29.000 --> 00:05:31.000]  他們的反應可能是
[00:05:31.000 --> 00:05:33.000]  這麼大件事你不知道嗎
[00:05:33.000 --> 00:05:36.000]  耶穌就問他們究竟什麼事
[00:05:36.000 --> 00:05:39.000]  就給他們機會去說
[00:05:39.000 --> 00:05:43.000]  於是由十九到二十五節
[00:05:43.000 --> 00:05:48.000]  你就會見到這班門徒說了什麼
[00:05:48.000 --> 00:05:50.000]  從這裡的技術
[00:05:50.000 --> 00:05:52.000]  我們可以感受到這兩個人
[00:05:52.000 --> 00:05:55.000]  當時真的不知道怎麼辦
[00:05:55.000 --> 00:05:57.000]  非常之迷惘
[00:05:57.000 --> 00:06:00.000]  他們說他們知道耶穌是一個
[00:06:00.000 --> 00:06:02.000]  大能的先知
[00:06:02.000 --> 00:06:04.000]  耶穌的所言所行
[00:06:04.000 --> 00:06:07.000]  都是反映著上帝的能力
[00:06:07.000 --> 00:06:09.000]  不過即使是這樣
[00:06:09.000 --> 00:06:14.000]  結果他是被猶太人的祭司
[00:06:14.000 --> 00:06:17.000]  和長官來定罪
[00:06:17.000 --> 00:06:19.000]  被釘死
[00:06:19.000 --> 00:06:21.000]  第二十一節的上半節
[00:06:21.000 --> 00:06:23.000]  是這樣說的
[00:06:23.000 --> 00:06:26.000]  但我們素來所盼望
[00:06:26.000 --> 00:06:30.000]  要救贖以色列民的就是他
[00:06:30.000 --> 00:06:33.000]  即是說這個現在死了的人
[00:06:33.000 --> 00:06:35.000]  不只是他們的師父
[00:06:35.000 --> 00:06:39.000]  原來還是歷代以來
[00:06:39.000 --> 00:06:45.000]  神應許要來救他們的救主
[00:06:45.000 --> 00:06:48.000]  是去拯救以色列人的那位
[00:06:48.000 --> 00:06:50.000]  他們等了幾百年
[00:06:50.000 --> 00:06:53.000]  這個人才出現
[00:06:53.000 --> 00:06:54.000]  這樣就死了嗎
[00:06:54.000 --> 00:06:56.000]  那怎麼辦
[00:06:56.000 --> 00:06:59.000]  這兩個門徒在二十一節的下半節
[00:06:59.000 --> 00:07:01.000]  到二十四節那裡繼續說
[00:07:01.000 --> 00:07:05.000]  他說這件事已經發生了三天
[00:07:05.000 --> 00:07:08.000]  其實三天是一個特別的日子
[00:07:08.000 --> 00:07:12.000]  今天他們之中有些婦女
[00:07:12.000 --> 00:07:13.000]  即是他們門徒之中
[00:07:13.000 --> 00:07:16.000]  其實有些婦女去過墳墓那裡
[00:07:16.000 --> 00:07:19.000]  找不到耶穌的屍體
[00:07:19.000 --> 00:07:22.000]  又有天使跟他們說
[00:07:22.000 --> 00:07:24.000]  耶穌復活了
[00:07:24.000 --> 00:07:26.000]  甚至之後還有幾個人
[00:07:26.000 --> 00:07:30.000]  去空墳墓那裡去檢查過
[00:07:30.000 --> 00:07:34.000]  證明這幾個婦女所說的不是謊話
[00:07:34.000 --> 00:07:39.000]  即使這些事實一件一件披露
[00:07:39.000 --> 00:07:42.000]  這兩個門徒都說得出來
[00:07:42.000 --> 00:07:44.000]  但他們仍然不知道
[00:07:44.000 --> 00:07:46.000]  原來這個在他們面前
[00:07:46.000 --> 00:07:48.000]  那個就是耶穌
[00:07:48.000 --> 00:07:50.000]  他們似乎忘記了
[00:07:50.000 --> 00:07:52.000]  耶穌跟他們說過
[00:07:52.000 --> 00:07:55.000]  祂死後是第三天復活的
[00:07:55.000 --> 00:07:57.000]  而他們仍然看到的就是
[00:07:57.000 --> 00:07:59.000]  耶穌死了
[00:07:59.000 --> 00:08:01.000]  即使屍體不見了
[00:08:01.000 --> 00:08:03.000]  他們仍然腦裡的記憶就是
[00:08:03.000 --> 00:08:06.000]  我們的耶穌死了
[00:08:06.000 --> 00:08:11.000]  他們當時被灰心、憂慮、驚慌
[00:08:11.000 --> 00:08:14.000]  好像大水一樣浸著他們
[00:08:14.000 --> 00:08:18.000]  看不到什麼出路和希望
[00:08:18.000 --> 00:08:20.000]  弟兄姊妹
[00:08:20.000 --> 00:08:23.000]  你最近有沒有什麼煩惱?
[00:08:23.000 --> 00:08:26.000]  或者當你面對眼前
[00:08:26.000 --> 00:08:28.000]  一些煩惱、困難的時候
[00:08:28.000 --> 00:08:31.000]  你會不會都像這兩個門徒那樣
[00:08:31.000 --> 00:08:33.000]  什麼都看不見
[00:08:33.000 --> 00:08:36.000]  只看見困難有多大
[00:08:36.000 --> 00:08:39.000]  遮住你的眼睛
[00:08:39.000 --> 00:08:42.000]  甚至這個困難放大
[00:08:42.000 --> 00:08:44.000]  即是放大到將來
