
[00:00:00.000 --> 00:00:05.500]  各位弟兄姊妹,早晨,很開心大家一齊來到敬拜神,是不是?
[00:00:05.500 --> 00:00:11.500]  我們同心合意,剛才那首國詩歌是很振奮人心的,
[00:00:11.500 --> 00:00:15.000]  其實可以呼召的了,唱完那首歌之後。
[00:00:15.000 --> 00:00:21.500]  但是我們讀這份聖經,也都發覺有很多值得我們去思考的時刻,
[00:00:21.500 --> 00:00:25.500]  就讓我們在神的面前恭敬的先祈禱。
[00:00:25.500 --> 00:00:33.000]  天父上帝,我們感謝祢,賜我們能夠在慕道圓環浸信會同心合意敬拜祢,
[00:00:33.000 --> 00:00:36.500]  在主裡面同作,同勞人。
[00:00:36.500 --> 00:00:42.500]  藉著今天的正道,都求祢聖靈親自開導我們,
[00:00:42.500 --> 00:00:50.000]  讓我們在基督裡面同心的認識神祢的話語的甘甜,
[00:00:50.000 --> 00:00:54.000]  並且在當中得著祢的滋潤,
[00:00:54.000 --> 00:00:59.500]  是讓我們一切的掛慮都能夠憑信心,
[00:00:59.500 --> 00:01:01.500]  讓忘教徒在祢的手中,
[00:01:01.500 --> 00:01:06.500]  讓我們在這段時間裡面好好的安靜我們的心,
[00:01:06.500 --> 00:01:11.500]  讓講的能夠明白,能夠講得清楚,聽的能夠明白。
[00:01:11.500 --> 00:01:16.500]  奉耶穌基督的名祈禱,阿們。
[00:01:16.500 --> 00:01:20.500]  我們剛才回到聖經文那裡,
[00:01:20.500 --> 00:01:27.500]  大家手上已經在秩序表裡都有記載聖經。
[00:01:27.500 --> 00:01:29.500]  有一個小小的遊戲,
[00:01:29.500 --> 00:01:32.500]  大家手上不知道有沒有帶筆來呢?
[00:01:32.500 --> 00:01:34.500]  有的可以舉手看看,
[00:01:34.500 --> 00:01:36.500]  個個都有筆,OK。
[00:01:36.500 --> 00:01:38.500]  大家都有秩序表,
[00:01:38.500 --> 00:01:41.500]  你可以打開秩序表,
[00:01:41.500 --> 00:01:51.500]  大家一起看一下,萬萬這個字出現了多少次呢?
[00:01:51.500 --> 00:02:01.500]  大家看看,第四節出現了多少次?
[00:02:01.500 --> 00:02:05.500]  第四節出現了多少次?兩次。
[00:02:05.500 --> 00:02:10.500]  然後呢?第六節又出現了一次。
[00:02:10.500 --> 00:02:13.500]  一共有多少次?三次。
[00:02:13.500 --> 00:02:19.500]  你們的眼睛也很快,眼明,手也很快,所以圈住它。
[00:02:19.500 --> 00:02:24.500]  另外一個字就叫做「苦楚」。
[00:02:24.500 --> 00:02:28.500]  大家看一下,這個「苦楚」在哪裡有記載呢?
[00:02:28.500 --> 00:02:31.500]  第三節和第四節都沒有的。
[00:02:31.500 --> 00:02:36.500]  五、六、七都有。
[00:02:36.500 --> 00:02:39.500]  這個「苦楚」是從哪裡來的呢?
[00:02:39.500 --> 00:02:43.500]  是基督的「苦楚」,
[00:02:43.500 --> 00:02:46.500]  而且是「同受苦楚」。
[00:02:46.500 --> 00:02:49.500]  所以我們說的所謂「同路人」,
[00:02:49.500 --> 00:02:51.500]  主要我現在說答案,
[00:02:51.500 --> 00:02:55.500]  就是與基督一同受苦。
[00:02:55.500 --> 00:02:59.500]  我們今天說的題目就是「同路人」。
[00:02:59.500 --> 00:03:02.500]  我們很喜歡說一句話,
[00:03:02.500 --> 00:03:12.500]  「同甘共苦,有福同享,有難呢?」
[00:03:12.500 --> 00:03:16.500]  你自己當吧,不要預我了。
[00:03:16.500 --> 00:03:19.500]  約了人了,
[00:03:19.500 --> 00:03:23.500]  很快就走人了。
[00:03:23.500 --> 00:03:25.500]  總之不要預我了。
[00:03:25.500 --> 00:03:28.500]  但是基督的信仰,
[00:03:28.500 --> 00:03:31.500]  最大的挑戰就在這裡。
[00:03:31.500 --> 00:03:35.500]  是不是真的能夠有難同當呢?
[00:03:35.500 --> 00:03:38.500]  在這個這麼現實的社會裡面,
[00:03:38.500 --> 00:03:43.500]  我們真的看得很少。
[00:03:43.500 --> 00:03:47.500]  哪怕就是親朋戚友,
[00:03:47.500 --> 00:03:49.500]  借了錢,
[00:03:49.500 --> 00:03:53.500]  有借有還,再借不難,
[00:03:53.500 --> 00:03:58.500]  有借無還,下次多難。
[00:03:58.500 --> 00:04:03.500]  所以怎樣能夠在基督裡面做「同路人」呢?
[00:04:03.500 --> 00:04:05.500]  首先要知道,
[00:04:05.500 --> 00:04:08.500]  患難人人都有,
[00:04:08.500 --> 00:04:10.500]  你走不掉的。
[00:04:10.500 --> 00:04:12.500]  而且這個患難,
[00:04:12.500 --> 00:04:14.500]  是很多方面的。
[00:04:14.500 --> 00:04:16.500]  有時是無端端,
[00:04:16.500 --> 00:04:18.500]  現在在這裡好一點,
[00:04:18.500 --> 00:04:20.500]  在香港你走過一條街,
[00:04:20.500 --> 00:04:23.500]  上面有人倒污糟水,
[00:04:23.500 --> 00:04:27.500]  你就忽然間舔了東西。
[00:04:27.500 --> 00:04:29.500]  這個患難為何會來呢?
[00:04:29.500 --> 00:04:32.500]  因為人人都會有,
[00:04:32.500 --> 00:04:34.500]  不能甩的。
[00:04:34.500 --> 00:04:37.500]  但剛才我們在眾間詩歌,
[00:04:37.500 --> 00:04:38.500]  我不知道有沒有,
[00:04:38.500 --> 00:04:41.500]  原來我已決定是有新版的。
[00:04:41.500 --> 00:04:43.500]  即是決定了,
[00:04:43.500 --> 00:04:44.500]  要跟隨耶穌了,
[00:04:44.500 --> 00:04:45.500]  跟著你了。
[00:04:45.500 --> 00:04:48.500]  但是當主說,
[00:04:48.500 --> 00:04:52.500]  你要去一個你不願意去的地方,
[00:04:52.500 --> 00:04:55.500]  你要伸手讓人拉你走,
[00:04:55.500 --> 00:04:57.500]  那你肯不肯呢?
[00:04:57.500 --> 00:04:59.500]  這個基督的信仰,
[00:04:59.500 --> 00:05:00.500]  不是這麼順攤,
[00:05:00.500 --> 00:05:03.500]  不是成功神學所說的,
[00:05:03.500 --> 00:05:06.500]  是我們要背十字架的,
[00:05:06.500 --> 00:05:12.500]  是要經歷神的那種苦楚,
[00:05:12.500 --> 00:05:15.500]  就是叫做苦楚。
[00:05:15.500 --> 00:05:17.500]  世人不懂得什麼叫苦楚,
[00:05:17.500 --> 00:05:21.500]  他們也不了解什麼叫苦楚,
[00:05:21.500 --> 00:05:26.500]  但他們絕對了解什麼叫患難,
[00:05:26.500 --> 00:05:28.500]  即是頭頭碰著黑,
[00:05:28.500 --> 00:05:32.500]  屋夜偏逢,
[00:05:32.500 --> 00:05:33.500]  連夜雨,
[00:05:33.500 --> 00:05:35.500]  整晚都沒有睡,
[00:05:35.500 --> 00:05:37.500]  不停滴滴滴滴,
[00:05:37.500 --> 00:05:39.500]  那怎麼辦呢?
[00:05:39.500 --> 00:05:41.500]  所以出路,
[00:05:41.500 --> 00:05:45.500]  很多人用不同的宗教,
[00:05:45.500 --> 00:05:47.500]  用不同的科學,
[00:05:47.500 --> 00:05:49.500]  或者科技,
[00:05:49.500 --> 00:05:51.500]  為了賺很多錢,
[00:05:51.500 --> 00:05:52.500]  花很多錢,
[00:05:52.500 --> 00:05:53.500]  弄好屋,
[00:05:53.500 --> 00:05:56.500]  不要漏水,
[00:05:56.500 --> 00:06:01.500]  弄好警衛的裝備,
[00:06:01.500 --> 00:06:04.500]  那些賊就不可以進來,
[00:06:04.500 --> 00:06:05.500]  我記得有一晚,
[00:06:05.500 --> 00:06:08.500]  忽然間去散步,
[00:06:08.500 --> 00:06:09.500]  晚上,
[00:06:09.500 --> 00:06:11.500]  忽然之間,
[00:06:11.500 --> 00:06:12.500]  有一間屋就說,
[00:06:12.500 --> 00:06:15.500]  我們現在在看你,
[00:06:15.500 --> 00:06:16.500]  有個聲音,
[00:06:16.500 --> 00:06:19.500]  原來他們是一個感應,
[00:06:19.500 --> 00:06:21.500]  然後燈就亮了,
[00:06:21.500 --> 00:06:22.500]  然後說,
[00:06:22.500 --> 00:06:23.500]  I am watching you,
[00:06:23.500 --> 00:06:25.500]  即是我正在看著你,
[00:06:25.500 --> 00:06:26.500]  即是你不要動,
[00:06:26.500 --> 00:06:27.500]  有什麼動,
[00:06:27.500 --> 00:06:29.500]  我都錄影了,
[00:06:29.500 --> 00:06:32.500]  即是你不要爆格的意思,
[00:06:32.500 --> 00:06:35.500]  所以我們用很多的技術,
[00:06:35.500 --> 00:06:36.500]  來保護自己,
[00:06:36.500 --> 00:06:39.500]  不要受這些患難,
[00:06:39.500 --> 00:06:41.500]  甚至我們求神拜佛,
[00:06:41.500 --> 00:06:42.500]  都是為了什麼?
[00:06:42.500 --> 00:06:47.500]  消災解難,
[00:06:47.500 --> 00:06:49.500]  所以人一定會有災難,
[00:06:49.500 --> 00:06:51.500]  有三衰六旺,
[00:06:51.500 --> 00:06:53.500]  有很多時候時運不濟,
[00:06:53.500 --> 00:06:56.500]  或者早上沒得,
[00:06:56.500 --> 00:06:57.500]  不是有得,
[00:06:57.500 --> 00:07:00.500]  是糧食得,
[00:07:00.500 --> 00:07:02.500]  那怎麼辦呢?
[00:07:02.500 --> 00:07:04.500]  我們就會用很多的方式,
[00:07:04.500 --> 00:07:06.500]  來搞定它,
[00:07:06.500 --> 00:07:08.500]  在基督的信仰裏面,
[00:07:08.500 --> 00:07:11.500]  在這封這麼簡單的信,
[00:07:11.500 --> 00:07:13.500]  就是這幾節的聖經,
[00:07:13.500 --> 00:07:15.500]  我們看到原來,
[00:07:15.500 --> 00:07:17.500]  主耶穌已經在世上,
[00:07:17.500 --> 00:07:19.500]  已經活現了,
[00:07:19.500 --> 00:07:21.500]  世人是有苦難的,
[00:07:21.500 --> 00:07:23.500]  但是你在我裏面,
[00:07:23.500 --> 00:07:25.500]  就有平安,
[00:07:25.500 --> 00:07:26.500]  我怎麼平安?
[00:07:26.500 --> 00:07:27.500]  你都升了天,
[00:07:27.500 --> 00:07:28.500]  關我什麼事?
[00:07:28.500 --> 00:07:30.500]  那你要看聖經,
[00:07:30.500 --> 00:07:31.500]  你要看神的話語,
[00:07:31.500 --> 00:07:32.500]  你要認識神,
[00:07:32.500 --> 00:07:34.500]  所以第三節,
[00:07:34.500 --> 00:07:36.500]  是一個很基本的一句絕聖經,
[00:07:36.500 --> 00:07:39.500]  我們要很明白,
[00:07:39.500 --> 00:07:42.500]  就是一切都是,
[00:07:42.500 --> 00:07:45.500]  父神祂發慈悲,
[00:07:45.500 --> 00:07:49.500]  是祂賜各樣的安慰給我們,
[00:07:49.500 --> 00:07:53.500]  我們才能夠消災解難,
[00:07:53.500 --> 00:07:55.500]  甚至不一定消,
[00:07:55.500 --> 00:07:57.500]  不一定解,
[00:07:57.500 --> 00:07:59.500]  而是帶我們,
[00:07:59.500 --> 00:08:02.500]  經過這個死任的幽谷,
[00:08:02.500 --> 00:08:04.500]  都不怕遭害,
[00:08:04.500 --> 00:08:06.500]  因為主與你同在,
[00:08:06.500 --> 00:08:08.500]  但是除非你信耶穌,
[00:08:08.500 --> 00:08:11.500]  你除非接受耶穌在你的心裏面,
[00:08:11.500 --> 00:08:13.500]  做你個人的主和救主,
[00:08:13.500 --> 00:08:15.500]  否則你沒有這個經歷,
[00:08:15.500 --> 00:08:17.500]  再深一層就說,
[00:08:17.500 --> 00:08:19.500]  我沒有這個經歷,
[00:08:19.500 --> 00:08:22.500]  除非聖靈感動我們,
[00:08:22.500 --> 00:08:24.500]  一次報道會也好,
[00:08:24.500 --> 00:08:25.500]  退休會也好,
[00:08:25.500 --> 00:08:27.500]  什麼會都好,
[00:08:27.500 --> 00:08:28.500]  在聚集的時候,
[00:08:28.500 --> 00:08:30.500]  我們聖靈感動,
[00:08:30.500 --> 00:08:32.500]  我願意決絕信耶穌,
[00:08:32.500 --> 00:08:33.500]  接受主,
[00:08:33.500 --> 00:08:35.500]  做我個人的主和救主,
[00:08:35.500 --> 00:08:37.500]  這是聖靈的感動,
[00:08:37.500 --> 00:08:39.500]  教會一定要有聚會,
[00:08:39.500 --> 00:08:41.500]  去郊遊也好,
[00:08:41.500 --> 00:08:44.500]  這個禮拜六和姊妹一起插花也好,
[00:08:44.500 --> 00:08:46.500]  因為聚集的時候,
[00:08:46.500 --> 00:08:49.500]  聖靈就在那裏動弓,
[00:08:49.500 --> 00:08:51.500]  在冥冥中我們願接受主,
[00:08:51.500 --> 00:08:55.500]  我們承認我們是需要父神,
[00:08:55.500 --> 00:08:56.500]  發慈悲,
[00:08:56.500 --> 00:08:58.500]  我今天閉開眼,
[00:08:58.500 --> 00:09:00.500]  我能夠有氣頭,
[00:09:00.500 --> 00:09:03.500]  夾得起身,
[00:09:03.500 --> 00:09:05.500]  有胃口吃飯,
[00:09:05.500 --> 00:09:07.500]  能夠來教會,
[00:09:07.500 --> 00:09:09.500]  你說好不好?
[00:09:09.500 --> 00:09:11.500]  好啊,
[00:09:11.500 --> 00:09:13.500]  我們臣聽祈禱,
[00:09:13.500 --> 00:09:16.500]  我們本來不能來,
[00:09:16.500 --> 00:09:18.500]  竟然我能來,
[00:09:18.500 --> 00:09:19.500]  這是臣職,
[00:09:19.500 --> 00:09:23.500]  當你覺得這是臣給你的慈悲的時候,
[00:09:23.500 --> 00:09:25.500]  眾讚就出來,
[00:09:25.500 --> 00:09:28.500]  當你有眾讚臣的心,
[00:09:28.500 --> 00:09:31.500]  你的心靈就不一樣,
[00:09:31.500 --> 00:09:34.500]  但是眾讚臣的心是怎樣來的呢?
[00:09:34.500 --> 00:09:36.500]  是聖靈帶領你,
