
[00:00:00.000 --> 00:00:06.960]  我們一起再一次禱告
[00:00:06.960 --> 00:00:10.880]  全能永在的神
[00:00:10.880 --> 00:00:14.960]  祢是五百多年前帶領馬丁路德
[00:00:14.960 --> 00:00:18.800]  將教會回歸祢眼前的神
[00:00:18.800 --> 00:00:21.200]  今日在我們動盪的人生
[00:00:21.200 --> 00:00:23.600]  動盪的世代當中
[00:00:23.600 --> 00:00:26.560]  祢當然就是我們的倚靠
[00:00:26.560 --> 00:00:27.840]  因為祢的話
[00:00:27.840 --> 00:00:30.840]  我們才可以在人生的風暴當中
[00:00:30.840 --> 00:00:33.280]  得平安安穩
[00:00:33.280 --> 00:00:36.720]  今朝我們再一次來到祢的根前
[00:00:36.720 --> 00:00:39.840]  藉思想祢的話尋求祢的面
[00:00:39.840 --> 00:00:41.600]  求主幫助我們
[00:00:41.600 --> 00:00:46.720]  不要被過去星期工作、人、事
[00:00:46.720 --> 00:00:49.160]  的勞累造成疲乏
[00:00:49.160 --> 00:00:52.880]  以致我們沒有一個柔軟的心
[00:00:52.880 --> 00:00:55.440]  在祢面前聽到
[00:00:55.440 --> 00:00:59.520]  求祢幫助我們聽到祢的話而行
[00:00:59.520 --> 00:01:00.800]  求祢帶領我們
[00:01:00.800 --> 00:01:04.480]  願聖靈陪伴我們邊聽邊領受
[00:01:04.480 --> 00:01:06.000]  我們這樣的祈禱
[00:01:06.000 --> 00:01:09.960]  是奉群洋大牧者耶穌基督的名求
[00:01:09.960 --> 00:01:12.280]  阿們
[00:01:12.280 --> 00:01:16.520]  17年17月8日在佛羅里達州
[00:01:16.520 --> 00:01:18.640]  一個家庭
[00:01:18.640 --> 00:01:21.320]  魏詩莉一個媽媽和她的丈夫
[00:01:21.320 --> 00:01:23.160]  帶著兩個兒子
[00:01:23.160 --> 00:01:28.720]  去到一個邁阿密一個海灘游泳的時候
[00:01:28.720 --> 00:01:30.280]  當他們游泳的時候
[00:01:30.280 --> 00:01:34.160]  當魏詩莉游回到水面的時候
[00:01:34.160 --> 00:01:38.480]  她驟然發覺了她兩個兒子羅亞和史蒂芬
[00:01:38.480 --> 00:01:41.720]  他們竟然被一個浪拖著拖著
[00:01:41.720 --> 00:01:44.680]  拖出去一個大海
[00:01:44.680 --> 00:01:46.760]  夫婦二人和家庭
[00:01:46.760 --> 00:01:50.840]  包括魏詩莉的媽媽很擔心
[00:01:50.840 --> 00:01:53.840]  所以他們一起游出去
[00:01:53.840 --> 00:01:57.400]  很想將一對的兒子拉回進來
[00:01:57.400 --> 00:01:59.200]  但是事以願為
[00:01:59.200 --> 00:02:02.520]  連他們夫婦加上他的媽媽
[00:02:02.520 --> 00:02:04.640]  都被拖出去
[00:02:04.640 --> 00:02:07.760]  在這個情況危急的時候
[00:02:07.760 --> 00:02:11.040]  一對的夫婦Jessica和Simon
[00:02:11.040 --> 00:02:14.800]  他們知道了他們困在這個海面
[00:02:14.800 --> 00:02:17.160]  危在旦夕
[00:02:17.160 --> 00:02:20.080]  就拿起他們的衝浪板
[00:02:20.080 --> 00:02:23.160]  一起出去想救他們
[00:02:23.160 --> 00:02:25.480]  但是夫婦二人就很深知道
[00:02:25.480 --> 00:02:28.920]  兩個人怎麼可以救到這麼多
[00:02:28.920 --> 00:02:32.280]  於是在岸邊
[00:02:32.280 --> 00:02:35.840]  八十人自告奮勇
[00:02:35.840 --> 00:02:38.520]  他們見到這個情景受感
[00:02:38.520 --> 00:02:43.840]  所以他們就二人一個拖著手
[00:02:43.840 --> 00:02:45.800]  成為一個人鏈
[00:02:45.800 --> 00:02:49.720]  那些不太會游泳的自然就站在岸邊
[00:02:49.720 --> 00:02:51.880]  但是稍為暗熟水性的時候
[00:02:51.880 --> 00:02:53.200]  他們就游出一點
[00:02:53.200 --> 00:02:54.800]  還有手拖著手
[00:02:54.800 --> 00:02:56.280]  一路踢水
[00:02:56.280 --> 00:02:59.440]  希望這條人鏈慢慢的延伸到
[00:02:59.440 --> 00:03:01.160]  Simon和Jessica那裡
[00:03:01.160 --> 00:03:06.040]  將這幾個的家人慢慢的拖回來
[00:03:06.040 --> 00:03:07.520]  感謝神
[00:03:07.520 --> 00:03:11.680]  這件事在當地的頭條新聞第二天就賣了告白
[00:03:11.680 --> 00:03:13.080]  就告訴我們
[00:03:13.080 --> 00:03:17.040]  原來有人是可以影響人
[00:03:17.040 --> 00:03:20.200]  以致拯救更多的人
[00:03:20.200 --> 00:03:21.800]  後來一個家庭
[00:03:21.800 --> 00:03:23.080]  或者那個奶奶
[00:03:23.080 --> 00:03:26.080]  即是這個艾斯莉的奶奶
[00:03:26.080 --> 00:03:27.680]  雖然心臟病發
[00:03:27.680 --> 00:03:28.960]  躺在醫院
[00:03:28.960 --> 00:03:31.960]  但是一家都平安
[00:03:31.960 --> 00:03:33.840]  今天我們很深信
[00:03:33.840 --> 00:03:36.200]  我們今天回來這個地方
[00:03:36.200 --> 00:03:38.800]  其實集合了很多人
[00:03:38.800 --> 00:03:42.400]  但我們都因為一位耶穌基督
[00:03:42.400 --> 00:03:44.400]  祂的救贖
[00:03:44.400 --> 00:03:45.920]  祂的支援
[00:03:45.920 --> 00:03:49.320]  而引發我們組員與組員之間
[00:03:49.320 --> 00:03:51.560]  團契與團契之間
[00:03:51.560 --> 00:03:54.560]  大家彼此的守望
[00:03:54.560 --> 00:03:58.160]  希伯來書是一本難讀的書
[00:03:58.160 --> 00:03:59.320]  因為當中
[00:03:59.320 --> 00:04:01.720]  他講到很多舊約的事
[00:04:01.720 --> 00:04:03.200]  舊約的人
[00:04:03.200 --> 00:04:06.680]  就包括了麥基使德這個
[00:04:06.680 --> 00:04:10.840]  麥基使德按著我們所認識的
[00:04:10.840 --> 00:04:12.680]  其實他真的很使得
[00:04:12.680 --> 00:04:15.600]  所以他的名字可能都有關係在我們中文
[00:04:15.600 --> 00:04:17.600]  他真的使得
[00:04:17.600 --> 00:04:21.400]  所以我們今天去讀麥基使德的時候
[00:04:21.400 --> 00:04:22.640]  就要明白
[00:04:22.640 --> 00:04:23.800]  他背後
[00:04:23.800 --> 00:04:25.560]  原來是舊約裏面
[00:04:25.560 --> 00:04:29.440]  一個所謂的影兒
[00:04:29.440 --> 00:04:33.000]  他是在反照新約裏面一個實體
[00:04:33.000 --> 00:04:36.040]  這個是儒表學裏面一個的堅稱
[00:04:36.040 --> 00:04:37.240]  告訴我們
[00:04:37.240 --> 00:04:38.960]  原來真正的實體
[00:04:38.960 --> 00:04:40.840]  是那個永恆的耶穌
[00:04:40.840 --> 00:04:42.880]  祂將要來到大地
[00:04:42.880 --> 00:04:47.040]  但是祂的投射就去到舊約裏面一個人身上
[00:04:47.040 --> 00:04:50.680]  這個人是無父無母無始無終
[00:04:50.680 --> 00:04:52.200]  講而已
[00:04:52.200 --> 00:04:54.560]  聖經其實不是在說謊
[00:04:54.560 --> 00:04:57.880]  聖經只不過是用一種叫做無言的辯證法
[00:04:57.880 --> 00:05:00.000]  不需要交代
[00:05:00.000 --> 00:05:01.200]  agreement of silence
[00:05:01.200 --> 00:05:03.320]  在這個修辭學上面講
[00:05:03.320 --> 00:05:04.920]  我們未明白到
[00:05:04.920 --> 00:05:08.480]  他是在反照耶穌基督
[00:05:08.480 --> 00:05:10.120]  所以希伯來書
[00:05:10.120 --> 00:05:11.720]  頭那半章
[00:05:11.720 --> 00:05:14.320]  正如上次的講道有提
[00:05:14.320 --> 00:05:16.080]  默基西德這個人
[00:05:16.080 --> 00:05:17.600]  其實是很與眾不同
