
[00:00:00.000 --> 00:00:11.000]  在未開始講到之前,我想和大家分享一下我之前在讀書時經驗過的兩個實驗。
[00:00:11.000 --> 00:00:15.000]  而這兩個實驗都給了我一些啟發。
[00:00:15.000 --> 00:00:21.000]  我想你們想像一下,回到你們小時候,
[00:00:21.000 --> 00:00:30.000]  可能在學校或家中,有人拿了一個水杯,裝了一些水在裡面。
[00:00:30.000 --> 00:00:35.000]  然後他拿了一對筷子,是直的筷子。
[00:00:35.000 --> 00:00:41.000]  然後他在你面前把筷子插進水杯裡,你會看到什麼?
[00:00:41.000 --> 00:00:45.000]  看到那對筷子是怎樣的?
[00:00:45.000 --> 00:00:51.000]  你會覺得很奇怪,為什麼會變成彎曲的?很神奇。
[00:00:51.000 --> 00:00:55.000]  小時候的你可能會覺得那是一個魔法。
[00:00:55.000 --> 00:01:01.000]  一拿起來,筷子又是直的,插進去又彎曲了。
[00:01:01.000 --> 00:01:03.000]  是不是真的魔法呢?
[00:01:03.000 --> 00:01:05.000]  想一想,是不可能的。
[00:01:05.000 --> 00:01:11.000]  會不會是我的眼睛出了毛病,要去看眼科醫生?
[00:01:11.000 --> 00:01:19.000]  從我們肉眼的感官,你明明看到水杯裡的筷子是彎曲的,
[00:01:19.000 --> 00:01:23.000]  但剛剛我們才看到筷子是直的。
[00:01:23.000 --> 00:01:32.000]  那你究竟相信杯子裡的景象,還是相信你之前看到那對筷子的景象呢?
[00:01:32.000 --> 00:01:36.000]  我們長大之後,從我們的常識就知道,
[00:01:36.000 --> 00:01:41.000]  這個情況就是那些折射的效果。
[00:01:41.000 --> 00:01:47.000]  所以我們會從我們的常識去糾正我們肉眼看到的錯覺。
[00:01:47.000 --> 00:01:52.000]  因為我們知道我們眼前看到的不是真實的,
[00:01:52.000 --> 00:01:57.000]  所以我們不會當看到的就是真理。
[00:01:57.000 --> 00:02:04.000]  但我們有時候真的會被我們所看到的東西騙了。
[00:02:04.000 --> 00:02:10.000]  比如說,不知道你們看到的光有沒有顏色呢?
[00:02:10.000 --> 00:02:15.000]  可能你現在看到的燈光是黃色的,
[00:02:15.000 --> 00:02:19.000]  但你走到外面,在街上日光日白的時候,
[00:02:19.000 --> 00:02:24.000]  可能你看到的光是光燦燦的,什麼顏色都看不到。
[00:02:24.000 --> 00:02:27.000]  所以你可能會以為是沒有顏色的。
[00:02:27.000 --> 00:02:34.000]  但到你讀書,在課本裡,從知識裡,你可能會知道,
[00:02:34.000 --> 00:02:40.000]  其實光不只是一種顏色,還是很多種顏色。
[00:02:40.000 --> 00:02:48.000]  所以很多時候我們會被我們眼睛所看到的東西騙了。
[00:02:48.000 --> 00:02:51.000]  我們看到的東西未必真是事實,
[00:02:51.000 --> 00:02:55.000]  有很多時候可能是我們的錯覺。
[00:02:55.000 --> 00:02:58.000]  另外,我想問問大家,
[00:02:58.000 --> 00:03:02.000]  不知道你們有沒有試過跟別人聊天的時候,
[00:03:02.000 --> 00:03:05.000]  當你聽別人說話的時候,
[00:03:05.000 --> 00:03:11.000]  明明很留心應該聽到別人說話的內容,
[00:03:11.000 --> 00:03:17.000]  但不知道為什麼,總是好像聽錯了別人說話的意思。
[00:03:17.000 --> 00:03:20.000]  明明我自己的耳朵沒有問題,
[00:03:20.000 --> 00:03:25.000]  但我又會意會錯了那個跟我說話的人,
[00:03:25.000 --> 00:03:28.000]  他心裡想說的意思。
[00:03:28.000 --> 00:03:33.000]  雖然是聽了,但又好像聽不到。
[00:03:33.000 --> 00:03:37.000]  為什麼?為什麼會這樣?
[00:03:37.000 --> 00:03:41.000]  我想可能是因為我們自己的主觀,
[00:03:41.000 --> 00:03:45.000]  以為真的聽了別人說話的內容,
[00:03:45.000 --> 00:03:49.000]  所以聽不到他想說的話的意思。
[00:03:49.000 --> 00:03:52.000]  我們人很多時候因著我們的智慧,
[00:03:52.000 --> 00:03:55.000]  常常犯了同一個毛病,
[00:03:55.000 --> 00:03:58.000]  就是我們以為自己的判斷,
[00:03:58.000 --> 00:04:02.000]  我們聽到的東西,我們看到的東西就是真相。
[00:04:02.000 --> 00:04:06.000]  也因為這樣,我們否定了很多事實,
[00:04:06.000 --> 00:04:10.000]  甚至去到我們可能看信仰,
[00:04:10.000 --> 00:04:16.000]  我們有時候可能會用了這些所謂的錯誤的判斷。
[00:04:16.000 --> 00:04:19.000]  譬如說那些不信仰的人,
[00:04:19.000 --> 00:04:23.000]  他們對信仰有時候也會有些錯誤的理解,
[00:04:23.000 --> 00:04:25.000]  他們為什麼不信耶穌呢?
[00:04:25.000 --> 00:04:28.000]  因為他們有時候會這樣說,
[00:04:28.000 --> 00:04:32.000]  你們所信的耶穌,或者所信的神,
[00:04:32.000 --> 00:04:36.000]  我又見不到祂,我又聽不到祂說話,
[00:04:36.000 --> 00:04:41.000]  那你怎麼可以證明給我看祂是一個存在的神呢?
[00:04:41.000 --> 00:04:47.000]  這個只不過是你們那些一廂情願的想法而已。
[00:04:47.000 --> 00:04:50.000]  結果就是那些不信的人,
[00:04:50.000 --> 00:04:54.000]  因著他們這個錯誤的判斷,
[00:04:54.000 --> 00:04:59.000]  他們沒有辦法去相信主耶穌這個匪夷所思的救恩。
[00:04:59.000 --> 00:05:02.000]  我們判斷筷子是直還是曲,
[00:05:02.000 --> 00:05:05.000]  光究竟有沒有顏色,
[00:05:05.000 --> 00:05:09.000]  其實不是靠我們的眼睛來判斷的。
[00:05:09.000 --> 00:05:13.000]  同樣的道理,我們基督信仰究竟可不可信,
[00:05:13.000 --> 00:05:18.000]  其實也不是靠我們人的知識,經驗,或者我們的智慧,
[00:05:18.000 --> 00:05:23.000]  反而是要靠神的智慧,神的啟示。
[00:05:23.000 --> 00:05:29.000]  我們需要憑著信心,我們需要憑著聖經的啟示,
[00:05:29.000 --> 00:05:34.000]  我們去相信這個十字架的救恩就是神的智慧,
[00:05:34.000 --> 00:05:38.000]  是神拯救人的唯一方法。
[00:05:38.000 --> 00:05:41.000]  保羅在哥倫多前書第二章,
[00:05:41.000 --> 00:05:47.000]  他給真智慧和假智慧畫了一條界線,
[00:05:47.000 --> 00:05:53.000]  哥倫多的人很深愛希臘的哲學,
[00:05:53.000 --> 00:05:57.000]  對於人間的智慧他們非常推崇,
[00:05:57.000 --> 00:06:00.000]  但保羅在這裡告訴我們,
[00:06:00.000 --> 00:06:04.000]  世上的智慧其實是假的智慧,
[00:06:04.000 --> 00:06:07.000]  耶穌基督被釘十字架,
[00:06:07.000 --> 00:06:10.000]  這是福音的主要內容和訊息。
[00:06:10.000 --> 00:06:16.000]  但當時那些人會覺得這是愚蠢的道理,
[00:06:16.000 --> 00:06:25.000]  當時的人看來是一個沒可能、沒辦法接受的救恩。
[00:06:25.000 --> 00:06:30.000]  其實你想想,就算現在仍然有很多人,
[00:06:30.000 --> 00:06:35.000]  他們會覺得我們信耶穌是一個很愚蠢的決定。
[00:06:35.000 --> 00:06:38.000]  另外上文三章一至三節,
[00:06:38.000 --> 00:06:44.000]  我們看見保羅用當時那些人看來愚蠢的方法,
[00:06:44.000 --> 00:06:50.000]  向哥倫多的人傳講一個他們以為是愚蠢的訊息,
[00:06:50.000 --> 00:06:53.000]  一個匪夷所思的訊息,
[00:06:53.000 --> 00:06:58.000]  這是世人看來沒可能、無路的訊息,
[00:06:58.000 --> 00:07:07.000]  但很諷刺的是這個他們認為是無路的訊息反而可以令他們得到拯救的訊息。
[00:07:07.000 --> 00:07:11.000]  自命聰明的人,他們不能接受。
[00:07:11.000 --> 00:07:13.000]  你說是不是很諷刺呢?
[00:07:13.000 --> 00:07:17.000]  究竟誰才是聰明的人呢?
[00:07:17.000 --> 00:07:20.000]  究竟誰才是愚蠢的人呢?
[00:07:20.000 --> 00:07:25.000]  究竟誰才是真的擁有智慧呢?
[00:07:25.000 --> 00:07:30.000]  面對著充滿智慧的哥倫多人,
[00:07:30.000 --> 00:07:32.000]  他們究竟需要什麼呢?
[00:07:32.000 --> 00:07:37.000]  是不是去增值,去要多一個所謂的知識,
[00:07:37.000 --> 00:07:40.000]  去增多一個智慧呢?
[00:07:40.000 --> 00:07:43.000]  同樣的,我們面對現在21世紀,
[00:07:43.000 --> 00:07:46.000]  其實我們面對互聯網絡,
[00:07:46.000 --> 00:07:52.000]  其實你們每一天都可以上去取得很多新的資訊、新的知識,
[00:07:52.000 --> 00:07:55.000]  我們又要什麼呢?
[00:07:55.000 --> 00:07:58.000]  無論是以前也好,現在也好,
[00:07:58.000 --> 00:08:03.000]  我相信我們人所要的不是要多一點的知識,
[00:08:03.000 --> 00:08:08.000]  反而我們需要的就是這個十字架的救恩。
[00:08:08.000 --> 00:08:12.000]  就好像保羅在上文第二節說,
[00:08:12.000 --> 00:08:22.000]  保羅定義要讓哥倫多人知道耶穌基督這個十字架的真理。
[00:08:22.000 --> 00:08:25.000]  在上文,保羅告訴我們,
[00:08:25.000 --> 00:08:31.000]  他沒有用人的智慧,即是那些高賢大智去傳講福音,
[00:08:31.000 --> 00:08:35.000]  人所需要的就是要十字架的救恩。
[00:08:35.000 --> 00:08:42.000]  接下來,保羅就向那些哥倫多信徒提到另一個話題,
[00:08:42.000 --> 00:08:45.000]  也是我們今天要思想的經文。
[00:08:45.000 --> 00:08:50.000]  不如我想請你們再幫我讀一次第六至第九節的經文吧。
[00:08:50.000 --> 00:08:53.000]  我們找到的,我請大家同心的去讀。
[00:08:53.000 --> 00:08:55.000]  預備,一二三。
[00:09:05.000 --> 00:09:08.000]  將耶和華的人的智慧,
[00:09:08.000 --> 00:09:12.000]  保羅說的是從前人創的神父給的智慧,
[00:09:12.000 --> 00:09:18.000]  就是神在那世以前與耶穌王德榮要的智慧。
[00:09:18.000 --> 00:09:21.000]  這個智慧今世有緣有為的人,
[00:09:21.000 --> 00:09:23.000]  唯有一個人知道,
[00:09:23.000 --> 00:09:28.000]  若知道,下不走都會拿去標記著耶穌基督的十字架上。
[00:09:28.000 --> 00:09:30.000]  如基督上所說,
[00:09:30.000 --> 00:09:33.000]  神為愛他的人所要的,
