
[00:00:00.000 --> 00:00:03.000]  今天我們會最後一講
[00:00:03.000 --> 00:00:06.000]  講到主耶穌我事的宣言
[00:00:06.000 --> 00:00:11.000]  當然下星期是我們二十週年的慶典
[00:00:11.000 --> 00:00:14.000]  大月份開始我們會有一個mission month
[00:00:14.000 --> 00:00:17.000]  我們會開始和大家介紹
[00:00:17.000 --> 00:00:21.000]  請來很多宣教士的講員和我們分享訊息
[00:00:21.000 --> 00:00:24.000]  還會介紹我們接下來的短宣
[00:00:24.000 --> 00:00:34.000]  今天最後一堂課我們會有些回顧和總結
[00:00:34.000 --> 00:00:38.000]  其實我事這個系列是來自於舊約的一段聖經
[00:00:38.000 --> 00:00:40.000]  這個觀念從那裏來的呢
[00:00:40.000 --> 00:00:42.000]  我讀一段聖經給大家聽
[00:00:42.000 --> 00:00:45.000]  這是出埃及記的三章十四節
[00:00:45.000 --> 00:00:47.000]  神對摩西說
[00:00:47.000 --> 00:00:50.000]  我是自有永有的
[00:00:50.000 --> 00:00:53.000]  又說你要對以色列人這樣說
[00:00:53.000 --> 00:00:58.000]  那自有的打發我到你們這裏來
[00:00:58.000 --> 00:01:03.000]  當年神呼召摩西帶領以色列人出埃及入迦南
[00:01:03.000 --> 00:01:06.000]  摩西就問神你叫什麼名字呢
[00:01:06.000 --> 00:01:08.000]  你是誰呢
[00:01:08.000 --> 00:01:10.000]  假如我去到以色列人面前
[00:01:10.000 --> 00:01:12.000]  他們問我是誰send你來的
[00:01:12.000 --> 00:01:14.000]  那我怎樣和他們交代呢
[00:01:14.000 --> 00:01:17.000]  剛剛我們讀的聖經就是神給他的一個回應
[00:01:17.000 --> 00:01:22.000]  我的名字就叫做自有永有的神
[00:01:22.000 --> 00:01:24.000]  其實原文就是我事
[00:01:24.000 --> 00:01:26.000]  所以是一個很奇怪的回答
[00:01:26.000 --> 00:01:28.000]  神就說你問我叫什麼名字
[00:01:28.000 --> 00:01:30.000]  我的名字就叫做我是
[00:01:30.000 --> 00:01:34.000]  那你就和以色列人說我是打發你來的
[00:01:34.000 --> 00:01:39.000]  為什麼和合本會將他翻譯成自有永有的神呢
[00:01:39.000 --> 00:01:41.000]  是因為和合本翻譯的時候
[00:01:41.000 --> 00:01:44.000]  不只是按照字面翻譯
[00:01:44.000 --> 00:01:46.000]  如果按照字面翻譯會很奇怪
[00:01:46.000 --> 00:01:47.000]  神你叫什麼名字
[00:01:47.000 --> 00:01:48.000]  我事
[00:01:48.000 --> 00:01:50.000]  總之你跟他講我事
[00:01:50.000 --> 00:01:55.000]  他是將背後的神學意義翻譯出來
[00:01:55.000 --> 00:01:58.000]  當神講我事的時候
[00:01:58.000 --> 00:02:00.000]  他是宣告的一件事就是
[00:02:00.000 --> 00:02:02.000]  我是自有永有的神
[00:02:02.000 --> 00:02:03.000]  沒有人創造我
[00:02:03.000 --> 00:02:04.000]  我一向就有的
[00:02:04.000 --> 00:02:06.000]  我永遠都有的
[00:02:06.000 --> 00:02:08.000]  和神的我事比
[00:02:08.000 --> 00:02:13.000]  人類基本上沒有什麼底氣
[00:02:13.000 --> 00:02:16.000]  或者沒有什麼勇氣能夠宣告我事
[00:02:16.000 --> 00:02:19.000]  因為神的我事是自有永有
[00:02:19.000 --> 00:02:21.000]  但是我們的我事
[00:02:21.000 --> 00:02:22.000]  第一不是自有
[00:02:22.000 --> 00:02:23.000]  是神創造
[00:02:23.000 --> 00:02:24.000]  第二
[00:02:24.000 --> 00:02:26.000]  我們的我事是很短暫的
[00:02:26.000 --> 00:02:28.000]  人家問你是誰
[00:02:28.000 --> 00:02:30.000]  我是某某公司的職員
[00:02:30.000 --> 00:02:32.000]  那下星期可能就不是了
[00:02:32.000 --> 00:02:34.000]  因為被人炒魷魚
[00:02:34.000 --> 00:02:36.000]  你問我是誰
[00:02:36.000 --> 00:02:38.000]  我是匯點的牧師
[00:02:38.000 --> 00:02:40.000]  那下星期可能就不是了
[00:02:40.000 --> 00:02:42.000]  因為被人炒魷魚
[00:02:42.000 --> 00:02:45.000]  任何你覺得我事的描述
[00:02:45.000 --> 00:02:47.000]  其實都是很短暫的
[00:02:47.000 --> 00:02:49.000]  我是單眼皮
[00:02:49.000 --> 00:02:51.000]  那下星期可能就不是了
[00:02:51.000 --> 00:02:54.000]  因為去了一趟韓國
[00:02:54.000 --> 00:02:55.000]  最典型的
[00:02:55.000 --> 00:02:57.000]  我是一個男人
[00:02:57.000 --> 00:02:59.000]  那下星期可能就不是了
[00:02:59.000 --> 00:03:02.000]  因為練了葵花寶典
[00:03:02.000 --> 00:03:05.000]  我是某某人的老公
[00:03:05.000 --> 00:03:07.000]  那下星期可能就不是了
[00:03:07.000 --> 00:03:09.000]  因為又被人炒魷魚
[00:03:09.000 --> 00:03:13.000]  即使你說最典型的
[00:03:13.000 --> 00:03:15.000]  我是人類
[00:03:15.000 --> 00:03:17.000]  我們剛剛說完
[00:03:17.000 --> 00:03:18.000]  接下來有些行為
[00:03:18.000 --> 00:03:20.000]  又不是很像人類
[00:03:20.000 --> 00:03:23.000]  有時做人做得不是很專業
[00:03:23.000 --> 00:03:24.000]  作為做人
[00:03:24.000 --> 00:03:26.000]  我只是一個業餘的愛好者
[00:03:26.000 --> 00:03:27.000]  我不是全職做人
[00:03:27.000 --> 00:03:29.000]  我是兼職做人
[00:03:29.000 --> 00:03:31.000]  有時也兼職做琴手
