
[00:00:00.000 --> 00:00:02.000]  教徒彼山,我們一起禱告
[00:00:02.000 --> 00:00:05.980]  天父,我們感謝祢讓我們一起學這段部位的經文
[00:00:05.980 --> 00:00:09.680]  求主祢去聖靈在我們生命裏面工作
[00:00:09.680 --> 00:00:12.620]  知道祢常在我們生命裏面去作供
[00:00:12.620 --> 00:00:14.400]  求主祢讓我們明白
[00:00:14.400 --> 00:00:16.820]  我們這樣祈禱奉主耶穌基督的名
[00:00:16.820 --> 00:00:17.820]  阿門
[00:00:17.820 --> 00:00:20.940]  我認識一位朋友
[00:00:20.940 --> 00:00:25.540]  他年輕的時候有些倒癮
[00:00:25.540 --> 00:00:29.720]  倒到倒癮很難解決的時候
[00:00:29.720 --> 00:00:32.340]  他就去了一個地方尋求幫助
[00:00:32.340 --> 00:00:36.860]  就是在一個基督教的戒毒中心裏面去戒毒
[00:00:36.860 --> 00:00:38.500]  戒毒,對不起
[00:00:38.500 --> 00:00:43.460]  結果學了一些認識倒癮是怎樣的
[00:00:43.460 --> 00:00:45.160]  怎樣去防備
[00:00:45.160 --> 00:00:47.800]  於是乎學了就很好
[00:00:47.800 --> 00:00:51.720]  於是乎他離開了這個中心
[00:00:51.720 --> 00:00:56.820]  慢慢地倒癮慢慢地戒掉了
[00:00:56.820 --> 00:00:59.240]  但是如是者過了幾年之後
[00:00:59.240 --> 00:01:00.780]  一有些事的時候
[00:01:00.780 --> 00:01:03.560]  有些倒癮又來了
[00:01:03.560 --> 00:01:06.600]  於是乎就一直沉迷在裏面
[00:01:06.600 --> 00:01:08.920]  結果很多年很多年之後
[00:01:08.920 --> 00:01:16.500]  這位朋友結果十幾年之後回到戒毒中心
[00:01:16.500 --> 00:01:18.080]  當他去到的時候
[00:01:18.080 --> 00:01:22.040]  有些負責人就說不如大家分享一下近況怎樣
[00:01:22.040 --> 00:01:23.780]  他就沒怎麼出聲
[00:01:23.780 --> 00:01:27.880]  後來他就說其實我沒有來這裏十幾年
[00:01:27.880 --> 00:01:30.300]  我剛剛來的時候滿懷希望
[00:01:30.300 --> 00:01:33.200]  然後我就學了很多東西
[00:01:33.200 --> 00:01:36.080]  我真的很成功地戒了
[00:01:36.080 --> 00:01:40.540]  但是問題是慢慢地心又再回來了
[00:01:40.540 --> 00:01:46.400]  結果十幾年之後
[00:01:46.400 --> 00:01:50.280]  我今天的經歷正如剛剛來第一次的時候
[00:01:50.280 --> 00:01:52.600]  很多當時有些有倒癮的人
[00:01:52.600 --> 00:01:55.880]  講到他們的失敗或者遭遇
[00:01:55.880 --> 00:01:57.920]  我開始的時候沒有經歷到
[00:01:57.920 --> 00:02:02.320]  例如可能倒到家產沒有了
[00:02:02.320 --> 00:02:03.880]  太太也都走了
[00:02:03.880 --> 00:02:05.560]  沒有這個家庭了
[00:02:05.560 --> 00:02:08.040]  就去到要露宿街頭的地步
[00:02:08.040 --> 00:02:09.680]  這些我當時聽到我沒有經歷過
[00:02:09.680 --> 00:02:12.020]  但是這十幾年我完全經歷過了
[00:02:12.020 --> 00:02:14.200]  我完全試過了
[00:02:14.200 --> 00:02:16.360]  所以今天我再回來這裏
[00:02:16.360 --> 00:02:19.960]  回來的時候其實都很無奈
[00:02:19.960 --> 00:02:22.360]  又需要知道這個地方能夠幫到他
[00:02:22.360 --> 00:02:25.320]  但是似乎經歷了很多的失敗
[00:02:25.320 --> 00:02:27.240]  很失意
[00:02:27.240 --> 00:02:28.600]  後來結束了聚會之後
[00:02:28.600 --> 00:02:31.880]  他就跟一個剛剛第一次上來的朋友說
[00:02:31.880 --> 00:02:33.320]  你真是有福
[00:02:33.320 --> 00:02:34.360]  你好好的在這裏學
[00:02:34.360 --> 00:02:36.080]  慢慢地去戒了
[00:02:36.080 --> 00:02:37.800]  你行的 這裏能幫到你
[00:02:37.800 --> 00:02:41.240]  你不要像我這樣
[00:02:41.240 --> 00:02:42.400]  我想人就是這樣
[00:02:42.400 --> 00:02:44.520]  很多事情壞習慣
[00:02:44.520 --> 00:02:46.680]  有些就是一些賭
[00:02:46.680 --> 00:02:49.320]  有些是我們的生命的一些黑暗面
[00:02:49.320 --> 00:02:53.040]  我們很多時候就是重重複複那些問題
[00:02:53.040 --> 00:02:54.680]  可能我們發脾氣
[00:02:54.680 --> 00:02:56.680]  可能我們在人際的關係裏面
[00:02:56.680 --> 00:03:00.680]  總是差不多那些東西又回來了
[00:03:00.680 --> 00:03:02.880]  或者婚姻的關係裏面
[00:03:02.880 --> 00:03:06.960]  我們悄悄地又出一些好不好的東西出來
[00:03:06.960 --> 00:03:09.080]  管教兒女兒事
[00:03:09.080 --> 00:03:11.160]  很多的 特別在社會裏面
[00:03:11.160 --> 00:03:15.760]  我相信職場更加有很多的人際張力
[00:03:15.760 --> 00:03:18.880]  我們很難去把持我們一些
[00:03:18.880 --> 00:03:21.480]  經常會做錯一些事情
[00:03:21.480 --> 00:03:24.440]  但是如果當我們只是看著自己的時候
[00:03:24.440 --> 00:03:27.600]  我們可能會很失望的
[00:03:27.600 --> 00:03:30.360]  我們剛剛想改 但是又再來過
[00:03:30.360 --> 00:03:32.320]  但是如果我們好像這段經文
[00:03:32.320 --> 00:03:35.080]  看到耶穌基督的作為的時候
[00:03:35.080 --> 00:03:36.440]  我們就要負責
[00:03:36.440 --> 00:03:37.920]  但是我們知道最主要的是
[00:03:37.920 --> 00:03:40.480]  要仰望這位常作功的主
[00:03:40.480 --> 00:03:42.080]  在我們的生命裏面
[00:03:42.080 --> 00:03:42.960]  在社會裏面
[00:03:42.960 --> 00:03:44.640]  在整個人類的歷史裏面
[00:03:44.640 --> 00:03:46.560]  不斷工作的這位的神
[00:03:46.560 --> 00:03:48.080]  這位耶穌基督
[00:03:48.080 --> 00:03:49.960]  所以或者我們看這段經文
[00:03:49.960 --> 00:03:54.520]  就是在約翰福音第五章第十六節
[00:03:54.520 --> 00:03:55.400]  或者第十五節
[00:03:55.400 --> 00:03:56.480]  我們都可以一起看
[00:03:56.480 --> 00:03:58.520]  到了三十節
[00:03:58.520 --> 00:04:00.680]  我們就看看這位的主
[00:04:00.680 --> 00:04:02.640]  是一個什麼樣的工作的主
[00:04:02.640 --> 00:04:05.120]  祂有什麼樣的身份
[00:04:05.120 --> 00:04:06.680]  在上次的經文
[00:04:06.680 --> 00:04:08.400]  是蔡傳道跟我們講到
[00:04:08.400 --> 00:04:13.680]  有一位三十八年患病的一位人物
[00:04:13.680 --> 00:04:15.280]  我們不知道他患了什麼事
[00:04:15.280 --> 00:04:18.080]  總之他行動不方便
[00:04:18.080 --> 00:04:19.240]  雖然是這樣
[00:04:19.240 --> 00:04:21.240]  三十多年絕望的了
[00:04:21.240 --> 00:04:24.080]  但是耶穌基督卻是醫治了他
[00:04:24.080 --> 00:04:25.440]  醫治了他之後
[00:04:25.440 --> 00:04:27.840]  就來到這個段落了
[00:04:27.840 --> 00:04:31.240]  耶穌基督醫治了人
[00:04:31.240 --> 00:04:36.200]  就犯了安息日的這些規條
[00:04:36.200 --> 00:04:37.480]  不止這樣
[00:04:37.480 --> 00:04:40.720]  因為耶穌基督還叫這個
[00:04:40.720 --> 00:04:42.560]  病了三十八年的人
[00:04:42.560 --> 00:04:45.360]  拿起你的玉紙起來走
[00:04:45.360 --> 00:04:46.960]  還叫人做一些
[00:04:46.960 --> 00:04:49.560]  不對的安息日的事情
[00:04:49.560 --> 00:04:54.240]  因為拿著玉紙都是犯了安息日
[00:04:54.240 --> 00:04:55.840]  如果我們看看這個時候
[00:04:55.840 --> 00:04:57.600]  就是被迫害
[00:04:57.600 --> 00:04:59.880]  這裡講到耶穌基督被迫害
[00:04:59.880 --> 00:05:02.360]  如果我們看其他的福音書的時候
[00:05:02.360 --> 00:05:06.280]  耶穌基督通常面對這些安息日的犯了
[00:05:06.280 --> 00:05:08.320]  應該不是第一次
[00:05:08.320 --> 00:05:11.680]  但是祂的講說是跟這次不同的
[00:05:11.680 --> 00:05:14.240]  其他的其實很大道理的
[00:05:14.240 --> 00:05:17.040]  其實根本聖經裡面講的安息日
[00:05:17.040 --> 00:05:18.520]  是叫我們不要做那些工作
[00:05:18.520 --> 00:05:21.160]  如果我們看其他的經文的參對
[00:05:21.160 --> 00:05:23.360]  就是不要拿東西去挑
[00:05:23.360 --> 00:05:25.560]  去買東西那些生計
