
[00:00:00.000 --> 00:00:01.520]  好 姐妹平安
[00:00:01.520 --> 00:00:05.080]  話說昨天就
[00:00:05.080 --> 00:00:06.480]  聖事連崇拜嘛
[00:00:06.480 --> 00:00:08.840]  兩個 即是近來有些人
[00:00:08.840 --> 00:00:11.880]  post了一些什麼十年前的
[00:00:11.880 --> 00:00:14.800]  即是Facebook片啊 IG相片出來
[00:00:14.800 --> 00:00:15.840]  那些小朋友看到
[00:00:15.840 --> 00:00:17.560]  然後有個中醫生這樣
[00:00:17.560 --> 00:00:19.040]  見到我 嘩 海峰
[00:00:19.040 --> 00:00:21.040]  原來你以前是瘦的
[00:00:21.040 --> 00:00:22.200]  嘩 多謝你
[00:00:22.200 --> 00:00:23.560]  多謝你讚我以前
[00:00:23.560 --> 00:00:26.400]  證明了我結婚之後很幸福
[00:00:26.400 --> 00:00:29.360]  那麼思想回到十年前的時候
[00:00:29.360 --> 00:00:30.320]  我是這樣看的
[00:00:30.320 --> 00:00:32.320]  有些人經常說減肥是節食啊
[00:00:32.320 --> 00:00:34.040]  大家知道如果認識我的話
[00:00:34.040 --> 00:00:35.480]  我現在很小吃
[00:00:35.480 --> 00:00:37.520]  不過十年前我超大吃的
[00:00:37.520 --> 00:00:39.120]  平時如果出去大家樂
[00:00:39.120 --> 00:00:40.880]  我以前可以吃兩個焗豬扒飯
[00:00:40.880 --> 00:00:41.760]  可以吃光的
[00:00:41.760 --> 00:00:43.760]  還是吃旁邊的人吃剩的那些
[00:00:43.760 --> 00:00:45.080]  但是也這麼瘦
[00:00:45.080 --> 00:00:46.440]  就是因為我天天都做運動
[00:00:46.440 --> 00:00:47.000]  經常打球
[00:00:47.000 --> 00:00:48.560]  所以我的減肥哲學就是
[00:00:48.560 --> 00:00:49.520]  你做得夠運動
[00:00:49.520 --> 00:00:50.560]  你的輸出夠多
[00:00:50.560 --> 00:00:51.960]  其實你是不用節食的
[00:00:51.960 --> 00:00:53.640]  所以大家都要做運動
[00:00:53.640 --> 00:00:54.760]  那麼
[00:00:54.760 --> 00:00:57.560]  那時候我經常打球
[00:00:57.560 --> 00:00:59.560]  大概十年前就是中學畢業
[00:00:59.560 --> 00:01:01.640]  讀大專左右
[00:01:01.640 --> 00:01:03.240]  天天都去打球的
[00:01:03.240 --> 00:01:05.840]  那麼我打球的時候
[00:01:05.840 --> 00:01:08.120]  可能大家以前有做過運動
[00:01:08.120 --> 00:01:09.280]  或者現在也在做運動
[00:01:09.280 --> 00:01:10.960]  看到有時候星期六
[00:01:10.960 --> 00:01:13.040]  有些叔叔阿姨和三味傳導Anna
[00:01:13.040 --> 00:01:14.360]  他們一起打羽毛球的
[00:01:14.360 --> 00:01:15.400]  很有火的
[00:01:15.400 --> 00:01:16.960]  有時候打球出去
[00:01:16.960 --> 00:01:18.400]  打比賽鬥牛
[00:01:18.400 --> 00:01:19.800]  打籃球有個term叫
[00:01:19.800 --> 00:01:22.080]  好像和牛對抗一樣的
[00:01:22.080 --> 00:01:23.160]  很激烈的
[00:01:23.160 --> 00:01:26.800]  那麼一定打比賽要想著贏的
[00:01:27.360 --> 00:01:29.920]  以前有一段時間我在觀塘
[00:01:29.920 --> 00:01:30.320]  不是
[00:01:30.320 --> 00:01:31.040]  不是觀塘
[00:01:31.040 --> 00:01:33.760]  調景嶺的HKDI讀書的
[00:01:33.760 --> 00:01:34.640]  那時候
[00:01:34.640 --> 00:01:38.440]  調景嶺在籃球學界來說
[00:01:38.440 --> 00:01:39.160]  都挺厲害的
[00:01:39.160 --> 00:01:40.680]  其中一間寶國中學
[00:01:40.680 --> 00:01:41.280]  很厲害的
[00:01:41.280 --> 00:01:43.240]  這十年都是經常去到學界
[00:01:43.240 --> 00:01:45.000]  最後四強
[00:01:45.000 --> 00:01:46.200]  又在調景嶺的
[00:01:46.200 --> 00:01:48.120]  調景嶺的街場是飛天遁地的
[00:01:48.120 --> 00:01:49.280]  中學生都進了瓶子
[00:01:49.280 --> 00:01:50.000]  很厲害的
[00:01:50.000 --> 00:01:51.400]  那麼
[00:01:51.400 --> 00:01:52.400]  HKDI那裡
[00:01:52.400 --> 00:01:54.640]  都是有很多打籃球很厲害的人
[00:01:54.640 --> 00:01:56.160]  有一個同學
[00:01:56.160 --> 00:01:57.040]  很厲害的
[00:01:57.040 --> 00:01:58.160]  他可以進瓶子的
[00:01:58.160 --> 00:01:59.040]  就是進瓶子
[00:01:59.040 --> 00:01:59.480]  就是
[00:01:59.480 --> 00:02:03.120]  用手把球丟進籃球框裡
[00:02:03.120 --> 00:02:04.240]  然後射進去那些
[00:02:04.240 --> 00:02:05.280]  就是跳得很高的
[00:02:05.280 --> 00:02:06.240]  很大隻的
[00:02:06.240 --> 00:02:07.040]  就是
[00:02:07.040 --> 00:02:08.120]  不是那麼容易的
[00:02:08.120 --> 00:02:09.920]  現在經常有很多中學生做到的
[00:02:09.920 --> 00:02:10.480]  不知道為什麼
[00:02:10.480 --> 00:02:12.280]  十年前的時候沒有那麼多人
[00:02:12.280 --> 00:02:13.840]  體能那麼厲害的
[00:02:13.840 --> 00:02:16.200]  那麼那時候我們一起打球
[00:02:16.200 --> 00:02:17.000]  剛才說了
[00:02:17.000 --> 00:02:18.520]  年輕人打球當然有火
[00:02:18.520 --> 00:02:19.440]  想贏的
[00:02:19.440 --> 00:02:21.200]  所以那時候打球
[00:02:21.200 --> 00:02:22.240]  經常都很想
[00:02:22.240 --> 00:02:23.160]  全部人都是
[00:02:23.160 --> 00:02:23.800]  說到學校
[00:02:23.800 --> 00:02:25.760]  我們都是籃球隊
[00:02:25.920 --> 00:02:27.960]  特別想跟他一隊的
[00:02:27.960 --> 00:02:29.040]  因為有
[00:02:29.040 --> 00:02:30.680]  他在我們那隊的時候
[00:02:30.680 --> 00:02:31.600]  就代表什麼呢
[00:02:31.600 --> 00:02:34.360]  代表我們有全校最好的球員在
[00:02:34.360 --> 00:02:35.040]  我們呢
[00:02:35.040 --> 00:02:37.000]  最容易可以去贏球
[00:02:37.000 --> 00:02:38.560]  這個隊友
[00:02:38.560 --> 00:02:40.320]  這個可以進瓶子的同學
[00:02:40.320 --> 00:02:41.480]  就是在學校裡面
[00:02:41.480 --> 00:02:42.800]  最有價值的隊友
[00:02:42.800 --> 00:02:44.200]  最有價值的球員
[00:02:44.200 --> 00:02:47.040]  那麼其實呢
[00:02:47.040 --> 00:02:48.560]  一個這樣的思維呢
[00:02:48.560 --> 00:02:50.400]  在世界很多不同的層面
[00:02:50.400 --> 00:02:51.240]  都有的
[00:02:51.240 --> 00:02:52.160]  什麼思維呢
[00:02:52.160 --> 00:02:54.360]  例如在學校裡面
[00:02:54.520 --> 00:02:57.440]  其實讀書成績最好的學生
[00:02:57.440 --> 00:02:58.800]  會最被高舉的
[00:02:58.800 --> 00:03:00.600]  或者有時候在公司裡面
[00:03:00.600 --> 00:03:01.760]  去請人
[00:03:01.760 --> 00:03:03.560]  這些最有能力的人
[00:03:03.560 --> 00:03:04.720]  就最搶手了
[00:03:04.720 --> 00:03:06.560]  或者在社會裡面
[00:03:06.560 --> 00:03:09.200]  哪一些人說話最有說服力呢
[00:03:09.200 --> 00:03:10.560]  可能就是
[00:03:10.560 --> 00:03:13.480]  在社會上面最有成功地位的人
[00:03:13.480 --> 00:03:18.440]  其實這種是很自然的價值觀
[00:03:18.440 --> 00:03:20.040]  但是這種價值觀
[00:03:20.040 --> 00:03:21.200]  是什麼價值觀呢
[00:03:21.200 --> 00:03:23.240]  就是一種精英主義的價值觀
[00:03:24.000 --> 00:03:25.760]  那些優秀的人呢
[00:03:25.760 --> 00:03:26.920]  才是重要
[00:03:26.920 --> 00:03:27.960]  才是有價值
[00:03:27.960 --> 00:03:31.160]  才是值得大家投資在他們身上
[00:03:31.160 --> 00:03:34.080]  但是
[00:03:34.080 --> 00:03:36.120]  今時已經不同往日了
[00:03:36.120 --> 00:03:38.000]  十年時間過去了
[00:03:38.000 --> 00:03:39.960]  當我剛剛在
[00:03:39.960 --> 00:03:40.960]  二月的時候
[00:03:40.960 --> 00:03:41.640]  新年啦
[00:03:41.640 --> 00:03:42.280]  農曆新年啦
[00:03:42.280 --> 00:03:43.120]  有些時間
[00:03:43.120 --> 00:03:44.480]  那很好可以
[00:03:44.480 --> 00:03:46.480]  跟一些年輕人一起去打球
[00:03:46.480 --> 00:03:47.960]  我再一次踏上球場
[00:03:47.960 --> 00:03:48.600]  我發覺
[00:03:48.600 --> 00:03:49.240]  原來呢
[00:03:49.240 --> 00:03:50.840]  人是會改變
[00:03:50.840 --> 00:03:51.760]  是會進化的
[00:03:51.760 --> 00:03:53.560]  當我再次踏足球場的時候
[00:03:53.560 --> 00:03:55.600]  我完全對勝利毫無慾望了
[00:03:55.600 --> 00:03:56.920]  我只是發覺
[00:03:56.920 --> 00:03:58.600]  原來我幾個月沒有做過運動了
[00:03:58.600 --> 00:03:59.880]  現在腰很痛
[00:03:59.880 --> 00:04:01.360]  三十歲就
[00:04:01.360 --> 00:04:02.840]  慘了
[00:04:02.840 --> 00:04:04.480]  那對了
[00:04:04.480 --> 00:04:05.080]  剛剛說到
[00:04:05.080 --> 00:04:06.600]  上個月新年假的時候
[00:04:06.600 --> 00:04:07.280]  有一次
[00:04:07.280 --> 00:04:09.200]  唐慶聯合崇拜
[00:04:09.200 --> 00:04:10.040]  那星期六
[00:04:10.040 --> 00:04:11.440]  沒有聚會
[00:04:11.440 --> 00:04:13.040]  有一個大專生就
[00:04:13.040 --> 00:04:14.000]  興起就說
[00:04:14.000 --> 00:04:15.520]  不如跟一些中一生
[00:04:15.520 --> 00:04:16.920]  一起去打一下球
[00:04:16.920 --> 00:04:17.440]  這樣
[00:04:17.440 --> 00:04:21.240]  那我和那個大專生就分開了
[00:04:21.240 --> 00:04:22.200]  跟他們一起去
[00:04:22.200 --> 00:04:23.000]  比球
[00:04:23.440 --> 00:04:24.800]  那我想起
[00:04:24.800 --> 00:04:26.320]  以前我打球的時候
[00:04:26.320 --> 00:04:26.680]  就是
[00:04:26.680 --> 00:04:28.200]  很熱血的時候
[00:04:28.200 --> 00:04:29.760]  我覺得打球是很好玩的
[00:04:29.760 --> 00:04:30.280]  這件事
[00:04:30.280 --> 00:04:30.880]  那
[00:04:30.880 --> 00:04:32.960]  就是當我剛剛那次星期二
[00:04:32.960 --> 00:04:33.440]  不是同
[00:04:33.440 --> 00:04:34.160]  不是星期二
[00:04:34.160 --> 00:04:34.880]  就是二月的時候
[00:04:34.880 --> 00:04:36.040]  和一些年輕人打球的時候
[00:04:36.040 --> 00:04:37.000]  我就在想
[00:04:37.000 --> 00:04:37.360]  啊
[00:04:37.360 --> 00:04:37.880]  就是
[00:04:37.880 --> 00:04:39.360]  我經常都
[00:04:39.360 --> 00:04:40.880]  就是經常突然間想很多事情
[00:04:40.880 --> 00:04:41.840]  打球的時候就在想
[00:04:41.840 --> 00:04:43.280]  其實我現在是不是覺得很好玩呢
[00:04:43.280 --> 00:04:44.280]  跟他們一起玩這樣
[00:04:44.280 --> 00:04:45.920]  在想我在做什麼呢
[00:04:45.920 --> 00:04:47.240]  是不是純粹在打工呢
[00:04:47.240 --> 00:04:48.320]  要陪陪他們這樣呢
[00:04:48.320 --> 00:04:48.640]  這樣
[00:04:48.640 --> 00:04:50.000]  在想的時候呢
[00:04:50.000 --> 00:04:50.640]  我就發覺
[00:04:50.640 --> 00:04:52.520]  其實我都真的覺得不是很好玩的
[00:04:52.520 --> 00:04:53.080]  就是和這些小朋友
[00:04:53.080 --> 00:04:53.360]  就是
[00:04:53.360 --> 00:04:54.120]  說真的
[00:04:54.120 --> 00:04:54.720]  超煩
[00:04:54.720 --> 00:04:55.200]  這些小朋友
[00:04:55.200 --> 00:04:55.480]  就是
[00:04:55.480 --> 00:04:56.800]  不是這兩個
[00:04:56.800 --> 00:04:57.880]  這兩個很乖的
[00:04:57.880 --> 00:04:59.040]  就是可能認得出來
[00:04:59.040 --> 00:04:59.720]  很乖這兩個
[00:04:59.720 --> 00:05:01.680]  還有一些在畫面外面那些超煩
[00:05:01.680 --> 00:05:01.960]  就是
[00:05:01.960 --> 00:05:02.400]  有
[00:05:02.400 --> 00:05:06.040]  打籃球世界裡面有一個叫Trash Talk的說話
[00:05:06.040 --> 00:05:06.960]  就是Trash Talk是
[00:05:06.960 --> 00:05:07.520]  就是
[00:05:07.520 --> 00:05:09.040]  不是說廢話
[00:05:09.040 --> 00:05:10.160]  就是Trash Talk的意思是
[00:05:10.160 --> 00:05:11.280]  就是其實都是廢話來的
[00:05:11.280 --> 00:05:12.160]  但是類似就是
[00:05:12.160 --> 00:05:13.160]  就是挑釁對方
[00:05:13.160 --> 00:05:14.080]  就說你是不是廢的
[00:05:14.080 --> 00:05:14.760]  你懂不懂的
[00:05:14.760 --> 00:05:14.960]  這樣
[00:05:14.960 --> 00:05:15.200]  你
[00:05:15.200 --> 00:05:16.400]  就是類似這樣
[00:05:16.400 --> 00:05:17.360]  不斷地挑釁
[00:05:17.360 --> 00:05:18.040]  那
[00:05:18.040 --> 00:05:18.600]  但是
[00:05:18.600 --> 00:05:19.680]  這些小朋友
[00:05:19.680 --> 00:05:20.880]  不斷地說這些
[00:05:20.880 --> 00:05:21.280]  就是
[00:05:21.280 --> 00:05:22.800]  但是
[00:05:22.920 --> 00:05:23.160]  就是
[00:05:23.160 --> 00:05:24.760]  他怎麼會救我們兩個打呢
[00:05:24.760 --> 00:05:26.280]  太高度也差三個頭
[00:05:26.280 --> 00:05:26.640]  這樣
[00:05:26.640 --> 00:05:27.600]  不斷地射球
[00:05:27.600 --> 00:05:28.160]  一砰
[00:05:28.160 --> 00:05:29.360]  射不到球
[00:05:29.360 --> 00:05:29.680]  但是
[00:05:29.680 --> 00:05:30.480]  極多Trash Talk
[00:05:30.480 --> 00:05:31.280]  極煩的這些小朋友
[00:05:31.280 --> 00:05:33.400]  雖然呢
[00:05:33.400 --> 00:05:34.480]  其實是不好玩的
[00:05:34.480 --> 00:05:36.200]  就是在籃球世界裡面
[00:05:36.200 --> 00:05:36.920]  就是和他們鬥
[00:05:36.920 --> 00:05:37.400]  什麼都
[00:05:37.400 --> 00:05:38.480]  球都拍不到兩下
[00:05:38.480 --> 00:05:40.120]  射球就全部進不了
[00:05:40.120 --> 00:05:40.800]  都進得了
[00:05:40.800 --> 00:05:41.480]  進得了一下球
[00:05:41.480 --> 00:05:41.960]  但是就是
[00:05:41.960 --> 00:05:43.280]  不是
[00:05:43.280 --> 00:05:44.000]  我以前
[00:05:44.000 --> 00:05:46.160]  和同學一起打球那麼好玩
[00:05:46.160 --> 00:05:46.480]  這樣
[00:05:46.480 --> 00:05:48.040]  但是再摸摸心
[00:05:48.040 --> 00:05:49.080]  其實不是很好玩的
[00:05:49.080 --> 00:05:49.920]  但是開心嗎
[00:05:49.920 --> 00:05:50.160]  那天
[00:05:50.160 --> 00:05:50.840]  我想起
[00:05:50.840 --> 00:05:52.280]  那天其實很開心
[00:05:53.280 --> 00:05:54.800]  那很開心的那個位置
[00:05:54.800 --> 00:05:55.080]  就是
[00:05:55.080 --> 00:05:55.760]  就是發現
[00:05:55.760 --> 00:05:56.680]  成長了
[00:05:56.680 --> 00:05:57.800]  不用贏才行的
[00:05:57.800 --> 00:05:58.680]  其實做一下運動
