
[00:00:00.000 --> 00:00:02.000]  首先和大家看一張圖片
[00:00:02.000 --> 00:00:03.000]  這個管天樂
[00:00:03.000 --> 00:00:04.000]  誰是真管天樂
[00:00:04.000 --> 00:00:05.000]  即是真人
[00:00:05.000 --> 00:00:07.000]  誰是掃帳
[00:00:07.000 --> 00:00:08.000]  即是假的
[00:00:08.000 --> 00:00:09.000]  左邊是左邊
[00:00:09.000 --> 00:00:10.000]  右邊是右邊
[00:00:10.000 --> 00:00:13.000]  好
[00:00:13.000 --> 00:00:15.000]  你覺得最那邊
[00:00:15.000 --> 00:00:16.000]  最遠的那個
[00:00:16.000 --> 00:00:17.000]  左邊那個
[00:00:17.000 --> 00:00:19.000]  是真的
[00:00:19.000 --> 00:00:20.000]  舉手
[00:00:20.000 --> 00:00:21.000]  好,放下
[00:00:21.000 --> 00:00:23.000]  這邊你覺得是真的
[00:00:23.000 --> 00:00:24.000]  舉手
[00:00:24.000 --> 00:00:25.000]  一個
[00:00:25.000 --> 00:00:26.000]  三四個
[00:00:26.000 --> 00:00:29.000]  你怎樣確定那個是真的
[00:00:29.000 --> 00:00:31.000]  真的好遠一點
[00:00:31.000 --> 00:00:32.000]  那個是真的
[00:00:32.000 --> 00:00:34.000]  所以你覺得這個好遠一點
[00:00:34.000 --> 00:00:36.000]  還有沒有其他
[00:00:36.000 --> 00:00:38.000]  好,揭曉
[00:00:38.000 --> 00:00:39.000]  我都不知道
[00:00:39.000 --> 00:00:41.000]  看回答案告訴我
[00:00:41.000 --> 00:00:43.000]  原來那邊是真的
[00:00:43.000 --> 00:00:45.000]  真的很難分
[00:00:45.000 --> 00:00:46.000]  真的很難分
[00:00:46.000 --> 00:00:48.000]  真假難分
[00:00:48.000 --> 00:00:50.000]  其實社會上很多東西都真假難分
[00:00:50.000 --> 00:00:51.000]  有些人說
[00:00:51.000 --> 00:00:53.000]  這些花很真
[00:00:53.000 --> 00:00:54.000]  其實是假的
[00:00:54.000 --> 00:00:56.000]  真到很假
[00:00:56.000 --> 00:00:58.000]  也可以說假到很真
[00:00:58.000 --> 00:01:00.000]  真的很難分別
[00:01:00.000 --> 00:01:01.000]  銀紙也是
[00:01:01.000 --> 00:01:02.000]  有時真有假
[00:01:02.000 --> 00:01:03.000]  銀紙也不容易分
[00:01:03.000 --> 00:01:04.000]  在裏面
[00:01:04.000 --> 00:01:05.000]  社會上有真和假
[00:01:05.000 --> 00:01:07.000]  有時不容易區分
[00:01:07.000 --> 00:01:10.000]  信仰上也有真和假
[00:01:10.000 --> 00:01:12.000]  我們需要去分別
[00:01:12.000 --> 00:01:14.000]  今天我們所看那段經文
[00:01:14.000 --> 00:01:16.000]  剛才所讀的約翰一書裏面
[00:01:16.000 --> 00:01:18.000]  他就要面對一樣東西
[00:01:18.000 --> 00:01:20.000]  就是當時教會裏面
[00:01:20.000 --> 00:01:24.000]  在裏面有些假或者錯誤的教導流行在中間
[00:01:24.000 --> 00:01:26.000]  所以作者約翰
[00:01:26.000 --> 00:01:28.000]  就要用這本書裏面
[00:01:28.000 --> 00:01:29.000]  去提醒當時的信徒
[00:01:29.000 --> 00:01:31.000]  指出當時是甚麼是假
[00:01:31.000 --> 00:01:33.000]  讓大家去認識真
[00:01:33.000 --> 00:01:34.000]  或者去持守真
[00:01:34.000 --> 00:01:36.000]  我們未看經文內容的時候
[00:01:36.000 --> 00:01:38.000]  我們先了解多些背景
[00:01:38.000 --> 00:01:40.000]  在當時社會裏面流傳
[00:01:40.000 --> 00:01:42.000]  有一座現在叫做
[00:01:42.000 --> 00:01:44.000]  諾斯底主義的一種思想
[00:01:44.000 --> 00:01:45.000]  比較複雜一點
[00:01:45.000 --> 00:01:46.000]  我在這裏很簡短
[00:01:46.000 --> 00:01:47.000]  有幾句說話說
[00:01:47.000 --> 00:01:48.000]  就是說
[00:01:48.000 --> 00:01:49.000]  他大概認為
[00:01:49.000 --> 00:01:50.000]  物質
[00:01:50.000 --> 00:01:51.000]  包括肉身
[00:01:51.000 --> 00:01:53.000]  物質是一些邪惡
[00:01:53.000 --> 00:01:54.000]  靈
[00:01:54.000 --> 00:01:55.000]  屬靈的東西
[00:01:55.000 --> 00:01:56.000]  是美好良善
[00:01:56.000 --> 00:01:57.000]  在當中
[00:01:57.000 --> 00:01:58.000]  既然是邪惡
[00:01:58.000 --> 00:01:59.000]  那就要去掉
[00:01:59.000 --> 00:02:01.000]  靈的東西就要保存
[00:02:01.000 --> 00:02:02.000]  但是一個人
[00:02:02.000 --> 00:02:03.000]  有肉身
[00:02:03.000 --> 00:02:04.000]  有靈
[00:02:04.000 --> 00:02:05.000]  怎樣才可以得救呢
[00:02:05.000 --> 00:02:07.000]  肉身是不需要理會的
[00:02:07.000 --> 00:02:08.000]  最重要的是甚麼
[00:02:08.000 --> 00:02:09.000]  要靈得救
[00:02:09.000 --> 00:02:10.000]  靈要怎樣得救呢
[00:02:10.000 --> 00:02:12.000]  他們流傳了一種神秘的知識
[00:02:12.000 --> 00:02:13.000]  叫做靈知
[00:02:13.000 --> 00:02:15.000]  只要你擁有這個神秘的知識
[00:02:15.000 --> 00:02:16.000]  靈知的時候
[00:02:16.000 --> 00:02:17.000]  你就可以得到拯救
[00:02:17.000 --> 00:02:20.000]  就可以脫離肉身的軀殼
[00:02:20.000 --> 00:02:21.000]  這種想法
[00:02:21.000 --> 00:02:22.000]  這種思潮
[00:02:22.000 --> 00:02:25.000]  就流傳在坊間之後
[00:02:25.000 --> 00:02:26.000]  入到教會
[00:02:26.000 --> 00:02:27.000]  有些人聽到之後
[00:02:27.000 --> 00:02:28.000]  覺得這個影像是真的
[00:02:28.000 --> 00:02:30.000]  然後再將這種思想
[00:02:30.000 --> 00:02:33.000]  加入在基督教的信仰裡面
[00:02:33.000 --> 00:02:37.000]  特別加入在耶穌基督的人
[00:02:37.000 --> 00:02:38.000]  或者神
[00:02:38.000 --> 00:02:40.000]  這方面的事情上
[00:02:40.000 --> 00:02:42.000]  就開始帶出一個錯誤的
[00:02:42.000 --> 00:02:45.000]  關於耶穌基督的錯誤出現
[00:02:45.000 --> 00:02:47.000]  於是約翰就指出
[00:02:47.000 --> 00:02:50.000]  當中的問題是怎樣
[00:02:50.000 --> 00:02:52.000]  他怎樣加入呢
[00:02:52.000 --> 00:02:54.000]  我們都很清楚知道一件事
[00:02:54.000 --> 00:02:55.000]  耶穌基督是神
[00:02:55.000 --> 00:02:57.000]  在世界之前都存在
[00:02:57.000 --> 00:02:58.000]  是神
[00:02:58.000 --> 00:03:00.000]  然後祂就鍍成了肉身
[00:03:00.000 --> 00:03:01.000]  是不是有肉身的
[00:03:01.000 --> 00:03:02.000]  真的有肉身
[00:03:02.000 --> 00:03:03.000]  存在我們當中
[00:03:03.000 --> 00:03:04.000]  後來祂受死
[00:03:04.000 --> 00:03:05.000]  然後復活
[00:03:05.000 --> 00:03:07.000]  然後被天父帶到天上
[00:03:07.000 --> 00:03:09.000]  就是這樣
[00:03:09.000 --> 00:03:12.000]  我們都認識是一個正確的思想
[00:03:12.000 --> 00:03:13.000]  但在當時裡面
[00:03:13.000 --> 00:03:15.000]  當然洛斯底的主義
[00:03:15.000 --> 00:03:16.000]  這種主張
[00:03:16.000 --> 00:03:18.000]  滲入了一些教會人
[00:03:18.000 --> 00:03:21.000]  將祂加入在基督的信仰裡面
[00:03:21.000 --> 00:03:23.000]  就產生了一些問題
[00:03:23.000 --> 00:03:25.000]  有些什麼問題呢
[00:03:25.000 --> 00:03:26.000]  剛才也說了
[00:03:26.000 --> 00:03:30.000]  他們認為肉身是邪惡的
[00:03:30.000 --> 00:03:32.000]  靈才是良善
[00:03:32.000 --> 00:03:35.000]  耶穌基督是一個這麼好的神
[00:03:35.000 --> 00:03:37.000]  這麼良善的神
[00:03:37.000 --> 00:03:39.000]  祂不可能有肉身的
[00:03:39.000 --> 00:03:41.000]  有肉身的不是很差嗎
[00:03:41.000 --> 00:03:43.000]  於是他們主張
[00:03:43.000 --> 00:03:46.000]  耶穌基督根本就沒有肉身的
[00:03:46.000 --> 00:03:48.000]  我看到整個人
[00:03:48.000 --> 00:03:50.000]  整個人是假象
[00:03:50.000 --> 00:03:51.000]  是一個影像
[00:03:51.000 --> 00:03:52.000]  一個幻影
[00:03:52.000 --> 00:03:54.000]  你將手摸一摸
[00:03:54.000 --> 00:03:55.000]  摸不到
[00:03:55.000 --> 00:03:56.000]  只有一個影
[00:03:56.000 --> 00:03:59.000]  這就叫做幻影派的主張
[00:03:59.000 --> 00:04:02.000]  所以你見到約翰一書裡面
[00:04:02.000 --> 00:04:05.000]  約翰在第四章的二至三節裡面
[00:04:05.000 --> 00:04:07.000]  就立刻反咬這個主張
[00:04:07.000 --> 00:04:08.000]  他說
[00:04:08.000 --> 00:04:11.000]  凡令認耶穌基督成了肉身的
[00:04:11.000 --> 00:04:12.000]  就是出於上帝
[00:04:12.000 --> 00:04:13.000]  相反不承認的
[00:04:13.000 --> 00:04:15.000]  就是出於敵基督
[00:04:15.000 --> 00:04:17.000]  就立刻扭轉他們的錯誤
[00:04:17.000 --> 00:04:19.000]  當時不單止有這種說法
[00:04:19.000 --> 00:04:22.000]  還有另外一些說法在裡面
[00:04:22.000 --> 00:04:24.000]  有一個人叫做
[00:04:24.000 --> 00:04:25.000]  克林陀這個人
[00:04:25.000 --> 00:04:28.000]  他認為耶穌基督本身就不是神
[00:04:28.000 --> 00:04:32.000]  他是瑪利亞和約瑟按人的一般結合
[00:04:32.000 --> 00:04:33.000]  所生出來的
[00:04:33.000 --> 00:04:34.000]  他根本是一個人
[00:04:34.000 --> 00:04:36.000]  不過耶穌的名字
